,period_open,period_close,capital_used,positions,starting_exposure,pnl,short_exposure,transactions,long_value,ending_value,starting_cash,starting_value,ending_exposure,ending_cash,portfolio_value,long_exposure,orders,returns,longs_count,shorts_count,short_value,gross_leverage,net_leverage,max_drawdown,max_leverage,algo_volatility,period_label,excess_return,treasury_period_return,algorithm_period_return,alpha,beta,benchmark_period_return,benchmark_volatility,sortino,trading_days,sharpe,weights
2018-05-30 20:00:00+00:00,2018-05-30 13:31:00+00:00,2018-05-30 20:00:00+00:00,-95655.92165499926,"[{'sid': Equity(4 [VWO]), 'amount': -50053, 'cost_basis': 44.80299436497314, 'last_sale_price': 44.56}, {'sid': Equity(2 [SPY]), 'amount': 31828, 'cost_basis': 272.746305, 'last_sale_price': 272.61}, {'sid': Equity(3 [VNQ]), 'amount': -34312, 'cost_basis': 79.05131345374795, 'last_sale_price': 79.16}, {'sid': Equity(1 [LQD]), 'amount': 41147, 'cost_basis': 114.91165057421728, 'last_sale_price': 115.54}, {'sid': Equity(0 [DBC]), 'amount': 66500, 'cost_basis': 18.12653317330827, 'last_sale_price': 18.080000000000002}]",9623671.640000002,-32751.70165500231,-4946499.6,"[{'amount': -34606, 'dt': Timestamp('2018-05-30 20:00:00+0000', tz='UTC'), 'price': 44.53772, 'order_id': '81ae6479818a4c9bb7c58c161ac0cec1', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 27537, 'dt': Timestamp('2018-05-30 20:00:00+0000', tz='UTC'), 'price': 272.746305, 'order_id': '6eadcf7c66024234aaebcabfc2dab34f', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -33285, 'dt': Timestamp('2018-05-30 20:00:00+0000', tz='UTC'), 'price': 79.12042, 'order_id': '0b73b6a03f094a7097c7e379dd99fb47', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -36777, 'dt': Timestamp('2018-05-30 20:00:00+0000', tz='UTC'), 'price': 115.48223, 'order_id': '961ace68a7d545828fb736cc43cbd0fe', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 55665, 'dt': Timestamp('2018-05-30 20:00:00+0000', tz='UTC'), 'price': 18.08904, 'order_id': 'e926e62257734b5babad6303fafbbaa8', 'sid': Equity(0 [DBC]), 'commission': None}]",14633075.46,9686575.860000001,7664.906155002536,9623671.640000002,9686575.860000001,-87991.01549999812,9598584.844500003,14633075.46,"[{'id': '81ae6479818a4c9bb7c58c161ac0cec1', 'dt': Timestamp('2018-05-30 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-29 20:00:00+0000', tz='UTC'), 'amount': -34606, 'filled': -34606, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '6eadcf7c66024234aaebcabfc2dab34f', 'dt': Timestamp('2018-05-30 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-29 20:00:00+0000', tz='UTC'), 'amount': 27537, 'filled': 27537, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '0b73b6a03f094a7097c7e379dd99fb47', 'dt': Timestamp('2018-05-30 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-29 20:00:00+0000', tz='UTC'), 'amount': -33285, 'filled': -33285, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '961ace68a7d545828fb736cc43cbd0fe', 'dt': Timestamp('2018-05-30 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-29 20:00:00+0000', tz='UTC'), 'amount': -36777, 'filled': -36777, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'e926e62257734b5babad6303fafbbaa8', 'dt': Timestamp('2018-05-30 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-29 20:00:00+0000', tz='UTC'), 'amount': 55665, 'filled': 55665, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",-0.0034005354810363597,3,2,-4946499.6,2.039839765673282,1.0091670821194456,-0.09413996316014432,2.039839765673282,0.12045671046921842,2018-05,0.0,0.0,-0.04014151555000012,,,0.0,0.0,-0.8368820826767855,113,-0.6979955625041065,"[-0.22955086827278137, 0.8890149593353271, -0.27824053168296814, 0.49553027749061584, 0.1232462078332901]"
2018-05-31 20:00:00+00:00,2018-05-31 13:31:00+00:00,2018-05-31 20:00:00+00:00,0.0,"[{'sid': Equity(4 [VWO]), 'amount': -50053, 'cost_basis': 44.80299436497314, 'last_sale_price': 44.61}, {'sid': Equity(2 [SPY]), 'amount': 31828, 'cost_basis': 272.746305, 'last_sale_price': 270.94}, {'sid': Equity(3 [VNQ]), 'amount': -34312, 'cost_basis': 79.05131345374795, 'last_sale_price': 78.89}, {'sid': Equity(1 [LQD]), 'amount': 41147, 'cost_basis': 114.91165057421728, 'last_sale_price': 115.49000000000001}, {'sid': Equity(0 [DBC]), 'amount': 66500, 'cost_basis': 18.12653317330827, 'last_sale_price': 18.03}]",9686575.860000001,-51773.51999999955,-4939738.01,[],14574540.350000001,9634802.340000002,-87991.01549999812,9686575.860000001,9634802.340000002,-87991.01549999812,9546811.324500004,14574540.350000001,[],-0.005393870121350841,3,2,-4939738.01,2.044062430554217,1.00921679632174,-0.09413996316014432,2.044062430554217,0.12015829605942337,2018-05,0.0,0.0,-0.04531886755000003,,,0.0,0.0,-0.9493608144653541,114,-0.7928209357936942,"[-0.22955086827278137, 0.8890149593353271, -0.27824053168296814, 0.49553027749061584, 0.1232462078332901]"
2018-06-01 20:00:00+00:00,2018-06-01 13:31:00+00:00,2018-06-01 20:00:00+00:00,0.0,"[{'sid': Equity(4 [VWO]), 'amount': -50053, 'cost_basis': 44.80299436497314, 'last_sale_price': 45.11}, {'sid': Equity(2 [SPY]), 'amount': 31828, 'cost_basis': 272.746305, 'last_sale_price': 273.6}, {'sid': Equity(3 [VNQ]), 'amount': -34312, 'cost_basis': 79.05131345374795, 'last_sale_price': 79.24}, {'sid': Equity(1 [LQD]), 'amount': 41147, 'cost_basis': 114.91165057421728, 'last_sale_price': 114.91}, {'sid': Equity(0 [DBC]), 'amount': 66500, 'cost_basis': 18.12653317330827, 'last_sale_price': 17.91}]",9634802.340000002,15781.51999999769,-4976773.71,[],14627357.57,9650583.86,-87991.01549999812,9634802.340000002,9650583.86,-87991.01549999812,9562592.844500002,14627357.57,[],0.0016530671303305322,3,2,-4976773.71,2.0500853271480097,1.0092015854832308,-0.09413996316014432,2.0500853271480097,0.11966790201769063,2018-06,0.0,0.0,-0.04374071555000025,,,0.0,0.0,-0.9089671255070152,115,-0.7588773203568944,"[-0.22955086827278137, 0.8890149593353271, -0.27824053168296814, 0.49553027749061584, 0.1232462078332901]"
2018-06-04 20:00:00+00:00,2018-06-04 13:31:00+00:00,2018-06-04 20:00:00+00:00,0.0,"[{'sid': Equity(4 [VWO]), 'amount': -50053, 'cost_basis': 44.80299436497314, 'last_sale_price': 45.58}, {'sid': Equity(2 [SPY]), 'amount': 31828, 'cost_basis': 272.746305, 'last_sale_price': 274.90000000000003}, {'sid': Equity(3 [VNQ]), 'amount': -34312, 'cost_basis': 79.05131345374795, 'last_sale_price': 79.93}, {'sid': Equity(1 [LQD]), 'amount': 41147, 'cost_basis': 114.91165057421728, 'last_sale_price': 114.65}, {'sid': Equity(0 [DBC]), 'amount': 66500, 'cost_basis': 18.12653317330827, 'last_sale_price': 17.7}]",9650583.86,-30487.009999999776,-5023973.9,[],14644070.75,9620096.85,-87991.01549999812,9650583.86,9620096.85,-87991.01549999812,9532105.834500002,14644070.75,"[{'id': '2d43b7d418e74796b4bb1f880cf9e139', 'dt': Timestamp('2018-06-04 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-04 20:00:00+0000', tz='UTC'), 'amount': 39601, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'cf884dd504384ebdb1702eb850af240b', 'dt': Timestamp('2018-06-04 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-04 20:00:00+0000', tz='UTC'), 'amount': -22861, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '57434f512b8a481eaf1b428e7c0e2484', 'dt': Timestamp('2018-06-04 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-04 20:00:00+0000', tz='UTC'), 'amount': 32568, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '66893d2b00504b85b9f64e3480f2c3ee', 'dt': Timestamp('2018-06-04 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-04 20:00:00+0000', tz='UTC'), 'amount': 32699, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '642b70d68f5e46fdb9cbb7998ce84c79', 'dt': Timestamp('2018-06-04 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-04 20:00:00+0000', tz='UTC'), 'amount': -110770, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",-0.0031881530977798667,3,2,-5023973.9,2.063347280389451,1.0092310153734894,-0.09413996316014432,2.063347280389451,0.11921934781312292,2018-06,0.0,0.0,-0.04678941655000024,,,0.0,0.0,-0.9735793428870286,116,-0.8132603763984112,"[-0.04997778683900833, 0.2585952877998352, -0.014621523208916187, 0.8882085680961609, -0.08220449835062027]"
2018-06-05 20:00:00+00:00,2018-06-05 13:31:00+00:00,2018-06-05 20:00:00+00:00,107767.75819500163,"[{'sid': Equity(4 [VWO]), 'amount': -10452, 'cost_basis': 44.80299436497314, 'last_sale_price': 45.18}, {'sid': Equity(2 [SPY]), 'amount': 8967, 'cost_basis': 272.746305, 'last_sale_price': 275.1}, {'sid': Equity(3 [VNQ]), 'amount': -1744, 'cost_basis': 79.05131345374795, 'last_sale_price': 79.72}, {'sid': Equity(1 [LQD]), 'amount': 73846, 'cost_basis': 114.8566169367646, 'last_sale_price': 114.73}, {'sid': Equity(0 [DBC]), 'amount': -44270, 'cost_basis': 17.721135, 'last_sale_price': 17.73}]",9620096.85,30684.0481950026,-1396160.1400000001,"[{'amount': 39601, 'dt': Timestamp('2018-06-05 20:00:00+0000', tz='UTC'), 'price': 45.20259, 'order_id': '2d43b7d418e74796b4bb1f880cf9e139', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -22861, 'dt': Timestamp('2018-06-05 20:00:00+0000', tz='UTC'), 'price': 274.96245000000005, 'order_id': 'cf884dd504384ebdb1702eb850af240b', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 32568, 'dt': Timestamp('2018-06-05 20:00:00+0000', tz='UTC'), 'price': 79.75986, 'order_id': '57434f512b8a481eaf1b428e7c0e2484', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 32699, 'dt': Timestamp('2018-06-05 20:00:00+0000', tz='UTC'), 'price': 114.78736500000001, 'order_id': '66893d2b00504b85b9f64e3480f2c3ee', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -110770, 'dt': Timestamp('2018-06-05 20:00:00+0000', tz='UTC'), 'price': 17.721135, 'order_id': '642b70d68f5e46fdb9cbb7998ce84c79', 'sid': Equity(0 [DBC]), 'commission': None}]",10939173.280000001,9543013.14,-87991.01549999812,9620096.85,9543013.14,19776.742695002817,9562789.882695004,10939173.280000001,"[{'id': '2d43b7d418e74796b4bb1f880cf9e139', 'dt': Timestamp('2018-06-05 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-04 20:00:00+0000', tz='UTC'), 'amount': 39601, 'filled': 39601, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'cf884dd504384ebdb1702eb850af240b', 'dt': Timestamp('2018-06-05 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-04 20:00:00+0000', tz='UTC'), 'amount': -22861, 'filled': -22861, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '57434f512b8a481eaf1b428e7c0e2484', 'dt': Timestamp('2018-06-05 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-04 20:00:00+0000', tz='UTC'), 'amount': 32568, 'filled': 32568, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '66893d2b00504b85b9f64e3480f2c3ee', 'dt': Timestamp('2018-06-05 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-04 20:00:00+0000', tz='UTC'), 'amount': 32699, 'filled': 32699, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '642b70d68f5e46fdb9cbb7998ce84c79', 'dt': Timestamp('2018-06-05 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-04 20:00:00+0000', tz='UTC'), 'amount': -110770, 'filled': -110770, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",0.003219020930710359,2,3,-1396160.1400000001,1.2899304043396627,0.9979319065944561,-0.09413996316014432,2.063347280389451,0.11882212406497972,2018-06,0.0,0.0,-0.043721011730500026,,,0.0,0.0,-0.8994904643248639,117,-0.7506548935241182,"[-0.04997778683900833, 0.2585952877998352, -0.014621523208916187, 0.8882085680961609, -0.08220449835062027]"
2018-06-06 20:00:00+00:00,2018-06-06 13:31:00+00:00,2018-06-06 20:00:00+00:00,0.0,"[{'sid': Equity(4 [VWO]), 'amount': -10452, 'cost_basis': 44.80299436497314, 'last_sale_price': 45.83}, {'sid': Equity(2 [SPY]), 'amount': 8967, 'cost_basis': 272.746305, 'last_sale_price': 277.40000000000003}, {'sid': Equity(3 [VNQ]), 'amount': -1744, 'cost_basis': 79.05131345374795, 'last_sale_price': 79.91}, {'sid': Equity(1 [LQD]), 'amount': 73846, 'cost_basis': 114.8566169367646, 'last_sale_price': 114.31}, {'sid': Equity(0 [DBC]), 'amount': -44270, 'cost_basis': 17.721135, 'last_sale_price': 17.79}]",9543013.14,-20172.580000001937,-1405941.5,[],10928782.06,9522840.56,19776.742695002817,9543013.14,9522840.56,19776.742695002817,9542617.302695002,10928782.06,[],-0.00210948690156898,2,3,-1405941.5,1.2925933387810133,0.9979275347561705,-0.09413996316014432,2.063347280389451,0.11834105913479082,2018-06,0.0,0.0,-0.045738269730500214,,,0.0,0.0,-0.9408374799221877,118,-0.7853870049172132,"[-0.04997778683900833, 0.2585952877998352, -0.014621523208916187, 0.8882085680961609, -0.08220449835062027]"
2018-06-07 20:00:00+00:00,2018-06-07 13:31:00+00:00,2018-06-07 20:00:00+00:00,0.0,"[{'sid': Equity(4 [VWO]), 'amount': -10452, 'cost_basis': 44.80299436497314, 'last_sale_price': 45.13}, {'sid': Equity(2 [SPY]), 'amount': 8967, 'cost_basis': 272.746305, 'last_sale_price': 277.37}, {'sid': Equity(3 [VNQ]), 'amount': -1744, 'cost_basis': 79.05131345374795, 'last_sale_price': 79.91}, {'sid': Equity(1 [LQD]), 'amount': 73846, 'cost_basis': 114.8566169367646, 'last_sale_price': 114.69}, {'sid': Equity(0 [DBC]), 'amount': -44270, 'cost_basis': 17.721135, 'last_sale_price': 17.86}]",9522840.56,32009.970000002533,-1401724.0,[],10956574.530000001,9554850.530000001,19776.742695002817,9522840.56,9554850.530000001,19776.742695002817,9574627.272695005,10956574.530000001,[],0.0033544224801891342,2,3,-1401724.0,1.2907341641636005,0.9979344634384459,-0.09413996316014432,2.063347280389451,0.11796304160347999,2018-06,0.0,0.0,-0.04253727273050001,,,0.0,0.0,-0.8646657223949632,119,-0.7210649019387956,"[-0.04997778683900833, 0.2585952877998352, -0.014621523208916187, 0.8882085680961609, -0.08220449835062027]"
2018-06-08 20:00:00+00:00,2018-06-08 13:31:00+00:00,2018-06-08 20:00:00+00:00,0.0,"[{'sid': Equity(4 [VWO]), 'amount': -10452, 'cost_basis': 44.80299436497314, 'last_sale_price': 45.1}, {'sid': Equity(2 [SPY]), 'amount': 8967, 'cost_basis': 272.746305, 'last_sale_price': 278.19}, {'sid': Equity(3 [VNQ]), 'amount': -1744, 'cost_basis': 79.05131345374795, 'last_sale_price': 80.2}, {'sid': Equity(1 [LQD]), 'amount': 73846, 'cost_basis': 114.8566169367646, 'last_sale_price': 114.5}, {'sid': Equity(0 [DBC]), 'amount': -44270, 'cost_basis': 17.721135, 'last_sale_price': 17.85}]",9554850.530000001,-6427.300000000745,-1401473.5,[],10949896.73,9548423.23,19776.742695002817,9554850.530000001,9548423.23,19776.742695002817,9568199.972695004,10949896.73,[],-0.0006712846168257514,2,3,-1401473.5,1.2908770996893244,0.9979330759441232,-0.09413996316014432,2.063347280389451,0.11746734857223459,2018-06,0.0,0.0,-0.043180002730500044,,,0.0,0.0,-0.8754025905225926,120,-0.730074209460805,"[-0.04997778683900833, 0.2585952877998352, -0.014621523208916187, 0.8882085680961609, -0.08220449835062027]"
2018-06-11 20:00:00+00:00,2018-06-11 13:31:00+00:00,2018-06-11 20:00:00+00:00,0.0,"[{'sid': Equity(4 [VWO]), 'amount': -10452, 'cost_basis': 44.80299436497314, 'last_sale_price': 45.04}, {'sid': Equity(2 [SPY]), 'amount': 8967, 'cost_basis': 272.746305, 'last_sale_price': 278.56}, {'sid': Equity(3 [VNQ]), 'amount': -1744, 'cost_basis': 79.05131345374795, 'last_sale_price': 80.08}, {'sid': Equity(1 [LQD]), 'amount': 73846, 'cost_basis': 114.8566169367646, 'last_sale_price': 114.39}, {'sid': Equity(0 [DBC]), 'amount': -44270, 'cost_basis': 17.721135, 'last_sale_price': 17.84}]",9548423.23,-3526.170000001788,-1400194.4,[],10945091.459999999,9544897.059999999,19776.742695002817,9548423.23,9544897.059999999,19776.742695002817,9564673.802695002,10945091.459999999,"[{'id': '2d21e148471b4f7aa14f1295ebf50e54', 'dt': Timestamp('2018-06-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-11 20:00:00+0000', tz='UTC'), 'amount': -1042, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'bbc9c9e8f7e94f00a4a9880015835517', 'dt': Timestamp('2018-06-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-11 20:00:00+0000', tz='UTC'), 'amount': -9950, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '3c89f234f8194df98bd89e0062e2b9d2', 'dt': Timestamp('2018-06-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-11 20:00:00+0000', tz='UTC'), 'amount': 9365, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'e7bcc429a43e407992d4b4223472246f', 'dt': Timestamp('2018-06-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-11 20:00:00+0000', tz='UTC'), 'amount': 9765, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '1a968d624ee340d78cd0dd49c20800b9', 'dt': Timestamp('2018-06-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-11 20:00:00+0000', tz='UTC'), 'amount': 54452, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",-0.00036853013211102237,2,3,-1400194.4,1.2907168728034943,0.9979323139395061,-0.09413996316014432,2.063347280389451,0.11697688441952492,2018-06,0.0,0.0,-0.043532619730500266,,,0.0,0.0,-0.8796317352218974,121,-0.7336375901929172,"[-0.05412735044956207, -0.02863612025976181, 0.06381072849035263, 0.9999606609344482, 0.018992163240909576]"
2018-06-12 20:00:00+00:00,2018-06-12 13:31:00+00:00,2018-06-12 20:00:00+00:00,-23117.436989998445,"[{'sid': Equity(4 [VWO]), 'amount': -11494, 'cost_basis': 44.81972045351481, 'last_sale_price': 45.01}, {'sid': Equity(2 [SPY]), 'amount': -983, 'cost_basis': 278.78054000000003, 'last_sale_price': 278.92}, {'sid': Equity(3 [VNQ]), 'amount': 7621, 'cost_basis': 80.60028, 'last_sale_price': 80.56}, {'sid': Equity(1 [LQD]), 'amount': 83611, 'cost_basis': 114.80996869206585, 'last_sale_price': 114.4}, {'sid': Equity(0 [DBC]), 'amount': 10182, 'cost_basis': 17.838915, 'last_sale_price': 17.830000000000002}]",9544897.059999999,1053.423010000959,-791523.3,"[{'amount': -1042, 'dt': Timestamp('2018-06-12 20:00:00+0000', tz='UTC'), 'price': 44.987494999999996, 'order_id': '2d21e148471b4f7aa14f1295ebf50e54', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -9950, 'dt': Timestamp('2018-06-12 20:00:00+0000', tz='UTC'), 'price': 278.78054000000003, 'order_id': 'bbc9c9e8f7e94f00a4a9880015835517', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 9365, 'dt': Timestamp('2018-06-12 20:00:00+0000', tz='UTC'), 'price': 80.60028, 'order_id': '3c89f234f8194df98bd89e0062e2b9d2', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 9765, 'dt': Timestamp('2018-06-12 20:00:00+0000', tz='UTC'), 'price': 114.4572, 'order_id': 'e7bcc429a43e407992d4b4223472246f', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 54452, 'dt': Timestamp('2018-06-12 20:00:00+0000', tz='UTC'), 'price': 17.838915, 'order_id': '1a968d624ee340d78cd0dd49c20800b9', 'sid': Equity(0 [DBC]), 'commission': None}]",10360591.22,9569067.92,19776.742695002817,9544897.059999999,9569067.92,-3340.6942949971417,9565727.225705003,10360591.22,"[{'id': '2d21e148471b4f7aa14f1295ebf50e54', 'dt': Timestamp('2018-06-12 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-11 20:00:00+0000', tz='UTC'), 'amount': -1042, 'filled': -1042, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'bbc9c9e8f7e94f00a4a9880015835517', 'dt': Timestamp('2018-06-12 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-11 20:00:00+0000', tz='UTC'), 'amount': -9950, 'filled': -9950, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '3c89f234f8194df98bd89e0062e2b9d2', 'dt': Timestamp('2018-06-12 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-11 20:00:00+0000', tz='UTC'), 'amount': 9365, 'filled': 9365, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'e7bcc429a43e407992d4b4223472246f', 'dt': Timestamp('2018-06-12 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-11 20:00:00+0000', tz='UTC'), 'amount': 9765, 'filled': 9765, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '1a968d624ee340d78cd0dd49c20800b9', 'dt': Timestamp('2018-06-12 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-11 20:00:00+0000', tz='UTC'), 'amount': 54452, 'filled': 54452, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",0.00011013684645511113,3,2,-791523.3,1.1658407413115504,1.0003492357889967,-0.09413996316014432,2.063347280389451,0.11649430678084835,2018-06,0.0,0.0,-0.043427277429500255,,,0.0,0.0,-0.8736778465115188,122,-0.7286855013457909,"[-0.05412735044956207, -0.02863612025976181, 0.06381072849035263, 0.9999606609344482, 0.018992163240909576]"
2018-06-13 20:00:00+00:00,2018-06-13 13:31:00+00:00,2018-06-13 20:00:00+00:00,0.0,"[{'sid': Equity(4 [VWO]), 'amount': -11494, 'cost_basis': 44.81972045351481, 'last_sale_price': 44.68}, {'sid': Equity(2 [SPY]), 'amount': -983, 'cost_basis': 278.78054000000003, 'last_sale_price': 278.03000000000003}, {'sid': Equity(3 [VNQ]), 'amount': 7621, 'cost_basis': 80.60028, 'last_sale_price': 78.99}, {'sid': Equity(1 [LQD]), 'amount': 83611, 'cost_basis': 114.80996869206585, 'last_sale_price': 114.29}, {'sid': Equity(0 [DBC]), 'amount': 10182, 'cost_basis': 17.838915, 'last_sale_price': 17.900000000000002}]",9569067.92,-15781.549999998882,-786855.41,[],10340141.780000001,9553286.370000001,-3340.6942949971417,9569067.92,9553286.370000001,-3340.6942949971417,9549945.675705004,10340141.780000001,[],-0.0016498013823340596,3,2,-786855.41,1.1651372235872508,1.0003498129108206,-0.09413996316014432,2.063347280389451,0.11603110865013565,2018-06,0.0,0.0,-0.04500543242950017,,,0.0,0.0,-0.9047802969515691,123,-0.7547773199574738,"[-0.05412735044956207, -0.02863612025976181, 0.06381072849035263, 0.9999606609344482, 0.018992163240909576]"
