,period_open,period_close,short_exposure,long_value,long_exposure,ending_exposure,starting_exposure,short_value,gross_leverage,orders,ending_value,shorts_count,starting_value,starting_cash,net_leverage,positions,capital_used,pnl,ending_cash,returns,transactions,portfolio_value,longs_count,benchmark_period_return,benchmark_volatility,trading_days,alpha,beta,algo_volatility,algorithm_period_return,treasury_period_return,max_drawdown,sortino,period_label,excess_return,sharpe,max_leverage,weights
2018-05-01 20:00:00+00:00,2018-05-01 13:31:00+00:00,2018-05-01 20:00:00+00:00,-2666790.88,12128176.920000002,12128176.920000002,9461386.040000003,9523395.91,-2666790.88,1.5635687546446257,"[{'id': '24aaba9e062145a294c8864c9cc37e59', 'dt': Timestamp('2018-05-01 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-04-30 20:00:00+0000', tz='UTC'), 'amount': 20171, 'filled': 20171, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '8dd9721e33c94a5c94bac41c689b8a9a', 'dt': Timestamp('2018-05-01 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-04-30 20:00:00+0000', tz='UTC'), 'amount': 13248, 'filled': 13248, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'c6c6dcdd28da44bf92360dc039cce9e2', 'dt': Timestamp('2018-05-01 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-04-30 20:00:00+0000', tz='UTC'), 'amount': -29559, 'filled': -29559, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '1693c3060681400f8b734c2b9fe81dc4', 'dt': Timestamp('2018-05-01 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-04-30 20:00:00+0000', tz='UTC'), 'amount': 12799, 'filled': 12799, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '231c56c488314424ac94888a58203c16', 'dt': Timestamp('2018-05-01 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-04-30 20:00:00+0000', tz='UTC'), 'amount': -210246, 'filled': -210246, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",9461386.040000003,2,9523395.91,-40466.01098499913,0.9999026552646401,"[{'sid': Equity(4 [VWO]), 'amount': -30465, 'cost_basis': 45.66643413460778, 'last_sale_price': 45.42}, {'sid': Equity(2 [SPY]), 'amount': 25807, 'cost_basis': 265.43444735996394, 'last_sale_price': 264.98}, {'sid': Equity(3 [VNQ]), 'amount': -16711, 'cost_basis': 76.74161, 'last_sale_price': 76.78}, {'sid': Equity(1 [LQD]), 'amount': 30226, 'cost_basis': 116.1944844403116, 'last_sale_price': 114.58}, {'sid': Equity(0 [DBC]), 'amount': 104613, 'cost_basis': 17.44082175731042, 'last_sale_price': 17.46}]",41387.1167699974,-20622.753229998052,921.105785000138,-0.0021747237878601,"[{'amount': 20171, 'dt': Timestamp('2018-05-01 20:00:00+0000', tz='UTC'), 'price': 45.44271, 'order_id': '24aaba9e062145a294c8864c9cc37e59', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 13248, 'dt': Timestamp('2018-05-01 20:00:00+0000', tz='UTC'), 'price': 265.11249000000004, 'order_id': '8dd9721e33c94a5c94bac41c689b8a9a', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -29559, 'dt': Timestamp('2018-05-01 20:00:00+0000', tz='UTC'), 'price': 76.74161, 'order_id': 'c6c6dcdd28da44bf92360dc039cce9e2', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 12799, 'dt': Timestamp('2018-05-01 20:00:00+0000', tz='UTC'), 'price': 114.63729, 'order_id': '1693c3060681400f8b734c2b9fe81dc4', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -210246, 'dt': Timestamp('2018-05-01 20:00:00+0000', tz='UTC'), 'price': 17.45127, 'order_id': '231c56c488314424ac94888a58203c16', 'sid': Equity(0 [DBC]), 'commission': None}]",9462307.145785004,3,0.0,0.0,93,,,0.08995686505229761,-0.05376928542149961,0.0,-0.08442221870378648,-1.9257767069771776,2018-05,0.0,-1.6196282960571824,1.761439625784155,"[-0.14674745500087738, 0.719862699508667, -0.13408976793289185, 0.3672586977481842, 0.19371569156646729]"
2018-05-02 20:00:00+00:00,2018-05-02 13:31:00+00:00,2018-05-02 20:00:00+00:00,-2652972.3,12079520.120000001,12079520.120000001,9426547.82,9461386.040000003,-2652972.3,1.5627198069786545,[],9426547.82,2,9461386.040000003,921.105785000138,0.9999022955374075,"[{'sid': Equity(4 [VWO]), 'amount': -30465, 'cost_basis': 45.66643413460778, 'last_sale_price': 45.12}, {'sid': Equity(2 [SPY]), 'amount': 25807, 'cost_basis': 265.43444735996394, 'last_sale_price': 263.2}, {'sid': Equity(3 [VNQ]), 'amount': -16711, 'cost_basis': 76.74161, 'last_sale_price': 76.5}, {'sid': Equity(1 [LQD]), 'amount': 30226, 'cost_basis': 116.1944844403116, 'last_sale_price': 114.49000000000001}, {'sid': Equity(0 [DBC]), 'amount': 104613, 'cost_basis': 17.44082175731042, 'last_sale_price': 17.46}]",0.0,-34838.22000000253,921.105785000138,-0.00368178917289963,[],9427468.925785001,3,0.0,0.0,94,,,0.08961611224724587,-0.057253107421499805,0.0,-0.08442221870378648,-2.040132977270075,2018-05,0.0,-1.7186312137181488,1.761439625784155,"[-0.14674745500087738, 0.719862699508667, -0.13408976793289185, 0.3672586977481842, 0.19371569156646729]"
2018-05-03 20:00:00+00:00,2018-05-03 13:31:00+00:00,2018-05-03 20:00:00+00:00,-2647871.6500000004,12076664.01,12076664.01,9428792.36,9426547.82,-2647871.6500000004,1.5615040386356234,[],9428792.36,2,9426547.82,921.105785000138,0.9999023187938485,"[{'sid': Equity(4 [VWO]), 'amount': -30465, 'cost_basis': 45.66643413460778, 'last_sale_price': 44.980000000000004}, {'sid': Equity(2 [SPY]), 'amount': 25807, 'cost_basis': 265.43444735996394, 'last_sale_price': 262.62}, {'sid': Equity(3 [VNQ]), 'amount': -16711, 'cost_basis': 76.74161, 'last_sale_price': 76.45}, {'sid': Equity(1 [LQD]), 'amount': 30226, 'cost_basis': 116.1944844403116, 'last_sale_price': 114.51}, {'sid': Equity(0 [DBC]), 'amount': 104613, 'cost_basis': 17.44082175731042, 'last_sale_price': 17.57}]",0.0,2244.539999999106,921.105785000138,0.00023808511252254583,[],9429713.465785,3,0.0,0.0,95,,,0.08914888729646901,-0.057028653421499986,0.0,-0.08442221870378648,-2.0209570146213682,2018-05,0.0,-1.7023685678301939,1.761439625784155,"[-0.14674745500087738, 0.719862699508667, -0.13408976793289185, 0.3672586977481842, 0.19371569156646729]"
2018-05-04 20:00:00+00:00,2018-05-04 13:31:00+00:00,2018-05-04 20:00:00+00:00,-2668611.1900000004,12181797.53,12181797.53,9513186.34,9428792.36,-2668611.1900000004,1.5608830155243958,[],9513186.34,2,9428792.36,921.105785000138,0.9999031852656437,"[{'sid': Equity(4 [VWO]), 'amount': -30465, 'cost_basis': 45.66643413460778, 'last_sale_price': 45.2}, {'sid': Equity(2 [SPY]), 'amount': 25807, 'cost_basis': 265.43444735996394, 'last_sale_price': 266.02}, {'sid': Equity(3 [VNQ]), 'amount': -16711, 'cost_basis': 76.74161, 'last_sale_price': 77.29}, {'sid': Equity(1 [LQD]), 'amount': 30226, 'cost_basis': 116.1944844403116, 'last_sale_price': 114.67}, {'sid': Equity(0 [DBC]), 'amount': 104613, 'cost_basis': 17.44082175731042, 'last_sale_price': 17.69}]",0.0,84393.98000000045,921.105785000138,0.008949792621612218,[],9514107.445785,3,0.0,0.0,96,,,0.09001874470663326,-0.048589255421499944,0.0,-0.08442221870378648,-1.695915951637669,2018-05,0.0,-1.4073755485699737,1.761439625784155,"[-0.14674745500087738, 0.719862699508667, -0.13408976793289185, 0.3672586977481842, 0.19371569156646729]"
2018-05-07 20:00:00+00:00,2018-05-07 13:31:00+00:00,2018-05-07 20:00:00+00:00,-2673645.1100000003,12200048.32,12200048.32,9526403.21,9513186.34,-2673645.1100000003,1.5611616585106753,"[{'id': '0f9a6c54ea68445289bc8d0c94d31726', 'dt': Timestamp('2018-05-07 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-07 20:00:00+0000', tz='UTC'), 'amount': -70060, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '5ed6d8c8a5e94eb0a318b663d2749f54', 'dt': Timestamp('2018-05-07 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-07 20:00:00+0000', tz='UTC'), 'amount': -3565, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'fc30d2b5a70e4df08fb36006722e058e', 'dt': Timestamp('2018-05-07 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-07 20:00:00+0000', tz='UTC'), 'amount': 21515, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '400aaca41c7342e3858a7550626b8df2', 'dt': Timestamp('2018-05-07 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-07 20:00:00+0000', tz='UTC'), 'amount': 7850, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'c69ba822c412438abc52554e3253d38f', 'dt': Timestamp('2018-05-07 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-07 20:00:00+0000', tz='UTC'), 'amount': 86966, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",9526403.21,2,9513186.34,921.105785000138,0.9999033195727918,"[{'sid': Equity(4 [VWO]), 'amount': -30465, 'cost_basis': 45.66643413460778, 'last_sale_price': 45.08}, {'sid': Equity(2 [SPY]), 'amount': 25807, 'cost_basis': 265.43444735996394, 'last_sale_price': 266.92}, {'sid': Equity(3 [VNQ]), 'amount': -16711, 'cost_basis': 76.74161, 'last_sale_price': 77.81}, {'sid': Equity(1 [LQD]), 'amount': 30226, 'cost_basis': 116.1944844403116, 'last_sale_price': 114.54}, {'sid': Equity(0 [DBC]), 'amount': 104613, 'cost_basis': 17.44082175731042, 'last_sale_price': 17.68}]",0.0,13216.870000001043,921.105785000138,0.0013891865396009617,[],9527324.315785002,3,0.0,0.0,97,,,0.08960057622796054,-0.04726756842149982,0.0,-0.08442221870378648,-1.6385889740495037,2018-05,0.0,-1.3590880807546077,1.761439625784155,"[-0.47565019130706787, 0.6231333017349243, 0.03923938050866127, 0.45776045322418213, 0.35551708936691284]"
2018-05-08 20:00:00+00:00,2018-05-08 13:31:00+00:00,2018-05-08 20:00:00+00:00,-4554787.75,14065157.99,14065157.99,9510370.24,9526403.21,-4554787.75,1.954492892955342,"[{'id': '0f9a6c54ea68445289bc8d0c94d31726', 'dt': Timestamp('2018-05-08 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-07 20:00:00+0000', tz='UTC'), 'amount': -70060, 'filled': -70060, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '5ed6d8c8a5e94eb0a318b663d2749f54', 'dt': Timestamp('2018-05-08 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-07 20:00:00+0000', tz='UTC'), 'amount': -3565, 'filled': -3565, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'fc30d2b5a70e4df08fb36006722e058e', 'dt': Timestamp('2018-05-08 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-07 20:00:00+0000', tz='UTC'), 'amount': 21515, 'filled': 21515, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '400aaca41c7342e3858a7550626b8df2', 'dt': Timestamp('2018-05-08 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-07 20:00:00+0000', tz='UTC'), 'amount': 7850, 'filled': 7850, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'c69ba822c412438abc52554e3253d38f', 'dt': Timestamp('2018-05-08 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-07 20:00:00+0000', tz='UTC'), 'amount': 86966, 'filled': 86966, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",9510370.24,1,9526403.21,921.105785000138,0.9982816976487058,"[{'sid': Equity(4 [VWO]), 'amount': -100525, 'cost_basis': 45.402231351512825, 'last_sale_price': 45.31}, {'sid': Equity(2 [SPY]), 'amount': 22242, 'cost_basis': 265.43444735996394, 'last_sale_price': 266.92}, {'sid': Equity(3 [VNQ]), 'amount': 4804, 'cost_basis': 77.45871, 'last_sale_price': 77.42}, {'sid': Equity(1 [LQD]), 'amount': 38076, 'cost_basis': 115.85694135919893, 'last_sale_price': 114.5}, {'sid': Equity(0 [DBC]), 'amount': 191579, 'cost_basis': 17.576116485040192, 'last_sale_price': 17.73}]",15448.714060001075,-584.2559400014579,16369.819845000515,-6.132424179505769e-05,"[{'amount': -70060, 'dt': Timestamp('2018-05-08 20:00:00+0000', tz='UTC'), 'price': 45.287345, 'order_id': '0f9a6c54ea68445289bc8d0c94d31726', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -3565, 'dt': Timestamp('2018-05-08 20:00:00+0000', tz='UTC'), 'price': 266.78654, 'order_id': '5ed6d8c8a5e94eb0a318b663d2749f54', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 21515, 'dt': Timestamp('2018-05-08 20:00:00+0000', tz='UTC'), 'price': 77.45871, 'order_id': 'fc30d2b5a70e4df08fb36006722e058e', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 7850, 'dt': Timestamp('2018-05-08 20:00:00+0000', tz='UTC'), 'price': 114.55725, 'order_id': '400aaca41c7342e3858a7550626b8df2', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 86966, 'dt': Timestamp('2018-05-08 20:00:00+0000', tz='UTC'), 'price': 17.738865, 'order_id': 'c69ba822c412438abc52554e3253d38f', 'sid': Equity(0 [DBC]), 'commission': None}]",9526740.059845,4,0.0,0.0,98,,,0.08914008859732585,-0.04732599401549997,0.0,-0.08442221870378648,-1.632338723022339,2018-05,0.0,-1.3539381122322396,1.954492892955342,"[-0.47565019130706787, 0.6231333017349243, 0.03923938050866127, 0.45776045322418213, 0.35551708936691284]"
2018-05-09 20:00:00+00:00,2018-05-09 13:31:00+00:00,2018-05-09 20:00:00+00:00,-4560819.25,14154931.55,14154931.55,9594112.3,9510370.24,-4560819.25,1.9474309994660133,[],9594112.3,1,9510370.24,16369.819845000515,0.9982966702772177,"[{'sid': Equity(4 [VWO]), 'amount': -100525, 'cost_basis': 45.402231351512825, 'last_sale_price': 45.37}, {'sid': Equity(2 [SPY]), 'amount': 22242, 'cost_basis': 265.43444735996394, 'last_sale_price': 269.5}, {'sid': Equity(3 [VNQ]), 'amount': 4804, 'cost_basis': 77.45871, 'last_sale_price': 77.94}, {'sid': Equity(1 [LQD]), 'amount': 38076, 'cost_basis': 115.85694135919893, 'last_sale_price': 114.48}, {'sid': Equity(0 [DBC]), 'amount': 191579, 'cost_basis': 17.576116485040192, 'last_sale_price': 17.89}]",0.0,83742.06000000052,16369.819845000515,0.00879021149668735,[],9610482.119845001,4,0.0,0.0,99,,,0.08990868677982794,-0.03895178801549981,0.0,-0.08442221870378648,-1.3199097843865397,2018-05,0.0,-1.0799399967805152,1.954492892955342,"[-0.47565019130706787, 0.6231333017349243, 0.03923938050866127, 0.45776045322418213, 0.35551708936691284]"
2018-05-10 20:00:00+00:00,2018-05-10 13:31:00+00:00,2018-05-10 20:00:00+00:00,-4651291.75,14253238.020000001,14253238.020000001,9601946.270000001,9594112.3,-4651291.75,1.9654718760968322,[],9601946.270000001,1,9594112.3,16369.819845000515,0.9982980576129866,"[{'sid': Equity(4 [VWO]), 'amount': -100525, 'cost_basis': 45.402231351512825, 'last_sale_price': 46.27}, {'sid': Equity(2 [SPY]), 'amount': 22242, 'cost_basis': 265.43444735996394, 'last_sale_price': 272.02}, {'sid': Equity(3 [VNQ]), 'amount': 4804, 'cost_basis': 77.45871, 'last_sale_price': 78.55}, {'sid': Equity(1 [LQD]), 'amount': 38076, 'cost_basis': 115.85694135919893, 'last_sale_price': 115.06}, {'sid': Equity(0 [DBC]), 'amount': 191579, 'cost_basis': 17.576116485040192, 'last_sale_price': 17.98}]",0.0,7833.970000000671,16369.819845000515,0.0008151484912317652,[],9618316.089845002,4,0.0,0.0,100,,,0.08947374608643385,-0.038168391015499625,0.0,-0.08442221870378648,-1.2852288090688484,2018-05,0.0,-1.0513793929411812,1.9654718760968322,"[-0.47565019130706787, 0.6231333017349243, 0.03923938050866127, 0.45776045322418213, 0.35551708936691284]"
2018-05-11 20:00:00+00:00,2018-05-11 13:31:00+00:00,2018-05-11 20:00:00+00:00,-4635207.75,14256943.31,14256943.31,9621735.56,9601946.270000001,-4635207.75,1.960151950559377,[],9621735.56,1,9601946.270000001,16369.819845000515,0.9983015520997278,"[{'sid': Equity(4 [VWO]), 'amount': -100525, 'cost_basis': 45.402231351512825, 'last_sale_price': 46.11}, {'sid': Equity(2 [SPY]), 'amount': 22242, 'cost_basis': 265.43444735996394, 'last_sale_price': 272.85}, {'sid': Equity(3 [VNQ]), 'amount': 4804, 'cost_basis': 77.45871, 'last_sale_price': 78.28}, {'sid': Equity(1 [LQD]), 'amount': 38076, 'cost_basis': 115.85694135919893, 'last_sale_price': 115.26}, {'sid': Equity(0 [DBC]), 'amount': 191579, 'cost_basis': 17.576116485040192, 'last_sale_price': 17.87}]",0.0,19789.289999999106,16369.819845000515,0.002057458895626585,[],9638105.379845,4,0.0,0.0,101,,,0.08910801261374213,-0.03618946201549966,0.0,-0.08442221870378648,-1.2083655136016098,2018-05,0.0,-0.9876328051934113,1.9654718760968322,"[-0.47565019130706787, 0.6231333017349243, 0.03923938050866127, 0.45776045322418213, 0.35551708936691284]"
2018-05-14 20:00:00+00:00,2018-05-14 13:31:00+00:00,2018-05-14 20:00:00+00:00,-4649281.25,14273525.4,14273525.4,9624244.15,9621735.56,-4649281.25,1.9628217361662739,"[{'id': '1faa529754314e73a00a43c57843b5b0', 'dt': Timestamp('2018-05-14 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-14 20:00:00+0000', tz='UTC'), 'amount': 102218, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '98386da685ef4d568018d56f7dd3e696', 'dt': Timestamp('2018-05-14 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-14 20:00:00+0000', tz='UTC'), 'amount': -24350, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '0e44aa3c6d7841d1acfb92732670d934', 'dt': Timestamp('2018-05-14 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-14 20:00:00+0000', tz='UTC'), 'amount': 9575, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'da133d9992004c209b87b7f0e0743a04', 'dt': Timestamp('2018-05-14 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-14 20:00:00+0000', tz='UTC'), 'amount': 45363, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '56e1b4d2b4054d69b9e5084e548ea9e0', 'dt': Timestamp('2018-05-14 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-14 20:00:00+0000', tz='UTC'), 'amount': -223674, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",9624244.15,1,9621735.56,16369.819845000515,0.9983019940538845,"[{'sid': Equity(4 [VWO]), 'amount': -100525, 'cost_basis': 45.402231351512825, 'last_sale_price': 46.25}, {'sid': Equity(2 [SPY]), 'amount': 22242, 'cost_basis': 265.43444735996394, 'last_sale_price': 272.98}, {'sid': Equity(3 [VNQ]), 'amount': 4804, 'cost_basis': 77.45871, 'last_sale_price': 77.61}, {'sid': Equity(1 [LQD]), 'amount': 38076, 'cost_basis': 115.85694135919893, 'last_sale_price': 115.05}, {'sid': Equity(0 [DBC]), 'amount': 191579, 'cost_basis': 17.576116485040192, 'last_sale_price': 18.0}]",0.0,2508.589999999851,16369.819845000515,0.00026027833283981394,[],9640613.969845,4,0.0,0.0,102,,,0.08867096210143044,-0.03593860301549956,0.0,-0.08442221870378648,-1.1935546992495285,2018-05,0.0,-0.9755183651900086,1.9654718760968322,"[0.008122429251670837, -0.05971604585647583, 0.1157570630311966, 0.9957608580589294, -0.059924617409706116]"
2018-05-15 20:00:00+00:00,2018-05-15 13:31:00+00:00,2018-05-15 20:00:00+00:00,-840175.02,10701713.080000002,10701713.080000002,9861538.060000002,9624244.15,-840175.02,1.1971077321535295,"[{'id': '1faa529754314e73a00a43c57843b5b0', 'dt': Timestamp('2018-05-15 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-14 20:00:00+0000', tz='UTC'), 'amount': 102218, 'filled': 102218, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '98386da685ef4d568018d56f7dd3e696', 'dt': Timestamp('2018-05-15 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-14 20:00:00+0000', tz='UTC'), 'amount': -24350, 'filled': -24350, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '0e44aa3c6d7841d1acfb92732670d934', 'dt': Timestamp('2018-05-15 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-14 20:00:00+0000', tz='UTC'), 'amount': 9575, 'filled': 9575, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'da133d9992004c209b87b7f0e0743a04', 'dt': Timestamp('2018-05-15 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-14 20:00:00+0000', tz='UTC'), 'amount': 45363, 'filled': 45363, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '56e1b4d2b4054d69b9e5084e548ea9e0', 'dt': Timestamp('2018-05-15 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-14 20:00:00+0000', tz='UTC'), 'amount': -223674, 'filled': -206490, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",9861538.060000002,2,9624244.15,16369.819845000515,1.0228242866565582,"[{'sid': Equity(4 [VWO]), 'amount': 1693, 'cost_basis': 45.392685, 'last_sale_price': 45.37}, {'sid': Equity(2 [SPY]), 'amount': -2108, 'cost_basis': 270.96445, 'last_sale_price': 271.1}, {'sid': Equity(3 [VNQ]), 'amount': 14379, 'cost_basis': 76.74583896411434, 'last_sale_price': 76.35000000000001}, {'sid': Equity(1 [LQD]), 'amount': 83439, 'cost_basis': 114.97628222848859, 'last_sale_price': 114.18}, {'sid': Equity(0 [DBC]), 'amount': -14911, 'cost_basis': 18.01099, 'last_sale_price': 18.02}]",-236429.68202500045,864.2279750015587,-220059.86218000017,8.9644495434138e-05,"[{'amount': 102218, 'dt': Timestamp('2018-05-15 20:00:00+0000', tz='UTC'), 'price': 45.392685, 'order_id': '1faa529754314e73a00a43c57843b5b0', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -24350, 'dt': Timestamp('2018-05-15 20:00:00+0000', tz='UTC'), 'price': 270.96445, 'order_id': '98386da685ef4d568018d56f7dd3e696', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 9575, 'dt': Timestamp('2018-05-15 20:00:00+0000', tz='UTC'), 'price': 76.388175, 'order_id': '0e44aa3c6d7841d1acfb92732670d934', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 45363, 'dt': Timestamp('2018-05-15 20:00:00+0000', tz='UTC'), 'price': 114.23709000000001, 'order_id': 'da133d9992004c209b87b7f0e0743a04', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -206490, 'dt': Timestamp('2018-05-15 20:00:00+0000', tz='UTC'), 'price': 18.01099, 'order_id': '56e1b4d2b4054d69b9e5084e548ea9e0', 'sid': Equity(0 [DBC]), 'commission': None}]",9641478.197820002,3,0.0,0.0,103,,,0.0882378280349904,-0.03585218021799941,0.0,-0.08442221870378648,-1.1847055111425708,2018-05,0.0,-0.9683037558185471,1.9654718760968322,"[0.008122429251670837, -0.05971604585647583, 0.1157570630311966, 0.9957608580589294, -0.059924617409706116]"
