,period_open,period_close,returns,shorts_count,short_value,long_value,positions,short_exposure,capital_used,gross_leverage,transactions,ending_cash,ending_exposure,portfolio_value,net_leverage,starting_exposure,long_exposure,longs_count,pnl,starting_value,orders,starting_cash,ending_value,algorithm_period_return,algo_volatility,benchmark_period_return,benchmark_volatility,max_leverage,excess_return,treasury_period_return,trading_days,period_label,max_drawdown,sortino,sharpe,alpha,beta,weights
2018-05-21 20:00:00+00:00,2018-05-21 13:31:00+00:00,2018-05-21 20:00:00+00:00,0.003095289747974128,1,-48135.36,9734431.83,"[{'sid': Equity(4 [VWO]), 'amount': -1064, 'cost_basis': 45.347314999999995, 'last_sale_price': 45.24}, {'sid': Equity(2 [SPY]), 'amount': 7611, 'cost_basis': 269.0826800624925, 'last_sale_price': 273.37}, {'sid': Equity(3 [VNQ]), 'amount': 9395, 'cost_basis': 76.388175, 'last_sale_price': 76.74}, {'sid': Equity(1 [LQD]), 'amount': 58222, 'cost_basis': 116.98788305437628, 'last_sale_price': 114.35000000000001}, {'sid': Equity(0 [DBC]), 'amount': 15044, 'cost_basis': 18.02901, 'last_sale_price': 18.29}]",-48135.36,0.0,1.0110990873578454,[],-11114.964730001753,9686296.47,9675181.505269999,1.0011488120118417,9656441.389999999,9734431.83,4,29855.080000001937,9656441.389999999,"[{'id': '4eb63d14f5fb4ded9dcd4d373b8dc7dc', 'dt': Timestamp('2018-05-21 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-21 20:00:00+0000', tz='UTC'), 'amount': -38823, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '9f0814745fd649b9bc578ae32affbd25', 'dt': Timestamp('2018-05-21 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-21 20:00:00+0000', tz='UTC'), 'amount': 8483, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'de2682847c064fbfa1db961d3f1fd7ec', 'dt': Timestamp('2018-05-21 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-21 20:00:00+0000', tz='UTC'), 'amount': 19080, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '7aabf018e3544399a16e2feff526d153', 'dt': Timestamp('2018-05-21 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-21 20:00:00+0000', tz='UTC'), 'amount': -7463, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'fa135979f7704b37a6cf763b12b70266', 'dt': Timestamp('2018-05-21 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-21 20:00:00+0000', tz='UTC'), 'amount': -64763, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",-11114.964730001753,9686296.47,-0.032481849472998925,0.07703780215240111,0.0,0.0,1.9747770688031627,0.0,0.0,107,2018-05,-0.08657965555985539,-1.2012875648313361,-0.9710709001824309,,,"[-0.18651145696640015, 0.4547325670719147, 0.22585943341255188, 0.5999100208282471, -0.09399061650037766]"
2018-05-22 20:00:00+00:00,2018-05-22 13:31:00+00:00,2018-05-22 20:00:00+00:00,-0.0015936072255182676,2,-2722022.4299999997,12373889.66,"[{'sid': Equity(4 [VWO]), 'amount': -39887, 'cost_basis': 45.39595689898965, 'last_sale_price': 45.42}, {'sid': Equity(2 [SPY]), 'amount': 16094, 'cost_basis': 271.0137432130378, 'last_sale_price': 272.61}, {'sid': Equity(3 [VNQ]), 'amount': 28475, 'cost_basis': 76.72337324407376, 'last_sale_price': 76.85000000000001}, {'sid': Equity(1 [LQD]), 'amount': 50759, 'cost_basis': 116.98788305437628, 'last_sale_price': 114.23}, {'sid': Equity(0 [DBC]), 'amount': -49719, 'cost_basis': 18.300845, 'last_sale_price': 18.31}]",-2722022.4299999997,19010.80084499903,1.5627621492036587,"[{'amount': -38823, 'dt': Timestamp('2018-05-22 20:00:00+0000', tz='UTC'), 'price': 45.397290000000005, 'order_id': '4eb63d14f5fb4ded9dcd4d373b8dc7dc', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 8483, 'dt': Timestamp('2018-05-22 20:00:00+0000', tz='UTC'), 'price': 272.746305, 'order_id': '9f0814745fd649b9bc578ae32affbd25', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 19080, 'dt': Timestamp('2018-05-22 20:00:00+0000', tz='UTC'), 'price': 76.88842500000001, 'order_id': 'de2682847c064fbfa1db961d3f1fd7ec', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -7463, 'dt': Timestamp('2018-05-22 20:00:00+0000', tz='UTC'), 'price': 114.17288500000001, 'order_id': '7aabf018e3544399a16e2feff526d153', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -64763, 'dt': Timestamp('2018-05-22 20:00:00+0000', tz='UTC'), 'price': 18.300845, 'order_id': 'fa135979f7704b37a6cf763b12b70266', 'sid': Equity(0 [DBC]), 'commission': None}]",7895.836114998208,9651867.23,9659763.066115,0.9991826056124817,9686296.47,12373889.66,3,-15418.43915499933,9686296.47,"[{'id': '4eb63d14f5fb4ded9dcd4d373b8dc7dc', 'dt': Timestamp('2018-05-22 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-21 20:00:00+0000', tz='UTC'), 'amount': -38823, 'filled': -38823, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '9f0814745fd649b9bc578ae32affbd25', 'dt': Timestamp('2018-05-22 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-21 20:00:00+0000', tz='UTC'), 'amount': 8483, 'filled': 8483, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'de2682847c064fbfa1db961d3f1fd7ec', 'dt': Timestamp('2018-05-22 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-21 20:00:00+0000', tz='UTC'), 'amount': 19080, 'filled': 19080, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '7aabf018e3544399a16e2feff526d153', 'dt': Timestamp('2018-05-22 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-21 20:00:00+0000', tz='UTC'), 'amount': -7463, 'filled': -7463, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'fa135979f7704b37a6cf763b12b70266', 'dt': Timestamp('2018-05-22 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-21 20:00:00+0000', tz='UTC'), 'amount': -64763, 'filled': -64763, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",-11114.964730001753,9651867.23,-0.034023693388498866,0.076702548452416,0.0,0.0,1.9747770688031627,0.0,0.0,108,2018-05,-0.08657965555985539,-1.2547347167270284,-1.014762988111509,,,"[-0.18651145696640015, 0.4547325670719147, 0.22585943341255188, 0.5999100208282471, -0.09399061650037766]"
2018-05-23 20:00:00+00:00,2018-05-23 13:31:00+00:00,2018-05-23 20:00:00+00:00,0.006405297891523221,2,-2719016.9299999997,12432757.82,"[{'sid': Equity(4 [VWO]), 'amount': -39887, 'cost_basis': 45.39595689898965, 'last_sale_price': 45.22}, {'sid': Equity(2 [SPY]), 'amount': 16094, 'cost_basis': 271.0137432130378, 'last_sale_price': 273.36}, {'sid': Equity(3 [VNQ]), 'amount': 28475, 'cost_basis': 76.72337324407376, 'last_sale_price': 77.62}, {'sid': Equity(1 [LQD]), 'amount': 50759, 'cost_basis': 116.98788305437628, 'last_sale_price': 114.72}, {'sid': Equity(0 [DBC]), 'amount': -49719, 'cost_basis': 18.300845, 'last_sale_price': 18.41}]",-2719016.9299999997,0.0,1.5585621204398794,[],7895.836114998208,9713740.89,9721636.726115,0.9991878079445421,9651867.23,12432757.82,3,61873.66000000015,9651867.23,[],7895.836114998208,9713740.89,-0.027836327388498838,0.07702615038196631,0.0,0.0,1.9747770688031627,0.0,0.0,109,2018-05,-0.08657965555985539,-1.0091420083393834,-0.8089752197757892,,,"[-0.18651145696640015, 0.4547325670719147, 0.22585943341255188, 0.5999100208282471, -0.09399061650037766]"
2018-05-24 20:00:00+00:00,2018-05-24 13:31:00+00:00,2018-05-24 20:00:00+00:00,0.0015452583163948486,2,-2706668.7300000004,12435432.06,"[{'sid': Equity(4 [VWO]), 'amount': -39887, 'cost_basis': 45.39595689898965, 'last_sale_price': 45.06}, {'sid': Equity(2 [SPY]), 'amount': 16094, 'cost_basis': 271.0137432130378, 'last_sale_price': 272.8}, {'sid': Equity(3 [VNQ]), 'amount': 28475, 'cost_basis': 76.72337324407376, 'last_sale_price': 77.46000000000001}, {'sid': Equity(1 [LQD]), 'amount': 50759, 'cost_basis': 116.98788305437628, 'last_sale_price': 115.04}, {'sid': Equity(0 [DBC]), 'amount': -49719, 'cost_basis': 18.300845, 'last_sale_price': 18.29}]",-2706668.7300000004,0.0,1.555163894685431,[],7895.836114998208,9728763.33,9736659.166114999,0.9991890610546914,9713740.89,12435432.06,3,15022.439999999478,9713740.89,[],7895.836114998208,9728763.33,-0.026334083388498963,0.07671999383241795,0.0,0.0,1.9747770688031627,0.0,0.0,110,2018-05,-0.08657965555985539,-0.9469513659595236,-0.7586774024502426,,,"[-0.18651145696640015, 0.4547325670719147, 0.22585943341255188, 0.5999100208282471, -0.09399061650037766]"
2018-05-25 20:00:00+00:00,2018-05-25 13:31:00+00:00,2018-05-25 20:00:00+00:00,0.002415794740136201,2,-2697632.17,12449917.27,"[{'sid': Equity(4 [VWO]), 'amount': -39887, 'cost_basis': 45.39595689898965, 'last_sale_price': 45.17}, {'sid': Equity(2 [SPY]), 'amount': 16094, 'cost_basis': 271.0137432130378, 'last_sale_price': 272.15}, {'sid': Equity(3 [VNQ]), 'amount': 28475, 'cost_basis': 76.72337324407376, 'last_sale_price': 77.73}, {'sid': Equity(1 [LQD]), 'amount': 50759, 'cost_basis': 116.98788305437628, 'last_sale_price': 115.38}, {'sid': Equity(0 [DBC]), 'amount': -49719, 'cost_basis': 18.300845, 'last_sale_price': 18.02}]",-2697632.17,0.0,1.5519742450624507,[],7895.836114998208,9752285.1,9760180.936114999,0.9991910153954439,9728763.33,12449917.27,3,23521.769999999553,9728763.33,[],7895.836114998208,9752285.1,-0.023981906388498953,0.07647452438246043,0.0,0.0,1.9747770688031627,0.0,0.0,111,2018-05,-0.08657965555985539,-0.8530438343109169,-0.6825389654140142,,,"[-0.18651145696640015, 0.4547325670719147, 0.22585943341255188, 0.5999100208282471, -0.09399061650037766]"
2018-05-29 20:00:00+00:00,2018-05-29 13:31:00+00:00,2018-05-29 20:00:00+00:00,0.004043342050553234,2,-2649292.94,12441041.790000001,"[{'sid': Equity(4 [VWO]), 'amount': -39887, 'cost_basis': 45.39595689898965, 'last_sale_price': 44.17}, {'sid': Equity(2 [SPY]), 'amount': 16094, 'cost_basis': 271.0137432130378, 'last_sale_price': 269.02}, {'sid': Equity(3 [VNQ]), 'amount': 28475, 'cost_basis': 76.72337324407376, 'last_sale_price': 78.10000000000001}, {'sid': Equity(1 [LQD]), 'amount': 50759, 'cost_basis': 116.98788305437628, 'last_sale_price': 115.99000000000001}, {'sid': Equity(0 [DBC]), 'amount': -49719, 'cost_basis': 18.300845, 'last_sale_price': 17.85}]",-2649292.94,0.0,1.539885905392194,[],7895.836114998208,9791748.850000001,9799644.686115,0.9991942732243969,9752285.1,12441041.790000001,3,39463.75000000186,9752285.1,"[{'id': '391924073d274dc3a7a3f5dad43cb12b', 'dt': Timestamp('2018-05-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-29 20:00:00+0000', tz='UTC'), 'amount': 17687, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '79f747c8dcb448acaff08bc8e8712f1d', 'dt': Timestamp('2018-05-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-29 20:00:00+0000', tz='UTC'), 'amount': -309, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'bfd8308f05db49be9830aeba026c46c2', 'dt': Timestamp('2018-05-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-29 20:00:00+0000', tz='UTC'), 'amount': -117, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '57a2ebf95ea847f5b782c7b7396499d4', 'dt': Timestamp('2018-05-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-29 20:00:00+0000', tz='UTC'), 'amount': -8453, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'de111f62d30149c4a5b7271a8d6f4da8', 'dt': Timestamp('2018-05-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-29 20:00:00+0000', tz='UTC'), 'amount': 16790, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",7895.836114998208,9791748.850000001,-0.020035531388498784,0.07639577655533891,0.0,0.0,1.9747770688031627,0.0,0.0,112,2018-05,-0.08657965555985539,-0.6998796745508633,-0.5580580736560004,,,"[-0.10005971044301987, 0.43330904841423035, 0.22599990665912628, 0.5007302165031433, -0.05997956916689873]"
2018-05-30 20:00:00+00:00,2018-05-30 13:31:00+00:00,2018-05-30 20:00:00+00:00,0.003780461875060759,2,-1584588.32,11436003.370000001,"[{'sid': Equity(4 [VWO]), 'amount': -22200, 'cost_basis': 45.39595689898965, 'last_sale_price': 44.56}, {'sid': Equity(2 [SPY]), 'amount': 15785, 'cost_basis': 271.0137432130378, 'last_sale_price': 272.61}, {'sid': Equity(3 [VNQ]), 'amount': 28358, 'cost_basis': 76.72337324407376, 'last_sale_price': 79.16}, {'sid': Equity(1 [LQD]), 'amount': 42306, 'cost_basis': 116.98788305437628, 'last_sale_price': 115.54}, {'sid': Equity(0 [DBC]), 'amount': -32929, 'cost_basis': 18.300845, 'last_sale_price': 18.080000000000002}]",-1584588.32,-22619.016874998808,1.3236758722428088,"[{'amount': 17687, 'dt': Timestamp('2018-05-30 20:00:00+0000', tz='UTC'), 'price': 44.582280000000004, 'order_id': '391924073d274dc3a7a3f5dad43cb12b', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -309, 'dt': Timestamp('2018-05-30 20:00:00+0000', tz='UTC'), 'price': 272.473695, 'order_id': '79f747c8dcb448acaff08bc8e8712f1d', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -117, 'dt': Timestamp('2018-05-30 20:00:00+0000', tz='UTC'), 'price': 79.12042, 'order_id': 'bfd8308f05db49be9830aeba026c46c2', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -8453, 'dt': Timestamp('2018-05-30 20:00:00+0000', tz='UTC'), 'price': 115.48223, 'order_id': '57a2ebf95ea847f5b782c7b7396499d4', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 16790, 'dt': Timestamp('2018-05-30 20:00:00+0000', tz='UTC'), 'price': 18.08904, 'order_id': 'de111f62d30149c4a5b7271a8d6f4da8', 'sid': Equity(0 [DBC]), 'commission': None}]",-14723.180760001822,9851415.05,9836691.869239999,1.0014967614067531,9791748.850000001,11436003.370000001,3,37047.183124998584,9791748.850000001,"[{'id': '391924073d274dc3a7a3f5dad43cb12b', 'dt': Timestamp('2018-05-30 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-29 20:00:00+0000', tz='UTC'), 'amount': 17687, 'filled': 17687, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '79f747c8dcb448acaff08bc8e8712f1d', 'dt': Timestamp('2018-05-30 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-29 20:00:00+0000', tz='UTC'), 'amount': -309, 'filled': -309, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'bfd8308f05db49be9830aeba026c46c2', 'dt': Timestamp('2018-05-30 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-29 20:00:00+0000', tz='UTC'), 'amount': -117, 'filled': -117, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '57a2ebf95ea847f5b782c7b7396499d4', 'dt': Timestamp('2018-05-30 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-29 20:00:00+0000', tz='UTC'), 'amount': -8453, 'filled': -8453, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'de111f62d30149c4a5b7271a8d6f4da8', 'dt': Timestamp('2018-05-30 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-05-29 20:00:00+0000', tz='UTC'), 'amount': 16790, 'filled': 16790, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",7895.836114998208,9851415.05,-0.016330813075998818,0.0762823266827573,0.0,0.0,1.9747770688031627,0.0,0.0,113,2018-05,-0.08657965555985539,-0.5577577335301659,-0.44342157839828317,,,"[-0.10005971044301987, 0.43330904841423035, 0.22599990665912628, 0.5007302165031433, -0.05997956916689873]"
2018-05-31 20:00:00+00:00,2018-05-31 13:31:00+00:00,2018-05-31 20:00:00+00:00,-0.003618743015760595,2,-1584051.87,11399870.46,"[{'sid': Equity(4 [VWO]), 'amount': -22200, 'cost_basis': 45.39595689898965, 'last_sale_price': 44.61}, {'sid': Equity(2 [SPY]), 'amount': 15785, 'cost_basis': 271.0137432130378, 'last_sale_price': 270.94}, {'sid': Equity(3 [VNQ]), 'amount': 28358, 'cost_basis': 76.72337324407376, 'last_sale_price': 78.89}, {'sid': Equity(1 [LQD]), 'amount': 42306, 'cost_basis': 116.98788305437628, 'last_sale_price': 115.49000000000001}, {'sid': Equity(0 [DBC]), 'amount': -32929, 'cost_basis': 18.300845, 'last_sale_price': 18.03}]",-1584051.87,0.0,1.3247419587161031,[],-14723.180760001822,9815818.59,9801095.409239998,1.0015021974733682,9851415.05,11399870.46,3,-35596.460000000894,9851415.05,[],-14723.180760001822,9815818.59,-0.019890459075998956,0.07612054735178239,0.0,0.0,1.9747770688031627,0.0,0.0,114,2018-05,-0.08657965555985539,-0.6850779461027777,-0.5455536681156788,,,"[-0.10005971044301987, 0.43330904841423035, 0.22599990665912628, 0.5007302165031433, -0.05997956916689873]"
2018-06-01 20:00:00+00:00,2018-06-01 13:31:00+00:00,2018-06-01 20:00:00+00:00,0.0020637897250677106,2,-1591200.3900000001,11427246.379999999,"[{'sid': Equity(4 [VWO]), 'amount': -22200, 'cost_basis': 45.39595689898965, 'last_sale_price': 45.11}, {'sid': Equity(2 [SPY]), 'amount': 15785, 'cost_basis': 271.0137432130378, 'last_sale_price': 273.6}, {'sid': Equity(3 [VNQ]), 'amount': 28358, 'cost_basis': 76.72337324407376, 'last_sale_price': 79.24}, {'sid': Equity(1 [LQD]), 'amount': 42306, 'cost_basis': 116.98788305437628, 'last_sale_price': 114.91}, {'sid': Equity(0 [DBC]), 'amount': -32929, 'cost_basis': 18.300845, 'last_sale_price': 17.91}]",-1591200.3900000001,0.0,1.3255288541938686,[],-14723.180760001822,9836045.989999998,9821322.809239997,1.001499103638682,9815818.59,11427246.379999999,3,20227.39999999851,9815818.59,[],-14723.180760001822,9836045.989999998,-0.017867719075999156,0.07585771876319114,0.0,0.0,1.9747770688031627,0.0,0.0,115,2018-06,-0.08657965555985539,-0.6071612015530704,-0.48306673785093673,,,"[-0.10005971044301987, 0.43330904841423035, 0.22599990665912628, 0.5007302165031433, -0.05997956916689873]"
2018-06-04 20:00:00+00:00,2018-06-04 13:31:00+00:00,2018-06-04 20:00:00+00:00,0.002603422216806539,2,-1594719.2999999998,11456334.340000002,"[{'sid': Equity(4 [VWO]), 'amount': -22200, 'cost_basis': 45.39595689898965, 'last_sale_price': 45.58}, {'sid': Equity(2 [SPY]), 'amount': 15785, 'cost_basis': 271.0137432130378, 'last_sale_price': 274.90000000000003}, {'sid': Equity(3 [VNQ]), 'amount': 28358, 'cost_basis': 76.72337324407376, 'last_sale_price': 79.93}, {'sid': Equity(1 [LQD]), 'amount': 42306, 'cost_basis': 116.98788305437628, 'last_sale_price': 114.65}, {'sid': Equity(0 [DBC]), 'amount': -32929, 'cost_basis': 18.300845, 'last_sale_price': 17.7}]",-1594719.2999999998,0.0,1.325398290807197,[],-14723.180760001822,9861615.040000003,9846891.859240001,1.0014952109732154,9836045.989999998,11456334.340000002,3,25569.05000000447,9836045.989999998,"[{'id': 'db2eea961b5d4e5da5479a81946108a3', 'dt': Timestamp('2018-06-04 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-04 20:00:00+0000', tz='UTC'), 'amount': 31131, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'dd5e1c59c9a44bf697c64e1087191c02', 'dt': Timestamp('2018-06-04 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-04 20:00:00+0000', tz='UTC'), 'amount': 2018, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '51d26a92875f4382ac37d5a026f15cb6', 'dt': Timestamp('2018-06-04 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-04 20:00:00+0000', tz='UTC'), 'amount': -36993, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'f34f743fa9b3411a88ee8dbf626779e0', 'dt': Timestamp('2018-06-04 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-04 20:00:00+0000', tz='UTC'), 'amount': 2006, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '6cc1d0ce9a5d4cb68839d7522540d944', 'dt': Timestamp('2018-06-04 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-04 20:00:00+0000', tz='UTC'), 'amount': 41709, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",-14723.180760001822,9861615.040000003,-0.015310814075998769,0.07563577374031898,0.0,0.0,1.9747770688031627,0.0,0.0,116,2018-06,-0.08657965555985539,-0.5104222740731453,-0.405532057182687,,,"[0.04134375974535942, 0.497024267911911, -0.07009562104940414, 0.515944242477417, 0.015783296898007393]"
