,period_open,period_close,pnl,short_exposure,capital_used,orders,transactions,gross_leverage,positions,net_leverage,starting_exposure,ending_exposure,starting_value,ending_value,starting_cash,ending_cash,portfolio_value,longs_count,shorts_count,long_value,short_value,returns,long_exposure,benchmark_period_return,benchmark_volatility,alpha,beta,sharpe,sortino,max_drawdown,max_leverage,excess_return,treasury_period_return,trading_days,period_label,algorithm_period_return,algo_volatility,weights
2018-10-22 20:00:00+00:00,2018-10-22 13:31:00+00:00,2018-10-22 20:00:00+00:00,-54185.33000000194,-2372641.87,0.0,"[{'id': '01cf465e83494e7e9de78b3fc2b981e3', 'dt': Timestamp('2018-10-22 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-10-22 20:00:00+0000', tz='UTC'), 'amount': 33650, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'd17418ada58f4040a03d3aedaa38cae1', 'dt': Timestamp('2018-10-22 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-10-22 20:00:00+0000', tz='UTC'), 'amount': -15352, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '03e5baeebd2f461e8cf93d2c81651277', 'dt': Timestamp('2018-10-22 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-10-22 20:00:00+0000', tz='UTC'), 'amount': -99315, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'ec913f75f45a4a828c9f48f04a63c233', 'dt': Timestamp('2018-10-22 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-10-22 20:00:00+0000', tz='UTC'), 'amount': 54796, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'a72135c85cb24d5bb80b204d951590c1', 'dt': Timestamp('2018-10-22 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-10-22 20:00:00+0000', tz='UTC'), 'amount': 236880, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",[],1.4948158974193835,"[{'sid': Equity(4 [VWO]), 'amount': -20532, 'cost_basis': 39.20039, 'last_sale_price': 38.49}, {'sid': Equity(2 [SPY]), 'amount': 31771, 'cost_basis': 280.5402, 'last_sale_price': 275.01}, {'sid': Equity(3 [VNQ]), 'amount': 33, 'cost_basis': 79.47972, 'last_sale_price': 77.03}, {'sid': Equity(1 [LQD]), 'amount': 33997, 'cost_basis': 113.79997277277033, 'last_sale_price': 112.56}, {'sid': Equity(0 [DBC]), 'amount': -89047, 'cost_basis': 17.68165807803744, 'last_sale_price': 17.77}]",1.0200038689976332,10248130.48,10193945.149999999,10248130.48,10193945.149999999,-199919.18614000047,-199919.18614000047,9994025.963859998,3,2,12566587.02,-2372641.87,-0.005392534891569434,12566587.02,0.0,0.0,,,0.038097160377692216,0.04973410712347343,-0.0780456201297593,3.359825437967357,0.0,0.0,214,2018-10,-0.0005974036140000694,0.09165273041526782,"[0.05052341893315315, 0.45179036259651184, -0.7652274966239929, 1.0000569820404053, 0.26285669207572937]"
2018-10-23 20:00:00+00:00,2018-10-23 13:31:00+00:00,2018-10-23 20:00:00+00:00,-7904.254644997418,-7681448.340000001,945349.1653550006,"[{'id': '01cf465e83494e7e9de78b3fc2b981e3', 'dt': Timestamp('2018-10-23 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-10-22 20:00:00+0000', tz='UTC'), 'amount': 33650, 'filled': 33650, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'd17418ada58f4040a03d3aedaa38cae1', 'dt': Timestamp('2018-10-23 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-10-22 20:00:00+0000', tz='UTC'), 'amount': -15352, 'filled': -15352, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '03e5baeebd2f461e8cf93d2c81651277', 'dt': Timestamp('2018-10-23 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-10-22 20:00:00+0000', tz='UTC'), 'amount': -99315, 'filled': -99315, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'ec913f75f45a4a828c9f48f04a63c233', 'dt': Timestamp('2018-10-23 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-10-22 20:00:00+0000', tz='UTC'), 'amount': 54796, 'filled': 54796, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'a72135c85cb24d5bb80b204d951590c1', 'dt': Timestamp('2018-10-23 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-10-22 20:00:00+0000', tz='UTC'), 'amount': 236880, 'filled': 199580, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]","[{'amount': 33650, 'dt': Timestamp('2018-10-23 20:00:00+0000', tz='UTC'), 'price': 38.129055, 'order_id': '01cf465e83494e7e9de78b3fc2b981e3', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -15352, 'dt': Timestamp('2018-10-23 20:00:00+0000', tz='UTC'), 'price': 273.47319500000003, 'order_id': 'd17418ada58f4040a03d3aedaa38cae1', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -99315, 'dt': Timestamp('2018-10-23 20:00:00+0000', tz='UTC'), 'price': 77.331315, 'order_id': '03e5baeebd2f461e8cf93d2c81651277', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 54796, 'dt': Timestamp('2018-10-23 20:00:00+0000', tz='UTC'), 'price': 112.77636, 'order_id': 'ec913f75f45a4a828c9f48f04a63c233', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 199580, 'dt': Timestamp('2018-10-23 20:00:00+0000', tz='UTC'), 'price': 17.38869, 'order_id': 'a72135c85cb24d5bb80b204d951590c1', 'sid': Equity(0 [DBC]), 'commission': None}]",2.463778143951148,"[{'sid': Equity(4 [VWO]), 'amount': 13118, 'cost_basis': 38.129055, 'last_sale_price': 38.11}, {'sid': Equity(2 [SPY]), 'amount': 16419, 'cost_basis': 280.5402, 'last_sale_price': 273.61}, {'sid': Equity(3 [VNQ]), 'amount': -99282, 'cost_basis': 77.331315, 'last_sale_price': 77.37}, {'sid': Equity(1 [LQD]), 'amount': 88793, 'cost_basis': 113.1682801224857, 'last_sale_price': 112.72}, {'sid': Equity(0 [DBC]), 'amount': 110533, 'cost_basis': 17.38869, 'last_sale_price': 17.38}]",0.925353405363853,10193945.149999999,9240691.73,10193945.149999999,9240691.73,-199919.18614000047,745429.9792150003,9986121.709215,4,1,16922140.07,-7681448.340000001,-0.0007908979497932567,16922140.07,0.0,0.0,,,0.02786956411280087,0.036380982212455934,-0.0780456201297593,3.359825437967357,0.0,0.0,215,2018-10,-0.0013878290784997693,0.09144248845814545,"[0.05052341893315315, 0.45179036259651184, -0.7652274966239929, 1.0000569820404053, 0.26285669207572937]"
2018-10-24 20:00:00+00:00,2018-10-24 13:31:00+00:00,2018-10-24 20:00:00+00:00,-222529.32900000177,-7753924.200000001,-644119.8990000002,"[{'id': 'a72135c85cb24d5bb80b204d951590c1', 'dt': Timestamp('2018-10-24 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-10-22 20:00:00+0000', tz='UTC'), 'amount': 236880, 'filled': 236880, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]","[{'amount': 37300, 'dt': Timestamp('2018-10-24 20:00:00+0000', tz='UTC'), 'price': 17.26863, 'order_id': 'a72135c85cb24d5bb80b204d951590c1', 'sid': Equity(0 [DBC]), 'commission': None}]",2.5779579605356022,"[{'sid': Equity(4 [VWO]), 'amount': 13118, 'cost_basis': 38.129055, 'last_sale_price': 37.0}, {'sid': Equity(2 [SPY]), 'amount': 16419, 'cost_basis': 280.5402, 'last_sale_price': 265.32}, {'sid': Equity(3 [VNQ]), 'amount': -99282, 'cost_basis': 77.331315, 'last_sale_price': 78.10000000000001}, {'sid': Equity(1 [LQD]), 'amount': 88793, 'cost_basis': 113.1682801224857, 'last_sale_price': 112.88}, {'sid': Equity(0 [DBC]), 'amount': 147833, 'cost_basis': 17.358397453680844, 'last_sale_price': 17.26}]",0.9896236880576564,9240691.73,9662282.299999999,9240691.73,9662282.299999999,745429.9792150003,101310.0802150002,9763592.380214998,4,1,17416206.5,-7753924.200000001,-0.022283859087623203,17416206.5,0.0,0.0,,,-0.24865027936037015,-0.3174047787070501,-0.0780456201297593,3.359825437967357,0.0,0.0,216,2018-10,-0.023640761978499958,0.09435409364674775,"[0.05052341893315315, 0.45179036259651184, -0.7652274966239929, 1.0000569820404053, 0.26285669207572937]"
2018-10-25 20:00:00+00:00,2018-10-25 13:31:00+00:00,2018-10-25 20:00:00+00:00,-14027.670000001788,-7853206.200000001,0.0,[],[],2.60059477357332,"[{'sid': Equity(4 [VWO]), 'amount': 13118, 'cost_basis': 38.129055, 'last_sale_price': 37.7}, {'sid': Equity(2 [SPY]), 'amount': 16419, 'cost_basis': 280.5402, 'last_sale_price': 270.08}, {'sid': Equity(3 [VNQ]), 'amount': -99282, 'cost_basis': 77.331315, 'last_sale_price': 79.10000000000001}, {'sid': Equity(1 [LQD]), 'amount': 88793, 'cost_basis': 113.1682801224857, 'last_sale_price': 112.74000000000001}, {'sid': Equity(0 [DBC]), 'amount': 147833, 'cost_basis': 17.358397453680844, 'last_sale_price': 17.330000000000002}]",0.989608758623977,9662282.299999999,9648254.629999997,9662282.299999999,9648254.629999997,101310.0802150002,101310.0802150002,9749564.710214997,4,1,17501460.83,-7853206.200000001,-0.0014367324498744116,17501460.83,0.0,0.0,,,-0.2657719880043697,-0.3392225659556204,-0.0780456201297593,3.359825437967357,0.0,0.0,217,2018-10,-0.02504352897850015,0.09414656308701412,"[0.05052341893315315, 0.45179036259651184, -0.7652274966239929, 1.0000569820404053, 0.26285669207572937]"
2018-10-26 20:00:00+00:00,2018-10-26 13:31:00+00:00,2018-10-26 20:00:00+00:00,142930.29000000283,-7664570.4,0.0,[],[],2.5393316569231565,"[{'sid': Equity(4 [VWO]), 'amount': 13118, 'cost_basis': 38.129055, 'last_sale_price': 37.410000000000004}, {'sid': Equity(2 [SPY]), 'amount': 16419, 'cost_basis': 280.5402, 'last_sale_price': 265.33}, {'sid': Equity(3 [VNQ]), 'amount': -99282, 'cost_basis': 77.331315, 'last_sale_price': 77.2}, {'sid': Equity(1 [LQD]), 'amount': 88793, 'cost_basis': 113.1682801224857, 'last_sale_price': 112.93}, {'sid': Equity(0 [DBC]), 'amount': 147833, 'cost_basis': 17.358397453680844, 'last_sale_price': 17.46}]",0.989758894979194,9648254.629999997,9791184.92,9648254.629999997,9791184.92,101310.0802150002,101310.0802150002,9892495.000215,4,1,17455755.32,-7664570.4,0.014660171427986812,17455755.32,0.0,0.0,,,-0.08356169284707039,-0.10816559236186364,-0.0780456201297593,3.359825437967357,0.0,0.0,218,2018-10,-0.010750499978499861,0.09526041383580648,"[0.05052341893315315, 0.45179036259651184, -0.7652274966239929, 1.0000569820404053, 0.26285669207572937]"
2018-10-29 20:00:00+00:00,2018-10-29 13:31:00+00:00,2018-10-29 20:00:00+00:00,-169161.46000000276,-7761866.760000001,0.0,"[{'id': '7cfb363cf8034c429f24d02e48a040a3', 'dt': Timestamp('2018-10-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-10-29 20:00:00+0000', tz='UTC'), 'amount': -5711, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '67f9acbf234c45758d4840d00a6a5cb7', 'dt': Timestamp('2018-10-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-10-29 20:00:00+0000', tz='UTC'), 'amount': -14635, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '52a0ec34c04043508b1e433939c815da', 'dt': Timestamp('2018-10-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-10-29 20:00:00+0000', tz='UTC'), 'amount': 115731, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '26a3640e25784aabbb10d4c6a678681a', 'dt': Timestamp('2018-10-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-10-29 20:00:00+0000', tz='UTC'), 'amount': -16550, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'd02797c9da3d40df909bd24bbf7e554e', 'dt': Timestamp('2018-10-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-10-29 20:00:00+0000', tz='UTC'), 'amount': -174102, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",[],2.5861251057570933,"[{'sid': Equity(4 [VWO]), 'amount': 13118, 'cost_basis': 38.129055, 'last_sale_price': 36.68}, {'sid': Equity(2 [SPY]), 'amount': 16419, 'cost_basis': 280.5402, 'last_sale_price': 263.86}, {'sid': Equity(3 [VNQ]), 'amount': -99282, 'cost_basis': 77.331315, 'last_sale_price': 78.18}, {'sid': Equity(1 [LQD]), 'amount': 88793, 'cost_basis': 113.1682801224857, 'last_sale_price': 112.8}, {'sid': Equity(0 [DBC]), 'amount': 147833, 'cost_basis': 17.358397453680844, 'last_sale_price': 17.28}]",0.9895807256023885,9791184.92,9622023.459999997,9791184.92,9622023.459999997,101310.0802150002,101310.0802150002,9723333.540214997,4,1,17383890.22,-7761866.760000001,-0.017099979327391712,17383890.22,0.0,0.0,,,-0.28516056106468807,-0.3646976360261831,-0.0780456201297593,3.359825437967357,0.0,0.0,219,2018-10,-0.027666645978500104,0.0967891993654378,"[0.027941804379224777, 0.04839581996202469, 0.13226178288459778, 0.8380866050720215, -0.04668593779206276]"
2018-10-30 20:00:00+00:00,2018-10-30 13:31:00+00:00,2018-10-30 20:00:00+00:00,-76778.05715499632,-451564.11000000004,-192669.07715500146,"[{'id': '7cfb363cf8034c429f24d02e48a040a3', 'dt': Timestamp('2018-10-30 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-10-29 20:00:00+0000', tz='UTC'), 'amount': -5711, 'filled': -5711, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '67f9acbf234c45758d4840d00a6a5cb7', 'dt': Timestamp('2018-10-30 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-10-29 20:00:00+0000', tz='UTC'), 'amount': -14635, 'filled': -14635, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '52a0ec34c04043508b1e433939c815da', 'dt': Timestamp('2018-10-30 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-10-29 20:00:00+0000', tz='UTC'), 'amount': 115731, 'filled': 115731, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '26a3640e25784aabbb10d4c6a678681a', 'dt': Timestamp('2018-10-30 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-10-29 20:00:00+0000', tz='UTC'), 'amount': -16550, 'filled': -16550, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'd02797c9da3d40df909bd24bbf7e554e', 'dt': Timestamp('2018-10-30 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-10-29 20:00:00+0000', tz='UTC'), 'amount': -174102, 'filled': -174102, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]","[{'amount': -5711, 'dt': Timestamp('2018-10-30 20:00:00+0000', tz='UTC'), 'price': 37.411285, 'order_id': '7cfb363cf8034c429f24d02e48a040a3', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -14635, 'dt': Timestamp('2018-10-30 20:00:00+0000', tz='UTC'), 'price': 267.63611499999996, 'order_id': '67f9acbf234c45758d4840d00a6a5cb7', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 115731, 'dt': Timestamp('2018-10-30 20:00:00+0000', tz='UTC'), 'price': 79.289625, 'order_id': '52a0ec34c04043508b1e433939c815da', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -16550, 'dt': Timestamp('2018-10-30 20:00:00+0000', tz='UTC'), 'price': 112.493725, 'order_id': '26a3640e25784aabbb10d4c6a678681a', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -174102, 'dt': Timestamp('2018-10-30 20:00:00+0000', tz='UTC'), 'price': 17.181405, 'order_id': 'd02797c9da3d40df909bd24bbf7e554e', 'sid': Equity(0 [DBC]), 'commission': None}]",1.103092468465701,"[{'sid': Equity(4 [VWO]), 'amount': 7407, 'cost_basis': 38.129055, 'last_sale_price': 37.43}, {'sid': Equity(2 [SPY]), 'amount': 1784, 'cost_basis': 280.5402, 'last_sale_price': 267.77}, {'sid': Equity(3 [VNQ]), 'amount': 16449, 'cost_basis': 79.289625, 'last_sale_price': 79.25}, {'sid': Equity(1 [LQD]), 'amount': 72243, 'cost_basis': 113.1682801224857, 'last_sale_price': 112.55}, {'sid': Equity(0 [DBC]), 'amount': -26269, 'cost_basis': 17.181405, 'last_sale_price': 17.19}]",1.0094706340621202,9622023.459999997,9737914.48,9622023.459999997,9737914.48,101310.0802150002,-91358.99693999998,9646555.48306,4,1,10189478.59,-451564.11000000004,-0.007896268994316391,10189478.59,0.0,0.0,,,-0.3767769422814929,-0.4806526205468773,-0.0807992028079236,3.359825437967357,0.0,0.0,220,2018-10,-0.03534445169399969,0.09692690518514449,"[0.027941804379224777, 0.04839581996202469, 0.13226178288459778, 0.8380866050720215, -0.04668593779206276]"
2018-10-31 20:00:00+00:00,2018-10-31 13:31:00+00:00,2018-10-31 20:00:00+00:00,-24086.20999999903,-445522.24000000005,0.0,[],[],1.1020947377499488,"[{'sid': Equity(4 [VWO]), 'amount': 7407, 'cost_basis': 38.129055, 'last_sale_price': 37.86}, {'sid': Equity(2 [SPY]), 'amount': 1784, 'cost_basis': 280.5402, 'last_sale_price': 270.63}, {'sid': Equity(3 [VNQ]), 'amount': 16449, 'cost_basis': 79.289625, 'last_sale_price': 78.32000000000001}, {'sid': Equity(1 [LQD]), 'amount': 72243, 'cost_basis': 113.1682801224857, 'last_sale_price': 112.23}, {'sid': Equity(0 [DBC]), 'amount': -26269, 'cost_basis': 17.181405, 'last_sale_price': 16.96}]",1.0094943402101348,9737914.48,9713828.270000001,9737914.48,9713828.270000001,-91358.99693999998,-91358.99693999998,9622469.273060001,4,1,10159350.510000002,-445522.24000000005,-0.002496871556100677,10159350.510000002,0.0,0.0,,,-0.4052315764063804,-0.5168014794066886,-0.08309432913277748,3.359825437967357,0.0,0.0,221,2018-10,-0.037753072693999634,0.09673897255996369,"[0.027941804379224777, 0.04839581996202469, 0.13226178288459778, 0.8380866050720215, -0.04668593779206276]"
2018-11-01 20:00:00+00:00,2018-11-01 13:31:00+00:00,2018-11-01 20:00:00+00:00,22282.55999999866,-442369.96,0.0,[],[],1.101205187425783,"[{'sid': Equity(4 [VWO]), 'amount': 7407, 'cost_basis': 38.129055, 'last_sale_price': 39.22}, {'sid': Equity(2 [SPY]), 'amount': 1784, 'cost_basis': 280.5402, 'last_sale_price': 273.51}, {'sid': Equity(3 [VNQ]), 'amount': 16449, 'cost_basis': 79.289625, 'last_sale_price': 78.69}, {'sid': Equity(1 [LQD]), 'amount': 72243, 'cost_basis': 113.1682801224857, 'last_sale_price': 112.2}, {'sid': Equity(0 [DBC]), 'amount': -26269, 'cost_basis': 17.181405, 'last_sale_price': 16.84}]",1.0094724051506274,9713828.270000001,9736110.83,9713828.270000001,9736110.83,-91358.99693999998,-91358.99693999998,9644751.83306,4,1,10178480.790000001,-442369.96,0.0023156800367638564,10178480.790000001,0.0,0.0,,,-0.37694790471915063,-0.48090454428852725,-0.08309432913277748,3.359825437967357,0.0,0.0,222,2018-11,-0.03552481669399976,0.09655576261476775,"[0.027941804379224777, 0.04839581996202469, 0.13226178288459778, 0.8380866050720215, -0.04668593779206276]"
2018-11-02 20:00:00+00:00,2018-11-02 13:31:00+00:00,2018-11-02 20:00:00+00:00,-44003.539999999106,-441319.2,0.0,[],[],1.1014501544264068,"[{'sid': Equity(4 [VWO]), 'amount': 7407, 'cost_basis': 38.129055, 'last_sale_price': 39.36}, {'sid': Equity(2 [SPY]), 'amount': 1784, 'cost_basis': 280.5402, 'last_sale_price': 271.89}, {'sid': Equity(3 [VNQ]), 'amount': 16449, 'cost_basis': 79.289625, 'last_sale_price': 78.04}, {'sid': Equity(1 [LQD]), 'amount': 72243, 'cost_basis': 113.1682801224857, 'last_sale_price': 111.75}, {'sid': Equity(0 [DBC]), 'amount': -26269, 'cost_basis': 17.181405, 'last_sale_price': 16.8}]",1.0095158204497496,9736110.83,9692107.290000001,9736110.83,9692107.290000001,-91358.99693999998,-91358.99693999998,9600748.293060001,4,1,10133426.49,-441319.2,-0.004562433617956385,10133426.49,0.0,0.0,,,-0.4291133120379398,-0.5469739737246072,-0.08516407746593695,3.359825437967357,0.0,0.0,223,2018-11,-0.0399251706939997,0.09645245872454347,"[0.027941804379224777, 0.04839581996202469, 0.13226178288459778, 0.8380866050720215, -0.04668593779206276]"
2018-11-05 21:00:00+00:00,2018-11-05 14:31:00+00:00,2018-11-05 21:00:00+00:00,37801.390000000596,-441056.50999999995,0.0,"[{'id': '89288fe1798d4204936d0bcf4e1c9fec', 'dt': Timestamp('2018-11-05 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-11-05 21:00:00+0000', tz='UTC'), 'amount': -11896, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'dd3a7185990342a18a75ac2164172e09', 'dt': Timestamp('2018-11-05 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-11-05 21:00:00+0000', tz='UTC'), 'amount': 1293, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '2ed58b9dc4d149049b7727a8e615cd91', 'dt': Timestamp('2018-11-05 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-11-05 21:00:00+0000', tz='UTC'), 'amount': 9450, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'cc4e0341add9441594bbe77f6caeeacc', 'dt': Timestamp('2018-11-05 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-11-05 21:00:00+0000', tz='UTC'), 'amount': -23268, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '8db891907dd84f3193e48f002730b461', 'dt': Timestamp('2018-11-05 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-11-05 21:00:00+0000', tz='UTC'), 'amount': 112089, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",[],1.1009977692651107,"[{'sid': Equity(4 [VWO]), 'amount': 7407, 'cost_basis': 38.129055, 'last_sale_price': 39.54}, {'sid': Equity(2 [SPY]), 'amount': 1784, 'cost_basis': 280.5402, 'last_sale_price': 273.39}, {'sid': Equity(3 [VNQ]), 'amount': 16449, 'cost_basis': 79.289625, 'last_sale_price': 79.2}, {'sid': Equity(1 [LQD]), 'amount': 72243, 'cost_basis': 113.1682801224857, 'last_sale_price': 111.95}, {'sid': Equity(0 [DBC]), 'amount': -26269, 'cost_basis': 17.181405, 'last_sale_price': 16.79}]",1.009478500391046,9692107.290000001,9729908.680000002,9692107.290000001,9729908.680000002,-91358.99693999998,-91358.99693999998,9638549.683060002,4,1,10170965.190000001,-441056.50999999995,0.00393733788722761,10170965.190000001,0.0,0.0,,,-0.3817413041836074,-0.4870827553480425,-0.08516407746593695,3.359825437967357,0.0,0.0,224,2018-11,-0.03614503169399963,0.09633423477638776,"[-0.018418457359075546, 0.08727741241455078, 0.21281856298446655, 0.5688263177871704, 0.1494961678981781]"
