,period_open,period_close,starting_exposure,long_value,portfolio_value,longs_count,long_exposure,capital_used,gross_leverage,orders,short_value,starting_value,ending_value,starting_cash,ending_cash,short_exposure,positions,returns,shorts_count,ending_exposure,net_leverage,transactions,pnl,sharpe,sortino,alpha,beta,max_drawdown,max_leverage,benchmark_period_return,benchmark_volatility,algo_volatility,trading_days,period_label,excess_return,algorithm_period_return,treasury_period_return,weights
2018-12-04 21:00:00+00:00,2018-12-04 14:31:00+00:00,2018-12-04 21:00:00+00:00,9182161.620000001,9938940.44,9173576.903335,3,9938940.44,-2759.097710000351,1.1665126812322988,"[{'id': '131c24ea497b441d8c0f25a1cb851026', 'dt': Timestamp('2018-12-04 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-12-03 21:00:00+0000', tz='UTC'), 'amount': -1139, 'filled': -1139, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'df728b0411294ed4826c2e7c5518d62b', 'dt': Timestamp('2018-12-04 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-12-03 21:00:00+0000', tz='UTC'), 'amount': -450, 'filled': -450, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '8c1f15a3596841bfbec20f6656da32da', 'dt': Timestamp('2018-12-04 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-12-03 21:00:00+0000', tz='UTC'), 'amount': 1603, 'filled': 1603, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'db4ecf205d1b437d9953e5274ea62b6c', 'dt': Timestamp('2018-12-04 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-12-03 21:00:00+0000', tz='UTC'), 'amount': 1610, 'filled': 1610, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '706434907a144ce89778a2b8c9dbc2b5', 'dt': Timestamp('2018-12-04 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-12-03 21:00:00+0000', tz='UTC'), 'amount': -8973, 'filled': -8973, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",-762153.3500000001,9182161.620000001,9176787.09,-451.08895499957725,-3210.186664999608,-762153.3500000001,"[{'sid': Equity(4 [VWO]), 'amount': -17115, 'cost_basis': 39.0500669761742, 'last_sale_price': 39.730000000000004}, {'sid': Equity(2 [SPY]), 'amount': 2296, 'cost_basis': 274.5503069752538, 'last_sale_price': 270.25}, {'sid': Equity(3 [VNQ]), 'amount': -1012, 'cost_basis': 80.21584906418073, 'last_sale_price': 81.2}, {'sid': Equity(1 [LQD]), 'amount': 81096, 'cost_basis': 117.6453783921921, 'last_sale_price': 111.54}, {'sid': Equity(0 [DBC]), 'amount': 17444, 'cost_basis': 17.506512819650943, 'last_sale_price': 15.65}]",-0.0008858510277034437,2,9176787.09,1.0003499383826862,"[{'amount': -1139, 'dt': Timestamp('2018-12-04 21:00:00+0000', tz='UTC'), 'price': 39.710135, 'order_id': '131c24ea497b441d8c0f25a1cb851026', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -450, 'dt': Timestamp('2018-12-04 21:00:00+0000', tz='UTC'), 'price': 270.114875, 'order_id': 'df728b0411294ed4826c2e7c5518d62b', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 1603, 'dt': Timestamp('2018-12-04 21:00:00+0000', tz='UTC'), 'price': 81.2406, 'order_id': '8c1f15a3596841bfbec20f6656da32da', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 1610, 'dt': Timestamp('2018-12-04 21:00:00+0000', tz='UTC'), 'price': 111.59577, 'order_id': 'db4ecf205d1b437d9953e5274ea62b6c', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -8973, 'dt': Timestamp('2018-12-04 21:00:00+0000', tz='UTC'), 'price': 15.642175, 'order_id': '706434907a144ce89778a2b8c9dbc2b5', 'sid': Equity(0 [DBC]), 'commission': None}]",-8133.627710001543,-1.9941918366994142,-2.423993756551643,,,-0.09916659791626539,1.3969547076470772,0.0,0.0,0.04417671587966449,244,2018-12,0.0,-0.0826423096664991,0.0,[-0.07546007  0.06984072 -0.00908199  0.98498765  0.02971369]
2018-12-06 21:00:00+00:00,2018-12-06 14:31:00+00:00,2018-12-06 21:00:00+00:00,9176787.09,9963304.000000002,9201383.143335002,3,9963304.000000002,0.0,1.1652611898643157,[],-758710.67,9176787.09,9204593.330000002,-3210.186664999608,-3210.186664999608,-758710.67,"[{'sid': Equity(4 [VWO]), 'amount': -17115, 'cost_basis': 39.0500669761742, 'last_sale_price': 39.410000000000004}, {'sid': Equity(2 [SPY]), 'amount': 2296, 'cost_basis': 274.5503069752538, 'last_sale_price': 269.84000000000003}, {'sid': Equity(3 [VNQ]), 'amount': -1012, 'cost_basis': 80.21584906418073, 'last_sale_price': 83.21000000000001}, {'sid': Equity(1 [LQD]), 'amount': 81096, 'cost_basis': 117.6453783921921, 'last_sale_price': 111.88}, {'sid': Equity(0 [DBC]), 'amount': 17444, 'cost_basis': 17.506512819650943, 'last_sale_price': 15.52}]",0.003031123006108194,2,9204593.330000002,1.0003488808818188,[],27806.240000002086,-1.9136369731207878,-2.3330815990837808,,,-0.09916659791626539,1.3969547076470772,0.0,0.0,0.044219223334116216,245,2018-12,0.0,-0.07986168566649898,0.0,[-0.07546007  0.06984072 -0.00908199  0.98498765  0.02971369]
2018-12-07 21:00:00+00:00,2018-12-07 14:31:00+00:00,2018-12-07 21:00:00+00:00,9204593.330000002,9952858.96,9205562.033335,3,9952858.96,0.0,1.1620089747116398,[],-744086.74,9204593.330000002,9208772.22,-3210.186664999608,-3210.186664999608,-744086.74,"[{'sid': Equity(4 [VWO]), 'amount': -17115, 'cost_basis': 39.0500669761742, 'last_sale_price': 38.62}, {'sid': Equity(2 [SPY]), 'amount': 2296, 'cost_basis': 274.5503069752538, 'last_sale_price': 263.57}, {'sid': Equity(3 [VNQ]), 'amount': -1012, 'cost_basis': 80.21584906418073, 'last_sale_price': 82.12}, {'sid': Equity(1 [LQD]), 'amount': 81096, 'cost_basis': 117.6453783921921, 'last_sale_price': 111.89}, {'sid': Equity(0 [DBC]), 'amount': 17444, 'cost_basis': 17.506512819650943, 'last_sale_price': 15.700000000000001}]",0.0004541588949076303,2,9208772.22,1.0003487225063907,[],4178.889999998733,-1.8989051097232053,-2.3154813636168767,,,-0.09916659791626539,1.3969547076470772,0.0,0.0,0.044136130052964434,246,2018-12,0.0,-0.07944379666649914,0.0,[-0.07546007  0.06984072 -0.00908199  0.98498765  0.02971369]
2018-12-10 21:00:00+00:00,2018-12-10 14:31:00+00:00,2018-12-10 21:00:00+00:00,9208772.22,9977218.600000001,9238159.783335,3,9977218.600000001,0.0,1.1596538143154476,"[{'id': 'bf14733140974f098e10b87605278a38', 'dt': Timestamp('2018-12-10 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-12-10 21:00:00+0000', tz='UTC'), 'amount': 3118, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '24107c33353944ab858cc382a5171f13', 'dt': Timestamp('2018-12-10 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-12-10 21:00:00+0000', tz='UTC'), 'amount': -255, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '9579c6da991a4432978df0531c54c759', 'dt': Timestamp('2018-12-10 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-12-10 21:00:00+0000', tz='UTC'), 'amount': -1406, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'cd1dabd927104275a4979a4c65a2c6c7', 'dt': Timestamp('2018-12-10 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-12-10 21:00:00+0000', tz='UTC'), 'amount': -147, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '9feb4c74893740c8a4bf6418f2f14af9', 'dt': Timestamp('2018-12-10 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-12-10 21:00:00+0000', tz='UTC'), 'amount': 4953, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",-735848.63,9208772.22,9241369.97,-3210.186664999608,-3210.186664999608,-735848.63,"[{'sid': Equity(4 [VWO]), 'amount': -17115, 'cost_basis': 39.0500669761742, 'last_sale_price': 38.17}, {'sid': Equity(2 [SPY]), 'amount': 2296, 'cost_basis': 274.5503069752538, 'last_sale_price': 264.07}, {'sid': Equity(3 [VNQ]), 'amount': -1012, 'cost_basis': 80.21584906418073, 'last_sale_price': 81.59}, {'sid': Equity(1 [LQD]), 'amount': 81096, 'cost_basis': 117.6453783921921, 'last_sale_price': 112.23}, {'sid': Equity(0 [DBC]), 'amount': 17444, 'cost_basis': 17.506512819650943, 'last_sale_price': 15.450000000000001}]",0.0035410928612460424,2,9241369.97,1.0003474920049327,[],32597.75,-1.8059394768638022,-2.210774293938448,,,-0.09916659791626539,1.3969547076470772,0.0,0.0,0.04421977367070531,247,2018-12,0.0,-0.07618402166649918,0.0,[-0.05783076  0.05833499 -0.02136306  0.983401    0.03745783]
2018-12-11 21:00:00+00:00,2018-12-11 14:31:00+00:00,2018-12-11 21:00:00+00:00,9241369.97,9988234.780000001,9249173.447415002,3,9988234.780000001,1254.5140800010413,1.1595998821924531,"[{'id': 'bf14733140974f098e10b87605278a38', 'dt': Timestamp('2018-12-11 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-12-10 21:00:00+0000', tz='UTC'), 'amount': 3118, 'filled': 3118, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '24107c33353944ab858cc382a5171f13', 'dt': Timestamp('2018-12-11 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-12-10 21:00:00+0000', tz='UTC'), 'amount': -255, 'filled': -255, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '9579c6da991a4432978df0531c54c759', 'dt': Timestamp('2018-12-11 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-12-10 21:00:00+0000', tz='UTC'), 'amount': -1406, 'filled': -1406, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'cd1dabd927104275a4979a4c65a2c6c7', 'dt': Timestamp('2018-12-11 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-12-10 21:00:00+0000', tz='UTC'), 'amount': -147, 'filled': -147, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '9feb4c74893740c8a4bf6418f2f14af9', 'dt': Timestamp('2018-12-11 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-12-10 21:00:00+0000', tz='UTC'), 'amount': 4953, 'filled': 4953, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",-737105.66,9241369.97,9251129.120000001,-3210.186664999608,-1955.6725849996292,-737105.66,"[{'sid': Equity(4 [VWO]), 'amount': -13997, 'cost_basis': 39.0500669761742, 'last_sale_price': 38.56}, {'sid': Equity(2 [SPY]), 'amount': 2041, 'cost_basis': 274.5503069752538, 'last_sale_price': 264.13}, {'sid': Equity(3 [VNQ]), 'amount': -2418, 'cost_basis': 81.01440585729979, 'last_sale_price': 81.63}, {'sid': Equity(1 [LQD]), 'amount': 80949, 'cost_basis': 117.6453783921921, 'last_sale_price': 112.43}, {'sid': Equity(0 [DBC]), 'amount': 22397, 'cost_basis': 17.073345288922226, 'last_sale_price': 15.540000000000001}]",0.001192192421251459,2,9251129.120000001,1.0002114429571591,"[{'amount': 3118, 'dt': Timestamp('2018-12-11 21:00:00+0000', tz='UTC'), 'price': 38.579280000000004, 'order_id': 'bf14733140974f098e10b87605278a38', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -255, 'dt': Timestamp('2018-12-11 21:00:00+0000', tz='UTC'), 'price': 263.997935, 'order_id': '24107c33353944ab858cc382a5171f13', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -1406, 'dt': Timestamp('2018-12-11 21:00:00+0000', tz='UTC'), 'price': 81.589185, 'order_id': '9579c6da991a4432978df0531c54c759', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -147, 'dt': Timestamp('2018-12-11 21:00:00+0000', tz='UTC'), 'price': 112.37378500000001, 'order_id': 'cd1dabd927104275a4979a4c65a2c6c7', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 4953, 'dt': Timestamp('2018-12-11 21:00:00+0000', tz='UTC'), 'price': 15.547770000000002, 'order_id': '9feb4c74893740c8a4bf6418f2f14af9', 'sid': Equity(0 [DBC]), 'commission': None}]",11013.664080001414,-1.7738049214882332,-2.172708097718274,,,-0.09916659791626539,1.3969547076470772,0.0,0.0,0.044156380241130735,248,2018-12,0.0,-0.075082655258499,0.0,[-0.05783076  0.05833499 -0.02136306  0.983401    0.03745783]
2018-12-12 21:00:00+00:00,2018-12-12 14:31:00+00:00,2018-12-12 21:00:00+00:00,9251129.120000001,9999543.339999998,9255410.427414998,3,9999543.339999998,0.0,1.1605882488130914,[],-742177.24,9251129.120000001,9257366.099999998,-1955.6725849996292,-1955.6725849996292,-742177.24,"[{'sid': Equity(4 [VWO]), 'amount': -13997, 'cost_basis': 39.0500669761742, 'last_sale_price': 39.14}, {'sid': Equity(2 [SPY]), 'amount': 2041, 'cost_basis': 274.5503069752538, 'last_sale_price': 265.46}, {'sid': Equity(3 [VNQ]), 'amount': -2418, 'cost_basis': 81.01440585729979, 'last_sale_price': 80.37}, {'sid': Equity(1 [LQD]), 'amount': 80949, 'cost_basis': 117.6453783921921, 'last_sale_price': 112.55}, {'sid': Equity(0 [DBC]), 'amount': 22397, 'cost_basis': 17.073345288922226, 'last_sale_price': 15.49}]",0.0006743283640917586,2,9257366.099999998,1.000211300471258,[],6236.979999996722,-1.7543236574999548,-2.1493716625988473,,,-0.09916659791626539,1.3969547076470772,0.0,0.0,0.044078408226374995,249,2018-12,0.0,-0.07445895725849938,0.0,[-0.05783076  0.05833499 -0.02136306  0.983401    0.03745783]
2018-12-13 21:00:00+00:00,2018-12-13 14:31:00+00:00,2018-12-13 21:00:00+00:00,9257366.099999998,10028123.75,9284335.837415,3,10028123.75,0.0,1.1600136163319394,[],-741832.24,9257366.099999998,9286291.51,-1955.6725849996292,-1955.6725849996292,-741832.24,"[{'sid': Equity(4 [VWO]), 'amount': -13997, 'cost_basis': 39.0500669761742, 'last_sale_price': 39.2}, {'sid': Equity(2 [SPY]), 'amount': 2041, 'cost_basis': 274.5503069752538, 'last_sale_price': 265.37}, {'sid': Equity(3 [VNQ]), 'amount': -2418, 'cost_basis': 81.01440585729979, 'last_sale_price': 79.88}, {'sid': Equity(1 [LQD]), 'amount': 80949, 'cost_basis': 117.6453783921921, 'last_sale_price': 112.85000000000001}, {'sid': Equity(0 [DBC]), 'amount': 22397, 'cost_basis': 17.073345288922226, 'last_sale_price': 15.69}]",0.003125243361906893,2,9286291.51,1.0002106421632357,[],28925.41000000201,-1.6740844137547293,-2.0573300320982937,,,-0.09916659791626539,1.3969547076470772,0.0,0.0,0.044124559815144855,250,2018-12,0.0,-0.07156641625849913,0.0,[-0.05783076  0.05833499 -0.02136306  0.983401    0.03745783]
2018-12-14 21:00:00+00:00,2018-12-14 14:31:00+00:00,2018-12-14 21:00:00+00:00,9286291.51,10003033.69,9266660.447415,3,10003033.69,0.0,1.1587185395354902,[],-734417.5700000001,9286291.51,9268616.12,-1955.6725849996292,-1955.6725849996292,-734417.5700000001,"[{'sid': Equity(4 [VWO]), 'amount': -13997, 'cost_basis': 39.0500669761742, 'last_sale_price': 38.71}, {'sid': Equity(2 [SPY]), 'amount': 2041, 'cost_basis': 274.5503069752538, 'last_sale_price': 260.47}, {'sid': Equity(3 [VNQ]), 'amount': -2418, 'cost_basis': 81.01440585729979, 'last_sale_price': 79.65}, {'sid': Equity(1 [LQD]), 'amount': 80949, 'cost_basis': 117.6453783921921, 'last_sale_price': 112.73}, {'sid': Equity(0 [DBC]), 'amount': 22397, 'cost_basis': 17.073345288922226, 'last_sale_price': 15.450000000000001}]",-0.001903786152238296,2,9268616.12,1.0002110439457772,[],-17675.390000000596,-1.7130141369227487,-2.1035896903382065,,,-0.09916659791626539,1.3969547076470772,0.0,0.0,0.0440657852218438,251,2018-12,0.0,-0.07333395525849917,0.0,[-0.05783076  0.05833499 -0.02136306  0.983401    0.03745783]
2018-12-17 21:00:00+00:00,2018-12-17 14:31:00+00:00,2018-12-17 21:00:00+00:00,9268616.12,9998286.6,9275046.097415,3,9998286.6,0.0,1.1557431971133378,"[{'id': '72405965c3bd4521b0fb3057af4870eb', 'dt': Timestamp('2018-12-17 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-12-17 21:00:00+0000', tz='UTC'), 'amount': 7056, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '9b5f45d1a2c742538a16498675cccb2f', 'dt': Timestamp('2018-12-17 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-12-17 21:00:00+0000', tz='UTC'), 'amount': -1313, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '8665fcf39b0d4473b0ca740152074825', 'dt': Timestamp('2018-12-17 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-12-17 21:00:00+0000', tz='UTC'), 'amount': 3526, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'af97e3bd28f544bda1694b5187cf47bf', 'dt': Timestamp('2018-12-17 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-12-17 21:00:00+0000', tz='UTC'), 'amount': 476, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '0e7bfa151ca64127bca9b9488ba9bc20', 'dt': Timestamp('2018-12-17 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-12-17 21:00:00+0000', tz='UTC'), 'amount': -17075, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",-721284.8300000001,9268616.12,9277001.77,-1955.6725849996292,-1955.6725849996292,-721284.8300000001,"[{'sid': Equity(4 [VWO]), 'amount': -13997, 'cost_basis': 39.0500669761742, 'last_sale_price': 38.29}, {'sid': Equity(2 [SPY]), 'amount': 2041, 'cost_basis': 274.5503069752538, 'last_sale_price': 255.36}, {'sid': Equity(3 [VNQ]), 'amount': -2418, 'cost_basis': 81.01440585729979, 'last_sale_price': 76.65}, {'sid': Equity(1 [LQD]), 'amount': 80949, 'cost_basis': 117.6453783921921, 'last_sale_price': 112.85000000000001}, {'sid': Equity(0 [DBC]), 'amount': 22397, 'cost_basis': 17.073345288922226, 'last_sale_price': 15.27}]",0.0009049268663274823,2,9277001.77,1.0002108531391067,[],8385.650000000373,-1.6884155137465298,-2.0741434849170712,,,-0.09916659791626539,1.3969547076470772,0.0,0.0,0.04399440817471036,252,2018-12,0.0,-0.07249539025849916,0.0,[-0.02865412  0.02002574  0.00916302  0.99070438  0.00876099]
2018-12-18 21:00:00+00:00,2018-12-18 14:31:00+00:00,2018-12-18 21:00:00+00:00,9277001.77,9543948.16,9265491.10101,4,9543948.16,-9064.656404998153,1.058916875861064,"[{'id': '72405965c3bd4521b0fb3057af4870eb', 'dt': Timestamp('2018-12-18 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-12-17 21:00:00+0000', tz='UTC'), 'amount': 7056, 'filled': 7056, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '9b5f45d1a2c742538a16498675cccb2f', 'dt': Timestamp('2018-12-18 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-12-17 21:00:00+0000', tz='UTC'), 'amount': -1313, 'filled': -1313, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '8665fcf39b0d4473b0ca740152074825', 'dt': Timestamp('2018-12-18 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-12-17 21:00:00+0000', tz='UTC'), 'amount': 3526, 'filled': 3526, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'af97e3bd28f544bda1694b5187cf47bf', 'dt': Timestamp('2018-12-18 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-12-17 21:00:00+0000', tz='UTC'), 'amount': 476, 'filled': 476, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '0e7bfa151ca64127bca9b9488ba9bc20', 'dt': Timestamp('2018-12-18 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-12-17 21:00:00+0000', tz='UTC'), 'amount': -17075, 'filled': -17075, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",-267436.73,9277001.77,9276511.43,-1955.6725849996292,-11020.328989999573,-267436.73,"[{'sid': Equity(4 [VWO]), 'amount': -6941, 'cost_basis': 39.0500669761742, 'last_sale_price': 38.53}, {'sid': Equity(2 [SPY]), 'amount': 728, 'cost_basis': 274.5503069752538, 'last_sale_price': 255.08}, {'sid': Equity(3 [VNQ]), 'amount': 1108, 'cost_basis': 77.47872, 'last_sale_price': 77.44}, {'sid': Equity(1 [LQD]), 'amount': 81425, 'cost_basis': 117.61796752434213, 'last_sale_price': 112.9}, {'sid': Equity(0 [DBC]), 'amount': 5322, 'cost_basis': 17.073345288922226, 'last_sale_price': 14.950000000000001}]",-0.0010301831715600063,1,9276511.43,1.001189395021792,"[{'amount': 7056, 'dt': Timestamp('2018-12-18 21:00:00+0000', tz='UTC'), 'price': 38.549265, 'order_id': '72405965c3bd4521b0fb3057af4870eb', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -1313, 'dt': Timestamp('2018-12-18 21:00:00+0000', tz='UTC'), 'price': 254.95246, 'order_id': '9b5f45d1a2c742538a16498675cccb2f', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 3526, 'dt': Timestamp('2018-12-18 21:00:00+0000', tz='UTC'), 'price': 77.47872, 'order_id': '8665fcf39b0d4473b0ca740152074825', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 476, 'dt': Timestamp('2018-12-18 21:00:00+0000', tz='UTC'), 'price': 112.95645, 'order_id': 'af97e3bd28f544bda1694b5187cf47bf', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -17075, 'dt': Timestamp('2018-12-18 21:00:00+0000', tz='UTC'), 'price': 14.942525000000002, 'order_id': '0e7bfa151ca64127bca9b9488ba9bc20', 'sid': Equity(0 [DBC]), 'commission': None}]",-9554.996404999867,-1.708220127616164,-2.097881432710126,,,-0.09916659791626539,1.3969547076470772,0.0,0.0,0.04391316505742937,253,2018-12,0.0,-0.07345088989899917,0.0,[-0.02865412  0.02002574  0.00916302  0.99070438  0.00876099]
2018-12-19 21:00:00+00:00,2018-12-19 14:31:00+00:00,2018-12-19 21:00:00+00:00,9276511.43,9533216.47,9259201.651010001,4,9533216.47,0.0,1.0579973662126068,[],-262994.49,9276511.43,9270221.98,-11020.328989999573,-11020.328989999573,-262994.49,"[{'sid': Equity(4 [VWO]), 'amount': -6941, 'cost_basis': 39.0500669761742, 'last_sale_price': 37.89}, {'sid': Equity(2 [SPY]), 'amount': 728, 'cost_basis': 274.5503069752538, 'last_sale_price': 251.26000000000002}, {'sid': Equity(3 [VNQ]), 'amount': 1108, 'cost_basis': 77.47872, 'last_sale_price': 76.59}, {'sid': Equity(1 [LQD]), 'amount': 81425, 'cost_basis': 117.61796752434213, 'last_sale_price': 112.81}, {'sid': Equity(0 [DBC]), 'amount': 5322, 'cost_basis': 17.073345288922226, 'last_sale_price': 15.01}]",-0.0006788037386721291,1,9270221.98,1.0011902029359947,[],-6289.449999999255,-1.7201695053972543,-2.112240251092876,,,-0.09916659791626539,1.3969547076470772,0.0,0.0,0.04382793838054764,254,2018-12,0.0,-0.07407983489899905,0.0,[-0.02865412  0.02002574  0.00916302  0.99070438  0.00876099]
