,period_open,period_close,long_exposure,starting_cash,net_leverage,returns,ending_cash,longs_count,shorts_count,long_value,short_value,portfolio_value,starting_exposure,positions,orders,gross_leverage,pnl,ending_exposure,starting_value,ending_value,short_exposure,capital_used,transactions,algorithm_period_return,benchmark_period_return,benchmark_volatility,max_drawdown,treasury_period_return,excess_return,sharpe,algo_volatility,max_leverage,trading_days,period_label,alpha,beta,sortino,weights
2021-05-25 20:00:00+00:00,2021-05-25 13:31:00+00:00,2021-05-25 20:00:00+00:00,14156326.43,165758.830380001,1.0047067603841757,-0.0050619472203417,-49993.60611999838,3,2,14156326.43,-3484673.33,10621659.493880002,10509940.490000002,"[{'sid': Equity(4 [VWO]), 'amount': -51055, 'cost_basis': 52.553709999999995, 'last_sale_price': 53.11}, {'sid': Equity(2 [SPY]), 'amount': 9367, 'cost_basis': 411.0601267041727, 'last_sale_price': 418.24}, {'sid': Equity(3 [VNQ]), 'amount': -7804, 'cost_basis': 97.16474914865164, 'last_sale_price': 99.07000000000001}, {'sid': Equity(1 [LQD]), 'amount': 71551, 'cost_basis': 131.31632475408964, 'last_sale_price': 132.07}, {'sid': Equity(0 [DBC]), 'amount': 43017, 'cost_basis': 18.407399811702348, 'last_sale_price': 18.34}]","[{'id': '16dc942164d64e25980d10cdc9f0b9ce', 'dt': Timestamp('2021-05-25 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-24 20:00:00+0000', tz='UTC'), 'amount': 29939, 'filled': 29939, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '1de4d1f60a3640e19321686a8ab774f7', 'dt': Timestamp('2021-05-25 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-24 20:00:00+0000', tz='UTC'), 'amount': -15046, 'filled': -15046, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'ac6d0c2cfa044adb8dfa6976e6084b3b', 'dt': Timestamp('2021-05-25 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-24 20:00:00+0000', tz='UTC'), 'amount': 2864, 'filled': 2864, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '8fa8b728ce6841c9853dc605900aa420', 'dt': Timestamp('2021-05-25 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-24 20:00:00+0000', tz='UTC'), 'amount': 30727, 'filled': 30727, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'bba913ae47da4b659566aed01be0314d', 'dt': Timestamp('2021-05-25 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-24 20:00:00+0000', tz='UTC'), 'amount': 31095, 'filled': 31095, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",1.6608515618641706,-54039.82650000043,10671653.1,10509940.490000002,10671653.1,-3484673.33,-215752.43649999984,"[{'amount': 29939, 'dt': Timestamp('2021-05-25 20:00:00+0000', tz='UTC'), 'price': 53.136555, 'order_id': '16dc942164d64e25980d10cdc9f0b9ce', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -15046, 'dt': Timestamp('2021-05-25 20:00:00+0000', tz='UTC'), 'price': 418.03088, 'order_id': '1de4d1f60a3640e19321686a8ab774f7', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 2864, 'dt': Timestamp('2021-05-25 20:00:00+0000', tz='UTC'), 'price': 99.11953500000001, 'order_id': 'ac6d0c2cfa044adb8dfa6976e6084b3b', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 30727, 'dt': Timestamp('2021-05-25 20:00:00+0000', tz='UTC'), 'price': 132.136035, 'order_id': '8fa8b728ce6841c9853dc605900aa420', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 31095, 'dt': Timestamp('2021-05-25 20:00:00+0000', tz='UTC'), 'price': 18.34917, 'order_id': 'bba913ae47da4b659566aed01be0314d', 'sid': Equity(0 [DBC]), 'commission': None}]",0.0621659493879998,0.0,0.0,-0.03785054375138926,0.0,0.0,1.545131744553197,0.09131677288288957,1.9953326881381694,111,2021-05,,,2.2451832077291027,"[-0.2513568699359894, 0.3677636981010437, -0.07243765145540237, 0.8818892240524292, 0.07414159923791885]"
2021-05-26 20:00:00+00:00,2021-05-26 13:31:00+00:00,2021-05-26 20:00:00+00:00,14160382.98,-49993.60611999838,1.0047153232897912,-0.0018159742374638244,-49993.60611999838,3,2,14160382.98,-3508018.54,10602370.833880004,10671653.1,"[{'sid': Equity(4 [VWO]), 'amount': -51055, 'cost_basis': 52.553709999999995, 'last_sale_price': 53.5}, {'sid': Equity(2 [SPY]), 'amount': 9367, 'cost_basis': 411.0601267041727, 'last_sale_price': 419.07}, {'sid': Equity(3 [VNQ]), 'amount': -7804, 'cost_basis': 97.16474914865164, 'last_sale_price': 99.51}, {'sid': Equity(1 [LQD]), 'amount': 71551, 'cost_basis': 131.31632475408964, 'last_sale_price': 132.0}, {'sid': Equity(0 [DBC]), 'amount': 43017, 'cost_basis': 18.407399811702348, 'last_sale_price': 18.37}]",[],1.666457606212038,-19288.659999998286,10652364.440000001,10671653.1,10652364.440000001,-3508018.54,0.0,[],0.060237083387999935,0.0,0.0,-0.03785054375138926,0.0,0.0,1.4921868942818344,0.09097433665552701,1.9953326881381694,112,2021-05,,,2.1677744870867293,"[-0.2513568699359894, 0.3677636981010437, -0.07243765145540237, 0.8818892240524292, 0.07414159923791885]"
2021-05-27 20:00:00+00:00,2021-05-27 13:31:00+00:00,2021-05-27 20:00:00+00:00,14146298.25,-49993.60611999838,1.004723072434812,-0.0016407000163033425,-49993.60611999838,3,2,14146298.25,-3511329.12,10584975.523880001,10652364.440000001,"[{'sid': Equity(4 [VWO]), 'amount': -51055, 'cost_basis': 52.553709999999995, 'last_sale_price': 53.6}, {'sid': Equity(2 [SPY]), 'amount': 9367, 'cost_basis': 411.0601267041727, 'last_sale_price': 419.29}, {'sid': Equity(3 [VNQ]), 'amount': -7804, 'cost_basis': 97.16474914865164, 'last_sale_price': 99.28}, {'sid': Equity(1 [LQD]), 'amount': 71551, 'cost_basis': 131.31632475408964, 'last_sale_price': 131.6}, {'sid': Equity(0 [DBC]), 'amount': 43017, 'cost_basis': 18.407399811702348, 'last_sale_price': 18.66}]",[],1.668178384556856,-17395.310000002384,10634969.129999999,10652364.440000001,10634969.129999999,-3511329.12,0.0,[],0.05849755238799981,0.0,0.0,-0.03785054375138926,0.0,0.0,1.4442967190956832,0.09062574966037794,1.9953326881381694,113,2021-05,,,2.097853255940576,"[-0.2513568699359894, 0.3677636981010437, -0.07243765145540237, 0.8818892240524292, 0.07414159923791885]"
2021-05-28 20:00:00+00:00,2021-05-28 13:31:00+00:00,2021-05-28 20:00:00+00:00,14158613.09,-49993.60611999838,1.004726047355672,-0.000629473349746279,-49993.60611999838,3,2,14158613.09,-3530306.92,10578312.563880002,10634969.129999999,"[{'sid': Equity(4 [VWO]), 'amount': -51055, 'cost_basis': 52.553709999999995, 'last_sale_price': 53.88}, {'sid': Equity(2 [SPY]), 'amount': 9367, 'cost_basis': 411.0601267041727, 'last_sale_price': 420.04}, {'sid': Equity(3 [VNQ]), 'amount': -7804, 'cost_basis': 97.16474914865164, 'last_sale_price': 99.88}, {'sid': Equity(1 [LQD]), 'amount': 71551, 'cost_basis': 131.31632475408964, 'last_sale_price': 131.71}, {'sid': Equity(0 [DBC]), 'amount': 43017, 'cost_basis': 18.407399811702348, 'last_sale_price': 18.6}]",[],1.6721873080588865,-6662.959999999031,10628306.17,10634969.129999999,10628306.17,-3530306.92,0.0,[],0.05783125638799991,0.0,0.0,-0.03785054375138926,0.0,0.0,1.4223271742249404,0.09024002759584948,1.9953326881381694,114,2021-05,,,2.0659971360242677,"[-0.2513568699359894, 0.3677636981010437, -0.07243765145540237, 0.8818892240524292, 0.07414159923791885]"
2021-06-01 20:00:00+00:00,2021-06-01 13:31:00+00:00,2021-06-01 20:00:00+00:00,14152170.670000002,-49993.60611999838,1.004761236512324,-0.0073907600600638945,-49993.60611999838,3,2,14152170.670000002,-3602046.27,10500130.793880004,10628306.17,"[{'sid': Equity(4 [VWO]), 'amount': -51055, 'cost_basis': 52.553709999999995, 'last_sale_price': 55.01}, {'sid': Equity(2 [SPY]), 'amount': 9367, 'cost_basis': 411.0601267041727, 'last_sale_price': 419.67}, {'sid': Equity(3 [VNQ]), 'amount': -7804, 'cost_basis': 97.16474914865164, 'last_sale_price': 101.68}, {'sid': Equity(1 [LQD]), 'amount': 71551, 'cost_basis': 131.31632475408964, 'last_sale_price': 131.47}, {'sid': Equity(0 [DBC]), 'amount': 43017, 'cost_basis': 18.407399811702348, 'last_sale_price': 18.93}]","[{'id': 'f6cb1ab381364e32b8c49d63135b4e61', 'dt': Timestamp('2021-06-01 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-01 20:00:00+0000', tz='UTC'), 'amount': 52646, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '84b5b5392b2e433fa34be6ea7c3c3857', 'dt': Timestamp('2021-06-01 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-01 20:00:00+0000', tz='UTC'), 'amount': 6259, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'a25fb1dcbf144389a99534f1b4a695fa', 'dt': Timestamp('2021-06-01 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-01 20:00:00+0000', tz='UTC'), 'amount': -5550, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '14556edb5d174b50934001e74b7cffe9', 'dt': Timestamp('2021-06-01 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-01 20:00:00+0000', tz='UTC'), 'amount': -36716, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '30b1d14f55124cf893295774171b36f6', 'dt': Timestamp('2021-06-01 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-01 20:00:00+0000', tz='UTC'), 'amount': -9583, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",1.6908567415510707,-78181.76999999769,10550124.400000002,10628306.17,10550124.400000002,-3602046.27,0.0,[],0.05001307938800026,0.0,0.0,-0.03785054375138926,0.0,0.0,1.2255824471995156,0.09060128493343307,1.9953326881381694,115,2021-06,,,1.7677263104695384,"[0.008338899351656437, 0.6245439052581787, -0.12931673228740692, 0.4361591637134552, 0.06027477607131004]"
2021-06-02 20:00:00+00:00,2021-06-02 13:31:00+00:00,2021-06-02 20:00:00+00:00,11879126.14,-49993.60611999838,1.0001184813949688,0.00038331133097346815,-1244.547009997943,4,1,11879126.14,-1373725.98,10504155.612990003,10550124.400000002,"[{'sid': Equity(4 [VWO]), 'amount': 1591, 'cost_basis': 55.16757, 'last_sale_price': 55.14}, {'sid': Equity(2 [SPY]), 'amount': 15626, 'cost_basis': 414.85735950166304, 'last_sale_price': 420.33}, {'sid': Equity(3 [VNQ]), 'amount': -13354, 'cost_basis': 99.51450787075615, 'last_sale_price': 102.87}, {'sid': Equity(1 [LQD]), 'amount': 34835, 'cost_basis': 131.31632475408964, 'last_sale_price': 131.68}, {'sid': Equity(0 [DBC]), 'amount': 33434, 'cost_basis': 18.407399811702348, 'last_sale_price': 19.03}]","[{'id': 'f6cb1ab381364e32b8c49d63135b4e61', 'dt': Timestamp('2021-06-02 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-01 20:00:00+0000', tz='UTC'), 'amount': 52646, 'filled': 52646, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '84b5b5392b2e433fa34be6ea7c3c3857', 'dt': Timestamp('2021-06-02 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-01 20:00:00+0000', tz='UTC'), 'amount': 6259, 'filled': 6259, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'a25fb1dcbf144389a99534f1b4a695fa', 'dt': Timestamp('2021-06-02 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-01 20:00:00+0000', tz='UTC'), 'amount': -5550, 'filled': -5550, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '14556edb5d174b50934001e74b7cffe9', 'dt': Timestamp('2021-06-02 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-01 20:00:00+0000', tz='UTC'), 'amount': -36716, 'filled': -36716, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '30b1d14f55124cf893295774171b36f6', 'dt': Timestamp('2021-06-02 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-01 20:00:00+0000', tz='UTC'), 'amount': -9583, 'filled': -9583, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",1.2616770550895888,4024.8191099986434,10505400.16,10550124.400000002,10505400.16,-1373725.98,48749.05911000073,"[{'amount': 52646, 'dt': Timestamp('2021-06-02 20:00:00+0000', tz='UTC'), 'price': 55.16757, 'order_id': 'f6cb1ab381364e32b8c49d63135b4e61', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 6259, 'dt': Timestamp('2021-06-02 20:00:00+0000', tz='UTC'), 'price': 420.540165, 'order_id': '84b5b5392b2e433fa34be6ea7c3c3857', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -5550, 'dt': Timestamp('2021-06-02 20:00:00+0000', tz='UTC'), 'price': 102.818565, 'order_id': 'a25fb1dcbf144389a99534f1b4a695fa', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -36716, 'dt': Timestamp('2021-06-02 20:00:00+0000', tz='UTC'), 'price': 131.61416, 'order_id': '14556edb5d174b50934001e74b7cffe9', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -9583, 'dt': Timestamp('2021-06-02 20:00:00+0000', tz='UTC'), 'price': 19.020485, 'order_id': '30b1d14f55124cf893295774171b36f6', 'sid': Equity(0 [DBC]), 'commission': None}]",0.050415561299000045,0.0,0.0,-0.03785054375138926,0.0,0.0,1.229565090251998,0.09020654577900128,1.9953326881381694,116,2021-06,,,1.7734044265506468,"[0.008338899351656437, 0.6245439052581787, -0.12931673228740692, 0.4361591637134552, 0.06027477607131004]"
2021-06-03 20:00:00+00:00,2021-06-03 13:31:00+00:00,2021-06-03 20:00:00+00:00,11830299.52,-1244.547009997943,1.0001189769599663,-0.004165218187161757,-1244.547009997943,4,1,11830299.52,-1368651.4600000002,10460403.512990002,10505400.16,"[{'sid': Equity(4 [VWO]), 'amount': 1591, 'cost_basis': 55.16757, 'last_sale_price': 54.52}, {'sid': Equity(2 [SPY]), 'amount': 15626, 'cost_basis': 414.85735950166304, 'last_sale_price': 418.77}, {'sid': Equity(3 [VNQ]), 'amount': -13354, 'cost_basis': 99.51450787075615, 'last_sale_price': 102.49000000000001}, {'sid': Equity(1 [LQD]), 'amount': 34835, 'cost_basis': 131.31632475408964, 'last_sale_price': 131.16}, {'sid': Equity(0 [DBC]), 'amount': 33434, 'cost_basis': 18.407399811702348, 'last_sale_price': 18.87}]",[],1.2618013218714936,-43752.10000000149,10461648.059999999,10505400.16,10461648.059999999,-1368651.4600000002,0.0,[],0.04604035129899975,0.0,0.0,-0.03785054375138926,0.0,0.0,1.1212907988778247,0.09007082785275386,1.9953326881381694,117,2021-06,,,1.61399560646515,"[0.008338899351656437, 0.6245439052581787, -0.12931673228740692, 0.4361591637134552, 0.06027477607131004]"
2021-06-04 20:00:00+00:00,2021-06-04 13:31:00+00:00,2021-06-04 20:00:00+00:00,11930344.38,-1244.547009997943,1.0001178572783411,0.00950031802086726,-1244.547009997943,4,1,11930344.38,-1369319.1600000001,10559780.672990004,10461648.059999999,"[{'sid': Equity(4 [VWO]), 'amount': 1591, 'cost_basis': 55.16757, 'last_sale_price': 55.01}, {'sid': Equity(2 [SPY]), 'amount': 15626, 'cost_basis': 414.85735950166304, 'last_sale_price': 422.6}, {'sid': Equity(3 [VNQ]), 'amount': -13354, 'cost_basis': 99.51450787075615, 'last_sale_price': 102.54}, {'sid': Equity(1 [LQD]), 'amount': 34835, 'cost_basis': 131.31632475408964, 'last_sale_price': 132.09}, {'sid': Equity(0 [DBC]), 'amount': 33434, 'cost_basis': 18.407399811702348, 'last_sale_price': 19.080000000000002}]",[],1.259463993794693,99377.16000000201,10561025.22,10461648.059999999,10561025.22,-1369319.1600000001,0.0,[],0.05597806729900001,0.0,0.0,-0.03785054375138926,0.0,0.0,1.3282717496422003,0.09066556634406062,1.9953326881381694,118,2021-06,,,1.932757302292177,"[0.008338899351656437, 0.6245439052581787, -0.12931673228740692, 0.4361591637134552, 0.06027477607131004]"
2021-06-07 20:00:00+00:00,2021-06-07 13:31:00+00:00,2021-06-07 20:00:00+00:00,11920758.87,-1244.547009997943,1.000118145306582,-0.002437915217865294,-1244.547009997943,4,1,11920758.87,-1385477.5,10534036.822990002,10561025.22,"[{'sid': Equity(4 [VWO]), 'amount': 1591, 'cost_basis': 55.16757, 'last_sale_price': 54.79}, {'sid': Equity(2 [SPY]), 'amount': 15626, 'cost_basis': 414.85735950166304, 'last_sale_price': 422.19}, {'sid': Equity(3 [VNQ]), 'amount': -13354, 'cost_basis': 99.51450787075615, 'last_sale_price': 103.75}, {'sid': Equity(1 [LQD]), 'amount': 34835, 'cost_basis': 131.31632475408964, 'last_sale_price': 131.98}, {'sid': Equity(0 [DBC]), 'amount': 33434, 'cost_basis': 18.407399811702348, 'last_sale_price': 19.11}]","[{'id': 'aeb4c3ccea35425f80865e8cf112a3c5', 'dt': Timestamp('2021-06-07 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-07 20:00:00+0000', tz='UTC'), 'amount': -48279, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'd7dadb7f662d4eab998c5c7eba97ca07', 'dt': Timestamp('2021-06-07 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-07 20:00:00+0000', tz='UTC'), 'amount': -7482, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'd26b8fd73deb43b9adcd1acd17bd43de', 'dt': Timestamp('2021-06-07 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-07 20:00:00+0000', tz='UTC'), 'amount': -10220, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'fe1daf0674cd4055b962385596c770e8', 'dt': Timestamp('2021-06-07 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-07 20:00:00+0000', tz='UTC'), 'amount': -15647, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '802208065f614aa39b94e3bdb3611125', 'dt': Timestamp('2021-06-07 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-07 20:00:00+0000', tz='UTC'), 'amount': 467225, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",1.263165925237684,-25743.85000000149,10535281.37,10561025.22,10535281.37,-1385477.5,0.0,[],0.05340368229899983,0.0,0.0,-0.03785054375138926,0.0,0.0,1.2641466241745192,0.09038022961501571,1.9953326881381694,119,2021-06,,,1.8384110348256768,"[-0.24283632636070251, 0.3263632357120514, -0.23218117654323578, 0.24039769172668457, 0.9082565903663635]"
2021-06-08 20:00:00+00:00,2021-06-08 13:31:00+00:00,2021-06-08 20:00:00+00:00,10777008.760000002,-1244.547009997943,0.5467919529780592,0.0006438923780101025,4777184.269010002,3,2,10777008.760000002,-5013373.42,10540819.609010004,10535281.37,"[{'sid': Equity(4 [VWO]), 'amount': -46688, 'cost_basis': 54.532720000000005, 'last_sale_price': 54.56}, {'sid': Equity(2 [SPY]), 'amount': 8144, 'cost_basis': 414.85735950166304, 'last_sale_price': 422.28000000000003}, {'sid': Equity(3 [VNQ]), 'amount': -23574, 'cost_basis': 101.70087303835062, 'last_sale_price': 104.61}, {'sid': Equity(1 [LQD]), 'amount': 19188, 'cost_basis': 131.31632475408964, 'last_sale_price': 132.48}, {'sid': Equity(0 [DBC]), 'amount': 248494, 'cost_basis': 19.18825538767317, 'last_sale_price': 19.3}]","[{'id': 'aeb4c3ccea35425f80865e8cf112a3c5', 'dt': Timestamp('2021-06-08 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-07 20:00:00+0000', tz='UTC'), 'amount': -48279, 'filled': -48279, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'd7dadb7f662d4eab998c5c7eba97ca07', 'dt': Timestamp('2021-06-08 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-07 20:00:00+0000', tz='UTC'), 'amount': -7482, 'filled': -7482, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'd26b8fd73deb43b9adcd1acd17bd43de', 'dt': Timestamp('2021-06-08 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-07 20:00:00+0000', tz='UTC'), 'amount': -10220, 'filled': -10220, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'fe1daf0674cd4055b962385596c770e8', 'dt': Timestamp('2021-06-08 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-07 20:00:00+0000', tz='UTC'), 'amount': -15647, 'filled': -15647, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '802208065f614aa39b94e3bdb3611125', 'dt': Timestamp('2021-06-08 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-07 20:00:00+0000', tz='UTC'), 'amount': 467225, 'filled': 215060, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",1.4980222379010089,6782.7860200013965,5763635.340000002,10535281.37,5763635.340000002,-5013373.42,4778428.81602,"[{'amount': -48279, 'dt': Timestamp('2021-06-08 20:00:00+0000', tz='UTC'), 'price': 54.532720000000005, 'order_id': 'aeb4c3ccea35425f80865e8cf112a3c5', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -7482, 'dt': Timestamp('2021-06-08 20:00:00+0000', tz='UTC'), 'price': 422.06886000000003, 'order_id': 'd7dadb7f662d4eab998c5c7eba97ca07', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -10220, 'dt': Timestamp('2021-06-08 20:00:00+0000', tz='UTC'), 'price': 104.557695, 'order_id': 'd26b8fd73deb43b9adcd1acd17bd43de', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -15647, 'dt': Timestamp('2021-06-08 20:00:00+0000', tz='UTC'), 'price': 132.41376, 'order_id': 'fe1daf0674cd4055b962385596c770e8', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 215060, 'dt': Timestamp('2021-06-08 20:00:00+0000', tz='UTC'), 'price': 19.30965, 'order_id': '802208065f614aa39b94e3bdb3611125', 'sid': Equity(0 [DBC]), 'commission': None}]",0.054081960900999926,0.0,0.0,-0.03785054375138926,0.0,0.0,1.273930993646145,0.09000010299428253,1.9953326881381694,120,2021-06,,,1.852583454713431,"[-0.24283632636070251, 0.3263632357120514, -0.23218117654323578, 0.24039769172668457, 0.9082565903663635]"
