,period_open,period_close,ending_cash,portfolio_value,longs_count,starting_cash,orders,shorts_count,long_value,short_value,long_exposure,returns,short_exposure,pnl,gross_leverage,capital_used,transactions,positions,net_leverage,ending_exposure,starting_exposure,starting_value,ending_value,trading_days,period_label,algorithm_period_return,algo_volatility,benchmark_period_return,benchmark_volatility,alpha,beta,sharpe,sortino,max_drawdown,max_leverage,excess_return,treasury_period_return,weights
2022-11-01 20:00:00+00:00,2022-11-01 13:31:00+00:00,2022-11-01 20:00:00+00:00,9315.796924998343,7505121.416924998,3,-11893.71376500174,"[{'id': '293712e3befe431793f82dd87e44dbf9', 'dt': Timestamp('2022-11-01 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-10-31 20:00:00+0000', tz='UTC'), 'amount': -6841, 'filled': -6841, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '2edaa68ebf18492b99c8e11af63400cb', 'dt': Timestamp('2022-11-01 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-10-31 20:00:00+0000', tz='UTC'), 'amount': 2720, 'filled': 2720, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '3f38bd5e9e9d4d9097d9d84d500defe3', 'dt': Timestamp('2022-11-01 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-10-31 20:00:00+0000', tz='UTC'), 'amount': -9972, 'filled': -9972, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '4fd11376623a414b8b00756c33b7bd4a', 'dt': Timestamp('2022-11-01 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-10-31 20:00:00+0000', tz='UTC'), 'amount': 1934, 'filled': 1934, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '9f85f94f11fa4a589635a13d5384cf55', 'dt': Timestamp('2022-11-01 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-10-31 20:00:00+0000', tz='UTC'), 'amount': -7508, 'filled': -7508, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",2,9145375.92,-1649570.3,9145375.92,0.009722448825558727,-1649570.3,72265.56068999972,1.438343981438599,21209.51068999991,"[{'amount': -6841, 'dt': Timestamp('2022-11-01 20:00:00+0000', tz='UTC'), 'price': 36.02198, 'order_id': '293712e3befe431793f82dd87e44dbf9', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 2720, 'dt': Timestamp('2022-11-01 20:00:00+0000', tz='UTC'), 'price': 384.71225999999996, 'order_id': '2edaa68ebf18492b99c8e11af63400cb', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -9972, 'dt': Timestamp('2022-11-01 20:00:00+0000', tz='UTC'), 'price': 82.908525, 'order_id': '3f38bd5e9e9d4d9097d9d84d500defe3', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 1934, 'dt': Timestamp('2022-11-01 20:00:00+0000', tz='UTC'), 'price': 101.82088499999999, 'order_id': '4fd11376623a414b8b00756c33b7bd4a', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -7508, 'dt': Timestamp('2022-11-01 20:00:00+0000', tz='UTC'), 'price': 25.48725, 'order_id': '9f85f94f11fa4a589635a13d5384cf55', 'sid': Equity(0 [DBC]), 'commission': None}]","[{'sid': Equity(4 [VWO]), 'amount': 31964, 'cost_basis': 40.10513497405143, 'last_sale_price': 36.04}, {'sid': Equity(2 [SPY]), 'amount': -1190, 'cost_basis': 390.90361624734817, 'last_sale_price': 384.52}, {'sid': Equity(3 [VNQ]), 'amount': -14370, 'cost_basis': 82.11901459429366, 'last_sale_price': 82.95}, {'sid': Equity(1 [LQD]), 'amount': 70468, 'cost_basis': 117.11888916409463, 'last_sale_price': 101.77}, {'sid': Equity(0 [DBC]), 'amount': 32230, 'cost_basis': 25.27041408580921, 'last_sale_price': 25.5}]",0.9987587413437456,7495805.62,7444749.57,7444749.57,7495805.62,475,2022-11,-0.24948785830750098,0.09059887478004952,0.0,0.0,,,-1.6347845002482317,-2.0521176009702886,-0.2807437908200571,1.9507069372028216,0.0,0.0,[ 0.15244612 -0.06180101 -0.16042997  0.96086378  0.10892108]
2022-11-02 20:00:00+00:00,2022-11-02 13:31:00+00:00,2022-11-02 20:00:00+00:00,9315.796924998343,7513621.816924999,3,9315.796924998343,[],2,9109629.22,-1605323.2000000002,9109629.22,0.0011326132553739487,-1605323.2000000002,8500.400000000373,1.4260702336473423,0.0,[],"[{'sid': Equity(4 [VWO]), 'amount': 31964, 'cost_basis': 40.10513497405143, 'last_sale_price': 35.77}, {'sid': Equity(2 [SPY]), 'amount': -1190, 'cost_basis': 390.90361624734817, 'last_sale_price': 374.87}, {'sid': Equity(3 [VNQ]), 'amount': -14370, 'cost_basis': 82.11901459429366, 'last_sale_price': 80.67}, {'sid': Equity(1 [LQD]), 'amount': 70468, 'cost_basis': 117.11888916409463, 'last_sale_price': 101.28}, {'sid': Equity(0 [DBC]), 'amount': 32230, 'cost_basis': 25.27041408580921, 'last_sale_price': 25.73}]",0.998760145619252,7504306.0200000005,7495805.62,7495805.62,7504306.0200000005,476,2022-11,-0.24863781830750098,0.09051211317733977,0.0,0.0,,,-1.6262890963746468,-2.0416441858779018,-0.2807437908200571,1.9507069372028216,0.0,0.0,[ 0.15244612 -0.06180101 -0.16042997  0.96086378  0.10892108]
2022-11-03 20:00:00+00:00,2022-11-03 13:31:00+00:00,2022-11-03 20:00:00+00:00,9315.796924998343,7503052.396925,3,9315.796924998343,[],2,9092885.700000001,-1599149.0999999999,9092885.700000001,-0.0014067010900375987,-1599149.0999999999,-10569.419999998994,1.4250246745420507,0.0,[],"[{'sid': Equity(4 [VWO]), 'amount': 31964, 'cost_basis': 40.10513497405143, 'last_sale_price': 36.06}, {'sid': Equity(2 [SPY]), 'amount': -1190, 'cost_basis': 390.90361624734817, 'last_sale_price': 371.01}, {'sid': Equity(3 [VNQ]), 'amount': -14370, 'cost_basis': 82.11901459429366, 'last_sale_price': 80.56}, {'sid': Equity(1 [LQD]), 'amount': 70468, 'cost_basis': 117.11888916409463, 'last_sale_price': 100.92}, {'sid': Equity(0 [DBC]), 'amount': 32230, 'cost_basis': 25.27041408580921, 'last_sale_price': 25.71}]",0.9987583990578534,7493736.6000000015,7504306.0200000005,7504306.0200000005,7493736.6000000015,477,2022-11,-0.24969476030750082,0.09041896419308793,0.0,0.0,,,-1.6327706682330287,-2.0496149214923935,-0.2807437908200571,1.9507069372028216,0.0,0.0,[ 0.15244612 -0.06180101 -0.16042997  0.96086378  0.10892108]
2022-11-04 20:00:00+00:00,2022-11-04 13:31:00+00:00,2022-11-04 20:00:00+00:00,9315.796924998343,7570011.576924998,3,9315.796924998343,[],2,9182006.48,-1621310.7,9182006.48,0.008924258616058722,-1621310.7,66959.17999999877,1.4271202983269937,0.0,[],"[{'sid': Equity(4 [VWO]), 'amount': 31964, 'cost_basis': 40.10513497405143, 'last_sale_price': 37.53}, {'sid': Equity(2 [SPY]), 'amount': -1190, 'cost_basis': 390.90361624734817, 'last_sale_price': 376.35}, {'sid': Equity(3 [VNQ]), 'amount': -14370, 'cost_basis': 82.11901459429366, 'last_sale_price': 81.66}, {'sid': Equity(1 [LQD]), 'amount': 70468, 'cost_basis': 117.11888916409463, 'last_sale_price': 101.12}, {'sid': Equity(0 [DBC]), 'amount': 32230, 'cost_basis': 25.27041408580921, 'last_sale_price': 26.580000000000002}]",0.9987693814163515,7560695.78,7493736.6000000015,7493736.6000000015,7560695.78,478,2022-11,-0.24299884230750102,0.09058769377004591,0.0,0.0,,,-1.5743831289557202,-1.9820834985462186,-0.2807437908200571,1.9507069372028216,0.0,0.0,[ 0.15244612 -0.06180101 -0.16042997  0.96086378  0.10892108]
2022-11-07 21:00:00+00:00,2022-11-07 14:31:00+00:00,2022-11-07 21:00:00+00:00,9315.796924998343,7530004.036924997,3,9315.796924998343,"[{'id': '0e3b62c5f6c54fda927fdedb786a7123', 'dt': Timestamp('2022-11-07 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-11-07 21:00:00+0000', tz='UTC'), 'amount': -8675, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '793926e8b9374e48996ab4348c3b490d', 'dt': Timestamp('2022-11-07 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-11-07 21:00:00+0000', tz='UTC'), 'amount': 1531, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'bc80ffb69550487d84948fb98bad4ae5', 'dt': Timestamp('2022-11-07 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-11-07 21:00:00+0000', tz='UTC'), 'amount': -3665, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '31358906031148838af14eda774fea36', 'dt': Timestamp('2022-11-07 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-11-07 21:00:00+0000', tz='UTC'), 'amount': 4271, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '3d5b86de8b7c45de9da802512dd7fa55', 'dt': Timestamp('2022-11-07 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-11-07 21:00:00+0000', tz='UTC'), 'amount': -14372, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",2,9146282.94,-1625594.7,9146282.94,-0.005285003806592914,-1625594.7,-40007.54000000097,1.4305274721205694,0.0,[],"[{'sid': Equity(4 [VWO]), 'amount': 31964, 'cost_basis': 40.10513497405143, 'last_sale_price': 37.46}, {'sid': Equity(2 [SPY]), 'amount': -1190, 'cost_basis': 390.90361624734817, 'last_sale_price': 379.95}, {'sid': Equity(3 [VNQ]), 'amount': -14370, 'cost_basis': 82.11901459429366, 'last_sale_price': 81.66}, {'sid': Equity(1 [LQD]), 'amount': 70468, 'cost_basis': 117.11888916409463, 'last_sale_price': 100.75}, {'sid': Equity(0 [DBC]), 'amount': 32230, 'cost_basis': 25.27041408580921, 'last_sale_price': 26.35}]",0.9987628430370932,7520688.239999999,7560695.78,7560695.78,7520688.239999999,479,2022-11,-0.24699959630750112,0.09055759768580844,0.0,0.0,,,-1.6023217847718705,-2.015830620823232,-0.2807437908200571,1.9507069372028216,0.0,0.0,[ 0.1158534   0.01723963 -0.19558388  1.          0.06249086]
2022-11-08 21:00:00+00:00,2022-11-08 14:31:00+00:00,2022-11-08 21:00:00+00:00,-7975.261015001684,7547360.438984999,4,9315.796924998343,"[{'id': '0e3b62c5f6c54fda927fdedb786a7123', 'dt': Timestamp('2022-11-08 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-11-07 21:00:00+0000', tz='UTC'), 'amount': -8675, 'filled': -8675, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '793926e8b9374e48996ab4348c3b490d', 'dt': Timestamp('2022-11-08 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-11-07 21:00:00+0000', tz='UTC'), 'amount': 1531, 'filled': 1531, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'bc80ffb69550487d84948fb98bad4ae5', 'dt': Timestamp('2022-11-08 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-11-07 21:00:00+0000', tz='UTC'), 'amount': -3665, 'filled': -3665, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '31358906031148838af14eda774fea36', 'dt': Timestamp('2022-11-08 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-11-07 21:00:00+0000', tz='UTC'), 'amount': 4271, 'filled': 4271, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '3d5b86de8b7c45de9da802512dd7fa55', 'dt': Timestamp('2022-11-08 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-11-07 21:00:00+0000', tz='UTC'), 'amount': -14372, 'filled': -14372, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",1,9032582.55,-1477246.8499999999,9032582.55,0.0023049658373210935,-1477246.8499999999,17356.40206000209,1.3925172230695009,-17291.05794000253,"[{'amount': -8675, 'dt': Timestamp('2022-11-08 21:00:00+0000', tz='UTC'), 'price': 37.601189999999995, 'order_id': '0e3b62c5f6c54fda927fdedb786a7123', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 1531, 'dt': Timestamp('2022-11-08 21:00:00+0000', tz='UTC'), 'price': 382.191, 'order_id': '793926e8b9374e48996ab4348c3b490d', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -3665, 'dt': Timestamp('2022-11-08 21:00:00+0000', tz='UTC'), 'price': 81.869045, 'order_id': 'bc80ffb69550487d84948fb98bad4ae5', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 4271, 'dt': Timestamp('2022-11-08 21:00:00+0000', tz='UTC'), 'price': 101.220585, 'order_id': '31358906031148838af14eda774fea36', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -14372, 'dt': Timestamp('2022-11-08 21:00:00+0000', tz='UTC'), 'price': 26.016985000000002, 'order_id': '3d5b86de8b7c45de9da802512dd7fa55', 'sid': Equity(0 [DBC]), 'commission': None}]","[{'sid': Equity(4 [VWO]), 'amount': 23289, 'cost_basis': 40.10513497405143, 'last_sale_price': 37.62}, {'sid': Equity(2 [SPY]), 'amount': 341, 'cost_basis': 382.191, 'last_sale_price': 382.0}, {'sid': Equity(3 [VNQ]), 'amount': -18035, 'cost_basis': 82.06821678098142, 'last_sale_price': 81.91}, {'sid': Equity(1 [LQD]), 'amount': 74739, 'cost_basis': 116.21037209690282, 'last_sale_price': 101.17}, {'sid': Equity(0 [DBC]), 'amount': 17858, 'cost_basis': 25.27041408580921, 'last_sale_price': 26.03}]",1.0010566953943005,7555335.700000001,7520688.239999999,7520688.239999999,7555335.700000001,480,2022-11,-0.24526395610150087,0.09048709836304702,0.0,0.0,,,-1.586856141824268,-1.9969007894348323,-0.2807437908200571,1.9507069372028216,0.0,0.0,[ 0.1158534   0.01723963 -0.19558388  1.          0.06249086]
2022-11-09 21:00:00+00:00,2022-11-09 14:31:00+00:00,2022-11-09 21:00:00+00:00,-7975.261015001684,7513609.818984997,4,-7975.261015001684,[],1,8983682.53,-1462097.4500000002,8983682.53,-0.0044718441994193725,-1462097.4500000002,-33750.620000001974,1.3902478611021494,0.0,[],"[{'sid': Equity(4 [VWO]), 'amount': 23289, 'cost_basis': 40.10513497405143, 'last_sale_price': 36.93}, {'sid': Equity(2 [SPY]), 'amount': 341, 'cost_basis': 382.191, 'last_sale_price': 374.13}, {'sid': Equity(3 [VNQ]), 'amount': -18035, 'cost_basis': 82.06821678098142, 'last_sale_price': 81.07000000000001}, {'sid': Equity(1 [LQD]), 'amount': 74739, 'cost_basis': 116.21037209690282, 'last_sale_price': 100.91}, {'sid': Equity(0 [DBC]), 'amount': 17858, 'cost_basis': 25.27041408580921, 'last_sale_price': 25.43}]",1.0010614419975403,7521585.079999999,7555335.700000001,7555335.700000001,7521585.079999999,481,2022-11,-0.24863901810150113,0.0904369051427061,0.0,0.0,,,-1.610341717602928,-2.0253843987658406,-0.2807437908200571,1.9507069372028216,0.0,0.0,[ 0.1158534   0.01723963 -0.19558388  1.          0.06249086]
2022-11-10 21:00:00+00:00,2022-11-10 14:31:00+00:00,2022-11-10 21:00:00+00:00,-7975.261015001684,7699276.748984998,4,-7975.261015001684,[],1,9276297.01,-1569045.0,9276297.01,0.024710749489661676,-1569045.0,185666.93000000063,1.4086182850135567,0.0,[],"[{'sid': Equity(4 [VWO]), 'amount': 23289, 'cost_basis': 40.10513497405143, 'last_sale_price': 38.17}, {'sid': Equity(2 [SPY]), 'amount': 341, 'cost_basis': 382.191, 'last_sale_price': 394.69}, {'sid': Equity(3 [VNQ]), 'amount': -18035, 'cost_basis': 82.06821678098142, 'last_sale_price': 87.0}, {'sid': Equity(1 [LQD]), 'amount': 74739, 'cost_basis': 116.21037209690282, 'last_sale_price': 104.29}, {'sid': Equity(0 [DBC]), 'amount': 17858, 'cost_basis': 25.27041408580921, 'last_sale_price': 25.66}]",1.001035845479389,7707252.01,7521585.079999999,7521585.079999999,7707252.01,482,2022-11,-0.2300723251015011,0.09217474178994307,0.0,0.0,,,-1.4365417215730765,-1.8434224785089952,-0.2807437908200571,1.9507069372028216,0.0,0.0,[ 0.1158534   0.01723963 -0.19558388  1.          0.06249086]
2022-11-11 21:00:00+00:00,2022-11-11 14:31:00+00:00,2022-11-11 21:00:00+00:00,-7975.261015001684,7748369.588984998,4,-7975.261015001684,[],1,9325209.5,-1568864.65,9325209.5,0.006376292423372343,-1568864.65,49092.83999999985,1.4059827715867999,0.0,[],"[{'sid': Equity(4 [VWO]), 'amount': 23289, 'cost_basis': 40.10513497405143, 'last_sale_price': 38.94}, {'sid': Equity(2 [SPY]), 'amount': 341, 'cost_basis': 382.191, 'last_sale_price': 398.51}, {'sid': Equity(3 [VNQ]), 'amount': -18035, 'cost_basis': 82.06821678098142, 'last_sale_price': 86.99}, {'sid': Equity(1 [LQD]), 'amount': 74739, 'cost_basis': 116.21037209690282, 'last_sale_price': 104.57000000000001}, {'sid': Equity(0 [DBC]), 'amount': 17858, 'cost_basis': 25.27041408580921, 'last_sale_price': 26.150000000000002}]",1.0010292824733527,7756344.85,7707252.01,7707252.01,7756344.85,483,2022-11,-0.2251630411015011,0.09221392855730891,0.0,0.0,,,-1.396881754140974,-1.7951507338553236,-0.2807437908200571,1.9507069372028216,0.0,0.0,[ 0.1158534   0.01723963 -0.19558388  1.          0.06249086]
2022-11-14 21:00:00+00:00,2022-11-14 14:31:00+00:00,2022-11-14 21:00:00+00:00,-7975.261015001684,7735843.9389849985,4,-7975.261015001684,"[{'id': '24991dee45cc49038bdef5d36c09f83d', 'dt': Timestamp('2022-11-14 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-11-14 21:00:00+0000', tz='UTC'), 'amount': -6915, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '00924dd226ed4a07a84caa5a7703067c', 'dt': Timestamp('2022-11-14 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-11-14 21:00:00+0000', tz='UTC'), 'amount': -107, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '58df649a0e9144cb8f38a6906a8dc973', 'dt': Timestamp('2022-11-14 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-11-14 21:00:00+0000', tz='UTC'), 'amount': -5360, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '6fc690653b8a434bb2307651eb8a150a', 'dt': Timestamp('2022-11-14 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-11-14 21:00:00+0000', tz='UTC'), 'amount': -384, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'a27f6f8edaae4abdad271d7022d4af24', 'dt': Timestamp('2022-11-14 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-11-14 21:00:00+0000', tz='UTC'), 'amount': 30968, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",1,9274449.65,-1530630.4500000002,9274449.65,-0.001616552986554165,-1530630.4500000002,-12525.649999999441,1.3967551808468501,0.0,[],"[{'sid': Equity(4 [VWO]), 'amount': 23289, 'cost_basis': 40.10513497405143, 'last_sale_price': 38.81}, {'sid': Equity(2 [SPY]), 'amount': 341, 'cost_basis': 382.191, 'last_sale_price': 395.12}, {'sid': Equity(3 [VNQ]), 'amount': -18035, 'cost_basis': 82.06821678098142, 'last_sale_price': 84.87}, {'sid': Equity(1 [LQD]), 'amount': 74739, 'cost_basis': 116.21037209690282, 'last_sale_price': 104.04}, {'sid': Equity(0 [DBC]), 'amount': 17858, 'cost_basis': 25.27041408580921, 'last_sale_price': 25.76}]",1.00103094905713,7743819.2,7756344.85,7756344.85,7743819.2,484,2022-11,-0.22641560610150102,0.09212187261089251,0.0,0.0,,,-1.4045251855967247,-1.8047982548592378,-0.2807437908200571,1.9507069372028216,0.0,0.0,[ 0.08214344  0.01194026 -0.25667207  1.          0.16258837]
2022-11-15 21:00:00+00:00,2022-11-15 14:31:00+00:00,2022-11-15 21:00:00+00:00,1485.5364249983104,7853346.236425,4,-7975.261015001684,"[{'id': '24991dee45cc49038bdef5d36c09f83d', 'dt': Timestamp('2022-11-15 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-11-14 21:00:00+0000', tz='UTC'), 'amount': -6915, 'filled': -6915, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '00924dd226ed4a07a84caa5a7703067c', 'dt': Timestamp('2022-11-15 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-11-14 21:00:00+0000', tz='UTC'), 'amount': -107, 'filled': -107, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '58df649a0e9144cb8f38a6906a8dc973', 'dt': Timestamp('2022-11-15 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-11-14 21:00:00+0000', tz='UTC'), 'amount': -5360, 'filled': -5360, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '6fc690653b8a434bb2307651eb8a150a', 'dt': Timestamp('2022-11-15 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-11-14 21:00:00+0000', tz='UTC'), 'amount': -384, 'filled': -384, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'a27f6f8edaae4abdad271d7022d4af24', 'dt': Timestamp('2022-11-15 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-11-14 21:00:00+0000', tz='UTC'), 'amount': 30968, 'filled': 30968, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",1,9858917.750000002,-2007057.05,9858917.750000002,0.015189331424829478,-2007057.05,117502.29744000174,1.5109450726830085,9460.797439999878,"[{'amount': -6915, 'dt': Timestamp('2022-11-15 21:00:00+0000', tz='UTC'), 'price': 39.650165, 'order_id': '24991dee45cc49038bdef5d36c09f83d', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -107, 'dt': Timestamp('2022-11-15 21:00:00+0000', tz='UTC'), 'price': 398.290755, 'order_id': '00924dd226ed4a07a84caa5a7703067c', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -5360, 'dt': Timestamp('2022-11-15 21:00:00+0000', tz='UTC'), 'price': 85.747105, 'order_id': '58df649a0e9144cb8f38a6906a8dc973', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -384, 'dt': Timestamp('2022-11-15 21:00:00+0000', tz='UTC'), 'price': 105.43725500000001, 'order_id': '6fc690653b8a434bb2307651eb8a150a', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 30968, 'dt': Timestamp('2022-11-15 21:00:00+0000', tz='UTC'), 'price': 26.073030000000003, 'order_id': 'a27f6f8edaae4abdad271d7022d4af24', 'sid': Equity(0 [DBC]), 'commission': None}]","[{'sid': Equity(4 [VWO]), 'amount': 16374, 'cost_basis': 40.10513497405143, 'last_sale_price': 39.67}, {'sid': Equity(2 [SPY]), 'amount': 234, 'cost_basis': 382.191, 'last_sale_price': 398.49}, {'sid': Equity(3 [VNQ]), 'amount': -23395, 'cost_basis': 82.91108238704851, 'last_sale_price': 85.79}, {'sid': Equity(1 [LQD]), 'amount': 74355, 'cost_basis': 116.21037209690282, 'last_sale_price': 105.49000000000001}, {'sid': Equity(0 [DBC]), 'amount': 48826, 'cost_basis': 25.7794750293774, 'last_sale_price': 26.060000000000002}]",0.9998108403245857,7851860.700000002,7743819.2,7743819.2,7851860.700000002,485,2022-11,-0.21466537635750094,0.0927201373040984,0.0,0.0,,,-1.30746703706103,-1.6927365694147298,-0.2807437908200571,1.9507069372028216,0.0,0.0,[ 0.08214344  0.01194026 -0.25667207  1.          0.16258837]
