,period_open,period_close,ending_cash,portfolio_value,longs_count,starting_cash,orders,shorts_count,long_value,short_value,long_exposure,returns,short_exposure,pnl,gross_leverage,capital_used,transactions,positions,net_leverage,ending_exposure,starting_exposure,starting_value,ending_value,trading_days,period_label,algorithm_period_return,algo_volatility,benchmark_period_return,benchmark_volatility,alpha,beta,sharpe,sortino,max_drawdown,max_leverage,excess_return,treasury_period_return,weights
2021-05-05 20:00:00+00:00,2021-05-05 13:31:00+00:00,2021-05-05 20:00:00+00:00,407.0135049980745,9764948.523504999,3,407.0135049980745,[],2,10732373.61,-967832.1,10732373.61,-0.002644355610752047,-967832.1,-25890.460000000894,1.1981840643436763,0.0,[],"[{'sid': Equity(4 [VWO]), 'amount': -9635, 'cost_basis': 52.723286436037846, 'last_sale_price': 52.51}, {'sid': Equity(2 [SPY]), 'amount': -1111, 'cost_basis': 392.7921171139219, 'last_sale_price': 415.75}, {'sid': Equity(3 [VNQ]), 'amount': 22230, 'cost_basis': 91.06043255744689, 'last_sale_price': 96.62}, {'sid': Equity(1 [LQD]), 'amount': 59495, 'cost_basis': 136.4770517488901, 'last_sale_price': 131.45}, {'sid': Equity(0 [DBC]), 'amount': 41381, 'cost_basis': 16.22787868049218, 'last_sale_price': 18.46}]",0.9999583189297907,9764541.51,9790431.97,9790431.97,9764541.51,97,2021-05,-0.02350514764949918,0.07007188840213203,0.0,0.0,,,-0.8470064918792324,-1.0850234838550652,-0.05775793805911183,1.4062847783252357,0.0,0.0,[-0.05218178 -0.04752787  0.22479868  0.79827769  0.07663327]
2021-05-06 20:00:00+00:00,2021-05-06 13:31:00+00:00,2021-05-06 20:00:00+00:00,407.0135049980745,9786852.043504998,3,407.0135049980745,[],2,10762975.85,-976530.8200000001,10762975.85,0.0022430758285387764,-976530.8200000001,21903.519999999553,1.199518151272234,0.0,[],"[{'sid': Equity(4 [VWO]), 'amount': -9635, 'cost_basis': 52.723286436037846, 'last_sale_price': 53.03}, {'sid': Equity(2 [SPY]), 'amount': -1111, 'cost_basis': 392.7921171139219, 'last_sale_price': 419.07}, {'sid': Equity(3 [VNQ]), 'amount': 22230, 'cost_basis': 91.06043255744689, 'last_sale_price': 97.16}, {'sid': Equity(1 [LQD]), 'amount': 59495, 'cost_basis': 136.4770517488901, 'last_sale_price': 131.7}, {'sid': Equity(0 [DBC]), 'amount': 41381, 'cost_basis': 16.22787868049218, 'last_sale_price': 18.55}]",0.9999584122143474,9786445.03,9764541.51,9764541.51,9786445.03,98,2021-05,-0.02131479564949923,0.06982297398519373,0.0,0.0,,,-0.7587446669012277,-0.9734860722859092,-0.05775793805911183,1.4062847783252357,0.0,0.0,[-0.05218178 -0.04752787  0.22479868  0.79827769  0.07663327]
2021-05-07 20:00:00+00:00,2021-05-07 13:31:00+00:00,2021-05-07 20:00:00+00:00,407.0135049980745,9817812.773504999,3,407.0135049980745,[],2,10801853.58,-984447.8200000001,10801853.58,0.0031635024073493057,-984447.8200000001,30960.730000000447,1.2005017483942346,0.0,[],"[{'sid': Equity(4 [VWO]), 'amount': -9635, 'cost_basis': 52.723286436037846, 'last_sale_price': 53.5}, {'sid': Equity(2 [SPY]), 'amount': -1111, 'cost_basis': 392.7921171139219, 'last_sale_price': 422.12}, {'sid': Equity(3 [VNQ]), 'amount': 22230, 'cost_basis': 91.06043255744689, 'last_sale_price': 98.44}, {'sid': Equity(1 [LQD]), 'amount': 59495, 'cost_basis': 136.4770517488901, 'last_sale_price': 131.75}, {'sid': Equity(0 [DBC]), 'amount': 41381, 'cost_basis': 16.22787868049218, 'last_sale_price': 18.73}]",0.9999585433625199,9817405.76,9786445.03,9786445.03,9817405.76,99,2021-05,-0.018218722649499308,0.06967404684033705,0.0,0.0,,,-0.6371113805487922,-0.8198354746414097,-0.05775793805911183,1.4062847783252357,0.0,0.0,[-0.05218178 -0.04752787  0.22479868  0.79827769  0.07663327]
2021-05-10 20:00:00+00:00,2021-05-10 13:31:00+00:00,2021-05-10 20:00:00+00:00,407.0135049980745,9783803.873504998,3,407.0135049980745,"[{'id': 'ec74edf1413c4c639d6c4714767726ac', 'dt': Timestamp('2021-05-10 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-10 20:00:00+0000', tz='UTC'), 'amount': -11543, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '6fb880afe745449d92efaad3c2a14f18', 'dt': Timestamp('2021-05-10 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-10 20:00:00+0000', tz='UTC'), 'amount': 3018, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '683a7bed4a6841d992f0263e24f6ccbd', 'dt': Timestamp('2021-05-10 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-10 20:00:00+0000', tz='UTC'), 'amount': -9070, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '3a222ad5277a421eb4dea9dae49c949e', 'dt': Timestamp('2021-05-10 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-10 20:00:00+0000', tz='UTC'), 'amount': 4623, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '85f388c46e084ec99e32d5d77d25001b', 'dt': Timestamp('2021-05-10 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-10 20:00:00+0000', tz='UTC'), 'amount': -19810, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",2,10753565.7,-970168.8400000001,10753565.7,-0.0034639996488605718,-970168.8400000001,-34008.90000000037,1.1982797991023129,0.0,[],"[{'sid': Equity(4 [VWO]), 'amount': -9635, 'cost_basis': 52.723286436037846, 'last_sale_price': 52.5}, {'sid': Equity(2 [SPY]), 'amount': -1111, 'cost_basis': 392.7921171139219, 'last_sale_price': 417.94}, {'sid': Equity(3 [VNQ]), 'amount': 22230, 'cost_basis': 91.06043255744689, 'last_sale_price': 98.41}, {'sid': Equity(1 [LQD]), 'amount': 59495, 'cost_basis': 136.4770517488901, 'last_sale_price': 131.04}, {'sid': Equity(0 [DBC]), 'amount': 41381, 'cost_basis': 16.22787868049218, 'last_sale_price': 18.6}]",0.9999583992575627,9783396.86,9817405.76,9817405.76,9783396.86,100,2021-05,-0.021619612649499298,0.06951747111410712,0.0,0.0,,,-0.7577304691913471,-0.972704220123736,-0.05775793805911183,1.4062847783252357,0.0,0.0,[-0.11364376  0.08149032  0.13236554  0.85877983  0.04100807]
2021-05-11 20:00:00+00:00,2021-05-11 13:31:00+00:00,2021-05-11 20:00:00+00:00,3037.825484997884,9739594.295485,4,407.0135049980745,"[{'id': 'ec74edf1413c4c639d6c4714767726ac', 'dt': Timestamp('2021-05-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-10 20:00:00+0000', tz='UTC'), 'amount': -11543, 'filled': -11543, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '6fb880afe745449d92efaad3c2a14f18', 'dt': Timestamp('2021-05-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-10 20:00:00+0000', tz='UTC'), 'amount': 3018, 'filled': 3018, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '683a7bed4a6841d992f0263e24f6ccbd', 'dt': Timestamp('2021-05-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-10 20:00:00+0000', tz='UTC'), 'amount': -9070, 'filled': -9070, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '3a222ad5277a421eb4dea9dae49c949e', 'dt': Timestamp('2021-05-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-10 20:00:00+0000', tz='UTC'), 'amount': 4623, 'filled': 4623, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '85f388c46e084ec99e32d5d77d25001b', 'dt': Timestamp('2021-05-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-10 20:00:00+0000', tz='UTC'), 'amount': -19810, 'filled': -19810, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",1,10845436.55,-1108880.08,10845436.55,-0.004518649248450357,-1108880.08,-44209.57801999897,1.2273936949860103,2630.8119799997658,"[{'amount': -11543, 'dt': Timestamp('2021-05-11 20:00:00+0000', tz='UTC'), 'price': 52.33382, 'order_id': 'ec74edf1413c4c639d6c4714767726ac', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 3018, 'dt': Timestamp('2021-05-11 20:00:00+0000', tz='UTC'), 'price': 414.41710500000005, 'order_id': '6fb880afe745449d92efaad3c2a14f18', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -9070, 'dt': Timestamp('2021-05-11 20:00:00+0000', tz='UTC'), 'price': 97.121415, 'order_id': '683a7bed4a6841d992f0263e24f6ccbd', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 4623, 'dt': Timestamp('2021-05-11 20:00:00+0000', tz='UTC'), 'price': 130.62528, 'order_id': '3a222ad5277a421eb4dea9dae49c949e', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -19810, 'dt': Timestamp('2021-05-11 20:00:00+0000', tz='UTC'), 'price': 18.7906, 'order_id': '85f388c46e084ec99e32d5d77d25001b', 'sid': Equity(0 [DBC]), 'commission': None}]","[{'sid': Equity(4 [VWO]), 'amount': -21178, 'cost_basis': 52.51100902215622, 'last_sale_price': 52.36}, {'sid': Equity(2 [SPY]), 'amount': 1907, 'cost_basis': 414.41710500000005, 'last_sale_price': 414.21000000000004}, {'sid': Equity(3 [VNQ]), 'amount': 13160, 'cost_basis': 91.06043255744689, 'last_sale_price': 97.17}, {'sid': Equity(1 [LQD]), 'amount': 64118, 'cost_basis': 136.05513059110103, 'last_sale_price': 130.56}, {'sid': Equity(0 [DBC]), 'amount': 21571, 'cost_basis': 16.22787868049218, 'last_sale_price': 18.8}]",0.9996880952745222,9736556.47,9783396.86,9783396.86,9736556.47,101,2021-05,-0.026040570451499212,0.06950318055549899,0.0,0.0,,,-0.9125944942997599,-1.16691281061442,-0.05775793805911183,1.4062847783252357,0.0,0.0,[-0.11364376  0.08149032  0.13236554  0.85877983  0.04100807]
2021-05-12 20:00:00+00:00,2021-05-12 13:31:00+00:00,2021-05-12 20:00:00+00:00,3037.825484997884,9672862.415484998,4,3037.825484997884,[],1,10750326.15,-1080501.56,10750326.15,-0.006851607774970292,-1080501.56,-66731.88000000082,1.2230947988116092,0.0,[],"[{'sid': Equity(4 [VWO]), 'amount': -21178, 'cost_basis': 52.51100902215622, 'last_sale_price': 51.02}, {'sid': Equity(2 [SPY]), 'amount': 1907, 'cost_basis': 414.41710500000005, 'last_sale_price': 405.41}, {'sid': Equity(3 [VNQ]), 'amount': 13160, 'cost_basis': 91.06043255744689, 'last_sale_price': 94.71000000000001}, {'sid': Equity(1 [LQD]), 'amount': 64118, 'cost_basis': 136.05513059110103, 'last_sale_price': 129.85}, {'sid': Equity(0 [DBC]), 'amount': 21571, 'cost_basis': 16.22787868049218, 'last_sale_price': 18.78}]",0.9996859434824448,9669824.59,9736556.47,9736556.47,9669824.59,102,2021-05,-0.032713758451499375,0.0699319620190867,0.0,0.0,,,-1.1401635801087935,-1.4457588666466277,-0.05775793805911183,1.4062847783252357,0.0,0.0,[-0.11364376  0.08149032  0.13236554  0.85877983  0.04100807]
2021-05-13 20:00:00+00:00,2021-05-13 13:31:00+00:00,2021-05-13 20:00:00+00:00,3037.825484997884,9719807.885484999,4,3037.825484997884,[],1,10796000.940000001,-1079230.8800000001,10796000.940000001,0.0048533172481444176,-1079230.8800000001,46945.47000000067,1.2217558165664766,0.0,[],"[{'sid': Equity(4 [VWO]), 'amount': -21178, 'cost_basis': 52.51100902215622, 'last_sale_price': 50.96}, {'sid': Equity(2 [SPY]), 'amount': 1907, 'cost_basis': 414.41710500000005, 'last_sale_price': 410.28000000000003}, {'sid': Equity(3 [VNQ]), 'amount': 13160, 'cost_basis': 91.06043255744689, 'last_sale_price': 95.94}, {'sid': Equity(1 [LQD]), 'amount': 64118, 'cost_basis': 136.05513059110103, 'last_sale_price': 130.34}, {'sid': Equity(0 [DBC]), 'amount': 21571, 'cost_basis': 16.22787868049218, 'last_sale_price': 18.26}]",0.999687460336584,9716770.06,9669824.59,9669824.59,9716770.06,103,2021-05,-0.028019211451499215,0.0700565583659455,0.0,0.0,,,-0.9575923659187575,-1.2223652267903133,-0.05775793805911183,1.4062847783252357,0.0,0.0,[-0.11364376  0.08149032  0.13236554  0.85877983  0.04100807]
2021-05-14 20:00:00+00:00,2021-05-14 13:31:00+00:00,2021-05-14 20:00:00+00:00,3037.825484997884,9777794.295484997,4,3037.825484997884,[],1,10871776.87,-1097020.4000000001,10871776.87,0.005965797954359919,-1097020.4000000001,57986.40999999829,1.2240794711263994,0.0,[],"[{'sid': Equity(4 [VWO]), 'amount': -21178, 'cost_basis': 52.51100902215622, 'last_sale_price': 51.800000000000004}, {'sid': Equity(2 [SPY]), 'amount': 1907, 'cost_basis': 414.41710500000005, 'last_sale_price': 416.58}, {'sid': Equity(3 [VNQ]), 'amount': 13160, 'cost_basis': 91.06043255744689, 'last_sale_price': 97.08}, {'sid': Equity(1 [LQD]), 'amount': 64118, 'cost_basis': 136.05513059110103, 'last_sale_price': 131.05}, {'sid': Equity(0 [DBC]), 'amount': 21571, 'cost_basis': 16.22787868049218, 'last_sale_price': 18.41}]",0.9996893138275161,9774756.469999999,9716770.06,9716770.06,9774756.469999999,104,2021-05,-0.02222057045149939,0.0703873497718055,0.0,0.0,,,-0.7385557802682253,-0.9518039126346067,-0.05775793805911183,1.4062847783252357,0.0,0.0,[-0.11364376  0.08149032  0.13236554  0.85877983  0.04100807]
2021-05-17 20:00:00+00:00,2021-05-17 13:31:00+00:00,2021-05-17 20:00:00+00:00,3037.825484997884,9771797.165484998,4,3037.825484997884,"[{'id': '498cd39cf74b4a1c9f6d5f94aefa9b39', 'dt': Timestamp('2021-05-17 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-17 20:00:00+0000', tz='UTC'), 'amount': -4766, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '95fa1662fe1643509f145cf7d7b46b02', 'dt': Timestamp('2021-05-17 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-17 20:00:00+0000', tz='UTC'), 'amount': 567, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'd63bcb58ab09432d8e8d6eb105930fbd', 'dt': Timestamp('2021-05-17 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-17 20:00:00+0000', tz='UTC'), 'amount': -5118, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '67ae9406f8e6478698e72b54d7470b0c', 'dt': Timestamp('2021-05-17 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-17 20:00:00+0000', tz='UTC'), 'amount': 3631, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '2c6016380c224bdab3cc479b665cb5b7', 'dt': Timestamp('2021-05-17 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-17 20:00:00+0000', tz='UTC'), 'amount': 1945, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",1,10866415.08,-1097655.74,10866415.08,-0.0006133418047838957,-1097655.74,-5997.129999998957,1.2243470282271454,0.0,[],"[{'sid': Equity(4 [VWO]), 'amount': -21178, 'cost_basis': 52.51100902215622, 'last_sale_price': 51.83}, {'sid': Equity(2 [SPY]), 'amount': 1907, 'cost_basis': 414.41710500000005, 'last_sale_price': 415.52}, {'sid': Equity(3 [VNQ]), 'amount': 13160, 'cost_basis': 91.06043255744689, 'last_sale_price': 97.18}, {'sid': Equity(1 [LQD]), 'amount': 64118, 'cost_basis': 136.05513059110103, 'last_sale_price': 130.9}, {'sid': Equity(0 [DBC]), 'amount': 21571, 'cost_basis': 16.22787868049218, 'last_sale_price': 18.64}]",0.9996891231537502,9768759.34,9774756.469999999,9774756.469999999,9768759.34,105,2021-05,-0.022820283451499224,0.07005097007011037,0.0,0.0,,,-0.7560481921119203,-0.9741926308719336,-0.05775793805911183,1.4062847783252357,0.0,0.0,[-0.1376109   0.10523362  0.07997328  0.907545    0.04485901]
2021-05-18 20:00:00+00:00,2021-05-18 13:31:00+00:00,2021-05-18 20:00:00+00:00,6971.679394997962,9719091.949394997,4,3037.825484997884,"[{'id': '498cd39cf74b4a1c9f6d5f94aefa9b39', 'dt': Timestamp('2021-05-18 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-17 20:00:00+0000', tz='UTC'), 'amount': -4766, 'filled': -4766, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '95fa1662fe1643509f145cf7d7b46b02', 'dt': Timestamp('2021-05-18 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-17 20:00:00+0000', tz='UTC'), 'amount': 567, 'filled': 567, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'd63bcb58ab09432d8e8d6eb105930fbd', 'dt': Timestamp('2021-05-18 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-17 20:00:00+0000', tz='UTC'), 'amount': -5118, 'filled': -5118, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '67ae9406f8e6478698e72b54d7470b0c', 'dt': Timestamp('2021-05-18 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-17 20:00:00+0000', tz='UTC'), 'amount': 3631, 'filled': 3631, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '2c6016380c224bdab3cc479b665cb5b7', 'dt': Timestamp('2021-05-18 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-17 20:00:00+0000', tz='UTC'), 'amount': 1945, 'filled': 1945, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",1,11076255.79,-1364135.52,11076255.79,-0.005393605208687813,-1364135.52,-52705.216090001166,1.2799952274115896,3933.853909999132,"[{'amount': -4766, 'dt': Timestamp('2021-05-18 20:00:00+0000', tz='UTC'), 'price': 52.553709999999995, 'order_id': '498cd39cf74b4a1c9f6d5f94aefa9b39', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 567, 'dt': Timestamp('2021-05-18 20:00:00+0000', tz='UTC'), 'price': 412.14597, 'order_id': '95fa1662fe1643509f145cf7d7b46b02', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -5118, 'dt': Timestamp('2021-05-18 20:00:00+0000', tz='UTC'), 'price': 97.15140000000001, 'order_id': 'd63bcb58ab09432d8e8d6eb105930fbd', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 3631, 'dt': Timestamp('2021-05-18 20:00:00+0000', tz='UTC'), 'price': 130.535235, 'order_id': '67ae9406f8e6478698e72b54d7470b0c', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 1945, 'dt': Timestamp('2021-05-18 20:00:00+0000', tz='UTC'), 'price': 18.559275, 'order_id': '2c6016380c224bdab3cc479b665cb5b7', 'sid': Equity(0 [DBC]), 'commission': None}]","[{'sid': Equity(4 [VWO]), 'amount': -25944, 'cost_basis': 52.51885333530776, 'last_sale_price': 52.58}, {'sid': Equity(2 [SPY]), 'amount': 2474, 'cost_basis': 413.89659831244944, 'last_sale_price': 411.94}, {'sid': Equity(3 [VNQ]), 'amount': 8042, 'cost_basis': 91.06043255744689, 'last_sale_price': 97.2}, {'sid': Equity(1 [LQD]), 'amount': 67749, 'cost_basis': 135.75929241059228, 'last_sale_price': 130.47}, {'sid': Equity(0 [DBC]), 'amount': 23516, 'cost_basis': 16.420707641261135, 'last_sale_price': 18.55}]",0.9992826820209854,9712120.27,9768759.34,9768759.34,9712120.27,106,2021-05,-0.028090805060499324,0.07017320511811126,0.0,0.0,,,-0.9303380350289906,-1.1925637323746459,-0.05775793805911183,1.4062847783252357,0.0,0.0,[-0.1376109   0.10523362  0.07997328  0.907545    0.04485901]
2021-05-19 20:00:00+00:00,2021-05-19 13:31:00+00:00,2021-05-19 20:00:00+00:00,6971.679394997962,9693040.819394998,4,6971.679394997962,[],1,11046572.5,-1360503.3599999999,11046572.5,-0.002680407813367869,-1360503.3599999999,-26051.129999998957,1.2799983092173133,0.0,[],"[{'sid': Equity(4 [VWO]), 'amount': -25944, 'cost_basis': 52.51885333530776, 'last_sale_price': 52.44}, {'sid': Equity(2 [SPY]), 'amount': 2474, 'cost_basis': 413.89659831244944, 'last_sale_price': 410.86}, {'sid': Equity(3 [VNQ]), 'amount': 8042, 'cost_basis': 91.06043255744689, 'last_sale_price': 96.89}, {'sid': Equity(1 [LQD]), 'amount': 67749, 'cost_basis': 135.75929241059228, 'last_sale_price': 130.24}, {'sid': Equity(0 [DBC]), 'amount': 23516, 'cost_basis': 16.420707641261135, 'last_sale_price': 18.17}]",0.999280754148786,9686069.14,9712120.27,9712120.27,9686069.14,107,2021-05,-0.030695918060499205,0.06994019725217976,0.0,0.0,,,-1.0149728249933705,-1.2991389932105082,-0.05775793805911183,1.4062847783252357,0.0,0.0,[-0.1376109   0.10523362  0.07997328  0.907545    0.04485901]
2021-05-20 20:00:00+00:00,2021-05-20 13:31:00+00:00,2021-05-20 20:00:00+00:00,6971.679394997962,9763640.889394997,4,6971.679394997962,[],1,11122101.93,-1365432.72,11122101.93,0.007283583275408567,-1365432.72,70600.06999999844,1.2789834029602238,0.0,[],"[{'sid': Equity(4 [VWO]), 'amount': -25944, 'cost_basis': 52.51885333530776, 'last_sale_price': 52.63}, {'sid': Equity(2 [SPY]), 'amount': 2474, 'cost_basis': 413.89659831244944, 'last_sale_price': 415.28000000000003}, {'sid': Equity(3 [VNQ]), 'amount': 8042, 'cost_basis': 91.06043255744689, 'last_sale_price': 97.98}, {'sid': Equity(1 [LQD]), 'amount': 67749, 'cost_basis': 135.75929241059228, 'last_sale_price': 131.13}, {'sid': Equity(0 [DBC]), 'amount': 23516, 'cost_basis': 16.420707641261135, 'last_sale_price': 17.98}]",0.9992859549553312,9756669.209999999,9686069.14,9686069.14,9756669.209999999,108,2021-05,-0.023635911060499448,0.07056528701311476,0.0,0.0,,,-0.7558260366205544,-0.9806347983843534,-0.05775793805911183,1.4062847783252357,0.0,0.0,[-0.1376109   0.10523362  0.07997328  0.907545    0.04485901]
2021-05-21 20:00:00+00:00,2021-05-21 13:31:00+00:00,2021-05-21 20:00:00+00:00,6971.679394997962,9786619.299394997,4,6971.679394997962,[],1,11130551.7,-1350904.08,11130551.7,0.002353467344846649,-1350904.08,22978.41000000015,1.2753592837489445,0.0,[],"[{'sid': Equity(4 [VWO]), 'amount': -25944, 'cost_basis': 52.51885333530776, 'last_sale_price': 52.07}, {'sid': Equity(2 [SPY]), 'amount': 2474, 'cost_basis': 413.89659831244944, 'last_sale_price': 414.94}, {'sid': Equity(3 [VNQ]), 'amount': 8042, 'cost_basis': 91.06043255744689, 'last_sale_price': 97.88}, {'sid': Equity(1 [LQD]), 'amount': 67749, 'cost_basis': 135.75929241059228, 'last_sale_price': 131.22}, {'sid': Equity(0 [DBC]), 'amount': 23516, 'cost_basis': 16.420707641261135, 'last_sale_price': 18.150000000000002}]",0.9992876314913538,9779647.62,9756669.209999999,9756669.209999999,9779647.62,109,2021-05,-0.02133807006049937,0.07034604229005346,0.0,0.0,,,-0.6738790587436393,-0.8756233621879435,-0.05775793805911183,1.4062847783252357,0.0,0.0,[-0.1376109   0.10523362  0.07997328  0.907545    0.04485901]
