,period_open,period_close,ending_value,ending_exposure,starting_cash,long_value,orders,capital_used,long_exposure,net_leverage,short_exposure,longs_count,starting_value,gross_leverage,positions,returns,ending_cash,pnl,transactions,portfolio_value,short_value,starting_exposure,shorts_count,max_leverage,excess_return,max_drawdown,sharpe,algo_volatility,algorithm_period_return,benchmark_period_return,benchmark_volatility,alpha,beta,period_label,sortino,trading_days,treasury_period_return,weights
2021-06-22 20:00:00+00:00,2021-06-22 13:31:00+00:00,2021-06-22 20:00:00+00:00,10780406.170000002,10780406.170000002,-13294.75370499771,14090413.46,"[{'id': 'af257b25f5324560b15676e4847e73cd', 'dt': Timestamp('2021-06-22 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-21 20:00:00+0000', tz='UTC'), 'amount': -5340, 'filled': -5340, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '9e2f01347afa4d58a293a9bae717f49d', 'dt': Timestamp('2021-06-22 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-21 20:00:00+0000', tz='UTC'), 'amount': 2235, 'filled': 2235, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '85a98103363c40cea4dd1a3b143b53cb', 'dt': Timestamp('2021-06-22 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-21 20:00:00+0000', tz='UTC'), 'amount': -11992, 'filled': -11992, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '34d8ebc40a35439cadc4df3798aa02fd', 'dt': Timestamp('2021-06-22 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-21 20:00:00+0000', tz='UTC'), 'amount': -5924, 'filled': -5924, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '5475689a38a0471d8b70230523c9743e', 'dt': Timestamp('2021-06-22 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-21 20:00:00+0000', tz='UTC'), 'amount': 72642, 'filled': 72642, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",-2353.6035649999976,14090413.46,1.001453665520602,-3310007.29,2,10724165.280000001,1.6164247308400108,"[{'sid': Equity(4 [VWO]), 'amount': -37526, 'cost_basis': 54.34874631841923, 'last_sale_price': 53.410000000000004}, {'sid': Equity(2 [SPY]), 'amount': 20932, 'cost_basis': 419.4723753492268, 'last_sale_price': 423.11}, {'sid': Equity(3 [VNQ]), 'amount': -10725, 'cost_basis': 103.298325, 'last_sale_price': 103.35000000000001}, {'sid': Equity(1 [LQD]), 'amount': 39123, 'cost_basis': 132.4965868630679, 'last_sale_price': 133.78}, {'sid': Equity(0 [DBC]), 'amount': -10451, 'cost_basis': 19.020485, 'last_sale_price': 18.88}]",0.0050310837296285715,-15648.357269997708,53887.2864350006,"[{'amount': -5340, 'dt': Timestamp('2021-06-22 20:00:00+0000', tz='UTC'), 'price': 53.383295000000004, 'order_id': 'af257b25f5324560b15676e4847e73cd', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 2235, 'dt': Timestamp('2021-06-22 20:00:00+0000', tz='UTC'), 'price': 423.321555, 'order_id': '9e2f01347afa4d58a293a9bae717f49d', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -11992, 'dt': Timestamp('2021-06-22 20:00:00+0000', tz='UTC'), 'price': 103.298325, 'order_id': '85a98103363c40cea4dd1a3b143b53cb', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -5924, 'dt': Timestamp('2021-06-22 20:00:00+0000', tz='UTC'), 'price': 133.71311, 'order_id': '34d8ebc40a35439cadc4df3798aa02fd', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 72642, 'dt': Timestamp('2021-06-22 20:00:00+0000', tz='UTC'), 'price': 18.88944, 'order_id': '5475689a38a0471d8b70230523c9743e', 'sid': Equity(0 [DBC]), 'commission': None}]",10764757.812730003,-3310007.29,10724165.280000001,3,1.9144284591297334,0.0,-0.029324015947761305,1.6521067056742562,0.0888660441058184,0.07647578127300059,0.0,0.0,,,2021-06,2.335264699861327,130,0.0,"[-0.18793247640132904, 0.8225109577178955, -0.10402834415435791, 0.4878407418727875, -0.018391093239188194]"
2021-06-23 20:00:00+00:00,2021-06-23 13:31:00+00:00,2021-06-23 20:00:00+00:00,10750558.34,10750558.34,-15648.357269997708,14071522.31,[],0.0,14071522.31,1.0014577073580657,-3320963.9699999997,2,10780406.170000002,1.620179983621708,"[{'sid': Equity(4 [VWO]), 'amount': -37526, 'cost_basis': 54.34874631841923, 'last_sale_price': 53.72}, {'sid': Equity(2 [SPY]), 'amount': 20932, 'cost_basis': 419.4723753492268, 'last_sale_price': 422.6}, {'sid': Equity(3 [VNQ]), 'amount': -10725, 'cost_basis': 103.298325, 'last_sale_price': 103.17}, {'sid': Equity(1 [LQD]), 'amount': 39123, 'cost_basis': 132.4965868630679, 'last_sale_price': 133.57}, {'sid': Equity(0 [DBC]), 'amount': -10451, 'cost_basis': 19.020485, 'last_sale_price': 19.0}]",-0.002772735858925346,-15648.357269997708,-29847.830000001937,[],10734909.982730001,-3320963.9699999997,10780406.170000002,3,1.9144284591297334,0.0,-0.029324015947761305,1.5833980878920526,0.08864583183505413,0.07349099827300032,0.0,0.0,,,2021-06,2.236955614939131,131,0.0,"[-0.18793247640132904, 0.8225109577178955, -0.10402834415435791, 0.4878407418727875, -0.018391093239188194]"
2021-06-24 20:00:00+00:00,2021-06-24 13:31:00+00:00,2021-06-24 20:00:00+00:00,10807507.100000003,10807507.100000003,-15648.357269997708,14134024.290000003,[],0.0,14134024.290000003,1.001450015019937,-3326517.19,2,10750558.34,1.6179364367387028,"[{'sid': Equity(4 [VWO]), 'amount': -37526, 'cost_basis': 54.34874631841923, 'last_sale_price': 54.120000000000005}, {'sid': Equity(2 [SPY]), 'amount': 20932, 'cost_basis': 419.4723753492268, 'last_sale_price': 425.1}, {'sid': Equity(3 [VNQ]), 'amount': -10725, 'cost_basis': 103.298325, 'last_sale_price': 102.22}, {'sid': Equity(1 [LQD]), 'amount': 39123, 'cost_basis': 132.4965868630679, 'last_sale_price': 133.83}, {'sid': Equity(0 [DBC]), 'amount': -10451, 'cost_basis': 19.020485, 'last_sale_price': 19.07}]",0.005305005826003351,-15648.357269997708,56948.760000005364,[],10791858.742730007,-3326517.19,10750558.34,3,1.9144284591297334,0.0,-0.029324015947761305,1.6874727725460297,0.08855018918885642,0.07918587427300072,0.0,0.0,,,2021-06,2.3904877172237766,132,0.0,"[-0.18793247640132904, 0.8225109577178955, -0.10402834415435791, 0.4878407418727875, -0.018391093239188194]"
2021-06-25 20:00:00+00:00,2021-06-25 13:31:00+00:00,2021-06-25 20:00:00+00:00,10802345.759999998,10802345.759999998,-15648.357269997708,14151938.559999999,[],0.0,14151938.559999999,1.0014507088393931,-3349592.8000000003,2,10807507.100000003,1.6225106449700302,"[{'sid': Equity(4 [VWO]), 'amount': -37526, 'cost_basis': 54.34874631841923, 'last_sale_price': 54.56}, {'sid': Equity(2 [SPY]), 'amount': 20932, 'cost_basis': 419.4723753492268, 'last_sale_price': 426.61}, {'sid': Equity(3 [VNQ]), 'amount': -10725, 'cost_basis': 103.298325, 'last_sale_price': 102.91}, {'sid': Equity(1 [LQD]), 'amount': 39123, 'cost_basis': 132.4965868630679, 'last_sale_price': 133.48}, {'sid': Equity(0 [DBC]), 'amount': -10451, 'cost_basis': 19.020485, 'last_sale_price': 18.990000000000002}]",-0.0004782623756526272,-15648.357269997708,-5161.340000007302,[],10786697.40273,-3349592.8000000003,10807507.100000003,3,1.9144284591297334,0.0,-0.029324015947761305,1.6706592671872815,0.08822645694554804,0.07866974027300011,0.0,0.0,,,2021-06,2.3667999976702525,133,0.0,"[-0.18793247640132904, 0.8225109577178955, -0.10402834415435791, 0.4878407418727875, -0.018391093239188194]"
2021-06-28 20:00:00+00:00,2021-06-28 13:31:00+00:00,2021-06-28 20:00:00+00:00,10841091.020000001,10841091.020000001,-15648.357269997708,14192240.190000001,"[{'id': '16a6da64005e4e9e9b15c3358fb60e79', 'dt': Timestamp('2021-06-28 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-28 20:00:00+0000', tz='UTC'), 'amount': 45596, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '0c00e701ae48485693989635240a7fe8', 'dt': Timestamp('2021-06-28 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-28 20:00:00+0000', tz='UTC'), 'amount': -18257, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '133b1b9d640c4182ac80ae35724539a0', 'dt': Timestamp('2021-06-28 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-28 20:00:00+0000', tz='UTC'), 'amount': 6799, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '624708f37b5f4595843bd8a8ca7c417c', 'dt': Timestamp('2021-06-28 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-28 20:00:00+0000', tz='UTC'), 'amount': 41638, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '6e48221aedd84a34af0524261be53116', 'dt': Timestamp('2021-06-28 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-28 20:00:00+0000', tz='UTC'), 'amount': -51846, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",0.0,14192240.190000001,1.0014455166183525,-3351149.17,2,10802345.759999998,1.620570161107466,"[{'sid': Equity(4 [VWO]), 'amount': -37526, 'cost_basis': 54.34874631841923, 'last_sale_price': 54.69}, {'sid': Equity(2 [SPY]), 'amount': 20932, 'cost_basis': 419.4723753492268, 'last_sale_price': 427.47}, {'sid': Equity(3 [VNQ]), 'amount': -10725, 'cost_basis': 103.298325, 'last_sale_price': 102.61}, {'sid': Equity(1 [LQD]), 'amount': 39123, 'cost_basis': 132.4965868630679, 'last_sale_price': 134.05}, {'sid': Equity(0 [DBC]), 'amount': -10451, 'cost_basis': 19.020485, 'last_sale_price': 18.98}]",0.0035919483557775855,-15648.357269997708,38745.260000005364,[],10825442.662730005,-3351149.17,10802345.759999998,3,1.9144284591297334,0.0,-0.029324015947761305,1.7394014142755723,0.0879908348131291,0.08254426627300071,0.0,0.0,,,2021-06,2.466826884135398,134,0.0,"[0.04076964408159256, 0.10560290515422821, -0.037204235792160034, 1.000056505203247, -0.10922487825155258]"
2021-06-29 20:00:00+00:00,2021-06-29 13:31:00+00:00,2021-06-29 20:00:00+00:00,10834305.440000001,10834305.440000001,-15648.357269997708,12424056.81,"[{'id': '16a6da64005e4e9e9b15c3358fb60e79', 'dt': Timestamp('2021-06-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-28 20:00:00+0000', tz='UTC'), 'amount': 45596, 'filled': 45596, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '0c00e701ae48485693989635240a7fe8', 'dt': Timestamp('2021-06-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-28 20:00:00+0000', tz='UTC'), 'amount': -18257, 'filled': -18257, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '133b1b9d640c4182ac80ae35724539a0', 'dt': Timestamp('2021-06-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-28 20:00:00+0000', tz='UTC'), 'amount': 6799, 'filled': 6799, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '624708f37b5f4595843bd8a8ca7c417c', 'dt': Timestamp('2021-06-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-28 20:00:00+0000', tz='UTC'), 'amount': 41638, 'filled': 41638, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '6e48221aedd84a34af0524261be53116', 'dt': Timestamp('2021-06-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-28 20:00:00+0000', tz='UTC'), 'amount': -51846, 'filled': -51846, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",12636.55941499956,12424056.81,1.000278064463443,-1589751.37,3,10841091.020000001,1.2938258940254102,"[{'sid': Equity(4 [VWO]), 'amount': 8070, 'cost_basis': 54.677324999999996, 'last_sale_price': 54.65}, {'sid': Equity(2 [SPY]), 'amount': 2675, 'cost_basis': 419.4723753492268, 'last_sale_price': 427.7}, {'sid': Equity(3 [VNQ]), 'amount': -3926, 'cost_basis': 103.298325, 'last_sale_price': 102.33}, {'sid': Equity(1 [LQD]), 'amount': 80761, 'cost_basis': 133.41456972838137, 'last_sale_price': 134.21}, {'sid': Equity(0 [DBC]), 'amount': -62297, 'cost_basis': 19.053757919723264, 'last_sale_price': 19.07}]",0.0005404840797083033,-3011.797854997567,5850.979414999485,"[{'amount': 45596, 'dt': Timestamp('2021-06-29 20:00:00+0000', tz='UTC'), 'price': 54.677324999999996, 'order_id': '16a6da64005e4e9e9b15c3358fb60e79', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -18257, 'dt': Timestamp('2021-06-29 20:00:00+0000', tz='UTC'), 'price': 427.48615, 'order_id': '0c00e701ae48485693989635240a7fe8', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 6799, 'dt': Timestamp('2021-06-29 20:00:00+0000', tz='UTC'), 'price': 102.381165, 'order_id': '133b1b9d640c4182ac80ae35724539a0', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 41638, 'dt': Timestamp('2021-06-29 20:00:00+0000', tz='UTC'), 'price': 134.277105, 'order_id': '624708f37b5f4595843bd8a8ca7c417c', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -51846, 'dt': Timestamp('2021-06-29 20:00:00+0000', tz='UTC'), 'price': 19.060465, 'order_id': '6e48221aedd84a34af0524261be53116', 'sid': Equity(0 [DBC]), 'commission': None}]",10831293.642145004,-1589751.37,10841091.020000001,2,1.9144284591297334,0.0,-0.029324015947761305,1.7445035551081571,0.08766194356001014,0.08312936421450079,0.0,0.0,,,2021-06,2.47399521313554,135,0.0,"[0.04076964408159256, 0.10560290515422821, -0.037204235792160034, 1.000056505203247, -0.10922487825155258]"
2021-06-30 20:00:00+00:00,2021-06-30 13:31:00+00:00,2021-06-30 20:00:00+00:00,10835545.370000001,10835545.370000001,-3011.797854997567,12434390.16,[],0.0,12434390.16,1.0002780326352039,-1598844.79,3,10834305.440000001,1.2954711708519735,"[{'sid': Equity(4 [VWO]), 'amount': 8070, 'cost_basis': 54.677324999999996, 'last_sale_price': 54.31}, {'sid': Equity(2 [SPY]), 'amount': 2675, 'cost_basis': 419.4723753492268, 'last_sale_price': 428.06}, {'sid': Equity(3 [VNQ]), 'amount': -3926, 'cost_basis': 103.298325, 'last_sale_price': 101.79}, {'sid': Equity(1 [LQD]), 'amount': 80761, 'cost_basis': 133.41456972838137, 'last_sale_price': 134.36}, {'sid': Equity(0 [DBC]), 'amount': -62297, 'cost_basis': 19.053757919723264, 'last_sale_price': 19.25}]",0.00011447663048991252,-3011.797854997567,1239.929999999702,[],10832533.572145004,-1598844.79,10834305.440000001,2,1.9144284591297334,0.0,-0.029324015947761305,1.7405032857889788,0.08733923791013085,0.08325335721450067,0.0,0.0,,,2021-06,2.468327128981645,136,0.0,"[0.04076964408159256, 0.10560290515422821, -0.037204235792160034, 1.000056505203247, -0.10922487825155258]"
2021-07-01 20:00:00+00:00,2021-07-01 13:31:00+00:00,2021-07-01 20:00:00+00:00,10803575.020000001,10803575.020000001,-3011.797854997567,12408508.040000001,[],0.0,12408508.040000001,1.0002788556293825,-1604933.02,3,10835545.370000001,1.2974731754050985,"[{'sid': Equity(4 [VWO]), 'amount': 8070, 'cost_basis': 54.677324999999996, 'last_sale_price': 54.02}, {'sid': Equity(2 [SPY]), 'amount': 2675, 'cost_basis': 419.4723753492268, 'last_sale_price': 430.43}, {'sid': Equity(3 [VNQ]), 'amount': -3926, 'cost_basis': 103.298325, 'last_sale_price': 102.23}, {'sid': Equity(1 [LQD]), 'amount': 80761, 'cost_basis': 133.41456972838137, 'last_sale_price': 133.99}, {'sid': Equity(0 [DBC]), 'amount': -62297, 'cost_basis': 19.053757919723264, 'last_sale_price': 19.32}]",-0.0029513271098654537,-3011.797854997567,-31970.349999999627,[],10800563.222145004,-1604933.02,10835545.370000001,2,1.9144284591297334,0.0,-0.029324015947761305,1.6692401228072842,0.08715098395368538,0.08005632221450076,0.0,0.0,,,2021-07,2.365801688464238,137,0.0,"[0.04076964408159256, 0.10560290515422821, -0.037204235792160034, 1.000056505203247, -0.10922487825155258]"
2021-07-02 20:00:00+00:00,2021-07-02 13:31:00+00:00,2021-07-02 20:00:00+00:00,10830150.23,10830150.23,-3011.797854997567,12447513.77,[],0.0,12447513.77,1.0002781711782733,-1617363.54,3,10803575.020000001,1.2990392058018192,"[{'sid': Equity(4 [VWO]), 'amount': 8070, 'cost_basis': 54.677324999999996, 'last_sale_price': 53.96}, {'sid': Equity(2 [SPY]), 'amount': 2675, 'cost_basis': 419.4723753492268, 'last_sale_price': 433.72}, {'sid': Equity(3 [VNQ]), 'amount': -3926, 'cost_basis': 103.298325, 'last_sale_price': 102.54}, {'sid': Equity(1 [LQD]), 'amount': 80761, 'cost_basis': 133.41456972838137, 'last_sale_price': 134.37}, {'sid': Equity(0 [DBC]), 'amount': -62297, 'cost_basis': 19.053757919723264, 'last_sale_price': 19.5}]",0.0024605392749805777,-3011.797854997567,26575.20999999903,[],10827138.432145003,-1617363.54,10803575.020000001,2,1.9144284591297334,0.0,-0.029324015947761305,1.7142346125854706,0.0868696171534239,0.0827138432145007,0.0,0.0,,,2021-07,2.4305505312256406,138,0.0,"[0.04076964408159256, 0.10560290515422821, -0.037204235792160034, 1.000056505203247, -0.10922487825155258]"
2021-07-06 20:00:00+00:00,2021-07-06 13:31:00+00:00,2021-07-06 20:00:00+00:00,10889854.880000003,10889854.880000003,-3011.797854997567,12477145.510000002,"[{'id': 'b69d2ae3c5a04726b3543c29617bacb9', 'dt': Timestamp('2021-07-06 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-07-06 20:00:00+0000', tz='UTC'), 'amount': -33714, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'dee32a2acb5647579d7e24a78261e386', 'dt': Timestamp('2021-07-06 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-07-06 20:00:00+0000', tz='UTC'), 'amount': 345, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '747c51d6a56649d88fb1eda7bb553f8e', 'dt': Timestamp('2021-07-06 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-07-06 20:00:00+0000', tz='UTC'), 'amount': -15818, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '9463a1712ad94590aa642b86561fea76', 'dt': Timestamp('2021-07-06 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-07-06 20:00:00+0000', tz='UTC'), 'amount': -36, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '2c11ed92ec37479bb613642ece6ad7d4', 'dt': Timestamp('2021-07-06 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-07-06 20:00:00+0000', tz='UTC'), 'amount': 172527, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",0.0,12477145.510000002,1.0002766456568053,-1587290.63,3,10830150.23,1.291874608082339,"[{'sid': Equity(4 [VWO]), 'amount': 8070, 'cost_basis': 54.677324999999996, 'last_sale_price': 52.99}, {'sid': Equity(2 [SPY]), 'amount': 2675, 'cost_basis': 419.4723753492268, 'last_sale_price': 432.93}, {'sid': Equity(3 [VNQ]), 'amount': -3926, 'cost_basis': 103.298325, 'last_sale_price': 103.29}, {'sid': Equity(1 [LQD]), 'amount': 80761, 'cost_basis': 133.41456972838137, 'last_sale_price': 134.86}, {'sid': Equity(0 [DBC]), 'amount': -62297, 'cost_basis': 19.053757919723264, 'last_sale_price': 18.97}]",0.005514351772093695,-3011.797854997567,59704.650000002235,[],10886843.082145005,-1587290.63,10830150.23,2,1.9144284591297334,0.0,-0.029324015947761305,1.8182793475016572,0.08680779250818256,0.08868430821450102,0.0,0.0,,,2021-07,2.585554296845572,139,0.0,"[-0.12482292950153351, 0.1201002225279808, -0.18732523918151855, 0.9999740719795227, 0.19207386672496796]"
2021-07-07 20:00:00+00:00,2021-07-07 13:31:00+00:00,2021-07-07 20:00:00+00:00,10894863.04,10894863.04,-3011.797854997567,14301486.399999999,"[{'id': 'b69d2ae3c5a04726b3543c29617bacb9', 'dt': Timestamp('2021-07-07 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-07-06 20:00:00+0000', tz='UTC'), 'amount': -33714, 'filled': -33714, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'dee32a2acb5647579d7e24a78261e386', 'dt': Timestamp('2021-07-07 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-07-06 20:00:00+0000', tz='UTC'), 'amount': 345, 'filled': 345, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '747c51d6a56649d88fb1eda7bb553f8e', 'dt': Timestamp('2021-07-07 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-07-06 20:00:00+0000', tz='UTC'), 'amount': -15818, 'filled': -15818, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '9463a1712ad94590aa642b86561fea76', 'dt': Timestamp('2021-07-07 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-07-06 20:00:00+0000', tz='UTC'), 'amount': -36, 'filled': -36, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '2c11ed92ec37479bb613642ece6ad7d4', 'dt': Timestamp('2021-07-07 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-07-06 20:00:00+0000', tz='UTC'), 'amount': 172527, 'filled': 172527, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",46145.27876999974,14301486.399999999,0.9960565464769965,-3406623.3600000003,3,10889854.880000003,1.6189536837152563,"[{'sid': Equity(4 [VWO]), 'amount': -25644, 'cost_basis': 53.01348, 'last_sale_price': 53.04}, {'sid': Equity(2 [SPY]), 'amount': 3020, 'cost_basis': 421.2093537778747, 'last_sale_price': 434.46000000000004}, {'sid': Equity(3 [VNQ]), 'amount': -19744, 'cost_basis': 103.53855126114264, 'last_sale_price': 103.65}, {'sid': Equity(1 [LQD]), 'amount': 80725, 'cost_basis': 133.41456972838137, 'last_sale_price': 135.32}, {'sid': Equity(0 [DBC]), 'amount': 110230, 'cost_basis': 18.749370000000003, 'last_sale_price': 18.740000000000002}]",0.004698647567896952,43133.48091500206,51153.438769996166,"[{'amount': -33714, 'dt': Timestamp('2021-07-07 20:00:00+0000', tz='UTC'), 'price': 53.01348, 'order_id': 'b69d2ae3c5a04726b3543c29617bacb9', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 345, 'dt': Timestamp('2021-07-07 20:00:00+0000', tz='UTC'), 'price': 434.67723, 'order_id': 'dee32a2acb5647579d7e24a78261e386', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -15818, 'dt': Timestamp('2021-07-07 20:00:00+0000', tz='UTC'), 'price': 103.59817500000001, 'order_id': '747c51d6a56649d88fb1eda7bb553f8e', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -36, 'dt': Timestamp('2021-07-07 20:00:00+0000', tz='UTC'), 'price': 135.25234, 'order_id': '9463a1712ad94590aa642b86561fea76', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 172527, 'dt': Timestamp('2021-07-07 20:00:00+0000', tz='UTC'), 'price': 18.749370000000003, 'order_id': '2c11ed92ec37479bb613642ece6ad7d4', 'sid': Equity(0 [DBC]), 'commission': None}]",10937996.520915002,-3406623.3600000003,10889854.880000003,2,1.9144284591297334,0.0,-0.029324015947761305,1.9058034919080145,0.08666735486689914,0.09379965209150076,0.0,0.0,,,2021-07,2.715342530418983,140,0.0,"[-0.12482292950153351, 0.1201002225279808, -0.18732523918151855, 0.9999740719795227, 0.19207386672496796]"
