,period_open,period_close,ending_exposure,returns,starting_value,starting_cash,ending_cash,short_value,net_leverage,short_exposure,gross_leverage,positions,longs_count,ending_value,shorts_count,starting_exposure,portfolio_value,pnl,transactions,long_exposure,orders,long_value,capital_used,algorithm_period_return,treasury_period_return,sortino,alpha,beta,benchmark_period_return,benchmark_volatility,max_drawdown,max_leverage,period_label,sharpe,trading_days,algo_volatility,excess_return,weights
2021-11-17 21:00:00+00:00,2021-11-17 14:31:00+00:00,2021-11-17 21:00:00+00:00,11652730.66,-0.0018180070404886228,11673922.17,-17471.161810013466,-17471.161810013466,-4253652.6,1.0015015704473744,-4253652.6,1.7326674891209906,"[{'sid': Equity(4 [VWO]), 'amount': 39246, 'cost_basis': 51.98598, 'last_sale_price': 51.77}, {'sid': Equity(2 [SPY]), 'amount': 10274, 'cost_basis': 454.82819588505174, 'last_sale_price': 468.14}, {'sid': Equity(3 [VNQ]), 'amount': -38652, 'cost_basis': 109.655145, 'last_sale_price': 110.05}, {'sid': Equity(1 [LQD]), 'amount': 53877, 'cost_basis': 133.38430058209133, 'last_sale_price': 132.28}, {'sid': Equity(0 [DBC]), 'amount': 91766, 'cost_basis': 21.320655, 'last_sale_price': 21.12}]",4,11652730.66,1,11673922.17,11635259.498189986,-21191.51000000164,[],15906383.26,[],15906383.26,0.0,0.16352594981899848,0.0,2.8320784487818425,,,0.0,0.0,-0.042089534356849485,2.9819189358791602,2021-11,1.841151252187836,234,0.09084928166090678,0.0,"[0.17522913217544556, 0.412496954202652, -0.36667174100875854, 0.6107366681098938, 0.168209046125412]"
2021-11-18 21:00:00+00:00,2021-11-18 14:31:00+00:00,2021-11-18 21:00:00+00:00,11666547.48,0.001187495646500114,11652730.66,-17471.161810013466,-17471.161810013466,-4254425.640000001,1.0014997894539273,-4254425.640000001,1.7319312028625133,"[{'sid': Equity(4 [VWO]), 'amount': 39246, 'cost_basis': 51.98598, 'last_sale_price': 51.15}, {'sid': Equity(2 [SPY]), 'amount': 10274, 'cost_basis': 454.82819588505174, 'last_sale_price': 469.73}, {'sid': Equity(3 [VNQ]), 'amount': -38652, 'cost_basis': 109.655145, 'last_sale_price': 110.07000000000001}, {'sid': Equity(1 [LQD]), 'amount': 53877, 'cost_basis': 133.38430058209133, 'last_sale_price': 132.58}, {'sid': Equity(0 [DBC]), 'amount': 91766, 'cost_basis': 21.320655, 'last_sale_price': 21.19}]",4,11666547.48,1,11652730.66,11649076.318189986,13816.820000000298,[],15920973.120000001,[],15920973.120000001,0.0,0.16490763181899837,0.0,2.8476528557579965,,,0.0,0.0,-0.042089534356849485,2.9819189358791602,2021-11,1.8512600438938864,235,0.09065657373168086,0.0,"[0.17522913217544556, 0.412496954202652, -0.36667174100875854, 0.6107366681098938, 0.168209046125412]"
2021-11-19 21:00:00+00:00,2021-11-19 14:31:00+00:00,2021-11-19 21:00:00+00:00,11675247.040000001,0.0007468025586214733,11666547.48,-17471.161810013466,-17471.161810013466,-4229301.84,1.001498670243155,-4229301.84,1.7270747808479934,"[{'sid': Equity(4 [VWO]), 'amount': 39246, 'cost_basis': 51.98598, 'last_sale_price': 51.06}, {'sid': Equity(2 [SPY]), 'amount': 10274, 'cost_basis': 454.82819588505174, 'last_sale_price': 468.89}, {'sid': Equity(3 [VNQ]), 'amount': -38652, 'cost_basis': 109.655145, 'last_sale_price': 109.42}, {'sid': Equity(1 [LQD]), 'amount': 53877, 'cost_basis': 133.38430058209133, 'last_sale_price': 133.08}, {'sid': Equity(0 [DBC]), 'amount': 91766, 'cost_basis': 21.320655, 'last_sale_price': 20.85}]",4,11675247.040000001,1,11666547.48,11657775.878189988,8699.560000002384,[],15904548.88,[],15904548.88,0.0,0.16577758781899843,0.0,2.8551725711799447,,,0.0,0.0,-0.042089534356849485,2.9819189358791602,2021-11,1.8561646280018826,236,0.09046352031360336,0.0,"[0.17522913217544556, 0.412496954202652, -0.36667174100875854, 0.6107366681098938, 0.168209046125412]"
2021-11-22 21:00:00+00:00,2021-11-22 14:31:00+00:00,2021-11-22 21:00:00+00:00,11613024.64,-0.0053374160431760576,11675247.040000001,-17471.161810013466,-17471.161810013466,-4208429.76,1.0015067121929864,-4208429.76,1.7273762910648551,"[{'sid': Equity(4 [VWO]), 'amount': 39246, 'cost_basis': 51.98598, 'last_sale_price': 50.53}, {'sid': Equity(2 [SPY]), 'amount': 10274, 'cost_basis': 454.82819588505174, 'last_sale_price': 467.57}, {'sid': Equity(3 [VNQ]), 'amount': -38652, 'cost_basis': 109.655145, 'last_sale_price': 108.88}, {'sid': Equity(1 [LQD]), 'amount': 53877, 'cost_basis': 133.38430058209133, 'last_sale_price': 131.92000000000002}, {'sid': Equity(0 [DBC]), 'amount': 91766, 'cost_basis': 21.320655, 'last_sale_price': 21.0}]",4,11613024.64,1,11675247.040000001,11595553.478189986,-62222.400000002235,[],15821454.4,"[{'id': '901fa3bd1b314cb6baa4e97aa4f4106d', 'dt': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'amount': -78910, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '76605cf42ed04f169823808802455934', 'dt': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'amount': -2859, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '1d37bcb5e94d4e878165f092db00bc01', 'dt': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'amount': 32499, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'e71753763cf94e229d86cb0b62d23658', 'dt': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'amount': 17422, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'a7ac4bd5d55545ea8c5e1dc7688c54a0', 'dt': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'amount': -25247, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",15821454.4,0.0,0.15955534781899816,0.0,2.7404141942956897,,,0.0,0.0,-0.042089534356849485,2.9819189358791602,2021-11,1.785199683776122,237,0.09048369093762099,0.0,"[-0.17284679412841797, 0.2989850342273712, -0.05776898190379143, 0.8111627697944641, 0.12046773731708527]"
2021-11-23 21:00:00+00:00,2021-11-23 14:31:00+00:00,2021-11-23 21:00:00+00:00,11550989.69,-0.004080373905738344,11613024.64,-17471.161810013466,-2750.405645013554,-2681558.4,1.0002381666656959,-2681558.4,1.464648079548753,"[{'sid': Equity(4 [VWO]), 'amount': -39664, 'cost_basis': 50.55471, 'last_sale_price': 50.58}, {'sid': Equity(2 [SPY]), 'amount': 7415, 'cost_basis': 454.82819588505174, 'last_sale_price': 468.19}, {'sid': Equity(3 [VNQ]), 'amount': -6153, 'cost_basis': 109.655145, 'last_sale_price': 109.76}, {'sid': Equity(1 [LQD]), 'amount': 71299, 'cost_basis': 132.81280928542245, 'last_sale_price': 130.98}, {'sid': Equity(0 [DBC]), 'amount': 66519, 'cost_basis': 21.320655, 'last_sale_price': 21.38}]",3,11550989.69,2,11613024.64,11548239.284354987,-47314.193834999576,"[{'amount': -78910, 'dt': Timestamp('2021-11-23 21:00:00+0000', tz='UTC'), 'price': 50.55471, 'order_id': '901fa3bd1b314cb6baa4e97aa4f4106d', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -2859, 'dt': Timestamp('2021-11-23 21:00:00+0000', tz='UTC'), 'price': 467.955905, 'order_id': '76605cf42ed04f169823808802455934', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 32499, 'dt': Timestamp('2021-11-23 21:00:00+0000', tz='UTC'), 'price': 109.81488, 'order_id': '1d37bcb5e94d4e878165f092db00bc01', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 17422, 'dt': Timestamp('2021-11-23 21:00:00+0000', tz='UTC'), 'price': 131.04549, 'order_id': 'e71753763cf94e229d86cb0b62d23658', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -25247, 'dt': Timestamp('2021-11-23 21:00:00+0000', tz='UTC'), 'price': 21.36931, 'order_id': 'a7ac4bd5d55545ea8c5e1dc7688c54a0', 'sid': Equity(0 [DBC]), 'commission': None}]",14232548.09,"[{'id': '901fa3bd1b314cb6baa4e97aa4f4106d', 'dt': Timestamp('2021-11-23 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'amount': -78910, 'filled': -78910, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '76605cf42ed04f169823808802455934', 'dt': Timestamp('2021-11-23 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'amount': -2859, 'filled': -2859, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '1d37bcb5e94d4e878165f092db00bc01', 'dt': Timestamp('2021-11-23 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'amount': 32499, 'filled': 32499, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'e71753763cf94e229d86cb0b62d23658', 'dt': Timestamp('2021-11-23 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'amount': 17422, 'filled': 17422, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'a7ac4bd5d55545ea8c5e1dc7688c54a0', 'dt': Timestamp('2021-11-23 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'amount': -25247, 'filled': -25247, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",14232548.09,14720.756164999679,0.1548239284354982,0.0,2.654446074706483,,,0.0,0.0,-0.042089534356849485,2.9819189358791602,2021-11,1.731108325584196,238,0.0904232015042703,0.0,"[-0.17284679412841797, 0.2989850342273712, -0.05776898190379143, 0.8111627697944641, 0.12046773731708527]"
2021-11-24 21:00:00+00:00,2021-11-24 14:31:00+00:00,2021-11-24 21:00:00+00:00,11594051.64,0.0037288757999964783,11550989.69,-2750.405645013554,-2750.405645013554,-2687362.05,1.000237281871069,-2687362.05,1.463923281512772,"[{'sid': Equity(4 [VWO]), 'amount': -39664, 'cost_basis': 50.55471, 'last_sale_price': 50.52}, {'sid': Equity(2 [SPY]), 'amount': 7415, 'cost_basis': 454.82819588505174, 'last_sale_price': 469.44}, {'sid': Equity(3 [VNQ]), 'amount': -6153, 'cost_basis': 109.655145, 'last_sale_price': 111.09}, {'sid': Equity(1 [LQD]), 'amount': 71299, 'cost_basis': 132.81280928542245, 'last_sale_price': 131.61}, {'sid': Equity(0 [DBC]), 'amount': 66519, 'cost_basis': 21.320655, 'last_sale_price': 21.3}]",3,11594051.64,2,11550989.69,11591301.234354988,43061.95000000112,[],14281413.69,[],14281413.69,0.0,0.15913012343549826,0.0,2.715699994600434,,,0.0,0.0,-0.042089534356849485,2.9819189358791602,2021-11,1.7699644603535012,239,0.09028944654528485,0.0,"[-0.17284679412841797, 0.2989850342273712, -0.05776898190379143, 0.8111627697944641, 0.12046773731708527]"
2021-11-26 18:00:00+00:00,2021-11-26 14:31:00+00:00,2021-11-26 18:00:00+00:00,11585942.88,-0.0006995556267632708,11594051.64,-2750.405645013554,-2750.405645013554,-2609646.56,1.000237447979139,-2609646.56,1.4508293837995472,"[{'sid': Equity(4 [VWO]), 'amount': -39664, 'cost_basis': 50.55471, 'last_sale_price': 49.04}, {'sid': Equity(2 [SPY]), 'amount': 7415, 'cost_basis': 454.82819588505174, 'last_sale_price': 458.97}, {'sid': Equity(3 [VNQ]), 'amount': -6153, 'cost_basis': 109.655145, 'last_sale_price': 108.0}, {'sid': Equity(1 [LQD]), 'amount': 71299, 'cost_basis': 132.81280928542245, 'last_sale_price': 132.68}, {'sid': Equity(0 [DBC]), 'amount': 66519, 'cost_basis': 21.320655, 'last_sale_price': 20.03}]",3,11585942.88,2,11594051.64,11583192.474354988,-8108.7599999997765,[],14195589.440000001,[],14195589.440000001,0.0,0.1583192474354982,0.0,2.697327121793206,,,0.0,0.0,-0.042089534356849485,2.9819189358791602,2021-11,1.7579340401392416,240,0.09011072270461898,0.0,"[-0.17284679412841797, 0.2989850342273712, -0.05776898190379143, 0.8111627697944641, 0.12046773731708527]"
2021-11-29 21:00:00+00:00,2021-11-29 14:31:00+00:00,2021-11-29 21:00:00+00:00,11626407.360000001,0.003493378884067422,11585942.88,-2750.405645013554,-2750.405645013554,-2617345.44,1.0002366213710379,-2617345.44,1.4505846401190223,"[{'sid': Equity(4 [VWO]), 'amount': -39664, 'cost_basis': 50.55471, 'last_sale_price': 49.11}, {'sid': Equity(2 [SPY]), 'amount': 7415, 'cost_basis': 454.82819588505174, 'last_sale_price': 464.6}, {'sid': Equity(3 [VNQ]), 'amount': -6153, 'cost_basis': 109.655145, 'last_sale_price': 108.8}, {'sid': Equity(1 [LQD]), 'amount': 71299, 'cost_basis': 132.81280928542245, 'last_sale_price': 132.77}, {'sid': Equity(0 [DBC]), 'amount': 66519, 'cost_basis': 21.320655, 'last_sale_price': 20.03}]",3,11626407.360000001,2,11585942.88,11623656.954354988,40464.48000000045,[],14243752.8,"[{'id': 'e73c054cdcaf4e86bfcb06ba2d8d0394', 'dt': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'amount': 2431, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'eb141e081f6b4387a00c1be4c39ea005', 'dt': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'amount': -3977, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '5ddded2835934147a56c1d5e7cd64f1b', 'dt': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'amount': 29678, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'da8e340a955a4db3a6b91ccae19d7d96', 'dt': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'amount': -27849, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '18c5b24db24f4453b29296f00bf9b4ed', 'dt': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'amount': 109545, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",14243752.8,0.0,0.16236569543549817,0.0,2.754053688082721,,,0.0,0.0,-0.042089534356849485,2.9819189358791602,2021-11,1.793968445527346,241,0.08997049942573776,0.0,"[-0.15730853378772736, 0.1374133825302124, 0.22020076215267181, 0.49629873037338257, 0.3033955991268158]"
2021-11-30 21:00:00+00:00,2021-11-30 14:31:00+00:00,2021-11-30 21:00:00+00:00,11456966.230000002,-0.006788537286059326,11626407.360000001,-2750.405645013554,87783.09571998613,-1831491.27,0.9923962752898915,-1831491.27,1.3096818599876396,"[{'sid': Equity(4 [VWO]), 'amount': -37233, 'cost_basis': 50.55471, 'last_sale_price': 49.19}, {'sid': Equity(2 [SPY]), 'amount': 3438, 'cost_basis': 454.82819588505174, 'last_sale_price': 455.56}, {'sid': Equity(3 [VNQ]), 'amount': 23525, 'cost_basis': 106.79337000000001, 'last_sale_price': 106.74000000000001}, {'sid': Equity(1 [LQD]), 'amount': 43450, 'cost_basis': 132.81280928542245, 'last_sale_price': 133.06}, {'sid': Equity(0 [DBC]), 'amount': 176064, 'cost_basis': 20.181480701591465, 'last_sale_price': 19.48}]",4,11456966.230000002,1,11626407.360000001,11544749.325719988,-78907.62863500044,"[{'amount': 2431, 'dt': Timestamp('2021-11-30 21:00:00+0000', tz='UTC'), 'price': 49.214594999999996, 'order_id': 'e73c054cdcaf4e86bfcb06ba2d8d0394', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -3977, 'dt': Timestamp('2021-11-30 21:00:00+0000', tz='UTC'), 'price': 455.33222, 'order_id': 'eb141e081f6b4387a00c1be4c39ea005', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 29678, 'dt': Timestamp('2021-11-30 21:00:00+0000', tz='UTC'), 'price': 106.79337000000001, 'order_id': '5ddded2835934147a56c1d5e7cd64f1b', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -27849, 'dt': Timestamp('2021-11-30 21:00:00+0000', tz='UTC'), 'price': 132.99347, 'order_id': 'da8e340a955a4db3a6b91ccae19d7d96', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 109545, 'dt': Timestamp('2021-11-30 21:00:00+0000', tz='UTC'), 'price': 19.48974, 'order_id': '18c5b24db24f4453b29296f00bf9b4ed', 'sid': Equity(0 [DBC]), 'commission': None}]",13288457.500000002,"[{'id': 'e73c054cdcaf4e86bfcb06ba2d8d0394', 'dt': Timestamp('2021-11-30 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'amount': 2431, 'filled': 2431, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'eb141e081f6b4387a00c1be4c39ea005', 'dt': Timestamp('2021-11-30 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'amount': -3977, 'filled': -3977, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '5ddded2835934147a56c1d5e7cd64f1b', 'dt': Timestamp('2021-11-30 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'amount': 29678, 'filled': 29678, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'da8e340a955a4db3a6b91ccae19d7d96', 'dt': Timestamp('2021-11-30 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'amount': -27849, 'filled': -27849, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '18c5b24db24f4453b29296f00bf9b4ed', 'dt': Timestamp('2021-11-30 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'amount': 109545, 'filled': 109545, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",13288457.500000002,90533.50136500038,0.15447493257199807,0.0,2.6092479106129227,,,0.0,0.0,-0.042089534356849485,2.9819189358791602,2021-11,1.7054704204274467,242,0.09010312940335093,0.0,"[-0.15730853378772736, 0.1374133825302124, 0.22020076215267181, 0.49629873037338257, 0.3033955991268158]"
2021-12-01 21:00:00+00:00,2021-12-01 14:31:00+00:00,2021-12-01 21:00:00+00:00,11359793.06,-0.008417087912295784,11456966.230000002,87783.09571998613,87783.09571998613,-1830374.28,0.9923317307938482,-1830374.28,1.312115457078197,"[{'sid': Equity(4 [VWO]), 'amount': -37233, 'cost_basis': 50.55471, 'last_sale_price': 49.160000000000004}, {'sid': Equity(2 [SPY]), 'amount': 3438, 'cost_basis': 454.82819588505174, 'last_sale_price': 450.5}, {'sid': Equity(3 [VNQ]), 'amount': 23525, 'cost_basis': 106.79337000000001, 'last_sale_price': 104.98}, {'sid': Equity(1 [LQD]), 'amount': 43450, 'cost_basis': 132.81280928542245, 'last_sale_price': 132.84}, {'sid': Equity(0 [DBC]), 'amount': 176064, 'cost_basis': 20.181480701591465, 'last_sale_price': 19.31}]",4,11359793.06,1,11456966.230000002,11447576.155719986,-97173.17000000179,[],13190167.34,[],13190167.34,0.0,0.14475761557199784,0.0,2.429650653877481,,,0.0,0.0,-0.042089534356849485,2.9819189358791602,2021-12,1.5965735484977406,243,0.09038544494098213,0.0,"[-0.15730853378772736, 0.1374133825302124, 0.22020076215267181, 0.49629873037338257, 0.3033955991268158]"
2021-12-02 21:00:00+00:00,2021-12-02 14:31:00+00:00,2021-12-02 21:00:00+00:00,11479424.25,0.01045035109377479,11359793.06,87783.09571998613,87783.09571998613,-1851969.4200000002,0.9924110381100356,-1851969.4200000002,1.3126213299546359,"[{'sid': Equity(4 [VWO]), 'amount': -37233, 'cost_basis': 50.55471, 'last_sale_price': 49.74}, {'sid': Equity(2 [SPY]), 'amount': 3438, 'cost_basis': 454.82819588505174, 'last_sale_price': 457.40000000000003}, {'sid': Equity(3 [VNQ]), 'amount': 23525, 'cost_basis': 106.79337000000001, 'last_sale_price': 108.13}, {'sid': Equity(1 [LQD]), 'amount': 43450, 'cost_basis': 132.81280928542245, 'last_sale_price': 133.15}, {'sid': Equity(0 [DBC]), 'amount': 176064, 'cost_basis': 20.181480701591465, 'last_sale_price': 19.48}]",4,11479424.25,1,11359793.06,11567207.345719986,119631.18999999948,[],13331393.67,[],13331393.67,0.0,0.15672073457199764,0.0,2.6067582926176702,,,0.0,0.0,-0.042089534356849485,2.9819189358791602,2021-12,1.702458603433255,244,0.09075614151898524,0.0,"[-0.15730853378772736, 0.1374133825302124, 0.22020076215267181, 0.49629873037338257, 0.3033955991268158]"
2021-12-03 21:00:00+00:00,2021-12-03 14:31:00+00:00,2021-12-03 21:00:00+00:00,11534713.56,0.004779832188316346,11479424.25,87783.09571998613,87783.09571998613,-1826278.6500000001,0.9924471395156923,-1826278.6500000001,1.3067132914618322,"[{'sid': Equity(4 [VWO]), 'amount': -37233, 'cost_basis': 50.55471, 'last_sale_price': 49.050000000000004}, {'sid': Equity(2 [SPY]), 'amount': 3438, 'cost_basis': 454.82819588505174, 'last_sale_price': 453.42}, {'sid': Equity(3 [VNQ]), 'amount': 23525, 'cost_basis': 106.79337000000001, 'last_sale_price': 107.77}, {'sid': Equity(1 [LQD]), 'amount': 43450, 'cost_basis': 132.81280928542245, 'last_sale_price': 134.26}, {'sid': Equity(0 [DBC]), 'amount': 176064, 'cost_basis': 20.181480701591465, 'last_sale_price': 19.5}]",4,11534713.56,1,11479424.25,11622496.655719986,55289.31000000052,[],13360992.21,[],13360992.21,0.0,0.16224966557199783,0.0,2.684548704695063,,,0.0,0.0,-0.042089534356849485,2.9819189358791602,2021-12,1.751372491294935,245,0.09066850502355189,0.0,"[-0.15730853378772736, 0.1374133825302124, 0.22020076215267181, 0.49629873037338257, 0.3033955991268158]"
