,period_open,period_close,ending_cash,portfolio_value,returns,capital_used,pnl,ending_exposure,transactions,shorts_count,orders,starting_value,starting_exposure,starting_cash,positions,long_exposure,longs_count,short_exposure,gross_leverage,net_leverage,ending_value,short_value,long_value,trading_days,algorithm_period_return,excess_return,sharpe,benchmark_period_return,benchmark_volatility,algo_volatility,alpha,beta,sortino,max_leverage,period_label,max_drawdown,treasury_period_return,weights
2018-10-24 20:00:00+00:00,2018-10-24 13:31:00+00:00,2018-10-24 20:00:00+00:00,48836.173364999704,9477595.653364997,-0.008985520983822659,0.0,-85933.29000000283,9428759.479999999,[],0,[],9514692.77,9514692.77,48836.173364999704,"[{'sid': Equity(4 [VWO]), 'amount': 28768, 'cost_basis': 38.129055, 'last_sale_price': 37.0}, {'sid': Equity(2 [SPY]), 'amount': 7721, 'cost_basis': 287.91097554194715, 'last_sale_price': 265.32}, {'sid': Equity(3 [VNQ]), 'amount': 9748, 'cost_basis': 79.27701789089492, 'last_sale_price': 78.10000000000001}, {'sid': Equity(1 [LQD]), 'amount': 43933, 'cost_basis': 114.83425479830453, 'last_sale_price': 112.88}, {'sid': Equity(0 [DBC]), 'amount': 34492, 'cost_basis': 17.38869, 'last_sale_price': 17.26}]",9428759.479999999,5,0.0,0.9948471980498915,0.9948471980498915,9428759.479999999,0.0,9428759.479999999,216,-0.05224043466350048,0.0,-0.8551196356144379,0.0,0.0,0.07030808084417531,,,-1.0714322247152877,1.9711541245335635,2018-10,-0.08170270216205178,0.0,"[0.11607633531093597, 0.22256949543952942, 0.07871871441602707, 0.5183824896812439, 0.06425288319587708]"
2018-10-25 20:00:00+00:00,2018-10-25 13:31:00+00:00,2018-10-25 20:00:00+00:00,48836.173364999704,9540497.033365,0.0066368499248719015,0.0,62901.38000000268,9491660.86,[],0,[],9428759.479999999,9428759.479999999,48836.173364999704,"[{'sid': Equity(4 [VWO]), 'amount': 28768, 'cost_basis': 38.129055, 'last_sale_price': 37.7}, {'sid': Equity(2 [SPY]), 'amount': 7721, 'cost_basis': 287.91097554194715, 'last_sale_price': 270.08}, {'sid': Equity(3 [VNQ]), 'amount': 9748, 'cost_basis': 79.27701789089492, 'last_sale_price': 79.10000000000001}, {'sid': Equity(1 [LQD]), 'amount': 43933, 'cost_basis': 114.83425479830453, 'last_sale_price': 112.74000000000001}, {'sid': Equity(0 [DBC]), 'amount': 34492, 'cost_basis': 17.38869, 'last_sale_price': 17.330000000000002}]",9491660.86,5,0.0,0.9948811709500867,0.9948811709500867,9491660.86,0.0,9491660.86,217,-0.045950296663500256,0.0,-0.7391675958625046,0.0,0.0,0.0705353590895629,,,-0.931290932537428,1.9711541245335635,2018-10,-0.08170270216205178,0.0,"[0.11607633531093597, 0.22256949543952942, 0.07871871441602707, 0.5183824896812439, 0.06425288319587708]"
2018-10-26 20:00:00+00:00,2018-10-26 13:31:00+00:00,2018-10-26 20:00:00+00:00,48836.173364999704,9489789.593365002,-0.005314968373520079,0.0,-50707.439999997616,9440953.420000002,[],0,[],9491660.86,9491660.86,48836.173364999704,"[{'sid': Equity(4 [VWO]), 'amount': 28768, 'cost_basis': 38.129055, 'last_sale_price': 37.410000000000004}, {'sid': Equity(2 [SPY]), 'amount': 7721, 'cost_basis': 287.91097554194715, 'last_sale_price': 265.33}, {'sid': Equity(3 [VNQ]), 'amount': 9748, 'cost_basis': 79.27701789089492, 'last_sale_price': 77.2}, {'sid': Equity(1 [LQD]), 'amount': 43933, 'cost_basis': 114.83425479830453, 'last_sale_price': 112.93}, {'sid': Equity(0 [DBC]), 'amount': 34492, 'cost_basis': 17.38869, 'last_sale_price': 17.46}]",9440953.420000002,5,0.0,0.9948538191616866,0.9948538191616866,9440953.420000002,0.0,9440953.420000002,218,-0.051021040663499995,0.0,-0.8222832428741288,0.0,0.0,0.07058662337662515,,,-1.0337529904119358,1.9711541245335635,2018-10,-0.08170270216205178,0.0,"[0.11607633531093597, 0.22256949543952942, 0.07871871441602707, 0.5183824896812439, 0.06425288319587708]"
2018-10-29 20:00:00+00:00,2018-10-29 13:31:00+00:00,2018-10-29 20:00:00+00:00,48836.173364999704,9455072.273364998,-0.0036583866964002842,0.0,-34717.32000000402,9406236.1,[],0,"[{'id': '11582793971540ba8650acde54e3df49', 'dt': Timestamp('2018-10-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-10-29 20:00:00+0000', tz='UTC'), 'amount': -14161, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '8e3d270252a44bb3a6f5921a0f385e0c', 'dt': Timestamp('2018-10-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-10-29 20:00:00+0000', tz='UTC'), 'amount': -1044, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '93a13f34b8e44b698ab52d2e2033fa94', 'dt': Timestamp('2018-10-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-10-29 20:00:00+0000', tz='UTC'), 'amount': -11231, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '2d7fbe0655de442bba8c00714bcbedeb', 'dt': Timestamp('2018-10-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-10-29 20:00:00+0000', tz='UTC'), 'amount': 18376, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'da32c19af2bf4219ab503f7a3c012dfb', 'dt': Timestamp('2018-10-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-10-29 20:00:00+0000', tz='UTC'), 'amount': -20300, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",9440953.420000002,9440953.420000002,48836.173364999704,"[{'sid': Equity(4 [VWO]), 'amount': 28768, 'cost_basis': 38.129055, 'last_sale_price': 36.68}, {'sid': Equity(2 [SPY]), 'amount': 7721, 'cost_basis': 287.91097554194715, 'last_sale_price': 263.86}, {'sid': Equity(3 [VNQ]), 'amount': 9748, 'cost_basis': 79.27701789089492, 'last_sale_price': 78.18}, {'sid': Equity(1 [LQD]), 'amount': 43933, 'cost_basis': 114.83425479830453, 'last_sale_price': 112.8}, {'sid': Equity(0 [DBC]), 'amount': 34492, 'cost_basis': 17.38869, 'last_sale_price': 17.28}]",9406236.1,5,0.0,0.9948349233138524,0.9948349233138524,9406236.1,0.0,9406236.1,219,-0.05449277266350039,0.0,-0.8789902336480532,0.0,0.0,0.0705204822310066,,,-1.103832050971744,1.9711541245335635,2018-10,-0.08170270216205178,0.0,"[0.05666504427790642, 0.18630638718605042, -0.01227012649178505, 0.743362545967102, 0.025935837998986244]"
2018-10-30 20:00:00+00:00,2018-10-30 13:31:00+00:00,2018-10-30 20:00:00+00:00,27170.81803499977,9501121.798035,0.004870351419705488,-21665.355329997838,46049.52467000112,9473950.98,"[{'amount': -14161, 'dt': Timestamp('2018-10-30 20:00:00+0000', tz='UTC'), 'price': 37.411285, 'order_id': '11582793971540ba8650acde54e3df49', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -1044, 'dt': Timestamp('2018-10-30 20:00:00+0000', tz='UTC'), 'price': 267.63611499999996, 'order_id': '8e3d270252a44bb3a6f5921a0f385e0c', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -11231, 'dt': Timestamp('2018-10-30 20:00:00+0000', tz='UTC'), 'price': 79.210375, 'order_id': '93a13f34b8e44b698ab52d2e2033fa94', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 18376, 'dt': Timestamp('2018-10-30 20:00:00+0000', tz='UTC'), 'price': 112.606275, 'order_id': '2d7fbe0655de442bba8c00714bcbedeb', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -20300, 'dt': Timestamp('2018-10-30 20:00:00+0000', tz='UTC'), 'price': 17.181405, 'order_id': 'da32c19af2bf4219ab503f7a3c012dfb', 'sid': Equity(0 [DBC]), 'commission': None}]",1,"[{'id': '11582793971540ba8650acde54e3df49', 'dt': Timestamp('2018-10-30 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-10-29 20:00:00+0000', tz='UTC'), 'amount': -14161, 'filled': -14161, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '8e3d270252a44bb3a6f5921a0f385e0c', 'dt': Timestamp('2018-10-30 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-10-29 20:00:00+0000', tz='UTC'), 'amount': -1044, 'filled': -1044, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '93a13f34b8e44b698ab52d2e2033fa94', 'dt': Timestamp('2018-10-30 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-10-29 20:00:00+0000', tz='UTC'), 'amount': -11231, 'filled': -11231, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '2d7fbe0655de442bba8c00714bcbedeb', 'dt': Timestamp('2018-10-30 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-10-29 20:00:00+0000', tz='UTC'), 'amount': 18376, 'filled': 18376, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'da32c19af2bf4219ab503f7a3c012dfb', 'dt': Timestamp('2018-10-30 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-10-29 20:00:00+0000', tz='UTC'), 'amount': -20300, 'filled': -20300, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",9406236.1,9406236.1,48836.173364999704,"[{'sid': Equity(4 [VWO]), 'amount': 14607, 'cost_basis': 38.129055, 'last_sale_price': 37.43}, {'sid': Equity(2 [SPY]), 'amount': 6677, 'cost_basis': 287.91097554194715, 'last_sale_price': 267.77}, {'sid': Equity(3 [VNQ]), 'amount': -1483, 'cost_basis': 79.210375, 'last_sale_price': 79.25}, {'sid': Equity(1 [LQD]), 'amount': 62309, 'cost_basis': 114.17718508488201, 'last_sale_price': 112.55}, {'sid': Equity(0 [DBC]), 'amount': 14192, 'cost_basis': 17.38869, 'last_sale_price': 17.19}]",9591478.73,4,-117527.75,1.0218800144218754,0.9971402515815955,9473950.98,-117527.75,9591478.73,220,-0.04988782019650029,0.0,-0.7953047959964891,0.0,0.0,0.07057205113483887,,,-1.0017498856922626,1.9711541245335635,2018-10,-0.08170270216205178,0.0,"[0.05666504427790642, 0.18630638718605042, -0.01227012649178505, 0.743362545967102, 0.025935837998986244]"
2018-10-31 20:00:00+00:00,2018-10-31 13:31:00+00:00,2018-10-31 20:00:00+00:00,27170.81803499977,9504675.178035,0.0003739958370743146,0.0,3553.3800000008196,9477504.360000001,[],1,[],9473950.98,9473950.98,27170.81803499977,"[{'sid': Equity(4 [VWO]), 'amount': 14607, 'cost_basis': 38.129055, 'last_sale_price': 37.86}, {'sid': Equity(2 [SPY]), 'amount': 6677, 'cost_basis': 287.91097554194715, 'last_sale_price': 270.63}, {'sid': Equity(3 [VNQ]), 'amount': -1483, 'cost_basis': 79.210375, 'last_sale_price': 78.32000000000001}, {'sid': Equity(1 [LQD]), 'amount': 62309, 'cost_basis': 114.17718508488201, 'last_sale_price': 112.23}, {'sid': Equity(0 [DBC]), 'amount': 14192, 'cost_basis': 17.38869, 'last_sale_price': 16.96}]",9593652.920000002,4,-116148.56000000001,1.0215816214781377,0.9971413207157473,9477504.360000001,-116148.56000000001,9593652.920000002,221,-0.049532482196500194,0.0,-0.7874227412066905,0.0,0.0,0.0704143605731443,,,-0.9918521740024029,1.9711541245335635,2018-10,-0.08170270216205178,0.0,"[0.05666504427790642, 0.18630638718605042, -0.01227012649178505, 0.743362545967102, 0.025935837998986244]"
2018-11-01 20:00:00+00:00,2018-11-01 13:31:00+00:00,2018-11-01 20:00:00+00:00,27170.81803499977,9539649.438034998,0.0036796901887632405,0.0,34974.259999997914,9512478.62,[],1,[],9477504.360000001,9477504.360000001,27170.81803499977,"[{'sid': Equity(4 [VWO]), 'amount': 14607, 'cost_basis': 38.129055, 'last_sale_price': 39.22}, {'sid': Equity(2 [SPY]), 'amount': 6677, 'cost_basis': 287.91097554194715, 'last_sale_price': 273.51}, {'sid': Equity(3 [VNQ]), 'amount': -1483, 'cost_basis': 79.210375, 'last_sale_price': 78.69}, {'sid': Equity(1 [LQD]), 'amount': 62309, 'cost_basis': 114.17718508488201, 'last_sale_price': 112.2}, {'sid': Equity(0 [DBC]), 'amount': 14192, 'cost_basis': 17.38869, 'last_sale_price': 16.84}]",9629175.889999999,4,-116697.26999999999,1.0216175367139568,0.9971518012049093,9512478.62,-116697.26999999999,9629175.889999999,222,-0.0460350561965005,0.0,-0.7249345005711203,0.0,0.0,0.07037762307778393,,,-0.9147269416565256,1.9711541245335635,2018-11,-0.08170270216205178,0.0,"[0.05666504427790642, 0.18630638718605042, -0.01227012649178505, 0.743362545967102, 0.025935837998986244]"
2018-11-02 20:00:00+00:00,2018-11-02 13:31:00+00:00,2018-11-02 20:00:00+00:00,27170.81803499977,9503234.898035,-0.003817178003922561,0.0,-36414.539999999106,9476064.08,[],1,[],9512478.62,9512478.62,27170.81803499977,"[{'sid': Equity(4 [VWO]), 'amount': 14607, 'cost_basis': 38.129055, 'last_sale_price': 39.36}, {'sid': Equity(2 [SPY]), 'amount': 6677, 'cost_basis': 287.91097554194715, 'last_sale_price': 271.89}, {'sid': Equity(3 [VNQ]), 'amount': -1483, 'cost_basis': 79.210375, 'last_sale_price': 78.04}, {'sid': Equity(1 [LQD]), 'amount': 62309, 'cost_basis': 114.17718508488201, 'last_sale_price': 111.75}, {'sid': Equity(0 [DBC]), 'amount': 14192, 'cost_basis': 17.38869, 'last_sale_price': 16.8}]",9591797.4,4,-115733.32,1.0214975031299336,0.9971408874634239,9476064.08,-115733.32,9591797.4,223,-0.049676510196500434,0.0,-0.7835727091332757,0.0,0.0,0.07032399573251098,,,-0.9875644003265932,1.9711541245335635,2018-11,-0.08170270216205178,0.0,"[0.05666504427790642, 0.18630638718605042, -0.01227012649178505, 0.743362545967102, 0.025935837998986244]"
2018-11-05 21:00:00+00:00,2018-11-05 14:31:00+00:00,2018-11-05 21:00:00+00:00,27170.81803499977,9526479.258034999,0.002445941855526046,0.0,23244.359999999404,9499308.44,[],1,"[{'id': '499a2b074b7b40938ae62ad10411c27e', 'dt': Timestamp('2018-11-05 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-11-05 21:00:00+0000', tz='UTC'), 'amount': -8291, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '0580e6999d5c49d8bcacb0d199b37064', 'dt': Timestamp('2018-11-05 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-11-05 21:00:00+0000', tz='UTC'), 'amount': 2048, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '891f51ca553048f0a3228056818109a3', 'dt': Timestamp('2018-11-05 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-11-05 21:00:00+0000', tz='UTC'), 'amount': -3986, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'b66d75bfc33f4863af3cbac10ecab902', 'dt': Timestamp('2018-11-05 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-11-05 21:00:00+0000', tz='UTC'), 'amount': -13172, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '069692e2df6d43d29b05ce5f2f092f57', 'dt': Timestamp('2018-11-05 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-11-05 21:00:00+0000', tz='UTC'), 'amount': 94421, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",9476064.08,9476064.08,27170.81803499977,"[{'sid': Equity(4 [VWO]), 'amount': 14607, 'cost_basis': 38.129055, 'last_sale_price': 39.54}, {'sid': Equity(2 [SPY]), 'amount': 6677, 'cost_basis': 287.91097554194715, 'last_sale_price': 273.39}, {'sid': Equity(3 [VNQ]), 'amount': -1483, 'cost_basis': 79.210375, 'last_sale_price': 79.2}, {'sid': Equity(1 [LQD]), 'amount': 62309, 'cost_basis': 114.17718508488201, 'last_sale_price': 111.95}, {'sid': Equity(0 [DBC]), 'amount': 14192, 'cost_basis': 17.38869, 'last_sale_price': 16.79}]",9616762.04,4,-117453.6,1.021806207344627,0.9971478636231657,9499308.44,-117453.6,9616762.04,224,-0.04735207419650045,0.0,-0.7420111823663399,0.0,0.0,0.0702230379614116,,,-0.9359318513727776,1.9711541245335635,2018-11,-0.08170270216205178,0.0,"[0.026213975623250008, 0.2504049241542816, -0.04547083005309105, 0.577426016330719, 0.19142580032348633]"
2018-11-06 21:00:00+00:00,2018-11-06 14:31:00+00:00,2018-11-06 21:00:00+00:00,3850.5375099999364,9543959.91751,0.0018349548664851056,-23320.280524998903,17480.659475000575,9540109.379999999,"[{'amount': -8291, 'dt': Timestamp('2018-11-06 21:00:00+0000', tz='UTC'), 'price': 39.370305, 'order_id': '499a2b074b7b40938ae62ad10411c27e', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 2048, 'dt': Timestamp('2018-11-06 21:00:00+0000', tz='UTC'), 'price': 275.25756, 'order_id': '0580e6999d5c49d8bcacb0d199b37064', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -3986, 'dt': Timestamp('2018-11-06 21:00:00+0000', tz='UTC'), 'price': 79.56020000000001, 'order_id': '891f51ca553048f0a3228056818109a3', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -13172, 'dt': Timestamp('2018-11-06 21:00:00+0000', tz='UTC'), 'price': 112.08393, 'order_id': 'b66d75bfc33f4863af3cbac10ecab902', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 94421, 'dt': Timestamp('2018-11-06 21:00:00+0000', tz='UTC'), 'price': 16.72836, 'order_id': '069692e2df6d43d29b05ce5f2f092f57', 'sid': Equity(0 [DBC]), 'commission': None}]",1,"[{'id': '499a2b074b7b40938ae62ad10411c27e', 'dt': Timestamp('2018-11-06 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-11-05 21:00:00+0000', tz='UTC'), 'amount': -8291, 'filled': -8291, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '0580e6999d5c49d8bcacb0d199b37064', 'dt': Timestamp('2018-11-06 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-11-05 21:00:00+0000', tz='UTC'), 'amount': 2048, 'filled': 2048, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '891f51ca553048f0a3228056818109a3', 'dt': Timestamp('2018-11-06 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-11-05 21:00:00+0000', tz='UTC'), 'amount': -3986, 'filled': -3986, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'b66d75bfc33f4863af3cbac10ecab902', 'dt': Timestamp('2018-11-06 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-11-05 21:00:00+0000', tz='UTC'), 'amount': -13172, 'filled': -13172, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '069692e2df6d43d29b05ce5f2f092f57', 'dt': Timestamp('2018-11-06 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-11-05 21:00:00+0000', tz='UTC'), 'amount': 94421, 'filled': 94421, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",9499308.44,9499308.44,27170.81803499977,"[{'sid': Equity(4 [VWO]), 'amount': 6316, 'cost_basis': 38.129055, 'last_sale_price': 39.39}, {'sid': Equity(2 [SPY]), 'amount': 8725, 'cost_basis': 284.94086722906377, 'last_sale_price': 275.12}, {'sid': Equity(3 [VNQ]), 'amount': -5469, 'cost_basis': 79.46533979246664, 'last_sale_price': 79.60000000000001}, {'sid': Equity(1 [LQD]), 'amount': 49137, 'cost_basis': 114.17718508488201, 'last_sale_price': 112.14}, {'sid': Equity(0 [DBC]), 'amount': 108613, 'cost_basis': 16.814642520140314, 'last_sale_price': 16.72}]",9975441.78,4,-435332.4,1.090823334337321,0.9995965471834248,9540109.379999999,-435332.4,9975441.78,225,-0.04560400824900035,0.0,-0.7106983664537164,0.0,0.0,0.07009942454365282,,,-0.8968528304537341,1.9711541245335635,2018-11,-0.08170270216205178,0.0,"[0.026213975623250008, 0.2504049241542816, -0.04547083005309105, 0.577426016330719, 0.19142580032348633]"
2018-11-07 21:00:00+00:00,2018-11-07 14:31:00+00:00,2018-11-07 21:00:00+00:00,3850.5375099999364,9604481.02751,0.0063412996830556345,0.0,60521.11000000127,9600630.49,[],1,[],9540109.379999999,9540109.379999999,3850.5375099999364,"[{'sid': Equity(4 [VWO]), 'amount': 6316, 'cost_basis': 38.129055, 'last_sale_price': 40.09}, {'sid': Equity(2 [SPY]), 'amount': 8725, 'cost_basis': 284.94086722906377, 'last_sale_price': 281.01}, {'sid': Equity(3 [VNQ]), 'amount': -5469, 'cost_basis': 79.46533979246664, 'last_sale_price': 80.55}, {'sid': Equity(1 [LQD]), 'amount': 49137, 'cost_basis': 114.17718508488201, 'last_sale_price': 112.43}, {'sid': Equity(0 [DBC]), 'amount': 108613, 'cost_basis': 16.814642520140314, 'last_sale_price': 16.68}]",10041158.44,4,-440527.95,1.0913329267846361,0.999599089477196,9600630.49,-440527.95,10041158.44,226,-0.03955189724900021,0.0,-0.6050963577061228,0.0,0.0,0.07028347760571284,,,-0.7672946224821091,1.9711541245335635,2018-11,-0.08170270216205178,0.0,"[0.026213975623250008, 0.2504049241542816, -0.04547083005309105, 0.577426016330719, 0.19142580032348633]"
2018-11-08 21:00:00+00:00,2018-11-08 14:31:00+00:00,2018-11-08 21:00:00+00:00,3850.5375099999364,9566500.10751,-0.00395449997675168,0.0,-37980.919999999925,9562649.57,[],1,[],9600630.49,9600630.49,3850.5375099999364,"[{'sid': Equity(4 [VWO]), 'amount': 6316, 'cost_basis': 38.129055, 'last_sale_price': 39.12}, {'sid': Equity(2 [SPY]), 'amount': 8725, 'cost_basis': 284.94086722906377, 'last_sale_price': 280.5}, {'sid': Equity(3 [VNQ]), 'amount': -5469, 'cost_basis': 79.46533979246664, 'last_sale_price': 80.61}, {'sid': Equity(1 [LQD]), 'amount': 49137, 'cost_basis': 114.17718508488201, 'last_sale_price': 112.10000000000001}, {'sid': Equity(0 [DBC]), 'amount': 108613, 'cost_basis': 16.814642520140314, 'last_sale_price': 16.580000000000002}]",10003505.66,4,-440856.09,1.0917641386739598,0.999597497782185,9562649.57,-440856.09,10003505.66,227,-0.04334998924900024,0.0,-0.6652929293918569,0.0,0.0,0.07024115634200596,,,-0.842594452444647,1.9711541245335635,2018-11,-0.08170270216205178,0.0,"[0.026213975623250008, 0.2504049241542816, -0.04547083005309105, 0.577426016330719, 0.19142580032348633]"
2018-11-09 21:00:00+00:00,2018-11-09 14:31:00+00:00,2018-11-09 21:00:00+00:00,3850.5375099999364,9522797.19751,-0.004568327968312302,0.0,-43702.91000000015,9518946.66,[],1,[],9562649.57,9562649.57,3850.5375099999364,"[{'sid': Equity(4 [VWO]), 'amount': 6316, 'cost_basis': 38.129055, 'last_sale_price': 38.45}, {'sid': Equity(2 [SPY]), 'amount': 8725, 'cost_basis': 284.94086722906377, 'last_sale_price': 277.76}, {'sid': Equity(3 [VNQ]), 'amount': -5469, 'cost_basis': 79.46533979246664, 'last_sale_price': 80.60000000000001}, {'sid': Equity(1 [LQD]), 'amount': 49137, 'cost_basis': 114.17718508488201, 'last_sale_price': 112.18}, {'sid': Equity(0 [DBC]), 'amount': 108613, 'cost_basis': 16.814642520140314, 'last_sale_price': 16.4}]",9959748.06,4,-440801.4,1.0921737851058628,0.9995956505814272,9518946.66,-440801.4,9959748.06,228,-0.047720280249000324,0.0,-0.7342962655761547,0.0,0.0,0.07023757493728629,,,-0.9284957229301892,1.9711541245335635,2018-11,-0.08170270216205178,0.0,"[0.026213975623250008, 0.2504049241542816, -0.04547083005309105, 0.577426016330719, 0.19142580032348633]"
