,period_open,period_close,gross_leverage,capital_used,starting_cash,short_exposure,returns,shorts_count,transactions,long_exposure,longs_count,starting_exposure,positions,ending_exposure,ending_value,short_value,portfolio_value,net_leverage,starting_value,orders,pnl,ending_cash,long_value,excess_return,period_label,treasury_period_return,alpha,beta,algorithm_period_return,algo_volatility,max_leverage,sortino,trading_days,benchmark_period_return,benchmark_volatility,max_drawdown,sharpe,weights
2019-11-12 21:00:00+00:00,2019-11-12 14:31:00+00:00,2019-11-12 21:00:00+00:00,1.3330861608953457,-361379.7134000007,-127997.3678950058,-1551112.6199999999,-0.0012731655433556588,1,"[{'amount': -112413, 'dt': Timestamp('2019-11-12 21:00:00+0000', tz='UTC'), 'price': 42.268855, 'order_id': 'd477f91590a7469996be37b523fc031d', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 20568, 'dt': Timestamp('2019-11-12 21:00:00+0000', tz='UTC'), 'price': 309.1545, 'order_id': '38f9e6987f7143dfa86d39a389288f87', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 46244, 'dt': Timestamp('2019-11-12 21:00:00+0000', tz='UTC'), 'price': 90.6453, 'order_id': 'f5089adbd77041afb424a99632fadcc1', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -37669, 'dt': Timestamp('2019-11-12 21:00:00+0000', tz='UTC'), 'price': 125.80706500000001, 'order_id': 'c656a769edd540e4848a4a280ec31ee0', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -45030, 'dt': Timestamp('2019-11-12 21:00:00+0000', tz='UTC'), 'price': 15.51224, 'order_id': 'd61f4cb27c764c29b82ddef78713f24a', 'sid': Equity(0 [DBC]), 'commission': None}]",12823292.3,4,10924545.76,"[{'sid': Equity(4 [VWO]), 'amount': -36678, 'cost_basis': 42.268855, 'last_sale_price': 42.29}, {'sid': Equity(2 [SPY]), 'amount': 25932, 'cost_basis': 306.24205469534735, 'last_sale_price': 309.0}, {'sid': Equity(3 [VNQ]), 'amount': 30653, 'cost_basis': 90.6453, 'last_sale_price': 90.60000000000001}, {'sid': Equity(1 [LQD]), 'amount': 8590, 'cost_basis': 126.90240403447683, 'last_sale_price': 125.87}, {'sid': Equity(0 [DBC]), 'amount': 61335, 'cost_basis': 15.593581264419687, 'last_sale_price': 15.52}]",11272179.680000002,11272179.680000002,-1551112.6199999999,10782802.598704996,1.0453849615455058,10924545.76,"[{'id': 'd477f91590a7469996be37b523fc031d', 'dt': Timestamp('2019-11-12 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-11-11 21:00:00+0000', tz='UTC'), 'amount': -112413, 'filled': -112413, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '38f9e6987f7143dfa86d39a389288f87', 'dt': Timestamp('2019-11-12 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-11-11 21:00:00+0000', tz='UTC'), 'amount': 20568, 'filled': 20568, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'f5089adbd77041afb424a99632fadcc1', 'dt': Timestamp('2019-11-12 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-11-11 21:00:00+0000', tz='UTC'), 'amount': 46244, 'filled': 46244, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'c656a769edd540e4848a4a280ec31ee0', 'dt': Timestamp('2019-11-12 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-11-11 21:00:00+0000', tz='UTC'), 'amount': -37669, 'filled': -37669, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'd61f4cb27c764c29b82ddef78713f24a', 'dt': Timestamp('2019-11-12 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-11-11 21:00:00+0000', tz='UTC'), 'amount': -75120, 'filled': -45030, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",-13745.793399998918,-489377.081295006,12823292.3,0.0,2019-11,0.0,,,0.0782802598704988,0.09371496796470014,2.6225923540245892,0.6405048225523441,480,0.0,0.0,-0.09296425224933123,0.4690785666749404,"[-0.1447557955980301, 0.7406359314918518, 0.25919288396835327, 0.10004200786352158, 0.04488491639494896]"
2019-11-13 21:00:00+00:00,2019-11-13 14:31:00+00:00,2019-11-13 21:00:00+00:00,1.286757732957992,467665.5502499994,-489377.081295006,-1541209.56,0.003906345299788505,1,"[{'amount': -30090, 'dt': Timestamp('2019-11-13 21:00:00+0000', tz='UTC'), 'price': 15.542225, 'order_id': 'd61f4cb27c764c29b82ddef78713f24a', 'sid': Equity(0 [DBC]), 'commission': None}]",12387845.040000001,4,11272179.680000002,"[{'sid': Equity(4 [VWO]), 'amount': -36678, 'cost_basis': 42.268855, 'last_sale_price': 42.02}, {'sid': Equity(2 [SPY]), 'amount': 25932, 'cost_basis': 306.24205469534735, 'last_sale_price': 309.1}, {'sid': Equity(3 [VNQ]), 'amount': 30653, 'cost_basis': 90.6453, 'last_sale_price': 91.43}, {'sid': Equity(1 [LQD]), 'amount': 8590, 'cost_basis': 126.90240403447683, 'last_sale_price': 126.17}, {'sid': Equity(0 [DBC]), 'amount': 31245, 'cost_basis': 15.593581264419687, 'last_sale_price': 15.55}]",10846635.48,10846635.48,-1541209.56,10824923.948954994,1.002005698252236,11272179.680000002,"[{'id': 'd61f4cb27c764c29b82ddef78713f24a', 'dt': Timestamp('2019-11-13 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-11-11 21:00:00+0000', tz='UTC'), 'amount': -75120, 'filled': -75120, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",42121.35024999827,-21711.531045005948,12387845.040000001,0.0,2019-11,0.0,,,0.08249239489549876,0.09365625915293026,2.6225923540245892,0.6696887760010809,481,0.0,0.0,-0.09296425224933123,0.4902486880428329,"[-0.1447557955980301, 0.7406359314918518, 0.25919288396835327, 0.10004200786352158, 0.04488491639494896]"
2019-11-14 21:00:00+00:00,2019-11-14 14:31:00+00:00,2019-11-14 21:00:00+00:00,1.2856123601800598,0.0,-21711.531045005948,-1540476.0,0.003535705209614326,1,[],12425385.219999999,4,10846635.48,"[{'sid': Equity(4 [VWO]), 'amount': -36678, 'cost_basis': 42.268855, 'last_sale_price': 42.0}, {'sid': Equity(2 [SPY]), 'amount': 25932, 'cost_basis': 306.24205469534735, 'last_sale_price': 309.55}, {'sid': Equity(3 [VNQ]), 'amount': 30653, 'cost_basis': 90.6453, 'last_sale_price': 92.14}, {'sid': Equity(1 [LQD]), 'amount': 8590, 'cost_basis': 126.90240403447683, 'last_sale_price': 126.83}, {'sid': Equity(0 [DBC]), 'amount': 31245, 'cost_basis': 15.593581264419687, 'last_sale_price': 15.5}]",10884909.219999999,10884909.219999999,-1540476.0,10863197.688954992,1.0019986316797937,10846635.48,[],38273.73999999836,-21711.531045005948,12425385.219999999,0.0,2019-11,0.0,,,0.08631976889549864,0.09359026961196638,2.6225923540245892,0.6959835570905754,482,0.0,0.0,-0.09296425224933123,0.5093279707939832,"[-0.1447557955980301, 0.7406359314918518, 0.25919288396835327, 0.10004200786352158, 0.04488491639494896]"
2019-11-15 21:00:00+00:00,2019-11-15 14:31:00+00:00,2019-11-15 21:00:00+00:00,1.2857717424676676,0.0,-21711.531045005948,-1550745.84,0.006058597282724287,1,[],12501470.799999999,4,10884909.219999999,"[{'sid': Equity(4 [VWO]), 'amount': -36678, 'cost_basis': 42.268855, 'last_sale_price': 42.28}, {'sid': Equity(2 [SPY]), 'amount': 25932, 'cost_basis': 306.24205469534735, 'last_sale_price': 311.79}, {'sid': Equity(3 [VNQ]), 'amount': 30653, 'cost_basis': 90.6453, 'last_sale_price': 92.64}, {'sid': Equity(1 [LQD]), 'amount': 8590, 'cost_basis': 126.90240403447683, 'last_sale_price': 126.85000000000001}, {'sid': Equity(0 [DBC]), 'amount': 31245, 'cost_basis': 15.593581264419687, 'last_sale_price': 15.58}]",10950724.959999999,10950724.959999999,-1550745.84,10929013.428954992,1.0019865956965048,10884909.219999999,[],65815.74000000022,-21711.531045005948,12501470.799999999,0.0,2019-11,0.0,,,0.09290134289549856,0.09358920958185067,2.6225923540245892,0.7414631635179727,483,0.0,0.0,-0.09296425224933123,0.5420545574273128,"[-0.1447557955980301, 0.7406359314918518, 0.25919288396835327, 0.10004200786352158, 0.04488491639494896]"
2019-11-18 21:00:00+00:00,2019-11-18 14:31:00+00:00,2019-11-18 21:00:00+00:00,1.2852784045206846,0.0,-21711.531045005948,-1550379.06,0.0014940406200563139,1,[],12517432.41,4,10950724.959999999,"[{'sid': Equity(4 [VWO]), 'amount': -36678, 'cost_basis': 42.268855, 'last_sale_price': 42.27}, {'sid': Equity(2 [SPY]), 'amount': 25932, 'cost_basis': 306.24205469534735, 'last_sale_price': 312.02}, {'sid': Equity(3 [VNQ]), 'amount': 30653, 'cost_basis': 90.6453, 'last_sale_price': 93.09}, {'sid': Equity(1 [LQD]), 'amount': 8590, 'cost_basis': 126.90240403447683, 'last_sale_price': 126.99000000000001}, {'sid': Equity(0 [DBC]), 'amount': 31245, 'cost_basis': 15.593581264419687, 'last_sale_price': 15.42}]",10967053.35,10967053.35,-1550379.06,10945341.818954993,1.0019836320696176,10950724.959999999,"[{'id': 'bb98cde0dcc14a53a53b657e46dc19c1', 'dt': Timestamp('2019-11-18 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-11-18 21:00:00+0000', tz='UTC'), 'amount': -17053, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'f579565dca0e43189afbf579907946ed', 'dt': Timestamp('2019-11-18 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-11-18 21:00:00+0000', tz='UTC'), 'amount': 1937, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '292c499eb8fa44959e2b729d5e1abc63', 'dt': Timestamp('2019-11-18 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-11-18 21:00:00+0000', tz='UTC'), 'amount': -60903, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '942a2cee7f064d7fbeec1ddf63376f9d', 'dt': Timestamp('2019-11-18 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-11-18 21:00:00+0000', tz='UTC'), 'amount': 11873, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '091666c70db84176bc96f0fb47ecd328', 'dt': Timestamp('2019-11-18 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-11-18 21:00:00+0000', tz='UTC'), 'amount': 276023, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",16328.390000000596,-21711.531045005948,12517432.41,0.0,2019-11,0.0,,,0.09453418189549856,0.09349692936597948,2.6225923540245892,0.7520779785701667,484,0.0,0.0,-0.09296425224933123,0.5497884460090839,"[-0.20750615000724792, 0.794483482837677, -0.2572830617427826, 0.23742008209228516, 0.4328855276107788]"
2019-11-19 21:00:00+00:00,2019-11-19 14:31:00+00:00,2019-11-19 21:00:00+00:00,1.61951430373971,3447171.41103,-21711.531045005948,-5100081.52,-0.0008985163855705913,2,"[{'amount': -17053, 'dt': Timestamp('2019-11-19 21:00:00+0000', tz='UTC'), 'price': 42.39879, 'order_id': 'bb98cde0dcc14a53a53b657e46dc19c1', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 1937, 'dt': Timestamp('2019-11-19 21:00:00+0000', tz='UTC'), 'price': 312.085965, 'order_id': 'f579565dca0e43189afbf579907946ed', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -60903, 'dt': Timestamp('2019-11-19 21:00:00+0000', tz='UTC'), 'price': 93.203375, 'order_id': '292c499eb8fa44959e2b729d5e1abc63', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 11873, 'dt': Timestamp('2019-11-19 21:00:00+0000', tz='UTC'), 'price': 127.30362000000001, 'order_id': '942a2cee7f064d7fbeec1ddf63376f9d', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 54700, 'dt': Timestamp('2019-11-19 21:00:00+0000', tz='UTC'), 'price': 15.287640000000001, 'order_id': '091666c70db84176bc96f0fb47ecd328', 'sid': Equity(0 [DBC]), 'commission': None}]",12610128.889999999,3,10967053.35,"[{'sid': Equity(4 [VWO]), 'amount': -53731, 'cost_basis': 42.31009342018574, 'last_sale_price': 42.42}, {'sid': Equity(2 [SPY]), 'amount': 27869, 'cost_basis': 306.64822837434957, 'last_sale_price': 311.93}, {'sid': Equity(3 [VNQ]), 'amount': -30250, 'cost_basis': 93.203375, 'last_sale_price': 93.25}, {'sid': Equity(1 [LQD]), 'amount': 20463, 'cost_basis': 127.13519674124792, 'last_sale_price': 127.24000000000001}, {'sid': Equity(0 [DBC]), 'amount': 85945, 'cost_basis': 15.398863861851105, 'last_sale_price': 15.280000000000001}]",7510047.369999999,7510047.369999999,-5100081.52,10935507.249984993,0.6867580257889094,10967053.35,"[{'id': 'bb98cde0dcc14a53a53b657e46dc19c1', 'dt': Timestamp('2019-11-19 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-11-18 21:00:00+0000', tz='UTC'), 'amount': -17053, 'filled': -17053, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'f579565dca0e43189afbf579907946ed', 'dt': Timestamp('2019-11-19 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-11-18 21:00:00+0000', tz='UTC'), 'amount': 1937, 'filled': 1937, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '292c499eb8fa44959e2b729d5e1abc63', 'dt': Timestamp('2019-11-19 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-11-18 21:00:00+0000', tz='UTC'), 'amount': -60903, 'filled': -60903, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '942a2cee7f064d7fbeec1ddf63376f9d', 'dt': Timestamp('2019-11-19 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-11-18 21:00:00+0000', tz='UTC'), 'amount': 11873, 'filled': 11873, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '091666c70db84176bc96f0fb47ecd328', 'dt': Timestamp('2019-11-19 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-11-18 21:00:00+0000', tz='UTC'), 'amount': 276023, 'filled': 54700, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",-9834.568970000371,3425459.8799849935,12610128.889999999,0.0,2019-11,0.0,,,0.09355072499849837,0.09340367256000352,2.6225923540245892,0.744431161424056,485,0.0,0.0,-0.09296425224933123,0.5442043706463539,"[-0.20750615000724792, 0.794483482837677, -0.2572830617427826, 0.23742008209228516, 0.4328855276107788]"
2019-11-20 21:00:00+00:00,2019-11-20 14:31:00+00:00,2019-11-20 21:00:00+00:00,1.760489271604479,-1560234.9276,3425459.8799849935,-5089972.0600000005,-0.00019440960089001091,2,"[{'amount': 100740, 'dt': Timestamp('2019-11-20 21:00:00+0000', tz='UTC'), 'price': 15.48774, 'order_id': '091666c70db84176bc96f0fb47ecd328', 'sid': Equity(0 [DBC]), 'commission': None}]",14158128.39,3,7510047.369999999,"[{'sid': Equity(4 [VWO]), 'amount': -53731, 'cost_basis': 42.31009342018574, 'last_sale_price': 42.26}, {'sid': Equity(2 [SPY]), 'amount': 27869, 'cost_basis': 306.64822837434957, 'last_sale_price': 310.77}, {'sid': Equity(3 [VNQ]), 'amount': -30250, 'cost_basis': 93.203375, 'last_sale_price': 93.2}, {'sid': Equity(1 [LQD]), 'amount': 20463, 'cost_basis': 127.13519674124792, 'last_sale_price': 127.42}, {'sid': Equity(0 [DBC]), 'amount': 186685, 'cost_basis': 15.446823698780262, 'last_sale_price': 15.48}]",9068156.33,9068156.33,-5089972.0600000005,10933381.282384994,0.829400904970716,7510047.369999999,"[{'id': '091666c70db84176bc96f0fb47ecd328', 'dt': Timestamp('2019-11-20 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-11-18 21:00:00+0000', tz='UTC'), 'amount': 276023, 'filled': 155440, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",-2125.9675999991596,1865224.9523849934,14158128.39,0.0,2019-11,0.0,,,0.09333812823849841,0.09330776640912045,2.6225923540245892,0.7421854869750328,486,0.0,0.0,-0.09296425224933123,0.542562467423576,"[-0.20750615000724792, 0.794483482837677, -0.2572830617427826, 0.23742008209228516, 0.4328855276107788]"
2019-11-21 21:00:00+00:00,2019-11-21 14:31:00+00:00,2019-11-21 21:00:00+00:00,1.8359698846592325,-934699.3160999995,1865224.9523849934,-5053031.11,0.0038905012823922114,2,"[{'amount': 59810, 'dt': Timestamp('2019-11-21 21:00:00+0000', tz='UTC'), 'price': 15.62781, 'order_id': '091666c70db84176bc96f0fb47ecd328', 'sid': Equity(0 [DBC]), 'commission': None}]",15098423.09,3,9068156.33,"[{'sid': Equity(4 [VWO]), 'amount': -53731, 'cost_basis': 42.31009342018574, 'last_sale_price': 42.31}, {'sid': Equity(2 [SPY]), 'amount': 27869, 'cost_basis': 306.64822837434957, 'last_sale_price': 310.27}, {'sid': Equity(3 [VNQ]), 'amount': -30250, 'cost_basis': 93.203375, 'last_sale_price': 91.89}, {'sid': Equity(1 [LQD]), 'amount': 20463, 'cost_basis': 127.13519674124792, 'last_sale_price': 127.12}, {'sid': Equity(0 [DBC]), 'amount': 246495, 'cost_basis': 15.490738547665442, 'last_sale_price': 15.620000000000001}]",10045391.98,10045391.98,-5053031.11,10975917.616284994,0.9152211533635811,9068156.33,"[{'id': '091666c70db84176bc96f0fb47ecd328', 'dt': Timestamp('2019-11-21 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-11-18 21:00:00+0000', tz='UTC'), 'amount': 276023, 'filled': 215250, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",42536.3339000009,930525.6362849934,15098423.09,0.0,2019-11,0.0,,,0.0975917616284987,0.09324949971392058,2.6225923540245892,0.7709670374709618,487,0.0,0.0,-0.09296425224933123,0.5633756044800614,"[-0.20750615000724792, 0.794483482837677, -0.2572830617427826, 0.23742008209228516, 0.4328855276107788]"
2019-11-22 21:00:00+00:00,2019-11-22 14:31:00+00:00,2019-11-22 21:00:00+00:00,1.9166109618776017,-949140.8632650003,930525.6362849934,-5038447.630000001,0.0034653919667331223,2,"[{'amount': 60773, 'dt': Timestamp('2019-11-22 21:00:00+0000', tz='UTC'), 'price': 15.617805, 'order_id': '091666c70db84176bc96f0fb47ecd328', 'sid': Equity(0 [DBC]), 'commission': None}]",16071016.33,3,10045391.98,"[{'sid': Equity(4 [VWO]), 'amount': -53731, 'cost_basis': 42.31009342018574, 'last_sale_price': 42.230000000000004}, {'sid': Equity(2 [SPY]), 'amount': 27869, 'cost_basis': 306.64822837434957, 'last_sale_price': 310.96}, {'sid': Equity(3 [VNQ]), 'amount': -30250, 'cost_basis': 93.203375, 'last_sale_price': 91.55}, {'sid': Equity(1 [LQD]), 'amount': 20463, 'cost_basis': 127.13519674124792, 'last_sale_price': 127.47}, {'sid': Equity(0 [DBC]), 'amount': 307268, 'cost_basis': 15.515870385369752, 'last_sale_price': 15.610000000000001}]",11032568.7,11032568.7,-5038447.630000001,11013953.473019993,1.0016901494114359,10045391.98,"[{'id': '091666c70db84176bc96f0fb47ecd328', 'dt': Timestamp('2019-11-22 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-11-18 21:00:00+0000', tz='UTC'), 'amount': 276023, 'filled': 276023, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",38035.856734998524,-18615.22698000667,16071016.33,0.0,2019-11,0.0,,,0.10139534730199862,0.09318310838212585,2.6225923540245892,0.7964654474417566,488,0.0,0.0,-0.09296425224933123,0.5818259043695009,"[-0.20750615000724792, 0.794483482837677, -0.2572830617427826, 0.23742008209228516, 0.4328855276107788]"
2019-11-25 21:00:00+00:00,2019-11-25 14:31:00+00:00,2019-11-25 21:00:00+00:00,1.9179960403521599,0.0,-18615.22698000667,-5067637.91,0.00426529221456029,2,[],16147184.34,3,11032568.7,"[{'sid': Equity(4 [VWO]), 'amount': -53731, 'cost_basis': 42.31009342018574, 'last_sale_price': 42.61}, {'sid': Equity(2 [SPY]), 'amount': 27869, 'cost_basis': 306.64822837434957, 'last_sale_price': 313.37}, {'sid': Equity(3 [VNQ]), 'amount': -30250, 'cost_basis': 93.203375, 'last_sale_price': 91.84}, {'sid': Equity(1 [LQD]), 'amount': 20463, 'cost_basis': 127.13519674124792, 'last_sale_price': 127.91}, {'sid': Equity(0 [DBC]), 'amount': 307268, 'cost_basis': 15.515870385369752, 'last_sale_price': 15.610000000000001}]",11079546.43,11079546.43,-5067637.91,11060931.203019993,1.001682971048127,11032568.7,"[{'id': 'db0e2f67c77a41bc96a04381dd6fa380', 'dt': Timestamp('2019-11-25 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-11-25 21:00:00+0000', tz='UTC'), 'amount': 16507, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '985310c0f2304aa1b3f921846e4d1e2e', 'dt': Timestamp('2019-11-25 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-11-25 21:00:00+0000', tz='UTC'), 'amount': -16234, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'c7bc569f30b24e079dae8cf48d3ffd6a', 'dt': Timestamp('2019-11-25 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-11-25 21:00:00+0000', tz='UTC'), 'amount': 27823, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'c4913b37848b45b48cbde38bfcd94830', 'dt': Timestamp('2019-11-25 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-11-25 21:00:00+0000', tz='UTC'), 'amount': 53010, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'd4d9a8f79a454161b55eae0a7e85df6b', 'dt': Timestamp('2019-11-25 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2019-11-25 21:00:00+0000', tz='UTC'), 'amount': -318418, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",46977.73000000045,-18615.22698000667,16147184.34,0.0,2019-11,0.0,,,0.1060931203019988,0.09313297969514817,2.6225923540245892,0.8279743946606413,489,0.0,0.0,-0.09296425224933123,0.6045499598142414,"[-0.14339709281921387, 0.3296317458152771, -0.020150605589151382, 0.8496530055999756, -0.015737049281597137]"
