,period_open,period_close,gross_leverage,capital_used,starting_cash,short_exposure,returns,shorts_count,transactions,long_exposure,longs_count,starting_exposure,positions,ending_exposure,ending_value,short_value,portfolio_value,net_leverage,starting_value,orders,pnl,ending_cash,long_value,excess_return,period_label,treasury_period_return,alpha,beta,algorithm_period_return,algo_volatility,max_leverage,sortino,trading_days,benchmark_period_return,benchmark_volatility,max_drawdown,sharpe,weights
2018-02-13 21:00:00+00:00,2018-02-13 14:31:00+00:00,2018-02-13 21:00:00+00:00,1.2273779107676384,-2019109.6823849995,-156248.1298450008,0.0,0.0004319084579593735,0,"[{'amount': -51199, 'dt': Timestamp('2018-02-13 21:00:00+0000', tz='UTC'), 'price': 46.606685000000006, 'order_id': '2550bba6eeed4536ad7d9a42c1039006', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -7633, 'dt': Timestamp('2018-02-13 21:00:00+0000', tz='UTC'), 'price': 265.867, 'order_id': '4393e53489f9480ca083e3ab27c1391a', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 78538, 'dt': Timestamp('2018-02-13 21:00:00+0000', tz='UTC'), 'price': 74.73735, 'order_id': '6645d2bd0921420388bcd38ca116ec5d', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 24050, 'dt': Timestamp('2018-02-13 21:00:00+0000', tz='UTC'), 'price': 117.23859, 'order_id': '48f9e10357b344e5904a85e51813a523', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -138730, 'dt': Timestamp('2018-02-13 21:00:00+0000', tz='UTC'), 'price': 16.25187, 'order_id': 'd015d9048cc84ccabe0f4f36ab7041cb', 'sid': Equity(0 [DBC]), 'commission': None}]",11742504.440000001,5,9719264.41,"[{'sid': Equity(4 [VWO]), 'amount': 13070, 'cost_basis': 47.893935000000006, 'last_sale_price': 46.63}, {'sid': Equity(2 [SPY]), 'amount': 7224, 'cost_basis': 274.7747050323398, 'last_sale_price': 266.0}, {'sid': Equity(3 [VNQ]), 'amount': 28897, 'cost_basis': 74.73735, 'last_sale_price': 74.7}, {'sid': Equity(1 [LQD]), 'amount': 52522, 'cost_basis': 119.1400250934888, 'last_sale_price': 117.18}, {'sid': Equity(0 [DBC]), 'amount': 55248, 'cost_basis': 17.088540000000002, 'last_sale_price': 16.26}]",11742504.440000001,11742504.440000001,0.0,9567146.627770001,1.2273779107676384,9719264.41,"[{'id': '2550bba6eeed4536ad7d9a42c1039006', 'dt': Timestamp('2018-02-13 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-12 21:00:00+0000', tz='UTC'), 'amount': -51199, 'filled': -51199, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '4393e53489f9480ca083e3ab27c1391a', 'dt': Timestamp('2018-02-13 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-12 21:00:00+0000', tz='UTC'), 'amount': -7633, 'filled': -7633, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '6645d2bd0921420388bcd38ca116ec5d', 'dt': Timestamp('2018-02-13 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-12 21:00:00+0000', tz='UTC'), 'amount': 78538, 'filled': 78538, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '48f9e10357b344e5904a85e51813a523', 'dt': Timestamp('2018-02-13 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-12 21:00:00+0000', tz='UTC'), 'amount': 24050, 'filled': 24050, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'd015d9048cc84ccabe0f4f36ab7041cb', 'dt': Timestamp('2018-02-13 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-12 21:00:00+0000', tz='UTC'), 'amount': -271536, 'filled': -138730, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",4130.347615001723,-2175357.8122300007,11742504.440000001,0.0,2018-02,0.0,,,-0.04328533722300032,0.10038102270899857,2.5078067513912248,-3.210175659221583,40,0.0,0.0,-0.07413544492851816,-2.7265088855093973,"[0.06323465704917908, 0.20044048130512238, 0.22415518760681152, 0.6437995433807373, -0.1316298544406891]"
2018-02-14 21:00:00+00:00,2018-02-14 14:31:00+00:00,2018-02-14 21:00:00+00:00,1.2656316385059636,2191530.7464700006,-2175357.8122300007,-1280482.58,0.0013596746215054356,1,"[{'amount': -132806, 'dt': Timestamp('2018-02-14 21:00:00+0000', tz='UTC'), 'price': 16.501745000000003, 'order_id': 'd015d9048cc84ccabe0f4f36ab7041cb', 'sid': Equity(0 [DBC]), 'commission': None}]",10844464.48,4,11742504.440000001,"[{'sid': Equity(4 [VWO]), 'amount': 13070, 'cost_basis': 47.893935000000006, 'last_sale_price': 47.59}, {'sid': Equity(2 [SPY]), 'amount': 7224, 'cost_basis': 274.7747050323398, 'last_sale_price': 269.59000000000003}, {'sid': Equity(3 [VNQ]), 'amount': 28897, 'cost_basis': 74.73735, 'last_sale_price': 74.16}, {'sid': Equity(1 [LQD]), 'amount': 52522, 'cost_basis': 119.1400250934888, 'last_sale_price': 116.75}, {'sid': Equity(0 [DBC]), 'amount': -77558, 'cost_basis': 16.501745000000003, 'last_sale_price': 16.51}]",9563981.9,9563981.9,-1280482.58,9580154.83424,0.9983118295560112,11742504.440000001,"[{'id': 'd015d9048cc84ccabe0f4f36ab7041cb', 'dt': Timestamp('2018-02-14 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-12 21:00:00+0000', tz='UTC'), 'amount': -271536, 'filled': -271536, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",13008.206469999626,16172.934239999857,10844464.48,0.0,2018-02,0.0,,,-0.04198451657600033,0.09930360696699576,2.5078067513912248,-3.0715461679328984,41,0.0,0.0,-0.07413544492851816,-2.6047126986128775,"[0.06323465704917908, 0.20044048130512238, 0.22415518760681152, 0.6437995433807373, -0.1316298544406891]"
2018-02-15 21:00:00+00:00,2018-02-15 14:31:00+00:00,2018-02-15 21:00:00+00:00,1.263808431128586,0.0,16172.934239999857,-1282809.3199999998,0.00875237002436724,1,[],10930640.28,4,9563981.9,"[{'sid': Equity(4 [VWO]), 'amount': 13070, 'cost_basis': 47.893935000000006, 'last_sale_price': 48.480000000000004}, {'sid': Equity(2 [SPY]), 'amount': 7224, 'cost_basis': 274.7747050323398, 'last_sale_price': 273.03000000000003}, {'sid': Equity(3 [VNQ]), 'amount': 28897, 'cost_basis': 74.73735, 'last_sale_price': 74.88}, {'sid': Equity(1 [LQD]), 'amount': 52522, 'cost_basis': 119.1400250934888, 'last_sale_price': 117.3}, {'sid': Equity(0 [DBC]), 'amount': -77558, 'cost_basis': 16.501745000000003, 'last_sale_price': 16.54}]",9647830.959999999,9647830.959999999,-1282809.3199999998,9664003.89424,0.9983264768498655,9563981.9,[],83849.05999999866,16172.934239999857,10930640.28,0.0,2018-02,0.0,,,-0.03359961057600047,0.10096750622753235,2.5078067513912248,-2.403596417652316,42,0.0,0.0,-0.07413544492851816,-1.9806831395024622,"[0.06323465704917908, 0.20044048130512238, 0.22415518760681152, 0.6437995433807373, -0.1316298544406891]"
2018-02-16 21:00:00+00:00,2018-02-16 14:31:00+00:00,2018-02-16 21:00:00+00:00,1.2635773111119395,0.0,16172.934239999857,-1285136.06,0.0027037499452555736,1,[],10959096.07,4,9647830.959999999,"[{'sid': Equity(4 [VWO]), 'amount': 13070, 'cost_basis': 47.893935000000006, 'last_sale_price': 48.300000000000004}, {'sid': Equity(2 [SPY]), 'amount': 7224, 'cost_basis': 274.7747050323398, 'last_sale_price': 273.11}, {'sid': Equity(3 [VNQ]), 'amount': 28897, 'cost_basis': 74.73735, 'last_sale_price': 75.29}, {'sid': Equity(1 [LQD]), 'amount': 52522, 'cost_basis': 119.1400250934888, 'last_sale_price': 117.65}, {'sid': Equity(0 [DBC]), 'amount': -77558, 'cost_basis': 16.501745000000003, 'last_sale_price': 16.57}]",9673960.01,9673960.01,-1285136.06,9690132.94424,0.9983309894370836,9647830.959999999,[],26129.050000000745,16172.934239999857,10959096.07,0.0,2018-02,0.0,,,-0.030986705576000362,0.1001169027883738,2.5078067513912248,-2.1827870318765914,43,0.0,0.0,-0.07413544492851816,-1.7927901729817877,"[0.06323465704917908, 0.20044048130512238, 0.22415518760681152, 0.6437995433807373, -0.1316298544406891]"
2018-02-20 21:00:00+00:00,2018-02-20 14:31:00+00:00,2018-02-20 21:00:00+00:00,1.2664074852035812,0.0,16172.934239999857,-1289013.96,-0.007619128697701205,1,[],10889143.600000001,4,9673960.01,"[{'sid': Equity(4 [VWO]), 'amount': 13070, 'cost_basis': 47.893935000000006, 'last_sale_price': 47.870000000000005}, {'sid': Equity(2 [SPY]), 'amount': 7224, 'cost_basis': 274.7747050323398, 'last_sale_price': 271.4}, {'sid': Equity(3 [VNQ]), 'amount': 28897, 'cost_basis': 74.73735, 'last_sale_price': 74.4}, {'sid': Equity(1 [LQD]), 'amount': 52522, 'cost_basis': 119.1400250934888, 'last_sale_price': 117.15}, {'sid': Equity(0 [DBC]), 'amount': -77558, 'cost_basis': 16.501745000000003, 'last_sale_price': 16.62}]",9600129.64,9600129.64,-1289013.96,9616302.57424,0.9983181753990017,9673960.01,"[{'id': '78671fd9ba474d6abd31c89d0bca5125', 'dt': Timestamp('2018-02-20 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-20 21:00:00+0000', tz='UTC'), 'amount': -20939, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'a0199d6204d44e9a979a99c835199665', 'dt': Timestamp('2018-02-20 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-20 21:00:00+0000', tz='UTC'), 'amount': 12820, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '9a1a9b9a7a424ee58293b12519add310', 'dt': Timestamp('2018-02-20 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-20 21:00:00+0000', tz='UTC'), 'amount': 14491, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'c90f0b6231fb4d13add0fba0137f688c', 'dt': Timestamp('2018-02-20 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-20 21:00:00+0000', tz='UTC'), 'amount': -43716, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '0a53fbc06eea4651888a03199071cd66', 'dt': Timestamp('2018-02-20 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-20 21:00:00+0000', tz='UTC'), 'amount': 95212, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",-73830.36999999918,16172.934239999857,10889143.600000001,0.0,2018-02,0.0,,,-0.03836974257600023,0.1003170520067438,2.5078067513912248,-2.6293146898576873,44,0.0,0.0,-0.07413544492851816,-2.1835384586263102,"[-0.03917659819126129, 0.5657002925872803, 0.3356913924217224, 0.10727231204509735, 0.030512701719999313]"
2018-02-21 21:00:00+00:00,2018-02-21 14:31:00+00:00,2018-02-21 21:00:00+00:00,1.078455835769891,-11040.996790001169,16172.934239999857,-376216.89,-0.009481297628283758,1,"[{'amount': -20939, 'dt': Timestamp('2018-02-21 21:00:00+0000', tz='UTC'), 'price': 47.786095, 'order_id': '78671fd9ba474d6abd31c89d0bca5125', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 12820, 'dt': Timestamp('2018-02-21 21:00:00+0000', tz='UTC'), 'price': 270.185025, 'order_id': 'a0199d6204d44e9a979a99c835199665', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 14491, 'dt': Timestamp('2018-02-21 21:00:00+0000', tz='UTC'), 'price': 72.96646500000001, 'order_id': '9a1a9b9a7a424ee58293b12519add310', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -43716, 'dt': Timestamp('2018-02-21 21:00:00+0000', tz='UTC'), 'price': 116.451745, 'order_id': 'c90f0b6231fb4d13add0fba0137f688c', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 95212, 'dt': Timestamp('2018-02-21 21:00:00+0000', tz='UTC'), 'price': 16.6083, 'order_id': '0a53fbc06eea4651888a03199071cd66', 'sid': Equity(0 [DBC]), 'commission': None}]",9896212.500000002,4,9600129.64,"[{'sid': Equity(4 [VWO]), 'amount': -7869, 'cost_basis': 47.786095, 'last_sale_price': 47.81}, {'sid': Equity(2 [SPY]), 'amount': 20044, 'cost_basis': 271.8391782904422, 'last_sale_price': 270.05}, {'sid': Equity(3 [VNQ]), 'amount': 43388, 'cost_basis': 74.14589857253159, 'last_sale_price': 72.93}, {'sid': Equity(1 [LQD]), 'amount': 8806, 'cost_basis': 119.1400250934888, 'last_sale_price': 116.51}, {'sid': Equity(0 [DBC]), 'amount': 17654, 'cost_basis': 16.6083, 'last_sale_price': 16.6}]",9519995.610000001,9519995.610000001,-376216.89,9525127.54745,0.9994612211306952,9600129.64,"[{'id': '78671fd9ba474d6abd31c89d0bca5125', 'dt': Timestamp('2018-02-21 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-20 21:00:00+0000', tz='UTC'), 'amount': -20939, 'filled': -20939, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'a0199d6204d44e9a979a99c835199665', 'dt': Timestamp('2018-02-21 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-20 21:00:00+0000', tz='UTC'), 'amount': 12820, 'filled': 12820, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '9a1a9b9a7a424ee58293b12519add310', 'dt': Timestamp('2018-02-21 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-20 21:00:00+0000', tz='UTC'), 'amount': 14491, 'filled': 14491, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'c90f0b6231fb4d13add0fba0137f688c', 'dt': Timestamp('2018-02-21 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-20 21:00:00+0000', tz='UTC'), 'amount': -43716, 'filled': -43716, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '0a53fbc06eea4651888a03199071cd66', 'dt': Timestamp('2018-02-21 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-20 21:00:00+0000', tz='UTC'), 'amount': 95212, 'filled': 95212, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",-91175.0267900005,5131.937449998921,9896212.500000002,0.0,2018-02,0.0,,,-0.047487245255000254,0.10124294477208853,2.5078067513912248,-3.1304317313394163,45,0.0,0.0,-0.07413544492851816,-2.6399243562904187,"[-0.03917659819126129, 0.5657002925872803, 0.3356913924217224, 0.10727231204509735, 0.030512701719999313]"
2018-02-22 21:00:00+00:00,2018-02-22 14:31:00+00:00,2018-02-22 21:00:00+00:00,1.07817242526279,0.0,5131.937449998921,-376689.03,0.004893620559703438,1,[],9943297.0,4,9519995.610000001,"[{'sid': Equity(4 [VWO]), 'amount': -7869, 'cost_basis': 47.786095, 'last_sale_price': 47.870000000000005}, {'sid': Equity(2 [SPY]), 'amount': 20044, 'cost_basis': 271.8391782904422, 'last_sale_price': 270.4}, {'sid': Equity(3 [VNQ]), 'amount': 43388, 'cost_basis': 74.14589857253159, 'last_sale_price': 73.76}, {'sid': Equity(1 [LQD]), 'amount': 8806, 'cost_basis': 119.1400250934888, 'last_sale_price': 116.67}, {'sid': Equity(0 [DBC]), 'amount': 17654, 'cost_basis': 16.6083, 'last_sale_price': 16.75}]",9566607.97,9566607.97,-376689.03,9571739.90745,0.9994638448704602,9519995.610000001,[],46612.359999999404,5131.937449998921,9943297.0,0.0,2018-02,0.0,,,-0.04282600925500035,0.10107706533455492,2.5078067513912248,-2.778754948177181,46,0.0,0.0,-0.07413544492851816,-2.3215443269676515,"[-0.03917659819126129, 0.5657002925872803, 0.3356913924217224, 0.10727231204509735, 0.030512701719999313]"
2018-02-23 21:00:00+00:00,2018-02-23 14:31:00+00:00,2018-02-23 21:00:00+00:00,1.0783244730171264,0.0,5131.937449998921,-382826.85,0.01443278247588764,1,[],10087581.659999998,4,9566607.97,"[{'sid': Equity(4 [VWO]), 'amount': -7869, 'cost_basis': 47.786095, 'last_sale_price': 48.65}, {'sid': Equity(2 [SPY]), 'amount': 20044, 'cost_basis': 271.8391782904422, 'last_sale_price': 274.71}, {'sid': Equity(3 [VNQ]), 'amount': 43388, 'cost_basis': 74.14589857253159, 'last_sale_price': 74.94}, {'sid': Equity(1 [LQD]), 'amount': 8806, 'cost_basis': 119.1400250934888, 'last_sale_price': 117.21000000000001}, {'sid': Equity(0 [DBC]), 'amount': 17654, 'cost_basis': 16.6083, 'last_sale_price': 16.86}]",9704754.809999999,9704754.809999999,-382826.85,9709886.747449998,0.9994714729858876,9566607.97,[],138146.839999998,5131.937449998921,10087581.659999998,0.0,2018-02,0.0,,,-0.029011325255000497,0.1061136611940706,2.5078067513912248,-1.8227524012628307,47,0.0,0.0,-0.07413544492851816,-1.4350456690320375,"[-0.03917659819126129, 0.5657002925872803, 0.3356913924217224, 0.10727231204509735, 0.030512701719999313]"
2018-02-26 21:00:00+00:00,2018-02-26 14:31:00+00:00,2018-02-26 21:00:00+00:00,1.0784853097754519,0.0,5131.937449998921,-386446.58999999997,0.007450329945300593,1,[],10163543.260000002,4,9704754.809999999,"[{'sid': Equity(4 [VWO]), 'amount': -7869, 'cost_basis': 47.786095, 'last_sale_price': 49.11}, {'sid': Equity(2 [SPY]), 'amount': 20044, 'cost_basis': 271.8391782904422, 'last_sale_price': 277.90000000000003}, {'sid': Equity(3 [VNQ]), 'amount': 43388, 'cost_basis': 74.14589857253159, 'last_sale_price': 75.15}, {'sid': Equity(1 [LQD]), 'amount': 8806, 'cost_basis': 119.1400250934888, 'last_sale_price': 117.36}, {'sid': Equity(0 [DBC]), 'amount': 17654, 'cost_basis': 16.6083, 'last_sale_price': 16.95}]",9777096.670000002,9777096.670000002,-386446.58999999997,9782228.607450001,0.999475381566314,9704754.809999999,"[{'id': 'bb42d2b1e93541a7aeffa0e49fa4b8c8', 'dt': Timestamp('2018-02-26 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-26 21:00:00+0000', tz='UTC'), 'amount': 31059, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '670fe449fcd84dc7a3db25cc7ef4d639', 'dt': Timestamp('2018-02-26 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-26 21:00:00+0000', tz='UTC'), 'amount': -12359, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'd1c4f1b573b84f12bdcb84fbdc886fa6', 'dt': Timestamp('2018-02-26 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-26 21:00:00+0000', tz='UTC'), 'amount': -59002, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'e8dce0ce4f46487eaa7937b04f140ff1', 'dt': Timestamp('2018-02-26 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-26 21:00:00+0000', tz='UTC'), 'amount': 46412, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '673bd4dd41b04509815c0d9981778e78', 'dt': Timestamp('2018-02-26 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-26 21:00:00+0000', tz='UTC'), 'amount': 53188, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",72341.86000000313,5131.937449998921,10163543.260000002,0.0,2018-02,0.0,,,-0.021777139255000133,0.10658862505102562,2.5078067513912248,-1.3305173009814961,48,0.0,0.0,-0.07413544492851816,-1.031923062767404,"[0.11642418801784515, 0.21830865740776062, -0.11995726078748703, 0.6624737977981567, 0.12275043874979019]"
2018-02-27 21:00:00+00:00,2018-02-27 14:31:00+00:00,2018-02-27 21:00:00+00:00,1.2463053576934644,-85380.51680999994,5131.937449998921,-1146067.6,-0.015369511677073011,1,"[{'amount': 31059, 'dt': Timestamp('2018-02-27 21:00:00+0000', tz='UTC'), 'price': 47.813895, 'order_id': 'bb42d2b1e93541a7aeffa0e49fa4b8c8', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -12359, 'dt': Timestamp('2018-02-27 21:00:00+0000', tz='UTC'), 'price': 274.292785, 'order_id': '670fe449fcd84dc7a3db25cc7ef4d639', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -59002, 'dt': Timestamp('2018-02-27 21:00:00+0000', tz='UTC'), 'price': 73.36330000000001, 'order_id': 'd1c4f1b573b84f12bdcb84fbdc886fa6', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 46412, 'dt': Timestamp('2018-02-27 21:00:00+0000', tz='UTC'), 'price': 116.90842500000001, 'order_id': 'e8dce0ce4f46487eaa7937b04f140ff1', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 53188, 'dt': Timestamp('2018-02-27 21:00:00+0000', tz='UTC'), 'price': 16.78839, 'order_id': '673bd4dd41b04509815c0d9981778e78', 'sid': Equity(0 [DBC]), 'commission': None}]",10858196.71,4,9777096.670000002,"[{'sid': Equity(4 [VWO]), 'amount': 23190, 'cost_basis': 47.813895, 'last_sale_price': 47.79}, {'sid': Equity(2 [SPY]), 'amount': 7685, 'cost_basis': 271.8391782904422, 'last_sale_price': 274.43}, {'sid': Equity(3 [VNQ]), 'amount': -15614, 'cost_basis': 73.36330000000001, 'last_sale_price': 73.4}, {'sid': Equity(1 [LQD]), 'amount': 55218, 'cost_basis': 117.26431384826076, 'last_sale_price': 116.85000000000001}, {'sid': Equity(0 [DBC]), 'amount': 70842, 'cost_basis': 16.743511130685185, 'last_sale_price': 16.78}]",9712129.110000001,9712129.110000001,-1146067.6,9631880.53064,1.0083315588378325,9777096.670000002,"[{'id': 'bb42d2b1e93541a7aeffa0e49fa4b8c8', 'dt': Timestamp('2018-02-27 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-26 21:00:00+0000', tz='UTC'), 'amount': 31059, 'filled': 31059, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '670fe449fcd84dc7a3db25cc7ef4d639', 'dt': Timestamp('2018-02-27 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-26 21:00:00+0000', tz='UTC'), 'amount': -12359, 'filled': -12359, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'd1c4f1b573b84f12bdcb84fbdc886fa6', 'dt': Timestamp('2018-02-27 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-26 21:00:00+0000', tz='UTC'), 'amount': -59002, 'filled': -59002, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'e8dce0ce4f46487eaa7937b04f140ff1', 'dt': Timestamp('2018-02-27 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-26 21:00:00+0000', tz='UTC'), 'amount': 46412, 'filled': 46412, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '673bd4dd41b04509815c0d9981778e78', 'dt': Timestamp('2018-02-27 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-26 21:00:00+0000', tz='UTC'), 'amount': 53188, 'filled': 53188, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",-150348.07681000046,-80248.57936000102,10858196.71,0.0,2018-02,0.0,,,-0.036811946936000206,0.11077580683502954,2.5078067513912248,-2.100300809162465,49,0.0,0.0,-0.07413544492851816,-1.6861961927054205,"[0.11642418801784515, 0.21830865740776062, -0.11995726078748703, 0.6624737977981567, 0.12275043874979019]"
