,period_open,period_close,long_value,longs_count,returns,transactions,short_exposure,ending_cash,starting_value,starting_cash,net_leverage,long_exposure,ending_value,capital_used,portfolio_value,positions,starting_exposure,orders,short_value,ending_exposure,gross_leverage,shorts_count,pnl,algorithm_period_return,sortino,algo_volatility,period_label,benchmark_period_return,benchmark_volatility,max_drawdown,trading_days,excess_return,sharpe,max_leverage,alpha,beta,treasury_period_return,weights
2017-12-15 21:00:00+00:00,2017-12-15 14:31:00+00:00,2017-12-15 21:00:00+00:00,0.0,0,0.0,[],0.0,10000000.0,0.0,10000000.0,0.0,0.0,0.0,0.0,10000000.0,[],0.0,[],0.0,0.0,0.0,0,0.0,0.0,,,2017-12,0.0,,0.0,1,0.0,,0.0,,,0.0,
2017-12-18 21:00:00+00:00,2017-12-18 14:31:00+00:00,2017-12-18 21:00:00+00:00,0.0,0,0.0,[],0.0,10000000.0,0.0,10000000.0,0.0,0.0,0.0,0.0,10000000.0,[],0.0,"[{'id': '461a55b7ac474c8a978db2658a02fcd6', 'dt': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'amount': 37285, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}]",0.0,0.0,0.0,0,0.0,0.0,,0.0,2017-12,0.0,0.0,0.0,2,0.0,,0.0,,,0.0,"[0, 1, 0, 0, 0]"
2017-12-19 21:00:00+00:00,2017-12-19 14:31:00+00:00,2017-12-19 21:00:00+00:00,9961433.450000001,1,-0.0004980716724999334,"[{'amount': 37285, 'dt': Timestamp('2017-12-19 21:00:00+0000', tz='UTC'), 'price': 267.303585, 'order_id': '461a55b7ac474c8a978db2658a02fcd6', 'sid': Equity(2 [SPY]), 'commission': None}]",0.0,33585.83327499963,0.0,10000000.0,0.9966397430236879,9961433.450000001,9961433.450000001,-9966414.166725,9995019.283275,"[{'sid': Equity(2 [SPY]), 'amount': 37285, 'cost_basis': 267.303585, 'last_sale_price': 267.17}]",0.0,"[{'id': '461a55b7ac474c8a978db2658a02fcd6', 'dt': Timestamp('2017-12-19 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'amount': 37285, 'filled': 37285, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}]",0.0,9961433.450000001,0.9966397430236879,0,-4980.716724999249,-0.0004980716724999334,-9.16515138991168,0.004564902281488401,2017-12,0.0,0.0,-0.0004980716724999468,3,0.0,-9.16515138991168,0.9966397430236879,,,0.0,"[0, 1, 0, 0, 0]"
2017-12-20 21:00:00+00:00,2017-12-20 14:31:00+00:00,2017-12-20 21:00:00+00:00,9956213.55,1,-0.0005222501179897865,[],0.0,33585.83327499963,9961433.450000001,33585.83327499963,0.9966379872121126,9956213.55,9956213.55,0.0,9989799.383275,"[{'sid': Equity(2 [SPY]), 'amount': 37285, 'cost_basis': 267.303585, 'last_sale_price': 267.03000000000003}]",9961433.450000001,[],0.0,9956213.55,0.9966379872121126,0,-5219.9000000003725,-0.0010200616725000167,-11.221821839055812,0.004678326705416794,2017-12,0.0,0.0,-0.0010200616724999633,4,0.0,-13.740013651980641,0.9966397430236879,,,0.0,"[0, 1, 0, 0, 0]"
2017-12-21 21:00:00+00:00,2017-12-21 14:31:00+00:00,2017-12-21 21:00:00+00:00,9976720.299999999,1,0.002052768950929096,[],0.0,33585.83327499963,9956213.55,33585.83327499963,0.996644874509546,9976720.299999999,9976720.299999999,0.0,10010306.133274999,"[{'sid': Equity(2 [SPY]), 'amount': 37285, 'cost_basis': 267.303585, 'last_sale_price': 267.58}]",9956213.55,[],0.0,9976720.299999999,0.996644874509546,0,20506.749999998137,0.001030613327499763,10.156382192298013,0.016877617291260392,2017-12,0.0,0.0,-0.0010200616724999633,5,0.0,3.0830973346628503,0.996644874509546,,,0.0,"[0, 1, 0, 0, 0]"
2017-12-22 21:00:00+00:00,2017-12-22 14:31:00+00:00,2017-12-22 21:00:00+00:00,9974110.35,1,-0.00026072629200846187,[],0.0,33585.83327499963,9976720.299999999,33585.83327499963,0.9966439995119827,9974110.35,9974110.35,0.0,10007696.183275,"[{'sid': Equity(2 [SPY]), 'amount': 37285, 'cost_basis': 267.303585, 'last_sale_price': 267.51}]",9976720.299999999,[],0.0,9974110.35,0.9966439995119827,0,-2609.949999999255,0.000769618327499888,6.517806158585983,0.01539647280137895,2017-12,0.0,0.0,-0.0010200616724999633,6,0.0,2.1051754445469784,0.996644874509546,,,0.0,"[0, 1, 0, 0, 0]"
2017-12-26 21:00:00+00:00,2017-12-26 14:31:00+00:00,2017-12-26 21:00:00+00:00,9962179.15,1,-0.0011922024591373148,[],0.0,33585.83327499963,9974110.35,33585.83327499963,0.9966399937042142,9962179.15,9962179.15,0.0,9995764.983275,"[{'sid': Equity(2 [SPY]), 'amount': 37285, 'cost_basis': 267.303585, 'last_sale_price': 267.19}]",9974110.35,"[{'id': '152e48e8532b491db018e679b1bf7859', 'dt': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'amount': 125, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}]",0.0,9962179.15,0.9966399937042142,0,-11931.199999999255,-0.00042350167250004844,-1.7794446842431173,0.016135284841068073,2017-12,0.0,0.0,-0.0014526179126192924,7,0.0,-0.9381512266150002,0.996644874509546,,,0.0,"[0, 1, 0, 0, 0]"
2017-12-27 21:00:00+00:00,2017-12-27 14:31:00+00:00,2017-12-27 21:00:00+00:00,10000441.2,1,0.00048323890248336276,"[{'amount': 125, 'dt': Timestamp('2017-12-27 21:00:00+0000', tz='UTC'), 'price': 267.45366, 'order_id': '152e48e8532b491db018e679b1bf7859', 'sid': Equity(2 [SPY]), 'commission': None}]",0.0,154.12577499962936,9962179.15,33585.83327499963,0.9999845883399958,10000441.2,10000441.2,-33431.70749999955,10000595.325775,"[{'sid': Equity(2 [SPY]), 'amount': 37410, 'cost_basis': 267.30408645348837, 'last_sale_price': 267.32}]",9962179.15,"[{'id': '152e48e8532b491db018e679b1bf7859', 'dt': Timestamp('2017-12-27 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'amount': 125, 'filled': 125, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}]",0.0,10000441.2,0.9999845883399958,0,4830.342499999329,5.953257749991003e-05,0.24843104392628565,0.015246416018354685,2017-12,0.0,0.0,-0.0014526179126192924,8,0.0,0.12966032925996696,0.9999845883399958,,,0.0,"[0, 1, 0, 0, 0]"
2017-12-28 21:00:00+00:00,2017-12-28 14:31:00+00:00,2017-12-28 21:00:00+00:00,10021016.7,1,0.0020574275160369915,[],0.0,154.12577499962936,10000441.2,154.12577499962936,0.9999846199832655,10021016.7,10021016.7,0.0,10021170.825775,"[{'sid': Equity(2 [SPY]), 'amount': 37410, 'cost_basis': 267.30408645348837, 'last_sale_price': 267.87}]",10000441.2,[],0.0,10021016.7,0.9999846199832655,0,20575.5,0.0021170825774998736,7.91296041605274,0.01791699381923608,2017-12,0.0,0.0,-0.0014526179126192924,9,0.0,3.313344625651148,0.9999846199832655,,,0.0,"[0, 1, 0, 0, 0]"
2017-12-29 21:00:00+00:00,2017-12-29 14:31:00+00:00,2017-12-29 21:00:00+00:00,9983232.6,1,-0.0037704276932208902,[],0.0,154.12577499962936,10021016.7,154.12577499962936,0.9999845617745527,9983232.6,9983232.6,0.0,9983386.725775,"[{'sid': Equity(2 [SPY]), 'amount': 37410, 'cost_basis': 267.30408645348837, 'last_sale_price': 266.86}]",10021016.7,[],0.0,9983232.6,0.9999845617745527,0,-37784.09999999963,-0.0016613274225000252,-2.0565476608548074,0.026263305163754996,2017-12,0.0,0.0,-0.0037704276932208534,10,0.0,-1.58343056781925,0.9999846199832655,,,0.0,"[0, 1, 0, 0, 0]"
