,period_open,period_close,long_value,longs_count,returns,transactions,short_exposure,ending_cash,starting_value,starting_cash,net_leverage,long_exposure,ending_value,capital_used,portfolio_value,positions,starting_exposure,orders,short_value,ending_exposure,gross_leverage,shorts_count,pnl,algorithm_period_return,sortino,algo_volatility,period_label,benchmark_period_return,benchmark_volatility,max_drawdown,trading_days,excess_return,sharpe,max_leverage,alpha,beta,treasury_period_return,weights
2018-01-02 21:00:00+00:00,2018-01-02 14:31:00+00:00,2018-01-02 21:00:00+00:00,10054685.7,1,0.007157200453381529,[],0.0,154.12577499962936,9983232.6,154.12577499962936,0.9999846714838156,10054685.7,10054685.7,0.0,10054839.825775,"[{'sid': Equity(2 [SPY]), 'amount': 37410, 'cost_basis': 267.30408645348837, 'last_sale_price': 268.77}]",9983232.6,[],0.0,10054685.7,0.9999846714838156,0,71453.09999999963,0.005483982577499935,6.543442707041865,0.04300064438967363,2018-01,0.0,0.0,-0.0037704276932208534,11,0.0,2.9338953824076746,0.9999846714838156,,,0.0,"[0, 1, 0, 0, 0]"
2018-01-03 21:00:00+00:00,2018-01-03 14:31:00+00:00,2018-01-03 21:00:00+00:00,10118282.700000001,1,0.006325013734875595,[],0.0,154.12577499962936,10054685.7,154.12577499962936,0.9999847678275159,10118282.700000001,10118282.700000001,0.0,10118436.825775001,"[{'sid': Equity(2 [SPY]), 'amount': 37410, 'cost_basis': 267.30408645348837, 'last_sale_price': 270.47}]",10054685.7,[],0.0,10118282.700000001,0.9999847678275159,0,63597.00000000186,0.011843682577500125,13.460382471258994,0.04892188897660274,2018-01,0.0,0.0,-0.0037704276932208534,12,0.0,5.078941205616309,0.9999847678275159,,,0.0,"[0, 1, 0, 0, 0]"
2018-01-04 21:00:00+00:00,2018-01-04 14:31:00+00:00,2018-01-04 21:00:00+00:00,10160930.1,1,0.004214820997978874,[],0.0,154.12577499962936,10118282.700000001,154.12577499962936,0.9999848317589368,10160930.1,10160930.1,0.0,10161084.225775,"[{'sid': Equity(2 [SPY]), 'amount': 37410, 'cost_basis': 267.30408645348837, 'last_sale_price': 271.61}]",10118282.700000001,[],0.0,10160930.1,0.9999848317589368,0,42647.39999999851,0.016108422577500114,17.53910672670247,0.048948909342471016,2018-01,0.0,0.0,-0.0037704276932208534,13,0.0,6.354807522262318,0.9999848317589368,,,0.0,"[0, 1, 0, 0, 0]"
2018-01-05 21:00:00+00:00,2018-01-05 14:31:00+00:00,2018-01-05 21:00:00+00:00,10228642.200000001,1,0.006663865636330479,[],0.0,154.12577499962936,10160930.1,154.12577499962936,0.9999849321689385,10228642.200000001,10228642.200000001,0.0,10228796.325775001,"[{'sid': Equity(2 [SPY]), 'amount': 37410, 'cost_basis': 267.30408645348837, 'last_sale_price': 273.42}]",10160930.1,[],0.0,10228642.200000001,0.9999849321689385,0,67712.10000000149,0.022879632577500253,23.919748753657974,0.052367148477623575,2018-01,0.0,0.0,-0.0037704276932208534,14,0.0,7.806265093917576,0.9999849321689385,,,0.0,"[0, 1, 0, 0, 0]"
2018-01-08 21:00:00+00:00,2018-01-08 14:31:00+00:00,2018-01-08 21:00:00+00:00,10247347.200000001,1,0.0018286609102642348,[],0.0,154.12577499962936,10228642.200000001,154.12577499962936,0.9999849596725973,10247347.200000001,10247347.200000001,0.0,10247501.325775001,"[{'sid': Equity(2 [SPY]), 'amount': 37410, 'cost_basis': 267.30408645348837, 'last_sale_price': 273.92}]",10228642.200000001,[],0.0,10247347.200000001,0.9999849596725973,0,18705.0,0.02475013257750014,24.96938176130885,0.050469342718179704,2018-01,0.0,0.0,-0.0037704276932208534,15,0.0,8.168534297638434,0.9999849596725973,,,0.0,"[0, 1, 0, 0, 0]"
2018-01-09 21:00:00+00:00,2018-01-09 14:31:00+00:00,2018-01-09 21:00:00+00:00,10270541.4,1,0.0022634005366419796,[],0.0,154.12577499962936,10247347.200000001,154.12577499962936,0.999984993638005,10270541.4,10270541.4,0.0,10270695.525775,"[{'sid': Equity(2 [SPY]), 'amount': 37410, 'cost_basis': 267.30408645348837, 'last_sale_price': 274.54}]",10247347.200000001,[],0.0,10270541.4,0.999984993638005,0,23194.199999999255,0.02706955257749999,26.406435620385103,0.04882156125429057,2018-01,0.0,0.0,-0.0037704276932208534,16,0.0,8.646647500993973,0.999984993638005,,,0.0,"[0, 1, 0, 0, 0]"
2018-01-10 21:00:00+00:00,2018-01-10 14:31:00+00:00,2018-01-10 21:00:00+00:00,10254829.2,1,-0.0015298087613023759,[],0.0,154.12577499962936,10270541.4,154.12577499962936,0.9999849706459676,10254829.2,10254829.2,0.0,10254983.325775,"[{'sid': Equity(2 [SPY]), 'amount': 37410, 'cost_basis': 267.30408645348837, 'last_sale_price': 274.12}]",10270541.4,[],0.0,10254829.2,0.9999849706459676,0,-15712.200000001118,0.025498332577500005,22.582137776362774,0.04885528562701546,2018-01,0.0,0.0,-0.0037704276932208534,17,0.0,7.668233425018468,0.999984993638005,,,0.0,"[0, 1, 0, 0, 0]"
2018-01-11 21:00:00+00:00,2018-01-11 14:31:00+00:00,2018-01-11 21:00:00+00:00,10329649.2,1,0.007295965056515197,[],0.0,154.12577499962936,10254829.2,154.12577499962936,0.999985079505375,10329649.2,10329649.2,0.0,10329803.325775,"[{'sid': Equity(2 [SPY]), 'amount': 37410, 'cost_basis': 267.30408645348837, 'last_sale_price': 276.12}]",10254829.2,[],0.0,10329649.2,0.999985079505375,0,74820.0,0.03298033257749999,28.281390974943726,0.052143187060748795,2018-01,0.0,0.0,-0.0037704276932208534,18,0.0,8.744464722854097,0.999985079505375,,,0.0,"[0, 1, 0, 0, 0]"
2018-01-12 21:00:00+00:00,2018-01-12 14:31:00+00:00,2018-01-12 21:00:00+00:00,10396987.200000001,1,0.006518807558705264,[],0.0,154.12577499962936,10329649.2,154.12577499962936,0.9999851761392703,10396987.200000001,10396987.200000001,0.0,10397141.325775001,"[{'sid': Equity(2 [SPY]), 'amount': 37410, 'cost_basis': 267.30408645348837, 'last_sale_price': 277.92}]",10329649.2,[],0.0,10396987.200000001,0.9999851761392703,0,67338.00000000186,0.039714132577500116,33.036754916131954,0.053497857433810345,2018-01,0.0,0.0,-0.0037704276932208534,19,0.0,9.690595841740368,0.9999851761392703,,,0.0,"[0, 1, 0, 0, 0]"
2018-01-16 21:00:00+00:00,2018-01-16 14:31:00+00:00,2018-01-16 21:00:00+00:00,10361447.700000001,1,-0.0034181991844137727,[],0.0,154.12577499962936,10396987.200000001,154.12577499962936,0.9999851252945643,10361447.700000001,10361447.700000001,0.0,10361601.825775001,"[{'sid': Equity(2 [SPY]), 'amount': 37410, 'cost_basis': 267.30408645348837, 'last_sale_price': 276.97}]",10396987.200000001,[],0.0,10361447.700000001,0.9999851252945643,0,-35539.5,0.0361601825775002,23.020491629202688,0.05558005438805391,2018-01,0.0,0.0,-0.0037704276932208534,20,0.0,8.086273111376846,0.9999851761392703,,,0.0,"[0, 1, 0, 0, 0]"
2018-01-17 21:00:00+00:00,2018-01-17 14:31:00+00:00,2018-01-17 21:00:00+00:00,10460210.1,1,0.009531576455130919,[],0.0,154.12577499962936,10361447.700000001,154.12577499962936,0.9999852657353345,10460210.1,10460210.1,0.0,10460364.225775,"[{'sid': Equity(2 [SPY]), 'amount': 37410, 'cost_basis': 267.30408645348837, 'last_sale_price': 279.61}]",10361447.700000001,[],0.0,10460210.1,0.9999852657353345,0,98762.39999999851,0.04603642257750007,28.46896913417366,0.06045727735746643,2018-01,0.0,0.0,-0.0037704276932208534,21,0.0,8.971835154555208,0.9999852657353345,,,0.0,"[0, 1, 0, 0, 0]"
2018-01-18 21:00:00+00:00,2018-01-18 14:31:00+00:00,2018-01-18 21:00:00+00:00,10442627.4,1,-0.001680887932819397,[],0.0,154.12577499962936,10460210.1,154.12577499962936,0.9999852409269868,10442627.4,10442627.4,0.0,10442781.525775,"[{'sid': Equity(2 [SPY]), 'amount': 37410, 'cost_basis': 267.30408645348837, 'last_sale_price': 279.14}]",10460210.1,[],0.0,10442627.4,0.9999852409269868,0,-17582.699999999255,0.04427815257750001,25.610772885358642,0.06040983198414621,2018-01,0.0,0.0,-0.0037704276932208534,22,0.0,8.252030817103003,0.9999852657353345,,,0.0,"[0, 1, 0, 0, 0]"
2018-01-19 21:00:00+00:00,2018-01-19 14:31:00+00:00,2018-01-19 21:00:00+00:00,10490138.100000001,1,0.004549621179255281,[],0.0,154.12577499962936,10442627.4,154.12577499962936,0.9999853077710628,10490138.100000001,10490138.100000001,0.0,10490292.225775002,"[{'sid': Equity(2 [SPY]), 'amount': 37410, 'cost_basis': 267.30408645348837, 'last_sale_price': 280.41}]",10442627.4,[],0.0,10490138.100000001,0.9999853077710628,0,47510.70000000112,0.0490292225775002,27.666343017023028,0.0596314994424969,2018-01,0.0,0.0,-0.0037704276932208534,23,0.0,8.83220689428887,0.9999853077710628,,,0.0,"[0, 1, 0, 0, 0]"
2018-01-22 21:00:00+00:00,2018-01-22 14:31:00+00:00,2018-01-22 21:00:00+00:00,10575432.9,1,0.008130831645511982,[],0.0,154.12577499962936,10490138.100000001,154.12577499962936,0.9999854262676271,10575432.9,10575432.9,0.0,10575587.025775,"[{'sid': Equity(2 [SPY]), 'amount': 37410, 'cost_basis': 267.30408645348837, 'last_sale_price': 282.69}]",10490138.100000001,[],0.0,10575432.9,0.9999854262676271,0,85294.79999999888,0.057558702577500176,31.66496001408586,0.06151807965815682,2018-01,0.0,0.0,-0.0037704276932208534,24,0.0,9.592408771468689,0.9999854262676271,,,0.0,"[0, 1, 0, 0, 0]"
2018-01-23 21:00:00+00:00,2018-01-23 14:31:00+00:00,2018-01-23 21:00:00+00:00,10597878.9,1,0.00212243537359158,[],0.0,154.12577499962936,10575432.9,154.12577499962936,0.9999854571339205,10597878.9,10597878.9,0.0,10598033.025775,"[{'sid': Equity(2 [SPY]), 'amount': 37410, 'cost_basis': 267.30408645348837, 'last_sale_price': 283.29}]",10575432.9,[],0.0,10597878.9,0.9999854571339205,0,22446.0,0.05980330257750022,32.19687485625089,0.06022684025189835,2018-01,0.0,0.0,-0.0037704276932208534,25,0.0,9.761369687452815,0.9999854571339205,,,0.0,"[0, 1, 0, 0, 0]"
2018-01-24 21:00:00+00:00,2018-01-24 14:31:00+00:00,2018-01-24 21:00:00+00:00,10593763.8,1,-0.0003882890334453437,[],0.0,154.12577499962936,10597878.9,154.12577499962936,0.9999854514848916,10593763.8,10593763.8,0.0,10593917.925775,"[{'sid': Equity(2 [SPY]), 'amount': 37410, 'cost_basis': 267.30408645348837, 'last_sale_price': 283.18}]",10597878.9,[],0.0,10593763.8,0.9999854514848916,0,-4115.0999999996275,0.05939179257750027,31.29021043389419,0.059615038829271466,2018-01,0.0,0.0,-0.0037704276932208534,26,0.0,9.41912720374734,0.9999854571339205,,,0.0,"[0, 1, 0, 0, 0]"
2018-01-25 21:00:00+00:00,2018-01-25 14:31:00+00:00,2018-01-25 21:00:00+00:00,10598253.0,1,0.0004237525749635207,[],0.0,154.12577499962936,10593763.8,154.12577499962936,0.999985457647251,10598253.0,10598253.0,0.0,10598407.125775,"[{'sid': Equity(2 [SPY]), 'amount': 37410, 'cost_basis': 267.30408645348837, 'last_sale_price': 283.3}]",10593763.8,[],0.0,10598253.0,0.999985457647251,0,4489.199999999255,0.05984071257750023,30.929882997327702,0.05871672687190018,2018-01,0.0,0.0,-0.0037704276932208534,27,0.0,9.276395151510828,0.999985457647251,,,0.0,"[0, 1, 0, 0, 0]"
2018-01-26 21:00:00+00:00,2018-01-26 14:31:00+00:00,2018-01-26 21:00:00+00:00,10720957.799999999,1,0.011577664317271363,[],0.0,154.12577499962936,10598253.0,154.12577499962936,0.999985624086749,10720957.799999999,10720957.799999999,0.0,10721111.925774999,"[{'sid': Equity(2 [SPY]), 'amount': 37410, 'cost_basis': 267.30408645348837, 'last_sale_price': 286.58}]",10598253.0,[],0.0,10720957.799999999,0.999985624086749,0,122704.79999999888,0.0721111925775002,36.398107430265604,0.06417127769756398,2018-01,0.0,0.0,-0.0037704276932208534,28,0.0,9.808526812318147,0.999985624086749,,,0.0,"[0, 1, 0, 0, 0]"
2018-01-29 21:00:00+00:00,2018-01-29 14:31:00+00:00,2018-01-29 21:00:00+00:00,10649878.8,1,-0.006629816057522442,[],0.0,154.12577499962936,10720957.799999999,154.12577499962936,0.9999855281409856,10649878.8,10649878.8,0.0,10650032.925775,"[{'sid': Equity(2 [SPY]), 'amount': 37410, 'cost_basis': 267.30408645348837, 'last_sale_price': 284.68}]",10720957.799999999,[],0.0,10649878.8,0.9999855281409856,0,-71078.99999999814,0.06500329257750037,21.24186770688968,0.06851886679231133,2018-01,0.0,0.0,-0.00662981605752248,29,0.0,8.028599622623007,0.999985624086749,,,0.0,"[0, 1, 0, 0, 0]"
2018-01-30 21:00:00+00:00,2018-01-30 14:31:00+00:00,2018-01-30 21:00:00+00:00,10540641.6,1,-0.010256982373794132,[],0.0,154.12577499962936,10649878.8,154.12577499962936,0.9999853781650826,10540641.6,10540641.6,0.0,10540795.725775,"[{'sid': Equity(2 [SPY]), 'amount': 37410, 'cost_basis': 267.30408645348837, 'last_sale_price': 281.76}]",10649878.8,[],0.0,10540641.6,0.9999853781650826,0,-109237.20000000112,0.05407957257750029,11.384740416484297,0.07637320391061103,2018-01,0.0,0.0,-0.016818796524873086,30,0.0,5.83470189863909,0.999985624086749,,,0.0,"[0, 1, 0, 0, 0]"
2018-01-31 21:00:00+00:00,2018-01-31 14:31:00+00:00,2018-01-31 21:00:00+00:00,10545879.000000002,1,0.0004968695093099385,[],0.0,154.12577499962936,10540641.6,154.12577499962936,0.9999853854266185,10545879.000000002,10545879.000000002,0.0,10546033.125775002,"[{'sid': Equity(2 [SPY]), 'amount': 37410, 'cost_basis': 267.30408645348837, 'last_sale_price': 281.90000000000003}]",10540641.6,[],0.0,10545879.000000002,0.9999853854266185,0,5237.400000002235,0.05460331257750051,11.304507782022634,0.07517698143556056,2018-01,0.0,0.0,-0.016818796524873086,31,0.0,5.7900605257115565,0.999985624086749,,,0.0,"[0, 1, 0, 0, 0]"
2018-02-01 21:00:00+00:00,2018-02-01 14:31:00+00:00,2018-02-01 21:00:00+00:00,10533907.799999999,1,-0.0011351377202433177,[],0.0,154.12577499962936,10545879.000000002,154.12577499962936,0.9999853688182122,10533907.799999999,10533907.799999999,0.0,10534061.925774999,"[{'sid': Equity(2 [SPY]), 'amount': 37410, 'cost_basis': 267.30408645348837, 'last_sale_price': 281.58}]",10545879.000000002,[],0.0,10533907.799999999,0.9999853688182122,0,-11971.20000000298,0.05340619257750023,10.852333003707043,0.07438947303224841,2018-02,0.0,0.0,-0.017446884361901605,32,0.0,5.548333238709297,0.999985624086749,,,0.0,"[0, 1, 0, 0, 0]"
2018-02-02 21:00:00+00:00,2018-02-02 14:31:00+00:00,2018-02-02 21:00:00+00:00,10304584.5,1,-0.02176969355371694,[],0.0,154.12577499962936,10533907.799999999,154.12577499962936,0.9999850432135547,10304584.5,10304584.5,0.0,10304738.625775,"[{'sid': Equity(2 [SPY]), 'amount': 37410, 'cost_basis': 267.30408645348837, 'last_sale_price': 275.45}]",10533907.799999999,[],0.0,10304584.5,0.9999850432135547,0,-229323.29999999888,0.030473862577500288,3.301969327362081,0.09769813411674298,2018-02,0.0,0.0,-0.038836764589592766,33,0.0,2.395021073341611,0.999985624086749,,,0.0,"[0, 1, 0, 0, 0]"
2018-02-05 21:00:00+00:00,2018-02-05 14:31:00+00:00,2018-02-05 21:00:00+00:00,9873621.3,1,-0.04182184678823786,[],0.0,154.12577499962936,10304584.5,154.12577499962936,0.9999843903908734,9873621.3,9873621.3,0.0,9873775.425775,"[{'sid': Equity(2 [SPY]), 'amount': 37410, 'cost_basis': 267.30408645348837, 'last_sale_price': 263.93}]",10304584.5,[],0.0,9873621.3,0.9999843903908734,0,-430963.19999999925,-0.012622457422499567,-0.6204564746199778,0.1510012783833097,2018-02,0.0,0.0,-0.07903438615941386,34,0.0,-0.5487809829904103,0.999985624086749,,,0.0,"[0, 1, 0, 0, 0]"
2018-02-06 21:00:00+00:00,2018-02-06 14:31:00+00:00,2018-02-06 21:00:00+00:00,10068153.3,1,0.01970188621995428,[],0.0,154.12577499962936,9873621.3,154.12577499962936,0.9999846919875921,10068153.3,10068153.3,0.0,10068307.425775,"[{'sid': Equity(2 [SPY]), 'amount': 37410, 'cost_basis': 267.30408645348837, 'last_sale_price': 269.13}]",9873621.3,[],0.0,10068153.3,0.9999846919875921,0,194532.0,0.006830742577500493,0.46609357405733987,0.15817588886503686,2018-02,0.0,0.0,-0.07903438615941386,35,0.0,0.38788825047515946,0.999985624086749,,,0.0,"[0, 1, 0, 0, 0]"
2018-02-07 21:00:00+00:00,2018-02-07 14:31:00+00:00,2018-02-07 21:00:00+00:00,10013534.700000001,1,-0.005424804556540819,[],0.0,154.12577499962936,10068153.3,154.12577499962936,0.9999846084916676,10013534.700000001,10013534.700000001,0.0,10013688.825775001,"[{'sid': Equity(2 [SPY]), 'amount': 37410, 'cost_basis': 267.30408645348837, 'last_sale_price': 267.67}]",10068153.3,[],0.0,10013534.700000001,0.9999846084916676,0,-54618.59999999963,0.001368882577500674,0.16599549734129385,0.1566195107960447,2018-02,0.0,0.0,-0.07903438615941386,36,0.0,0.13840321180608742,0.999985624086749,,,0.0,"[0, 1, 0, 0, 0]"
2018-02-08 21:00:00+00:00,2018-02-08 14:31:00+00:00,2018-02-08 21:00:00+00:00,9637938.3,1,-0.037508295547713066,[],0.0,154.12577499962936,10013534.700000001,154.12577499962936,0.9999840086846866,9637938.3,9637938.3,0.0,9638092.425775,"[{'sid': Equity(2 [SPY]), 'amount': 37410, 'cost_basis': 267.30408645348837, 'last_sale_price': 257.63}]",10013534.700000001,[],0.0,9637938.3,0.9999840086846866,0,-375596.4000000004,-0.03619075742249944,-1.4486771090358035,0.18295964388504585,2018-02,0.0,0.0,-0.10101746045540969,37,0.0,-1.2809989773376182,0.999985624086749,,,0.0,"[0, 1, 0, 0, 0]"
2018-02-09 21:00:00+00:00,2018-02-09 14:31:00+00:00,2018-02-09 21:00:00+00:00,9782715.0,1,0.015021302307998807,[],0.0,154.12577499962936,9637938.3,154.12577499962936,0.9999842453401944,9782715.0,9782715.0,0.0,9782869.125775,"[{'sid': Equity(2 [SPY]), 'amount': 37410, 'cost_basis': 267.30408645348837, 'last_sale_price': 261.5}]",9637938.3,[],0.0,9782715.0,0.9999842453401944,0,144776.69999999925,-0.021713087422499444,-0.8054908049693617,0.1850861892306946,2018-02,0.0,0.0,-0.10101746045540969,38,0.0,-0.6947493172311653,0.999985624086749,,,0.0,"[0, 1, 0, 0, 0]"
2018-02-12 21:00:00+00:00,2018-02-12 14:31:00+00:00,2018-02-12 21:00:00+00:00,9926369.4,1,0.014684281078800598,[],0.0,154.12577499962936,9782715.0,154.12577499962936,0.9999844733380624,9926369.4,9926369.4,0.0,9926523.525775,"[{'sid': Equity(2 [SPY]), 'amount': 37410, 'cost_basis': 267.30408645348837, 'last_sale_price': 265.34000000000003}]",9782715.0,[],0.0,9926369.4,0.9999844733380624,0,143654.40000000037,-0.0073476474224993815,-0.19297067352422043,0.1866740587394016,2018-02,0.0,0.0,-0.10101746045540969,39,0.0,-0.16289523950840784,0.999985624086749,,,0.0,"[0, 1, 0, 0, 0]"
