,period_open,period_close,starting_exposure,ending_exposure,ending_cash,gross_leverage,starting_value,returns,capital_used,ending_value,shorts_count,long_exposure,short_value,positions,long_value,portfolio_value,short_exposure,orders,longs_count,transactions,pnl,net_leverage,starting_cash,benchmark_period_return,benchmark_volatility,excess_return,trading_days,algorithm_period_return,sortino,sharpe,treasury_period_return,max_leverage,max_drawdown,alpha,beta,algo_volatility,period_label,weights
2017-12-15 21:00:00+00:00,2017-12-15 14:31:00+00:00,2017-12-15 21:00:00+00:00,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,[],0.0,10000000.0,0.0,[],0,[],0.0,0.0,10000000.0,0.0,,0.0,1,0.0,,,0.0,0.0,0.0,,,,2017-12,
2017-12-18 21:00:00+00:00,2017-12-18 14:31:00+00:00,2017-12-18 21:00:00+00:00,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,[],0.0,10000000.0,0.0,"[{'id': '095546d770c94a8b92ee5a96bd906458', 'dt': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'amount': -33350, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'ef2d9a9fea7b4b29a454c62aef486efb', 'dt': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'amount': 33216, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'afe8f096683a4490b66d44f24c6ac0a9', 'dt': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'amount': 1295, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '243b887591a94a46a4b8d64245c51a4f', 'dt': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'amount': 8425, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '1edf8580196b454f82f60c1f0db2c4f9', 'dt': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'amount': 91409, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",0,[],0.0,0.0,10000000.0,0.0,0.0,0.0,2,0.0,,,0.0,0.0,0.0,,,0.0,2017-12,"[-0.1497112661600113, 0.8908735513687134, 0.011093071661889553, 0.10231252759695053, 0.14543211460113525]"
2017-12-19 21:00:00+00:00,2017-12-19 14:31:00+00:00,2017-12-19 21:00:00+00:00,0.0,9972896.64,20623.832179999677,1.2967457940447982,0.0,-0.0006479527820000275,-9979376.16782,9972896.64,1,11465976.14,-1493079.5,"[{'sid': Equity(4 [VWO]), 'amount': -33350, 'cost_basis': 44.747615, 'last_sale_price': 44.77}, {'sid': Equity(2 [SPY]), 'amount': 33216, 'cost_basis': 267.303585, 'last_sale_price': 267.17}, {'sid': Equity(3 [VNQ]), 'amount': 1295, 'cost_basis': 83.86191000000001, 'last_sale_price': 83.82000000000001}, {'sid': Equity(1 [LQD]), 'amount': 8425, 'cost_basis': 120.870405, 'last_sale_price': 120.81}, {'sid': Equity(0 [DBC]), 'amount': 91409, 'cost_basis': 16.038015, 'last_sale_price': 16.03}]",11465976.14,9993520.47218,-1493079.5,"[{'id': '095546d770c94a8b92ee5a96bd906458', 'dt': Timestamp('2017-12-19 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'amount': -33350, 'filled': -33350, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'ef2d9a9fea7b4b29a454c62aef486efb', 'dt': Timestamp('2017-12-19 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'amount': 33216, 'filled': 33216, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'afe8f096683a4490b66d44f24c6ac0a9', 'dt': Timestamp('2017-12-19 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'amount': 1295, 'filled': 1295, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '243b887591a94a46a4b8d64245c51a4f', 'dt': Timestamp('2017-12-19 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'amount': 8425, 'filled': 8425, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '1edf8580196b454f82f60c1f0db2c4f9', 'dt': Timestamp('2017-12-19 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'amount': 91409, 'filled': 91409, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",4,"[{'amount': -33350, 'dt': Timestamp('2017-12-19 21:00:00+0000', tz='UTC'), 'price': 44.747615, 'order_id': '095546d770c94a8b92ee5a96bd906458', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 33216, 'dt': Timestamp('2017-12-19 21:00:00+0000', tz='UTC'), 'price': 267.303585, 'order_id': 'ef2d9a9fea7b4b29a454c62aef486efb', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 1295, 'dt': Timestamp('2017-12-19 21:00:00+0000', tz='UTC'), 'price': 83.86191000000001, 'order_id': 'afe8f096683a4490b66d44f24c6ac0a9', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 8425, 'dt': Timestamp('2017-12-19 21:00:00+0000', tz='UTC'), 'price': 120.870405, 'order_id': '243b887591a94a46a4b8d64245c51a4f', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 91409, 'dt': Timestamp('2017-12-19 21:00:00+0000', tz='UTC'), 'price': 16.038015, 'order_id': '1edf8580196b454f82f60c1f0db2c4f9', 'sid': Equity(0 [DBC]), 'commission': None}]",-6479.527820000425,0.9979362795886183,10000000.0,0.0,0.0,0.0,3,-0.0006479527820000275,-9.16515138991168,-9.165151389911681,0.0,1.2967457940447982,-0.0006479527820000896,,,0.005938585340544691,2017-12,"[-0.1497112661600113, 0.8908735513687134, 0.011093071661889553, 0.10231252759695053, 0.14543211460113525]"
2017-12-20 21:00:00+00:00,2017-12-20 14:31:00+00:00,2017-12-20 21:00:00+00:00,9972896.64,9970520.06,20623.832179999677,1.2972169353044989,9972896.64,-0.00023781209100592893,0.0,9970520.06,1,11465600.56,-1495080.5,"[{'sid': Equity(4 [VWO]), 'amount': -33350, 'cost_basis': 44.747615, 'last_sale_price': 44.83}, {'sid': Equity(2 [SPY]), 'amount': 33216, 'cost_basis': 267.303585, 'last_sale_price': 267.03000000000003}, {'sid': Equity(3 [VNQ]), 'amount': 1295, 'cost_basis': 83.86191000000001, 'last_sale_price': 82.85000000000001}, {'sid': Equity(1 [LQD]), 'amount': 8425, 'cost_basis': 120.870405, 'last_sale_price': 120.49000000000001}, {'sid': Equity(0 [DBC]), 'amount': 91409, 'cost_basis': 16.038015, 'last_sale_price': 16.12}]",11465600.56,9991143.89218,-1495080.5,[],4,[],-2376.5800000000745,0.9979357886942114,20623.832179999677,0.0,0.0,0.0,4,-0.0008856107820000014,-10.186008577553347,-11.501237630205878,0.0,1.2972169353044989,-0.0008856107820000148,,,0.004851928878751142,2017-12,"[-0.1497112661600113, 0.8908735513687134, 0.011093071661889553, 0.10231252759695053, 0.14543211460113525]"
2017-12-21 21:00:00+00:00,2017-12-21 14:31:00+00:00,2017-12-21 21:00:00+00:00,9970520.06,9980576.1,20623.832179999677,1.2984520045655539,9970520.06,0.0010064953631454543,0.0,9980576.1,1,11483327.1,-1502751.0,"[{'sid': Equity(4 [VWO]), 'amount': -33350, 'cost_basis': 44.747615, 'last_sale_price': 45.06}, {'sid': Equity(2 [SPY]), 'amount': 33216, 'cost_basis': 267.303585, 'last_sale_price': 267.58}, {'sid': Equity(3 [VNQ]), 'amount': 1295, 'cost_basis': 83.86191000000001, 'last_sale_price': 81.27}, {'sid': Equity(1 [LQD]), 'amount': 8425, 'cost_basis': 120.870405, 'last_sale_price': 120.56}, {'sid': Equity(0 [DBC]), 'amount': 91409, 'cost_basis': 16.038015, 'last_sale_price': 16.13}]",11483327.1,10001199.932179999,-1502751.0,[],4,[],10056.039999999106,0.9979378642243077,20623.832179999677,0.0,0.0,0.0,5,0.00011999321799982532,1.2417882365494415,0.6287710773217721,0.0,1.2984520045655539,-0.0008856107820000148,,,0.009677316470962299,2017-12,"[-0.1497112661600113, 0.8908735513687134, 0.011093071661889553, 0.10231252759695053, 0.14543211460113525]"
2017-12-22 21:00:00+00:00,2017-12-22 14:31:00+00:00,2017-12-22 21:00:00+00:00,9980576.1,9973793.56,20623.832179999677,1.3011238224025734,9980576.1,-0.0006781726238843655,0.0,9973793.56,1,11488884.06,-1515090.5,"[{'sid': Equity(4 [VWO]), 'amount': -33350, 'cost_basis': 44.747615, 'last_sale_price': 45.43}, {'sid': Equity(2 [SPY]), 'amount': 33216, 'cost_basis': 267.303585, 'last_sale_price': 267.51}, {'sid': Equity(3 [VNQ]), 'amount': 1295, 'cost_basis': 83.86191000000001, 'last_sale_price': 81.83}, {'sid': Equity(1 [LQD]), 'amount': 8425, 'cost_basis': 120.870405, 'last_sale_price': 120.65}, {'sid': Equity(0 [DBC]), 'amount': 91409, 'cost_basis': 16.038015, 'last_sale_price': 16.2}]",11488884.06,9994417.39218,-1515090.5,[],4,[],-6782.539999999106,0.9979364647912208,20623.832179999677,0.0,0.0,0.0,6,-0.0005582607820000529,-3.7334756976041485,-2.3940668253042623,0.0,1.3011238224025734,-0.0008856107820000148,,,0.009779413577692818,2017-12,"[-0.1497112661600113, 0.8908735513687134, 0.011093071661889553, 0.10231252759695053, 0.14543211460113525]"
2017-12-26 21:00:00+00:00,2017-12-26 14:31:00+00:00,2017-12-26 21:00:00+00:00,9973793.56,9985314.05,20623.832179999677,1.301110420961716,9973793.56,0.0011526925030180823,0.0,9985314.05,1,11502072.05,-1516758.0000000002,"[{'sid': Equity(4 [VWO]), 'amount': -33350, 'cost_basis': 44.747615, 'last_sale_price': 45.480000000000004}, {'sid': Equity(2 [SPY]), 'amount': 33216, 'cost_basis': 267.303585, 'last_sale_price': 267.19}, {'sid': Equity(3 [VNQ]), 'amount': 1295, 'cost_basis': 83.86191000000001, 'last_sale_price': 82.24}, {'sid': Equity(1 [LQD]), 'amount': 8425, 'cost_basis': 120.870405, 'last_sale_price': 120.81}, {'sid': Equity(0 [DBC]), 'amount': 91409, 'cost_basis': 16.038015, 'last_sale_price': 16.44}]",11502072.05,10005937.88218,-1516758.0000000002,"[{'id': '5d32b522dc55436f8add173a532f7fcc', 'dt': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'amount': 9960, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '75421b50d9044bb8b0f734f2e4caa844', 'dt': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'amount': -102, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'd0f8e9ad4eb3441b8abcad6d8dcc4bc1', 'dt': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'amount': -3740, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'efc21f22e7ae4edaac48e64c9a9a9638', 'dt': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'amount': 4523, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '76628793cf0443a2bf9025bfda145fe5', 'dt': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'amount': -39169, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",4,[],11520.490000000224,0.9979388406741232,20623.832179999677,0.0,0.0,0.0,7,0.0005937882179998244,3.690964057183139,1.8405560846184466,0.0,1.3011238224025734,-0.0008856107820000148,,,0.011642684226206582,2017-12,"[-0.10631050914525986, 0.8842422962188721, -0.020101966336369514, 0.15634024143218994, 0.08582998812198639]"
2017-12-27 21:00:00+00:00,2017-12-27 14:31:00+00:00,2017-12-27 21:00:00+00:00,9985314.05,10020592.469999999,-1344.0950200003572,1.2527040452797493,9985314.05,0.0013302593876487467,-21967.92719999887,10020592.469999999,2,11285872.719999999,-1265280.25,"[{'sid': Equity(4 [VWO]), 'amount': -23390, 'cost_basis': 44.747615, 'last_sale_price': 45.47}, {'sid': Equity(2 [SPY]), 'amount': 33114, 'cost_basis': 267.303585, 'last_sale_price': 267.32}, {'sid': Equity(3 [VNQ]), 'amount': -2445, 'cost_basis': 82.468745, 'last_sale_price': 82.51}, {'sid': Equity(1 [LQD]), 'amount': 12948, 'cost_basis': 121.1045666624189, 'last_sale_price': 121.48}, {'sid': Equity(0 [DBC]), 'amount': 52240, 'cost_basis': 16.038015, 'last_sale_price': 16.48}]",11285872.719999999,10019248.374979999,-1265280.25,"[{'id': '5d32b522dc55436f8add173a532f7fcc', 'dt': Timestamp('2017-12-27 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'amount': 9960, 'filled': 9960, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '75421b50d9044bb8b0f734f2e4caa844', 'dt': Timestamp('2017-12-27 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'amount': -102, 'filled': -102, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'd0f8e9ad4eb3441b8abcad6d8dcc4bc1', 'dt': Timestamp('2017-12-27 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'amount': -3740, 'filled': -3740, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'efc21f22e7ae4edaac48e64c9a9a9638', 'dt': Timestamp('2017-12-27 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'amount': 4523, 'filled': 4523, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '76628793cf0443a2bf9025bfda145fe5', 'dt': Timestamp('2017-12-27 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'amount': -39169, 'filled': -39169, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",3,"[{'amount': 9960, 'dt': Timestamp('2017-12-27 21:00:00+0000', tz='UTC'), 'price': 45.492734999999996, 'order_id': '5d32b522dc55436f8add173a532f7fcc', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -102, 'dt': Timestamp('2017-12-27 21:00:00+0000', tz='UTC'), 'price': 267.18634, 'order_id': '75421b50d9044bb8b0f734f2e4caa844', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -3740, 'dt': Timestamp('2017-12-27 21:00:00+0000', tz='UTC'), 'price': 82.468745, 'order_id': 'd0f8e9ad4eb3441b8abcad6d8dcc4bc1', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 4523, 'dt': Timestamp('2017-12-27 21:00:00+0000', tz='UTC'), 'price': 121.54074, 'order_id': 'efc21f22e7ae4edaac48e64c9a9a9638', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -39169, 'dt': Timestamp('2017-12-27 21:00:00+0000', tz='UTC'), 'price': 16.47176, 'order_id': '76628793cf0443a2bf9025bfda145fe5', 'sid': Equity(0 [DBC]), 'commission': None}]",13310.492799999192,1.0001341512825808,20623.832179999677,0.0,0.0,0.0,8,0.0019248374979998761,11.168372553158868,4.721431822089218,0.0,1.3011238224025734,-0.0008856107820000148,,,0.01284643295266367,2017-12,"[-0.10631050914525986, 0.8842422962188721, -0.020101966336369514, 0.15634024143218994, 0.08582998812198639]"
2017-12-28 21:00:00+00:00,2017-12-28 14:31:00+00:00,2017-12-28 21:00:00+00:00,10020592.469999999,10035726.93,-1344.0950200003572,1.2535629581672294,10020592.469999999,0.0015105384589322313,0.0,10035726.93,2,11307228.78,-1271501.8499999999,"[{'sid': Equity(4 [VWO]), 'amount': -23390, 'cost_basis': 44.747615, 'last_sale_price': 45.69}, {'sid': Equity(2 [SPY]), 'amount': 33114, 'cost_basis': 267.303585, 'last_sale_price': 267.87}, {'sid': Equity(3 [VNQ]), 'amount': -2445, 'cost_basis': 82.468745, 'last_sale_price': 82.95}, {'sid': Equity(1 [LQD]), 'amount': 12948, 'cost_basis': 121.1045666624189, 'last_sale_price': 121.4}, {'sid': Equity(0 [DBC]), 'amount': 52240, 'cost_basis': 16.038015, 'last_sale_price': 16.56}]",11307228.78,10034382.83498,-1271501.8499999999,[],3,[],15134.460000000894,1.000133948947544,-1344.0950200003572,0.0,0.0,0.0,9,0.0034382834980000165,18.79001631534122,6.9879940062358425,0.0,1.3011238224025734,-0.0008856107820000148,,,0.013767806606311273,2017-12,"[-0.10631050914525986, 0.8842422962188721, -0.020101966336369514, 0.15634024143218994, 0.08582998812198639]"
2017-12-29 21:00:00+00:00,2017-12-29 14:31:00+00:00,2017-12-29 21:00:00+00:00,10035726.93,10001746.320000002,-1344.0950200003572,1.2554683339274495,10035726.93,-0.003386417536466735,0.0,10001746.320000002,2,11278467.320000002,-1276721.0000000002,"[{'sid': Equity(4 [VWO]), 'amount': -23390, 'cost_basis': 44.747615, 'last_sale_price': 45.910000000000004}, {'sid': Equity(2 [SPY]), 'amount': 33114, 'cost_basis': 267.303585, 'last_sale_price': 266.86}, {'sid': Equity(3 [VNQ]), 'amount': -2445, 'cost_basis': 82.468745, 'last_sale_price': 82.98}, {'sid': Equity(1 [LQD]), 'amount': 12948, 'cost_basis': 121.1045666624189, 'last_sale_price': 121.56}, {'sid': Equity(0 [DBC]), 'amount': 52240, 'cost_basis': 16.038015, 'last_sale_price': 16.61}]",11278467.320000002,10000402.224980002,-1276721.0000000002,[],3,[],-33980.60999999754,1.0001344040959315,-1344.0950200003572,0.0,0.0,0.0,10,4.022249800028632e-05,0.07074034513044439,0.0545165219688901,0.0,1.3011238224025734,-0.003386417536466785,,,0.022941542772623107,2017-12,"[-0.10631050914525986, 0.8842422962188721, -0.020101966336369514, 0.15634024143218994, 0.08582998812198639]"
