,period_open,period_close,ending_cash,starting_exposure,ending_value,capital_used,positions,pnl,gross_leverage,orders,net_leverage,starting_cash,long_value,returns,portfolio_value,ending_exposure,shorts_count,long_exposure,transactions,starting_value,short_exposure,short_value,longs_count,alpha,beta,trading_days,benchmark_period_return,benchmark_volatility,algo_volatility,treasury_period_return,max_drawdown,period_label,sortino,max_leverage,excess_return,algorithm_period_return,sharpe,weights
2017-12-15 21:00:00+00:00,2017-12-15 14:31:00+00:00,2017-12-15 21:00:00+00:00,10000000.0,0.0,0.0,0.0,[],0.0,0.0,[],0.0,10000000.0,0.0,0.0,10000000.0,0.0,0,0.0,[],0.0,0.0,0.0,0,,,1,0.0,,,0.0,0.0,2017-12,,0.0,0.0,0.0,,
2017-12-18 21:00:00+00:00,2017-12-18 14:31:00+00:00,2017-12-18 21:00:00+00:00,10000000.0,0.0,0.0,0.0,[],0.0,0.0,"[{'id': 'b05a690d261a44bfac20e61b7ad9ac81', 'dt': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'amount': 44553, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'b85723523a3e418cab7548539031e82d', 'dt': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'amount': 7457, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '44db19a2d0884a288e7efe0342885668', 'dt': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'amount': 23353, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '81e3ee3b5649483e819b9905da32d005', 'dt': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'amount': 16470, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'd8b15afb3cdc43e08b8dc075739625b3', 'dt': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'amount': 125707, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",0.0,10000000.0,0.0,0.0,10000000.0,0.0,0,0.0,[],0.0,0.0,0.0,0,,,2,0.0,0.0,0.0,0.0,0.0,2017-12,,0.0,0.0,0.0,,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2017-12-19 21:00:00+00:00,2017-12-19 14:31:00+00:00,2017-12-19 21:00:00+00:00,45828.531564999605,0.0,9949196.870000001,-9954171.468435,"[{'sid': Equity(4 [VWO]), 'amount': 44553, 'cost_basis': 44.792385, 'last_sale_price': 44.77}, {'sid': Equity(2 [SPY]), 'amount': 7457, 'cost_basis': 267.303585, 'last_sale_price': 267.17}, {'sid': Equity(3 [VNQ]), 'amount': 23353, 'cost_basis': 83.86191000000001, 'last_sale_price': 83.82000000000001}, {'sid': Equity(1 [LQD]), 'amount': 16470, 'cost_basis': 120.870405, 'last_sale_price': 120.81}, {'sid': Equity(0 [DBC]), 'amount': 125707, 'cost_basis': 16.038015, 'last_sale_price': 16.03}]",-4974.598434999585,0.9954148659234199,"[{'id': 'b05a690d261a44bfac20e61b7ad9ac81', 'dt': Timestamp('2017-12-19 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'amount': 44553, 'filled': 44553, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'b85723523a3e418cab7548539031e82d', 'dt': Timestamp('2017-12-19 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'amount': 7457, 'filled': 7457, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '44db19a2d0884a288e7efe0342885668', 'dt': Timestamp('2017-12-19 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'amount': 23353, 'filled': 23353, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '81e3ee3b5649483e819b9905da32d005', 'dt': Timestamp('2017-12-19 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'amount': 16470, 'filled': 16470, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'd8b15afb3cdc43e08b8dc075739625b3', 'dt': Timestamp('2017-12-19 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'amount': 125707, 'filled': 125707, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",0.9954148659234199,10000000.0,9949196.870000001,-0.0004974598434999145,9995025.401565,9949196.870000001,0,9949196.870000001,"[{'amount': 44553, 'dt': Timestamp('2017-12-19 21:00:00+0000', tz='UTC'), 'price': 44.792385, 'order_id': 'b05a690d261a44bfac20e61b7ad9ac81', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 7457, 'dt': Timestamp('2017-12-19 21:00:00+0000', tz='UTC'), 'price': 267.303585, 'order_id': 'b85723523a3e418cab7548539031e82d', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 23353, 'dt': Timestamp('2017-12-19 21:00:00+0000', tz='UTC'), 'price': 83.86191000000001, 'order_id': '44db19a2d0884a288e7efe0342885668', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 16470, 'dt': Timestamp('2017-12-19 21:00:00+0000', tz='UTC'), 'price': 120.870405, 'order_id': '81e3ee3b5649483e819b9905da32d005', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 125707, 'dt': Timestamp('2017-12-19 21:00:00+0000', tz='UTC'), 'price': 16.038015, 'order_id': 'd8b15afb3cdc43e08b8dc075739625b3', 'sid': Equity(0 [DBC]), 'commission': None}]",0.0,0.0,0.0,5,,,3,0.0,0.0,0.004559294776078488,0.0,-0.0004974598434999678,2017-12,-9.16515138991168,0.9954148659234199,0.0,-0.0004974598434999145,-9.16515138991168,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2017-12-20 21:00:00+00:00,2017-12-20 14:31:00+00:00,2017-12-20 21:00:00+00:00,45828.531564999605,9949196.870000001,9934216.89,0.0,"[{'sid': Equity(4 [VWO]), 'amount': 44553, 'cost_basis': 44.792385, 'last_sale_price': 44.83}, {'sid': Equity(2 [SPY]), 'amount': 7457, 'cost_basis': 267.303585, 'last_sale_price': 267.03000000000003}, {'sid': Equity(3 [VNQ]), 'amount': 23353, 'cost_basis': 83.86191000000001, 'last_sale_price': 82.85000000000001}, {'sid': Equity(1 [LQD]), 'amount': 16470, 'cost_basis': 120.870405, 'last_sale_price': 120.49000000000001}, {'sid': Equity(0 [DBC]), 'amount': 125707, 'cost_basis': 16.038015, 'last_sale_price': 16.12}]",-14979.980000000447,0.9954079836684939,[],0.9954079836684939,45828.531564999605,9934216.89,-0.0014987435647392244,9980045.421565,9934216.89,0,9934216.89,[],9949196.870000001,0.0,0.0,5,,,4,0.0,0.0,0.011215582498736654,0.0,-0.001995457843499935,2017-12,-10.03351465788808,0.9954148659234199,0.0,-0.0019954578434999704,-11.213043525223208,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2017-12-21 21:00:00+00:00,2017-12-21 14:31:00+00:00,2017-12-21 21:00:00+00:00,45828.531564999605,9934216.89,9914077.66,0.0,"[{'sid': Equity(4 [VWO]), 'amount': 44553, 'cost_basis': 44.792385, 'last_sale_price': 45.06}, {'sid': Equity(2 [SPY]), 'amount': 7457, 'cost_basis': 267.303585, 'last_sale_price': 267.58}, {'sid': Equity(3 [VNQ]), 'amount': 23353, 'cost_basis': 83.86191000000001, 'last_sale_price': 81.27}, {'sid': Equity(1 [LQD]), 'amount': 16470, 'cost_basis': 120.870405, 'last_sale_price': 120.56}, {'sid': Equity(0 [DBC]), 'amount': 125707, 'cost_basis': 16.038015, 'last_sale_price': 16.13}]",-20139.230000000447,0.9953986984733038,[],0.9953986984733038,45828.531564999605,9914077.66,-0.0020179497336237917,9959906.191565,9914077.66,0,9914077.66,[],9934216.89,0.0,0.0,5,,,5,0.0,0.0,0.014512666200090943,0.0,-0.004009380843500026,2017-12,-11.12153490007548,0.9954148659234199,0.0,-0.004009380843499999,-13.940465215731617,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2017-12-22 21:00:00+00:00,2017-12-22 14:31:00+00:00,2017-12-22 21:00:00+00:00,45828.531564999605,9914077.66,9953399.75,0.0,"[{'sid': Equity(4 [VWO]), 'amount': 44553, 'cost_basis': 44.792385, 'last_sale_price': 45.43}, {'sid': Equity(2 [SPY]), 'amount': 7457, 'cost_basis': 267.303585, 'last_sale_price': 267.51}, {'sid': Equity(3 [VNQ]), 'amount': 23353, 'cost_basis': 83.86191000000001, 'last_sale_price': 81.83}, {'sid': Equity(1 [LQD]), 'amount': 16470, 'cost_basis': 120.870405, 'last_sale_price': 120.65}, {'sid': Equity(0 [DBC]), 'amount': 125707, 'cost_basis': 16.038015, 'last_sale_price': 16.2}]",39322.08999999985,0.9954167931489782,[],0.9954167931489782,45828.531564999605,9953399.75,0.003948038188683167,9999228.281565,9953399.75,0,9953399.75,[],9914077.66,0.0,0.0,5,,,6,0.0,0.0,0.03341355524180067,0.0,-0.004009380843500026,2017-12,-0.16721678288956737,0.9954167931489782,0.0,-7.717184349997908e-05,-0.0831048361497379,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2017-12-26 21:00:00+00:00,2017-12-26 14:31:00+00:00,2017-12-26 21:00:00+00:00,45828.531564999605,9953399.75,9995620.77,0.0,"[{'sid': Equity(4 [VWO]), 'amount': 44553, 'cost_basis': 44.792385, 'last_sale_price': 45.480000000000004}, {'sid': Equity(2 [SPY]), 'amount': 7457, 'cost_basis': 267.303585, 'last_sale_price': 267.19}, {'sid': Equity(3 [VNQ]), 'amount': 23353, 'cost_basis': 83.86191000000001, 'last_sale_price': 82.24}, {'sid': Equity(1 [LQD]), 'amount': 16470, 'cost_basis': 120.870405, 'last_sale_price': 120.81}, {'sid': Equity(0 [DBC]), 'amount': 125707, 'cost_basis': 16.038015, 'last_sale_price': 16.44}]",42221.01999999955,0.995436064039296,"[{'id': '21c16e568d1e4937bf6e7d4b7fa1633a', 'dt': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'amount': -395, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '08d0e31c23f74c50867a5ab63941389d', 'dt': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'amount': 59, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '30b0f2cbf4634c428b9f26bf6c162b51', 'dt': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'amount': 1066, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '3dbcfbd3a46b4508b1c9321897e3ea7d', 'dt': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'amount': 153, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '489d6737063049ff98e1844c76de96e3', 'dt': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'amount': -3548, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",0.995436064039296,45828.531564999605,9995620.77,0.004222427852541344,10041449.301564999,9995620.77,0,9995620.77,[],9953399.75,0.0,0.0,5,,,7,0.0,0.0,0.03969361045712611,0.0,-0.004009380843500026,2017-12,9.732289278809215,0.995436064039296,0.0,0.004144930156499971,3.7695554184629394,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2017-12-27 21:00:00+00:00,2017-12-27 14:31:00+00:00,2017-12-27 21:00:00+00:00,-153.13127000039822,9995620.77,10064395.43,-45981.66283500008,"[{'sid': Equity(4 [VWO]), 'amount': 44158, 'cost_basis': 44.792385, 'last_sale_price': 45.47}, {'sid': Equity(2 [SPY]), 'amount': 7516, 'cost_basis': 267.3047630767696, 'last_sale_price': 267.32}, {'sid': Equity(3 [VNQ]), 'amount': 24419, 'cost_basis': 83.80469397026906, 'last_sale_price': 82.51}, {'sid': Equity(1 [LQD]), 'amount': 16623, 'cost_basis': 120.87657484028155, 'last_sale_price': 121.48}, {'sid': Equity(0 [DBC]), 'amount': 122159, 'cost_basis': 16.038015, 'last_sale_price': 16.48}]",22792.997165000066,1.000015215379902,"[{'id': '21c16e568d1e4937bf6e7d4b7fa1633a', 'dt': Timestamp('2017-12-27 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'amount': -395, 'filled': -395, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '08d0e31c23f74c50867a5ab63941389d', 'dt': Timestamp('2017-12-27 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'amount': 59, 'filled': 59, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '30b0f2cbf4634c428b9f26bf6c162b51', 'dt': Timestamp('2017-12-27 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'amount': 1066, 'filled': 1066, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '3dbcfbd3a46b4508b1c9321897e3ea7d', 'dt': Timestamp('2017-12-27 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'amount': 153, 'filled': 153, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '489d6737063049ff98e1844c76de96e3', 'dt': Timestamp('2017-12-27 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'amount': -3548, 'filled': -3548, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",1.000015215379902,45828.531564999605,10064395.43,0.0022698911761120932,10064242.298729999,10064395.43,0,10064395.43,"[{'amount': -395, 'dt': Timestamp('2017-12-27 21:00:00+0000', tz='UTC'), 'price': 45.447265, 'order_id': '21c16e568d1e4937bf6e7d4b7fa1633a', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 59, 'dt': Timestamp('2017-12-27 21:00:00+0000', tz='UTC'), 'price': 267.45366, 'order_id': '08d0e31c23f74c50867a5ab63941389d', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 1066, 'dt': Timestamp('2017-12-27 21:00:00+0000', tz='UTC'), 'price': 82.55125500000001, 'order_id': '30b0f2cbf4634c428b9f26bf6c162b51', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 153, 'dt': Timestamp('2017-12-27 21:00:00+0000', tz='UTC'), 'price': 121.54074, 'order_id': '3dbcfbd3a46b4508b1c9321897e3ea7d', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -3548, 'dt': Timestamp('2017-12-27 21:00:00+0000', tz='UTC'), 'price': 16.47176, 'order_id': '489d6737063049ff98e1844c76de96e3', 'sid': Equity(0 [DBC]), 'commission': None}]",9995620.77,0.0,0.0,5,,,8,0.0,0.0,0.037934102980772544,0.0,-0.004009380843500026,2017-12,14.075548057624259,1.000015215379902,0.0,0.006424229872999954,5.336238700043153,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2017-12-28 21:00:00+00:00,2017-12-28 14:31:00+00:00,2017-12-28 21:00:00+00:00,-153.13127000039822,10064395.43,10097431.229999999,0.0,"[{'sid': Equity(4 [VWO]), 'amount': 44158, 'cost_basis': 44.792385, 'last_sale_price': 45.69}, {'sid': Equity(2 [SPY]), 'amount': 7516, 'cost_basis': 267.3047630767696, 'last_sale_price': 267.87}, {'sid': Equity(3 [VNQ]), 'amount': 24419, 'cost_basis': 83.80469397026906, 'last_sale_price': 82.95}, {'sid': Equity(1 [LQD]), 'amount': 16623, 'cost_basis': 120.87657484028155, 'last_sale_price': 121.4}, {'sid': Equity(0 [DBC]), 'amount': 122159, 'cost_basis': 16.038015, 'last_sale_price': 16.56}]",33035.79999999888,1.000015165598937,[],1.000015165598937,-153.13127000039822,10097431.229999999,0.003282492513536628,10097278.098729998,10097431.229999999,0,10097431.229999999,[],10064395.43,0.0,0.0,5,,,9,0.0,0.0,0.03783152286826993,0.0,-0.004009380843500026,2017-12,20.049127072217736,1.000015215379902,0.0,0.009727809873000037,7.185634726861317,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2017-12-29 21:00:00+00:00,2017-12-29 14:31:00+00:00,2017-12-29 21:00:00+00:00,-153.13127000039822,10097431.229999999,10109055.03,0.0,"[{'sid': Equity(4 [VWO]), 'amount': 44158, 'cost_basis': 44.792385, 'last_sale_price': 45.910000000000004}, {'sid': Equity(2 [SPY]), 'amount': 7516, 'cost_basis': 267.3047630767696, 'last_sale_price': 266.86}, {'sid': Equity(3 [VNQ]), 'amount': 24419, 'cost_basis': 83.80469397026906, 'last_sale_price': 82.98}, {'sid': Equity(1 [LQD]), 'amount': 16623, 'cost_basis': 120.87657484028155, 'last_sale_price': 121.56}, {'sid': Equity(0 [DBC]), 'amount': 122159, 'cost_basis': 16.038015, 'last_sale_price': 16.61}]",11623.800000000745,1.0000151481606543,[],1.0000151481606543,-153.13127000039822,10109055.03,0.0011511815249956037,10108901.898729999,10109055.03,0,10109055.03,[],10097431.229999999,0.0,0.0,5,,,10,0.0,0.0,0.0356697553833018,0.0,-0.004009380843500026,2017-12,21.275547510967037,1.000015215379902,0.0,0.010890189873000056,7.672296194132645,"[0.2, 0.2, 0.2, 0.2, 0.2]"
