,period_open,period_close,ending_exposure,starting_value,ending_value,starting_cash,ending_cash,returns,portfolio_value,longs_count,shorts_count,long_value,short_value,long_exposure,pnl,short_exposure,capital_used,orders,transactions,gross_leverage,positions,net_leverage,starting_exposure,alpha,beta,sharpe,sortino,max_drawdown,max_leverage,excess_return,treasury_period_return,trading_days,period_label,algorithm_period_return,algo_volatility,benchmark_period_return,benchmark_volatility,weights,cumulative_returns
2021-04-28 20:00:00+00:00,2021-04-28 13:31:00+00:00,2021-04-28 20:00:00+00:00,11155368.100000001,11138453.66,11155368.100000001,606.5588049994767,606.5588049994767,0.0016373842450066337,11155974.658805002,5,0,11155368.100000001,0.0,11155368.100000001,16914.44000000134,0.0,0.0,[],[],0.999945629241411,"[{'sid': Equity(4 [VWO]), 'amount': 42554, 'cost_basis': 50.30136009691378, 'last_sale_price': 53.89}, {'sid': Equity(2 [SPY]), 'amount': 5250, 'cost_basis': 370.4202539680046, 'last_sale_price': 417.40000000000003}, {'sid': Equity(3 [VNQ]), 'amount': 22816, 'cost_basis': 84.67116827538293, 'last_sale_price': 97.85000000000001}, {'sid': Equity(1 [LQD]), 'amount': 16995, 'cost_basis': 136.11132686996362, 'last_sale_price': 131.04}, {'sid': Equity(0 [DBC]), 'amount': 123256, 'cost_basis': 14.756076597233832, 'last_sale_price': 17.94}]",0.999945629241411,11138453.66,,,2.9640485317291407,4.5307949458862105,-0.03363953646905552,1.0515748067084119,0.0,0.0,92,2021-04,0.1155974658804999,0.10291818818872422,0.0,0.0,"[0.20413513481616974, 0.19705523550510406, 0.20108453929424286, 0.20100589096546173, 0.1967192143201828]",0.1155974658804999
2021-04-29 20:00:00+00:00,2021-04-29 13:31:00+00:00,2021-04-29 20:00:00+00:00,11195463.58,11155368.100000001,11195463.58,606.5588049994767,606.5588049994767,0.003518432527068655,11196070.138805,5,0,11195463.58,0.0,11195463.58,40095.479999998584,0.0,0.0,[],[],0.9999458239545234,"[{'sid': Equity(4 [VWO]), 'amount': 42554, 'cost_basis': 50.30136009691378, 'last_sale_price': 53.77}, {'sid': Equity(2 [SPY]), 'amount': 5250, 'cost_basis': 370.4202539680046, 'last_sale_price': 420.06}, {'sid': Equity(3 [VNQ]), 'amount': 22816, 'cost_basis': 84.67116827538293, 'last_sale_price': 98.69}, {'sid': Equity(1 [LQD]), 'amount': 16995, 'cost_basis': 136.11132686996362, 'last_sale_price': 130.88}, {'sid': Equity(0 [DBC]), 'amount': 123256, 'cost_basis': 14.756076597233832, 'last_sale_price': 18.06}]",0.9999458239545234,11155368.100000001,,,3.0411555665928103,4.651798661782242,-0.03363953646905552,1.0515748067084119,0.0,0.0,93,2021-04,0.11960701388049988,0.10243249408639452,0.0,0.0,"[0.20413513481616974, 0.19705523550510406, 0.20108453929424286, 0.20100589096546173, 0.1967192143201828]",0.11960701388049988
2021-04-30 20:00:00+00:00,2021-04-30 13:31:00+00:00,2021-04-30 20:00:00+00:00,11142354.41,11195463.58,11142354.41,606.5588049994767,606.5588049994767,-0.004968881489761544,11142960.968805,5,0,11142354.41,0.0,11142354.41,-53109.169999999925,0.0,0.0,[],[],0.9999455657426515,"[{'sid': Equity(4 [VWO]), 'amount': 42554, 'cost_basis': 50.30136009691378, 'last_sale_price': 52.980000000000004}, {'sid': Equity(2 [SPY]), 'amount': 5250, 'cost_basis': 370.4202539680046, 'last_sale_price': 417.3}, {'sid': Equity(3 [VNQ]), 'amount': 22816, 'cost_basis': 84.67116827538293, 'last_sale_price': 99.08}, {'sid': Equity(1 [LQD]), 'amount': 16995, 'cost_basis': 136.11132686996362, 'last_sale_price': 131.15}, {'sid': Equity(0 [DBC]), 'amount': 123256, 'cost_basis': 14.756076597233832, 'last_sale_price': 17.91}]",0.9999455657426515,11195463.58,,,2.8869896497027776,4.406219763750132,-0.03363953646905552,1.0515748067084119,0.0,0.0,94,2021-04,0.11429609688050002,0.10234966258057816,0.0,0.0,"[0.20413513481616974, 0.19705523550510406, 0.20108453929424286, 0.20100589096546173, 0.1967192143201828]",0.11429609688050002
2021-05-03 20:00:00+00:00,2021-05-03 13:31:00+00:00,2021-05-03 20:00:00+00:00,11167564.190000001,11142354.41,11167564.190000001,606.5588049994767,606.5588049994767,0.002367140325807511,11168170.748805001,5,0,11167564.190000001,0.0,11167564.190000001,25209.780000001192,0.0,0.0,"[{'id': '4df186ddc47e4d7693e688ac0e7e8c1d', 'dt': Timestamp('2021-05-03 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-03 20:00:00+0000', tz='UTC'), 'amount': 542, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '17b6afd7360b430fab1074a57bc371cc', 'dt': Timestamp('2021-05-03 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-03 20:00:00+0000', tz='UTC'), 'amount': -12, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '032f868d656d434fb8e0bd66837cb801', 'dt': Timestamp('2021-05-03 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-03 20:00:00+0000', tz='UTC'), 'amount': -779, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '978ff52c2d10461383f2d017e758b0cc', 'dt': Timestamp('2021-05-03 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-03 20:00:00+0000', tz='UTC'), 'amount': -144, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '212e4c7eb5174d5b9d3b1354e80d1bf6', 'dt': Timestamp('2021-05-03 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-03 20:00:00+0000', tz='UTC'), 'amount': 4042, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",[],0.999945688616458,"[{'sid': Equity(4 [VWO]), 'amount': 42554, 'cost_basis': 50.30136009691378, 'last_sale_price': 52.96}, {'sid': Equity(2 [SPY]), 'amount': 5250, 'cost_basis': 370.4202539680046, 'last_sale_price': 418.2}, {'sid': Equity(3 [VNQ]), 'amount': 22816, 'cost_basis': 84.67116827538293, 'last_sale_price': 98.89}, {'sid': Equity(1 [LQD]), 'amount': 16995, 'cost_basis': 136.11132686996362, 'last_sale_price': 131.21}, {'sid': Equity(0 [DBC]), 'amount': 123256, 'cost_basis': 14.756076597233832, 'last_sale_price': 18.11}]",0.999945688616458,11142354.41,,,2.9304215660213013,4.472933649146648,-0.03363953646905552,1.0515748067084119,0.0,0.0,95,2021-05,0.1168170748805002,0.10181926701941736,0.0,0.0,"[0.20436400175094604, 0.1961151361465454, 0.19512242078781128, 0.19797436892986298, 0.20642410218715668]",0.1168170748805002
2021-05-04 20:00:00+00:00,2021-05-04 13:31:00+00:00,2021-05-04 20:00:00+00:00,11149882.58,11167564.190000001,11149882.58,606.5588049994767,-1749.4483700005221,-0.00174856198758822,11148133.13163,5,0,11149882.58,0.0,11149882.58,-20037.61717500165,0.0,-2356.007174998522,"[{'id': '4df186ddc47e4d7693e688ac0e7e8c1d', 'dt': Timestamp('2021-05-04 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-03 20:00:00+0000', tz='UTC'), 'amount': 542, 'filled': 542, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '17b6afd7360b430fab1074a57bc371cc', 'dt': Timestamp('2021-05-04 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-03 20:00:00+0000', tz='UTC'), 'amount': -12, 'filled': -12, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '032f868d656d434fb8e0bd66837cb801', 'dt': Timestamp('2021-05-04 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-03 20:00:00+0000', tz='UTC'), 'amount': -779, 'filled': -779, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '978ff52c2d10461383f2d017e758b0cc', 'dt': Timestamp('2021-05-04 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-03 20:00:00+0000', tz='UTC'), 'amount': -144, 'filled': -144, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '212e4c7eb5174d5b9d3b1354e80d1bf6', 'dt': Timestamp('2021-05-04 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-03 20:00:00+0000', tz='UTC'), 'amount': 4042, 'filled': 4042, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]","[{'amount': 542, 'dt': Timestamp('2021-05-04 20:00:00+0000', tz='UTC'), 'price': 52.336155000000005, 'order_id': '4df186ddc47e4d7693e688ac0e7e8c1d', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -12, 'dt': Timestamp('2021-05-04 20:00:00+0000', tz='UTC'), 'price': 415.41219, 'order_id': '17b6afd7360b430fab1074a57bc371cc', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -779, 'dt': Timestamp('2021-05-04 20:00:00+0000', tz='UTC'), 'price': 98.200875, 'order_id': '032f868d656d434fb8e0bd66837cb801', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -144, 'dt': Timestamp('2021-05-04 20:00:00+0000', tz='UTC'), 'price': 131.224355, 'order_id': '978ff52c2d10461383f2d017e758b0cc', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 4042, 'dt': Timestamp('2021-05-04 20:00:00+0000', tz='UTC'), 'price': 18.399195, 'order_id': '212e4c7eb5174d5b9d3b1354e80d1bf6', 'sid': Equity(0 [DBC]), 'commission': None}]",1.000156927473806,"[{'sid': Equity(4 [VWO]), 'amount': 43096, 'cost_basis': 50.32695084402425, 'last_sale_price': 52.31}, {'sid': Equity(2 [SPY]), 'amount': 5238, 'cost_basis': 370.4202539680046, 'last_sale_price': 415.62}, {'sid': Equity(3 [VNQ]), 'amount': 22037, 'cost_basis': 84.67116827538293, 'last_sale_price': 98.25}, {'sid': Equity(1 [LQD]), 'amount': 16851, 'cost_basis': 136.11132686996362, 'last_sale_price': 131.29}, {'sid': Equity(0 [DBC]), 'amount': 127298, 'cost_basis': 14.871753863050898, 'last_sale_price': 18.39}]",1.000156927473806,11167564.190000001,,,2.865529505845749,4.374406910120056,-0.03363953646905552,1.0515748067084119,0.0,0.0,96,2021-05,0.11481331316300003,0.10139683374601148,0.0,0.0,"[0.20436400175094604, 0.1961151361465454, 0.19512242078781128, 0.19797436892986298, 0.20642410218715668]",0.11481331316300003
2021-05-05 20:00:00+00:00,2021-05-05 13:31:00+00:00,2021-05-05 20:00:00+00:00,11134869.43,11149882.58,11134869.43,-1749.4483700005221,-1749.4483700005221,-0.0012894784139648643,11133119.98163,5,0,11134869.43,0.0,11134869.43,-15013.150000000373,0.0,0.0,[],[],1.0001571390924455,"[{'sid': Equity(4 [VWO]), 'amount': 43096, 'cost_basis': 50.32695084402425, 'last_sale_price': 52.51}, {'sid': Equity(2 [SPY]), 'amount': 5238, 'cost_basis': 370.4202539680046, 'last_sale_price': 415.75}, {'sid': Equity(3 [VNQ]), 'amount': 22037, 'cost_basis': 84.67116827538293, 'last_sale_price': 96.62}, {'sid': Equity(1 [LQD]), 'amount': 16851, 'cost_basis': 136.11132686996362, 'last_sale_price': 131.45}, {'sid': Equity(0 [DBC]), 'amount': 127298, 'cost_basis': 14.871753863050898, 'last_sale_price': 18.46}]",1.0001571390924455,11149882.58,,,2.8139456918192187,4.2965358364051465,-0.03363953646905552,1.0515748067084119,0.0,0.0,97,2021-05,0.11331199816299997,0.10094777848854877,0.0,0.0,"[0.20436400175094604, 0.1961151361465454, 0.19512242078781128, 0.19797436892986298, 0.20642410218715668]",0.11331199816299997
2021-05-06 20:00:00+00:00,2021-05-06 13:31:00+00:00,2021-05-06 20:00:00+00:00,11202239.06,11134869.43,11202239.06,-1749.4483700005221,-1749.4483700005221,0.005836605222665548,11200489.61163,5,0,11202239.06,0.0,11202239.06,67369.63000000082,0.0,0.0,[],[],1.0001561939192536,"[{'sid': Equity(4 [VWO]), 'amount': 43096, 'cost_basis': 50.32695084402425, 'last_sale_price': 53.03}, {'sid': Equity(2 [SPY]), 'amount': 5238, 'cost_basis': 370.4202539680046, 'last_sale_price': 419.07}, {'sid': Equity(3 [VNQ]), 'amount': 22037, 'cost_basis': 84.67116827538293, 'last_sale_price': 97.16}, {'sid': Equity(1 [LQD]), 'amount': 16851, 'cost_basis': 136.11132686996362, 'last_sale_price': 131.7}, {'sid': Equity(0 [DBC]), 'amount': 127298, 'cost_basis': 14.871753863050898, 'last_sale_price': 18.55}]",1.0001561939192536,11134869.43,,,2.9455543269505617,4.511125912004994,-0.03363953646905552,1.0515748067084119,0.0,0.0,98,2021-05,0.12004896116300001,0.10073601813894185,0.0,0.0,"[0.20436400175094604, 0.1961151361465454, 0.19512242078781128, 0.19797436892986298, 0.20642410218715668]",0.12004896116300001
2021-05-07 20:00:00+00:00,2021-05-07 13:31:00+00:00,2021-05-07 20:00:00+00:00,11290433.629999999,11202239.06,11290433.629999999,-1749.4483700005221,-1749.4483700005221,0.007837682682670242,11288684.181629999,5,0,11290433.629999999,0.0,11290433.629999999,88194.56999999844,0.0,0.0,[],[],1.000154973630394,"[{'sid': Equity(4 [VWO]), 'amount': 43096, 'cost_basis': 50.32695084402425, 'last_sale_price': 53.5}, {'sid': Equity(2 [SPY]), 'amount': 5238, 'cost_basis': 370.4202539680046, 'last_sale_price': 422.12}, {'sid': Equity(3 [VNQ]), 'amount': 22037, 'cost_basis': 84.67116827538293, 'last_sale_price': 98.44}, {'sid': Equity(1 [LQD]), 'amount': 16851, 'cost_basis': 136.11132686996362, 'last_sale_price': 131.75}, {'sid': Equity(0 [DBC]), 'amount': 127298, 'cost_basis': 14.871753863050898, 'last_sale_price': 18.73}]",1.000154973630394,11202239.06,,,3.1131440534330928,4.794557032051287,-0.03363953646905552,1.0515748067084119,0.0,0.0,99,2021-05,0.128868418163,0.10078863900083526,0.0,0.0,"[0.20436400175094604, 0.1961151361465454, 0.19512242078781128, 0.19797436892986298, 0.20642410218715668]",0.128868418163
2021-05-10 20:00:00+00:00,2021-05-10 13:31:00+00:00,2021-05-10 20:00:00+00:00,11196268.73,11290433.629999999,11196268.73,-1749.4483700005221,-1749.4483700005221,-0.00834057803060207,11194519.28163,5,0,11196268.73,0.0,11196268.73,-94164.89999999851,0.0,0.0,"[{'id': 'a94de2851edf4825b42203061d5f9ec1', 'dt': Timestamp('2021-05-10 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-10 20:00:00+0000', tz='UTC'), 'amount': -537, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'f4a6182ea33f44439573e36ad5b72908', 'dt': Timestamp('2021-05-10 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-10 20:00:00+0000', tz='UTC'), 'amount': 382, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '8b7064f7a95e49debdd3513783a16183', 'dt': Timestamp('2021-05-10 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-10 20:00:00+0000', tz='UTC'), 'amount': 316, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '1526ee3528124690bf262746e0b54431', 'dt': Timestamp('2021-05-10 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-10 20:00:00+0000', tz='UTC'), 'amount': 41, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'c5330fe31e1f4efeb4729425a26eb438', 'dt': Timestamp('2021-05-10 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-10 20:00:00+0000', tz='UTC'), 'amount': -9141, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",[],1.000156277221557,"[{'sid': Equity(4 [VWO]), 'amount': 43096, 'cost_basis': 50.32695084402425, 'last_sale_price': 52.5}, {'sid': Equity(2 [SPY]), 'amount': 5238, 'cost_basis': 370.4202539680046, 'last_sale_price': 417.94}, {'sid': Equity(3 [VNQ]), 'amount': 22037, 'cost_basis': 84.67116827538293, 'last_sale_price': 98.41}, {'sid': Equity(1 [LQD]), 'amount': 16851, 'cost_basis': 136.11132686996362, 'last_sale_price': 131.04}, {'sid': Equity(0 [DBC]), 'amount': 127298, 'cost_basis': 14.871753863050898, 'last_sale_price': 18.6}]",1.000156277221557,11290433.629999999,,,2.8553796131325293,4.358489077265204,-0.03363953646905552,1.0515748067084119,0.0,0.0,100,2021-05,0.11945192816300021,0.10142651408093095,0.0,0.0,"[0.199591264128685, 0.20984986424446106, 0.19650427997112274, 0.19773447513580322, 0.19632013142108917]",0.11945192816300021
2021-05-11 20:00:00+00:00,2021-05-11 13:31:00+00:00,2021-05-11 20:00:00+00:00,11155061.569999998,11196268.73,11155061.569999998,-1749.4483700005221,3734.644119999459,-0.003036739630804835,11158796.214119999,5,0,11155061.569999998,0.0,11155061.569999998,-35723.06751000136,0.0,5484.09249000065,"[{'id': 'a94de2851edf4825b42203061d5f9ec1', 'dt': Timestamp('2021-05-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-10 20:00:00+0000', tz='UTC'), 'amount': -537, 'filled': -537, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'f4a6182ea33f44439573e36ad5b72908', 'dt': Timestamp('2021-05-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-10 20:00:00+0000', tz='UTC'), 'amount': 382, 'filled': 382, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '8b7064f7a95e49debdd3513783a16183', 'dt': Timestamp('2021-05-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-10 20:00:00+0000', tz='UTC'), 'amount': 316, 'filled': 316, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '1526ee3528124690bf262746e0b54431', 'dt': Timestamp('2021-05-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-10 20:00:00+0000', tz='UTC'), 'amount': 41, 'filled': 41, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'c5330fe31e1f4efeb4729425a26eb438', 'dt': Timestamp('2021-05-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-05-10 20:00:00+0000', tz='UTC'), 'amount': -9141, 'filled': -9141, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]","[{'amount': -537, 'dt': Timestamp('2021-05-11 20:00:00+0000', tz='UTC'), 'price': 52.33382, 'order_id': 'a94de2851edf4825b42203061d5f9ec1', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 382, 'dt': Timestamp('2021-05-11 20:00:00+0000', tz='UTC'), 'price': 414.41710500000005, 'order_id': 'f4a6182ea33f44439573e36ad5b72908', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 316, 'dt': Timestamp('2021-05-11 20:00:00+0000', tz='UTC'), 'price': 97.218585, 'order_id': '8b7064f7a95e49debdd3513783a16183', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 41, 'dt': Timestamp('2021-05-11 20:00:00+0000', tz='UTC'), 'price': 130.62528, 'order_id': '1526ee3528124690bf262746e0b54431', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -9141, 'dt': Timestamp('2021-05-11 20:00:00+0000', tz='UTC'), 'price': 18.7906, 'order_id': 'c5330fe31e1f4efeb4729425a26eb438', 'sid': Equity(0 [DBC]), 'commission': None}]",0.9996653183687256,"[{'sid': Equity(4 [VWO]), 'amount': 42559, 'cost_basis': 50.32695084402425, 'last_sale_price': 52.36}, {'sid': Equity(2 [SPY]), 'amount': 5620, 'cost_basis': 373.41078725879146, 'last_sale_price': 414.21000000000004}, {'sid': Equity(3 [VNQ]), 'amount': 22353, 'cost_basis': 84.84854865765729, 'last_sale_price': 97.17}, {'sid': Equity(1 [LQD]), 'amount': 16892, 'cost_basis': 136.098011222221, 'last_sale_price': 130.56}, {'sid': Equity(0 [DBC]), 'amount': 118157, 'cost_basis': 14.871753863050898, 'last_sale_price': 18.8}]",0.9996653183687256,11196268.73,,,2.7561025480207415,4.2042374110772975,-0.03363953646905552,1.0515748067084119,0.0,0.0,101,2021-05,0.11587962141199992,0.10115072017331353,0.0,0.0,"[0.199591264128685, 0.20984986424446106, 0.19650427997112274, 0.19773447513580322, 0.19632013142108917]",0.11587962141199992
2021-05-12 20:00:00+00:00,2021-05-12 13:31:00+00:00,2021-05-12 20:00:00+00:00,10979231.670000002,11155061.569999998,10979231.670000002,3734.644119999459,3734.644119999459,-0.01572102242776865,10982966.314120002,5,0,10979231.670000002,0.0,10979231.670000002,-175829.89999999665,0.0,0.0,[],[],0.9996599603410238,"[{'sid': Equity(4 [VWO]), 'amount': 42559, 'cost_basis': 50.32695084402425, 'last_sale_price': 51.02}, {'sid': Equity(2 [SPY]), 'amount': 5620, 'cost_basis': 373.41078725879146, 'last_sale_price': 405.41}, {'sid': Equity(3 [VNQ]), 'amount': 22353, 'cost_basis': 84.84854865765729, 'last_sale_price': 94.71000000000001}, {'sid': Equity(1 [LQD]), 'amount': 16892, 'cost_basis': 136.098011222221, 'last_sale_price': 129.85}, {'sid': Equity(0 [DBC]), 'amount': 118157, 'cost_basis': 14.871753863050898, 'last_sale_price': 18.78}]",0.9996599603410238,11155061.569999998,,,2.2782323681123375,3.364400722010238,-0.03363953646905552,1.0515748067084119,0.0,0.0,102,2021-05,0.09829663141200018,0.10408041865772837,0.0,0.0,"[0.199591264128685, 0.20984986424446106, 0.19650427997112274, 0.19773447513580322, 0.19632013142108917]",0.09829663141200018
2021-05-13 20:00:00+00:00,2021-05-13 13:31:00+00:00,2021-05-13 20:00:00+00:00,10978377.16,10979231.670000002,10978377.16,3734.644119999459,3734.644119999459,-2.7960841888060672e-05,10982111.80412,5,0,10978377.16,0.0,10978377.16,-854.5100000016391,0.0,0.0,[],[],0.9996599338827894,"[{'sid': Equity(4 [VWO]), 'amount': 42559, 'cost_basis': 50.32695084402425, 'last_sale_price': 50.96}, {'sid': Equity(2 [SPY]), 'amount': 5620, 'cost_basis': 373.41078725879146, 'last_sale_price': 410.28000000000003}, {'sid': Equity(3 [VNQ]), 'amount': 22353, 'cost_basis': 84.84854865765729, 'last_sale_price': 95.94}, {'sid': Equity(1 [LQD]), 'amount': 16892, 'cost_basis': 136.098011222221, 'last_sale_price': 130.34}, {'sid': Equity(0 [DBC]), 'amount': 118157, 'cost_basis': 14.871753863050898, 'last_sale_price': 18.26}]",0.9996599338827894,10979231.670000002,,,2.2651489459122325,3.345309745686467,-0.03363953646905552,1.0515748067084119,0.0,0.0,103,2021-05,0.09821118041200005,0.10358122176872649,0.0,0.0,"[0.199591264128685, 0.20984986424446106, 0.19650427997112274, 0.19773447513580322, 0.19632013142108917]",0.09821118041200005
2021-05-14 20:00:00+00:00,2021-05-14 13:31:00+00:00,2021-05-14 20:00:00+00:00,11104732.010000002,10978377.16,11104732.010000002,3734.644119999459,3734.644119999459,0.011412098814627517,11108466.654120002,5,0,11104732.010000002,0.0,11104732.010000002,126354.85000000149,0.0,0.0,[],[],0.9996638020136996,"[{'sid': Equity(4 [VWO]), 'amount': 42559, 'cost_basis': 50.32695084402425, 'last_sale_price': 51.800000000000004}, {'sid': Equity(2 [SPY]), 'amount': 5620, 'cost_basis': 373.41078725879146, 'last_sale_price': 416.58}, {'sid': Equity(3 [VNQ]), 'amount': 22353, 'cost_basis': 84.84854865765729, 'last_sale_price': 97.08}, {'sid': Equity(1 [LQD]), 'amount': 16892, 'cost_basis': 136.098011222221, 'last_sale_price': 131.05}, {'sid': Equity(0 [DBC]), 'amount': 118157, 'cost_basis': 14.871753863050898, 'last_sale_price': 18.41}]",0.9996638020136996,10978377.16,,,2.4932138787237563,3.728607722318659,-0.03363953646905552,1.0515748067084119,0.0,0.0,104,2021-05,0.11084666541200039,0.10438318874675749,0.0,0.0,"[0.199591264128685, 0.20984986424446106, 0.19650427997112274, 0.19773447513580322, 0.19632013142108917]",0.11084666541200039
