,period_open,period_close,orders,longs_count,pnl,short_exposure,returns,ending_cash,starting_cash,long_exposure,portfolio_value,starting_exposure,gross_leverage,ending_exposure,net_leverage,shorts_count,starting_value,transactions,long_value,positions,short_value,capital_used,ending_value,alpha,beta,benchmark_period_return,benchmark_volatility,sortino,algorithm_period_return,period_label,excess_return,max_drawdown,algo_volatility,max_leverage,trading_days,treasury_period_return,sharpe,weights
2021-09-02 20:00:00+00:00,2021-09-02 13:31:00+00:00,2021-09-02 20:00:00+00:00,[],1,37848.30999999866,0.0,0.0030765585521665972,95.9933956439767,95.9933956439767,12339910.51,12340006.503395643,12302062.200000001,0.9999922209606926,12339910.51,0.9999922209606926,0,12302062.200000001,[],12339910.51,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 453.19}]",0.0,0.0,12339910.51,,,0.0,0.0,3.7107253136482106,0.23400065033956463,2021-09,0.0,-0.04059662000881199,0.12248357490270012,0.9999922209606926,181,0.0,2.4523835252261583,"[0, 1, 0, 0, 0]"
2021-09-03 20:00:00+00:00,2021-09-03 13:31:00+00:00,2021-09-03 20:00:00+00:00,[],1,-2995.1899999994785,0.0,-0.00024272191422058942,95.9933956439767,95.9933956439767,12336915.32,12337011.313395644,12339910.51,0.9999922190720909,12336915.32,0.9999922190720909,0,12339910.51,[],12336915.32,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 453.08}]",0.0,0.0,12336915.32,,,0.0,0.0,3.6963306384066894,0.23370113133956472,2021-09,0.0,-0.04059662000881199,0.12215641984086312,0.9999922209606926,182,0.0,2.4426894931851963,"[0, 1, 0, 0, 0]"
2021-09-07 20:00:00+00:00,2021-09-07 13:31:00+00:00,2021-09-07 20:00:00+00:00,[],1,-44110.979999998584,0.0,-0.003575499679740246,95.9933956439767,95.9933956439767,12292804.340000002,12292900.333395645,12336915.32,0.9999921911515558,12292804.340000002,0.9999921911515558,0,12336915.32,[],12292804.340000002,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 451.46000000000004}]",0.0,0.0,12292804.340000002,,,0.0,0.0,3.6201449328661974,0.22929003333956488,2021-09,0.0,-0.04059662000881199,0.12194833362636123,0.9999922209606926,183,0.0,2.393111969061028,"[0, 1, 0, 0, 0]"
2021-09-08 20:00:00+00:00,2021-09-08 13:31:00+00:00,2021-09-08 20:00:00+00:00,[],1,-14975.950000001118,0.0,-0.0012182601008582372,95.9933956439767,95.9933956439767,12277828.39,12277924.383395644,12292804.340000002,0.9999921816267436,12277828.39,0.9999921816267436,0,12292804.340000002,[],12277828.39,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 450.91}]",0.0,0.0,12277828.39,,,0.0,0.0,3.588976292854528,0.22779243833956464,2021-09,0.0,-0.04059662000881199,0.12164647769388247,0.9999922209606926,184,0.0,2.372296101872198,"[0, 1, 0, 0, 0]"
2021-09-09 20:00:00+00:00,2021-09-09 13:31:00+00:00,2021-09-09 20:00:00+00:00,[],1,-52551.97000000067,0.0,-0.004280199841519727,95.9933956439767,95.9933956439767,12225276.42,12225372.413395643,12277828.39,0.9999921480186944,12225276.42,0.9999921480186944,0,12277828.39,[],12225276.42,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 448.98}]",0.0,0.0,12225276.42,,,0.0,0.0,3.499772638957463,0.22253724133956454,2021-09,0.0,-0.04059662000881199,0.12148060348237534,0.9999922209606926,185,0.0,2.314700706931553,"[0, 1, 0, 0, 0]"
2021-09-10 20:00:00+00:00,2021-09-10 13:31:00+00:00,2021-09-10 20:00:00+00:00,[],1,-96390.66000000015,0.0,-0.007884476377536198,95.9933956439767,95.9933956439767,12128885.76,12128981.753395643,12225276.42,0.9999920856179361,12128885.76,0.9999920856179361,0,12225276.42,[],12128885.76,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 445.44}]",0.0,0.0,12128885.76,,,0.0,0.0,3.3352363217807324,0.21289817533956445,2021-09,0.0,-0.04059662000881199,0.12160393151743655,0.9999922209606926,186,0.0,2.212077033588243,"[0, 1, 0, 0, 0]"
2021-09-13 20:00:00+00:00,2021-09-13 13:31:00+00:00,2021-09-13 20:00:00+00:00,[],1,31041.06000000052,0.0,0.002559246986360675,95.9933956439767,95.9933956439767,12159926.82,12160022.813395644,12128885.76,0.9999921058210897,12159926.82,0.9999921058210897,0,12128885.76,[],12159926.82,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 446.58}]",0.0,0.0,12159926.82,,,0.0,0.0,3.3691826188154224,0.21600228133956456,2021-09,0.0,-0.04059662000881199,0.12128896240327833,0.9999922209606926,187,0.0,2.234396234466778,"[0, 1, 0, 0, 0]"
2021-09-14 20:00:00+00:00,2021-09-14 13:31:00+00:00,2021-09-14 20:00:00+00:00,[],1,-65621.8900000006,0.0,-0.005396526882146202,95.9933956439767,95.9933956439767,12094304.93,12094400.923395643,12159926.82,0.9999920629887953,12094304.93,0.9999920629887953,0,12159926.82,[],12094304.93,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 444.17}]",0.0,0.0,12094304.93,,,0.0,0.0,3.260168383844867,0.2094400923395645,2021-09,0.0,-0.04059662000881199,0.12119607749302808,0.9999922209606926,188,0.0,2.16452903505041,"[0, 1, 0, 0, 0]"
2021-09-15 20:00:00+00:00,2021-09-15 13:31:00+00:00,2021-09-15 20:00:00+00:00,[],1,101019.58999999985,0.0,0.008352591471032289,95.9933956439767,95.9933956439767,12195324.52,12195420.513395643,12094304.93,0.9999921287342624,12195324.52,0.9999921287342624,0,12094304.93,[],12195324.52,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 447.88}]",0.0,0.0,12195324.52,,,0.0,0.0,3.390303572612121,0.2195420513395645,2021-09,0.0,-0.04059662000881199,0.12116780952305212,0.9999922209606926,189,0.0,2.2454909113139863,"[0, 1, 0, 0, 0]"
2021-09-16 20:00:00+00:00,2021-09-16 13:31:00+00:00,2021-09-16 20:00:00+00:00,[],1,-19332.58999999985,0.0,-0.0015852335701557196,95.9933956439767,95.9933956439767,12175991.93,12176087.923395643,12195324.52,0.9999921162366561,12175991.93,0.9999921162366561,0,12195324.52,[],12175991.93,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 447.17}]",0.0,0.0,12175991.93,,,0.0,0.0,3.354229612120331,0.21760879233956443,2021-09,0.0,-0.04059662000881199,0.12088580013443853,0.9999922209606926,190,0.0,2.22149076252297,"[0, 1, 0, 0, 0]"
2021-09-17 20:00:00+00:00,2021-09-17 13:31:00+00:00,2021-09-17 20:00:00+00:00,[],1,-157111.3299999982,0.0,-0.012903268355849873,95.9933956439767,95.9933956439767,12018880.600000001,12018976.593395645,12175991.93,0.9999920131805817,12018880.600000001,0.9999920131805817,0,12175991.93,[],12018880.600000001,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 441.40000000000003}]",0.0,0.0,12018880.600000001,,,0.0,0.0,3.0796429626113015,0.20189765933956472,2021-09,0.0,-0.04059662000881199,0.12163023674342603,0.9999922209606926,191,0.0,2.0563675936801578,"[0, 1, 0, 0, 0]"
2021-09-20 20:00:00+00:00,2021-09-20 13:31:00+00:00,2021-09-20 20:00:00+00:00,[],1,-200405.44000000134,0.0,-0.016674085222041612,95.9933956439767,95.9933956439767,11818475.16,11818571.153395643,12018880.600000001,0.9999918777494845,11818475.16,0.9999918777494845,0,12018880.600000001,[],11818475.16,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 434.04}]",0.0,0.0,11818475.16,,,0.0,0.0,2.726653580161795,0.1818571153395645,2021-09,0.0,-0.04225567870296634,0.1229882217487172,0.9999922209606926,192,0.0,1.8451283154159666,"[0, 1, 0, 0, 0]"
2021-09-21 20:00:00+00:00,2021-09-21 13:31:00+00:00,2021-09-21 20:00:00+00:00,[],1,-11163.890000000596,0.0,-0.0009446057273000408,95.9933956439767,95.9933956439767,11807311.27,11807407.263395643,11818475.16,0.999991870069906,11807311.27,0.999991870069906,0,11818475.16,[],11807311.27,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 433.63}]",0.0,0.0,11807311.27,,,0.0,0.0,2.7044938684355784,0.1807407263395644,2021-09,0.0,-0.0431603694741527,0.12268563936129277,0.9999922209606926,193,0.0,1.8300420667220318,"[0, 1, 0, 0, 0]"
2021-09-22 20:00:00+00:00,2021-09-22 13:31:00+00:00,2021-09-22 20:00:00+00:00,[],1,115178.66999999993,0.0,0.009754780827884835,95.9933956439767,95.9933956439767,11922489.94,11922585.933395643,11807311.27,0.9999919486094561,11922489.94,0.9999919486094561,0,11807311.27,[],11922489.94,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 437.86}]",0.0,0.0,11922489.94,,,0.0,0.0,2.8505421065255807,0.1922585933395644,2021-09,0.0,-0.0431603694741527,0.12278368940835212,0.9999922209606926,194,0.0,1.9223540339770089,"[0, 1, 0, 0, 0]"
2021-09-23 20:00:00+00:00,2021-09-23 13:31:00+00:00,2021-09-23 20:00:00+00:00,[],1,144858.2800000012,0.0,0.012149904459421546,95.9933956439767,95.9933956439767,12067348.22,12067444.213395644,11922489.94,0.9999920452588016,12067348.22,0.9999920452588016,0,11922489.94,[],12067348.22,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 443.18}]",0.0,0.0,12067348.22,,,0.0,0.0,3.0333352401215237,0.2067444213395644,2021-09,0.0,-0.0431603694741527,0.1231284497072858,0.9999922209606926,195,0.0,2.0346614197888058,"[0, 1, 0, 0, 0]"
2021-09-24 20:00:00+00:00,2021-09-24 13:31:00+00:00,2021-09-24 20:00:00+00:00,[],1,19877.169999999925,0.0,0.0016471731419263058,95.9933956439767,95.9933956439767,12087225.39,12087321.383395644,12067348.22,0.9999920583400905,12087225.39,0.9999920583400905,0,12067348.22,[],12087225.39,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 443.91}]",0.0,0.0,12087225.39,,,0.0,0.0,3.051295008511404,0.2087321383395644,2021-09,0.0,-0.0431603694741527,0.12281456212260418,0.9999922209606926,196,0.0,2.0466979543474406,"[0, 1, 0, 0, 0]"
2021-09-27 20:00:00+00:00,2021-09-27 13:31:00+00:00,2021-09-27 20:00:00+00:00,[],1,-34580.830000000075,0.0,-0.0028609175600727843,95.9933956439767,95.9933956439767,12052644.56,12052740.553395644,12087225.39,0.9999920355544685,12052644.56,0.9999920355544685,0,12087225.39,[],12052644.56,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 442.64}]",0.0,0.0,12052644.56,,,0.0,0.0,2.9966807903550867,0.20527405533956444,2021-09,0.0,-0.0431603694741527,0.12257856257108071,0.9999922209606926,197,0.0,2.0103735598015566,"[0, 1, 0, 0, 0]"
2021-09-28 20:00:00+00:00,2021-09-28 13:31:00+00:00,2021-09-28 20:00:00+00:00,[],1,-242882.6799999997,0.0,-0.020151655876436525,95.9933956439767,95.9933956439767,11809761.88,11809857.873395644,12052644.56,0.9999918717569108,11809761.88,0.9999918717569108,0,12052644.56,[],11809761.88,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 433.72}]",0.0,0.0,11809761.88,,,0.0,0.0,2.579197941389761,0.18098578733956439,2021-09,0.0,-0.0431603694741527,0.12456906277347243,0.9999922209606926,198,0.0,1.7623681585057305,"[0, 1, 0, 0, 0]"
2021-09-29 20:00:00+00:00,2021-09-29 13:31:00+00:00,2021-09-29 20:00:00+00:00,[],1,19877.169999998063,0.0,0.0016830998487098459,95.9933956439767,95.9933956439767,11829639.049999999,11829735.043395642,11809761.88,0.9999918854145684,11829639.049999999,0.9999918854145684,0,11809761.88,[],11829639.049999999,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 434.45}]",0.0,0.0,11829639.049999999,,,0.0,0.0,2.5978125852092844,0.18297350433956416,2021-09,0.0,-0.0431603694741527,0.12425745540433758,0.9999922209606926,199,0.0,1.7750622119943205,"[0, 1, 0, 0, 0]"
2021-09-30 20:00:00+00:00,2021-09-30 13:31:00+00:00,2021-09-30 20:00:00+00:00,[],1,-144585.98999999836,0.0,-0.012222250918520694,95.9933956439767,95.9933956439767,11685053.06,11685149.053395644,11829639.049999999,0.9999917850088856,11685053.06,0.9999917850088856,0,11829639.049999999,[],11685053.06,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 429.14}]",0.0,0.0,11685053.06,,,0.0,0.0,2.3784675037127228,0.16851490533956426,2021-09,0.0,-0.05306783670007019,0.12481375742485713,0.9999922209606926,200,0.0,1.634930781120762,"[0, 1, 0, 0, 0]"
2021-10-01 20:00:00+00:00,2021-10-01 13:31:00+00:00,2021-10-01 20:00:00+00:00,[],1,138867.90000000037,0.0,0.011884135954572717,95.9933956439767,95.9933956439767,11823920.96,11824016.953395644,11685053.06,0.999991881490358,11823920.96,0.999991881490358,0,11685053.06,[],11823920.96,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 434.24}]",0.0,0.0,11823920.96,,,0.0,0.0,2.546640232885371,0.1824016953395644,2021-10,0.0,-0.05306783670007019,0.12511731010241328,0.9999922209606926,201,0.0,1.741934304476712,"[0, 1, 0, 0, 0]"
2021-10-04 20:00:00+00:00,2021-10-04 13:31:00+00:00,2021-10-04 20:00:00+00:00,[],1,-152482.40000000037,0.0,-0.012895989628652349,95.9933956439767,95.9933956439767,11671438.56,11671534.553395644,11823920.96,0.9999917754263414,11671438.56,0.9999917754263414,0,11823920.96,[],11671438.56,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 428.64}]",0.0,0.0,11671438.56,,,0.0,0.0,2.31909926253171,0.16715345533956438,2021-10,0.0,-0.05417111812834595,0.12574852562894615,0.9999922209606926,202,0.0,1.5966718179593855,"[0, 1, 0, 0, 0]"
2021-10-05 20:00:00+00:00,2021-10-05 13:31:00+00:00,2021-10-05 20:00:00+00:00,[],1,121441.33999999985,0.0,0.01040491628966378,95.9933956439767,95.9933956439767,11792879.9,11792975.893395644,11671438.56,0.9999918601211,11792879.9,0.9999918601211,0,11671438.56,[],11792879.9,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 433.1}]",0.0,0.0,11792879.9,,,0.0,0.0,2.4629404008055036,0.1792975893395643,2021-10,0.0,-0.05417111812834595,0.12589285707497722,0.9999922209606926,203,0.0,1.6895836668782325,"[0, 1, 0, 0, 0]"
2021-10-06 20:00:00+00:00,2021-10-06 13:31:00+00:00,2021-10-06 20:00:00+00:00,[],1,49012.20000000112,0.0,0.004156050215234464,95.9933956439767,95.9933956439767,11841892.100000001,11841988.093395645,11792879.9,0.9999918938108292,11841892.100000001,0.9999918938108292,0,11792879.9,[],11841892.100000001,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 434.90000000000003}]",0.0,0.0,11841892.100000001,,,0.0,0.0,2.5164888290726526,0.18419880933956456,2021-10,0.0,-0.05417111812834595,0.1256363310918563,0.9999922209606926,204,0.0,1.7255978314106724,"[0, 1, 0, 0, 0]"
2021-10-07 20:00:00+00:00,2021-10-07 13:31:00+00:00,2021-10-07 20:00:00+00:00,[],1,102381.0399999991,0.0,0.008645595586867616,95.9933956439767,95.9933956439767,11944273.14,11944369.133395644,11841892.100000001,0.9999919632929483,11944273.14,0.9999919632929483,0,11841892.100000001,[],11944273.14,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 438.66}]",0.0,0.0,11944273.14,,,0.0,0.0,2.6340076415832483,0.19443691333956448,2021-10,0.0,-0.05417111812834595,0.1256249161322451,0.9999922209606926,205,0.0,1.8019354267096461,"[0, 1, 0, 0, 0]"
2021-10-08 20:00:00+00:00,2021-10-08 13:31:00+00:00,2021-10-08 20:00:00+00:00,[],1,-21783.200000001118,0.0,-0.0018237212662070013,95.9933956439767,95.9933956439767,11922489.94,11922585.933395643,11944273.14,0.9999919486094561,11922489.94,0.9999919486094561,0,11944273.14,[],11922489.94,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 437.86}]",0.0,0.0,11922489.94,,,0.0,0.0,2.6008642810763227,0.1922585933395644,2021-10,0.0,-0.05417111812834595,0.12535429738811854,0.9999922209606926,206,0.0,1.7792621217236715,"[0, 1, 0, 0, 0]"
2021-10-11 20:00:00+00:00,2021-10-11 13:31:00+00:00,2021-10-11 20:00:00+00:00,[],1,-86315.9299999997,0.0,-0.00723969870984309,95.9933956439767,95.9933956439767,11836174.01,11836270.003395643,11922489.94,0.9999918898947374,11836174.01,0.9999918898947374,0,11922489.94,[],11836174.01,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 434.69}]",0.0,0.0,11836174.01,,,0.0,0.0,2.480758814676681,0.18362700033956458,2021-10,0.0,-0.05417111812834595,0.1253705790440673,0.9999922209606926,207,0.0,1.7001367426636502,"[0, 1, 0, 0, 0]"
2021-10-12 20:00:00+00:00,2021-10-12 13:31:00+00:00,2021-10-12 20:00:00+00:00,[],1,-29135.02999999933,0.0,-0.002461504341455756,95.9933956439767,95.9933956439767,11807038.98,11807134.973395644,11836174.01,0.9999918698824177,11807038.98,0.9999918698824177,0,11836174.01,[],11807038.98,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 433.62}]",0.0,0.0,11807038.98,,,0.0,0.0,2.4387773902119085,0.18071349733956454,2021-10,0.0,-0.05417111812834595,0.1251203543645784,0.9999922209606926,208,0.0,1.6715120090085205,"[0, 1, 0, 0, 0]"
2021-10-13 20:00:00+00:00,2021-10-13 13:31:00+00:00,2021-10-13 20:00:00+00:00,[],1,42477.24000000022,0.0,0.0035975907869023604,95.9933956439767,95.9933956439767,11849516.22,11849612.213395644,11807038.98,0.9999918990264057,11849516.22,0.9999918990264057,0,11807038.98,[],11849516.22,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 435.18}]",0.0,0.0,11849516.22,,,0.0,0.0,2.483639994645387,0.1849612213395646,2021-10,0.0,-0.05417111812834595,0.12485621382848318,0.9999922209606926,209,0.0,1.7017756878192314,"[0, 1, 0, 0, 0]"
2021-10-14 20:00:00+00:00,2021-10-14 13:31:00+00:00,2021-10-14 20:00:00+00:00,[],1,199316.27999999933,0.0,0.016820489684436835,95.9933956439767,95.9933956439767,12048832.5,12048928.493395643,11849516.22,0.999992033034664,12048832.5,0.999992033034664,0,11849516.22,[],12048832.5,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 442.5}]",0.0,0.0,12048832.5,,,0.0,0.0,2.7142202767876777,0.20489284933956453,2021-10,0.0,-0.05417111812834595,0.12578082203708643,0.9999922209606926,210,0.0,1.8416961863999735,"[0, 1, 0, 0, 0]"
2021-10-15 20:00:00+00:00,2021-10-15 13:31:00+00:00,2021-10-15 20:00:00+00:00,[],1,91761.73000000045,0.0,0.007615758534071926,95.9933956439767,95.9933956439767,12140594.23,12140690.223395644,12048832.5,0.9999920932505585,12140594.23,0.9999920932505585,0,12048832.5,[],12140594.23,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 445.87}]",0.0,0.0,12140594.23,,,0.0,0.0,2.814606476765493,0.21406902233956449,2021-10,0.0,-0.05417111812834595,0.12569421178423648,0.9999922209606926,211,0.0,1.9065936859940482,"[0, 1, 0, 0, 0]"
2021-10-18 20:00:00+00:00,2021-10-18 13:31:00+00:00,2021-10-18 20:00:00+00:00,[],1,35942.27999999933,0.0,0.002960480774868657,95.9933956439767,95.9933956439767,12176536.51,12176632.503395643,12140594.23,0.9999921165892445,12176536.51,0.9999921165892445,0,12140594.23,[],12176536.51,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 447.19}]",0.0,0.0,12176536.51,,,0.0,0.0,2.8493887806587974,0.21766325033956435,2021-10,0.0,-0.05417111812834595,0.12541514228970593,0.9999922209606926,212,0.0,1.929882102605166,"[0, 1, 0, 0, 0]"
2021-10-19 20:00:00+00:00,2021-10-19 13:31:00+00:00,2021-10-19 20:00:00+00:00,[],1,93940.05000000075,0.0,0.0077147807469597485,95.9933956439767,95.9933956439767,12270476.56,12270572.553395644,12176536.51,0.9999921769424185,12270476.56,0.9999921769424185,0,12176536.51,[],12270476.56,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 450.64}]",0.0,0.0,12270476.56,,,0.0,0.0,2.9503975744714275,0.22705725533956445,2021-10,0.0,-0.05417111812834595,0.12533450700766063,0.9999922209606926,213,0.0,1.9948812932549125,"[0, 1, 0, 0, 0]"
2021-10-20 20:00:00+00:00,2021-10-20 13:31:00+00:00,2021-10-20 20:00:00+00:00,[],1,48195.330000000075,0.0,0.003927716476983978,95.9933956439767,95.9933956439767,12318671.89,12318767.883395644,12270476.56,0.9999922075489569,12318671.89,0.9999922075489569,0,12270476.56,[],12318671.89,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 452.41}]",0.0,0.0,12318671.89,,,0.0,0.0,2.9982022831710644,0.2318767883395645,2021-10,0.0,-0.05417111812834595,0.1250805193248472,0.9999922209606926,214,0.0,2.0265687544566133,"[0, 1, 0, 0, 0]"
2021-10-21 20:00:00+00:00,2021-10-21 13:31:00+00:00,2021-10-21 20:00:00+00:00,[],1,32130.22000000067,0.0,0.0026082332506085493,95.9933956439767,95.9933956439767,12350802.110000001,12350898.103395645,12318671.89,0.9999922278206136,12350802.110000001,0.9999922278206136,0,12318671.89,[],12350802.110000001,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 453.59000000000003}]",0.0,0.0,12350802.110000001,,,0.0,0.0,3.027465146025895,0.23508981033956466,2021-10,0.0,-0.05417111812834595,0.12479999020220046,0.9999922278206136,215,0.0,2.0461729782360374,"[0, 1, 0, 0, 0]"
2021-10-22 20:00:00+00:00,2021-10-22 13:31:00+00:00,2021-10-22 20:00:00+00:00,[],1,-12797.63000000082,0.0,-0.001036169992891689,95.9933956439767,95.9933956439767,12338004.48,12338100.473395644,12350802.110000001,0.9999922197589612,12338004.48,0.9999922197589612,0,12350802.110000001,[],12338004.48,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 453.12}]",0.0,0.0,12338004.48,,,0.0,0.0,3.0058181097548826,0.23381004733956456,2021-10,0.0,-0.05417111812834595,0.12452909742490285,0.9999922278206136,216,0.0,2.031422974162424,"[0, 1, 0, 0, 0]"
2021-10-25 20:00:00+00:00,2021-10-25 13:31:00+00:00,2021-10-25 20:00:00+00:00,[],1,66166.47000000067,0.0,0.005362776072595166,95.9933956439767,95.9933956439767,12404170.950000001,12404266.943395644,12338004.48,0.9999922612600904,12404170.950000001,0.9999922612600904,0,12338004.48,[],12404170.950000001,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 455.55}]",0.0,0.0,12404170.950000001,,,0.0,0.0,3.073053696854153,0.24042669433956476,2021-10,0.0,-0.05417111812834595,0.1243292680338236,0.9999922612600904,217,0.0,2.0754022546567232,"[0, 1, 0, 0, 0]"
2021-10-26 20:00:00+00:00,2021-10-26 13:31:00+00:00,2021-10-26 20:00:00+00:00,[],1,11163.890000000596,0.0,0.0009000040107927099,95.9933956439767,95.9933956439767,12415334.840000002,12415430.833395645,12404170.950000001,0.9999922682187247,12415334.840000002,0.9999922682187247,0,12404170.950000001,[],12415334.840000002,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 455.96000000000004}]",0.0,0.0,12415334.840000002,,,0.0,0.0,3.078416156446183,0.24154308333956465,2021-10,0.0,-0.05417111812834595,0.1240425358382527,0.9999922682187247,218,0.0,2.0790446948943484,"[0, 1, 0, 0, 0]"
2021-10-27 20:00:00+00:00,2021-10-27 13:31:00+00:00,2021-10-27 20:00:00+00:00,[],1,-55002.58000000194,0.0,-0.004430178923155448,95.9933956439767,95.9933956439767,12360332.26,12360428.253395643,12415334.840000002,0.9999922338131272,12360332.26,0.9999922338131272,0,12415334.840000002,[],12360332.26,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 453.94}]",0.0,0.0,12360332.26,,,0.0,0.0,3.0055348080893456,0.23604282533956433,2021-10,0.0,-0.05417111812834595,0.12389589570270877,0.9999922682187247,219,0.0,2.0308554590809846,"[0, 1, 0, 0, 0]"
2021-10-28 20:00:00+00:00,2021-10-28 13:31:00+00:00,2021-10-28 20:00:00+00:00,[],1,119263.01999999955,0.0,0.009648777336435321,95.9933956439767,95.9933956439767,12479595.28,12479691.273395643,12360332.26,0.9999923080312213,12479595.28,0.9999923080312213,0,12360332.26,[],12479595.28,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 458.32}]",0.0,0.0,12479595.28,,,0.0,0.0,3.1310161949373096,0.2479691273395641,2021-10,0.0,-0.05417111812834595,0.12395891501926562,0.9999923080312213,220,0.0,2.109757002798447,"[0, 1, 0, 0, 0]"
2021-10-29 20:00:00+00:00,2021-10-29 13:31:00+00:00,2021-10-29 20:00:00+00:00,[],1,25322.97000000067,0.0,0.0020291343307494714,95.9933956439767,95.9933956439767,12504918.25,12505014.243395643,12479595.28,0.9999923236076526,12504918.25,0.9999923236076526,0,12479595.28,[],12504918.25,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 459.25}]",0.0,0.0,12504918.25,,,0.0,0.0,3.15168822061243,0.25050142433956424,2021-10,0.0,-0.05417111812834595,0.12368139967791218,0.9999923236076526,221,0.0,2.123630480348636,"[0, 1, 0, 0, 0]"
2021-11-01 20:00:00+00:00,2021-11-01 13:31:00+00:00,2021-11-01 20:00:00+00:00,[],1,21510.91000000015,0.0,0.0017201827667938652,95.9933956439767,95.9933956439767,12526429.16,12526525.153395643,12504918.25,0.9999923367897747,12526429.16,0.9999923367897747,0,12504918.25,[],12526429.16,"[{'sid': Equity(2 [SPY]), 'amount': 27229, 'cost_basis': 367.25197424085917, 'last_sale_price': 460.04}]",0.0,0.0,12526429.16,,,0.0,0.0,3.1680652898693675,0.25265251533956423,2021-11,0.0,-0.05417111812834595,0.12340337390209719,0.9999923367897747,222,0.0,2.1346507595036184,"[0, 1, 0, 0, 0]"
