,period_open,period_close,long_exposure,pnl,short_exposure,capital_used,orders,transactions,gross_leverage,positions,net_leverage,starting_exposure,ending_exposure,starting_value,ending_value,starting_cash,ending_cash,portfolio_value,longs_count,shorts_count,long_value,short_value,returns,algo_volatility,benchmark_period_return,benchmark_volatility,alpha,beta,sharpe,sortino,max_drawdown,max_leverage,excess_return,treasury_period_return,trading_days,period_label,algorithm_period_return,weights
2021-03-31 20:00:00+00:00,2021-03-31 13:31:00+00:00,2021-03-31 20:00:00+00:00,10652609.120000001,22202.63000000082,0.0,0.0,[],[],1.0000342039769867,"[{'sid': Equity(4 [VWO]), 'amount': 41279, 'cost_basis': 49.17947729364271, 'last_sale_price': 52.050000000000004}, {'sid': Equity(2 [SPY]), 'amount': 5383, 'cost_basis': 368.34794925952065, 'last_sale_price': 396.33}, {'sid': Equity(3 [VNQ]), 'amount': 23082, 'cost_basis': 85.07415022781679, 'last_sale_price': 91.86}, {'sid': Equity(1 [LQD]), 'amount': 16476, 'cost_basis': 136.84491467492748, 'last_sale_price': 130.05}, {'sid': Equity(0 [DBC]), 'amount': 126886, 'cost_basis': 14.517052213386995, 'last_sale_price': 16.61}]",1.0000342039769867,10630406.49,10652609.120000001,10630406.49,10652609.120000001,-364.3491349999657,-364.3491349999657,10652244.770865,5,0,10652609.120000001,0.0,0.002088668107405489,0.11052930012513615,0.0,0.0,,,2.0288276478199103,2.9911185648964778,-0.03316821946403469,1.0001607269356396,0.0,0.0,73,2021-03,0.06522447708650003,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2021-04-01 20:00:00+00:00,2021-04-01 13:31:00+00:00,2021-04-01 20:00:00+00:00,10778351.07,125741.94999999925,0.0,0.0,[],[],1.000033804934487,"[{'sid': Equity(4 [VWO]), 'amount': 41279, 'cost_basis': 49.17947729364271, 'last_sale_price': 52.52}, {'sid': Equity(2 [SPY]), 'amount': 5383, 'cost_basis': 368.34794925952065, 'last_sale_price': 400.61}, {'sid': Equity(3 [VNQ]), 'amount': 23082, 'cost_basis': 85.07415022781679, 'last_sale_price': 93.53}, {'sid': Equity(1 [LQD]), 'amount': 16476, 'cost_basis': 136.84491467492748, 'last_sale_price': 130.61}, {'sid': Equity(0 [DBC]), 'amount': 126886, 'cost_basis': 14.517052213386995, 'last_sale_price': 16.89}]",1.000033804934487,10652609.120000001,10778351.07,10652609.120000001,10778351.07,-364.3491349999657,-364.3491349999657,10777986.720865,5,0,10778351.07,0.0,0.01180426780502808,0.11160215162338911,0.0,0.0,,,2.3423641667231587,3.5106898752628863,-0.03316821946403469,1.0001607269356396,0.0,0.0,74,2021-04,0.07779867208650004,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2021-04-05 20:00:00+00:00,2021-04-05 13:31:00+00:00,2021-04-05 20:00:00+00:00,10779887.39,1536.320000000298,0.0,0.0,"[{'id': '5972190e8a50464b90f745ad115bfcb6', 'dt': Timestamp('2021-04-05 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-05 20:00:00+0000', tz='UTC'), 'amount': -315, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'f2f8909d48d8442cb79629228d3a3fb5', 'dt': Timestamp('2021-04-05 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-05 20:00:00+0000', tz='UTC'), 'amount': -77, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'ba31563d66e04ff08df91ca96977038c', 'dt': Timestamp('2021-04-05 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-05 20:00:00+0000', tz='UTC'), 'amount': -119, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '3d0877a958494e8484396f0bcdd84614', 'dt': Timestamp('2021-04-05 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-05 20:00:00+0000', tz='UTC'), 'amount': 111, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'b59eb5d2fca54e1b86949bbc294da485', 'dt': Timestamp('2021-04-05 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-05 20:00:00+0000', tz='UTC'), 'amount': 2675, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",[],1.0000338001165376,"[{'sid': Equity(4 [VWO]), 'amount': 41279, 'cost_basis': 49.17947729364271, 'last_sale_price': 52.63}, {'sid': Equity(2 [SPY]), 'amount': 5383, 'cost_basis': 368.34794925952065, 'last_sale_price': 406.36}, {'sid': Equity(3 [VNQ]), 'amount': 23082, 'cost_basis': 85.07415022781679, 'last_sale_price': 93.89}, {'sid': Equity(1 [LQD]), 'amount': 16476, 'cost_basis': 136.84491467492748, 'last_sale_price': 129.97}, {'sid': Equity(0 [DBC]), 'amount': 126886, 'cost_basis': 14.517052213386995, 'last_sale_price': 16.64}]",1.0000338001165376,10778351.07,10779887.39,10778351.07,10779887.39,-364.3491349999657,-364.3491349999657,10779523.040865,5,0,10779887.39,0.0,0.00014254239124511514,0.11085765285055772,0.0,0.0,,,2.3309741060114573,3.4936820911376367,-0.03316821946403469,1.0001607269356396,0.0,0.0,75,2021-04,0.0779523040865,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2021-04-06 20:00:00+00:00,2021-04-06 13:31:00+00:00,2021-04-06 20:00:00+00:00,10816468.01,36439.14217500016,0.0,-141.4778249990195,"[{'id': '5972190e8a50464b90f745ad115bfcb6', 'dt': Timestamp('2021-04-06 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-05 20:00:00+0000', tz='UTC'), 'amount': -315, 'filled': -315, 'commission': 1.575, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'f2f8909d48d8442cb79629228d3a3fb5', 'dt': Timestamp('2021-04-06 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-05 20:00:00+0000', tz='UTC'), 'amount': -77, 'filled': -77, 'commission': 0.385, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'ba31563d66e04ff08df91ca96977038c', 'dt': Timestamp('2021-04-06 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-05 20:00:00+0000', tz='UTC'), 'amount': -119, 'filled': -119, 'commission': 0.595, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '3d0877a958494e8484396f0bcdd84614', 'dt': Timestamp('2021-04-06 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-05 20:00:00+0000', tz='UTC'), 'amount': 111, 'filled': 111, 'commission': 0.555, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'b59eb5d2fca54e1b86949bbc294da485', 'dt': Timestamp('2021-04-06 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-05 20:00:00+0000', tz='UTC'), 'amount': 2675, 'filled': 2675, 'commission': 13.375, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]","[{'amount': -315, 'dt': Timestamp('2021-04-06 20:00:00+0000', tz='UTC'), 'price': 52.85356, 'order_id': '5972190e8a50464b90f745ad115bfcb6', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -77, 'dt': Timestamp('2021-04-06 20:00:00+0000', tz='UTC'), 'price': 405.91694, 'order_id': 'f2f8909d48d8442cb79629228d3a3fb5', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -119, 'dt': Timestamp('2021-04-06 20:00:00+0000', tz='UTC'), 'price': 94.08293499999999, 'order_id': 'ba31563d66e04ff08df91ca96977038c', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 111, 'dt': Timestamp('2021-04-06 20:00:00+0000', tz='UTC'), 'price': 130.90542, 'order_id': '3d0877a958494e8484396f0bcdd84614', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 2675, 'dt': Timestamp('2021-04-06 20:00:00+0000', tz='UTC'), 'price': 16.70835, 'order_id': 'b59eb5d2fca54e1b86949bbc294da485', 'sid': Equity(0 [DBC]), 'commission': None}]",1.0000467667093726,"[{'sid': Equity(4 [VWO]), 'amount': 40964, 'cost_basis': 49.17951574203642, 'last_sale_price': 52.88}, {'sid': Equity(2 [SPY]), 'amount': 5306, 'cost_basis': 368.3480218188874, 'last_sale_price': 406.12}, {'sid': Equity(3 [VNQ]), 'amount': 22963, 'cost_basis': 85.07417613906532, 'last_sale_price': 94.13}, {'sid': Equity(1 [LQD]), 'amount': 16587, 'cost_basis': 136.80520110954998, 'last_sale_price': 130.84}, {'sid': Equity(0 [DBC]), 'amount': 129561, 'cost_basis': 14.562398394561805, 'last_sale_price': 16.7}]",1.0000467667093726,10779887.39,10816468.01,10779887.39,10816468.01,-364.3491349999657,-505.82695999996884,10815962.18304,5,0,10816468.01,0.0,0.0033804039415157305,0.1101995891272488,0.0,0.0,,,2.415752590617138,3.6231711454570092,-0.03316821946403469,1.0001607269356396,0.0,0.0,76,2021-04,0.08159621830399999,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2021-04-07 20:00:00+00:00,2021-04-07 13:31:00+00:00,2021-04-07 20:00:00+00:00,10791192.39,-25275.61999999918,0.0,0.0,[],[],1.000046876253614,"[{'sid': Equity(4 [VWO]), 'amount': 40964, 'cost_basis': 49.17951574203642, 'last_sale_price': 52.11}, {'sid': Equity(2 [SPY]), 'amount': 5306, 'cost_basis': 368.3480218188874, 'last_sale_price': 406.59000000000003}, {'sid': Equity(3 [VNQ]), 'amount': 22963, 'cost_basis': 85.07417613906532, 'last_sale_price': 94.2}, {'sid': Equity(1 [LQD]), 'amount': 16587, 'cost_basis': 136.80520110954998, 'last_sale_price': 130.58}, {'sid': Equity(0 [DBC]), 'amount': 129561, 'cost_basis': 14.562398394561805, 'last_sale_price': 16.75}]",1.000046876253614,10816468.01,10791192.39,10816468.01,10791192.39,-505.82695999996884,-505.82695999996884,10790686.563040001,5,0,10791192.39,0.0,-0.0023368813215370876,0.10964417074375075,0.0,0.0,,,2.3267049131153836,3.4889498778859456,-0.03316821946403469,1.0001607269356396,0.0,0.0,77,2021-04,0.07906865630400017,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2021-04-08 20:00:00+00:00,2021-04-08 13:31:00+00:00,2021-04-08 20:00:00+00:00,10835138.730000002,43946.34000000171,0.0,0.0,[],[],1.0000466861189046,"[{'sid': Equity(4 [VWO]), 'amount': 40964, 'cost_basis': 49.17951574203642, 'last_sale_price': 52.65}, {'sid': Equity(2 [SPY]), 'amount': 5306, 'cost_basis': 368.3480218188874, 'last_sale_price': 408.52}, {'sid': Equity(3 [VNQ]), 'amount': 22963, 'cost_basis': 85.07417613906532, 'last_sale_price': 93.85000000000001}, {'sid': Equity(1 [LQD]), 'amount': 16587, 'cost_basis': 136.80520110954998, 'last_sale_price': 131.06}, {'sid': Equity(0 [DBC]), 'amount': 129561, 'cost_basis': 14.562398394561805, 'last_sale_price': 16.84}]",1.0000466861189046,10791192.39,10835138.730000002,10791192.39,10835138.730000002,-505.82695999996884,-505.82695999996884,10834632.903040003,5,0,10835138.730000002,0.0,0.004072617598821271,0.10906866394738284,0.0,0.0,,,2.4296316880428903,3.647625569341074,-0.03316821946403469,1.0001607269356396,0.0,0.0,78,2021-04,0.08346329030400024,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2021-04-09 20:00:00+00:00,2021-04-09 13:31:00+00:00,2021-04-09 20:00:00+00:00,10817685.67,-17453.060000002384,0.0,0.0,[],[],1.0000467614449735,"[{'sid': Equity(4 [VWO]), 'amount': 40964, 'cost_basis': 49.17951574203642, 'last_sale_price': 52.2}, {'sid': Equity(2 [SPY]), 'amount': 5306, 'cost_basis': 368.3480218188874, 'last_sale_price': 411.49}, {'sid': Equity(3 [VNQ]), 'amount': 22963, 'cost_basis': 85.07417613906532, 'last_sale_price': 93.74}, {'sid': Equity(1 [LQD]), 'amount': 16587, 'cost_basis': 136.80520110954998, 'last_sale_price': 130.79}, {'sid': Equity(0 [DBC]), 'amount': 129561, 'cost_basis': 14.562398394561805, 'last_sale_price': 16.78}]",1.0000467614449735,10835138.730000002,10817685.67,10835138.730000002,10817685.67,-505.82695999996884,-505.82695999996884,10817179.84304,5,0,10817685.67,0.0,-0.0016108584532756876,0.10847152872361553,0.0,0.0,,,2.3647113871863565,3.5504656842114186,-0.03316821946403469,1.0001607269356396,0.0,0.0,79,2021-04,0.08171798430400012,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2021-04-12 20:00:00+00:00,2021-04-12 13:31:00+00:00,2021-04-12 20:00:00+00:00,10817981.459999999,295.78999999910593,0.0,0.0,"[{'id': 'b701efdc1b3d4b1c8b0b112206448b78', 'dt': Timestamp('2021-04-12 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-12 20:00:00+0000', tz='UTC'), 'amount': 753, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '6cda3d0f655549668b5321f8d9993ec8', 'dt': Timestamp('2021-04-12 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-12 20:00:00+0000', tz='UTC'), 'amount': -50, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '838a8209d85841b8836f0570415447d4', 'dt': Timestamp('2021-04-12 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-12 20:00:00+0000', tz='UTC'), 'amount': -17, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '8c1c974819e840e8b08a5d666ded30d0', 'dt': Timestamp('2021-04-12 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-12 20:00:00+0000', tz='UTC'), 'amount': -41, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '82cdcb8e41ba434fafa3fc6d72a1cfce', 'dt': Timestamp('2021-04-12 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-12 20:00:00+0000', tz='UTC'), 'amount': -704, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",[],1.0000467601663419,"[{'sid': Equity(4 [VWO]), 'amount': 40964, 'cost_basis': 49.17951574203642, 'last_sale_price': 51.86}, {'sid': Equity(2 [SPY]), 'amount': 5306, 'cost_basis': 368.3480218188874, 'last_sale_price': 411.64}, {'sid': Equity(3 [VNQ]), 'amount': 22963, 'cost_basis': 85.07417613906532, 'last_sale_price': 94.29}, {'sid': Equity(1 [LQD]), 'amount': 16587, 'cost_basis': 136.80520110954998, 'last_sale_price': 130.76}, {'sid': Equity(0 [DBC]), 'amount': 129561, 'cost_basis': 14.562398394561805, 'last_sale_price': 16.79}]",1.0000467601663419,10817685.67,10817981.459999999,10817685.67,10817981.459999999,-505.82695999996884,-505.82695999996884,10817475.63304,5,0,10817981.459999999,0.0,2.734446540508806e-05,0.10779714989490707,0.0,0.0,,,2.3505602535115333,3.5294052752462006,-0.03316821946403469,1.0001607269356396,0.0,0.0,80,2021-04,0.0817475633039999,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2021-04-13 20:00:00+00:00,2021-04-13 13:31:00+00:00,2021-04-13 20:00:00+00:00,10868070.84,50569.8630749993,0.0,480.48307499848306,"[{'id': 'b701efdc1b3d4b1c8b0b112206448b78', 'dt': Timestamp('2021-04-13 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-12 20:00:00+0000', tz='UTC'), 'amount': 753, 'filled': 753, 'commission': 3.765, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '6cda3d0f655549668b5321f8d9993ec8', 'dt': Timestamp('2021-04-13 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-12 20:00:00+0000', tz='UTC'), 'amount': -50, 'filled': -50, 'commission': 0.25, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '838a8209d85841b8836f0570415447d4', 'dt': Timestamp('2021-04-13 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-12 20:00:00+0000', tz='UTC'), 'amount': -17, 'filled': -17, 'commission': 0.085, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '8c1c974819e840e8b08a5d666ded30d0', 'dt': Timestamp('2021-04-13 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-12 20:00:00+0000', tz='UTC'), 'amount': -41, 'filled': -41, 'commission': 0.20500000000000002, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '82cdcb8e41ba434fafa3fc6d72a1cfce', 'dt': Timestamp('2021-04-13 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-12 20:00:00+0000', tz='UTC'), 'amount': -704, 'filled': -704, 'commission': 3.52, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]","[{'amount': 753, 'dt': Timestamp('2021-04-13 20:00:00+0000', tz='UTC'), 'price': 51.895935, 'order_id': 'b701efdc1b3d4b1c8b0b112206448b78', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -50, 'dt': Timestamp('2021-04-13 20:00:00+0000', tz='UTC'), 'price': 412.65357, 'order_id': '6cda3d0f655549668b5321f8d9993ec8', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -17, 'dt': Timestamp('2021-04-13 20:00:00+0000', tz='UTC'), 'price': 94.71262, 'order_id': '838a8209d85841b8836f0570415447d4', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -41, 'dt': Timestamp('2021-04-13 20:00:00+0000', tz='UTC'), 'price': 131.27433, 'order_id': '8c1c974819e840e8b08a5d666ded30d0', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -704, 'dt': Timestamp('2021-04-13 20:00:00+0000', tz='UTC'), 'price': 16.961515, 'order_id': '82cdcb8e41ba434fafa3fc6d72a1cfce', 'sid': Equity(0 [DBC]), 'commission': None}]",1.000002331963462,"[{'sid': Equity(4 [VWO]), 'amount': 41717, 'cost_basis': 49.228637891310015, 'last_sale_price': 51.870000000000005}, {'sid': Equity(2 [SPY]), 'amount': 5256, 'cost_basis': 368.34806938357536, 'last_sale_price': 412.86}, {'sid': Equity(3 [VNQ]), 'amount': 22946, 'cost_basis': 85.07417984341465, 'last_sale_price': 94.76}, {'sid': Equity(1 [LQD]), 'amount': 16546, 'cost_basis': 136.80521349925144, 'last_sale_price': 131.34}, {'sid': Equity(0 [DBC]), 'amount': 128857, 'cost_basis': 14.562425711665261, 'last_sale_price': 16.97}]",1.000002331963462,10817981.459999999,10868070.84,10817981.459999999,10868070.84,-505.82695999996884,-25.343884999968576,10868045.496114999,5,0,10868070.84,0.0,0.0046748303199817265,0.10731663835802413,0.0,0.0,,,2.4674591266532953,3.711396955909986,-0.03316821946403469,1.0001607269356396,0.0,0.0,81,2021-04,0.08680454961149975,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2021-04-14 20:00:00+00:00,2021-04-14 13:31:00+00:00,2021-04-14 20:00:00+00:00,10908143.59,40072.75,0.0,0.0,[],[],1.0000023233966142,"[{'sid': Equity(4 [VWO]), 'amount': 41717, 'cost_basis': 49.228637891310015, 'last_sale_price': 52.15}, {'sid': Equity(2 [SPY]), 'amount': 5256, 'cost_basis': 368.34806938357536, 'last_sale_price': 411.45}, {'sid': Equity(3 [VNQ]), 'amount': 22946, 'cost_basis': 85.07417984341465, 'last_sale_price': 94.26}, {'sid': Equity(1 [LQD]), 'amount': 16546, 'cost_basis': 136.80521349925144, 'last_sale_price': 131.16}, {'sid': Equity(0 [DBC]), 'amount': 128857, 'cost_basis': 14.562425711665261, 'last_sale_price': 17.36}]",1.0000023233966142,10868070.84,10908143.59,10868070.84,10908143.59,-25.343884999968576,-25.343884999968576,10908118.246114999,5,0,10908143.59,0.0,0.0036872085246906217,0.10675222749470721,0.0,0.0,,,2.556401728359253,3.8484942743198256,-0.03316821946403469,1.0001607269356396,0.0,0.0,82,2021-04,0.09081182461149973,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2021-04-15 20:00:00+00:00,2021-04-15 13:31:00+00:00,2021-04-15 20:00:00+00:00,11016002.36,107858.76999999955,0.0,0.0,[],[],1.0000023006479555,"[{'sid': Equity(4 [VWO]), 'amount': 41717, 'cost_basis': 49.228637891310015, 'last_sale_price': 52.61}, {'sid': Equity(2 [SPY]), 'amount': 5256, 'cost_basis': 368.34806938357536, 'last_sale_price': 415.87}, {'sid': Equity(3 [VNQ]), 'amount': 22946, 'cost_basis': 85.07417984341465, 'last_sale_price': 95.91}, {'sid': Equity(1 [LQD]), 'amount': 16546, 'cost_basis': 136.80521349925144, 'last_sale_price': 131.97}, {'sid': Equity(0 [DBC]), 'amount': 128857, 'cost_basis': 14.562425711665261, 'last_sale_price': 17.47}]",1.0000023006479555,10908143.59,11016002.36,10908143.59,11016002.36,-25.343884999968576,-25.343884999968576,11015977.016114999,5,0,11016002.36,0.0,0.009887935532640002,0.10720283534792058,0.0,0.0,,,2.7950269125770317,4.251176950249186,-0.03316821946403469,1.0001607269356396,0.0,0.0,83,2021-04,0.10159770161149972,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2021-04-16 20:00:00+00:00,2021-04-16 13:31:00+00:00,2021-04-16 20:00:00+00:00,11016461.639999999,459.27999999932945,0.0,0.0,[],[],1.0000023005520406,"[{'sid': Equity(4 [VWO]), 'amount': 41717, 'cost_basis': 49.228637891310015, 'last_sale_price': 52.78}, {'sid': Equity(2 [SPY]), 'amount': 5256, 'cost_basis': 368.34806938357536, 'last_sale_price': 417.26}, {'sid': Equity(3 [VNQ]), 'amount': 22946, 'cost_basis': 85.07417984341465, 'last_sale_price': 96.12}, {'sid': Equity(1 [LQD]), 'amount': 16546, 'cost_basis': 136.80521349925144, 'last_sale_price': 131.07}, {'sid': Equity(0 [DBC]), 'amount': 128857, 'cost_basis': 14.562425711665261, 'last_sale_price': 17.44}]",1.0000023005520406,11016002.36,11016461.639999999,11016002.36,11016461.639999999,-25.343884999968576,-25.343884999968576,11016436.296114998,5,0,11016461.639999999,0.0,4.169217122806934e-05,0.10657360747685975,0.0,0.0,,,2.7792322354269254,4.227581788835287,-0.03316821946403469,1.0001607269356396,0.0,0.0,84,2021-04,0.10164362961149975,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2021-04-19 20:00:00+00:00,2021-04-19 13:31:00+00:00,2021-04-19 20:00:00+00:00,11002409.21,-14052.42999999784,0.0,0.0,"[{'id': '6d689663cbe84ae6b95b473085041dd7', 'dt': Timestamp('2021-04-19 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-19 20:00:00+0000', tz='UTC'), 'amount': 61, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '516f2ebb11c449f69107f9a76dee2bbe', 'dt': Timestamp('2021-04-19 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-19 20:00:00+0000', tz='UTC'), 'amount': 43, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'cc1ebfeadff945aab781cf4b615c2076', 'dt': Timestamp('2021-04-19 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-19 20:00:00+0000', tz='UTC'), 'amount': -98, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '10291da3d05f436cbbfbf1f458b63e52', 'dt': Timestamp('2021-04-19 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-19 20:00:00+0000', tz='UTC'), 'amount': 286, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '0b1719a06eab43a0a76d1b806bc21a31', 'dt': Timestamp('2021-04-19 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-19 20:00:00+0000', tz='UTC'), 'amount': -2827, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",[],1.0000023034903445,"[{'sid': Equity(4 [VWO]), 'amount': 41717, 'cost_basis': 49.228637891310015, 'last_sale_price': 52.67}, {'sid': Equity(2 [SPY]), 'amount': 5256, 'cost_basis': 368.34806938357536, 'last_sale_price': 415.21000000000004}, {'sid': Equity(3 [VNQ]), 'amount': 22946, 'cost_basis': 85.07417984341465, 'last_sale_price': 96.31}, {'sid': Equity(1 [LQD]), 'amount': 16546, 'cost_basis': 136.80521349925144, 'last_sale_price': 130.73}, {'sid': Equity(0 [DBC]), 'amount': 128857, 'cost_basis': 14.562425711665261, 'last_sale_price': 17.46}]",1.0000023034903445,11016461.639999999,11002409.21,11016461.639999999,11002409.21,-25.343884999968576,-25.343884999968576,11002383.866115,5,0,11002409.21,0.0,-0.0012755876421627343,0.10602136506064021,0.0,0.0,,,2.7251718722413645,4.146281564735315,-0.03316821946403469,1.0001607269356396,0.0,0.0,85,2021-04,0.10023838661149997,"[0.2, 0.2, 0.2, 0.2, 0.2]"
