,period_open,period_close,long_exposure,returns,capital_used,short_exposure,pnl,orders,transactions,gross_leverage,positions,net_leverage,starting_exposure,ending_exposure,starting_value,ending_value,starting_cash,ending_cash,portfolio_value,longs_count,shorts_count,long_value,short_value,benchmark_period_return,benchmark_volatility,algorithm_period_return,alpha,beta,sharpe,algo_volatility,sortino,max_drawdown,max_leverage,excess_return,treasury_period_return,trading_days,period_label,weights,cumulative_returns
2021-03-24 20:00:00+00:00,2021-03-24 13:31:00+00:00,2021-03-24 20:00:00+00:00,10960561.590000002,0.004624869205439808,0.0,-903153.28,46222.21000000276,[],[],1.1815865108148564,"[{'sid': Equity(4 [VWO]), 'amount': -17863, 'cost_basis': 52.624492791032324, 'last_sale_price': 50.56}, {'sid': Equity(2 [SPY]), 'amount': 5408, 'cost_basis': 384.4435925165483, 'last_sale_price': 387.52}, {'sid': Equity(3 [VNQ]), 'amount': 17749, 'cost_basis': 91.0455, 'last_sale_price': 90.49}, {'sid': Equity(1 [LQD]), 'amount': 48225, 'cost_basis': 130.7005327837197, 'last_sale_price': 129.86}, {'sid': Equity(0 [DBC]), 'amount': 59442, 'cost_basis': 16.66833, 'last_sale_price': 16.76}]",1.0016843900137702,10011186.1,10057408.310000002,10011186.1,10057408.310000002,-16912.111530000286,-16912.111530000286,10040496.198470002,4,1,10960561.590000002,-903153.28,0.0,0.0,0.004049619847000141,,,0.20556545157394998,0.09414739567375799,0.27776564725047903,-0.03473556017264374,1.553587869829526,0.0,0.0,68,2021-03,"[-0.09378263354301453, 0.2117643803358078, 0.16136331856250763, 0.6210325956344604, 0.09962232410907745]",0.004049619847000141
2021-03-25 20:00:00+00:00,2021-03-25 13:31:00+00:00,2021-03-25 20:00:00+00:00,10949451.43,-0.0012488625813049659,0.0,-904582.3200000001,-12539.20000000298,[],[],1.1820985821746754,"[{'sid': Equity(4 [VWO]), 'amount': -17863, 'cost_basis': 52.624492791032324, 'last_sale_price': 50.64}, {'sid': Equity(2 [SPY]), 'amount': 5408, 'cost_basis': 384.4435925165483, 'last_sale_price': 389.7}, {'sid': Equity(3 [VNQ]), 'amount': 17749, 'cost_basis': 91.0455, 'last_sale_price': 90.88}, {'sid': Equity(1 [LQD]), 'amount': 48225, 'cost_basis': 130.7005327837197, 'last_sale_price': 129.71}, {'sid': Equity(0 [DBC]), 'amount': 59442, 'cost_basis': 16.66833, 'last_sale_price': 16.38}]",1.0016864962157876,10057408.310000002,10044869.11,10057408.310000002,10044869.11,-16912.111530000286,-16912.111530000286,10027956.998469999,4,1,10949451.43,-904582.3200000001,0.0,0.0,0.0027956998469997885,,,0.15522926754730268,0.09348690478818687,0.20967960760743376,-0.03473556017264374,1.553587869829526,0.0,0.0,69,2021-03,"[-0.09378263354301453, 0.2117643803358078, 0.16136331856250763, 0.6210325956344604, 0.09962232410907745]",0.0027956998469997885
2021-03-26 20:00:00+00:00,2021-03-26 13:31:00+00:00,2021-03-26 20:00:00+00:00,11037043.84,0.006490357907391386,0.0,-927089.7,65085.03000000119,[],[],1.1853842980393927,"[{'sid': Equity(4 [VWO]), 'amount': -17863, 'cost_basis': 52.624492791032324, 'last_sale_price': 51.9}, {'sid': Equity(2 [SPY]), 'amount': 5408, 'cost_basis': 384.4435925165483, 'last_sale_price': 395.98}, {'sid': Equity(3 [VNQ]), 'amount': 17749, 'cost_basis': 91.0455, 'last_sale_price': 92.84}, {'sid': Equity(1 [LQD]), 'amount': 48225, 'cost_basis': 130.7005327837197, 'last_sale_price': 129.62}, {'sid': Equity(0 [DBC]), 'amount': 59442, 'cost_basis': 16.66833, 'last_sale_price': 16.77}]",1.0016756208368394,10044869.11,10109954.14,10044869.11,10109954.14,-16912.111530000286,-16912.111530000286,10093042.02847,4,1,11037043.84,-927089.7,0.0,0.0,0.009304202846999843,,,0.40242962079735906,0.0936061297791962,0.5482144885977319,-0.03473556017264374,1.553587869829526,0.0,0.0,70,2021-03,"[-0.09378263354301453, 0.2117643803358078, 0.16136331856250763, 0.6210325956344604, 0.09962232410907745]",0.009304202846999843
2021-03-29 20:00:00+00:00,2021-03-29 13:31:00+00:00,2021-03-29 20:00:00+00:00,11012616.870000001,-0.0019069275591748758,0.0,-921909.4299999999,-19246.699999999255,"[{'id': 'db296b37248a44a6ab03c87992a55b22', 'dt': Timestamp('2021-03-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-03-29 20:00:00+0000', tz='UTC'), 'amount': 14538, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'eeaf0d11d420487c8e5f27af1ac8fbaa', 'dt': Timestamp('2021-03-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-03-29 20:00:00+0000', tz='UTC'), 'amount': 511, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '4bd5d4187e0048aeb47139c5adfb5084', 'dt': Timestamp('2021-03-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-03-29 20:00:00+0000', tz='UTC'), 'amount': 13567, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '57e6be31d1fe45a5a5840061d36ceb76', 'dt': Timestamp('2021-03-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-03-29 20:00:00+0000', tz='UTC'), 'amount': -36030, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '5060a19ab58847af8931eaa231306aef', 'dt': Timestamp('2021-03-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-03-29 20:00:00+0000', tz='UTC'), 'amount': 145167, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",[],1.1847100234676502,"[{'sid': Equity(4 [VWO]), 'amount': -17863, 'cost_basis': 52.624492791032324, 'last_sale_price': 51.61}, {'sid': Equity(2 [SPY]), 'amount': 5408, 'cost_basis': 384.4435925165483, 'last_sale_price': 395.78000000000003}, {'sid': Equity(3 [VNQ]), 'amount': 17749, 'cost_basis': 91.0455, 'last_sale_price': 92.3}, {'sid': Equity(1 [LQD]), 'amount': 48225, 'cost_basis': 130.7005327837197, 'last_sale_price': 129.31}, {'sid': Equity(0 [DBC]), 'amount': 59442, 'cost_basis': 16.66833, 'last_sale_price': 16.79}]",1.0016788222292152,10109954.14,10090707.440000001,10109954.14,10090707.440000001,-16912.111530000286,-16912.111530000286,10073795.328470001,4,1,11012616.870000001,-921909.4299999999,0.0,0.0,0.007379532846999881,,,0.3265150559871207,0.09301582620976516,0.4445240582381649,-0.03473556017264374,1.553587869829526,0.0,0.0,71,2021-03,"[-0.017032606527209282, 0.23255011439323425, 0.2869335114955902, 0.1565268486738205, 0.34102195501327515]",0.007379532846999881
2021-03-30 20:00:00+00:00,2021-03-30 13:31:00+00:00,2021-03-30 20:00:00+00:00,10192585.719999999,-0.0008635632302769203,61723.860765000805,-172301.5,-8699.359235001728,"[{'id': 'db296b37248a44a6ab03c87992a55b22', 'dt': Timestamp('2021-03-30 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-03-29 20:00:00+0000', tz='UTC'), 'amount': 14538, 'filled': 14538, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'eeaf0d11d420487c8e5f27af1ac8fbaa', 'dt': Timestamp('2021-03-30 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-03-29 20:00:00+0000', tz='UTC'), 'amount': 511, 'filled': 511, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '4bd5d4187e0048aeb47139c5adfb5084', 'dt': Timestamp('2021-03-30 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-03-29 20:00:00+0000', tz='UTC'), 'amount': 13567, 'filled': 13567, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '57e6be31d1fe45a5a5840061d36ceb76', 'dt': Timestamp('2021-03-30 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-03-29 20:00:00+0000', tz='UTC'), 'amount': -36030, 'filled': -36030, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '5060a19ab58847af8931eaa231306aef', 'dt': Timestamp('2021-03-30 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-03-29 20:00:00+0000', tz='UTC'), 'amount': 145167, 'filled': 145167, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]","[{'amount': 14538, 'dt': Timestamp('2021-03-30 20:00:00+0000', tz='UTC'), 'price': 51.84591, 'order_id': 'db296b37248a44a6ab03c87992a55b22', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 511, 'dt': Timestamp('2021-03-30 20:00:00+0000', tz='UTC'), 'price': 394.927365, 'order_id': 'eeaf0d11d420487c8e5f27af1ac8fbaa', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 13567, 'dt': Timestamp('2021-03-30 20:00:00+0000', tz='UTC'), 'price': 92.46621, 'order_id': '4bd5d4187e0048aeb47139c5adfb5084', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -36030, 'dt': Timestamp('2021-03-30 20:00:00+0000', tz='UTC'), 'price': 129.645145, 'order_id': '57e6be31d1fe45a5a5840061d36ceb76', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 145167, 'dt': Timestamp('2021-03-30 20:00:00+0000', tz='UTC'), 'price': 16.52826, 'order_id': '5060a19ab58847af8931eaa231306aef', 'sid': Equity(0 [DBC]), 'commission': None}]",1.0297852352010695,"[{'sid': Equity(4 [VWO]), 'amount': -3325, 'cost_basis': 52.624492791032324, 'last_sale_price': 51.82}, {'sid': Equity(2 [SPY]), 'amount': 5919, 'cost_basis': 385.34867914250606, 'last_sale_price': 394.73}, {'sid': Equity(3 [VNQ]), 'amount': 31316, 'cost_basis': 91.66099280144336, 'last_sale_price': 92.42}, {'sid': Equity(1 [LQD]), 'amount': 12195, 'cost_basis': 130.7005327837197, 'last_sale_price': 129.71}, {'sid': Equity(0 [DBC]), 'amount': 204609, 'cost_basis': 16.56895244725305, 'last_sale_price': 16.52}]",0.9955478070579782,10090707.440000001,10020284.219999999,10090707.440000001,10020284.219999999,-16912.111530000286,44811.74923500046,10065095.969235,4,1,10192585.719999999,-172301.5,0.0,0.0,0.0065095969234996165,,,0.2914884807619239,0.09237681002507725,0.3967651781301597,-0.03473556017264374,1.553587869829526,0.0,0.0,72,2021-03,"[-0.017032606527209282, 0.23255011439323425, 0.2869335114955902, 0.1565268486738205, 0.34102195501327515]",0.0065095969234996165
2021-03-31 20:00:00+00:00,2021-03-31 13:31:00+00:00,2021-03-31 20:00:00+00:00,10207080.27,0.0013641002571627148,0.0,-173066.25,13729.800000000745,[],[],1.0298964142911133,"[{'sid': Equity(4 [VWO]), 'amount': -3325, 'cost_basis': 52.624492791032324, 'last_sale_price': 52.050000000000004}, {'sid': Equity(2 [SPY]), 'amount': 5919, 'cost_basis': 385.34867914250606, 'last_sale_price': 396.33}, {'sid': Equity(3 [VNQ]), 'amount': 31316, 'cost_basis': 91.66099280144336, 'last_sale_price': 91.86}, {'sid': Equity(1 [LQD]), 'amount': 12195, 'cost_basis': 130.7005327837197, 'last_sale_price': 130.05}, {'sid': Equity(0 [DBC]), 'amount': 204609, 'cost_basis': 16.56895244725305, 'last_sale_price': 16.61}]",0.995553872022296,10020284.219999999,10034014.02,10020284.219999999,10034014.02,44811.74923500046,44811.74923500046,10078825.769235,4,1,10207080.27,-173066.25,0.0,0.0,0.007882576923499807,,,0.34073573989650063,0.09176279808193169,0.46390463402272625,-0.03473556017264374,1.553587869829526,0.0,0.0,73,2021-03,"[-0.017032606527209282, 0.23255011439323425, 0.2869335114955902, 0.1565268486738205, 0.34102195501327515]",0.007882576923499807
2021-04-01 20:00:00+00:00,2021-04-01 13:31:00+00:00,2021-04-01 20:00:00+00:00,10348831.030000001,0.013909160968722967,0.0,-174629.0,140188.01000000164,[],[],1.0297921362415259,"[{'sid': Equity(4 [VWO]), 'amount': -3325, 'cost_basis': 52.624492791032324, 'last_sale_price': 52.52}, {'sid': Equity(2 [SPY]), 'amount': 5919, 'cost_basis': 385.34867914250606, 'last_sale_price': 400.61}, {'sid': Equity(3 [VNQ]), 'amount': 31316, 'cost_basis': 91.66099280144336, 'last_sale_price': 93.53}, {'sid': Equity(1 [LQD]), 'amount': 12195, 'cost_basis': 130.7005327837197, 'last_sale_price': 130.61}, {'sid': Equity(0 [DBC]), 'amount': 204609, 'cost_basis': 16.56895244725305, 'last_sale_price': 16.89}]",0.995614865563049,10034014.02,10174202.030000001,10034014.02,10174202.030000001,44811.74923500046,44811.74923500046,10219013.779235002,4,1,10348831.030000001,-174629.0,0.0,0.0,0.0219013779235,,,0.8266114795348967,0.0946159998765393,1.168328091164681,-0.03473556017264374,1.553587869829526,0.0,0.0,74,2021-04,"[-0.017032606527209282, 0.23255011439323425, 0.2869335114955902, 0.1565268486738205, 0.34102195501327515]",0.0219013779235
2021-04-05 20:00:00+00:00,2021-04-05 13:31:00+00:00,2021-04-05 20:00:00+00:00,10335181.99,-0.001371442519089161,0.0,-174994.75,-14014.790000000969,"[{'id': '92518beebb4b4f09a2ed110a728a984f', 'dt': Timestamp('2021-04-05 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-05 20:00:00+0000', tz='UTC'), 'amount': 5748, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '62b7eb24dd6144f1ac400cc3e11d9734', 'dt': Timestamp('2021-04-05 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-05 20:00:00+0000', tz='UTC'), 'amount': -3650, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'a298d73cb57449df95aeb1b19c880592', 'dt': Timestamp('2021-04-05 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-05 20:00:00+0000', tz='UTC'), 'amount': -24393, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '50f4421358cf4e9fafb8e419529ce0c4', 'dt': Timestamp('2021-04-05 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-05 20:00:00+0000', tz='UTC'), 'amount': 60232, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'e9669af0f31e4a83adc7fcdcf392ce62', 'dt': Timestamp('2021-04-05 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-05 20:00:00+0000', tz='UTC'), 'amount': -259171, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",[],1.0299047311113823,"[{'sid': Equity(4 [VWO]), 'amount': -3325, 'cost_basis': 52.624492791032324, 'last_sale_price': 52.63}, {'sid': Equity(2 [SPY]), 'amount': 5919, 'cost_basis': 385.34867914250606, 'last_sale_price': 406.36}, {'sid': Equity(3 [VNQ]), 'amount': 31316, 'cost_basis': 91.66099280144336, 'last_sale_price': 93.89}, {'sid': Equity(1 [LQD]), 'amount': 12195, 'cost_basis': 130.7005327837197, 'last_sale_price': 129.97}, {'sid': Equity(0 [DBC]), 'amount': 204609, 'cost_basis': 16.56895244725305, 'last_sale_price': 16.64}]",0.995608843344103,10174202.030000001,10160187.24,10174202.030000001,10160187.24,44811.74923500046,44811.74923500046,10204998.989235,4,1,10335181.99,-174994.75,0.0,0.0,0.020499898923499904,,,0.7717070415427214,0.0940250793632137,1.09043454450978,-0.03473556017264374,1.553587869829526,0.0,0.0,75,2021-04,"[0.012499067932367325, 0.09034569561481476, 0.06368646770715714, 0.9224367141723633, -0.0889679566025734]",0.020499898923499904
2021-04-06 20:00:00+00:00,2021-04-06 13:31:00+00:00,2021-04-06 20:00:00+00:00,11536324.49,0.0020224896069829246,-1355497.7456049994,0.0,20639.504394998774,"[{'id': '92518beebb4b4f09a2ed110a728a984f', 'dt': Timestamp('2021-04-06 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-05 20:00:00+0000', tz='UTC'), 'amount': 5748, 'filled': 5748, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '62b7eb24dd6144f1ac400cc3e11d9734', 'dt': Timestamp('2021-04-06 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-05 20:00:00+0000', tz='UTC'), 'amount': -3650, 'filled': -3650, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'a298d73cb57449df95aeb1b19c880592', 'dt': Timestamp('2021-04-06 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-05 20:00:00+0000', tz='UTC'), 'amount': -24393, 'filled': -24393, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '50f4421358cf4e9fafb8e419529ce0c4', 'dt': Timestamp('2021-04-06 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-05 20:00:00+0000', tz='UTC'), 'amount': 60232, 'filled': 60232, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'e9669af0f31e4a83adc7fcdcf392ce62', 'dt': Timestamp('2021-04-06 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-05 20:00:00+0000', tz='UTC'), 'amount': -259171, 'filled': -183130, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]","[{'amount': 5748, 'dt': Timestamp('2021-04-06 20:00:00+0000', tz='UTC'), 'price': 52.90644, 'order_id': '92518beebb4b4f09a2ed110a728a984f', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -3650, 'dt': Timestamp('2021-04-06 20:00:00+0000', tz='UTC'), 'price': 405.91694, 'order_id': '62b7eb24dd6144f1ac400cc3e11d9734', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -24393, 'dt': Timestamp('2021-04-06 20:00:00+0000', tz='UTC'), 'price': 94.08293499999999, 'order_id': 'a298d73cb57449df95aeb1b19c880592', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 60232, 'dt': Timestamp('2021-04-06 20:00:00+0000', tz='UTC'), 'price': 130.90542, 'order_id': '50f4421358cf4e9fafb8e419529ce0c4', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -183130, 'dt': Timestamp('2021-04-06 20:00:00+0000', tz='UTC'), 'price': 16.69165, 'order_id': 'e9669af0f31e4a83adc7fcdcf392ce62', 'sid': Equity(0 [DBC]), 'commission': None}]",1.12817644562601,"[{'sid': Equity(4 [VWO]), 'amount': 2423, 'cost_basis': 52.90644, 'last_sale_price': 52.88}, {'sid': Equity(2 [SPY]), 'amount': 2269, 'cost_basis': 385.34867914250606, 'last_sale_price': 406.12}, {'sid': Equity(3 [VNQ]), 'amount': 6923, 'cost_basis': 91.66099280144336, 'last_sale_price': 94.13}, {'sid': Equity(1 [LQD]), 'amount': 72427, 'cost_basis': 130.870921821109, 'last_sale_price': 130.84}, {'sid': Equity(0 [DBC]), 'amount': 21479, 'cost_basis': 16.56895244725305, 'last_sale_price': 16.7}]",1.12817644562601,10160187.24,11536324.49,10160187.24,11536324.49,44811.74923500046,-1310685.9963700003,10225638.49363,5,0,11536324.49,0.0,0.0,0.0,0.02256384936299982,,,0.8380055786412239,0.09344953440988552,1.18468706258112,-0.03473556017264374,1.553587869829526,0.0,0.0,76,2021-04,"[0.012499067932367325, 0.09034569561481476, 0.06368646770715714, 0.9224367141723633, -0.0889679566025734]",0.02256384936299982
2021-04-07 20:00:00+00:00,2021-04-07 13:31:00+00:00,2021-04-07 20:00:00+00:00,11158479.5,-0.0018295760589086552,1273049.9066250008,-913913.5,-18708.583374999464,"[{'id': 'e9669af0f31e4a83adc7fcdcf392ce62', 'dt': Timestamp('2021-04-07 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-04-05 20:00:00+0000', tz='UTC'), 'amount': -259171, 'filled': -259171, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]","[{'amount': -76041, 'dt': Timestamp('2021-04-07 20:00:00+0000', tz='UTC'), 'price': 16.741625, 'order_id': 'e9669af0f31e4a83adc7fcdcf392ce62', 'sid': Equity(0 [DBC]), 'commission': None}]",1.1827643675568646,"[{'sid': Equity(4 [VWO]), 'amount': 2423, 'cost_basis': 52.90644, 'last_sale_price': 52.11}, {'sid': Equity(2 [SPY]), 'amount': 2269, 'cost_basis': 385.34867914250606, 'last_sale_price': 406.59000000000003}, {'sid': Equity(3 [VNQ]), 'amount': 6923, 'cost_basis': 91.66099280144336, 'last_sale_price': 94.2}, {'sid': Equity(1 [LQD]), 'amount': 72427, 'cost_basis': 130.870921821109, 'last_sale_price': 130.58}, {'sid': Equity(0 [DBC]), 'amount': -54562, 'cost_basis': 16.741625, 'last_sale_price': 16.75}]",1.0036873075524098,11536324.49,10244566.0,11536324.49,10244566.0,-1310685.9963700003,-37636.08974500047,10206929.910255,4,1,11158479.5,-913913.5,0.0,0.0,0.02069299102549982,,,0.7674510676115025,0.09291341392911151,1.084417209542616,-0.03473556017264374,1.553587869829526,0.0,0.0,77,2021-04,"[0.012499067932367325, 0.09034569561481476, 0.06368646770715714, 0.9224367141723633, -0.0889679566025734]",0.02069299102549982
2021-04-08 20:00:00+00:00,2021-04-08 13:31:00+00:00,2021-04-08 20:00:00+00:00,11196509.000000002,0.003244748449455548,0.0,-918824.08,33118.92000000179,[],[],1.1831323542329535,"[{'sid': Equity(4 [VWO]), 'amount': 2423, 'cost_basis': 52.90644, 'last_sale_price': 52.65}, {'sid': Equity(2 [SPY]), 'amount': 2269, 'cost_basis': 385.34867914250606, 'last_sale_price': 408.52}, {'sid': Equity(3 [VNQ]), 'amount': 6923, 'cost_basis': 91.66099280144336, 'last_sale_price': 93.85000000000001}, {'sid': Equity(1 [LQD]), 'amount': 72427, 'cost_basis': 130.870921821109, 'last_sale_price': 131.06}, {'sid': Equity(0 [DBC]), 'amount': -54562, 'cost_basis': 16.741625, 'last_sale_price': 16.84}]",1.0036753818628092,10244566.0,10277684.920000002,10244566.0,10277684.920000002,-37636.08974500047,-37636.08974500047,10240048.830255002,4,1,11196509.000000002,-918824.08,0.0,0.0,0.024004883025499968,,,0.8746921919725731,0.0924614933443735,1.237899480950032,-0.03473556017264374,1.553587869829526,0.0,0.0,78,2021-04,"[0.012499067932367325, 0.09034569561481476, 0.06368646770715714, 0.9224367141723633, -0.0889679566025734]",0.024004883025499968
2021-04-09 20:00:00+00:00,2021-04-09 13:31:00+00:00,2021-04-09 20:00:00+00:00,11181840.76,-0.001112740787557076,0.0,-915550.3600000001,-11394.520000001416,[],[],1.1826962524162585,"[{'sid': Equity(4 [VWO]), 'amount': 2423, 'cost_basis': 52.90644, 'last_sale_price': 52.2}, {'sid': Equity(2 [SPY]), 'amount': 2269, 'cost_basis': 385.34867914250606, 'last_sale_price': 411.49}, {'sid': Equity(3 [VNQ]), 'amount': 6923, 'cost_basis': 91.66099280144336, 'last_sale_price': 93.74}, {'sid': Equity(1 [LQD]), 'amount': 72427, 'cost_basis': 130.870921821109, 'last_sale_price': 130.79}, {'sid': Equity(0 [DBC]), 'amount': -54562, 'cost_basis': 16.741625, 'last_sale_price': 16.78}]",1.003679476166016,10277684.920000002,10266290.4,10277684.920000002,10266290.4,-37636.08974500047,-37636.08974500047,10228654.310255,4,1,11181840.76,-915550.3600000001,0.0,0.0,0.02286543102549987,,,0.8302500765865721,0.09190255757701282,1.1748125540354644,-0.03473556017264374,1.553587869829526,0.0,0.0,79,2021-04,"[0.012499067932367325, 0.09034569561481476, 0.06368646770715714, 0.9224367141723633, -0.0889679566025734]",0.02286543102549987
