,period_open,period_close,net_leverage,returns,orders,starting_cash,longs_count,long_value,ending_exposure,short_value,gross_leverage,pnl,shorts_count,positions,transactions,long_exposure,capital_used,ending_value,starting_exposure,ending_cash,short_exposure,portfolio_value,starting_value,max_drawdown,sortino,algorithm_period_return,alpha,beta,excess_return,algo_volatility,benchmark_period_return,benchmark_volatility,trading_days,period_label,max_leverage,treasury_period_return,sharpe,weights
2021-03-10 21:00:00+00:00,2021-03-10 14:31:00+00:00,2021-03-10 21:00:00+00:00,1.7978127580614554,0.014892282662946368,"[{'id': '8884b272b5104e329bc53376f53d605b', 'dt': Timestamp('2021-03-10 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-03-08 21:00:00+0000', tz='UTC'), 'amount': -834605, 'filled': -355270, 'commission': 1776.35, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",-10821479.915084999,3,21723626.560000002,18919785.19,-2803841.37,2.3306710052291666,152124.00400000252,2,"[{'sid': Equity(4 [VWO]), 'amount': -40527, 'cost_basis': 53.8898721487455, 'last_sale_price': 52.25}, {'sid': Equity(2 [SPY]), 'amount': 28453, 'cost_basis': 387.36879868572737, 'last_sale_price': 389.58}, {'sid': Equity(3 [VNQ]), 'amount': 5358, 'cost_basis': 88.23918085293019, 'last_sale_price': 89.07000000000001}, {'sid': Equity(1 [LQD]), 'amount': -5274, 'cost_basis': 132.06864574323865, 'last_sale_price': 130.13}, {'sid': Equity(0 [DBC]), 'amount': 589424, 'cost_basis': 16.765767672200052, 'last_sale_price': 17.240000000000002}]","[{'amount': -140800, 'dt': Timestamp('2021-03-10 21:00:00+0000', tz='UTC'), 'price': 17.23138, 'order_id': '8884b272b5104e329bc53376f53d605b', 'sid': Equity(0 [DBC]), 'commission': None}]",21723626.560000002,2425474.3040000014,18919785.19,21193135.49,-8396005.611085,-2803841.37,10523779.578915002,21193135.49,-0.05238795171748007,2.6608360951197882,0.052377957891500015,,,0.0,0.15252262045219248,0.0,0.0,58,2021-03,2.5841273475010906,0.0,1.5294385831581159,"[-0.1984429955482483, 1.0381224155426025, 0.044867612421512604, -0.06479445844888687, 0.18024756014347076]"
2021-03-11 21:00:00+00:00,2021-03-11 14:31:00+00:00,2021-03-11 21:00:00+00:00,1.1977170937831298,0.019441303038613213,"[{'id': '8884b272b5104e329bc53376f53d605b', 'dt': Timestamp('2021-03-11 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-03-08 21:00:00+0000', tz='UTC'), 'amount': -834605, 'filled': -714140, 'commission': 3570.7000000000003, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",-8396005.611085,3,15714613.470000003,12846722.790000003,-2867890.68,1.7324716372860216,202228.13750000112,2,"[{'sid': Equity(4 [VWO]), 'amount': -40527, 'cost_basis': 53.8898721487455, 'last_sale_price': 53.82}, {'sid': Equity(2 [SPY]), 'amount': 28453, 'cost_basis': 387.36879868572737, 'last_sale_price': 393.53000000000003}, {'sid': Equity(3 [VNQ]), 'amount': 5358, 'cost_basis': 88.23918085293019, 'last_sale_price': 90.11}, {'sid': Equity(1 [LQD]), 'amount': -5274, 'cost_basis': 132.06864574323865, 'last_sale_price': 130.21}, {'sid': Equity(0 [DBC]), 'amount': 230554, 'cost_basis': 16.77355044760191, 'last_sale_price': 17.5}]","[{'amount': -358870, 'dt': Timestamp('2021-03-11 21:00:00+0000', tz='UTC'), 'price': 17.49125, 'order_id': '8884b272b5104e329bc53376f53d605b', 'sid': Equity(0 [DBC]), 'commission': None}]",15714613.470000003,6275290.5375,12846722.790000003,18919785.19,-2120715.0735849994,-2867890.68,10726007.716415003,18919785.19,-0.05238795171748007,3.5824298481381875,0.07260077164150003,,,0.0,0.15585561100341705,0.0,0.0,59,2021-03,2.5841273475010906,0.0,1.9979813060150493,"[-0.1984429955482483, 1.0381224155426025, 0.044867612421512604, -0.06479445844888687, 0.18024756014347076]"
2021-03-12 21:00:00+00:00,2021-03-12 14:31:00+00:00,2021-03-12 21:00:00+00:00,1.002214872786539,0.00483868536722806,"[{'id': '8884b272b5104e329bc53376f53d605b', 'dt': Timestamp('2021-03-12 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-03-08 21:00:00+0000', tz='UTC'), 'amount': -834605, 'filled': -834605, 'commission': 4173.025000000001, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",-2120715.0735849994,3,13620839.520000001,10799360.490000002,-2821479.0300000003,1.5258992612722755,49486.42485000007,2,"[{'sid': Equity(4 [VWO]), 'amount': -40527, 'cost_basis': 53.8898721487455, 'last_sale_price': 52.870000000000005}, {'sid': Equity(2 [SPY]), 'amount': 28453, 'cost_basis': 387.36879868572737, 'last_sale_price': 394.06}, {'sid': Equity(3 [VNQ]), 'amount': 5358, 'cost_basis': 88.23918085293019, 'last_sale_price': 91.62}, {'sid': Equity(1 [LQD]), 'amount': -5274, 'cost_basis': 132.06864574323865, 'last_sale_price': 128.71}, {'sid': Equity(0 [DBC]), 'amount': 110089, 'cost_basis': 16.779021702677348, 'last_sale_price': 17.42}]","[{'amount': -120465, 'dt': Timestamp('2021-03-12 21:00:00+0000', tz='UTC'), 'price': 17.41129, 'order_id': '8884b272b5104e329bc53376f53d605b', 'sid': Equity(0 [DBC]), 'commission': None}]",13620839.520000001,2096848.7248500008,10799360.490000002,12846722.790000003,-23866.348734999356,-2821479.0300000003,10775494.141265003,12846722.790000003,-0.05238795171748007,3.777258287325516,0.07754941412649985,,,0.0,0.15468414713730774,0.0,0.0,60,2021-03,2.5841273475010906,0.0,2.1048319333505403,"[-0.1984429955482483, 1.0381224155426025, 0.044867612421512604, -0.06479445844888687, 0.18024756014347076]"
2021-03-15 20:00:00+00:00,2021-03-15 13:31:00+00:00,2021-03-15 20:00:00+00:00,1.002201299645828,0.006390966880865126,"[{'id': 'ff0a1b28bf1840dda73480a03aa1e3a8', 'dt': Timestamp('2021-03-15 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-03-15 20:00:00+0000', tz='UTC'), 'amount': 45002, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '4fd25e62ea6e42b59816a876af0e19a1', 'dt': Timestamp('2021-03-15 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-03-15 20:00:00+0000', tz='UTC'), 'amount': -24735, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '52a12f3e7b8145958c1228f661506e71', 'dt': Timestamp('2021-03-15 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-03-15 20:00:00+0000', tz='UTC'), 'amount': -13790, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'c26a11443530495f85f60903de67f624', 'dt': Timestamp('2021-03-15 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-03-15 20:00:00+0000', tz='UTC'), 'amount': 67857, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'b0fd5493b24347c9bbd0b7215f7612d0', 'dt': Timestamp('2021-03-15 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-03-15 20:00:00+0000', tz='UTC'), 'amount': -4490, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",-23866.348734999356,3,13688385.61,10865801.829999998,-2822583.7800000003,1.5228802475841297,66441.33999999613,2,"[{'sid': Equity(4 [VWO]), 'amount': -40527, 'cost_basis': 53.8898721487455, 'last_sale_price': 52.84}, {'sid': Equity(2 [SPY]), 'amount': 28453, 'cost_basis': 387.36879868572737, 'last_sale_price': 396.41}, {'sid': Equity(3 [VNQ]), 'amount': 5358, 'cost_basis': 88.23918085293019, 'last_sale_price': 92.98}, {'sid': Equity(1 [LQD]), 'amount': -5274, 'cost_basis': 132.06864574323865, 'last_sale_price': 129.15}, {'sid': Equity(0 [DBC]), 'amount': 110089, 'cost_basis': 16.779021702677348, 'last_sale_price': 17.36}]",[],13688385.61,0.0,10865801.829999998,10799360.490000002,-23866.348734999356,-2822583.7800000003,10841935.481265,10799360.490000002,-0.05238795171748007,4.044140651398144,0.08419354812649948,,,0.0,0.15370926005450553,0.0,0.0,61,2021-03,2.5841273475010906,0.0,2.249176181565524,"[0.021812014281749725, 0.13591298460960388, -0.0723128691315651, 0.7455043792724609, 0.1690833866596222]"
2021-03-16 20:00:00+00:00,2021-03-16 13:31:00+00:00,2021-03-16 20:00:00+00:00,1.0031723963228463,-0.003901693092050826,"[{'id': 'ff0a1b28bf1840dda73480a03aa1e3a8', 'dt': Timestamp('2021-03-16 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-03-15 20:00:00+0000', tz='UTC'), 'amount': 45002, 'filled': 45002, 'commission': 225.01, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '4fd25e62ea6e42b59816a876af0e19a1', 'dt': Timestamp('2021-03-16 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-03-15 20:00:00+0000', tz='UTC'), 'amount': -24735, 'filled': -24735, 'commission': 123.675, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '52a12f3e7b8145958c1228f661506e71', 'dt': Timestamp('2021-03-16 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-03-15 20:00:00+0000', tz='UTC'), 'amount': -13790, 'filled': -13790, 'commission': 68.95, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'c26a11443530495f85f60903de67f624', 'dt': Timestamp('2021-03-16 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-03-15 20:00:00+0000', tz='UTC'), 'amount': 67857, 'filled': 67857, 'commission': 339.285, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'b0fd5493b24347c9bbd0b7215f7612d0', 'dt': Timestamp('2021-03-16 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-03-15 20:00:00+0000', tz='UTC'), 'amount': -4490, 'filled': -4490, 'commission': 22.45, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",-23866.348734999356,4,11612250.32,10831447.120000001,-780803.2000000001,1.147803156833921,-44741.34025499597,1,"[{'sid': Equity(4 [VWO]), 'amount': 4475, 'cost_basis': 53.14681656424582, 'last_sale_price': 53.07}, {'sid': Equity(2 [SPY]), 'amount': 3718, 'cost_basis': 387.40206253726046, 'last_sale_price': 395.91}, {'sid': Equity(3 [VNQ]), 'amount': -8432, 'cost_basis': 92.54552281783683, 'last_sale_price': 92.60000000000001}, {'sid': Equity(1 [LQD]), 'amount': 62583, 'cost_basis': 129.12995136043335, 'last_sale_price': 129.06}, {'sid': Equity(0 [DBC]), 'amount': 105599, 'cost_basis': 16.779234299387543, 'last_sale_price': 17.29}]","[{'amount': 45002, 'dt': Timestamp('2021-03-16 20:00:00+0000', tz='UTC'), 'price': 53.096535, 'order_id': 'ff0a1b28bf1840dda73480a03aa1e3a8', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -24735, 'dt': Timestamp('2021-03-16 20:00:00+0000', tz='UTC'), 'price': 395.71204500000005, 'order_id': '4fd25e62ea6e42b59816a876af0e19a1', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -13790, 'dt': Timestamp('2021-03-16 20:00:00+0000', tz='UTC'), 'price': 92.5537, 'order_id': '52a12f3e7b8145958c1228f661506e71', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 67857, 'dt': Timestamp('2021-03-16 20:00:00+0000', tz='UTC'), 'price': 129.12453, 'order_id': 'c26a11443530495f85f60903de67f624', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -4490, 'dt': Timestamp('2021-03-16 20:00:00+0000', tz='UTC'), 'price': 17.281354999999998, 'order_id': 'b0fd5493b24347c9bbd0b7215f7612d0', 'sid': Equity(0 [DBC]), 'commission': None}]",11612250.32,-10386.630254998803,10831447.120000001,10865801.829999998,-34252.97898999784,-780803.2000000001,10797194.141010003,10865801.829999998,-0.05238795171748007,3.795360876824313,0.07971941410099981,,,0.0,0.1528466720102413,0.0,0.0,62,2021-03,2.5841273475010906,0.0,2.1156501183832566,"[0.021812014281749725, 0.13591298460960388, -0.0723128691315651, 0.7455043792724609, 0.1690833866596222]"
2021-03-17 20:00:00+00:00,2021-03-17 13:31:00+00:00,2021-03-17 20:00:00+00:00,1.0031688645566377,0.0013395210360063995,[],-34252.97898999784,4,11624958.580000002,10843480.820000002,-781477.76,1.147763422372338,12033.700000001118,1,"[{'sid': Equity(4 [VWO]), 'amount': 4475, 'cost_basis': 53.14681656424582, 'last_sale_price': 53.11}, {'sid': Equity(2 [SPY]), 'amount': 3718, 'cost_basis': 387.40206253726046, 'last_sale_price': 397.26}, {'sid': Equity(3 [VNQ]), 'amount': -8432, 'cost_basis': 92.54552281783683, 'last_sale_price': 92.68}, {'sid': Equity(1 [LQD]), 'amount': 62583, 'cost_basis': 129.12995136043335, 'last_sale_price': 129.18}, {'sid': Equity(0 [DBC]), 'amount': 105599, 'cost_basis': 16.779234299387543, 'last_sale_price': 17.29}]",[],11624958.580000002,0.0,10843480.820000002,10831447.120000001,-34252.97898999784,-781477.76,10809227.841010004,10831447.120000001,-0.05238795171748007,3.817862824245311,0.08092278410099984,,,0.0,0.15160940217278615,0.0,0.0,63,2021-03,2.5841273475010906,0.0,2.128464995203599,"[0.021812014281749725, 0.13591298460960388, -0.0723128691315651, 0.7455043792724609, 0.1690833866596222]"
2021-03-18 20:00:00+00:00,2021-03-18 13:31:00+00:00,2021-03-18 20:00:00+00:00,1.0032134988321446,-0.013664619333435688,[],-34252.97898999784,4,11466896.44,10693344.76,-773551.6799999999,1.1483575122044924,-150136.06000000238,1,"[{'sid': Equity(4 [VWO]), 'amount': 4475, 'cost_basis': 53.14681656424582, 'last_sale_price': 52.29}, {'sid': Equity(2 [SPY]), 'amount': 3718, 'cost_basis': 387.40206253726046, 'last_sale_price': 391.48}, {'sid': Equity(3 [VNQ]), 'amount': -8432, 'cost_basis': 92.54552281783683, 'last_sale_price': 91.74}, {'sid': Equity(1 [LQD]), 'amount': 62583, 'cost_basis': 129.12995136043335, 'last_sale_price': 128.44}, {'sid': Equity(0 [DBC]), 'amount': 105599, 'cost_basis': 16.779234299387543, 'last_sale_price': 16.47}]",[],11466896.44,0.0,10693344.76,10843480.820000002,-34252.97898999784,-773551.6799999999,10659091.781010002,10843480.820000002,-0.05238795171748007,2.978985044953062,0.0659091781009995,,,0.0,0.15338420468718866,0.0,0.0,64,2021-03,2.5841273475010906,0.0,1.7144060937138659,"[0.021812014281749725, 0.13591298460960388, -0.0723128691315651, 0.7455043792724609, 0.1690833866596222]"
2021-03-19 20:00:00+00:00,2021-03-19 13:31:00+00:00,2021-03-19 20:00:00+00:00,1.0031969018955054,0.005416568956990134,[],-34252.97898999784,4,11511693.85,10748682.17,-763011.6799999999,1.1456238415667683,55337.41000000015,1,"[{'sid': Equity(4 [VWO]), 'amount': 4475, 'cost_basis': 53.14681656424582, 'last_sale_price': 52.81}, {'sid': Equity(2 [SPY]), 'amount': 3718, 'cost_basis': 387.40206253726046, 'last_sale_price': 389.48}, {'sid': Equity(3 [VNQ]), 'amount': -8432, 'cost_basis': 92.54552281783683, 'last_sale_price': 90.49}, {'sid': Equity(1 [LQD]), 'amount': 62583, 'cost_basis': 129.12995136043335, 'last_sale_price': 128.63}, {'sid': Equity(0 [DBC]), 'amount': 105599, 'cost_basis': 16.779234299387543, 'last_sale_price': 16.830000000000002}]",[],11511693.85,0.0,10748682.17,10693344.76,-34252.97898999784,-763011.6799999999,10714429.191010002,10693344.76,-0.05238795171748007,3.185768499947066,0.07144291910099954,,,0.0,0.1524001883775543,0.0,0.0,65,2021-03,2.5841273475010906,0.0,1.830998700778695,"[0.021812014281749725, 0.13591298460960388, -0.0723128691315651, 0.7455043792724609, 0.1690833866596222]"
2021-03-22 20:00:00+00:00,2021-03-22 13:31:00+00:00,2021-03-22 20:00:00+00:00,1.003187684575247,0.0031165408789107477,"[{'id': '058ccf0886f749289b5767705096b9ea', 'dt': Timestamp('2021-03-22 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-03-22 20:00:00+0000', tz='UTC'), 'amount': -3633, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '6043121148b34abdaf3a8d0883c86830', 'dt': Timestamp('2021-03-22 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-03-22 20:00:00+0000', tz='UTC'), 'amount': 4872, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '0dc661e8da2e4b4cbc7e2d8060539541', 'dt': Timestamp('2021-03-22 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-03-22 20:00:00+0000', tz='UTC'), 'amount': 14106, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '67f9a159c7d7430e990fe1e07a9bbc4b', 'dt': Timestamp('2021-03-22 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-03-22 20:00:00+0000', tz='UTC'), 'amount': -14542, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '5836672505bc42438b8a433a0c18cf53', 'dt': Timestamp('2021-03-22 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-03-22 20:00:00+0000', tz='UTC'), 'amount': -69298, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",-34252.97898999784,4,11548071.54,10779663.379999999,-768408.1599999999,1.1462084034354172,30981.20999999903,1,"[{'sid': Equity(4 [VWO]), 'amount': 4475, 'cost_basis': 53.14681656424582, 'last_sale_price': 52.63}, {'sid': Equity(2 [SPY]), 'amount': 3718, 'cost_basis': 387.40206253726046, 'last_sale_price': 392.59000000000003}, {'sid': Equity(3 [VNQ]), 'amount': -8432, 'cost_basis': 92.54552281783683, 'last_sale_price': 91.13}, {'sid': Equity(1 [LQD]), 'amount': 62583, 'cost_basis': 129.12995136043335, 'last_sale_price': 129.09}, {'sid': Equity(0 [DBC]), 'amount': 105599, 'cost_basis': 16.779234299387543, 'last_sale_price': 16.8}]",[],11548071.54,0.0,10779663.379999999,10748682.17,-34252.97898999784,-768408.1599999999,10745410.401010001,10748682.17,-0.05238795171748007,3.288552938503135,0.0745410401009996,,,0.0,0.15126351881117153,0.0,0.0,66,2021-03,2.5841273475010906,0.0,1.8897949108561471,"[0.004122205078601837, 0.31386104226112366, 0.04812416806817055, 0.5771377682685852, 0.056754641234874725]"
2021-03-23 20:00:00+00:00,2021-03-23 13:31:00+00:00,2021-03-23 20:00:00+00:00,1.001569637352056,-0.0038525627090874345,"[{'id': '058ccf0886f749289b5767705096b9ea', 'dt': Timestamp('2021-03-23 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-03-22 20:00:00+0000', tz='UTC'), 'amount': -3633, 'filled': -3633, 'commission': 18.165, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '6043121148b34abdaf3a8d0883c86830', 'dt': Timestamp('2021-03-23 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-03-22 20:00:00+0000', tz='UTC'), 'amount': 4872, 'filled': 4872, 'commission': 24.36, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '0dc661e8da2e4b4cbc7e2d8060539541', 'dt': Timestamp('2021-03-23 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-03-22 20:00:00+0000', tz='UTC'), 'amount': 14106, 'filled': 14106, 'commission': 70.53, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '67f9a159c7d7430e990fe1e07a9bbc4b', 'dt': Timestamp('2021-03-23 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-03-22 20:00:00+0000', tz='UTC'), 'amount': -14542, 'filled': -14542, 'commission': 72.71000000000001, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '5836672505bc42438b8a433a0c18cf53', 'dt': Timestamp('2021-03-23 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-03-22 20:00:00+0000', tz='UTC'), 'amount': -69298, 'filled': -69298, 'commission': 346.49, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",-34252.97898999784,5,10718392.94,10718392.94,0.0,1.001569637352056,-43815.084744999185,0,"[{'sid': Equity(4 [VWO]), 'amount': 842, 'cost_basis': 53.16839019845009, 'last_sale_price': 51.77}, {'sid': Equity(2 [SPY]), 'amount': 8590, 'cost_basis': 388.7052445300971, 'last_sale_price': 389.5}, {'sid': Equity(3 [VNQ]), 'amount': 5674, 'cost_basis': 91.05793038420867, 'last_sale_price': 91.0}, {'sid': Equity(1 [LQD]), 'amount': 48041, 'cost_basis': 129.13146485931972, 'last_sale_price': 129.47}, {'sid': Equity(0 [DBC]), 'amount': 36301, 'cost_basis': 16.788779215505556, 'last_sale_price': 16.330000000000002}]","[{'amount': -3633, 'dt': Timestamp('2021-03-23 20:00:00+0000', tz='UTC'), 'price': 51.744115, 'order_id': '058ccf0886f749289b5767705096b9ea', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 4872, 'dt': Timestamp('2021-03-23 20:00:00+0000', tz='UTC'), 'price': 389.69475, 'order_id': '6043121148b34abdaf3a8d0883c86830', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 14106, 'dt': Timestamp('2021-03-23 20:00:00+0000', tz='UTC'), 'price': 91.0455, 'order_id': '0dc661e8da2e4b4cbc7e2d8060539541', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -14542, 'dt': Timestamp('2021-03-23 20:00:00+0000', tz='UTC'), 'price': 129.40526499999999, 'order_id': '67f9a159c7d7430e990fe1e07a9bbc4b', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -69298, 'dt': Timestamp('2021-03-23 20:00:00+0000', tz='UTC'), 'price': 16.321835, 'order_id': '5836672505bc42438b8a433a0c18cf53', 'sid': Equity(0 [DBC]), 'commission': None}]",10718392.94,17455.355255000293,10718392.94,10779663.379999999,-16797.6237349984,0.0,10701595.316265002,10779663.379999999,-0.05238795171748007,3.0732701895644667,0.0701595316264998,,,0.0,0.15045313192978024,0.0,0.0,67,2021-03,2.5841273475010906,0.0,1.769680679345181,"[0.004122205078601837, 0.31386104226112366, 0.04812416806817055, 0.5771377682685852, 0.056754641234874725]"
2021-03-24 20:00:00+00:00,2021-03-24 13:31:00+00:00,2021-03-24 20:00:00+00:00,1.001567670781035,0.0014794540886905153,[],-16797.6237349984,5,10731817.6,10731817.6,0.0,1.001567670781035,13424.660000000149,0,"[{'sid': Equity(4 [VWO]), 'amount': 842, 'cost_basis': 53.16839019845009, 'last_sale_price': 50.56}, {'sid': Equity(2 [SPY]), 'amount': 8590, 'cost_basis': 388.7052445300971, 'last_sale_price': 387.52}, {'sid': Equity(3 [VNQ]), 'amount': 5674, 'cost_basis': 91.05793038420867, 'last_sale_price': 90.49}, {'sid': Equity(1 [LQD]), 'amount': 48041, 'cost_basis': 129.13146485931972, 'last_sale_price': 129.86}, {'sid': Equity(0 [DBC]), 'amount': 36301, 'cost_basis': 16.788779215505556, 'last_sale_price': 16.76}]",[],10731817.6,0.0,10731817.6,10718392.94,-16797.6237349984,0.0,10715019.976265002,10718392.94,-0.05238795171748007,3.1046479247311054,0.07150199762649989,,,0.0,0.14932661224079327,0.0,0.0,68,2021-03,2.5841273475010906,0.0,1.7879422560782288,"[0.004122205078601837, 0.31386104226112366, 0.04812416806817055, 0.5771377682685852, 0.056754641234874725]"
2021-03-25 20:00:00+00:00,2021-03-25 13:31:00+00:00,2021-03-25 20:00:00+00:00,1.0015676699192937,0.00022554969566209983,[],-16797.6237349984,5,10731823.49,10731823.49,0.0,1.0015676699192937,5.8900000005960464,0,"[{'sid': Equity(4 [VWO]), 'amount': 842, 'cost_basis': 53.16839019845009, 'last_sale_price': 50.64}, {'sid': Equity(2 [SPY]), 'amount': 8590, 'cost_basis': 388.7052445300971, 'last_sale_price': 389.7}, {'sid': Equity(3 [VNQ]), 'amount': 5674, 'cost_basis': 91.05793038420867, 'last_sale_price': 90.88}, {'sid': Equity(1 [LQD]), 'amount': 48041, 'cost_basis': 129.13146485931972, 'last_sale_price': 129.71}, {'sid': Equity(0 [DBC]), 'amount': 36301, 'cost_basis': 16.788779215505556, 'last_sale_price': 16.38}]",[],10731823.49,0.0,10731823.49,10731817.6,-16797.6237349984,0.0,10715025.866265003,10731817.6,-0.05238795171748007,3.082091883541558,0.0715025866265,,,0.0,0.14823836947890687,0.0,0.0,69,2021-03,2.5841273475010906,0.0,1.7749789508794522,"[0.004122205078601837, 0.31386104226112366, 0.04812416806817055, 0.5771377682685852, 0.056754641234874725]"
