,period_open,period_close,net_leverage,returns,orders,starting_cash,longs_count,long_value,ending_exposure,short_value,gross_leverage,pnl,shorts_count,positions,transactions,long_exposure,capital_used,ending_value,starting_exposure,ending_cash,short_exposure,portfolio_value,starting_value,max_drawdown,sortino,algorithm_period_return,alpha,beta,excess_return,algo_volatility,benchmark_period_return,benchmark_volatility,trading_days,period_label,max_leverage,treasury_period_return,sharpe,weights
2022-06-24 20:00:00+00:00,2022-06-24 13:31:00+00:00,2022-06-24 20:00:00+00:00,1.0008419066003167,0.011420456121204427,[],-8522.004504991157,3,14101749.95,10130790.32,-3970959.63,1.7854406756175965,112068.75,2,"[{'sid': Equity(4 [VWO]), 'amount': -55617, 'cost_basis': 41.76687469119155, 'last_sale_price': 42.19}, {'sid': Equity(2 [SPY]), 'amount': 13307, 'cost_basis': 378.9687205249117, 'last_sale_price': 390.08}, {'sid': Equity(3 [VNQ]), 'amount': -17445, 'cost_basis': 88.8632211235311, 'last_sale_price': 93.12}, {'sid': Equity(1 [LQD]), 'amount': 53951, 'cost_basis': 110.33413862669642, 'last_sale_price': 110.09}, {'sid': Equity(0 [DBC]), 'amount': 107274, 'cost_basis': 28.88872586836558, 'last_sale_price': 27.7}]",[],14101749.95,0.0,10130790.32,10018721.57,-8522.004504991157,-3970959.63,10122268.315495009,10018721.57,-0.1772807580073639,0.1833583333501284,0.012226831549500439,,,0.0,0.1456117106278358,0.0,0.0,385,2022-06,3.5386823597043575,0.0,0.1271301184370921,"[-0.23188696801662445, 0.4978444576263428, -0.154727041721344, 0.5829618573188782, 0.3058076500892639]"
2022-06-27 20:00:00+00:00,2022-06-27 13:31:00+00:00,2022-06-27 20:00:00+00:00,1.0008486118639437,-0.007676449310286135,"[{'id': '5a3cb576919b49e3bf5125c129ebdba4', 'dt': Timestamp('2022-06-27 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-06-27 20:00:00+0000', tz='UTC'), 'amount': -1323, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '9c49f39890d14b899344b59103578dab', 'dt': Timestamp('2022-06-27 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-06-27 20:00:00+0000', tz='UTC'), 'amount': 2633, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'c76f28aaec68438e920c7c90ab265b5e', 'dt': Timestamp('2022-06-27 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-06-27 20:00:00+0000', tz='UTC'), 'amount': 17275, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'b127e8693a9a4663b85e27a2f1d14536', 'dt': Timestamp('2022-06-27 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-06-27 20:00:00+0000', tz='UTC'), 'amount': -47899, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '571c426bd3534de88bb7e07174e549a9', 'dt': Timestamp('2022-06-27 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-06-27 20:00:00+0000', tz='UTC'), 'amount': 95601, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",-8522.004504991157,3,14020995.57,10050809.73,-3970185.84,1.7915421168748848,-79980.58999999985,2,"[{'sid': Equity(4 [VWO]), 'amount': -55617, 'cost_basis': 41.76687469119155, 'last_sale_price': 42.22}, {'sid': Equity(2 [SPY]), 'amount': 13307, 'cost_basis': 378.9687205249117, 'last_sale_price': 388.59000000000003}, {'sid': Equity(3 [VNQ]), 'amount': -17445, 'cost_basis': 88.8632211235311, 'last_sale_price': 92.98}, {'sid': Equity(1 [LQD]), 'amount': 53951, 'cost_basis': 110.33413862669642, 'last_sale_price': 109.08}, {'sid': Equity(0 [DBC]), 'amount': 107274, 'cost_basis': 28.88872586836558, 'last_sale_price': 27.64}]",[],14020995.57,0.0,10050809.73,10130790.32,-8522.004504991157,-3970185.84,10042287.725495009,10130790.32,-0.1772807580073639,0.13169591227654417,0.004228772549500492,,,0.0,0.14556517041099865,0.0,0.0,386,2022-06,3.5386823597043575,0.0,0.0914038519247566,"[-0.23939107358455658, 0.6168426275253296, -0.0015715435147285461, 0.0657324492931366, 0.5583875179290771]"
2022-06-28 20:00:00+00:00,2022-06-28 13:31:00+00:00,2022-06-28 20:00:00+00:00,0.9998664102852449,-0.00402548878669676,"[{'id': '5a3cb576919b49e3bf5125c129ebdba4', 'dt': Timestamp('2022-06-28 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-06-27 20:00:00+0000', tz='UTC'), 'amount': -1323, 'filled': -1323, 'commission': 6.615, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '9c49f39890d14b899344b59103578dab', 'dt': Timestamp('2022-06-28 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-06-27 20:00:00+0000', tz='UTC'), 'amount': 2633, 'filled': 2633, 'commission': 13.165000000000001, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'c76f28aaec68438e920c7c90ab265b5e', 'dt': Timestamp('2022-06-28 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-06-27 20:00:00+0000', tz='UTC'), 'amount': 17275, 'filled': 17275, 'commission': 86.375, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'b127e8693a9a4663b85e27a2f1d14536', 'dt': Timestamp('2022-06-28 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-06-27 20:00:00+0000', tz='UTC'), 'amount': -47899, 'filled': -47899, 'commission': 239.495, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '571c426bd3534de88bb7e07174e549a9', 'dt': Timestamp('2022-06-28 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-06-27 20:00:00+0000', tz='UTC'), 'amount': 95601, 'filled': 95601, 'commission': 478.005, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",-8522.004504991157,3,12401945.350000001,9998267.250000002,-2403678.1,1.4806211117217878,-42684.63136999868,2,"[{'sid': Equity(4 [VWO]), 'amount': -56940, 'cost_basis': 41.770293842465755, 'last_sale_price': 41.94}, {'sid': Equity(2 [SPY]), 'amount': 15940, 'cost_basis': 379.27870167816815, 'last_sale_price': 380.65000000000003}, {'sid': Equity(3 [VNQ]), 'amount': -170, 'cost_basis': 88.355132888237, 'last_sale_price': 91.85000000000001}, {'sid': Equity(1 [LQD]), 'amount': 6052, 'cost_basis': 110.37371149516966, 'last_sale_price': 109.05}, {'sid': Equity(0 [DBC]), 'amount': 202875, 'cost_basis': 28.464740030994694, 'last_sale_price': 27.97}]","[{'amount': -1323, 'dt': Timestamp('2022-06-28 20:00:00+0000', tz='UTC'), 'price': 41.91903, 'order_id': '5a3cb576919b49e3bf5125c129ebdba4', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 2633, 'dt': Timestamp('2022-06-28 20:00:00+0000', tz='UTC'), 'price': 380.840325, 'order_id': '9c49f39890d14b899344b59103578dab', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 17275, 'dt': Timestamp('2022-06-28 20:00:00+0000', tz='UTC'), 'price': 91.895925, 'order_id': 'c76f28aaec68438e920c7c90ab265b5e', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -47899, 'dt': Timestamp('2022-06-28 20:00:00+0000', tz='UTC'), 'price': 108.995475, 'order_id': 'b127e8693a9a4663b85e27a2f1d14536', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 95601, 'dt': Timestamp('2022-06-28 20:00:00+0000', tz='UTC'), 'price': 27.983985, 'order_id': '571c426bd3534de88bb7e07174e549a9', 'sid': Equity(0 [DBC]), 'commission': None}]",12401945.350000001,9857.848630001768,9998267.250000002,10050809.73,1335.8441250084716,-2403678.1,9999603.09412501,10050809.73,-0.1772807580073639,0.10403462621848363,-3.9690587499419117e-05,,,0.0,0.14541795935579002,0.0,0.0,387,2022-06,3.5386823597043575,0.0,0.07222681972426898,"[-0.23939107358455658, 0.6168426275253296, -0.0015715435147285461, 0.0657324492931366, 0.5583875179290771]"
2022-06-29 20:00:00+00:00,2022-06-29 13:31:00+00:00,2022-06-29 20:00:00+00:00,0.9998651694266321,-0.008978095276258622,[],1335.8441250084716,3,12303557.75,9906239.95,-2397317.8,1.4838014722751174,-92027.30000000261,2,"[{'sid': Equity(4 [VWO]), 'amount': -56940, 'cost_basis': 41.770293842465755, 'last_sale_price': 41.83}, {'sid': Equity(2 [SPY]), 'amount': 15940, 'cost_basis': 379.27870167816815, 'last_sale_price': 380.34000000000003}, {'sid': Equity(3 [VNQ]), 'amount': -170, 'cost_basis': 88.355132888237, 'last_sale_price': 91.28}, {'sid': Equity(1 [LQD]), 'amount': 6052, 'cost_basis': 110.37371149516966, 'last_sale_price': 109.7}, {'sid': Equity(0 [DBC]), 'amount': 202875, 'cost_basis': 28.464740030994694, 'last_sale_price': 27.490000000000002}]",[],12303557.75,0.0,9906239.95,9998267.250000002,1335.8441250084716,-2397317.8,9907575.794125007,9998267.250000002,-0.1790435500270759,0.04449802300808863,-0.009242420587499689,,,0.0,0.14542094015060109,0.0,0.0,388,2022-06,3.5386823597043575,0.0,0.030935977163807644,"[-0.23939107358455658, 0.6168426275253296, -0.0015715435147285461, 0.0657324492931366, 0.5583875179290771]"
2022-06-30 20:00:00+00:00,2022-06-30 13:31:00+00:00,2022-06-30 20:00:00+00:00,0.9998622578788185,-0.02091267225724217,[],1335.8441250084716,3,12083856.56,9696816.86,-2387039.7,1.492129140619219,-209423.08999999985,2,"[{'sid': Equity(4 [VWO]), 'amount': -56940, 'cost_basis': 41.770293842465755, 'last_sale_price': 41.65}, {'sid': Equity(2 [SPY]), 'amount': 15940, 'cost_basis': 379.27870167816815, 'last_sale_price': 377.25}, {'sid': Equity(3 [VNQ]), 'amount': -170, 'cost_basis': 88.355132888237, 'last_sale_price': 91.11}, {'sid': Equity(1 [LQD]), 'amount': 6052, 'cost_basis': 110.37371149516966, 'last_sale_price': 110.03}, {'sid': Equity(0 [DBC]), 'amount': 202875, 'cost_basis': 28.464740030994694, 'last_sale_price': 26.64}]",[],12083856.56,0.0,9696816.86,9906239.95,1335.8441250084716,-2387039.7,9698152.704125008,9906239.95,-0.19639665840407255,-0.08990970678244072,-0.030184729587499737,,,0.0,0.14622817854492276,0.0,0.0,389,2022-06,3.5386823597043575,0.0,-0.06295725858652142,"[-0.23939107358455658, 0.6168426275253296, -0.0015715435147285461, 0.0657324492931366, 0.5583875179290771]"
2022-07-01 20:00:00+00:00,2022-07-01 13:31:00+00:00,2022-07-01 20:00:00+00:00,0.9998638099995127,0.011621730219868533,[],1335.8441250084716,3,12180427.59,9807344.09,-2373083.5,1.4837379940768,110527.23000000045,2,"[{'sid': Equity(4 [VWO]), 'amount': -56940, 'cost_basis': 41.770293842465755, 'last_sale_price': 41.4}, {'sid': Equity(2 [SPY]), 'amount': 15940, 'cost_basis': 379.27870167816815, 'last_sale_price': 381.24}, {'sid': Equity(3 [VNQ]), 'amount': -170, 'cost_basis': 88.355132888237, 'last_sale_price': 92.75}, {'sid': Equity(1 [LQD]), 'amount': 6052, 'cost_basis': 110.37371149516966, 'last_sale_price': 111.12}, {'sid': Equity(0 [DBC]), 'amount': 202875, 'cost_basis': 28.464740030994694, 'last_sale_price': 26.77}]",[],12180427.59,0.0,9807344.09,9696816.86,1335.8441250084716,-2373083.5,9808679.934125008,9696816.86,-0.19639665840407255,-0.017782607050203594,-0.019132006587499584,,,0.0,0.1463290018164033,0.0,0.0,390,2022-07,3.5386823597043575,0.0,-0.012427329594357316,"[-0.23939107358455658, 0.6168426275253296, -0.0015715435147285461, 0.0657324492931366, 0.5583875179290771]"
2022-07-05 20:00:00+00:00,2022-07-05 13:31:00+00:00,2022-07-05 20:00:00+00:00,0.9998589934924599,-0.03393304799933963,"[{'id': 'e628d3ee190d4644a63d7cfaa3fe4529', 'dt': Timestamp('2022-07-05 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-07-05 20:00:00+0000', tz='UTC'), 'amount': 35980, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'dbc96aad3df84f45a24e569d746ff9ea', 'dt': Timestamp('2022-07-05 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-07-05 20:00:00+0000', tz='UTC'), 'amount': -15237, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '762469229a4f466286319476762a44df', 'dt': Timestamp('2022-07-05 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-07-05 20:00:00+0000', tz='UTC'), 'amount': 80681, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'ea8a4b747f8447babb1cc2ec6d20e75a', 'dt': Timestamp('2022-07-05 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-07-05 20:00:00+0000', tz='UTC'), 'amount': 22727, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'ef62d35a8a19474f8c3609db82908f3a', 'dt': Timestamp('2022-07-05 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-07-05 20:00:00+0000', tz='UTC'), 'amount': -226007, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",1335.8441250084716,3,11826547.829999998,9472298.729999999,-2354249.0999999996,1.496869740862867,-335045.36000000127,2,"[{'sid': Equity(4 [VWO]), 'amount': -56940, 'cost_basis': 41.770293842465755, 'last_sale_price': 41.07}, {'sid': Equity(2 [SPY]), 'amount': 15940, 'cost_basis': 379.27870167816815, 'last_sale_price': 381.96}, {'sid': Equity(3 [VNQ]), 'amount': -170, 'cost_basis': 88.355132888237, 'last_sale_price': 92.49}, {'sid': Equity(1 [LQD]), 'amount': 6052, 'cost_basis': 110.37371149516966, 'last_sale_price': 111.09}, {'sid': Equity(0 [DBC]), 'amount': 202875, 'cost_basis': 28.464740030994694, 'last_sale_price': 24.97}]",[],11826547.829999998,0.0,9472298.729999999,9807344.09,1335.8441250084716,-2354249.0999999996,9473634.574125007,9807344.09,-0.2150005642221494,-0.22533460814687145,-0.052636542587499724,,,0.0,0.14869076052071145,0.0,0.0,391,2022-07,3.5386823597043575,0.0,-0.16025698857499188,"[-0.09086286276578903, 0.028339700773358345, 0.7860230207443237, 0.337470144033432, -0.06097003445029259]"
2022-07-06 20:00:00+00:00,2022-07-06 13:31:00+00:00,2022-07-06 20:00:00+00:00,1.0043494807855962,-0.005599021830617587,"[{'id': 'e628d3ee190d4644a63d7cfaa3fe4529', 'dt': Timestamp('2022-07-06 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-07-05 20:00:00+0000', tz='UTC'), 'amount': 35980, 'filled': 35980, 'commission': 179.9, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'dbc96aad3df84f45a24e569d746ff9ea', 'dt': Timestamp('2022-07-06 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-07-05 20:00:00+0000', tz='UTC'), 'amount': -15237, 'filled': -15237, 'commission': 76.185, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '762469229a4f466286319476762a44df', 'dt': Timestamp('2022-07-06 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-07-05 20:00:00+0000', tz='UTC'), 'amount': 80681, 'filled': 80681, 'commission': 403.40500000000003, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'ea8a4b747f8447babb1cc2ec6d20e75a', 'dt': Timestamp('2022-07-06 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-07-05 20:00:00+0000', tz='UTC'), 'amount': 22727, 'filled': 22727, 'commission': 113.635, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'ef62d35a8a19474f8c3609db82908f3a', 'dt': Timestamp('2022-07-06 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-07-05 20:00:00+0000', tz='UTC'), 'amount': -226007, 'filled': -226007, 'commission': 1130.035, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",1335.8441250084716,3,10883430.93,9459425.33,-1424005.6,1.3067355634707651,-55174.65457499772,2,"[{'sid': Equity(4 [VWO]), 'amount': -20960, 'cost_basis': 41.76171082719858, 'last_sale_price': 40.79}, {'sid': Equity(2 [SPY]), 'amount': 703, 'cost_basis': 379.387072944171, 'last_sale_price': 383.25}, {'sid': Equity(3 [VNQ]), 'amount': 80511, 'cost_basis': 92.37117055756357, 'last_sale_price': 92.32000000000001}, {'sid': Equity(1 [LQD]), 'amount': 28779, 'cost_basis': 110.55262650747999, 'last_sale_price': 110.54}, {'sid': Equity(0 [DBC]), 'amount': -23132, 'cost_basis': 24.538848409130207, 'last_sale_price': 24.6}]","[{'amount': 35980, 'dt': Timestamp('2022-07-06 20:00:00+0000', tz='UTC'), 'price': 40.810395, 'order_id': 'e628d3ee190d4644a63d7cfaa3fe4529', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -15237, 'dt': Timestamp('2022-07-06 20:00:00+0000', tz='UTC'), 'price': 383.058375, 'order_id': 'dbc96aad3df84f45a24e569d746ff9ea', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 80681, 'dt': Timestamp('2022-07-06 20:00:00+0000', tz='UTC'), 'price': 92.36616000000001, 'order_id': '762469229a4f466286319476762a44df', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 22727, 'dt': Timestamp('2022-07-06 20:00:00+0000', tz='UTC'), 'price': 110.59527, 'order_id': 'ea8a4b747f8447babb1cc2ec6d20e75a', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -226007, 'dt': Timestamp('2022-07-06 20:00:00+0000', tz='UTC'), 'price': 24.5877, 'order_id': 'ef62d35a8a19474f8c3609db82908f3a', 'sid': Equity(0 [DBC]), 'commission': None}]",10883430.93,-42301.25457499921,9459425.33,9472298.729999999,-40965.41044999179,-1424005.6,9418459.91955001,9472298.729999999,-0.2195724180731421,-0.26024298851492766,-0.05815400804499948,,,0.0,0.14857153349768987,0.0,0.0,392,2022-07,3.5386823597043575,0.0,-0.18517652278850655,"[-0.09086286276578903, 0.028339700773358345, 0.7860230207443237, 0.337470144033432, -0.06097003445029259]"
2022-07-07 20:00:00+00:00,2022-07-07 13:31:00+00:00,2022-07-07 20:00:00+00:00,1.0043575938330593,-0.0016368181899996423,[],-40965.41044999179,3,10907306.11,9441889.87,-1465416.24,1.3161176226058349,-17535.460000000894,2,"[{'sid': Equity(4 [VWO]), 'amount': -20960, 'cost_basis': 41.76171082719858, 'last_sale_price': 41.64}, {'sid': Equity(2 [SPY]), 'amount': 703, 'cost_basis': 379.387072944171, 'last_sale_price': 388.99}, {'sid': Equity(3 [VNQ]), 'amount': 80511, 'cost_basis': 92.37117055756357, 'last_sale_price': 92.57000000000001}, {'sid': Equity(1 [LQD]), 'amount': 28779, 'cost_basis': 110.55262650747999, 'last_sale_price': 110.53}, {'sid': Equity(0 [DBC]), 'amount': -23132, 'cost_basis': 24.538848409130207, 'last_sale_price': 25.62}]",[],10907306.11,0.0,9441889.87,9459425.33,-40965.41044999179,-1465416.24,9400924.459550008,9459425.33,-0.22102543234115107,-0.271191868825264,-0.05990755404499959,,,0.0,0.14838854502172247,0.0,0.0,393,2022-07,3.5386823597043575,0.0,-0.19297845790663795,"[-0.09086286276578903, 0.028339700773358345, 0.7860230207443237, 0.337470144033432, -0.06097003445029259]"
2022-07-08 20:00:00+00:00,2022-07-08 13:31:00+00:00,2022-07-08 20:00:00+00:00,1.004382379331144,-0.005430717182791342,[],-40965.41044999179,3,10862450.54,9388720.899999999,-1473729.6400000001,1.3196943580510632,-53168.97000000067,2,"[{'sid': Equity(4 [VWO]), 'amount': -20960, 'cost_basis': 41.76171082719858, 'last_sale_price': 41.54}, {'sid': Equity(2 [SPY]), 'amount': 703, 'cost_basis': 379.387072944171, 'last_sale_price': 388.67}, {'sid': Equity(3 [VNQ]), 'amount': 80511, 'cost_basis': 92.37117055756357, 'last_sale_price': 92.08}, {'sid': Equity(1 [LQD]), 'amount': 28779, 'cost_basis': 110.55262650747999, 'last_sale_price': 110.35000000000001}, {'sid': Equity(0 [DBC]), 'amount': -23132, 'cost_basis': 24.538848409130207, 'last_sale_price': 26.07}]",[],10862450.54,0.0,9388720.899999999,9441889.87,-40965.41044999179,-1473729.6400000001,9347755.489550008,9441889.87,-0.22543109218841664,-0.3048685685587893,-0.06522445104499963,,,0.0,0.14826589905083523,0.0,0.0,394,2022-07,3.5386823597043575,0.0,-0.21704569545482447,"[-0.09086286276578903, 0.028339700773358345, 0.7860230207443237, 0.337470144033432, -0.06097003445029259]"
2022-07-11 20:00:00+00:00,2022-07-11 13:31:00+00:00,2022-07-11 20:00:00+00:00,1.0043765534327505,0.0015561612626059066,"[{'id': '242f099990ed4360bf7e3bfec90d00f7', 'dt': Timestamp('2022-07-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-07-11 20:00:00+0000', tz='UTC'), 'amount': 4493, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'f7c140cdb5c94be1a0eb8b54a9bca95a', 'dt': Timestamp('2022-07-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-07-11 20:00:00+0000', tz='UTC'), 'amount': -3175, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'bcd419b942664eee868b39b2b005c91a', 'dt': Timestamp('2022-07-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-07-11 20:00:00+0000', tz='UTC'), 'amount': 14202, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'e64382e8de42431ca4206c3c87012f9c', 'dt': Timestamp('2022-07-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-07-11 20:00:00+0000', tz='UTC'), 'amount': -6385, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '50c3b0fed452471f8fc02c23b749bfd6', 'dt': Timestamp('2022-07-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-07-11 20:00:00+0000', tz='UTC'), 'amount': 15336, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",-40965.41044999179,3,10852148.51,9401164.27,-1450984.24,1.3144093340973606,12443.370000001043,2,"[{'sid': Equity(4 [VWO]), 'amount': -20960, 'cost_basis': 41.76171082719858, 'last_sale_price': 40.51}, {'sid': Equity(2 [SPY]), 'amount': 703, 'cost_basis': 379.387072944171, 'last_sale_price': 384.23}, {'sid': Equity(3 [VNQ]), 'amount': 80511, 'cost_basis': 92.37117055756357, 'last_sale_price': 91.88}, {'sid': Equity(1 [LQD]), 'amount': 28779, 'cost_basis': 110.55262650747999, 'last_sale_price': 110.66}, {'sid': Equity(0 [DBC]), 'amount': -23132, 'cost_basis': 24.538848409130207, 'last_sale_price': 26.02}]",[],10852148.51,0.0,9401164.27,9388720.899999999,-40965.41044999179,-1450984.24,9360198.859550009,9388720.899999999,-0.22543109218841664,-0.2964266871975509,-0.06398011404499959,,,0.0,0.1480822094595837,0.0,0.0,395,2022-07,3.5386823597043575,0.0,-0.21102979583511802,"[-0.07126610726118088, -0.10151419043540955, 0.9297082424163818, 0.2647414803504944, -0.021669423207640648]"
