,period_open,period_close,longs_count,returns,transactions,shorts_count,portfolio_value,starting_exposure,pnl,starting_value,short_exposure,ending_value,positions,long_exposure,orders,ending_exposure,net_leverage,starting_cash,gross_leverage,capital_used,ending_cash,long_value,short_value,algorithm_period_return,treasury_period_return,excess_return,algo_volatility,sortino,sharpe,max_leverage,trading_days,benchmark_period_return,benchmark_volatility,max_drawdown,period_label,alpha,beta,weights
2020-12-30 21:00:00+00:00,2020-12-30 14:31:00+00:00,2020-12-30 21:00:00+00:00,1,0.0014267933643787867,[],0,10124143.490559999,10109655.36,14424.480000000447,10109655.36,0.0,10124079.84,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 371.99}]",10124079.84,[],10124079.84,0.9999937129930982,63.65055999870674,0.9999937129930982,0.0,63.65055999870674,10124079.84,0.0,0.012414349055999807,0.0,0.0,0.04531980083537099,30.08663235443917,6.260810931446685,0.9999937129930982,11,0.0,0.0,-0.0019060652163412953,2020-12,,,"[0, 1, 0, 0, 0]"
2020-12-31 21:00:00+00:00,2020-12-31 14:31:00+00:00,2020-12-31 21:00:00+00:00,1,0.005080749798534789,[],0,10175581.73056,10124079.84,51438.24000000022,10124079.84,0.0,10175518.08,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 373.88}]",10175518.08,[],10175518.08,0.9999937447743348,63.65055999870674,0.9999937447743348,0.0,63.65055999870674,10175518.08,0.0,0.017558173055999715,0.0,0.0,0.04685741475675733,40.62246206661003,7.827780514871944,0.9999937447743348,12,0.0,0.0,-0.0019060652163412953,2020-12,,,"[0, 1, 0, 0, 0]"
2021-01-04 21:00:00+00:00,2021-01-04 14:31:00+00:00,2021-01-04 21:00:00+00:00,1,-0.013613908636197047,[],0,10037052.29056,10175518.08,-138529.43999999948,10175518.08,0.0,10036988.64,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 368.79}]",10036988.64,[],10036988.64,0.999993658440929,63.65055999870674,0.999993658440929,0.0,63.65055999870674,10036988.64,0.0,0.0037052290559997925,0.0,0.0,0.0800915294941183,1.232990982541452,0.9323656881960588,0.9999937447743348,13,0.0,0.0,-0.013613908636197006,2021-01,,,"[0, 1, 0, 0, 0]"
2021-01-05 21:00:00+00:00,2021-01-05 14:31:00+00:00,2021-01-05 21:00:00+00:00,1,0.006887344809891616,[],0,10106180.930559998,10036988.64,69128.63999999873,10036988.64,0.0,10106117.28,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 371.33}]",10106117.28,[],10106117.28,0.9999937018186755,63.65055999870674,0.9999937018186755,0.0,63.65055999870674,10106117.28,0.0,0.010618093055999811,0.0,0.0,0.08187286087627761,3.312380430853519,2.3611352889341464,0.9999937447743348,14,0.0,0.0,-0.013613908636197006,2021-01,,,"[0, 1, 0, 0, 0]"
2021-01-06 21:00:00+00:00,2021-01-06 14:31:00+00:00,2021-01-06 21:00:00+00:00,1,0.00597847202767765,[],0,10166600.45056,10106117.28,60419.520000001416,10106117.28,0.0,10166536.8,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 373.55}]",10166536.8,[],10166536.8,0.9999937392484037,63.65055999870674,0.9999937392484037,0.0,63.65055999870674,10166536.8,0.0,0.01666004505599994,0.0,0.0,0.08173509861043518,4.981459492654957,3.4362680063540005,0.9999937447743348,15,0.0,0.0,-0.013613908636197006,2021-01,,,"[0, 1, 0, 0, 0]"
2021-01-07 21:00:00+00:00,2021-01-07 14:31:00+00:00,2021-01-07 21:00:00+00:00,1,0.014857355783238324,[],0,10317649.25056,10166536.8,151048.80000000075,10166536.8,0.0,10317585.600000001,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 379.1}]",10317585.600000001,[],10317585.600000001,0.9999938309048454,63.65055999870674,0.9999938309048454,0.0,63.65055999870674,10317585.600000001,0.0,0.031764925055999926,0.0,0.0,0.09596809586799561,9.109724104544844,5.182066726626891,0.9999938309048454,16,0.0,0.0,-0.013613908636197006,2021-01,,,"[0, 1, 0, 0, 0]"
2021-01-08 21:00:00+00:00,2021-01-08 14:31:00+00:00,2021-01-08 21:00:00+00:00,1,0.005697669941320038,[],0,10376435.81056,10317585.600000001,58786.55999999866,10317585.600000001,0.0,10376372.16,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 381.26}]",10376372.16,[],10376372.16,0.9999938658551779,63.65055999870674,0.9999938658551779,0.0,63.65055999870674,10376372.16,0.0,0.03764358105599985,0.0,0.0,0.09402050945408517,10.43246623746173,5.87657892091531,0.9999938658551779,17,0.0,0.0,-0.013613908636197006,2021-01,,,"[0, 1, 0, 0, 0]"
2021-01-11 21:00:00+00:00,2021-01-11 14:31:00+00:00,2021-01-11 21:00:00+00:00,1,-0.006740765449425146,[],0,10306490.690559998,10376372.16,-69945.12000000104,10376372.16,0.0,10306427.04,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 378.69}]",10306427.04,[],10306427.04,0.9999938242257321,63.65055999870674,0.9999938242257321,0.0,63.65055999870674,10306427.04,0.0,0.030649069055999734,0.0,0.0,0.09714483402062635,7.457714958922371,4.400159155354183,0.9999938658551779,18,0.0,0.0,-0.013613908636197006,2021-01,,,"[0, 1, 0, 0, 0]"
2021-01-12 21:00:00+00:00,2021-01-12 14:31:00+00:00,2021-01-12 21:00:00+00:00,1,0.0002112532835250036,[],0,10308667.97056,10306427.04,2177.280000001192,10306427.04,0.0,10308604.32,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 378.77}]",10308604.32,[],10308604.32,0.9999938255301092,63.65055999870674,0.9999938255301092,0.0,63.65055999870674,10308604.32,0.0,0.030866797055999706,0.0,0.0,0.09456258331770567,7.30903040671544,4.312034316453459,0.9999938658551779,19,0.0,0.0,-0.013613908636197006,2021-01,,,"[0, 1, 0, 0, 0]"
2021-01-13 21:00:00+00:00,2021-01-13 14:31:00+00:00,2021-01-13 21:00:00+00:00,1,0.0026929104787620783,[],0,10336428.29056,10308604.32,27760.320000000298,10308604.32,0.0,10336364.64,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 379.79}]",10336364.64,[],10336364.64,0.9999938421127482,63.65055999870674,0.9999938421127482,0.0,63.65055999870674,10336364.64,0.0,0.0336428290559998,0.0,0.0,0.09211950087738295,7.747967803508314,4.5734064679279385,0.9999938658551779,20,0.0,0.0,-0.013613908636197006,2021-01,,,"[0, 1, 0, 0, 0]"
2021-01-14 21:00:00+00:00,2021-01-14 14:31:00+00:00,2021-01-14 21:00:00+00:00,1,-0.003501913715500682,[],0,10300231.010559998,10336364.64,-36197.28000000119,10336364.64,0.0,10300167.36,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 378.46}]",10300167.36,[],10300167.36,0.9999938204725765,63.65055999870674,0.9999938204725765,0.0,63.65055999870674,10300167.36,0.0,0.0300231010559997,0.0,0.0,0.0915582502987713,6.599088575552885,3.9233499370105864,0.9999938658551779,21,0.0,0.0,-0.013613908636197006,2021-01,,,"[0, 1, 0, 0, 0]"
2021-01-15 21:00:00+00:00,2021-01-15 14:31:00+00:00,2021-01-15 21:00:00+00:00,1,-0.007292667506485162,[],0,10225114.850559998,10300167.36,-75116.16000000015,10300167.36,0.0,10225051.2,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 375.7}]",10225051.2,[],10225051.2,0.9999937750762774,63.65055999870674,0.9999937750762774,0.0,63.65055999870674,10225051.2,0.0,0.022511485055999536,0.0,0.0,0.09409748910688408,4.4234948732837935,2.7562149585081324,0.9999938658551779,22,0.0,0.0,-0.014583134590974349,2021-01,,,"[0, 1, 0, 0, 0]"
2021-01-19 21:00:00+00:00,2021-01-19 14:31:00+00:00,2021-01-19 21:00:00+00:00,1,0.007851960703952887,[],0,10305402.05056,10225051.2,80287.20000000112,10225051.2,0.0,10305338.4,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 378.65000000000003}]",10305338.4,[],10305338.4,0.9999938235733369,63.65055999870674,0.9999938235733369,0.0,63.65055999870674,10305338.4,0.0,0.030540205055999747,0.0,0.0,0.09466729960649294,5.826562290897546,3.5292743452235165,0.9999938658551779,23,0.0,0.0,-0.014583134590974349,2021-01,,,"[0, 1, 0, 0, 0]"
2021-01-20 21:00:00+00:00,2021-01-20 14:31:00+00:00,2021-01-20 21:00:00+00:00,1,0.013838551790635867,[],0,10448013.89056,10305338.4,142611.83999999985,10305338.4,0.0,10447950.24,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 383.89}]",10447950.24,[],10447950.24,0.9999939078794625,63.65055999870674,0.9999939078794625,0.0,63.65055999870674,10447950.24,0.0,0.04480138905599973,0.0,0.0,0.10107531077241942,8.292386833661666,4.605383277256074,0.9999939078794625,24,0.0,0.0,-0.014583134590974349,2021-01,,,"[0, 1, 0, 0, 0]"
2021-01-21 21:00:00+00:00,2021-01-21 14:31:00+00:00,2021-01-21 21:00:00+00:00,1,0.0009117139486773951,[],0,10457539.490559999,10447950.24,9525.599999999627,10447950.24,0.0,10457475.84,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 384.24}]",10457475.84,[],10457475.84,0.9999939134286745,63.65055999870674,0.9999939134286745,0.0,63.65055999870674,10457475.84,0.0,0.0457539490559995,0.0,0.0,0.09899173573036824,8.291937268001158,4.607061360967029,0.9999939134286745,25,0.0,0.0,-0.014583134590974349,2021-01,,,"[0, 1, 0, 0, 0]"
2021-01-22 21:00:00+00:00,2021-01-22 14:31:00+00:00,2021-01-22 21:00:00+00:00,1,-0.0035394329644571343,[],0,10420525.73056,10457475.84,-37013.75999999978,10457475.84,0.0,10420462.08,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 382.88}]",10420462.08,[],10420462.08,0.9999938918091423,63.65055999870674,0.9999938918091423,0.0,63.65055999870674,10420462.08,0.0,0.04205257305599952,0.0,0.0,0.09841099628560737,7.343136091444425,4.107416192564558,0.9999939134286745,26,0.0,0.0,-0.014583134590974349,2021-01,,,"[0, 1, 0, 0, 0]"
2021-01-25 21:00:00+00:00,2021-01-25 14:31:00+00:00,2021-01-25 21:00:00+00:00,1,0.003943770310885331,[],0,10461621.89056,10420462.08,41096.16000000015,10420462.08,0.0,10461558.24,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 384.39}]",10461558.24,[],10461558.24,0.9999939158038147,63.65055999870674,0.9999939158038147,0.0,63.65055999870674,10461558.24,0.0,0.046162189055999336,0.0,0.0,0.09676429696118703,7.8872859060995655,4.402992973655008,0.9999939158038147,27,0.0,0.0,-0.014583134590974349,2021-01,,,"[0, 1, 0, 0, 0]"
2021-01-26 21:00:00+00:00,2021-01-26 14:31:00+00:00,2021-01-26 21:00:00+00:00,1,-0.0015609051991006817,[],0,10445292.29056,10461558.24,-16329.599999999627,10461558.24,0.0,10445228.64,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 383.79}]",10445228.64,[],10445228.64,0.9999939062921144,63.65055999870674,0.9999939062921144,0.0,63.65055999870674,10445228.64,0.0,0.04452922905599932,0.0,0.0,0.0954551974664523,7.451344061410719,4.156800488033044,0.9999939158038147,28,0.0,0.0,-0.014583134590974349,2021-01,,,"[0, 1, 0, 0, 0]"
2021-01-27 21:00:00+00:00,2021-01-27 14:31:00+00:00,2021-01-27 21:00:00+00:00,1,-0.02444030027103361,[],0,10190006.21056,10445228.64,-255286.08000000007,10445228.64,0.0,10189942.56,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 374.41}]",10189942.56,[],10189942.56,0.9999937536289297,63.65055999870674,0.9999937536289297,0.0,63.65055999870674,10189942.56,0.0,0.019000621055999423,0.0,0.0,0.12110821207841566,1.9173953538915371,1.40971511923604,0.9999939158038147,29,0.0,0.0,-0.02596305647837366,2021-01,,,"[0, 1, 0, 0, 0]"
2021-01-28 21:00:00+00:00,2021-01-28 14:31:00+00:00,2021-01-28 21:00:00+00:00,1,0.008600143924267778,[],0,10277641.73056,10189942.56,87635.51999999955,10189942.56,0.0,10277578.08,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 377.63}]",10277578.08,[],10277578.08,0.9999938068905623,63.65055999870674,0.9999938068905623,0.0,63.65055999870674,10277578.08,0.0,0.02776417305599921,0.0,0.0,0.12119689836376328,2.7103567823915276,1.9577922692480476,0.9999939158038147,30,0.0,0.0,-0.02596305647837366,2021-01,,,"[0, 1, 0, 0, 0]"
2021-01-29 21:00:00+00:00,2021-01-29 14:31:00+00:00,2021-01-29 21:00:00+00:00,1,-0.020019471917201215,[],0,10071888.770559998,10277578.08,-205752.9600000009,10277578.08,0.0,10071825.12,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 370.07}]",10071825.12,[],10071825.12,0.9999936803750072,63.65055999870674,0.9999936803750072,0.0,63.65055999870674,10071825.12,0.0,0.007188877055999132,0.0,0.0,0.1333067268355776,0.6473654833161977,0.5017397014575655,0.9999939158038147,31,0.0,0.0,-0.037253604085201814,2021-01,,,"[0, 1, 0, 0, 0]"
2021-02-01 21:00:00+00:00,2021-02-01 14:31:00+00:00,2021-02-01 21:00:00+00:00,1,0.016645394306779915,[],0,10239539.330559999,10071825.12,167650.56000000052,10071825.12,0.0,10239475.68,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 376.23}]",10239475.68,[],10239475.68,0.9999937838453524,63.65055999870674,0.9999937838453524,0.0,63.65055999870674,10239475.68,0.0,0.02395393305599902,0.0,0.0,0.13896160140465919,1.9261846052270204,1.409580708586259,0.9999939158038147,32,0.0,0.0,-0.037253604085201814,2021-02,,,"[0, 1, 0, 0, 0]"
2021-02-02 21:00:00+00:00,2021-02-02 14:31:00+00:00,2021-02-02 21:00:00+00:00,1,0.014140198628650902,[],0,10384328.45056,10239475.68,144789.12000000104,10239475.68,0.0,10384264.8,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 381.55}]",10384264.8,[],10384264.8,0.9999938705174531,63.65055999870674,0.9999938705174531,0.0,63.65055999870674,10384264.8,0.0,0.0384328450559992,0.0,0.0,0.14167033417137134,2.975069611028956,2.1029216053743935,0.9999939158038147,33,0.0,0.0,-0.037253604085201814,2021-02,,,"[0, 1, 0, 0, 0]"
2021-02-03 21:00:00+00:00,2021-02-03 14:31:00+00:00,2021-02-03 21:00:00+00:00,1,0.0007862617249514425,[],0,10392493.25056,10384264.8,8164.800000000745,10384264.8,0.0,10392429.600000001,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 381.85}]",10392429.600000001,[],10392429.600000001,0.9999938753330443,63.65055999870674,0.9999938753330443,0.0,63.65055999870674,10392429.600000001,0.0,0.039249325055999096,0.0,0.0,0.13951146619836985,2.990061988300166,2.114426873412015,0.9999939158038147,34,0.0,0.0,-0.037253604085201814,2021-02,,,"[0, 1, 0, 0, 0]"
2021-02-04 21:00:00+00:00,2021-02-04 14:31:00+00:00,2021-02-04 21:00:00+00:00,1,0.011365649912125964,[],0,10510610.690559998,10392429.600000001,118117.43999999762,10392429.600000001,0.0,10510547.04,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 386.19}]",10510547.04,[],10510547.04,0.9999939441615837,63.65055999870674,0.9999939441615837,0.0,63.65055999870674,10510547.04,0.0,0.05106106905599872,0.0,0.0,0.14014049552974114,3.788624145739578,2.628728242753977,0.9999939441615837,35,0.0,0.0,-0.037253604085201814,2021-02,,,"[0, 1, 0, 0, 0]"
2021-02-05 21:00:00+00:00,2021-02-05 14:31:00+00:00,2021-02-05 21:00:00+00:00,1,0.003935862645655375,[],0,10551979.01056,10510547.04,41368.32000000216,10510547.04,0.0,10551915.360000001,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 387.71000000000004}]",10551915.360000001,[],10551915.360000001,0.9999939679030886,63.65055999870674,0.9999939679030886,0.0,63.65055999870674,10551915.360000001,0.0,0.055197901055998866,0.0,0.0,0.13827898767017602,4.022994493714757,2.789355291790588,0.9999939679030886,36,0.0,0.0,-0.037253604085201814,2021-02,,,"[0, 1, 0, 0, 0]"
2021-02-08 21:00:00+00:00,2021-02-08 14:31:00+00:00,2021-02-08 21:00:00+00:00,1,0.007221849088567822,[],0,10628183.81056,10551915.360000001,76204.79999999888,10551915.360000001,0.0,10628120.16,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 390.51}]",10628120.16,[],10628120.16,0.9999940111536333,63.65055999870674,0.9999940111536333,0.0,63.65055999870674,10628120.16,0.0,0.0628183810559988,0.0,0.0,0.1371515303833311,4.48835659914896,3.094907501109387,0.9999940111536333,37,0.0,0.0,-0.037253604085201814,2021-02,,,"[0, 1, 0, 0, 0]"
2021-02-09 21:00:00+00:00,2021-02-09 14:31:00+00:00,2021-02-09 21:00:00+00:00,1,-0.0006657920229953262,[],0,10621107.650559999,10628120.16,-7076.160000000149,10628120.16,0.0,10621044.0,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 390.25}]",10621044.0,[],10621044.0,0.9999940071636506,63.65055999870674,0.9999940071636506,0.0,63.65055999870674,10621044.0,0.0,0.062110765055998884,0.0,0.0,0.13542074597716725,4.380852654190932,3.0193730472063334,0.9999940111536333,38,0.0,0.0,-0.037253604085201814,2021-02,,,"[0, 1, 0, 0, 0]"
2021-02-10 21:00:00+00:00,2021-02-10 14:31:00+00:00,2021-02-10 21:00:00+00:00,1,-0.00043561558287719127,[],0,10616480.930559998,10621044.0,-4626.720000000671,10621044.0,0.0,10616417.28,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 390.08}]",10616417.28,[],10616417.28,0.99999400455194,63.65055999870674,0.99999400455194,0.0,63.65055999870674,10616417.28,0.0,0.06164809305599883,0.0,0.0,0.13372939359851746,4.293461276951015,2.958113717088095,0.9999940111536333,39,0.0,0.0,-0.037253604085201814,2021-02,,,"[0, 1, 0, 0, 0]"
2021-02-11 21:00:00+00:00,2021-02-11 14:31:00+00:00,2021-02-11 21:00:00+00:00,1,0.001615043639427327,[],0,10633627.01056,10616417.28,17146.080000001937,10616417.28,0.0,10633563.360000001,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 390.71000000000004}]",10633563.360000001,[],10633563.360000001,0.9999940142192372,63.65055999870674,0.9999940142192372,0.0,63.65055999870674,10633563.360000001,0.0,0.06336270105599917,0.0,0.0,0.13200382961232543,4.351291046967178,2.998942233972394,0.9999940142192372,40,0.0,0.0,-0.037253604085201814,2021-02,,,"[0, 1, 0, 0, 0]"
