,period_open,period_close,short_value,returns,long_exposure,pnl,short_exposure,capital_used,orders,transactions,gross_leverage,positions,net_leverage,starting_exposure,ending_exposure,starting_value,ending_value,starting_cash,ending_cash,portfolio_value,longs_count,shorts_count,long_value,algorithm_period_return,algo_volatility,benchmark_period_return,benchmark_volatility,alpha,beta,sharpe,sortino,max_drawdown,max_leverage,excess_return,treasury_period_return,trading_days,period_label,weights
2021-06-08 20:00:00+00:00,2021-06-08 13:31:00+00:00,2021-06-08 20:00:00+00:00,-816062.61,0.001936278514952379,9944452.54,19081.942459998652,-816062.61,1676529.7324599987,"[{'id': 'd09c7ee737374dd5b72ba30b53107620', 'dt': Timestamp('2021-06-08 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-07 20:00:00+0000', tz='UTC'), 'amount': 9142, 'filled': 9142, 'commission': 9.142, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '93762f80aff645e1ab155970ad35105d', 'dt': Timestamp('2021-06-08 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-07 20:00:00+0000', tz='UTC'), 'amount': -4151, 'filled': -4151, 'commission': 4.151, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '658704474cee430684c41dae34b35fe5', 'dt': Timestamp('2021-06-08 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-07 20:00:00+0000', tz='UTC'), 'amount': -3824, 'filled': -3824, 'commission': 3.8240000000000003, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'a5c0a06e735b4c7c81d5acc4b09e6c1f', 'dt': Timestamp('2021-06-08 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-07 20:00:00+0000', tz='UTC'), 'amount': -31543, 'filled': -31543, 'commission': 31.543, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '71dfaaf5e3264d11bc7b96bd282cea16', 'dt': Timestamp('2021-06-08 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-07 20:00:00+0000', tz='UTC'), 'amount': 303203, 'filled': 215060, 'commission': 215.06, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]","[{'amount': 9142, 'dt': Timestamp('2021-06-08 20:00:00+0000', tz='UTC'), 'price': 54.58728, 'order_id': 'd09c7ee737374dd5b72ba30b53107620', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -4151, 'dt': Timestamp('2021-06-08 20:00:00+0000', tz='UTC'), 'price': 422.06886000000003, 'order_id': '93762f80aff645e1ab155970ad35105d', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -3824, 'dt': Timestamp('2021-06-08 20:00:00+0000', tz='UTC'), 'price': 104.557695, 'order_id': '658704474cee430684c41dae34b35fe5', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -31543, 'dt': Timestamp('2021-06-08 20:00:00+0000', tz='UTC'), 'price': 132.41376, 'order_id': 'a5c0a06e735b4c7c81d5acc4b09e6c1f', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 215060, 'dt': Timestamp('2021-06-08 20:00:00+0000', tz='UTC'), 'price': 19.30965, 'order_id': '71dfaaf5e3264d11bc7b96bd282cea16', 'sid': Equity(0 [DBC]), 'commission': None}]",0.9974983859753026,"[{'sid': Equity(4 [VWO]), 'amount': 8305, 'cost_basis': 54.58838078266105, 'last_sale_price': 54.56}, {'sid': Equity(2 [SPY]), 'amount': 7868, 'cost_basis': 416.22944135844944, 'last_sale_price': 422.28000000000003}, {'sid': Equity(3 [VNQ]), 'amount': -7801, 'cost_basis': 101.73170643422934, 'last_sale_price': 104.61}, {'sid': Equity(1 [LQD]), 'amount': 10765, 'cost_basis': 131.9523398287965, 'last_sale_price': 132.48}, {'sid': Equity(0 [DBC]), 'amount': 245735, 'cost_basis': 19.252651319381027, 'last_sale_price': 19.3}]",0.8462005856409399,10785837.719999999,9128389.93,10785837.719999999,9128389.93,-17418.34788000474,1659111.3845799947,10787501.314579993,4,1,9944452.54,0.0787501314580008,0.1067934913958188,0.0,0.0,,,1.544028113882207,2.297141084619878,-0.032162503103328764,2.6516207406249994,0.0,0.0,120,2021-06,"[0.04225827753543854, 0.3084684908390045, -0.07516652345657349, 0.13192695379257202, 0.592512845993042]"
2021-06-09 20:00:00+00:00,2021-06-09 13:31:00+00:00,2021-06-09 20:00:00+00:00,-817154.75,-0.002045142722827053,11615441.58,-24264.886514998972,-817154.75,-1694161.7865149984,"[{'id': '71dfaaf5e3264d11bc7b96bd282cea16', 'dt': Timestamp('2021-06-09 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-07 20:00:00+0000', tz='UTC'), 'amount': 303203, 'filled': 303203, 'commission': 303.203, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]","[{'amount': 88143, 'dt': Timestamp('2021-06-09 20:00:00+0000', tz='UTC'), 'price': 19.219605, 'order_id': '71dfaaf5e3264d11bc7b96bd282cea16', 'sid': Equity(0 [DBC]), 'commission': None}]",1.1550983213173849,"[{'sid': Equity(4 [VWO]), 'amount': 8305, 'cost_basis': 54.58838078266105, 'last_sale_price': 54.52}, {'sid': Equity(2 [SPY]), 'amount': 7868, 'cost_basis': 416.22944135844944, 'last_sale_price': 421.65000000000003}, {'sid': Equity(3 [VNQ]), 'amount': -7801, 'cost_basis': 101.73170643422934, 'last_sale_price': 104.75}, {'sid': Equity(1 [LQD]), 'amount': 10765, 'cost_basis': 131.9523398287965, 'last_sale_price': 132.96}, {'sid': Equity(0 [DBC]), 'amount': 333878, 'cost_basis': 19.244191167082278, 'last_sale_price': 19.21}]",1.003256492800215,9128389.93,10798286.83,9128389.93,10798286.83,1659111.3845799947,-35050.4019350054,10763236.428064995,4,1,11615441.58,0.07632364280650084,0.10643011313315835,0.0,0.0,,,1.492479926147489,2.2198081772883853,-0.032162503103328764,2.6516207406249994,0.0,0.0,121,2021-06,"[0.04225827753543854, 0.3084684908390045, -0.07516652345657349, 0.13192695379257202, 0.592512845993042]"
2021-06-10 20:00:00+00:00,2021-06-10 13:31:00+00:00,2021-06-10 20:00:00+00:00,-823005.5,0.004165903174725477,11663849.22,42556.890000000596,-823005.5,0.0,[],[],1.155570382706157,"[{'sid': Equity(4 [VWO]), 'amount': 8305, 'cost_basis': 54.58838078266105, 'last_sale_price': 54.9}, {'sid': Equity(2 [SPY]), 'amount': 7868, 'cost_basis': 416.22944135844944, 'last_sale_price': 423.61}, {'sid': Equity(3 [VNQ]), 'amount': -7801, 'cost_basis': 101.73170643422934, 'last_sale_price': 105.5}, {'sid': Equity(1 [LQD]), 'amount': 10765, 'cost_basis': 131.9523398287965, 'last_sale_price': 133.56}, {'sid': Equity(0 [DBC]), 'amount': 333878, 'cost_basis': 19.244191167082278, 'last_sale_price': 19.28}]",1.0032436676237744,10798286.83,10840843.72,10798286.83,10840843.72,-35050.4019350054,-35050.4019350054,10805793.318064995,4,1,11663849.22,0.0805793318065009,0.10609698868461996,0.0,0.0,,,1.5618718288462614,2.3252952478339726,-0.032162503103328764,2.6516207406249994,0.0,0.0,122,2021-06,"[0.04225827753543854, 0.3084684908390045, -0.07516652345657349, 0.13192695379257202, 0.592512845993042]"
2021-06-11 20:00:00+00:00,2021-06-11 13:31:00+00:00,2021-06-11 20:00:00+00:00,-819729.08,-0.0008930610974598537,11648515.09,-12057.710000000894,-819729.08,0.0,[],[],1.1551370742010603,"[{'sid': Equity(4 [VWO]), 'amount': 8305, 'cost_basis': 54.58838078266105, 'last_sale_price': 54.660000000000004}, {'sid': Equity(2 [SPY]), 'amount': 7868, 'cost_basis': 416.22944135844944, 'last_sale_price': 424.31}, {'sid': Equity(3 [VNQ]), 'amount': -7801, 'cost_basis': 101.73170643422934, 'last_sale_price': 105.08}, {'sid': Equity(1 [LQD]), 'amount': 10765, 'cost_basis': 131.9523398287965, 'last_sale_price': 133.67000000000002}, {'sid': Equity(0 [DBC]), 'amount': 333878, 'cost_basis': 19.244191167082278, 'last_sale_price': 19.22}]",1.003247291133277,10840843.72,10828786.01,10840843.72,10828786.01,-35050.4019350054,-35050.4019350054,10793735.608064994,4,1,11648515.09,0.07937356080650071,0.10569175745614653,0.0,0.0,,,1.5334830509090338,2.2830343903942065,-0.032162503103328764,2.6516207406249994,0.0,0.0,123,2021-06,"[0.04225827753543854, 0.3084684908390045, -0.07516652345657349, 0.13192695379257202, 0.592512845993042]"
2021-06-14 20:00:00+00:00,2021-06-14 13:31:00+00:00,2021-06-14 20:00:00+00:00,-822927.4900000001,-0.003080467417669789,11615815.36,-35898.140000000596,-822927.4900000001,0.0,"[{'id': '02a9bd3299544427a4deab1633fe945e', 'dt': Timestamp('2021-06-14 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-14 20:00:00+0000', tz='UTC'), 'amount': 5336, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '61b395e0952640dcb4a87668bc719a3d', 'dt': Timestamp('2021-06-14 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-14 20:00:00+0000', tz='UTC'), 'amount': 553, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'c1808b5b1ea14c118612ecfdf4804ba7', 'dt': Timestamp('2021-06-14 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-14 20:00:00+0000', tz='UTC'), 'amount': 14648, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'e2537a0b1b114192ab6eb80e86510c22', 'dt': Timestamp('2021-06-14 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-14 20:00:00+0000', tz='UTC'), 'amount': 22142, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'c72546d4f8184413a78f340d0d6481c6', 'dt': Timestamp('2021-06-14 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-14 20:00:00+0000', tz='UTC'), 'amount': -264646, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",[],1.1562493751113856,"[{'sid': Equity(4 [VWO]), 'amount': 8305, 'cost_basis': 54.58838078266105, 'last_sale_price': 54.88}, {'sid': Equity(2 [SPY]), 'amount': 7868, 'cost_basis': 416.22944135844944, 'last_sale_price': 425.26}, {'sid': Equity(3 [VNQ]), 'amount': -7801, 'cost_basis': 101.73170643422934, 'last_sale_price': 105.49000000000001}, {'sid': Equity(1 [LQD]), 'amount': 10765, 'cost_basis': 131.9523398287965, 'last_sale_price': 133.18}, {'sid': Equity(0 [DBC]), 'amount': 333878, 'cost_basis': 19.244191167082278, 'last_sale_price': 19.11}]",1.003258127113284,10828786.01,10792887.87,10828786.01,10792887.87,-35050.4019350054,-35050.4019350054,10757837.468064994,4,1,11615815.36,0.07578374680650057,0.10541319868434874,0.0,0.0,,,1.4610172646731723,2.173335397209784,-0.032162503103328764,2.6516207406249994,0.0,0.0,124,2021-06,"[0.06959102302789688, 0.3328968584537506, 0.06714171171188354, 0.4073895215988159, 0.1229809895157814]"
2021-06-15 20:00:00+00:00,2021-06-15 13:31:00+00:00,2021-06-15 20:00:00+00:00,0.0,-0.0025568100976806844,11232416.41,-31082.314319998026,0.0,-470610.85432000086,"[{'id': '02a9bd3299544427a4deab1633fe945e', 'dt': Timestamp('2021-06-15 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-14 20:00:00+0000', tz='UTC'), 'amount': 5336, 'filled': 5336, 'commission': 5.336, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '61b395e0952640dcb4a87668bc719a3d', 'dt': Timestamp('2021-06-15 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-14 20:00:00+0000', tz='UTC'), 'amount': 553, 'filled': 553, 'commission': 0.553, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'c1808b5b1ea14c118612ecfdf4804ba7', 'dt': Timestamp('2021-06-15 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-14 20:00:00+0000', tz='UTC'), 'amount': 14648, 'filled': 14648, 'commission': 14.648, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'e2537a0b1b114192ab6eb80e86510c22', 'dt': Timestamp('2021-06-15 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-14 20:00:00+0000', tz='UTC'), 'amount': 22142, 'filled': 22142, 'commission': 22.142, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'c72546d4f8184413a78f340d0d6481c6', 'dt': Timestamp('2021-06-15 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-14 20:00:00+0000', tz='UTC'), 'amount': -264646, 'filled': -238560, 'commission': 238.56, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]","[{'amount': 5336, 'dt': Timestamp('2021-06-15 20:00:00+0000', tz='UTC'), 'price': 54.537254999999995, 'order_id': '02a9bd3299544427a4deab1633fe945e', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 553, 'dt': Timestamp('2021-06-15 20:00:00+0000', tz='UTC'), 'price': 424.69224, 'order_id': '61b395e0952640dcb4a87668bc719a3d', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 14648, 'dt': Timestamp('2021-06-15 20:00:00+0000', tz='UTC'), 'price': 104.41218, 'order_id': 'c1808b5b1ea14c118612ecfdf4804ba7', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 22142, 'dt': Timestamp('2021-06-15 20:00:00+0000', tz='UTC'), 'price': 133.34664, 'order_id': 'e2537a0b1b114192ab6eb80e86510c22', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -238560, 'dt': Timestamp('2021-06-15 20:00:00+0000', tz='UTC'), 'price': 19.020485, 'order_id': 'c72546d4f8184413a78f340d0d6481c6', 'sid': Equity(0 [DBC]), 'commission': None}]",1.0471401881563844,"[{'sid': Equity(4 [VWO]), 'amount': 13641, 'cost_basis': 54.56877289641522, 'last_sale_price': 54.51}, {'sid': Equity(2 [SPY]), 'amount': 8421, 'cost_basis': 416.7852519093077, 'last_sale_price': 424.48}, {'sid': Equity(3 [VNQ]), 'amount': 6847, 'cost_basis': 104.41431933109392, 'last_sale_price': 104.36}, {'sid': Equity(1 [LQD]), 'amount': 32907, 'cost_basis': 132.89118981180278, 'last_sale_price': 133.28}, {'sid': Equity(0 [DBC]), 'amount': 95318, 'cost_basis': 19.246693947249717, 'last_sale_price': 19.03}]",1.0471401881563844,10792887.87,11232416.41,10792887.87,11232416.41,-35050.4019350054,-505661.2562550054,10726755.153744996,5,0,11232416.41,0.07267551537450068,0.10510486195756985,0.0,0.0,,,1.3981622247096748,2.078588779513032,-0.032162503103328764,2.6516207406249994,0.0,0.0,125,2021-06,"[0.06959102302789688, 0.3328968584537506, 0.06714171171188354, 0.4073895215988159, 0.1229809895157814]"
2021-06-16 20:00:00+00:00,2021-06-16 13:31:00+00:00,2021-06-16 20:00:00+00:00,0.0,-0.005265950463446672,10681171.58,-57970.56956000067,0.0,493274.26044000126,"[{'id': 'c72546d4f8184413a78f340d0d6481c6', 'dt': Timestamp('2021-06-16 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-14 20:00:00+0000', tz='UTC'), 'amount': -264646, 'filled': -264646, 'commission': 264.646, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]","[{'amount': -26086, 'dt': Timestamp('2021-06-16 20:00:00+0000', tz='UTC'), 'price': 18.91054, 'order_id': 'c72546d4f8184413a78f340d0d6481c6', 'sid': Equity(0 [DBC]), 'commission': None}]",1.0011610503255794,"[{'sid': Equity(4 [VWO]), 'amount': 13641, 'cost_basis': 54.56877289641522, 'last_sale_price': 53.77}, {'sid': Equity(2 [SPY]), 'amount': 8421, 'cost_basis': 416.7852519093077, 'last_sale_price': 422.11}, {'sid': Equity(3 [VNQ]), 'amount': 6847, 'cost_basis': 104.41431933109392, 'last_sale_price': 103.68}, {'sid': Equity(1 [LQD]), 'amount': 32907, 'cost_basis': 132.89118981180278, 'last_sale_price': 132.9}, {'sid': Equity(0 [DBC]), 'amount': 69232, 'cost_basis': 19.247070738328986, 'last_sale_price': 18.92}]",1.0011610503255794,11232416.41,10681171.58,11232416.41,10681171.58,-505661.2562550054,-12386.995815005375,10668784.584184995,5,0,10681171.58,0.06687845841850071,0.105025495843618,0.0,0.0,,,1.2851998837000758,1.9056399414915028,-0.032162503103328764,2.6516207406249994,0.0,0.0,126,2021-06,"[0.06959102302789688, 0.3328968584537506, 0.06714171171188354, 0.4073895215988159, 0.1229809895157814]"
2021-06-17 20:00:00+00:00,2021-06-17 13:31:00+00:00,2021-06-17 20:00:00+00:00,0.0,-0.0004067291710817949,10673758.74,-7412.839999999851,0.0,0.0,[],[],1.0011618576025887,"[{'sid': Equity(4 [VWO]), 'amount': 13641, 'cost_basis': 54.56877289641522, 'last_sale_price': 54.08}, {'sid': Equity(2 [SPY]), 'amount': 8421, 'cost_basis': 416.7852519093077, 'last_sale_price': 421.97}, {'sid': Equity(3 [VNQ]), 'amount': 6847, 'cost_basis': 104.41431933109392, 'last_sale_price': 103.55}, {'sid': Equity(1 [LQD]), 'amount': 32907, 'cost_basis': 132.89118981180278, 'last_sale_price': 133.64000000000001}, {'sid': Equity(0 [DBC]), 'amount': 69232, 'cost_basis': 19.247070738328986, 'last_sale_price': 18.43}]",1.0011618576025887,10681171.58,10673758.74,10681171.58,10673758.74,-12386.995815005375,-12386.995815005375,10661371.744184995,5,0,10673758.74,0.06613717441850064,0.10462225590231415,0.0,0.0,,,1.2668168876379668,1.8784003256570745,-0.032162503103328764,2.6516207406249994,0.0,0.0,127,2021-06,"[0.06959102302789688, 0.3328968584537506, 0.06714171171188354, 0.4073895215988159, 0.1229809895157814]"
2021-06-18 20:00:00+00:00,2021-06-18 13:31:00+00:00,2021-06-18 20:00:00+00:00,0.0,-0.0033457826101226176,10632799.73,-40959.00999999978,0.0,0.0,[],[],1.00116633845831,"[{'sid': Equity(4 [VWO]), 'amount': 13641, 'cost_basis': 54.56877289641522, 'last_sale_price': 53.660000000000004}, {'sid': Equity(2 [SPY]), 'amount': 8421, 'cost_basis': 416.7852519093077, 'last_sale_price': 414.92}, {'sid': Equity(3 [VNQ]), 'amount': 6847, 'cost_basis': 104.41431933109392, 'last_sale_price': 101.79}, {'sid': Equity(1 [LQD]), 'amount': 32907, 'cost_basis': 132.89118981180278, 'last_sale_price': 134.34}, {'sid': Equity(0 [DBC]), 'amount': 69232, 'cost_basis': 19.247070738328986, 'last_sale_price': 18.62}]",1.00116633845831,10673758.74,10632799.73,10673758.74,10632799.73,-12386.995815005375,-12386.995815005375,10620412.734184995,5,0,10632799.73,0.06204127341850074,0.1043895938941865,0.0,0.0,,,1.18726605746283,1.758267566254275,-0.03309543677930903,2.6516207406249994,0.0,0.0,128,2021-06,"[0.06959102302789688, 0.3328968584537506, 0.06714171171188354, 0.4073895215988159, 0.1229809895157814]"
2021-06-21 20:00:00+00:00,2021-06-21 13:31:00+00:00,2021-06-21 20:00:00+00:00,0.0,0.005344958852631519,10687182.25,54382.51999999955,0.0,0.0,"[{'id': 'a0ec81cc680a4569b9aab01f47268981', 'dt': Timestamp('2021-06-21 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-21 20:00:00+0000', tz='UTC'), 'amount': -39896, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '7ddc8c9a46f9443ea0de7f3eba3d85ad', 'dt': Timestamp('2021-06-21 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-21 20:00:00+0000', tz='UTC'), 'amount': 7846, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '3962c9b9d2d7420ba7d92de54c5b9fd4', 'dt': Timestamp('2021-06-21 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-21 20:00:00+0000', tz='UTC'), 'amount': -12140, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'ff2d9763057e494d9fb9eb2d9f49d12e', 'dt': Timestamp('2021-06-21 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-21 20:00:00+0000', tz='UTC'), 'amount': -8524, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '355059df7a8e4219a6a50a5844cc41af', 'dt': Timestamp('2021-06-21 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-21 20:00:00+0000', tz='UTC'), 'amount': 65002, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",[],1.0011603965715548,"[{'sid': Equity(4 [VWO]), 'amount': 13641, 'cost_basis': 54.56877289641522, 'last_sale_price': 53.64}, {'sid': Equity(2 [SPY]), 'amount': 8421, 'cost_basis': 416.7852519093077, 'last_sale_price': 420.86}, {'sid': Equity(3 [VNQ]), 'amount': 6847, 'cost_basis': 104.41431933109392, 'last_sale_price': 103.89}, {'sid': Equity(1 [LQD]), 'amount': 32907, 'cost_basis': 132.89118981180278, 'last_sale_price': 133.56}, {'sid': Equity(0 [DBC]), 'amount': 69232, 'cost_basis': 19.247070738328986, 'last_sale_price': 18.85}]",1.0011603965715548,10632799.73,10687182.25,10632799.73,10687182.25,-12386.995815005375,-12386.995815005375,10674795.254184995,5,0,10687182.25,0.06747952541850077,0.10418208633970247,0.0,0.0,,,1.2764231374729538,1.89390108798636,-0.03309543677930903,2.6516207406249994,0.0,0.0,129,2021-06,"[-0.13193386793136597, 0.641353964805603, -0.05151877552270889, 0.30506137013435364, 0.23703718185424805]"
