,period_open,period_close,portfolio_value,net_leverage,gross_leverage,capital_used,starting_cash,longs_count,ending_exposure,ending_value,orders,starting_exposure,transactions,ending_cash,starting_value,positions,short_exposure,short_value,pnl,long_exposure,shorts_count,long_value,returns,max_leverage,sharpe,treasury_period_return,period_label,algo_volatility,sortino,trading_days,benchmark_period_return,benchmark_volatility,alpha,beta,excess_return,max_drawdown,algorithm_period_return,weights
2021-10-29 20:00:00+00:00,2021-10-29 13:31:00+00:00,2021-10-29 20:00:00+00:00,10818826.96989513,1.0145453329222063,1.265238772011961,0.0,-157363.4401048678,3,10976190.409999998,10976190.409999998,[],10988670.309999999,[],-157363.4401048678,10988670.309999999,"[{'sid': Equity(4 [VWO]), 'amount': 8134, 'cost_basis': 51.65659568200726, 'last_sale_price': 50.660000000000004}, {'sid': Equity(2 [SPY]), 'amount': -1987, 'cost_basis': 454.47547655179477, 'last_sale_price': 459.25}, {'sid': Equity(3 [VNQ]), 'amount': -4068, 'cost_basis': 109.61996293095538, 'last_sale_price': 109.04}, {'sid': Equity(1 [LQD]), 'amount': 82473, 'cost_basis': 133.01275301461044, 'last_sale_price': 133.48}, {'sid': Equity(0 [DBC]), 'amount': 42704, 'cost_basis': 21.439144383770746, 'last_sale_price': 21.35}]",-1356104.47,-1356104.47,-12479.900000000373,12332294.879999999,2,12332294.879999999,-0.0007978619168460777,2.6519230700036527,0.9840054893556591,0.0,2021-10,0.09586613040999512,1.4507502371139374,221,0.0,0.0,,,0.0,-0.03769557024235703,0.08188269698951145,"[0.03872295096516609, -0.08294980973005295, -0.04076419770717621, 1.0000277757644653, 0.08496338129043579]"
2021-11-01 20:00:00+00:00,2021-11-01 13:31:00+00:00,2021-11-01 20:00:00+00:00,10784642.319895132,1.0145914380317065,1.266777997337685,0.0,-157363.4401048678,3,10942005.76,10942005.76,"[{'id': 'dddf1ab73bf24f019bb12f4aeac66868', 'dt': Timestamp('2021-11-01 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-01 20:00:00+0000', tz='UTC'), 'amount': -9208, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '51d5e6d612cf480db430cb288c36eb54', 'dt': Timestamp('2021-11-01 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-01 20:00:00+0000', tz='UTC'), 'amount': 25429, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'c9b761dd2b924b62aeb7813b8f546026', 'dt': Timestamp('2021-11-01 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-01 20:00:00+0000', tz='UTC'), 'amount': -1493, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '0011e29c8caf4f049a994b50ae96f301', 'dt': Timestamp('2021-11-01 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-01 20:00:00+0000', tz='UTC'), 'amount': -83189, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '5d945895be5149729e2d2bb21638b04e', 'dt': Timestamp('2021-11-01 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-01 20:00:00+0000', tz='UTC'), 'amount': -7391, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",10976190.409999998,[],-157363.4401048678,10976190.409999998,"[{'sid': Equity(4 [VWO]), 'amount': 8134, 'cost_basis': 51.65659568200726, 'last_sale_price': 51.15}, {'sid': Equity(2 [SPY]), 'amount': -1987, 'cost_basis': 454.47547655179477, 'last_sale_price': 460.04}, {'sid': Equity(3 [VNQ]), 'amount': -4068, 'cost_basis': 109.61996293095538, 'last_sale_price': 109.58}, {'sid': Equity(1 [LQD]), 'amount': 82473, 'cost_basis': 133.01275301461044, 'last_sale_price': 132.98}, {'sid': Equity(0 [DBC]), 'amount': 42704, 'cost_basis': 21.439144383770746, 'last_sale_price': 21.51}]",-1359870.9200000002,-1359870.9200000002,-34184.64999999851,12301876.68,2,12301876.68,-0.002902190760389562,2.6519230700036527,0.9435671212674173,0.0,2021-11,0.09572307608569135,1.3903233768208165,222,0.0,0.0,,,0.0,-0.03769557024235703,0.07846423198951147,"[-0.005094632972031832, 1.0000053644180298, -0.056512702256441116, -0.008829299360513687, 0.07043129950761795]"
2021-11-02 20:00:00+00:00,2021-11-02 13:31:00+00:00,2021-11-02 20:00:00+00:00,10804878.03249236,1.0020808284406386,1.1431652678406794,134880.3425972294,-157363.4401048678,2,10827361.13,10827361.13,"[{'id': 'dddf1ab73bf24f019bb12f4aeac66868', 'dt': Timestamp('2021-11-02 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-01 20:00:00+0000', tz='UTC'), 'amount': -9208, 'filled': -9208, 'commission': 46.578387156, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '51d5e6d612cf480db430cb288c36eb54', 'dt': Timestamp('2021-11-02 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-01 20:00:00+0000', tz='UTC'), 'amount': 25429, 'filled': 25429, 'commission': 1175.1527927550003, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'c9b761dd2b924b62aeb7813b8f546026', 'dt': Timestamp('2021-11-02 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-01 20:00:00+0000', tz='UTC'), 'amount': -1493, 'filled': -1493, 'commission': 16.429711035, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '0011e29c8caf4f049a994b50ae96f301', 'dt': Timestamp('2021-11-02 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-01 20:00:00+0000', tz='UTC'), 'amount': -83189, 'filled': -83189, 'commission': 1109.9347160195002, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '5d945895be5149729e2d2bb21638b04e', 'dt': Timestamp('2021-11-02 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-01 20:00:00+0000', tz='UTC'), 'amount': -7391, 'filled': -7391, 'commission': 15.934415806500004, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",10942005.76,"[{'amount': -9208, 'dt': Timestamp('2021-11-02 20:00:00+0000', tz='UTC'), 'price': 50.584694999999996, 'order_id': 'dddf1ab73bf24f019bb12f4aeac66868', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 25429, 'dt': Timestamp('2021-11-02 20:00:00+0000', tz='UTC'), 'price': 462.13095000000004, 'order_id': '51d5e6d612cf480db430cb288c36eb54', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -1493, 'dt': Timestamp('2021-11-02 20:00:00+0000', tz='UTC'), 'price': 110.04495000000001, 'order_id': 'c9b761dd2b924b62aeb7813b8f546026', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -83189, 'dt': Timestamp('2021-11-02 20:00:00+0000', tz='UTC'), 'price': 133.423255, 'order_id': '0011e29c8caf4f049a994b50ae96f301', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -7391, 'dt': Timestamp('2021-11-02 20:00:00+0000', tz='UTC'), 'price': 21.559215000000002, 'order_id': '5d945895be5149729e2d2bb21638b04e', 'sid': Equity(0 [DBC]), 'commission': None}]",-22483.097507641218,10942005.76,"[{'sid': Equity(4 [VWO]), 'amount': -1074, 'cost_basis': 50.54132592443575, 'last_sale_price': 50.61}, {'sid': Equity(2 [SPY]), 'amount': 23442, 'cost_basis': 462.18108022748726, 'last_sale_price': 461.90000000000003}, {'sid': Equity(3 [VNQ]), 'amount': -5561, 'cost_basis': 109.73110768604415, 'last_sale_price': 110.10000000000001}, {'sid': Equity(1 [LQD]), 'amount': -716, 'cost_basis': 131.87306684913477, 'last_sale_price': 133.49}, {'sid': Equity(0 [DBC]), 'amount': 35313, 'cost_basis': 21.439595617475234, 'last_sale_price': 21.57}]",-762200.0800000001,-762200.0800000001,20235.712597228587,11589561.21,3,11589561.21,0.0020470513365940073,2.6519230700036527,0.9635221464289538,0.0,2021-11,0.09552087039292675,1.4199148329322315,223,0.0,0.0,,,0.0,-0.03769557024235703,0.08048780324923421,"[-0.005094632972031832, 1.0000053644180298, -0.056512702256441116, -0.008829299360513687, 0.07043129950761795]"
2021-11-03 20:00:00+00:00,2021-11-03 13:31:00+00:00,2021-11-03 20:00:00+00:00,10849350.81249236,1.002072298877252,1.1429860923771962,0.0,-22483.097507641218,2,10871833.91,10871833.91,[],10827361.13,[],-22483.097507641218,10827361.13,"[{'sid': Equity(4 [VWO]), 'amount': -1074, 'cost_basis': 50.54132592443575, 'last_sale_price': 50.980000000000004}, {'sid': Equity(2 [SPY]), 'amount': 23442, 'cost_basis': 462.18108022748726, 'last_sale_price': 464.72}, {'sid': Equity(3 [VNQ]), 'amount': -5561, 'cost_basis': 109.73110768604415, 'last_sale_price': 110.47}, {'sid': Equity(1 [LQD]), 'amount': -716, 'cost_basis': 131.87306684913477, 'last_sale_price': 133.15}, {'sid': Equity(0 [DBC]), 'amount': 35313, 'cost_basis': 21.439595617475234, 'last_sale_price': 21.02}]",-764411.5900000001,-764411.5900000001,44472.77999999933,11636245.5,3,11636245.5,0.004333042833579376,2.6519230700036527,1.0090852233771281,0.0,2021-11,0.09538945226985494,1.488339825350733,224,0.0,0.0,,,0.0,-0.03769557024235703,0.08493508124923399,"[-0.005094632972031832, 1.0000053644180298, -0.056512702256441116, -0.008829299360513687, 0.07043129950761795]"
2021-11-04 20:00:00+00:00,2021-11-04 13:31:00+00:00,2021-11-04 20:00:00+00:00,10901554.09249236,1.0020623754482054,1.141300431519986,0.0,-22483.097507641218,2,10924037.190000001,10924037.190000001,[],10871833.91,[],-22483.097507641218,10871833.91,"[{'sid': Equity(4 [VWO]), 'amount': -1074, 'cost_basis': 50.54132592443575, 'last_sale_price': 50.870000000000005}, {'sid': Equity(2 [SPY]), 'amount': 23442, 'cost_basis': 462.18108022748726, 'last_sale_price': 466.91}, {'sid': Equity(3 [VNQ]), 'amount': -5561, 'cost_basis': 109.73110768604415, 'last_sale_price': 109.42}, {'sid': Equity(1 [LQD]), 'amount': -716, 'cost_basis': 131.87306684913477, 'last_sale_price': 133.85}, {'sid': Equity(0 [DBC]), 'amount': 35313, 'cost_basis': 21.439595617475234, 'last_sale_price': 20.89}]",-758955.6,-758955.6,52203.28000000119,11682992.790000001,3,11682992.790000001,0.005099557342280029,2.6519230700036527,1.0621844047090778,0.0,2021-11,0.09529167401900451,1.5685415526754425,225,0.0,0.0,,,0.0,-0.03769557024235703,0.09015540924923404,"[-0.005094632972031832, 1.0000053644180298, -0.056512702256441116, -0.008829299360513687, 0.07043129950761795]"
2021-11-05 20:00:00+00:00,2021-11-05 13:31:00+00:00,2021-11-05 20:00:00+00:00,10945933.582492359,1.0020540136972511,1.1414286799605402,0.0,-22483.097507641218,2,10968416.68,10968416.68,[],10924037.190000001,[],-22483.097507641218,10924037.190000001,"[{'sid': Equity(4 [VWO]), 'amount': -1074, 'cost_basis': 50.54132592443575, 'last_sale_price': 50.89}, {'sid': Equity(2 [SPY]), 'amount': 23442, 'cost_basis': 462.18108022748726, 'last_sale_price': 468.53000000000003}, {'sid': Equity(3 [VNQ]), 'amount': -5561, 'cost_basis': 109.73110768604415, 'last_sale_price': 109.98}, {'sid': Equity(1 [LQD]), 'amount': -716, 'cost_basis': 131.87306684913477, 'last_sale_price': 134.83}, {'sid': Equity(0 [DBC]), 'amount': 35313, 'cost_basis': 21.439595617475234, 'last_sale_price': 21.18}]",-762792.92,-762792.92,44379.48999999836,11731209.6,3,11731209.6,0.004433977368665201,2.6519230700036527,1.1066655368202978,0.0,2021-11,0.09515859311179406,1.635567641337665,226,0.0,0.0,,,0.0,-0.03769557024235703,0.09459335824923398,"[-0.005094632972031832, 1.0000053644180298, -0.056512702256441116, -0.008829299360513687, 0.07043129950761795]"
2021-11-08 21:00:00+00:00,2021-11-08 14:31:00+00:00,2021-11-08 21:00:00+00:00,10960054.30249236,1.0020513673461022,1.1412185044699708,0.0,-22483.097507641218,2,10982537.4,10982537.4,"[{'id': '88bfc702256648afafc629c3ab418b3a', 'dt': Timestamp('2021-11-08 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-08 21:00:00+0000', tz='UTC'), 'amount': -26863, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '6ae56226692c425195193e1749f8923b', 'dt': Timestamp('2021-11-08 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-08 21:00:00+0000', tz='UTC'), 'amount': -16794, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'dbaf5842a1184d0791f26c3cefd689ba', 'dt': Timestamp('2021-11-08 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-08 21:00:00+0000', tz='UTC'), 'amount': 4844, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '2c1164d5e3ad4b2f951af06e231b3f14', 'dt': Timestamp('2021-11-08 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-08 21:00:00+0000', tz='UTC'), 'amount': 68083, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '7011cc157ced4f77922dba7619c16799', 'dt': Timestamp('2021-11-08 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-08 21:00:00+0000', tz='UTC'), 'amount': -21423, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",10968416.68,[],-22483.097507641218,10968416.68,"[{'sid': Equity(4 [VWO]), 'amount': -1074, 'cost_basis': 50.54132592443575, 'last_sale_price': 51.42}, {'sid': Equity(2 [SPY]), 'amount': 23442, 'cost_basis': 462.18108022748726, 'last_sale_price': 468.93}, {'sid': Equity(3 [VNQ]), 'amount': -5561, 'cost_basis': 109.73110768604415, 'last_sale_price': 109.89}, {'sid': Equity(1 [LQD]), 'amount': -716, 'cost_basis': 131.87306684913477, 'last_sale_price': 134.52}, {'sid': Equity(0 [DBC]), 'amount': 35313, 'cost_basis': 21.439595617475234, 'last_sale_price': 21.31}]",-762639.69,-762639.69,14120.72000000067,11745177.09,3,11745177.09,0.001609710292547671,2.6519230700036527,1.1192668548030573,0.0,2021-11,0.09495227849559959,1.6542527082604837,227,0.0,0.0,,,0.0,-0.03769557024235703,0.09600543024923414,"[-0.1310727298259735, 0.2844086289405823, -0.007181461434811354, 0.8268402814865112, 0.027005383744835854]"
2021-11-09 21:00:00+00:00,2021-11-09 14:31:00+00:00,2021-11-09 21:00:00+00:00,10916894.73291811,1.0057681427386134,1.2827874778139117,-40487.10957424715,-22483.097507641218,3,10979864.939999998,10979864.939999998,"[{'id': '88bfc702256648afafc629c3ab418b3a', 'dt': Timestamp('2021-11-09 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-08 21:00:00+0000', tz='UTC'), 'amount': -26863, 'filled': -26863, 'commission': 137.73828640500003, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '6ae56226692c425195193e1749f8923b', 'dt': Timestamp('2021-11-09 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-08 21:00:00+0000', tz='UTC'), 'amount': -16794, 'filled': -16794, 'commission': 784.525513014, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'dbaf5842a1184d0791f26c3cefd689ba', 'dt': Timestamp('2021-11-09 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-08 21:00:00+0000', tz='UTC'), 'amount': 4844, 'filled': 4844, 'commission': 53.349413376, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '2c1164d5e3ad4b2f951af06e231b3f14', 'dt': Timestamp('2021-11-09 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-08 21:00:00+0000', tz='UTC'), 'amount': 68083, 'filled': 68083, 'commission': 918.7626557520001, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '7011cc157ced4f77922dba7619c16799', 'dt': Timestamp('2021-11-09 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-08 21:00:00+0000', tz='UTC'), 'amount': -21423, 'filled': -21423, 'commission': 45.99359569800001, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",10982537.4,"[{'amount': -26863, 'dt': Timestamp('2021-11-09 21:00:00+0000', tz='UTC'), 'price': 51.274350000000005, 'order_id': '88bfc702256648afafc629c3ab418b3a', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -16794, 'dt': Timestamp('2021-11-09 21:00:00+0000', tz='UTC'), 'price': 467.14630999999997, 'order_id': '6ae56226692c425195193e1749f8923b', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 4844, 'dt': Timestamp('2021-11-09 21:00:00+0000', tz='UTC'), 'price': 110.13504, 'order_id': 'dbaf5842a1184d0791f26c3cefd689ba', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 68083, 'dt': Timestamp('2021-11-09 21:00:00+0000', tz='UTC'), 'price': 134.94744, 'order_id': '2c1164d5e3ad4b2f951af06e231b3f14', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -21423, 'dt': Timestamp('2021-11-09 21:00:00+0000', tz='UTC'), 'price': 21.469260000000002, 'order_id': '7011cc157ced4f77922dba7619c16799', 'sid': Equity(0 [DBC]), 'commission': None}]",-62970.20708188748,10982537.4,"[{'sid': Equity(4 [VWO]), 'amount': -27937, 'cost_basis': 51.24123956782901, 'last_sale_price': 51.300000000000004}, {'sid': Equity(2 [SPY]), 'amount': 6648, 'cost_basis': 462.29908948034733, 'last_sale_price': 467.38}, {'sid': Equity(3 [VNQ]), 'amount': -717, 'cost_basis': 109.65670125176801, 'last_sale_price': 110.08}, {'sid': Equity(1 [LQD]), 'amount': 67367, 'cost_basis': 134.96107817085147, 'last_sale_price': 134.88}, {'sid': Equity(0 [DBC]), 'amount': 13890, 'cost_basis': 21.44290689146357, 'last_sale_price': 21.48}]",-1512095.4600000002,-1512095.4600000002,-43159.56957424991,12491960.399999999,2,12491960.399999999,-0.0037769055329946915,2.6519230700036527,1.069630366123538,0.0,2021-11,0.09485370036293655,1.5794340728693823,228,0.0,0.0,,,0.0,-0.03769557024235703,0.09168947329180921,"[-0.1310727298259735, 0.2844086289405823, -0.007181461434811354, 0.8268402814865112, 0.027005383744835854]"
2021-11-10 21:00:00+00:00,2021-11-10 14:31:00+00:00,2021-11-10 21:00:00+00:00,10799458.342918113,1.0058308671678133,1.2850705405147216,0.0,-62970.20708188748,3,10862428.55,10862428.55,[],10979864.939999998,[],-62970.20708188748,10979864.939999998,"[{'sid': Equity(4 [VWO]), 'amount': -27937, 'cost_basis': 51.24123956782901, 'last_sale_price': 51.160000000000004}, {'sid': Equity(2 [SPY]), 'amount': 6648, 'cost_basis': 462.29908948034733, 'last_sale_price': 463.62}, {'sid': Equity(3 [VNQ]), 'amount': -717, 'cost_basis': 109.65670125176801, 'last_sale_price': 109.57000000000001}, {'sid': Equity(1 [LQD]), 'amount': 67367, 'cost_basis': 134.96107817085147, 'last_sale_price': 133.5}, {'sid': Equity(0 [DBC]), 'amount': 13890, 'cost_basis': 21.44290689146357, 'last_sale_price': 21.21}]",-1507818.61,-1507818.61,-117436.38999999687,12370247.16,2,12370247.16,-0.01052762623727695,2.6519230700036527,0.9351018070274157,0.0,2021-11,0.09536674231681287,1.3702230210602537,229,0.0,0.0,,,0.0,-0.03769557024235703,0.07994583429180957,"[-0.1310727298259735, 0.2844086289405823, -0.007181461434811354, 0.8268402814865112, 0.027005383744835854]"
2021-11-11 21:00:00+00:00,2021-11-11 14:31:00+00:00,2021-11-11 21:00:00+00:00,10752225.962918112,1.0058564810020787,1.2909197293536931,0.0,-62970.20708188748,3,10815196.17,10815196.17,[],10862428.55,[],-62970.20708188748,10862428.55,"[{'sid': Equity(4 [VWO]), 'amount': -27937, 'cost_basis': 51.24123956782901, 'last_sale_price': 52.04}, {'sid': Equity(2 [SPY]), 'amount': 6648, 'cost_basis': 462.29908948034733, 'last_sale_price': 463.77}, {'sid': Equity(3 [VNQ]), 'amount': -717, 'cost_basis': 109.65670125176801, 'last_sale_price': 109.75}, {'sid': Equity(1 [LQD]), 'amount': 67367, 'cost_basis': 134.96107817085147, 'last_sale_price': 133.12}, {'sid': Equity(0 [DBC]), 'amount': 13890, 'cost_basis': 21.44290689146357, 'last_sale_price': 21.36}]",-1532532.23,-1532532.23,-47232.38000000082,12347728.4,2,12347728.4,-0.004017084556032694,2.6519230700036527,0.881527084010647,0.0,2021-11,0.09528686615015006,1.2902499731854402,230,0.0,0.0,,,0.0,-0.03769557024235703,0.07522259629180938,"[-0.1310727298259735, 0.2844086289405823, -0.007181461434811354, 0.8268402814865112, 0.027005383744835854]"
2021-11-12 21:00:00+00:00,2021-11-12 14:31:00+00:00,2021-11-12 21:00:00+00:00,10764585.762918113,1.005849756643568,1.2907826623356615,0.0,-62970.20708188748,3,10827555.97,10827555.97,[],10815196.17,[],-62970.20708188748,10815196.17,"[{'sid': Equity(4 [VWO]), 'amount': -27937, 'cost_basis': 51.24123956782901, 'last_sale_price': 52.08}, {'sid': Equity(2 [SPY]), 'amount': 6648, 'cost_basis': 462.29908948034733, 'last_sale_price': 467.27}, {'sid': Equity(3 [VNQ]), 'amount': -717, 'cost_basis': 109.65670125176801, 'last_sale_price': 109.67}, {'sid': Equity(1 [LQD]), 'amount': 67367, 'cost_basis': 134.96107817085147, 'last_sale_price': 132.98}, {'sid': Equity(0 [DBC]), 'amount': 13890, 'cost_basis': 21.44290689146357, 'last_sale_price': 21.330000000000002}]",-1533592.3499999999,-1533592.3499999999,12359.800000000745,12361148.32,2,12361148.32,0.001557049990994092,2.6519230700036527,0.8927784652305374,0.0,2021-11,0.09508331670142284,1.3067582637298534,231,0.0,0.0,,,0.0,-0.03769557024235703,0.07645857629180952,"[-0.1310727298259735, 0.2844086289405823, -0.007181461434811354, 0.8268402814865112, 0.027005383744835854]"
2021-11-15 21:00:00+00:00,2021-11-15 14:31:00+00:00,2021-11-15 21:00:00+00:00,10699989.282918112,1.0058850719768866,1.2921191418454816,0.0,-62970.20708188748,3,10762959.49,10762959.49,"[{'id': 'd9149634ee464704ac7aafb3063fae94', 'dt': Timestamp('2021-11-15 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-15 21:00:00+0000', tz='UTC'), 'amount': 126359, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'c58f598e25db4eb68ba81b48c362f5d5', 'dt': Timestamp('2021-11-15 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-15 21:00:00+0000', tz='UTC'), 'amount': -5530, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '28ae478e054b4f04b04307e051361757', 'dt': Timestamp('2021-11-15 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-15 21:00:00+0000', tz='UTC'), 'amount': -4607, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '0d345b5d7fc745edafb0bf401f71935c', 'dt': Timestamp('2021-11-15 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-15 21:00:00+0000', tz='UTC'), 'amount': -45411, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '01a33f46ef6a4be798139fd4735b4233', 'dt': Timestamp('2021-11-15 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-15 21:00:00+0000', tz='UTC'), 'amount': 115078, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",10827555.97,[],-62970.20708188748,10827555.97,"[{'sid': Equity(4 [VWO]), 'amount': -27937, 'cost_basis': 51.24123956782901, 'last_sale_price': 51.980000000000004}, {'sid': Equity(2 [SPY]), 'amount': 6648, 'cost_basis': 462.29908948034733, 'last_sale_price': 467.43}, {'sid': Equity(3 [VNQ]), 'amount': -717, 'cost_basis': 109.65670125176801, 'last_sale_price': 110.44}, {'sid': Equity(1 [LQD]), 'amount': 67367, 'cost_basis': 134.96107817085147, 'last_sale_price': 131.97}, {'sid': Equity(0 [DBC]), 'amount': 13890, 'cost_basis': 21.44290689146357, 'last_sale_price': 21.34}]",-1531350.74,-1531350.74,-64596.48000000045,12294310.23,2,12294310.23,-0.005871835039950819,2.6519230700036527,0.820174650330774,0.0,2021-11,0.0951069305482643,1.1978202475586603,232,0.0,0.0,,,0.0,-0.03769557024235703,0.06999892829180943,"[0.4781331419944763, 0.04882749915122986, -0.054961275309324265, 0.2707873284816742, 0.2572132349014282]"
