,period_open,period_close,portfolio_value,net_leverage,gross_leverage,capital_used,starting_cash,longs_count,ending_exposure,ending_value,orders,starting_exposure,transactions,ending_cash,starting_value,positions,short_exposure,short_value,pnl,long_exposure,shorts_count,long_value,returns,max_leverage,sharpe,treasury_period_return,period_label,algo_volatility,sortino,trading_days,benchmark_period_return,benchmark_volatility,alpha,beta,excess_return,max_drawdown,algorithm_period_return,weights
2022-03-25 20:00:00+00:00,2022-03-25 13:31:00+00:00,2022-03-25 20:00:00+00:00,10244116.256675415,1.0073599870828736,1.843380883899543,0.0,-75396.5633245857,3,10319512.82,10319512.82,[],10242584.83,[],-75396.5633245857,10242584.83,"[{'sid': Equity(4 [VWO]), 'amount': -60235, 'cost_basis': 42.76156560713687, 'last_sale_price': 46.09}, {'sid': Equity(2 [SPY]), 'amount': 19592, 'cost_basis': 446.76307408536445, 'last_sale_price': 452.69}, {'sid': Equity(3 [VNQ]), 'amount': -14176, 'cost_basis': 105.88266790392241, 'last_sale_price': 106.23}, {'sid': Equity(1 [LQD]), 'amount': 6291, 'cost_basis': 120.86322236535648, 'last_sale_price': 119.27}, {'sid': Equity(0 [DBC]), 'amount': 183440, 'cost_basis': 26.58795194319729, 'last_sale_price': 27.16}]",-4282147.630000001,-4282147.630000001,76927.99000000022,14601660.450000001,2,14601660.450000001,0.008066973116873292,2.6519230700036527,0.21489527351291193,0.0,2022-03,0.12272918893154802,0.3125690554257991,322,0.0,0.0,,,0.0,-0.17346493814695926,0.02441162566753885,"[-0.273284912109375, 0.8628522157669067, -0.14857466518878937, 0.07488180696964264, 0.484125554561615]"
2022-03-28 20:00:00+00:00,2022-03-28 13:31:00+00:00,2022-03-28 20:00:00+00:00,10069841.226675415,1.0074873636661577,1.8629530384555575,0.0,-75396.5633245857,3,10145237.790000001,10145237.790000001,"[{'id': '5eedf8abaa124e09b5697970c0ff5e18', 'dt': Timestamp('2022-03-28 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-03-28 20:00:00+0000', tz='UTC'), 'amount': 61341, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'a142ced5bc364f48b9ff49f1d6184ee5', 'dt': Timestamp('2022-03-28 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-03-28 20:00:00+0000', tz='UTC'), 'amount': -65, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'af2a073fff924605a030038dce43e2ed', 'dt': Timestamp('2022-03-28 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-03-28 20:00:00+0000', tz='UTC'), 'amount': 11697, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '5c1ff12b2f2d4c31a3d25933c832ac5e', 'dt': Timestamp('2022-03-28 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-03-28 20:00:00+0000', tz='UTC'), 'amount': -1762, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '8616b3bd34b941f68d1fb2b757314090', 'dt': Timestamp('2022-03-28 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-03-28 20:00:00+0000', tz='UTC'), 'amount': -151133, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",10319512.82,[],-75396.5633245857,10319512.82,"[{'sid': Equity(4 [VWO]), 'amount': -60235, 'cost_basis': 42.76156560713687, 'last_sale_price': 46.24}, {'sid': Equity(2 [SPY]), 'amount': 19592, 'cost_basis': 446.76307408536445, 'last_sale_price': 455.91}, {'sid': Equity(3 [VNQ]), 'amount': -14176, 'cost_basis': 105.88266790392241, 'last_sale_price': 107.36}, {'sid': Equity(1 [LQD]), 'amount': 6291, 'cost_basis': 120.86322236535648, 'last_sale_price': 119.93}, {'sid': Equity(0 [DBC]), 'amount': 183440, 'cost_basis': 26.58795194319729, 'last_sale_price': 25.98}]",-4307201.76,-4307201.76,-174275.02999999933,14452439.55,2,14452439.55,-0.01673553428439689,2.6519230700036527,0.10544938536795669,0.0,2022-03,0.12346764907182103,0.15213924334810638,323,0.0,0.0,,,0.0,-0.17346493814695926,0.0069841226675388945,"[0.005078734830021858, 0.8840618133544922, -0.02642430178821087, 0.05393359810113907, 0.08335015922784805]"
2022-03-29 20:00:00+00:00,2022-03-29 13:31:00+00:00,2022-03-29 20:00:00+00:00,10112602.422623925,1.0067599470956297,1.060940716506105,7035.905948512256,-75396.5633245857,4,10180963.079999998,10180963.079999998,"[{'id': '5eedf8abaa124e09b5697970c0ff5e18', 'dt': Timestamp('2022-03-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-03-28 20:00:00+0000', tz='UTC'), 'amount': 61341, 'filled': 61341, 'commission': 288.1399929975, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'a142ced5bc364f48b9ff49f1d6184ee5', 'dt': Timestamp('2022-03-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-03-28 20:00:00+0000', tz='UTC'), 'amount': -65, 'filled': -65, 'commission': 2.9985749625, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'af2a073fff924605a030038dce43e2ed', 'dt': Timestamp('2022-03-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-03-28 20:00:00+0000', tz='UTC'), 'amount': 11697, 'filled': 11697, 'commission': 129.3281787735, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '5c1ff12b2f2d4c31a3d25933c832ac5e', 'dt': Timestamp('2022-03-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-03-28 20:00:00+0000', tz='UTC'), 'amount': -1762, 'filled': -1762, 'commission': 21.298973186, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '8616b3bd34b941f68d1fb2b757314090', 'dt': Timestamp('2022-03-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-03-28 20:00:00+0000', tz='UTC'), 'amount': -151133, 'filled': -151133, 'commission': 393.9577865680001, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",10145237.790000001,"[{'amount': 61341, 'dt': Timestamp('2022-03-29 20:00:00+0000', tz='UTC'), 'price': 46.973475, 'order_id': '5eedf8abaa124e09b5697970c0ff5e18', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -65, 'dt': Timestamp('2022-03-29 20:00:00+0000', tz='UTC'), 'price': 461.319225, 'order_id': 'a142ced5bc364f48b9ff49f1d6184ee5', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 11697, 'dt': Timestamp('2022-03-29 20:00:00+0000', tz='UTC'), 'price': 110.56525500000001, 'order_id': 'af2a073fff924605a030038dce43e2ed', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -1762, 'dt': Timestamp('2022-03-29 20:00:00+0000', tz='UTC'), 'price': 120.87953, 'order_id': '5c1ff12b2f2d4c31a3d25933c832ac5e', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -151133, 'dt': Timestamp('2022-03-29 20:00:00+0000', tz='UTC'), 'price': 26.06696, 'order_id': '8616b3bd34b941f68d1fb2b757314090', 'sid': Equity(0 [DBC]), 'commission': None}]",-68360.65737607291,10145237.790000001,"[{'sid': Equity(4 [VWO]), 'amount': 1106, 'cost_basis': 47.23399940596519, 'last_sale_price': 46.95}, {'sid': Equity(2 [SPY]), 'amount': 19527, 'cost_basis': 446.7632276458173, 'last_sale_price': 461.55}, {'sid': Equity(3 [VNQ]), 'amount': -2479, 'cost_basis': 105.83049840865274, 'last_sale_price': 110.51}, {'sid': Equity(1 [LQD]), 'amount': 4529, 'cost_basis': 120.86792516358702, 'last_sale_price': 120.94}, {'sid': Equity(0 [DBC]), 'amount': 32307, 'cost_basis': 26.60014613599043, 'last_sale_price': 26.080000000000002}]",-273954.29000000004,-273954.29000000004,42761.1959485095,10454917.37,1,10454917.37,0.00459592145029544,2.6519230700036527,0.1320194626083922,0.0,2022-03,0.12333187155520854,0.19055859711027398,324,0.0,0.0,,,0.0,-0.17346493814695926,0.011260242262389752,"[0.005078734830021858, 0.8840618133544922, -0.02642430178821087, 0.05393359810113907, 0.08335015922784805]"
2022-03-30 20:00:00+00:00,2022-03-30 13:31:00+00:00,2022-03-30 20:00:00+00:00,10075319.722623928,1.006784961595072,1.060772546602284,0.0,-68360.65737607291,4,10143680.38,10143680.38,[],10180963.079999998,[],-68360.65737607291,10180963.079999998,"[{'sid': Equity(4 [VWO]), 'amount': 1106, 'cost_basis': 47.23399940596519, 'last_sale_price': 46.89}, {'sid': Equity(2 [SPY]), 'amount': 19527, 'cost_basis': 446.7632276458173, 'last_sale_price': 458.7}, {'sid': Equity(3 [VNQ]), 'amount': -2479, 'cost_basis': 105.83049840865274, 'last_sale_price': 109.71000000000001}, {'sid': Equity(1 [LQD]), 'amount': 4529, 'cost_basis': 120.86792516358702, 'last_sale_price': 121.22}, {'sid': Equity(0 [DBC]), 'amount': 32307, 'cost_basis': 26.60014613599043, 'last_sale_price': 26.55}]",-271971.09,-271971.09,-37282.69999999739,10415651.47,1,10415651.47,-0.0033121656853523818,2.6519230700036527,0.10856336999784567,0.0,2022-03,0.12318569553481527,0.15664402340220301,325,0.0,0.0,,,0.0,-0.17346493814695926,0.0075319722623898855,"[0.005078734830021858, 0.8840618133544922, -0.02642430178821087, 0.05393359810113907, 0.08335015922784805]"
2022-03-31 20:00:00+00:00,2022-03-31 13:31:00+00:00,2022-03-31 20:00:00+00:00,9922841.852623925,1.0068892216958991,1.0610368608480762,0.0,-68360.65737607291,4,9991202.509999998,9991202.509999998,[],10143680.38,[],-68360.65737607291,10143680.38,"[{'sid': Equity(4 [VWO]), 'amount': 1106, 'cost_basis': 47.23399940596519, 'last_sale_price': 46.13}, {'sid': Equity(2 [SPY]), 'amount': 19527, 'cost_basis': 446.7632276458173, 'last_sale_price': 451.64}, {'sid': Equity(3 [VNQ]), 'amount': -2479, 'cost_basis': 105.83049840865274, 'last_sale_price': 108.37}, {'sid': Equity(1 [LQD]), 'amount': 4529, 'cost_basis': 120.86792516358702, 'last_sale_price': 120.94}, {'sid': Equity(0 [DBC]), 'amount': 32307, 'cost_basis': 26.60014613599043, 'last_sale_price': 26.060000000000002}]",-268649.23000000004,-268649.23000000004,-152477.8700000029,10259851.739999998,1,10259851.739999998,-0.014916327537520094,2.6519230700036527,0.013206667321681345,0.0,2022-03,0.12371867704527174,0.018938197656911477,326,0.0,0.0,,,0.0,-0.17346493814695926,-0.007715814737610405,"[0.005078734830021858, 0.8840618133544922, -0.02642430178821087, 0.05393359810113907, 0.08335015922784805]"
2022-04-01 20:00:00+00:00,2022-04-01 13:31:00+00:00,2022-04-01 20:00:00+00:00,9949750.542623926,1.0068705900799444,1.06192321051032,0.0,-68360.65737607291,4,10018111.2,10018111.2,[],9991202.509999998,[],-68360.65737607291,9991202.509999998,"[{'sid': Equity(4 [VWO]), 'amount': 1106, 'cost_basis': 47.23399940596519, 'last_sale_price': 47.01}, {'sid': Equity(2 [SPY]), 'amount': 19527, 'cost_basis': 446.7632276458173, 'last_sale_price': 452.92}, {'sid': Equity(3 [VNQ]), 'amount': -2479, 'cost_basis': 105.83049840865274, 'last_sale_price': 110.48}, {'sid': Equity(1 [LQD]), 'amount': 4529, 'cost_basis': 120.86792516358702, 'last_sale_price': 121.09}, {'sid': Equity(0 [DBC]), 'amount': 32307, 'cost_basis': 26.60014613599043, 'last_sale_price': 26.23}]",-273879.92,-273879.92,26908.69000000134,10291991.12,1,10291991.12,0.0029828767699321052,2.6519230700036527,0.0300986507349301,0.0,2022-04,0.12355160570261871,0.04316886569428278,327,0.0,0.0,,,0.0,-0.17346493814695926,-0.0050249457376101425,"[0.005078734830021858, 0.8840618133544922, -0.02642430178821087, 0.05393359810113907, 0.08335015922784805]"
2022-04-04 20:00:00+00:00,2022-04-04 13:31:00+00:00,2022-04-04 20:00:00+00:00,10045816.562623927,1.0068048880795228,1.0610645410009203,0.0,-68360.65737607291,4,10114177.22,10114177.22,"[{'id': 'c9acb24ddbd34e2caf187a8e291800ea', 'dt': Timestamp('2022-04-04 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-04 20:00:00+0000', tz='UTC'), 'amount': 1723, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'e2e21f0aa9db49fbb51cfe6d28db7af2', 'dt': Timestamp('2022-04-04 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-04 20:00:00+0000', tz='UTC'), 'amount': -10356, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '4ada5296e7fc4974a9c362829f677934', 'dt': Timestamp('2022-04-04 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-04 20:00:00+0000', tz='UTC'), 'amount': 35161, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '613baed31ffa42e4824c2ed43e611ef0', 'dt': Timestamp('2022-04-04 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-04 20:00:00+0000', tz='UTC'), 'amount': 6560, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '1114c10fff8b44bcb46a288b0d126dd5', 'dt': Timestamp('2022-04-04 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-04 20:00:00+0000', tz='UTC'), 'amount': -3100, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",10018111.2,[],-68360.65737607291,10018111.2,"[{'sid': Equity(4 [VWO]), 'amount': 1106, 'cost_basis': 47.23399940596519, 'last_sale_price': 47.83}, {'sid': Equity(2 [SPY]), 'amount': 19527, 'cost_basis': 446.7632276458173, 'last_sale_price': 456.8}, {'sid': Equity(3 [VNQ]), 'amount': -2479, 'cost_basis': 105.83049840865274, 'last_sale_price': 109.94}, {'sid': Equity(1 [LQD]), 'amount': 4529, 'cost_basis': 120.86792516358702, 'last_sale_price': 121.51}, {'sid': Equity(0 [DBC]), 'amount': 32307, 'cost_basis': 26.60014613599043, 'last_sale_price': 26.73}]",-272541.26,-272541.26,96066.02000000142,10386718.48,1,10386718.48,0.009908822036921273,2.6519230700036527,0.0899734033463612,0.0,2022-04,0.12365160655705991,0.1293457529344887,328,0.0,0.0,,,0.0,-0.17346493814695926,0.004581656262390155,"[0.013472042046487331, 0.41700756549835205, 0.35767796635627747, 0.13412906229496002, 0.07771336287260056]"
2022-04-05 20:00:00+00:00,2022-04-05 13:31:00+00:00,2022-04-05 20:00:00+00:00,9911122.830150815,1.0031985477722813,1.0031985477722813,36659.457526886836,-68360.65737607291,5,9942824.030000001,9942824.030000001,"[{'id': 'c9acb24ddbd34e2caf187a8e291800ea', 'dt': Timestamp('2022-04-05 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-04 20:00:00+0000', tz='UTC'), 'amount': 1723, 'filled': 1723, 'commission': 8.100425188500001, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'e2e21f0aa9db49fbb51cfe6d28db7af2', 'dt': Timestamp('2022-04-05 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-04 20:00:00+0000', tz='UTC'), 'amount': -10356, 'filled': -10356, 'commission': 466.8531246660001, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '4ada5296e7fc4974a9c362829f677934', 'dt': Timestamp('2022-04-05 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-04 20:00:00+0000', tz='UTC'), 'amount': 35161, 'filled': 35161, 'commission': 384.85367067000004, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '613baed31ffa42e4824c2ed43e611ef0', 'dt': Timestamp('2022-04-05 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-04 20:00:00+0000', tz='UTC'), 'amount': 6560, 'filled': 6560, 'commission': 78.35243664000001, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '1114c10fff8b44bcb46a288b0d126dd5', 'dt': Timestamp('2022-04-05 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-04 20:00:00+0000', tz='UTC'), 'amount': -3100, 'filled': -3100, 'commission': 8.21399095, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",10114177.22,"[{'amount': 1723, 'dt': Timestamp('2022-04-05 20:00:00+0000', tz='UTC'), 'price': 47.013495, 'order_id': 'c9acb24ddbd34e2caf187a8e291800ea', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -10356, 'dt': Timestamp('2022-04-05 20:00:00+0000', tz='UTC'), 'price': 450.80448500000006, 'order_id': 'e2e21f0aa9db49fbb51cfe6d28db7af2', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 35161, 'dt': Timestamp('2022-04-05 20:00:00+0000', tz='UTC'), 'price': 109.4547, 'order_id': '4ada5296e7fc4974a9c362829f677934', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 6560, 'dt': Timestamp('2022-04-05 20:00:00+0000', tz='UTC'), 'price': 119.43969, 'order_id': '613baed31ffa42e4824c2ed43e611ef0', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -3100, 'dt': Timestamp('2022-04-05 20:00:00+0000', tz='UTC'), 'price': 26.496745, 'order_id': '1114c10fff8b44bcb46a288b0d126dd5', 'sid': Equity(0 [DBC]), 'commission': None}]",-31701.199849186753,10114177.22,"[{'sid': Equity(4 [VWO]), 'amount': 2829, 'cost_basis': 47.102564741317074, 'last_sale_price': 46.99}, {'sid': Equity(2 [SPY]), 'amount': 9171, 'cost_basis': 446.8141330132435, 'last_sale_price': 451.03000000000003}, {'sid': Equity(3 [VNQ]), 'amount': 32682, 'cost_basis': 109.46647570744355, 'last_sale_price': 109.4}, {'sid': Equity(1 [LQD]), 'amount': 11089, 'cost_basis': 120.03007952949099, 'last_sale_price': 119.38}, {'sid': Equity(0 [DBC]), 'amount': 29207, 'cost_basis': 26.600427369631337, 'last_sale_price': 26.51}]",0.0,0.0,-134693.73247311264,9942824.030000001,0,9942824.030000001,-0.013104314828950627,2.6519230700036527,0.0066247912443650825,0.0,2022-04,0.12402302813008269,0.009478884095263733,329,0.0,0.0,,,0.0,-0.17346493814695926,-0.008887716984921079,"[0.013472042046487331, 0.41700756549835205, 0.35767796635627747, 0.13412906229496002, 0.07771336287260056]"
2022-04-06 20:00:00+00:00,2022-04-06 13:31:00+00:00,2022-04-06 20:00:00+00:00,9896881.370150812,1.003203150433307,1.003203150433307,0.0,-31701.199849186753,5,9928582.569999998,9928582.569999998,[],9942824.030000001,[],-31701.199849186753,9942824.030000001,"[{'sid': Equity(4 [VWO]), 'amount': 2829, 'cost_basis': 47.102564741317074, 'last_sale_price': 46.47}, {'sid': Equity(2 [SPY]), 'amount': 9171, 'cost_basis': 446.8141330132435, 'last_sale_price': 446.52}, {'sid': Equity(3 [VNQ]), 'amount': 32682, 'cost_basis': 109.46647570744355, 'last_sale_price': 110.7}, {'sid': Equity(1 [LQD]), 'amount': 11089, 'cost_basis': 120.03007952949099, 'last_sale_price': 118.68}, {'sid': Equity(0 [DBC]), 'amount': 29207, 'cost_basis': 26.600427369631337, 'last_sale_price': 26.3}]",0.0,0.0,-14241.460000002757,9928582.569999998,0,9928582.569999998,-0.0013612537792022789,2.6519230700036527,-0.0022459893937044734,0.0,2022-04,0.12384079477472969,-0.0032134195700180487,330,0.0,0.0,,,0.0,-0.17346493814695926,-0.010311862984921372,"[0.013472042046487331, 0.41700756549835205, 0.35767796635627747, 0.13412906229496002, 0.07771336287260056]"
2022-04-07 20:00:00+00:00,2022-04-07 13:31:00+00:00,2022-04-07 20:00:00+00:00,9877133.740150813,1.0032095545816415,1.0032095545816415,0.0,-31701.199849186753,5,9908834.94,9908834.94,[],9928582.569999998,[],-31701.199849186753,9928582.569999998,"[{'sid': Equity(4 [VWO]), 'amount': 2829, 'cost_basis': 47.102564741317074, 'last_sale_price': 46.13}, {'sid': Equity(2 [SPY]), 'amount': 9171, 'cost_basis': 446.8141330132435, 'last_sale_price': 448.77}, {'sid': Equity(3 [VNQ]), 'amount': 32682, 'cost_basis': 109.46647570744355, 'last_sale_price': 109.60000000000001}, {'sid': Equity(1 [LQD]), 'amount': 11089, 'cost_basis': 120.03007952949099, 'last_sale_price': 118.13}, {'sid': Equity(0 [DBC]), 'amount': 29207, 'cost_basis': 26.600427369631337, 'last_sale_price': 26.39}]",0.0,0.0,-19747.629999998957,9908834.94,0,9908834.94,-0.0016962711011607665,2.6519230700036527,-0.014526429069577497,0.0,2022-04,0.12366525730926373,-0.0207812421292337,331,0.0,0.0,,,0.0,-0.17346493814695926,-0.012286625984921251,"[0.013472042046487331, 0.41700756549835205, 0.35767796635627747, 0.13412906229496002, 0.07771336287260056]"
2022-04-08 20:00:00+00:00,2022-04-08 13:31:00+00:00,2022-04-08 20:00:00+00:00,9871591.450150812,1.003211356548665,1.003211356548665,0.0,-31701.199849186753,5,9903292.649999999,9903292.649999999,[],9908834.94,[],-31701.199849186753,9908834.94,"[{'sid': Equity(4 [VWO]), 'amount': 2829, 'cost_basis': 47.102564741317074, 'last_sale_price': 46.22}, {'sid': Equity(2 [SPY]), 'amount': 9171, 'cost_basis': 446.8141330132435, 'last_sale_price': 447.57}, {'sid': Equity(3 [VNQ]), 'amount': 32682, 'cost_basis': 109.46647570744355, 'last_sale_price': 109.78}, {'sid': Equity(1 [LQD]), 'amount': 11089, 'cost_basis': 120.03007952949099, 'last_sale_price': 117.2}, {'sid': Equity(0 [DBC]), 'amount': 29207, 'cost_basis': 26.600427369631337, 'last_sale_price': 26.72}]",0.0,0.0,-5542.290000000969,9903292.649999999,0,9903292.649999999,-0.00024426186504937204,2.6519230700036527,-0.017953757485780774,0.0,2022-04,0.12347925378252894,-0.02568398214023242,332,0.0,0.0,,,0.0,-0.17346493814695926,-0.012840854984921268,"[0.013472042046487331, 0.41700756549835205, 0.35767796635627747, 0.13412906229496002, 0.07771336287260056]"
2022-04-11 20:00:00+00:00,2022-04-11 13:31:00+00:00,2022-04-11 20:00:00+00:00,9742160.720150813,1.0032540214393728,1.0032540214393728,0.0,-31701.199849186753,5,9773861.92,9773861.92,"[{'id': '50124adb0d974fbe84dda3a96ff4dfa3', 'dt': Timestamp('2022-04-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-11 20:00:00+0000', tz='UTC'), 'amount': -47293, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '91d122c137554c968fb2ee4a50e87d0f', 'dt': Timestamp('2022-04-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-11 20:00:00+0000', tz='UTC'), 'amount': 12974, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '3f131650f90c44589f2b888d58a02046', 'dt': Timestamp('2022-04-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-11 20:00:00+0000', tz='UTC'), 'amount': -30576, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '4bd7caa7dd3044869ad2eef5c6071503', 'dt': Timestamp('2022-04-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-11 20:00:00+0000', tz='UTC'), 'amount': 23017, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '99e7b4c513b64d9980c9d0b77deb977d', 'dt': Timestamp('2022-04-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-04-11 20:00:00+0000', tz='UTC'), 'amount': -110636, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",9903292.649999999,[],-31701.199849186753,9903292.649999999,"[{'sid': Equity(4 [VWO]), 'amount': 2829, 'cost_basis': 47.102564741317074, 'last_sale_price': 45.64}, {'sid': Equity(2 [SPY]), 'amount': 9171, 'cost_basis': 446.8141330132435, 'last_sale_price': 439.92}, {'sid': Equity(3 [VNQ]), 'amount': 32682, 'cost_basis': 109.46647570744355, 'last_sale_price': 108.60000000000001}, {'sid': Equity(1 [LQD]), 'amount': 11089, 'cost_basis': 120.03007952949099, 'last_sale_price': 116.06}, {'sid': Equity(0 [DBC]), 'amount': 29207, 'cost_basis': 26.600427369631337, 'last_sale_price': 26.5}]",0.0,0.0,-129430.72999999858,9773861.92,0,9773861.92,-0.012755767427796045,2.6519230700036527,-0.09798525166752728,0.0,2022-04,0.12381890149336425,-0.13955439389567978,333,0.0,0.0,,,0.0,-0.17346493814695926,-0.02578392798492113,"[-0.20830903947353363, 1.0000163316726685, 0.02347569353878498, 0.4063154458999634, -0.22149844467639923]"
