,period_open,period_close,long_value,short_value,longs_count,long_exposure,shorts_count,transactions,ending_exposure,starting_value,returns,starting_exposure,starting_cash,capital_used,ending_value,positions,portfolio_value,ending_cash,gross_leverage,net_leverage,orders,short_exposure,pnl,max_drawdown,algo_volatility,alpha,beta,benchmark_period_return,benchmark_volatility,excess_return,algorithm_period_return,sharpe,trading_days,period_label,max_leverage,treasury_period_return,sortino,weights
2021-08-12 20:00:00+00:00,2021-08-12 13:31:00+00:00,2021-08-12 20:00:00+00:00,13332762.860000001,-2548343.08,4,13332762.860000001,1,[],10784419.780000001,10747850.560000002,0.0034115422835516718,10747850.560000002,-28587.25896680306,0.0,10784419.780000001,"[{'sid': Equity(4 [VWO]), 'amount': -49492, 'cost_basis': 51.61418249188363, 'last_sale_price': 51.49}, {'sid': Equity(2 [SPY]), 'amount': 5962, 'cost_basis': 429.86041952960875, 'last_sale_price': 445.11}, {'sid': Equity(3 [VNQ]), 'amount': 16571, 'cost_basis': 106.072697500397, 'last_sale_price': 106.18}, {'sid': Equity(1 [LQD]), 'amount': 59664, 'cost_basis': 133.97203483073906, 'last_sale_price': 134.18}, {'sid': Equity(0 [DBC]), 'amount': 47643, 'cost_basis': 19.093921462730187, 'last_sale_price': 19.18}]",10755832.521033198,-28587.25896680306,1.4765110844692173,1.00265783786712,[],-2548343.08,36569.21999999881,-0.03254674592458331,0.06939117104242326,,,0.0,0.0,0.0,0.07558325210331884,1.6288903161961052,166,2021-08,1.7626992254607579,0.0,2.428181535340109,"[-0.23700082302093506, 0.24531137943267822, 0.16401347517967224, 0.7445764541625977, 0.08309952169656754]"
2021-08-13 20:00:00+00:00,2021-08-13 13:31:00+00:00,2021-08-13 20:00:00+00:00,13395660.13,-2543393.88,4,13395660.13,1,[],10852266.25,10784419.780000001,0.006307877132460282,10784419.780000001,-28587.25896680306,0.0,10852266.25,"[{'sid': Equity(4 [VWO]), 'amount': -49492, 'cost_basis': 51.61418249188363, 'last_sale_price': 51.39}, {'sid': Equity(2 [SPY]), 'amount': 5962, 'cost_basis': 429.86041952960875, 'last_sale_price': 445.92}, {'sid': Equity(3 [VNQ]), 'amount': 16571, 'cost_basis': 106.072697500397, 'last_sale_price': 106.76}, {'sid': Equity(1 [LQD]), 'amount': 59664, 'cost_basis': 133.97203483073906, 'last_sale_price': 135.08}, {'sid': Equity(0 [DBC]), 'amount': 47643, 'cost_basis': 19.093921462730187, 'last_sale_price': 19.07}]",10823678.991033196,-28587.25896680306,1.4726096388487318,1.0026411776430626,[],-2543393.88,67846.46999999881,-0.03254674592458331,0.06955525863782658,,,0.0,0.0,0.0,0.08236789910331854,1.7521644261800284,167,2021-08,1.7626992254607579,0.0,2.625996326887062,"[-0.23700082302093506, 0.24531137943267822, 0.16401347517967224, 0.7445764541625977, 0.08309952169656754]"
2021-08-16 20:00:00+00:00,2021-08-16 13:31:00+00:00,2021-08-16 20:00:00+00:00,13402156.969999999,-2523102.16,4,13402156.969999999,1,[],10879054.809999999,10852266.25,0.002474995795994195,10852266.25,-28587.25896680306,0.0,10879054.809999999,"[{'sid': Equity(4 [VWO]), 'amount': -49492, 'cost_basis': 51.61418249188363, 'last_sale_price': 50.980000000000004}, {'sid': Equity(2 [SPY]), 'amount': 5962, 'cost_basis': 429.86041952960875, 'last_sale_price': 446.97}, {'sid': Equity(3 [VNQ]), 'amount': 16571, 'cost_basis': 106.072697500397, 'last_sale_price': 106.63}, {'sid': Equity(1 [LQD]), 'amount': 59664, 'cost_basis': 133.97203483073906, 'last_sale_price': 135.16}, {'sid': Equity(0 [DBC]), 'amount': 47643, 'cost_basis': 19.093921462730187, 'last_sale_price': 19.02}]",10850467.551033195,-28587.25896680306,1.4677025718107028,1.0026346568783648,"[{'id': '8f806695c4f54f3089451fc1a644b206', 'dt': Timestamp('2021-08-16 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-16 20:00:00+0000', tz='UTC'), 'amount': 19929, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'f17036c1a9f54aa8b7eebe879e343b5d', 'dt': Timestamp('2021-08-16 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-16 20:00:00+0000', tz='UTC'), 'amount': 897, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '1f00736144d24d2fbd209d2f95882844', 'dt': Timestamp('2021-08-16 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-16 20:00:00+0000', tz='UTC'), 'amount': 2188, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'd82fed8cd3224542bcc3cae40f532f04', 'dt': Timestamp('2021-08-16 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-16 20:00:00+0000', tz='UTC'), 'amount': -15313, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '418f58153f624cc0ad40d3f037b65f41', 'dt': Timestamp('2021-08-16 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-16 20:00:00+0000', tz='UTC'), 'amount': 20525, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",-2523102.16,26788.55999999866,-0.03254674592458331,0.06938957202337645,,,0.0,0.0,0.0,0.08504675510331827,1.7993959298713285,168,2021-08,1.7626992254607579,0.0,2.6984018982582216,"[-0.13889583945274353, 0.28258201479911804, 0.1843584179878235, 0.5524616837501526, 0.11949373781681061]"
2021-08-17 20:00:00+00:00,2021-08-17 13:31:00+00:00,2021-08-17 20:00:00+00:00,12309956.040000001,-1479923.78,4,12309956.040000001,1,"[{'amount': 19929, 'dt': Timestamp('2021-08-17 20:00:00+0000', tz='UTC'), 'price': 50.08503, 'order_id': '8f806695c4f54f3089451fc1a644b206', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 897, 'dt': Timestamp('2021-08-17 20:00:00+0000', tz='UTC'), 'price': 444.26202, 'order_id': 'f17036c1a9f54aa8b7eebe879e343b5d', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 2188, 'dt': Timestamp('2021-08-17 20:00:00+0000', tz='UTC'), 'price': 106.57325999999999, 'order_id': '1f00736144d24d2fbd209d2f95882844', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -15313, 'dt': Timestamp('2021-08-17 20:00:00+0000', tz='UTC'), 'price': 134.85254, 'order_id': 'd82fed8cd3224542bcc3cae40f532f04', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 20525, 'dt': Timestamp('2021-08-17 20:00:00+0000', tz='UTC'), 'price': 18.819405, 'order_id': '418f58153f624cc0ad40d3f037b65f41', 'sid': Equity(0 [DBC]), 'commission': None}]",10830032.260000002,10879054.809999999,-4.9019989648124707e-05,10879054.809999999,-28587.25896680306,48490.66019296646,10830032.260000002,"[{'sid': Equity(4 [VWO]), 'amount': -29563, 'cost_basis': 51.61080616146091, 'last_sale_price': 50.06}, {'sid': Equity(2 [SPY]), 'amount': 6859, 'cost_basis': 431.74962873286506, 'last_sale_price': 444.04}, {'sid': Equity(3 [VNQ]), 'amount': 18759, 'cost_basis': 106.132324824797, 'last_sale_price': 106.52}, {'sid': Equity(1 [LQD]), 'amount': 44351, 'cost_basis': 133.97669086317356, 'last_sale_price': 134.92000000000002}, {'sid': Equity(0 [DBC]), 'amount': 68168, 'cost_basis': 19.01183274707512, 'last_sale_price': 18.81}]",10849935.661226165,19903.401226163165,1.270964202053304,0.998165574262593,"[{'id': '8f806695c4f54f3089451fc1a644b206', 'dt': Timestamp('2021-08-17 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-16 20:00:00+0000', tz='UTC'), 'amount': 19929, 'filled': 19929, 'commission': 99.81445628700001, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'f17036c1a9f54aa8b7eebe879e343b5d', 'dt': Timestamp('2021-08-17 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-16 20:00:00+0000', tz='UTC'), 'amount': 897, 'filled': 897, 'commission': 39.850303194000006, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '1f00736144d24d2fbd209d2f95882844', 'dt': Timestamp('2021-08-17 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-16 20:00:00+0000', tz='UTC'), 'amount': 2188, 'filled': 2188, 'commission': 23.318229288, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'd82fed8cd3224542bcc3cae40f532f04', 'dt': Timestamp('2021-08-17 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-16 20:00:00+0000', tz='UTC'), 'amount': -15313, 'filled': -15313, 'commission': 206.499694502, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '418f58153f624cc0ad40d3f037b65f41', 'dt': Timestamp('2021-08-17 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-16 20:00:00+0000', tz='UTC'), 'amount': 20525, 'filled': 20525, 'commission': 38.626828762500004, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",-1479923.78,-531.8898070305586,-0.03254674592458331,0.06918594213550985,,,0.0,0.0,0.0,0.08499356612261533,1.7929568094894397,169,2021-08,1.7626992254607579,0.0,2.6888199648388826,"[-0.13889583945274353, 0.28258201479911804, 0.1843584179878235, 0.5524616837501526, 0.11949373781681061]"
2021-08-18 20:00:00+00:00,2021-08-18 13:31:00+00:00,2021-08-18 20:00:00+00:00,12239436.520000001,-1481697.56,4,12239436.520000001,1,[],10757738.96,10830032.260000002,-0.006663016469153127,10830032.260000002,19903.401226163165,0.0,10757738.96,"[{'sid': Equity(4 [VWO]), 'amount': -29563, 'cost_basis': 51.61080616146091, 'last_sale_price': 50.120000000000005}, {'sid': Equity(2 [SPY]), 'amount': 6859, 'cost_basis': 431.74962873286506, 'last_sale_price': 439.18}, {'sid': Equity(3 [VNQ]), 'amount': 18759, 'cost_basis': 106.132324824797, 'last_sale_price': 105.55}, {'sid': Equity(1 [LQD]), 'amount': 44351, 'cost_basis': 133.97669086317356, 'last_sale_price': 134.83}, {'sid': Equity(0 [DBC]), 'amount': 68168, 'cost_basis': 19.01183274707512, 'last_sale_price': 18.59}]",10777642.361226164,19903.401226163165,1.2731109105423088,0.9981532694666352,[],-1481697.56,-72293.30000000075,-0.03254674592458331,0.06952887351915428,,,0.0,0.0,0.0,0.07776423612261518,1.6315635166653355,170,2021-08,1.7626992254607579,0.0,2.4286966712294253,"[-0.13889583945274353, 0.28258201479911804, 0.1843584179878235, 0.5524616837501526, 0.11949373781681061]"
2021-08-19 20:00:00+00:00,2021-08-19 13:31:00+00:00,2021-08-19 20:00:00+00:00,12249692.860000001,-1458934.05,4,12249692.860000001,1,[],10790758.81,10757738.96,0.0030637359167522416,10757738.96,19903.401226163165,0.0,10790758.81,"[{'sid': Equity(4 [VWO]), 'amount': -29563, 'cost_basis': 51.61080616146091, 'last_sale_price': 49.35}, {'sid': Equity(2 [SPY]), 'amount': 6859, 'cost_basis': 431.74962873286506, 'last_sale_price': 439.86}, {'sid': Equity(3 [VNQ]), 'amount': 18759, 'cost_basis': 106.132324824797, 'last_sale_price': 106.06}, {'sid': Equity(1 [LQD]), 'amount': 44351, 'cost_basis': 133.97669086317356, 'last_sale_price': 135.14000000000001}, {'sid': Equity(0 [DBC]), 'amount': 68168, 'cost_basis': 19.01183274707512, 'last_sale_price': 18.330000000000002}]",10810662.211226163,19903.401226163165,1.2680654193195022,0.9981589100799492,[],-1458934.05,33019.84999999963,-0.03254674592458331,0.0693966411413557,,,0.0,0.0,0.0,0.08106622112261519,1.6901733912439478,171,2021-08,1.7626992254607579,0.0,2.5185316002748093,"[-0.13889583945274353, 0.28258201479911804, 0.1843584179878235, 0.5524616837501526, 0.11949373781681061]"
2021-08-20 20:00:00+00:00,2021-08-20 13:31:00+00:00,2021-08-20 20:00:00+00:00,12258320.98,-1458934.05,4,12258320.98,1,[],10799386.93,10790758.81,0.0007981120704187994,10790758.81,19903.401226163165,0.0,10799386.93,"[{'sid': Equity(4 [VWO]), 'amount': -29563, 'cost_basis': 51.61080616146091, 'last_sale_price': 49.35}, {'sid': Equity(2 [SPY]), 'amount': 6859, 'cost_basis': 431.74962873286506, 'last_sale_price': 443.36}, {'sid': Equity(3 [VNQ]), 'amount': 18759, 'cost_basis': 106.132324824797, 'last_sale_price': 106.59}, {'sid': Equity(1 [LQD]), 'amount': 44351, 'cost_basis': 133.97669086317356, 'last_sale_price': 135.23}, {'sid': Equity(0 [DBC]), 'amount': 68168, 'cost_basis': 19.01183274707512, 'last_sale_price': 17.900000000000002}]",10819290.331226163,19903.401226163165,1.2678516436895921,0.9981603783042295,[],-1458934.05,8628.11999999918,-0.03254674592458331,0.0691946010885073,,,0.0,0.0,0.0,0.08192903312261524,1.7021523229970104,172,2021-08,1.7626992254607579,0.0,2.536381012836289,"[-0.13889583945274353, 0.28258201479911804, 0.1843584179878235, 0.5524616837501526, 0.11949373781681061]"
2021-08-23 20:00:00+00:00,2021-08-23 13:31:00+00:00,2021-08-23 20:00:00+00:00,12330063.58,-1479923.78,4,12330063.58,1,[],10850139.8,10799386.93,0.004690961093217094,10799386.93,19903.401226163165,0.0,10850139.8,"[{'sid': Equity(4 [VWO]), 'amount': -29563, 'cost_basis': 51.61080616146091, 'last_sale_price': 50.06}, {'sid': Equity(2 [SPY]), 'amount': 6859, 'cost_basis': 431.74962873286506, 'last_sale_price': 447.26}, {'sid': Equity(3 [VNQ]), 'amount': 18759, 'cost_basis': 106.132324824797, 'last_sale_price': 106.39}, {'sid': Equity(1 [LQD]), 'amount': 44351, 'cost_basis': 133.97669086317356, 'last_sale_price': 135.33}, {'sid': Equity(0 [DBC]), 'amount': 68168, 'cost_basis': 19.01183274707512, 'last_sale_price': 18.55}]",10870043.201226164,19903.401226163165,1.270462969129893,0.9981689676059504,"[{'id': '8529f787d96142a28328d6c18084dcbd', 'dt': Timestamp('2021-08-23 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-23 20:00:00+0000', tz='UTC'), 'amount': 40353, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'd61a3133022340e9a5d7fd8baa7fe539', 'dt': Timestamp('2021-08-23 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-23 20:00:00+0000', tz='UTC'), 'amount': -1888, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '93357fee9c9e428ca91b09c8352fa281', 'dt': Timestamp('2021-08-23 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-23 20:00:00+0000', tz='UTC'), 'amount': -34942, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'ede0778c94924c0d9dbf602e7a4ea9cd', 'dt': Timestamp('2021-08-23 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-23 20:00:00+0000', tz='UTC'), 'amount': 17555, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'fa467bf38b6d4c40969231be16d4194d', 'dt': Timestamp('2021-08-23 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-23 20:00:00+0000', tz='UTC'), 'amount': 10050, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",-1479923.78,50752.87000000104,-0.03254674592458331,0.06918121738323882,,,0.0,0.0,0.0,0.08700432012261539,1.7914113705239683,173,2021-08,1.7626992254607579,0.0,2.6766169032243337,"[0.04969216138124466, 0.20449694991111755, -0.15839284658432007, 0.7707220911979675, 0.13348162174224854]"
2021-08-24 20:00:00+00:00,2021-08-24 13:31:00+00:00,2021-08-24 20:00:00+00:00,12619088.110000001,-1714103.36,4,12619088.110000001,1,"[{'amount': 40353, 'dt': Timestamp('2021-08-24 20:00:00+0000', tz='UTC'), 'price': 51.20559, 'order_id': '8529f787d96142a28328d6c18084dcbd', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -1888, 'dt': Timestamp('2021-08-24 20:00:00+0000', tz='UTC'), 'price': 447.746015, 'order_id': 'd61a3133022340e9a5d7fd8baa7fe539', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -34942, 'dt': Timestamp('2021-08-24 20:00:00+0000', tz='UTC'), 'price': 105.86704, 'order_id': '93357fee9c9e428ca91b09c8352fa281', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 17555, 'dt': Timestamp('2021-08-24 20:00:00+0000', tz='UTC'), 'price': 135.08751, 'order_id': 'ede0778c94924c0d9dbf602e7a4ea9cd', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 10050, 'dt': Timestamp('2021-08-24 20:00:00+0000', tz='UTC'), 'price': 18.94947, 'order_id': 'fa467bf38b6d4c40969231be16d4194d', 'sid': Equity(0 [DBC]), 'commission': None}]",10904984.750000002,10850139.8,-0.0027345173875600315,10850139.8,19903.401226163165,-84569.27213728055,10904984.750000002,"[{'sid': Equity(4 [VWO]), 'amount': 10790, 'cost_basis': 51.22474013135561, 'last_sale_price': 51.18}, {'sid': Equity(2 [SPY]), 'amount': 4971, 'cost_basis': 431.7666342544164, 'last_sale_price': 447.97}, {'sid': Equity(3 [VNQ]), 'amount': -16183, 'cost_basis': 105.8441814069599, 'last_sale_price': 105.92}, {'sid': Equity(1 [LQD]), 'amount': 61906, 'cost_basis': 134.2955222538432, 'last_sale_price': 135.02}, {'sid': Equity(0 [DBC]), 'amount': 78218, 'cost_basis': 19.004063417882925, 'last_sale_price': 18.94}]",10840318.879088882,-64665.87091111907,1.3222112402660882,1.005965310765522,"[{'id': '8529f787d96142a28328d6c18084dcbd', 'dt': Timestamp('2021-08-24 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-23 20:00:00+0000', tz='UTC'), 'amount': 40353, 'filled': 40353, 'commission': 206.62991732700002, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'd61a3133022340e9a5d7fd8baa7fe539', 'dt': Timestamp('2021-08-24 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-23 20:00:00+0000', tz='UTC'), 'amount': -1888, 'filled': -1888, 'commission': 84.53444763200001, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '93357fee9c9e428ca91b09c8352fa281', 'dt': Timestamp('2021-08-24 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-23 20:00:00+0000', tz='UTC'), 'amount': -34942, 'filled': -34942, 'commission': 369.920611168, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'ede0778c94924c0d9dbf602e7a4ea9cd', 'dt': Timestamp('2021-08-24 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-23 20:00:00+0000', tz='UTC'), 'amount': 17555, 'filled': 17555, 'commission': 237.14612380500003, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'fa467bf38b6d4c40969231be16d4194d', 'dt': Timestamp('2021-08-24 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-23 20:00:00+0000', tz='UTC'), 'amount': 10050, 'filled': 10050, 'commission': 19.044217350000004, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",-1714103.36,-29724.3221372813,-0.03254674592458331,0.06909016635481569,,,0.0,0.0,0.0,0.08403188790888727,1.7261418987243913,174,2021-08,1.7626992254607579,0.0,2.57659722213639,"[0.04969216138124466, 0.20449694991111755, -0.15839284658432007, 0.7707220911979675, 0.13348162174224854]"
2021-08-25 20:00:00+00:00,2021-08-25 13:31:00+00:00,2021-08-25 20:00:00+00:00,12615930.310000002,-1712970.55,4,12615930.310000002,1,[],10902959.760000002,10904984.750000002,-0.00018680170044682587,10904984.750000002,-64665.87091111907,0.0,10902959.760000002,"[{'sid': Equity(4 [VWO]), 'amount': 10790, 'cost_basis': 51.22474013135561, 'last_sale_price': 51.230000000000004}, {'sid': Equity(2 [SPY]), 'amount': 4971, 'cost_basis': 431.7666342544164, 'last_sale_price': 448.91}, {'sid': Equity(3 [VNQ]), 'amount': -16183, 'cost_basis': 105.8441814069599, 'last_sale_price': 105.85000000000001}, {'sid': Equity(1 [LQD]), 'amount': 61906, 'cost_basis': 134.2955222538432, 'last_sale_price': 134.67000000000002}, {'sid': Equity(0 [DBC]), 'amount': 78218, 'cost_basis': 19.004063417882925, 'last_sale_price': 19.11}]",10838293.889088882,-64665.87091111907,1.3220624026836163,1.0059664253039142,[],-1712970.55,-2024.9900000002235,-0.03254674592458331,0.0688958984666467,,,0.0,0.0,0.0,0.08382938890888725,1.7172133125026572,175,2021-08,1.7626992254607579,0.0,2.563366439780854,"[0.04969216138124466, 0.20449694991111755, -0.15839284658432007, 0.7707220911979675, 0.13348162174224854]"
2021-08-26 20:00:00+00:00,2021-08-26 13:31:00+00:00,2021-08-26 20:00:00+00:00,12584016.419999998,-1713617.87,4,12584016.419999998,1,[],10870398.549999997,10902959.760000002,-0.003004274504198823,10902959.760000002,-64665.87091111907,0.0,10870398.549999997,"[{'sid': Equity(4 [VWO]), 'amount': 10790, 'cost_basis': 51.22474013135561, 'last_sale_price': 50.81}, {'sid': Equity(2 [SPY]), 'amount': 4971, 'cost_basis': 431.7666342544164, 'last_sale_price': 446.26}, {'sid': Equity(3 [VNQ]), 'amount': -16183, 'cost_basis': 105.8441814069599, 'last_sale_price': 105.89}, {'sid': Equity(1 [LQD]), 'amount': 61906, 'cost_basis': 134.2955222538432, 'last_sale_price': 134.63}, {'sid': Equity(0 [DBC]), 'amount': 78218, 'cost_basis': 19.004063417882925, 'last_sale_price': 18.96}]",10805732.679088878,-64665.87091111907,1.3231526926136723,1.0059844040965644,[],-1713617.87,-32561.21000000462,-0.03254674592458331,0.06882440590464743,,,0.0,0.0,0.0,0.08057326790888686,1.646729349999014,176,2021-08,1.7626992254607579,0.0,2.455128425055232,"[0.04969216138124466, 0.20449694991111755, -0.15839284658432007, 0.7707220911979675, 0.13348162174224854]"
2021-08-27 20:00:00+00:00,2021-08-27 13:31:00+00:00,2021-08-27 20:00:00+00:00,12675958.129999999,-1731581.0,4,12675958.129999999,1,[],10944377.129999999,10870398.549999997,0.006846234512460692,10870398.549999997,-64665.87091111907,0.0,10944377.129999999,"[{'sid': Equity(4 [VWO]), 'amount': 10790, 'cost_basis': 51.22474013135561, 'last_sale_price': 51.45}, {'sid': Equity(2 [SPY]), 'amount': 4971, 'cost_basis': 431.7666342544164, 'last_sale_price': 450.25}, {'sid': Equity(3 [VNQ]), 'amount': -16183, 'cost_basis': 105.8441814069599, 'last_sale_price': 107.0}, {'sid': Equity(1 [LQD]), 'amount': 61906, 'cost_basis': 134.2955222538432, 'last_sale_price': 135.38}, {'sid': Equity(0 [DBC]), 'amount': 78218, 'cost_basis': 19.004063417882925, 'last_sale_price': 19.2}]",10879711.25908888,-64665.87091111907,1.3242574905619837,1.0059437120499957,[],-1731581.0,73978.58000000194,-0.03254674592458331,0.06905169972665541,,,0.0,0.0,0.0,0.08797112590888712,1.7731936988300587,177,2021-08,1.7626992254607579,0.0,2.6599309888255713,"[0.04969216138124466, 0.20449694991111755, -0.15839284658432007, 0.7707220911979675, 0.13348162174224854]"
