,period_open,period_close,returns,shorts_count,starting_exposure,starting_value,transactions,short_exposure,starting_cash,short_value,long_exposure,capital_used,gross_leverage,long_value,ending_cash,portfolio_value,longs_count,positions,pnl,ending_exposure,ending_value,net_leverage,orders,algorithm_period_return,max_drawdown,sharpe,max_leverage,sortino,alpha,beta,trading_days,benchmark_period_return,benchmark_volatility,period_label,treasury_period_return,excess_return,algo_volatility,weights
2021-08-03 20:00:00+00:00,2021-08-03 13:31:00+00:00,2021-08-03 20:00:00+00:00,-0.002518098594475826,1,10590614.99,10590614.99,"[{'amount': 3555, 'dt': Timestamp('2021-08-03 20:00:00+0000', tz='UTC'), 'price': 51.675824999999996, 'order_id': '6eccf67d367b4a8282a3a060e24e79c8', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 6852, 'dt': Timestamp('2021-08-03 20:00:00+0000', tz='UTC'), 'price': 441.37057500000003, 'order_id': '8e14965c86394a61a739558ffeb73eaf', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 18378, 'dt': Timestamp('2021-08-03 20:00:00+0000', tz='UTC'), 'price': 106.243095, 'order_id': '95840892140c479894058e98afc07340', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 16720, 'dt': Timestamp('2021-08-03 20:00:00+0000', tz='UTC'), 'price': 136.36815, 'order_id': '5e6bcff504d549f3a920194ed68b7393', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -263430, 'dt': Timestamp('2021-08-03 20:00:00+0000', tz='UTC'), 'price': 19.1904, 'order_id': '7e9a7aa7c8614a8c93304d4a15f9e99b', 'sid': Equity(0 [DBC]), 'commission': None}]",-2913473.1999999997,-72395.51157999545,-2913473.1999999997,15862865.010000002,-2385262.733684998,1.7896316270469685,15862865.010000002,-2457658.245264997,10491733.564735007,4,"[{'sid': Equity(4 [VWO]), 'amount': -56408, 'cost_basis': 50.50872913288195, 'last_sale_price': 51.65}, {'sid': Equity(2 [SPY]), 'amount': 10893, 'cost_basis': 439.1381195816019, 'last_sale_price': 441.15000000000003}, {'sid': Equity(3 [VNQ]), 'amount': 25524, 'cost_basis': 106.32992965091677, 'last_sale_price': 106.19}, {'sid': Equity(1 [LQD]), 'amount': 48039, 'cost_basis': 135.48322850193017, 'last_sale_price': 136.3}, {'sid': Equity(0 [DBC]), 'amount': 93714, 'cost_basis': 19.243171281877895, 'last_sale_price': 19.2}]",-26485.913684997708,12949391.810000002,12949391.810000002,1.234247107982776,"[{'id': '6eccf67d367b4a8282a3a060e24e79c8', 'dt': Timestamp('2021-08-03 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-02 20:00:00+0000', tz='UTC'), 'amount': 3555, 'filled': 3555, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '8e14965c86394a61a739558ffeb73eaf', 'dt': Timestamp('2021-08-03 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-02 20:00:00+0000', tz='UTC'), 'amount': 6852, 'filled': 6852, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '95840892140c479894058e98afc07340', 'dt': Timestamp('2021-08-03 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-02 20:00:00+0000', tz='UTC'), 'amount': 18378, 'filled': 18378, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '5e6bcff504d549f3a920194ed68b7393', 'dt': Timestamp('2021-08-03 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-02 20:00:00+0000', tz='UTC'), 'amount': 16720, 'filled': 16720, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '7e9a7aa7c8614a8c93304d4a15f9e99b', 'dt': Timestamp('2021-08-03 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-02 20:00:00+0000', tz='UTC'), 'amount': -387764, 'filled': -263430, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",0.04917335647350041,-0.03785054375138926,0.9116087555273541,2.391215982294969,1.30486498072465,,,159,0.0,0.0,2021-08,0.0,0.0,0.0876631840959029,"[-0.27629444003105164, 0.45318740606307983, 0.2573796212673187, 0.6218841075897217, -0.05615672096610069]"
2021-08-04 20:00:00+00:00,2021-08-04 13:31:00+00:00,2021-08-04 20:00:00+00:00,-0.0064982849792489805,2,12949391.810000002,12949391.810000002,"[{'amount': -124334, 'dt': Timestamp('2021-08-04 20:00:00+0000', tz='UTC'), 'price': 18.880555, 'order_id': '7e9a7aa7c8614a8c93304d4a15f9e99b', 'sid': Equity(0 [DBC]), 'commission': None}]",-3499218.04,-2457658.245264997,-3499218.04,14032936.650000002,2347494.9253700003,1.6819745472682557,14032936.650000002,-110163.31989499647,10423555.290105008,3,"[{'sid': Equity(4 [VWO]), 'amount': -56408, 'cost_basis': 50.50872913288195, 'last_sale_price': 51.78}, {'sid': Equity(2 [SPY]), 'amount': 10893, 'cost_basis': 439.1381195816019, 'last_sale_price': 438.98}, {'sid': Equity(3 [VNQ]), 'amount': 25524, 'cost_basis': 106.32992965091677, 'last_sale_price': 105.86}, {'sid': Equity(1 [LQD]), 'amount': 48039, 'cost_basis': 135.48322850193017, 'last_sale_price': 136.33}, {'sid': Equity(0 [DBC]), 'amount': -30620, 'cost_basis': 18.880555, 'last_sale_price': 18.89}]",-68178.27462999895,10533718.610000003,10533718.610000003,1.0105686895525534,"[{'id': '7e9a7aa7c8614a8c93304d4a15f9e99b', 'dt': Timestamp('2021-08-04 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-02 20:00:00+0000', tz='UTC'), 'amount': -387764, 'filled': -387764, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",0.04235552901050044,-0.03785054375138926,0.7878881860418354,2.391215982294969,1.1231634625722866,,,160,0.0,0.0,2021-08,0.0,0.0,0.08780466918277376,"[-0.27629444003105164, 0.45318740606307983, 0.2573796212673187, 0.6218841075897217, -0.05615672096610069]"
2021-08-05 20:00:00+00:00,2021-08-05 13:31:00+00:00,2021-08-05 20:00:00+00:00,0.00340403432537828,2,10533718.610000003,10533718.610000003,[],-3498766.3600000003,-110163.31989499647,-3498766.3600000003,14067967.11,0.0,1.6795745868005405,14067967.11,-110163.31989499647,10459037.430105004,3,"[{'sid': Equity(4 [VWO]), 'amount': -56408, 'cost_basis': 50.50872913288195, 'last_sale_price': 51.620000000000005}, {'sid': Equity(2 [SPY]), 'amount': 10893, 'cost_basis': 439.1381195816019, 'last_sale_price': 441.76}, {'sid': Equity(3 [VNQ]), 'amount': 25524, 'cost_basis': 106.32992965091677, 'last_sale_price': 107.10000000000001}, {'sid': Equity(1 [LQD]), 'amount': 48039, 'cost_basis': 135.48322850193017, 'last_sale_price': 135.77}, {'sid': Equity(0 [DBC]), 'amount': -30620, 'cost_basis': 18.880555, 'last_sale_price': 19.17}]",35482.13999999687,10569200.75,10569200.75,1.0105328354192427,[],0.04590374301050004,-0.03785054375138926,0.8454787191826584,2.391215982294969,1.2064424840133563,,,161,0.0,0.0,2021-08,0.0,0.0,0.08761737286695698,"[-0.27629444003105164, 0.45318740606307983, 0.2573796212673187, 0.6218841075897217, -0.05615672096610069]"
2021-08-06 20:00:00+00:00,2021-08-06 13:31:00+00:00,2021-08-06 20:00:00+00:00,-0.0024456323223756016,2,10569200.75,10569200.75,[],-3474124.3600000003,-110163.31989499647,-3474124.3600000003,14017746.15,0.0,1.6765170015407136,14017746.15,-110163.31989499647,10433458.470105004,3,"[{'sid': Equity(4 [VWO]), 'amount': -56408, 'cost_basis': 50.50872913288195, 'last_sale_price': 51.27}, {'sid': Equity(2 [SPY]), 'amount': 10893, 'cost_basis': 439.1381195816019, 'last_sale_price': 442.49}, {'sid': Equity(3 [VNQ]), 'amount': 25524, 'cost_basis': 106.32992965091677, 'last_sale_price': 106.91}, {'sid': Equity(1 [LQD]), 'amount': 48039, 'cost_basis': 135.48322850193017, 'last_sale_price': 134.66}, {'sid': Equity(0 [DBC]), 'amount': -30620, 'cost_basis': 18.880555, 'last_sale_price': 19.01}]",-25578.960000000894,10543621.79,10543621.79,1.010558658014564,[],0.04334584701049993,-0.03785054375138926,0.79871538304988,2.391215982294969,1.1391506094786075,,,162,0.0,0.0,2021-08,0.0,0.0,0.0874116528458866,"[-0.27629444003105164, 0.45318740606307983, 0.2573796212673187, 0.6218841075897217, -0.05615672096610069]"
2021-08-09 20:00:00+00:00,2021-08-09 13:31:00+00:00,2021-08-09 20:00:00+00:00,-0.004621556709902386,2,10543621.79,10543621.79,[],-3476010.4000000004,-110163.31989499647,-3476010.4000000004,13971413.370000001,0.0,1.680021295399148,13971413.370000001,-110163.31989499647,10385239.650105003,3,"[{'sid': Equity(4 [VWO]), 'amount': -56408, 'cost_basis': 50.50872913288195, 'last_sale_price': 51.45}, {'sid': Equity(2 [SPY]), 'amount': 10893, 'cost_basis': 439.1381195816019, 'last_sale_price': 442.13}, {'sid': Equity(3 [VNQ]), 'amount': 25524, 'cost_basis': 106.32992965091677, 'last_sale_price': 106.34}, {'sid': Equity(1 [LQD]), 'amount': 48039, 'cost_basis': 135.48322850193017, 'last_sale_price': 134.08}, {'sid': Equity(0 [DBC]), 'amount': -30620, 'cost_basis': 18.880555, 'last_sale_price': 18.740000000000002}]",-48218.8200000003,10495402.97,10495402.97,1.0106076820185736,"[{'id': '9ef5a694b4d44fbba869a3b50ae124a7', 'dt': Timestamp('2021-08-09 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-09 20:00:00+0000', tz='UTC'), 'amount': 17890, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '27302fe583f34ae2a7e108466e8ed85c', 'dt': Timestamp('2021-08-09 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-09 20:00:00+0000', tz='UTC'), 'amount': -9957, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '5eb88094636445cd93b5dd3a6d6c8c69', 'dt': Timestamp('2021-08-09 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-09 20:00:00+0000', tz='UTC'), 'amount': 19583, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'ddbad6c585f943569f9eb5eb2fcec794', 'dt': Timestamp('2021-08-09 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-09 20:00:00+0000', tz='UTC'), 'amount': 2893, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '675e3691530046f2862770c4d614c043', 'dt': Timestamp('2021-08-09 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-09 20:00:00+0000', tz='UTC'), 'amount': 48107, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",0.03852396501049982,-0.03785054375138926,0.7125453483805292,2.391215982294969,1.014236843306786,,,163,0.0,0.0,2021-08,0.0,0.0,0.0873540514988795,"[-0.1908232867717743, 0.03982582315802574, 0.4618765115737915, 0.6575649976730347, 0.031555816531181335]"
2021-08-10 20:00:00+00:00,2021-08-10 13:31:00+00:00,2021-08-10 20:00:00+00:00,-0.0057463964661031985,1,10495402.97,10495402.97,"[{'amount': 17890, 'dt': Timestamp('2021-08-10 20:00:00+0000', tz='UTC'), 'price': 51.665820000000004, 'order_id': '9ef5a694b4d44fbba869a3b50ae124a7', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -9957, 'dt': Timestamp('2021-08-10 20:00:00+0000', tz='UTC'), 'price': 442.45866, 'order_id': '27302fe583f34ae2a7e108466e8ed85c', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 19583, 'dt': Timestamp('2021-08-10 20:00:00+0000', tz='UTC'), 'price': 105.382665, 'order_id': '5eb88094636445cd93b5dd3a6d6c8c69', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 2893, 'dt': Timestamp('2021-08-10 20:00:00+0000', tz='UTC'), 'price': 133.84689, 'order_id': 'ddbad6c585f943569f9eb5eb2fcec794', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 48107, 'dt': Timestamp('2021-08-10 20:00:00+0000', tz='UTC'), 'price': 19.089540000000003, 'order_id': '675e3691530046f2862770c4d614c043', 'sid': Equity(0 [DBC]), 'commission': None}]",-1989069.52,-110163.31989499647,-1989069.52,12312803.71,111991.07557500154,1.3850939353459206,12312803.71,1827.755680003902,10325561.945680005,4,"[{'sid': Equity(4 [VWO]), 'amount': -38518, 'cost_basis': 50.50872913288195, 'last_sale_price': 51.64}, {'sid': Equity(2 [SPY]), 'amount': 936, 'cost_basis': 439.1381195816019, 'last_sale_price': 442.68}, {'sid': Equity(3 [VNQ]), 'amount': 45107, 'cost_basis': 105.9186789878511, 'last_sale_price': 105.33}, {'sid': Equity(1 [LQD]), 'amount': 50932, 'cost_basis': 135.3902824702392, 'last_sale_price': 133.78}, {'sid': Equity(0 [DBC]), 'amount': 17487, 'cost_basis': 19.089540000000003, 'last_sale_price': 19.080000000000002}]",-59677.70442499779,10323734.190000001,10323734.190000001,0.9998229872921571,"[{'id': '9ef5a694b4d44fbba869a3b50ae124a7', 'dt': Timestamp('2021-08-10 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-09 20:00:00+0000', tz='UTC'), 'amount': 17890, 'filled': 17890, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '27302fe583f34ae2a7e108466e8ed85c', 'dt': Timestamp('2021-08-10 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-09 20:00:00+0000', tz='UTC'), 'amount': -9957, 'filled': -9957, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '5eb88094636445cd93b5dd3a6d6c8c69', 'dt': Timestamp('2021-08-10 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-09 20:00:00+0000', tz='UTC'), 'amount': 19583, 'filled': 19583, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'ddbad6c585f943569f9eb5eb2fcec794', 'dt': Timestamp('2021-08-10 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-09 20:00:00+0000', tz='UTC'), 'amount': 2893, 'filled': 2893, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '675e3691530046f2862770c4d614c043', 'dt': Timestamp('2021-08-10 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-09 20:00:00+0000', tz='UTC'), 'amount': 48107, 'filled': 48107, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",0.03255619456799996,-0.03785054375138926,0.6067864957374841,2.391215982294969,0.8610049779196365,,,164,0.0,0.0,2021-08,0.0,0.0,0.08740201012608463,"[-0.1908232867717743, 0.03982582315802574, 0.4618765115737915, 0.6575649976730347, 0.031555816531181335]"
2021-08-11 20:00:00+00:00,2021-08-11 13:31:00+00:00,2021-08-11 20:00:00+00:00,0.0034231580020482877,1,10323734.190000001,10323734.190000001,[],-1996387.94,1827.755680003902,-1996387.94,12355468.16,0.0,1.3851928936815079,12355468.16,1827.755680003902,10360907.975680005,4,"[{'sid': Equity(4 [VWO]), 'amount': -38518, 'cost_basis': 50.50872913288195, 'last_sale_price': 51.83}, {'sid': Equity(2 [SPY]), 'amount': 936, 'cost_basis': 439.1381195816019, 'last_sale_price': 443.78000000000003}, {'sid': Equity(3 [VNQ]), 'amount': 45107, 'cost_basis': 105.9186789878511, 'last_sale_price': 105.95}, {'sid': Equity(1 [LQD]), 'amount': 50932, 'cost_basis': 135.3902824702392, 'last_sale_price': 133.99}, {'sid': Equity(0 [DBC]), 'amount': 17487, 'cost_basis': 19.089540000000003, 'last_sale_price': 19.25}]",35346.02999999933,10359080.22,10359080.22,0.9998235911674639,[],0.036090797568000044,-0.03785054375138926,0.6642668399375375,2.391215982294969,0.9435276485159975,,,165,0.0,0.0,2021-08,0.0,0.0,0.08722554169295797,"[-0.1908232867717743, 0.03982582315802574, 0.4618765115737915, 0.6575649976730347, 0.031555816531181335]"
2021-08-12 20:00:00+00:00,2021-08-12 13:31:00+00:00,2021-08-12 20:00:00+00:00,0.003201321744952912,1,10359080.22,10359080.22,[],-1983291.82,1827.755680003902,-1983291.82,12375540.64,0.0,1.381443782470942,12375540.64,1827.755680003902,10394076.575680004,4,"[{'sid': Equity(4 [VWO]), 'amount': -38518, 'cost_basis': 50.50872913288195, 'last_sale_price': 51.49}, {'sid': Equity(2 [SPY]), 'amount': 936, 'cost_basis': 439.1381195816019, 'last_sale_price': 445.11}, {'sid': Equity(3 [VNQ]), 'amount': 45107, 'cost_basis': 105.9186789878511, 'last_sale_price': 106.18}, {'sid': Equity(1 [LQD]), 'amount': 50932, 'cost_basis': 135.3902824702392, 'last_sale_price': 134.18}, {'sid': Equity(0 [DBC]), 'amount': 17487, 'cost_basis': 19.089540000000003, 'last_sale_price': 19.18}]",33168.59999999963,10392248.82,10392248.82,0.9998241541067457,[],0.03940765756800002,-0.03785054375138926,0.7175249533039987,2.391215982294969,1.0200597848850497,,,166,0.0,0.0,2021-08,0.0,0.0,0.08703785158295294,"[-0.1908232867717743, 0.03982582315802574, 0.4618765115737915, 0.6575649976730347, 0.031555816531181335]"
2021-08-13 20:00:00+00:00,2021-08-13 13:31:00+00:00,2021-08-13 20:00:00+00:00,0.007185558953332505,1,10392248.82,10392248.82,[],-1979440.02,1827.755680003902,-1979440.02,12446376.09,0.0,1.377986584682835,12446376.09,1827.755680003902,10468763.825680004,4,"[{'sid': Equity(4 [VWO]), 'amount': -38518, 'cost_basis': 50.50872913288195, 'last_sale_price': 51.39}, {'sid': Equity(2 [SPY]), 'amount': 936, 'cost_basis': 439.1381195816019, 'last_sale_price': 445.92}, {'sid': Equity(3 [VNQ]), 'amount': 45107, 'cost_basis': 105.9186789878511, 'last_sale_price': 106.76}, {'sid': Equity(1 [LQD]), 'amount': 50932, 'cost_basis': 135.3902824702392, 'last_sale_price': 135.08}, {'sid': Equity(0 [DBC]), 'amount': 17487, 'cost_basis': 19.089540000000003, 'last_sale_price': 19.07}]",74687.25,10466936.07,10466936.07,0.9998254086432324,[],0.046876382568000086,-0.03785054375138926,0.8363162740854875,2.391215982294969,1.1946364275009271,,,167,0.0,0.0,2021-08,0.0,0.0,0.08719278695720109,"[-0.1908232867717743, 0.03982582315802574, 0.4618765115737915, 0.6575649976730347, 0.031555816531181335]"
2021-08-16 20:00:00+00:00,2021-08-16 13:31:00+00:00,2021-08-16 20:00:00+00:00,0.0013479604884565344,1,10466936.07,10466936.07,[],-1963647.6400000001,1827.755680003902,-1963647.6400000001,12444695.19,0.0,1.3744647732471869,12444695.19,1827.755680003902,10482875.305680003,4,"[{'sid': Equity(4 [VWO]), 'amount': -38518, 'cost_basis': 50.50872913288195, 'last_sale_price': 50.980000000000004}, {'sid': Equity(2 [SPY]), 'amount': 936, 'cost_basis': 439.1381195816019, 'last_sale_price': 446.97}, {'sid': Equity(3 [VNQ]), 'amount': 45107, 'cost_basis': 105.9186789878511, 'last_sale_price': 106.63}, {'sid': Equity(1 [LQD]), 'amount': 50932, 'cost_basis': 135.3902824702392, 'last_sale_price': 135.16}, {'sid': Equity(0 [DBC]), 'amount': 17487, 'cost_basis': 19.089540000000003, 'last_sale_price': 19.02}]",14111.479999998584,10481047.549999999,10481047.549999999,0.999825643668678,"[{'id': '9682eee0fe714bad9951d74d2a88436d', 'dt': Timestamp('2021-08-16 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-16 20:00:00+0000', tz='UTC'), 'amount': 19228, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'fec25e89f0cc43a5948455488b4142b4', 'dt': Timestamp('2021-08-16 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-16 20:00:00+0000', tz='UTC'), 'amount': 8112, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '0c735aa0a5754c2eb5e1590e0759a933', 'dt': Timestamp('2021-08-16 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-16 20:00:00+0000', tz='UTC'), 'amount': -35364, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '01790041d46d4eb7a60cbda4e3d89f91', 'dt': Timestamp('2021-08-16 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-16 20:00:00+0000', tz='UTC'), 'amount': -18252, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'cab07da4f79f423aa53485dc9c436119', 'dt': Timestamp('2021-08-16 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-16 20:00:00+0000', tz='UTC'), 'amount': 85880, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",0.04828753056799995,-0.03785054375138926,0.8570022194874842,2.391215982294969,1.2242994681971546,,,168,0.0,0.0,2021-08,0.0,0.0,0.08694100632392614,"[-0.09380683302879333, 0.38580432534217834, 0.09910096228122711, 0.4213523864746094, 0.1875491589307785]"
