,period_open,period_close,returns,shorts_count,starting_exposure,starting_value,transactions,short_exposure,starting_cash,short_value,long_exposure,capital_used,gross_leverage,long_value,ending_cash,portfolio_value,longs_count,positions,pnl,ending_exposure,ending_value,net_leverage,orders,algorithm_period_return,max_drawdown,sharpe,max_leverage,sortino,alpha,beta,trading_days,benchmark_period_return,benchmark_volatility,period_label,treasury_period_return,excess_return,algo_volatility,weights
2022-07-20 20:00:00+00:00,2022-07-20 13:31:00+00:00,2022-07-20 20:00:00+00:00,-0.001323124211552007,0,8839000.8,8839000.8,[],0.0,-45200.56687498931,0.0,8827365.510000002,0.0,1.0051468592502777,8827365.510000002,-45200.56687498931,8782164.943125013,5,"[{'sid': Equity(4 [VWO]), 'amount': 23295, 'cost_basis': 40.890435, 'last_sale_price': 40.7}, {'sid': Equity(2 [SPY]), 'amount': 423, 'cost_basis': 392.466135, 'last_sale_price': 394.77}, {'sid': Equity(3 [VNQ]), 'amount': 8661, 'cost_basis': 92.28007075061352, 'last_sale_price': 93.28}, {'sid': Equity(1 [LQD]), 'amount': 43345, 'cost_basis': 111.31355174782132, 'last_sale_price': 111.24000000000001}, {'sid': Equity(0 [DBC]), 'amount': 81291, 'cost_basis': 26.491801230854286, 'last_sale_price': 25.62}]",-11635.289999999106,8827365.510000002,8827365.510000002,1.0051468592502777,[],-0.12178350568750063,-0.18191314921708382,-0.6436117226875518,2.391215982294969,-0.8289713111646207,,,402,0.0,0.0,2022-07,0.0,0.0,0.11599243258995381,"[0.10693170875310898, 0.018437009304761887, 0.0899076834321022, 0.5482439398765564, 0.23647962510585785]"
2022-07-21 20:00:00+00:00,2022-07-21 13:31:00+00:00,2022-07-21 20:00:00+00:00,0.005771511959551168,0,8827365.510000002,8827365.510000002,[],0.0,-45200.56687498931,0.0,8878051.879999999,0.0,1.0051173245504341,8878051.879999999,-45200.56687498931,8832851.31312501,5,"[{'sid': Equity(4 [VWO]), 'amount': 23295, 'cost_basis': 40.890435, 'last_sale_price': 41.2}, {'sid': Equity(2 [SPY]), 'amount': 423, 'cost_basis': 392.466135, 'last_sale_price': 398.79}, {'sid': Equity(3 [VNQ]), 'amount': 8661, 'cost_basis': 92.28007075061352, 'last_sale_price': 94.02}, {'sid': Equity(1 [LQD]), 'amount': 43345, 'cost_basis': 111.31355174782132, 'last_sale_price': 112.76}, {'sid': Equity(0 [DBC]), 'amount': 81291, 'cost_basis': 26.491801230854286, 'last_sale_price': 25.19}]",50686.36999999732,8878051.879999999,8878051.879999999,1.0051173245504341,[],-0.11671486868750092,-0.18191314921708382,-0.6111379885496946,2.391215982294969,-0.7878175928630862,,,403,0.0,0.0,2022-07,0.0,0.0,0.11594739594060603,"[0.10693170875310898, 0.018437009304761887, 0.0899076834321022, 0.5482439398765564, 0.23647962510585785]"
2022-07-22 20:00:00+00:00,2022-07-22 13:31:00+00:00,2022-07-22 20:00:00+00:00,0.0007039335068121932,0,8878051.879999999,8878051.879999999,[],0.0,-45200.56687498931,0.0,8884269.62,0.0,1.0051137248281832,8884269.62,-45200.56687498931,8839069.053125009,5,"[{'sid': Equity(4 [VWO]), 'amount': 23295, 'cost_basis': 40.890435, 'last_sale_price': 40.78}, {'sid': Equity(2 [SPY]), 'amount': 423, 'cost_basis': 392.466135, 'last_sale_price': 395.09000000000003}, {'sid': Equity(3 [VNQ]), 'amount': 8661, 'cost_basis': 92.28007075061352, 'last_sale_price': 94.51}, {'sid': Equity(1 [LQD]), 'amount': 43345, 'cost_basis': 111.31355174782132, 'last_sale_price': 113.63}, {'sid': Equity(0 [DBC]), 'amount': 81291, 'cost_basis': 26.491801230854286, 'last_sale_price': 24.89}]",6217.739999998361,8884269.62,8884269.62,1.0051137248281832,[],-0.11609309468750106,-0.18191314921708382,-0.6065776906765634,2.391215982294969,-0.7819541563950992,,,404,0.0,0.0,2022-07,0.0,0.0,0.11580606488923456,"[0.10693170875310898, 0.018437009304761887, 0.0899076834321022, 0.5482439398765564, 0.23647962510585785]"
2022-07-25 20:00:00+00:00,2022-07-25 13:31:00+00:00,2022-07-25 20:00:00+00:00,0.00011139182125208258,0,8884269.62,8884269.62,[],0.0,-45200.56687498931,0.0,8885254.22,0.0,1.0051131552645058,8885254.22,-45200.56687498931,8840053.65312501,5,"[{'sid': Equity(4 [VWO]), 'amount': 23295, 'cost_basis': 40.890435, 'last_sale_price': 40.97}, {'sid': Equity(2 [SPY]), 'amount': 423, 'cost_basis': 392.466135, 'last_sale_price': 395.57}, {'sid': Equity(3 [VNQ]), 'amount': 8661, 'cost_basis': 92.28007075061352, 'last_sale_price': 94.67}, {'sid': Equity(1 [LQD]), 'amount': 43345, 'cost_basis': 111.31355174782132, 'last_sale_price': 112.67}, {'sid': Equity(0 [DBC]), 'amount': 81291, 'cost_basis': 26.491801230854286, 'last_sale_price': 25.34}]",984.6000000014901,8885254.22,8885254.22,1.0051131552645058,"[{'id': '2ffbf5b2aaba4921a28d4518a09a895f', 'dt': Timestamp('2022-07-25 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-07-25 20:00:00+0000', tz='UTC'), 'amount': -19780, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '198a34f63e214693ace1b950c92d7e0b', 'dt': Timestamp('2022-07-25 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-07-25 20:00:00+0000', tz='UTC'), 'amount': 4063, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '8a7f5321346646b1a4169f3254b8d7f3', 'dt': Timestamp('2022-07-25 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-07-25 20:00:00+0000', tz='UTC'), 'amount': 26941, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '61af2d3bacc2452dae84610d7ec79ed0', 'dt': Timestamp('2022-07-25 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-07-25 20:00:00+0000', tz='UTC'), 'amount': -10628, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'e83a1806055344f385ddd34126976cb4', 'dt': Timestamp('2022-07-25 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-07-25 20:00:00+0000', tz='UTC'), 'amount': -86629, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",-0.11599463468750104,-0.18191314921708382,-0.6052288333011152,2.391215982294969,-0.7802156829688692,,,405,0.0,0.0,2022-07,0.0,0.0,0.11566306117159567,"[0.016286568716168404, 0.20075224339962006, 0.3812797963619232, 0.41698554158210754, -0.015304192900657654]"
2022-07-26 20:00:00+00:00,2022-07-26 13:31:00+00:00,2022-07-26 20:00:00+00:00,-0.0012637192276598874,1,8885254.22,8885254.22,"[{'amount': -19780, 'dt': Timestamp('2022-07-26 20:00:00+0000', tz='UTC'), 'price': 40.559709999999995, 'order_id': '2ffbf5b2aaba4921a28d4518a09a895f', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 4063, 'dt': Timestamp('2022-07-26 20:00:00+0000', tz='UTC'), 'price': 391.085445, 'order_id': '198a34f63e214693ace1b950c92d7e0b', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 26941, 'dt': Timestamp('2022-07-26 20:00:00+0000', tz='UTC'), 'price': 94.817385, 'order_id': '8a7f5321346646b1a4169f3254b8d7f3', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -10628, 'dt': Timestamp('2022-07-26 20:00:00+0000', tz='UTC'), 'price': 112.593675, 'order_id': '61af2d3bacc2452dae84610d7ec79ed0', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -86629, 'dt': Timestamp('2022-07-26 20:00:00+0000', tz='UTC'), 'price': 25.377305, 'order_id': 'e83a1806055344f385ddd34126976cb4', 'sid': Equity(0 [DBC]), 'commission': None}]",-135531.82,-45200.56687498931,-135531.82,8955742.83,53871.86422500014,1.0297197689940376,8955742.83,8671.2973500113,8828882.307350012,4,"[{'sid': Equity(4 [VWO]), 'amount': 3515, 'cost_basis': 40.890435, 'last_sale_price': 40.58}, {'sid': Equity(2 [SPY]), 'amount': 4486, 'cost_basis': 391.2156348952296, 'last_sale_price': 390.89}, {'sid': Equity(3 [VNQ]), 'amount': 35602, 'cost_basis': 94.20012533161237, 'last_sale_price': 94.77}, {'sid': Equity(1 [LQD]), 'amount': 32717, 'cost_basis': 111.31355174782132, 'last_sale_price': 112.65}, {'sid': Equity(0 [DBC]), 'amount': -5338, 'cost_basis': 25.377305, 'last_sale_price': 25.39}]",-11171.345774998888,8820211.01,8820211.01,0.9990178488003184,"[{'id': '2ffbf5b2aaba4921a28d4518a09a895f', 'dt': Timestamp('2022-07-26 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-07-25 20:00:00+0000', tz='UTC'), 'amount': -19780, 'filled': -19780, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '198a34f63e214693ace1b950c92d7e0b', 'dt': Timestamp('2022-07-26 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-07-25 20:00:00+0000', tz='UTC'), 'amount': 4063, 'filled': 4063, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '8a7f5321346646b1a4169f3254b8d7f3', 'dt': Timestamp('2022-07-26 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-07-25 20:00:00+0000', tz='UTC'), 'amount': 26941, 'filled': 26941, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '61af2d3bacc2452dae84610d7ec79ed0', 'dt': Timestamp('2022-07-26 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-07-25 20:00:00+0000', tz='UTC'), 'amount': -10628, 'filled': -10628, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'e83a1806055344f385ddd34126976cb4', 'dt': Timestamp('2022-07-26 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-07-25 20:00:00+0000', tz='UTC'), 'amount': -86629, 'filled': -86629, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",-0.117111769265001,-0.18191314921708382,-0.6112610032706305,2.391215982294969,-0.7879586853096111,,,406,0.0,0.0,2022-07,0.0,0.0,0.11552279042421376,"[0.016286568716168404, 0.20075224339962006, 0.3812797963619232, 0.41698554158210754, -0.015304192900657654]"
2022-07-27 20:00:00+00:00,2022-07-27 13:31:00+00:00,2022-07-27 20:00:00+00:00,0.010202848657865804,1,8820211.01,8820211.01,[],-138627.86,8671.2973500113,-138627.86,9048918.620000001,0.0,1.0301138653716606,9048918.620000001,8671.2973500113,8918962.057350013,4,"[{'sid': Equity(4 [VWO]), 'amount': 3515, 'cost_basis': 40.890435, 'last_sale_price': 41.38}, {'sid': Equity(2 [SPY]), 'amount': 4486, 'cost_basis': 391.2156348952296, 'last_sale_price': 401.04}, {'sid': Equity(3 [VNQ]), 'amount': 35602, 'cost_basis': 94.20012533161237, 'last_sale_price': 95.34}, {'sid': Equity(1 [LQD]), 'amount': 32717, 'cost_basis': 111.31355174782132, 'last_sale_price': 113.4}, {'sid': Equity(0 [DBC]), 'amount': -5338, 'cost_basis': 25.377305, 'last_sale_price': 25.97}]",90079.75000000186,8910290.760000002,8910290.760000002,0.9990277683328784,[],-0.10810379426500094,-0.18191314921708382,-0.5543451712036921,2.391215982294969,-0.7164118375055197,,,407,0.0,0.0,2022-07,0.0,0.0,0.11567492063439785,"[0.016286568716168404, 0.20075224339962006, 0.3812797963619232, 0.41698554158210754, -0.015304192900657654]"
2022-07-28 20:00:00+00:00,2022-07-28 13:31:00+00:00,2022-07-28 20:00:00+00:00,0.018351791267585238,1,8910290.760000002,8910290.760000002,[],-138734.62000000002,8671.2973500113,-138734.62000000002,9212704.31,0.0,1.0295946898071122,9212704.31,8671.2973500113,9082640.987350013,4,"[{'sid': Equity(4 [VWO]), 'amount': 3515, 'cost_basis': 40.890435, 'last_sale_price': 41.51}, {'sid': Equity(2 [SPY]), 'amount': 4486, 'cost_basis': 391.2156348952296, 'last_sale_price': 406.07}, {'sid': Equity(3 [VNQ]), 'amount': 35602, 'cost_basis': 94.20012533161237, 'last_sale_price': 98.43}, {'sid': Equity(1 [LQD]), 'amount': 32717, 'cost_basis': 111.31355174782132, 'last_sale_price': 114.34}, {'sid': Equity(0 [DBC]), 'amount': -5338, 'cost_basis': 25.377305, 'last_sale_price': 25.990000000000002}]",163678.9299999997,9073969.690000001,9073969.690000001,0.9990452889900537,[],-0.09173590126500097,-0.18191314921708382,-0.4519513317636886,2.391215982294969,-0.5887404272429861,,,408,0.0,0.0,2022-07,0.0,0.0,0.11645443618467721,"[0.016286568716168404, 0.20075224339962006, 0.3812797963619232, 0.41698554158210754, -0.015304192900657654]"
2022-07-29 20:00:00+00:00,2022-07-29 13:31:00+00:00,2022-07-29 20:00:00+00:00,0.0058299518910576165,1,9073969.690000001,9073969.690000001,[],-139375.18,8671.2973500113,-139375.18,9266296.23,0.0,1.0295633881615056,9266296.23,8671.2973500113,9135592.347350013,4,"[{'sid': Equity(4 [VWO]), 'amount': 3515, 'cost_basis': 40.890435, 'last_sale_price': 41.32}, {'sid': Equity(2 [SPY]), 'amount': 4486, 'cost_basis': 391.2156348952296, 'last_sale_price': 411.99}, {'sid': Equity(3 [VNQ]), 'amount': 35602, 'cost_basis': 94.20012533161237, 'last_sale_price': 98.96000000000001}, {'sid': Equity(1 [LQD]), 'amount': 32717, 'cost_basis': 111.31355174782132, 'last_sale_price': 114.61}, {'sid': Equity(0 [DBC]), 'amount': -5338, 'cost_basis': 25.377305, 'last_sale_price': 26.11}]",52951.359999999404,9126921.05,9126921.05,0.99905082264835,[],-0.08644076526500111,-0.18191314921708382,-0.4201680971768617,2.391215982294969,-0.547790264945762,,,409,0.0,0.0,2022-07,0.0,0.0,0.11640818353262047,"[0.016286568716168404, 0.20075224339962006, 0.3812797963619232, 0.41698554158210754, -0.015304192900657654]"
2022-08-01 20:00:00+00:00,2022-08-01 13:31:00+00:00,2022-08-01 20:00:00+00:00,-0.0036822987192239864,1,9126921.05,9126921.05,[],-136546.04,8671.2973500113,-136546.04,9229827.11,0.0,1.029050996091619,9229827.11,8671.2973500113,9101952.367350012,4,"[{'sid': Equity(4 [VWO]), 'amount': 3515, 'cost_basis': 40.890435, 'last_sale_price': 41.07}, {'sid': Equity(2 [SPY]), 'amount': 4486, 'cost_basis': 391.2156348952296, 'last_sale_price': 410.77}, {'sid': Equity(3 [VNQ]), 'amount': 35602, 'cost_basis': 94.20012533161237, 'last_sale_price': 98.16}, {'sid': Equity(1 [LQD]), 'amount': 32717, 'cost_basis': 111.31355174782132, 'last_sale_price': 114.56}, {'sid': Equity(0 [DBC]), 'amount': -5338, 'cost_basis': 25.377305, 'last_sale_price': 25.580000000000002}]",-33639.98000000045,9093281.07,9093281.07,0.9990473145760335,"[{'id': '8ccea36b9d154bcf841ea8a92f13e656', 'dt': Timestamp('2022-08-01 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-08-01 20:00:00+0000', tz='UTC'), 'amount': 25737, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '9775d32924124ca7932caa9c84230368', 'dt': Timestamp('2022-08-01 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-08-01 20:00:00+0000', tz='UTC'), 'amount': -721, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'fc94a0710150467f991ba6cf1e0ddc8c', 'dt': Timestamp('2022-08-01 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-08-01 20:00:00+0000', tz='UTC'), 'amount': -24365, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '2e2aebdc120c4e4ea3635286951d4b8b', 'dt': Timestamp('2022-08-01 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-08-01 20:00:00+0000', tz='UTC'), 'amount': 6137, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '0ce31ab013224a0bb9691edf64d00c8a', 'dt': Timestamp('2022-08-01 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-08-01 20:00:00+0000', tz='UTC'), 'amount': 36620, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",-0.08980476326500109,-0.18191314921708382,-0.4390015333373723,2.391215982294969,-0.5722010393135954,,,410,0.0,0.0,2022-08,0.0,0.0,0.11629794542715162,"[0.13199526071548462, 0.16987325251102448, 0.12118124961853027, 0.48903557658195496, 0.08791463077068329]"
2022-08-02 20:00:00+00:00,2022-08-02 13:31:00+00:00,2022-08-02 20:00:00+00:00,-0.011605781642401225,0,9093281.07,9093281.07,"[{'amount': 25737, 'dt': Timestamp('2022-08-02 20:00:00+0000', tz='UTC'), 'price': 40.850415, 'order_id': '8ccea36b9d154bcf841ea8a92f13e656', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -721, 'dt': Timestamp('2022-08-02 20:00:00+0000', tz='UTC'), 'price': 407.85597, 'order_id': '9775d32924124ca7932caa9c84230368', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -24365, 'dt': Timestamp('2022-08-02 20:00:00+0000', tz='UTC'), 'price': 96.85155, 'order_id': 'fc94a0710150467f991ba6cf1e0ddc8c', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 6137, 'dt': Timestamp('2022-08-02 20:00:00+0000', tz='UTC'), 'price': 113.21658, 'order_id': '2e2aebdc120c4e4ea3635286951d4b8b', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 36620, 'dt': Timestamp('2022-08-02 20:00:00+0000', tz='UTC'), 'price': 25.462725, 'order_id': '0ce31ab013224a0bb9691edf64d00c8a', 'sid': Equity(0 [DBC]), 'commission': None}]",0.0,8671.2973500113,0.0,9012415.899999999,-24770.1016949974,1.0017894883176988,9012415.899999999,-16098.804344988312,8996317.095655011,5,"[{'sid': Equity(4 [VWO]), 'amount': 29252, 'cost_basis': 40.85522391221112, 'last_sale_price': 40.83}, {'sid': Equity(2 [SPY]), 'amount': 3765, 'cost_basis': 391.2156348952296, 'last_sale_price': 408.06}, {'sid': Equity(3 [VNQ]), 'amount': 11237, 'cost_basis': 94.20012533161237, 'last_sale_price': 96.9}, {'sid': Equity(1 [LQD]), 'amount': 38854, 'cost_basis': 111.61413558432776, 'last_sale_price': 113.16}, {'sid': Equity(0 [DBC]), 'amount': 31282, 'cost_basis': 25.462725, 'last_sale_price': 25.45}]",-105635.27169500105,9012415.899999999,9012415.899999999,1.0017894883176988,"[{'id': '8ccea36b9d154bcf841ea8a92f13e656', 'dt': Timestamp('2022-08-02 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-08-01 20:00:00+0000', tz='UTC'), 'amount': 25737, 'filled': 25737, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '9775d32924124ca7932caa9c84230368', 'dt': Timestamp('2022-08-02 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-08-01 20:00:00+0000', tz='UTC'), 'amount': -721, 'filled': -721, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'fc94a0710150467f991ba6cf1e0ddc8c', 'dt': Timestamp('2022-08-02 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-08-01 20:00:00+0000', tz='UTC'), 'amount': -24365, 'filled': -24365, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '2e2aebdc120c4e4ea3635286951d4b8b', 'dt': Timestamp('2022-08-02 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-08-01 20:00:00+0000', tz='UTC'), 'amount': 6137, 'filled': 6137, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '0ce31ab013224a0bb9691edf64d00c8a', 'dt': Timestamp('2022-08-02 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2022-08-01 20:00:00+0000', tz='UTC'), 'amount': 36620, 'filled': 36620, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",-0.10036829043450113,-0.18191314921708382,-0.4982604844322094,2.391215982294969,-0.6479936009867958,,,411,0.0,0.0,2022-08,0.0,0.0,0.11649872011566874,"[0.13199526071548462, 0.16987325251102448, 0.12118124961853027, 0.48903557658195496, 0.08791463077068329]"
2022-08-03 20:00:00+00:00,2022-08-03 13:31:00+00:00,2022-08-03 20:00:00+00:00,0.008324032957460759,0,9012415.899999999,9012415.899999999,[],0.0,-16098.804344988312,0.0,9087301.54,0.0,1.0017747155271606,9087301.54,-16098.804344988312,9071202.735655012,5,"[{'sid': Equity(4 [VWO]), 'amount': 29252, 'cost_basis': 40.85522391221112, 'last_sale_price': 41.050000000000004}, {'sid': Equity(2 [SPY]), 'amount': 3765, 'cost_basis': 391.2156348952296, 'last_sale_price': 414.45}, {'sid': Equity(3 [VNQ]), 'amount': 11237, 'cost_basis': 94.20012533161237, 'last_sale_price': 97.21000000000001}, {'sid': Equity(1 [LQD]), 'amount': 38854, 'cost_basis': 111.61413558432776, 'last_sale_price': 114.39}, {'sid': Equity(0 [DBC]), 'amount': 31282, 'cost_basis': 25.462725, 'last_sale_price': 25.23}]",74885.6400000006,9087301.54,9087301.54,1.0017747155271606,[],-0.09287972643450115,-0.18191314921708382,-0.4531517369483435,2.391215982294969,-0.5903007401915978,,,412,0.0,0.0,2022-08,0.0,0.0,0.11654908399402719,"[0.13199526071548462, 0.16987325251102448, 0.12118124961853027, 0.48903557658195496, 0.08791463077068329]"
2022-08-04 20:00:00+00:00,2022-08-04 13:31:00+00:00,2022-08-04 20:00:00+00:00,0.0006342609869567362,0,9087301.54,9087301.54,[],0.0,-16098.804344988312,0.0,9093055.05,0.0,1.001773590607831,9093055.05,-16098.804344988312,9076956.245655013,5,"[{'sid': Equity(4 [VWO]), 'amount': 29252, 'cost_basis': 40.85522391221112, 'last_sale_price': 41.39}, {'sid': Equity(2 [SPY]), 'amount': 3765, 'cost_basis': 391.2156348952296, 'last_sale_price': 414.17}, {'sid': Equity(3 [VNQ]), 'amount': 11237, 'cost_basis': 94.20012533161237, 'last_sale_price': 97.06}, {'sid': Equity(1 [LQD]), 'amount': 38854, 'cost_basis': 111.61413558432776, 'last_sale_price': 114.57000000000001}, {'sid': Equity(0 [DBC]), 'amount': 31282, 'cost_basis': 25.462725, 'last_sale_price': 24.96}]",5753.510000001639,9093055.05,9093055.05,1.001773590607831,[],-0.09230437543450098,-0.18191314921708382,-0.4492723411704618,2.391215982294969,-0.5852548812758873,,,413,0.0,0.0,2022-08,0.0,0.0,0.11640942119930776,"[0.13199526071548462, 0.16987325251102448, 0.12118124961853027, 0.48903557658195496, 0.08791463077068329]"
2022-08-05 20:00:00+00:00,2022-08-05 13:31:00+00:00,2022-08-05 20:00:00+00:00,-0.00693328339333199,0,9093055.05,9093055.05,[],0.0,-16098.804344988312,0.0,9030121.94,0.0,1.0017859732666214,9030121.94,-16098.804344988312,9014023.135655012,5,"[{'sid': Equity(4 [VWO]), 'amount': 29252, 'cost_basis': 40.85522391221112, 'last_sale_price': 41.38}, {'sid': Equity(2 [SPY]), 'amount': 3765, 'cost_basis': 391.2156348952296, 'last_sale_price': 413.47}, {'sid': Equity(3 [VNQ]), 'amount': 11237, 'cost_basis': 94.20012533161237, 'last_sale_price': 97.33}, {'sid': Equity(1 [LQD]), 'amount': 38854, 'cost_basis': 111.61413558432776, 'last_sale_price': 113.02}, {'sid': Equity(0 [DBC]), 'amount': 31282, 'cost_basis': 25.462725, 'last_sale_price': 24.87}]",-62933.11000000127,9030121.94,9030121.94,1.0017859732666214,[],-0.09859768643450106,-0.18191314921708382,-0.48453507969981907,2.391215982294969,-0.630674155935,,,414,0.0,0.0,2022-08,0.0,0.0,0.11638675431588658,"[0.13199526071548462, 0.16987325251102448, 0.12118124961853027, 0.48903557658195496, 0.08791463077068329]"
