,period_open,period_close,ending_cash,returns,portfolio_value,longs_count,shorts_count,long_value,short_value,long_exposure,pnl,short_exposure,capital_used,orders,transactions,gross_leverage,positions,net_leverage,starting_exposure,ending_exposure,starting_value,ending_value,starting_cash,treasury_period_return,trading_days,period_label,algorithm_period_return,algo_volatility,benchmark_period_return,benchmark_volatility,alpha,beta,sharpe,sortino,max_drawdown,max_leverage,excess_return,weights
2021-07-22 20:00:00+00:00,2021-07-22 13:31:00+00:00,2021-07-22 20:00:00+00:00,15011.006810000865,0.003057291522643668,10843960.95681,3,2,12652158.75,-1823208.8,12652158.75,33052.099999997765,-1823208.8,0.0,[],[],1.3348782430749606,"[{'sid': Equity(4 [VWO]), 'amount': 22244, 'cost_basis': 52.276125, 'last_sale_price': 52.78}, {'sid': Equity(2 [SPY]), 'amount': 7598, 'cost_basis': 424.3671320646565, 'last_sale_price': 435.46000000000004}, {'sid': Equity(3 [VNQ]), 'amount': -3020, 'cost_basis': 105.777085, 'last_sale_price': 104.98}, {'sid': Equity(1 [LQD]), 'amount': 60145, 'cost_basis': 133.36467641503455, 'last_sale_price': 135.83}, {'sid': Equity(0 [DBC]), 'amount': -79064, 'cost_basis': 18.604950048739646, 'last_sale_price': 19.05}]",0.9986157265901466,10795897.850000001,10828949.95,10795897.850000001,10828949.95,15011.006810000865,0.0,151,2021-07,0.08439609568100148,0.07141397594719247,0.0,0.0,,,1.929441647482702,2.896944271821138,-0.031952096757245654,1.7625636184921172,0.0,"[0.10743103176355362, 0.2987019419670105, -0.028889678418636322, 0.7563027739524841, -0.13354609906673431]"
2021-07-23 20:00:00+00:00,2021-07-23 13:31:00+00:00,2021-07-23 20:00:00+00:00,15011.006810000865,0.00015275414644144725,10845617.416810002,3,2,12664349.010000002,-1833742.6,12664349.010000002,1656.4600000027567,-1833742.6,0.0,[],[],1.3367695957566141,"[{'sid': Equity(4 [VWO]), 'amount': 22244, 'cost_basis': 52.276125, 'last_sale_price': 51.96}, {'sid': Equity(2 [SPY]), 'amount': 7598, 'cost_basis': 424.3671320646565, 'last_sale_price': 439.94}, {'sid': Equity(3 [VNQ]), 'amount': -3020, 'cost_basis': 105.777085, 'last_sale_price': 105.85000000000001}, {'sid': Equity(1 [LQD]), 'amount': 60145, 'cost_basis': 133.36467641503455, 'last_sale_price': 135.77}, {'sid': Equity(0 [DBC]), 'amount': -79064, 'cost_basis': 18.604950048739646, 'last_sale_price': 19.150000000000002}]",0.9986159380113543,10828949.95,10830606.410000002,10828949.95,10830606.410000002,15011.006810000865,0.0,152,2021-07,0.08456174168100161,0.07117892117278496,0.0,0.0,,,1.92663558547673,2.8927411822360902,-0.031952096757245654,1.7625636184921172,0.0,"[0.10743103176355362, 0.2987019419670105, -0.028889678418636322, 0.7563027739524841, -0.13354609906673431]"
2021-07-26 20:00:00+00:00,2021-07-26 13:31:00+00:00,2021-07-26 20:00:00+00:00,15011.006810000865,-0.003972035739821744,10802538.236809999,3,2,12632489.79,-1844962.5599999998,12632489.79,-43079.18000000343,-1844962.5599999998,0.0,"[{'id': 'af1d0894cc5f4878931814e415ced6e2', 'dt': Timestamp('2021-07-26 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-07-26 20:00:00+0000', tz='UTC'), 'amount': -18919, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'a99082562470478896686c1cd8a26357', 'dt': Timestamp('2021-07-26 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-07-26 20:00:00+0000', tz='UTC'), 'amount': 730, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'c6243cb2efb94047a65fc7c5d558d64f', 'dt': Timestamp('2021-07-26 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-07-26 20:00:00+0000', tz='UTC'), 'amount': -3151, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '812ac154129145c4a72646d42c2442c8', 'dt': Timestamp('2021-07-26 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-07-26 20:00:00+0000', tz='UTC'), 'amount': -18258, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'ceab55b9a70448f88dbcdfd68ca01b8d', 'dt': Timestamp('2021-07-26 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-07-26 20:00:00+0000', tz='UTC'), 'amount': 179607, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",[],1.340189873215872,"[{'sid': Equity(4 [VWO]), 'amount': 22244, 'cost_basis': 52.276125, 'last_sale_price': 50.97}, {'sid': Equity(2 [SPY]), 'amount': 7598, 'cost_basis': 424.3671320646565, 'last_sale_price': 441.02}, {'sid': Equity(3 [VNQ]), 'amount': -3020, 'cost_basis': 105.777085, 'last_sale_price': 105.9}, {'sid': Equity(1 [LQD]), 'amount': 60145, 'cost_basis': 133.36467641503455, 'last_sale_price': 135.47}, {'sid': Equity(0 [DBC]), 'amount': -79064, 'cost_basis': 18.604950048739646, 'last_sale_price': 19.29}]",0.9986104185441483,10830606.410000002,10787527.229999999,10830606.410000002,10787527.229999999,15011.006810000865,0.0,153,2021-07,0.08025382368100131,0.07118076200986387,0.0,0.0,,,1.8220843609519843,2.7289836910576457,-0.031952096757245654,1.7625636184921172,0.0,"[0.0156838558614254, 0.3400011956691742, -0.06050420552492142, 0.5252801775932312, 0.17953898012638092]"
2021-07-27 20:00:00+00:00,2021-07-27 13:31:00+00:00,2021-07-27 20:00:00+00:00,8980.1705650012,-0.00016065171045476223,10800802.790565003,4,1,11449034.120000001,-657211.5,11449034.120000001,-1735.446244996041,-657211.5,-6030.836245000362,"[{'id': 'af1d0894cc5f4878931814e415ced6e2', 'dt': Timestamp('2021-07-27 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-07-26 20:00:00+0000', tz='UTC'), 'amount': -18919, 'filled': -18919, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'a99082562470478896686c1cd8a26357', 'dt': Timestamp('2021-07-27 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-07-26 20:00:00+0000', tz='UTC'), 'amount': 730, 'filled': 730, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'c6243cb2efb94047a65fc7c5d558d64f', 'dt': Timestamp('2021-07-27 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-07-26 20:00:00+0000', tz='UTC'), 'amount': -3151, 'filled': -3151, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '812ac154129145c4a72646d42c2442c8', 'dt': Timestamp('2021-07-27 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-07-26 20:00:00+0000', tz='UTC'), 'amount': -18258, 'filled': -18258, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'ceab55b9a70448f88dbcdfd68ca01b8d', 'dt': Timestamp('2021-07-27 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-07-26 20:00:00+0000', tz='UTC'), 'amount': 179607, 'filled': 179607, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]","[{'amount': -18919, 'dt': Timestamp('2021-07-27 20:00:00+0000', tz='UTC'), 'price': 49.845065000000005, 'order_id': 'af1d0894cc5f4878931814e415ced6e2', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 730, 'dt': Timestamp('2021-07-27 20:00:00+0000', tz='UTC'), 'price': 439.229505, 'order_id': 'a99082562470478896686c1cd8a26357', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -3151, 'dt': Timestamp('2021-07-27 20:00:00+0000', tz='UTC'), 'price': 106.44675, 'order_id': 'c6243cb2efb94047a65fc7c5d558d64f', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -18258, 'dt': Timestamp('2021-07-27 20:00:00+0000', tz='UTC'), 'price': 135.981975, 'order_id': '812ac154129145c4a72646d42c2442c8', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 179607, 'dt': Timestamp('2021-07-27 20:00:00+0000', tz='UTC'), 'price': 19.18959, 'order_id': 'ceab55b9a70448f88dbcdfd68ca01b8d', 'sid': Equity(0 [DBC]), 'commission': None}]",1.1208653518398985,"[{'sid': Equity(4 [VWO]), 'amount': 3325, 'cost_basis': 52.276125, 'last_sale_price': 49.870000000000005}, {'sid': Equity(2 [SPY]), 'amount': 8328, 'cost_basis': 425.6699097114866, 'last_sale_price': 439.01}, {'sid': Equity(3 [VNQ]), 'amount': -6171, 'cost_basis': 106.11902543347917, 'last_sale_price': 106.5}, {'sid': Equity(1 [LQD]), 'amount': 41887, 'cost_basis': 133.36467641503455, 'last_sale_price': 136.05}, {'sid': Equity(0 [DBC]), 'amount': 100543, 'cost_basis': 19.18959, 'last_sale_price': 19.18}]",0.9991685645281065,10787527.229999999,10791822.620000001,10787527.229999999,10791822.620000001,15011.006810000865,0.0,154,2021-07,0.08008027905650161,0.07095302299280185,0.0,0.0,,,1.8123579885973173,2.7145339340073726,-0.031952096757245654,1.7625636184921172,0.0,"[0.0156838558614254, 0.3400011956691742, -0.06050420552492142, 0.5252801775932312, 0.17953898012638092]"
2021-07-28 20:00:00+00:00,2021-07-28 13:31:00+00:00,2021-07-28 20:00:00+00:00,8980.1705650012,0.0022752225437783213,10825377.020565,4,1,11471325.079999998,-654928.23,11471325.079999998,24574.22999999672,-654928.23,0.0,[],[],1.1201691439442452,"[{'sid': Equity(4 [VWO]), 'amount': 3325, 'cost_basis': 52.276125, 'last_sale_price': 51.28}, {'sid': Equity(2 [SPY]), 'amount': 8328, 'cost_basis': 425.6699097114866, 'last_sale_price': 438.83}, {'sid': Equity(3 [VNQ]), 'amount': -6171, 'cost_basis': 106.11902543347917, 'last_sale_price': 106.13}, {'sid': Equity(1 [LQD]), 'amount': 41887, 'cost_basis': 133.36467641503455, 'last_sale_price': 136.29}, {'sid': Equity(0 [DBC]), 'amount': 100543, 'cost_basis': 19.18959, 'last_sale_price': 19.27}]",0.9991704519345661,10791822.620000001,10816396.849999998,10791822.620000001,10816396.849999998,8980.1705650012,0.0,155,2021-07,0.08253770205650124,0.0707580765125126,0.0,0.0,,,1.8579041207145184,2.784102307442783,-0.031952096757245654,1.7625636184921172,0.0,"[0.0156838558614254, 0.3400011956691742, -0.06050420552492142, 0.5252801775932312, 0.17953898012638092]"
2021-07-29 20:00:00+00:00,2021-07-29 13:31:00+00:00,2021-07-29 20:00:00+00:00,8980.1705650012,0.0030928003649570712,10858857.750565002,4,1,11504929.23,-655051.65,11504929.23,33480.73000000231,-655051.65,0.0,[],[],1.1198213623681827,"[{'sid': Equity(4 [VWO]), 'amount': 3325, 'cost_basis': 52.276125, 'last_sale_price': 51.46}, {'sid': Equity(2 [SPY]), 'amount': 8328, 'cost_basis': 425.6699097114866, 'last_sale_price': 440.65000000000003}, {'sid': Equity(3 [VNQ]), 'amount': -6171, 'cost_basis': 106.11902543347917, 'last_sale_price': 106.15}, {'sid': Equity(1 [LQD]), 'amount': 41887, 'cost_basis': 133.36467641503455, 'last_sale_price': 135.9}, {'sid': Equity(0 [DBC]), 'amount': 100543, 'cost_basis': 19.18959, 'last_sale_price': 19.61}]",0.9991730096506205,10816396.849999998,10849877.58,10816396.849999998,10849877.58,8980.1705650012,0.0,156,2021-07,0.08588577505650141,0.07060511935397303,0.0,0.0,,,1.9207542165442777,2.8813121501535277,-0.031952096757245654,1.7625636184921172,0.0,"[0.0156838558614254, 0.3400011956691742, -0.06050420552492142, 0.5252801775932312, 0.17953898012638092]"
2021-07-30 20:00:00+00:00,2021-07-30 13:31:00+00:00,2021-07-30 20:00:00+00:00,8980.1705650012,-0.002422148867235352,10832555.980565,4,1,11479491.399999999,-655915.5900000001,11479491.399999999,-26301.770000001416,-655915.5900000001,0.0,[],[],1.1202718002817138,"[{'sid': Equity(4 [VWO]), 'amount': 3325, 'cost_basis': 52.276125, 'last_sale_price': 51.11}, {'sid': Equity(2 [SPY]), 'amount': 8328, 'cost_basis': 425.6699097114866, 'last_sale_price': 438.51}, {'sid': Equity(3 [VNQ]), 'amount': -6171, 'cost_basis': 106.11902543347917, 'last_sale_price': 106.29}, {'sid': Equity(1 [LQD]), 'amount': 41887, 'cost_basis': 133.36467641503455, 'last_sale_price': 136.01}, {'sid': Equity(0 [DBC]), 'amount': 100543, 'cost_basis': 19.18959, 'last_sale_price': 19.5}]",0.9991710016933111,10849877.58,10823575.809999999,10849877.58,10823575.809999999,8980.1705650012,0.0,157,2021-07,0.08325559805650129,0.07047831803419802,0.0,0.0,,,1.8567910484875902,2.7833090905227116,-0.031952096757245654,1.7625636184921172,0.0,"[0.0156838558614254, 0.3400011956691742, -0.06050420552492142, 0.5252801775932312, 0.17953898012638092]"
2021-08-02 20:00:00+00:00,2021-08-02 13:31:00+00:00,2021-08-02 20:00:00+00:00,8980.1705650012,-0.0018195299461511993,10812845.820565004,4,1,11458361.910000002,-654496.26,11458361.910000002,-19710.159999996424,-654496.26,0.0,"[{'id': '72291ca70f6849e39f1710561bd28fd5', 'dt': Timestamp('2021-08-02 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-02 20:00:00+0000', tz='UTC'), 'amount': -30662, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '67d7ffb6d00a4742866359e2b8b292ad', 'dt': Timestamp('2021-08-02 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-02 20:00:00+0000', tz='UTC'), 'amount': 2901, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '0022da9abb4047b7a9bfebc95b4bfd94', 'dt': Timestamp('2021-08-02 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-02 20:00:00+0000', tz='UTC'), 'amount': 19204, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '5092d9641ad84b468537603d9824899e', 'dt': Timestamp('2021-08-02 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-02 20:00:00+0000', tz='UTC'), 'amount': 10388, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '50f66b7062cc44088de58e43584c443e', 'dt': Timestamp('2021-08-02 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-02 20:00:00+0000', tz='UTC'), 'amount': -162365, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",[],1.1202285106999768,"[{'sid': Equity(4 [VWO]), 'amount': 3325, 'cost_basis': 52.276125, 'last_sale_price': 51.52}, {'sid': Equity(2 [SPY]), 'amount': 8328, 'cost_basis': 425.6699097114866, 'last_sale_price': 437.59000000000003}, {'sid': Equity(3 [VNQ]), 'amount': -6171, 'cost_basis': 106.11902543347917, 'last_sale_price': 106.06}, {'sid': Equity(1 [LQD]), 'amount': 41887, 'cost_basis': 133.36467641503455, 'last_sale_price': 136.16}, {'sid': Equity(0 [DBC]), 'amount': 100543, 'cost_basis': 19.18959, 'last_sale_price': 19.29}]",0.999169490556508,10823575.809999999,10803865.650000002,10823575.809999999,10803865.650000002,8980.1705650012,0.0,158,2021-08,0.08128458205650158,0.0703155718193891,0.0,0.0,,,1.808037986200124,2.7093137041829003,-0.031952096757245654,1.7625636184921172,0.0,"[-0.1302558332681656, 0.45443305373191833, 0.1278410255908966, 0.658272922039032, -0.11029114574193954]"
2021-08-03 20:00:00+00:00,2021-08-03 13:31:00+00:00,2021-08-03 20:00:00+00:00,-29570.856239998713,0.0019768147580858653,10834220.813760003,3,2,13462730.120000001,-2598938.45,13462730.120000001,21374.993194999173,-2598938.45,-38551.02680500038,"[{'id': '72291ca70f6849e39f1710561bd28fd5', 'dt': Timestamp('2021-08-03 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-02 20:00:00+0000', tz='UTC'), 'amount': -30662, 'filled': -30662, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '67d7ffb6d00a4742866359e2b8b292ad', 'dt': Timestamp('2021-08-03 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-02 20:00:00+0000', tz='UTC'), 'amount': 2901, 'filled': 2901, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '0022da9abb4047b7a9bfebc95b4bfd94', 'dt': Timestamp('2021-08-03 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-02 20:00:00+0000', tz='UTC'), 'amount': 19204, 'filled': 19204, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '5092d9641ad84b468537603d9824899e', 'dt': Timestamp('2021-08-03 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-02 20:00:00+0000', tz='UTC'), 'amount': 10388, 'filled': 10388, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '50f66b7062cc44088de58e43584c443e', 'dt': Timestamp('2021-08-03 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-02 20:00:00+0000', tz='UTC'), 'amount': -162365, 'filled': -162365, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]","[{'amount': -30662, 'dt': Timestamp('2021-08-03 20:00:00+0000', tz='UTC'), 'price': 51.624175, 'order_id': '72291ca70f6849e39f1710561bd28fd5', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 2901, 'dt': Timestamp('2021-08-03 20:00:00+0000', tz='UTC'), 'price': 441.37057500000003, 'order_id': '67d7ffb6d00a4742866359e2b8b292ad', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 19204, 'dt': Timestamp('2021-08-03 20:00:00+0000', tz='UTC'), 'price': 106.243095, 'order_id': '0022da9abb4047b7a9bfebc95b4bfd94', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 10388, 'dt': Timestamp('2021-08-03 20:00:00+0000', tz='UTC'), 'price': 136.36815, 'order_id': '5092d9641ad84b468537603d9824899e', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -162365, 'dt': Timestamp('2021-08-03 20:00:00+0000', tz='UTC'), 'price': 19.1904, 'order_id': '50f66b7062cc44088de58e43584c443e', 'sid': Equity(0 [DBC]), 'commission': None}]",1.4824941125069997,"[{'sid': Equity(4 [VWO]), 'amount': -27337, 'cost_basis': 51.624175, 'last_sale_price': 51.65}, {'sid': Equity(2 [SPY]), 'amount': 11229, 'cost_basis': 429.72615960034375, 'last_sale_price': 441.15000000000003}, {'sid': Equity(3 [VNQ]), 'amount': 13033, 'cost_basis': 106.243095, 'last_sale_price': 106.19}, {'sid': Equity(1 [LQD]), 'amount': 52275, 'cost_basis': 133.96152162977623, 'last_sale_price': 136.3}, {'sid': Equity(0 [DBC]), 'amount': -61822, 'cost_basis': 19.1904, 'last_sale_price': 19.2}]",1.0027293939036614,10803865.650000002,10863791.670000002,10803865.650000002,10863791.670000002,8980.1705650012,0.0,159,2021-08,0.0834220813760016,0.07011720446908784,0.0,0.0,,,1.8464328508260661,2.7677595627516305,-0.031952096757245654,1.7625636184921172,0.0,"[-0.1302558332681656, 0.45443305373191833, 0.1278410255908966, 0.658272922039032, -0.11029114574193954]"
2021-08-04 20:00:00+00:00,2021-08-04 13:31:00+00:00,2021-08-04 20:00:00+00:00,-29570.856239998713,-0.0010603955925847508,10822732.25376,3,2,13435630.55,-2583327.4400000004,13435630.55,-11488.560000002384,-2583327.4400000004,0.0,[],[],1.48012143462523,"[{'sid': Equity(4 [VWO]), 'amount': -27337, 'cost_basis': 51.624175, 'last_sale_price': 51.78}, {'sid': Equity(2 [SPY]), 'amount': 11229, 'cost_basis': 429.72615960034375, 'last_sale_price': 438.98}, {'sid': Equity(3 [VNQ]), 'amount': 13033, 'cost_basis': 106.243095, 'last_sale_price': 105.86}, {'sid': Equity(1 [LQD]), 'amount': 52275, 'cost_basis': 133.96152162977623, 'last_sale_price': 136.33}, {'sid': Equity(0 [DBC]), 'amount': -61822, 'cost_basis': 19.1904, 'last_sale_price': 18.89}]",1.0027322912132217,10863791.670000002,10852303.11,10863791.670000002,10852303.11,-29570.856239998713,0.0,160,2021-08,0.08227322537600146,0.06992427509410558,0.0,0.0,,,1.8160705931483,2.722172154172077,-0.031952096757245654,1.7625636184921172,0.0,"[-0.1302558332681656, 0.45443305373191833, 0.1278410255908966, 0.658272922039032, -0.11029114574193954]"
2021-08-05 20:00:00+00:00,2021-08-05 13:31:00+00:00,2021-08-05 20:00:00+00:00,-29570.856239998713,0.0004774487512804182,10827899.553760001,3,2,13453734.09,-2596263.68,13453734.09,5167.300000000745,-2596263.68,0.0,[],[],1.482281738052014,"[{'sid': Equity(4 [VWO]), 'amount': -27337, 'cost_basis': 51.624175, 'last_sale_price': 51.620000000000005}, {'sid': Equity(2 [SPY]), 'amount': 11229, 'cost_basis': 429.72615960034375, 'last_sale_price': 441.76}, {'sid': Equity(3 [VNQ]), 'amount': 13033, 'cost_basis': 106.243095, 'last_sale_price': 107.10000000000001}, {'sid': Equity(1 [LQD]), 'amount': 52275, 'cost_basis': 133.96152162977623, 'last_sale_price': 135.77}, {'sid': Equity(0 [DBC]), 'amount': -61822, 'cost_basis': 19.1904, 'last_sale_price': 19.17}]",1.0027309873067423,10852303.11,10857470.41,10852303.11,10857470.41,-29570.856239998713,0.0,161,2021-08,0.08278995537600142,0.06970542710249747,0.0,0.0,,,1.8211779824598353,2.7297747904254916,-0.031952096757245654,1.7625636184921172,0.0,"[-0.1302558332681656, 0.45443305373191833, 0.1278410255908966, 0.658272922039032, -0.11029114574193954]"
2021-08-06 20:00:00+00:00,2021-08-06 13:31:00+00:00,2021-08-06 20:00:00+00:00,-29570.856239998713,-0.003033356546846888,10795054.673760002,3,2,13401429.74,-2576804.21,13401429.74,-32844.87999999896,-2576804.21,0.0,[],[],1.480143865212556,"[{'sid': Equity(4 [VWO]), 'amount': -27337, 'cost_basis': 51.624175, 'last_sale_price': 51.27}, {'sid': Equity(2 [SPY]), 'amount': 11229, 'cost_basis': 429.72615960034375, 'last_sale_price': 442.49}, {'sid': Equity(3 [VNQ]), 'amount': 13033, 'cost_basis': 106.243095, 'last_sale_price': 106.91}, {'sid': Equity(1 [LQD]), 'amount': 52275, 'cost_basis': 133.96152162977623, 'last_sale_price': 134.66}, {'sid': Equity(0 [DBC]), 'amount': -61822, 'cost_basis': 19.1904, 'last_sale_price': 19.01}]",1.0027392965699264,10857470.41,10824625.530000001,10857470.41,10824625.530000001,-29570.856239998713,0.0,162,2021-08,0.07950546737600162,0.06962850842841371,0.0,0.0,,,1.744168013836016,2.610877707408441,-0.031952096757245654,1.7625636184921172,0.0,"[-0.1302558332681656, 0.45443305373191833, 0.1278410255908966, 0.658272922039032, -0.11029114574193954]"
