,period_open,period_close,shorts_count,orders,long_value,starting_value,pnl,portfolio_value,ending_exposure,positions,gross_leverage,starting_cash,capital_used,ending_cash,returns,starting_exposure,long_exposure,short_value,longs_count,ending_value,transactions,net_leverage,short_exposure,max_drawdown,sharpe,sortino,excess_return,trading_days,benchmark_period_return,benchmark_volatility,algorithm_period_return,max_leverage,alpha,beta,algo_volatility,treasury_period_return,period_label,weights
2021-06-15 20:00:00+00:00,2021-06-15 13:31:00+00:00,2021-06-15 20:00:00+00:00,2,"[{'id': '6ef280d2279a46c5bfac3e79069871bc', 'dt': Timestamp('2021-06-15 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-14 20:00:00+0000', tz='UTC'), 'amount': -24581, 'filled': -24581, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'ec35de46b2bc4a7289c97468373a58fc', 'dt': Timestamp('2021-06-15 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-14 20:00:00+0000', tz='UTC'), 'amount': -5561, 'filled': -5561, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '8cc26d9b58c3419ca23cd42b59de79ae', 'dt': Timestamp('2021-06-15 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-14 20:00:00+0000', tz='UTC'), 'amount': 14564, 'filled': 14564, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'bafa5a7ee99e43a785d88d694b07eae5', 'dt': Timestamp('2021-06-15 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-14 20:00:00+0000', tz='UTC'), 'amount': 31259, 'filled': 31259, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'ad7a734cbe0f4022ac8258a6abf235f4', 'dt': Timestamp('2021-06-15 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-14 20:00:00+0000', tz='UTC'), 'amount': -103203, 'filled': -103203, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",10843526.08,10521552.370000001,-19958.247620001435,10514925.59697,10528971.25,"[{'sid': Equity(4 [VWO]), 'amount': -2549, 'cost_basis': 54.482745, 'last_sale_price': 54.51}, {'sid': Equity(2 [SPY]), 'amount': 1607, 'cost_basis': 420.7259377009194, 'last_sale_price': 424.48}, {'sid': Equity(3 [VNQ]), 'amount': 11568, 'cost_basis': 104.41218, 'last_sale_price': 104.36}, {'sid': Equity(1 [LQD]), 'amount': 67183, 'cost_basis': 132.08724831343903, 'last_sale_price': 133.28}, {'sid': Equity(0 [DBC]), 'amount': -9228, 'cost_basis': 19.020485, 'last_sale_price': 19.03}]",1.0611659404623208,13331.474589999998,-27377.127620000392,-14045.653029999929,-0.001894491473700577,10521552.370000001,10843526.08,-314554.82999999996,3,10528971.25,"[{'amount': -24581, 'dt': Timestamp('2021-06-15 20:00:00+0000', tz='UTC'), 'price': 54.482745, 'order_id': '6ef280d2279a46c5bfac3e79069871bc', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -5561, 'dt': Timestamp('2021-06-15 20:00:00+0000', tz='UTC'), 'price': 424.26776, 'order_id': 'ec35de46b2bc4a7289c97468373a58fc', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 14564, 'dt': Timestamp('2021-06-15 20:00:00+0000', tz='UTC'), 'price': 104.41218, 'order_id': '8cc26d9b58c3419ca23cd42b59de79ae', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 31259, 'dt': Timestamp('2021-06-15 20:00:00+0000', tz='UTC'), 'price': 133.34664, 'order_id': 'bafa5a7ee99e43a785d88d694b07eae5', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -103203, 'dt': Timestamp('2021-06-15 20:00:00+0000', tz='UTC'), 'price': 19.020485, 'order_id': 'ad7a734cbe0f4022ac8258a6abf235f4', 'sid': Equity(0 [DBC]), 'commission': None}]",1.001335782445674,-314554.82999999996,-0.03541272507450073,1.4247140584774933,2.0436284072462163,0.0,125,0.0,0.0,0.05149255969699906,1.1257291813542927,,,0.07291721096964068,0.0,2021-06,"[-0.013282514177262783, 0.06485837697982788, 0.11583925783634186, 0.8493250608444214, -0.016740335151553154]"
2021-06-16 20:00:00+00:00,2021-06-16 13:31:00+00:00,2021-06-16 20:00:00+00:00,2,[],10806321.71,10528971.25,-34303.02999999933,10480622.56697,10494668.22,"[{'sid': Equity(4 [VWO]), 'amount': -2549, 'cost_basis': 54.482745, 'last_sale_price': 53.77}, {'sid': Equity(2 [SPY]), 'amount': 1607, 'cost_basis': 420.7259377009194, 'last_sale_price': 422.11}, {'sid': Equity(3 [VNQ]), 'amount': 11568, 'cost_basis': 104.41218, 'last_sale_price': 103.68}, {'sid': Equity(1 [LQD]), 'amount': 67183, 'cost_basis': 132.08724831343903, 'last_sale_price': 132.9}, {'sid': Equity(0 [DBC]), 'amount': -9228, 'cost_basis': 19.020485, 'last_sale_price': 18.92}]",1.0608124783577875,-14045.653029999929,0.0,-14045.653029999929,-0.0032623179007452707,10528971.25,10806321.71,-311653.49,3,10494668.22,[],1.001340154455544,-311653.49,-0.03541272507450073,1.3258645668610354,1.8987724877500707,0.0,126,0.0,0.0,0.04806225669699904,1.1257291813542927,,,0.07281063898067958,0.0,2021-06,"[-0.013282514177262783, 0.06485837697982788, 0.11583925783634186, 0.8493250608444214, -0.016740335151553154]"
2021-06-17 20:00:00+00:00,2021-06-17 13:31:00+00:00,2021-06-17 20:00:00+00:00,2,[],10854308.31,10494668.22,51718.13000000082,10532340.69697,10546386.350000001,"[{'sid': Equity(4 [VWO]), 'amount': -2549, 'cost_basis': 54.482745, 'last_sale_price': 54.08}, {'sid': Equity(2 [SPY]), 'amount': 1607, 'cost_basis': 420.7259377009194, 'last_sale_price': 421.97}, {'sid': Equity(3 [VNQ]), 'amount': 11568, 'cost_basis': 104.41218, 'last_sale_price': 103.55}, {'sid': Equity(1 [LQD]), 'amount': 67183, 'cost_basis': 132.08724831343903, 'last_sale_price': 133.64000000000001}, {'sid': Equity(0 [DBC]), 'amount': -9228, 'cost_basis': 19.020485, 'last_sale_price': 18.43}]",1.0598052789168897,-14045.653029999929,0.0,-14045.653029999929,0.004934642925029209,10494668.22,10854308.31,-307921.95999999996,3,10546386.350000001,[],1.0013335737452969,-307921.95999999996,-0.03541272507450073,1.4500369959943546,2.084633962340834,0.0,127,0.0,0.0,0.053234069696999065,1.1257291813542927,,,0.07280399556805892,0.0,2021-06,"[-0.013282514177262783, 0.06485837697982788, 0.11583925783634186, 0.8493250608444214, -0.016740335151553154]"
2021-06-18 20:00:00+00:00,2021-06-18 13:31:00+00:00,2021-06-18 20:00:00+00:00,2,[],10869647.38,10546386.350000001,14656.330000000075,10546997.026970001,10561042.680000002,"[{'sid': Equity(4 [VWO]), 'amount': -2549, 'cost_basis': 54.482745, 'last_sale_price': 53.660000000000004}, {'sid': Equity(2 [SPY]), 'amount': 1607, 'cost_basis': 420.7259377009194, 'last_sale_price': 414.92}, {'sid': Equity(3 [VNQ]), 'amount': 11568, 'cost_basis': 104.41218, 'last_sale_price': 101.79}, {'sid': Equity(1 [LQD]), 'amount': 67183, 'cost_basis': 132.08724831343903, 'last_sale_price': 134.34}, {'sid': Equity(0 [DBC]), 'amount': -9228, 'cost_basis': 19.020485, 'last_sale_price': 18.62}]",1.0598516384726193,-14045.653029999929,0.0,-14045.653029999929,0.0013915548710095038,10546386.350000001,10869647.38,-308604.7,3,10561042.680000002,[],1.0013317205830328,-308604.7,-0.03541272507450073,1.4819232160595983,2.130786112033761,0.0,128,0.0,0.0,0.054699702696999086,1.1257291813542927,,,0.07252963966855805,0.0,2021-06,"[-0.013282514177262783, 0.06485837697982788, 0.11583925783634186, 0.8493250608444214, -0.016740335151553154]"
2021-06-21 20:00:00+00:00,2021-06-21 13:31:00+00:00,2021-06-21 20:00:00+00:00,2,"[{'id': '4b75057ffedc44dd94220023696cd40f', 'dt': Timestamp('2021-06-21 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-21 20:00:00+0000', tz='UTC'), 'amount': -7232, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '3b1edd64bf1e4e42b1be68819e4c87a4', 'dt': Timestamp('2021-06-21 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-21 20:00:00+0000', tz='UTC'), 'amount': 8790, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '218cdba2d4294d1db612590f40120174', 'dt': Timestamp('2021-06-21 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-21 20:00:00+0000', tz='UTC'), 'amount': -8060, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '199e0b5bbbb74a528d783251f3303650', 'dt': Timestamp('2021-06-21 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-21 20:00:00+0000', tz='UTC'), 'amount': -21070, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '037ab65e636d45d98ba66eccc75fd744', 'dt': Timestamp('2021-06-21 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-21 20:00:00+0000', tz='UTC'), 'amount': 17284, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",10851083.02,10561042.680000002,-20635.82000000216,10526361.206969999,10540406.86,"[{'sid': Equity(4 [VWO]), 'amount': -2549, 'cost_basis': 54.482745, 'last_sale_price': 53.64}, {'sid': Equity(2 [SPY]), 'amount': 1607, 'cost_basis': 420.7259377009194, 'last_sale_price': 420.86}, {'sid': Equity(3 [VNQ]), 'amount': 11568, 'cost_basis': 104.41218, 'last_sale_price': 103.89}, {'sid': Equity(1 [LQD]), 'amount': 67183, 'cost_basis': 132.08724831343903, 'last_sale_price': 133.56}, {'sid': Equity(0 [DBC]), 'amount': -9228, 'cost_basis': 19.020485, 'last_sale_price': 18.85}]",1.0603625469938533,-14045.653029999929,0.0,-14045.653029999929,-0.001956558814536047,10561042.680000002,10851083.02,-310676.16000000003,3,10540406.86,[],1.0013343312806613,-310676.16000000003,-0.03541272507450073,1.4217986366924198,2.0434209022464382,0.0,129,0.0,0.0,0.052636120696998745,1.1257291813542927,,,0.07232250405450909,0.0,2021-06,"[-0.04984564334154129, 0.41571110486984253, 0.034618671983480453, 0.5850878357887268, 0.014427974820137024]"
2021-06-22 20:00:00+00:00,2021-06-22 13:31:00+00:00,2021-06-22 20:00:00+00:00,1,"[{'id': '4b75057ffedc44dd94220023696cd40f', 'dt': Timestamp('2021-06-22 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-21 20:00:00+0000', tz='UTC'), 'amount': -7232, 'filled': -7232, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '3b1edd64bf1e4e42b1be68819e4c87a4', 'dt': Timestamp('2021-06-22 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-21 20:00:00+0000', tz='UTC'), 'amount': 8790, 'filled': 8790, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '218cdba2d4294d1db612590f40120174', 'dt': Timestamp('2021-06-22 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-21 20:00:00+0000', tz='UTC'), 'amount': -8060, 'filled': -8060, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '199e0b5bbbb74a528d783251f3303650', 'dt': Timestamp('2021-06-22 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-21 20:00:00+0000', tz='UTC'), 'amount': -21070, 'filled': -21070, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '037ab65e636d45d98ba66eccc75fd744', 'dt': Timestamp('2021-06-22 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-21 20:00:00+0000', tz='UTC'), 'amount': 17284, 'filled': 17284, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",11082720.889999999,10540406.86,8416.987229999155,10534778.194199998,10560317.679999998,"[{'sid': Equity(4 [VWO]), 'amount': -9781, 'cost_basis': 53.669819695838875, 'last_sale_price': 53.410000000000004}, {'sid': Equity(2 [SPY]), 'amount': 10397, 'cost_basis': 422.92036648411823, 'last_sale_price': 423.11}, {'sid': Equity(3 [VNQ]), 'amount': 3508, 'cost_basis': 104.41218, 'last_sale_price': 103.35000000000001}, {'sid': Equity(1 [LQD]), 'amount': 46113, 'cost_basis': 132.08724831343903, 'last_sale_price': 133.78}, {'sid': Equity(0 [DBC]), 'amount': 8056, 'cost_basis': 18.88944, 'last_sale_price': 18.88}]",1.1016011809711654,-14045.653029999929,-11493.83276999928,-25539.485799999966,0.0007996103368015373,10540406.86,11082720.889999999,-522403.21,4,10560317.679999998,"[{'amount': -7232, 'dt': Timestamp('2021-06-22 20:00:00+0000', tz='UTC'), 'price': 53.383295000000004, 'order_id': '4b75057ffedc44dd94220023696cd40f', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 8790, 'dt': Timestamp('2021-06-22 20:00:00+0000', tz='UTC'), 'price': 423.321555, 'order_id': '3b1edd64bf1e4e42b1be68819e4c87a4', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -8060, 'dt': Timestamp('2021-06-22 20:00:00+0000', tz='UTC'), 'price': 103.298325, 'order_id': '218cdba2d4294d1db612590f40120174', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -21070, 'dt': Timestamp('2021-06-22 20:00:00+0000', tz='UTC'), 'price': 133.71311, 'order_id': '199e0b5bbbb74a528d783251f3303650', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 17284, 'dt': Timestamp('2021-06-22 20:00:00+0000', tz='UTC'), 'price': 18.88944, 'order_id': '037ab65e636d45d98ba66eccc75fd744', 'sid': Equity(0 [DBC]), 'commission': None}]",1.0024243021855042,-522403.21,-0.03541272507450073,1.4378365397638329,2.0664677861374328,0.0,130,0.0,0.0,0.05347781941999874,1.1257291813542927,,,0.07204370161744086,0.0,2021-06,"[-0.04984564334154129, 0.41571110486984253, 0.034618671983480453, 0.5850878357887268, 0.014427974820137024]"
2021-06-23 20:00:00+00:00,2021-06-23 13:31:00+00:00,2021-06-23 20:00:00+00:00,1,[],11068069.97,10560317.679999998,-17683.029999997467,10517095.1642,10542634.65,"[{'sid': Equity(4 [VWO]), 'amount': -9781, 'cost_basis': 53.669819695838875, 'last_sale_price': 53.72}, {'sid': Equity(2 [SPY]), 'amount': 10397, 'cost_basis': 422.92036648411823, 'last_sale_price': 422.6}, {'sid': Equity(3 [VNQ]), 'amount': 3508, 'cost_basis': 104.41218, 'last_sale_price': 103.17}, {'sid': Equity(1 [LQD]), 'amount': 46113, 'cost_basis': 132.08724831343903, 'last_sale_price': 133.57}, {'sid': Equity(0 [DBC]), 'amount': 8056, 'cost_basis': 18.88944, 'last_sale_price': 19.0}]",1.1023486151826487,-25539.485799999966,0.0,-25539.485799999966,-0.0016785384252070434,10560317.679999998,11068069.97,-525435.32,4,10542634.65,[],1.0024283783118113,-525435.32,-0.03541272507450073,1.3862579190445128,1.9917402413346321,0.0,131,0.0,0.0,0.05170951641999899,1.1257291813542927,,,0.07182457186687748,0.0,2021-06,"[-0.04984564334154129, 0.41571110486984253, 0.034618671983480453, 0.5850878357887268, 0.014427974820137024]"
2021-06-24 20:00:00+00:00,2021-06-24 13:31:00+00:00,2021-06-24 20:00:00+00:00,1,[],11103283.17,10542634.65,31300.799999998882,10548395.9642,10573935.45,"[{'sid': Equity(4 [VWO]), 'amount': -9781, 'cost_basis': 53.669819695838875, 'last_sale_price': 54.120000000000005}, {'sid': Equity(2 [SPY]), 'amount': 10397, 'cost_basis': 422.92036648411823, 'last_sale_price': 425.1}, {'sid': Equity(3 [VNQ]), 'amount': 3508, 'cost_basis': 104.41218, 'last_sale_price': 102.22}, {'sid': Equity(1 [LQD]), 'amount': 46113, 'cost_basis': 132.08724831343903, 'last_sale_price': 133.83}, {'sid': Equity(0 [DBC]), 'amount': 8056, 'cost_basis': 18.88944, 'last_sale_price': 19.07}]",1.1027867108401852,-25539.485799999966,0.0,-25539.485799999966,0.002976183015491518,10542634.65,11103283.17,-529347.7200000001,4,10573935.45,[],1.00242117245946,-529347.7200000001,-0.03541272507450073,1.4586368137023025,2.098272896904838,0.0,132,0.0,0.0,0.054839596419999026,1.1257291813542927,,,0.07163872880798564,0.0,2021-06,"[-0.04984564334154129, 0.41571110486984253, 0.034618671983480453, 0.5850878357887268, 0.014427974820137024]"
2021-06-25 20:00:00+00:00,2021-06-25 13:31:00+00:00,2021-06-25 20:00:00+00:00,1,[],11104619.129999999,10573935.45,-2967.679999999702,10545428.2842,10570967.77,"[{'sid': Equity(4 [VWO]), 'amount': -9781, 'cost_basis': 53.669819695838875, 'last_sale_price': 54.56}, {'sid': Equity(2 [SPY]), 'amount': 10397, 'cost_basis': 422.92036648411823, 'last_sale_price': 426.61}, {'sid': Equity(3 [VNQ]), 'amount': 3508, 'cost_basis': 104.41218, 'last_sale_price': 102.91}, {'sid': Equity(1 [LQD]), 'amount': 46113, 'cost_basis': 132.08724831343903, 'last_sale_price': 133.48}, {'sid': Equity(0 [DBC]), 'amount': 8056, 'cost_basis': 18.88944, 'last_sale_price': 18.990000000000002}]",1.1036318465545285,-25539.485799999966,0.0,-25539.485799999966,-0.0002813394576834938,10573935.45,11104619.129999999,-533651.36,4,10570967.77,[],1.002421853822501,-533651.36,-0.03541272507450073,1.4455849705093327,2.0795619396498046,0.0,133,0.0,0.0,0.054542828419999134,1.1257291813542927,,,0.07137328427753789,0.0,2021-06,"[-0.04984564334154129, 0.41571110486984253, 0.034618671983480453, 0.5850878357887268, 0.014427974820137024]"
2021-06-28 20:00:00+00:00,2021-06-28 13:31:00+00:00,2021-06-28 20:00:00+00:00,1,"[{'id': '3b94eab289224bd9bb700bfffca8b5c1', 'dt': Timestamp('2021-06-28 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-28 20:00:00+0000', tz='UTC'), 'amount': 6430, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '1e608602a0d04f9e80fd2910ec592323', 'dt': Timestamp('2021-06-28 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-28 20:00:00+0000', tz='UTC'), 'amount': 878, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'fa6a95656b1e47cbaca6df0b55dea7f9', 'dt': Timestamp('2021-06-28 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-28 20:00:00+0000', tz='UTC'), 'amount': 12417, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '601ebd8ca2cb4bf7a8c353e4a89e3113', 'dt': Timestamp('2021-06-28 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-28 20:00:00+0000', tz='UTC'), 'amount': -26685, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '42ff907f175741699ae0ec9852fba0f0', 'dt': Timestamp('2021-06-28 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-28 20:00:00+0000', tz='UTC'), 'amount': 81684, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",11138712.000000002,10570967.77,32821.34000000171,10578249.624200001,10603789.110000001,"[{'sid': Equity(4 [VWO]), 'amount': -9781, 'cost_basis': 53.669819695838875, 'last_sale_price': 54.69}, {'sid': Equity(2 [SPY]), 'amount': 10397, 'cost_basis': 422.92036648411823, 'last_sale_price': 427.47}, {'sid': Equity(3 [VNQ]), 'amount': 3508, 'cost_basis': 104.41218, 'last_sale_price': 102.61}, {'sid': Equity(1 [LQD]), 'amount': 46113, 'cost_basis': 132.08724831343903, 'last_sale_price': 134.05}, {'sid': Equity(0 [DBC]), 'amount': 8056, 'cost_basis': 18.88944, 'last_sale_price': 18.98}]",1.1035507106292968,-25539.485799999966,0.0,-25539.485799999966,0.0031123761989997334,10570967.77,11138712.000000002,-534922.89,4,10603789.110000001,[],1.002414339489737,-534922.89,-0.03541272507450073,1.520474304801449,2.1902029150569335,0.0,134,0.0,0.0,0.05782496241999935,1.1257291813542927,,,0.07120100671755608,0.0,2021-06,"[-0.017320845276117325, 0.45563507080078125, 0.15447914600372314, 0.24619033932685852, 0.16101624071598053]"
2021-06-29 20:00:00+00:00,2021-06-29 13:31:00+00:00,2021-06-29 20:00:00+00:00,1,"[{'id': '3b94eab289224bd9bb700bfffca8b5c1', 'dt': Timestamp('2021-06-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-28 20:00:00+0000', tz='UTC'), 'amount': 6430, 'filled': 6430, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '1e608602a0d04f9e80fd2910ec592323', 'dt': Timestamp('2021-06-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-28 20:00:00+0000', tz='UTC'), 'amount': 878, 'filled': 878, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'fa6a95656b1e47cbaca6df0b55dea7f9', 'dt': Timestamp('2021-06-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-28 20:00:00+0000', tz='UTC'), 'amount': 12417, 'filled': 12417, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '601ebd8ca2cb4bf7a8c353e4a89e3113', 'dt': Timestamp('2021-06-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-28 20:00:00+0000', tz='UTC'), 'amount': -26685, 'filled': -26685, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '42ff907f175741699ae0ec9852fba0f0', 'dt': Timestamp('2021-06-29 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-06-28 20:00:00+0000', tz='UTC'), 'amount': 81684, 'filled': 81684, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",10770696.430000002,10603789.110000001,6335.100279999897,10584584.724480001,10587564.280000001,"[{'sid': Equity(4 [VWO]), 'amount': -3351, 'cost_basis': 53.669819695838875, 'last_sale_price': 54.65}, {'sid': Equity(2 [SPY]), 'amount': 11275, 'cost_basis': 423.309216020876, 'last_sale_price': 427.7}, {'sid': Equity(3 [VNQ]), 'amount': 15925, 'cost_basis': 102.8285622131868, 'last_sale_price': 102.33}, {'sid': Equity(1 [LQD]), 'amount': 19428, 'cost_basis': 132.08724831343903, 'last_sale_price': 134.21}, {'sid': Equity(0 [DBC]), 'amount': 89740, 'cost_basis': 19.062470086694894, 'last_sale_price': 19.07}]",1.0348850583307265,-25539.485799999966,22559.93027999811,-2979.5555199994706,0.0005988798246456817,10603789.110000001,10770696.430000002,-183132.15,4,10587564.280000001,"[{'amount': 6430, 'dt': Timestamp('2021-06-29 20:00:00+0000', tz='UTC'), 'price': 54.677324999999996, 'order_id': '3b94eab289224bd9bb700bfffca8b5c1', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 878, 'dt': Timestamp('2021-06-29 20:00:00+0000', tz='UTC'), 'price': 427.91384999999997, 'order_id': '1e608602a0d04f9e80fd2910ec592323', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 12417, 'dt': Timestamp('2021-06-29 20:00:00+0000', tz='UTC'), 'price': 102.381165, 'order_id': 'fa6a95656b1e47cbaca6df0b55dea7f9', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -26685, 'dt': Timestamp('2021-06-29 20:00:00+0000', tz='UTC'), 'price': 134.142895, 'order_id': '601ebd8ca2cb4bf7a8c353e4a89e3113', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 81684, 'dt': Timestamp('2021-06-29 20:00:00+0000', tz='UTC'), 'price': 19.079535, 'order_id': '42ff907f175741699ae0ec9852fba0f0', 'sid': Equity(0 [DBC]), 'commission': None}]",1.0002814995200624,-183132.15,-0.03541272507450073,1.5306261610788638,2.204776717609068,0.0,135,0.0,0.0,0.05845847244799929,1.1257291813542927,,,0.07093521083551803,0.0,2021-06,"[-0.017320845276117325, 0.45563507080078125, 0.15447914600372314, 0.24619033932685852, 0.16101624071598053]"
