,period_open,period_close,starting_cash,longs_count,returns,net_leverage,gross_leverage,orders,long_exposure,starting_exposure,capital_used,positions,shorts_count,starting_value,pnl,short_exposure,ending_value,ending_exposure,ending_cash,portfolio_value,long_value,transactions,short_value,algo_volatility,trading_days,algorithm_period_return,alpha,beta,max_leverage,sortino,benchmark_period_return,benchmark_volatility,max_drawdown,period_label,treasury_period_return,sharpe,excess_return,weights
2021-11-10 21:00:00+00:00,2021-11-10 14:31:00+00:00,2021-11-10 21:00:00+00:00,-414.42504999992525,5,-0.007652130936744439,1.0000345004746272,1.0000345004746272,[],12012569.46,12105196.84,0.0,"[{'sid': Equity(4 [VWO]), 'amount': 47020, 'cost_basis': 49.692406087139226, 'last_sale_price': 51.160000000000004}, {'sid': Equity(2 [SPY]), 'amount': 5156, 'cost_basis': 374.9479472120513, 'last_sale_price': 463.62}, {'sid': Equity(3 [VNQ]), 'amount': 22001, 'cost_basis': 87.057642262266, 'last_sale_price': 109.57000000000001}, {'sid': Equity(1 [LQD]), 'amount': 17974, 'cost_basis': 136.15241145952848, 'last_sale_price': 133.5}, {'sid': Equity(0 [DBC]), 'amount': 113457, 'cost_basis': 15.195116475777764, 'last_sale_price': 21.21}]",0,12105196.84,-92627.37999999896,0.0,12012569.46,12012569.46,-414.42504999992525,12012155.034950001,12012569.46,[],0.0,0.09196819689755283,229,0.20121550349499984,,,1.0001668991840218,3.37197132574337,0.0,0.0,-0.033167285319909784,2021-11,0.0,2.2403551622984756,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2021-11-11 21:00:00+00:00,2021-11-11 14:31:00+00:00,2021-11-11 21:00:00+00:00,-414.42504999992525,5,0.004686886727335082,1.0000343395291438,1.0000343395291438,[],12068869.07,12012569.46,0.0,"[{'sid': Equity(4 [VWO]), 'amount': 47020, 'cost_basis': 49.692406087139226, 'last_sale_price': 52.04}, {'sid': Equity(2 [SPY]), 'amount': 5156, 'cost_basis': 374.9479472120513, 'last_sale_price': 463.77}, {'sid': Equity(3 [VNQ]), 'amount': 22001, 'cost_basis': 87.057642262266, 'last_sale_price': 109.75}, {'sid': Equity(1 [LQD]), 'amount': 17974, 'cost_basis': 136.15241145952848, 'last_sale_price': 133.12}, {'sid': Equity(0 [DBC]), 'amount': 113457, 'cost_basis': 15.195116475777764, 'last_sale_price': 21.36}]",0,12012569.46,56299.609999999404,0.0,12068869.07,12068869.07,-414.42504999992525,12068454.64495,12068869.07,[],0.0,0.09185650388747914,230,0.20684546449499974,,,1.0001668991840218,3.448856348448108,0.0,0.0,-0.033167285319909784,2021-11,0.0,2.2892313678163028,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2021-11-12 21:00:00+00:00,2021-11-12 14:31:00+00:00,2021-11-12 21:00:00+00:00,-414.42504999992525,5,0.0010147653829999381,1.0000343047179034,1.0000343047179034,[],12081115.72,12068869.07,0.0,"[{'sid': Equity(4 [VWO]), 'amount': 47020, 'cost_basis': 49.692406087139226, 'last_sale_price': 52.08}, {'sid': Equity(2 [SPY]), 'amount': 5156, 'cost_basis': 374.9479472120513, 'last_sale_price': 467.27}, {'sid': Equity(3 [VNQ]), 'amount': 22001, 'cost_basis': 87.057642262266, 'last_sale_price': 109.67}, {'sid': Equity(1 [LQD]), 'amount': 17974, 'cost_basis': 136.15241145952848, 'last_sale_price': 132.98}, {'sid': Equity(0 [DBC]), 'amount': 113457, 'cost_basis': 15.195116475777764, 'last_sale_price': 21.330000000000002}]",0,12068869.07,12246.650000000373,0.0,12081115.72,12081115.72,-414.42504999992525,12080701.294950001,12081115.72,[],0.0,0.09165679180600117,231,0.2080701294949998,,,1.0001668991840218,3.459579021098904,0.0,0.0,-0.033167285319909784,2021-11,0.0,2.296365563544127,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2021-11-15 21:00:00+00:00,2021-11-15 14:31:00+00:00,2021-11-15 21:00:00+00:00,-414.42504999992525,5,-0.0003274180780925562,1.0000343159535672,1.0000343159535672,"[{'id': '9332552ad3334076a9ddd942180e6b44', 'dt': Timestamp('2021-11-15 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-15 21:00:00+0000', tz='UTC'), 'amount': -553, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '8ad6fa4b8a84464d9857824ed7a81dce', 'dt': Timestamp('2021-11-15 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-15 21:00:00+0000', tz='UTC'), 'amount': 11, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '890a0d53099b48a68726b1a4475c488b', 'dt': Timestamp('2021-11-15 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-15 21:00:00+0000', tz='UTC'), 'amount': -130, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'faf390bfdb9c4c3e924ec96eb1941582', 'dt': Timestamp('2021-11-15 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-15 21:00:00+0000', tz='UTC'), 'amount': 328, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'f88e76087fec4845bc962849f87d8fa6', 'dt': Timestamp('2021-11-15 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-15 21:00:00+0000', tz='UTC'), 'amount': -272, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",12077160.279999997,12081115.72,0.0,"[{'sid': Equity(4 [VWO]), 'amount': 47020, 'cost_basis': 49.692406087139226, 'last_sale_price': 51.980000000000004}, {'sid': Equity(2 [SPY]), 'amount': 5156, 'cost_basis': 374.9479472120513, 'last_sale_price': 467.43}, {'sid': Equity(3 [VNQ]), 'amount': 22001, 'cost_basis': 87.057642262266, 'last_sale_price': 110.44}, {'sid': Equity(1 [LQD]), 'amount': 17974, 'cost_basis': 136.15241145952848, 'last_sale_price': 131.97}, {'sid': Equity(0 [DBC]), 'amount': 113457, 'cost_basis': 15.195116475777764, 'last_sale_price': 21.34}]",0,12081115.72,-3955.4400000032037,0.0,12077160.279999997,12077160.279999997,-414.42504999992525,12076745.854949998,12077160.279999997,[],0.0,0.09146621198961213,232,0.2076745854949995,,,1.0001668991840218,3.446202248730814,0.0,0.0,-0.033167285319909784,2021-11,0.0,2.2873432870761046,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2021-11-16 21:00:00+00:00,2021-11-16 14:31:00+00:00,2021-11-16 21:00:00+00:00,-414.42504999992525,5,-0.0012312177857004558,1.000003862528275,1.000003862528275,"[{'id': '9332552ad3334076a9ddd942180e6b44', 'dt': Timestamp('2021-11-16 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-15 21:00:00+0000', tz='UTC'), 'amount': -553, 'filled': -553, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '8ad6fa4b8a84464d9857824ed7a81dce', 'dt': Timestamp('2021-11-16 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-15 21:00:00+0000', tz='UTC'), 'amount': 11, 'filled': 11, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '890a0d53099b48a68726b1a4475c488b', 'dt': Timestamp('2021-11-16 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-15 21:00:00+0000', tz='UTC'), 'amount': -130, 'filled': -130, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'faf390bfdb9c4c3e924ec96eb1941582', 'dt': Timestamp('2021-11-16 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-15 21:00:00+0000', tz='UTC'), 'amount': 328, 'filled': 328, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'f88e76087fec4845bc962849f87d8fa6', 'dt': Timestamp('2021-11-16 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-15 21:00:00+0000', tz='UTC'), 'amount': -272, 'filled': -272, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",12061923.34,12077160.279999997,367.8357099983841,"[{'sid': Equity(4 [VWO]), 'amount': 46467, 'cost_basis': 49.692406087139226, 'last_sale_price': 51.96}, {'sid': Equity(2 [SPY]), 'amount': 5167, 'cost_basis': 375.14926976298364, 'last_sale_price': 469.28000000000003}, {'sid': Equity(3 [VNQ]), 'amount': 21871, 'cost_basis': 87.057642262266, 'last_sale_price': 109.71000000000001}, {'sid': Equity(1 [LQD]), 'amount': 18302, 'cost_basis': 136.0746940538501, 'last_sale_price': 131.75}, {'sid': Equity(0 [DBC]), 'amount': 113185, 'cost_basis': 15.195116475777764, 'last_sale_price': 21.31}]",0,12077160.279999997,-14869.104289997369,0.0,12061923.34,12061923.34,-46.5893399999286,12061876.75066,12061923.34,"[{'amount': -553, 'dt': Timestamp('2021-11-16 21:00:00+0000', tz='UTC'), 'price': 51.934020000000004, 'order_id': '9332552ad3334076a9ddd942180e6b44', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 11, 'dt': Timestamp('2021-11-16 21:00:00+0000', tz='UTC'), 'price': 469.51464000000004, 'order_id': '8ad6fa4b8a84464d9857824ed7a81dce', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -130, 'dt': Timestamp('2021-11-16 21:00:00+0000', tz='UTC'), 'price': 109.655145, 'order_id': '890a0d53099b48a68726b1a4475c488b', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 328, 'dt': Timestamp('2021-11-16 21:00:00+0000', tz='UTC'), 'price': 131.815875, 'order_id': 'faf390bfdb9c4c3e924ec96eb1941582', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -272, 'dt': Timestamp('2021-11-16 21:00:00+0000', tz='UTC'), 'price': 21.299345, 'order_id': 'f88e76087fec4845bc962849f87d8fa6', 'sid': Equity(0 [DBC]), 'commission': None}]",0.0,0.09129404875053826,233,0.20618767506599966,,,1.0001668991840218,3.4160542642900364,0.0,0.0,-0.033167285319909784,2021-11,0.0,2.267235317663174,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2021-11-17 21:00:00+00:00,2021-11-17 14:31:00+00:00,2021-11-17 21:00:00+00:00,-46.5893399999286,5,-0.001582511610305981,1.0000038686504593,1.0000038686504593,[],12042835.280000001,12061923.34,0.0,"[{'sid': Equity(4 [VWO]), 'amount': 46467, 'cost_basis': 49.692406087139226, 'last_sale_price': 51.77}, {'sid': Equity(2 [SPY]), 'amount': 5167, 'cost_basis': 375.14926976298364, 'last_sale_price': 468.14}, {'sid': Equity(3 [VNQ]), 'amount': 21871, 'cost_basis': 87.057642262266, 'last_sale_price': 110.05}, {'sid': Equity(1 [LQD]), 'amount': 18302, 'cost_basis': 136.0746940538501, 'last_sale_price': 132.28}, {'sid': Equity(0 [DBC]), 'amount': 113185, 'cost_basis': 15.195116475777764, 'last_sale_price': 21.12}]",0,12061923.34,-19088.05999999866,0.0,12042835.280000001,12042835.280000001,-46.5893399999286,12042788.690660002,12042835.280000001,[],0.0,0.09113207812034003,234,0.2042788690659998,,,1.0001668991840218,3.379313975739857,0.0,0.0,-0.033167285319909784,2021-11,0.0,2.2428578486222235,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2021-11-18 21:00:00+00:00,2021-11-18 14:31:00+00:00,2021-11-18 21:00:00+00:00,-46.5893399999286,5,-0.0005599234673303588,1.000003870817821,1.000003870817821,[],12036092.24,12042835.280000001,0.0,"[{'sid': Equity(4 [VWO]), 'amount': 46467, 'cost_basis': 49.692406087139226, 'last_sale_price': 51.15}, {'sid': Equity(2 [SPY]), 'amount': 5167, 'cost_basis': 375.14926976298364, 'last_sale_price': 469.73}, {'sid': Equity(3 [VNQ]), 'amount': 21871, 'cost_basis': 87.057642262266, 'last_sale_price': 110.07000000000001}, {'sid': Equity(1 [LQD]), 'amount': 18302, 'cost_basis': 136.0746940538501, 'last_sale_price': 132.58}, {'sid': Equity(0 [DBC]), 'amount': 113185, 'cost_basis': 15.195116475777764, 'last_sale_price': 21.19}]",0,12042835.280000001,-6743.040000000969,0.0,12036092.24,12036092.24,-46.5893399999286,12036045.65066,12036092.24,[],0.0,0.0909482250797601,235,0.20360456506599967,,,1.0001668991840218,3.3620129822340625,0.0,0.0,-0.033167285319909784,2021-11,0.0,2.2312265737024215,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2021-11-19 21:00:00+00:00,2021-11-19 14:31:00+00:00,2021-11-19 21:00:00+00:00,-46.5893399999286,5,-0.004326201604024527,1.0000038876365205,1.0000038876365205,[],11984021.88,12036092.24,0.0,"[{'sid': Equity(4 [VWO]), 'amount': 46467, 'cost_basis': 49.692406087139226, 'last_sale_price': 51.06}, {'sid': Equity(2 [SPY]), 'amount': 5167, 'cost_basis': 375.14926976298364, 'last_sale_price': 468.89}, {'sid': Equity(3 [VNQ]), 'amount': 21871, 'cost_basis': 87.057642262266, 'last_sale_price': 109.42}, {'sid': Equity(1 [LQD]), 'amount': 18302, 'cost_basis': 136.0746940538501, 'last_sale_price': 133.08}, {'sid': Equity(0 [DBC]), 'amount': 113185, 'cost_basis': 15.195116475777764, 'last_sale_price': 20.85}]",0,12036092.24,-52070.359999999404,0.0,11984021.88,11984021.88,-46.5893399999286,11983975.290660001,11984021.88,[],0.0,0.09090928759268216,236,0.19839752906599983,,,1.0001668991840218,3.269192880004934,0.0,0.0,-0.033167285319909784,2021-11,0.0,2.171909406708273,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2021-11-22 21:00:00+00:00,2021-11-22 14:31:00+00:00,2021-11-22 21:00:00+00:00,-46.5893399999286,5,-0.0039645325401355125,1.000003903110529,1.000003903110529,"[{'id': '53b9fe16e92642d8928c85b15409f260', 'dt': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'amount': 778, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '82c3ac1c6f594fbf89ced3c7f17a8f8f', 'dt': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'amount': -61, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '100349e6101849a6a2bb8fa88c5f861b', 'dt': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'amount': 54, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'e36663fda47f4d5aa908e6a9d7adc35a', 'dt': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'amount': -205, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '1104e5fd4366465ca0cc0fa56c4f876c', 'dt': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'amount': 495, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",11936511.02,11984021.88,0.0,"[{'sid': Equity(4 [VWO]), 'amount': 46467, 'cost_basis': 49.692406087139226, 'last_sale_price': 50.53}, {'sid': Equity(2 [SPY]), 'amount': 5167, 'cost_basis': 375.14926976298364, 'last_sale_price': 467.57}, {'sid': Equity(3 [VNQ]), 'amount': 21871, 'cost_basis': 87.057642262266, 'last_sale_price': 108.88}, {'sid': Equity(1 [LQD]), 'amount': 18302, 'cost_basis': 136.0746940538501, 'last_sale_price': 131.92000000000002}, {'sid': Equity(0 [DBC]), 'amount': 113185, 'cost_basis': 15.195116475777764, 'last_sale_price': 21.0}]",0,11984021.88,-47510.86000000127,0.0,11936511.02,11936511.02,-46.5893399999286,11936464.43066,11936511.02,[],0.0,0.09084850210804628,237,0.19364644306599965,,,1.0001668991840218,3.1850253933234027,0.0,0.0,-0.033167285319909784,2021-11,0.0,2.1177913944611744,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2021-11-23 21:00:00+00:00,2021-11-23 14:31:00+00:00,2021-11-23 21:00:00+00:00,-46.5893399999286,5,0.004232757057879288,1.0000461429716971,1.0000461429716971,"[{'id': '53b9fe16e92642d8928c85b15409f260', 'dt': Timestamp('2021-11-23 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'amount': 778, 'filled': 778, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '82c3ac1c6f594fbf89ced3c7f17a8f8f', 'dt': Timestamp('2021-11-23 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'amount': -61, 'filled': -61, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '100349e6101849a6a2bb8fa88c5f861b', 'dt': Timestamp('2021-11-23 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'amount': 54, 'filled': 54, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'e36663fda47f4d5aa908e6a9d7adc35a', 'dt': Timestamp('2021-11-23 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'amount': -205, 'filled': -205, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '1104e5fd4366465ca0cc0fa56c4f876c', 'dt': Timestamp('2021-11-23 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'amount': 495, 'filled': 495, 'commission': 0.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",11987541.700000001,11936511.02,-506.5259350016713,"[{'sid': Equity(4 [VWO]), 'amount': 47245, 'cost_basis': 49.70743886699331, 'last_sale_price': 50.58}, {'sid': Equity(2 [SPY]), 'amount': 5106, 'cost_basis': 375.14926976298364, 'last_sale_price': 468.19}, {'sid': Equity(3 [VNQ]), 'amount': 21925, 'cost_basis': 87.1136920154171, 'last_sale_price': 109.76}, {'sid': Equity(1 [LQD]), 'amount': 18097, 'cost_basis': 136.0746940538501, 'last_sale_price': 130.98}, {'sid': Equity(0 [DBC]), 'amount': 113680, 'cost_basis': 15.222094034666664, 'last_sale_price': 21.38}]",0,11936511.02,50524.154065001756,0.0,11987541.700000001,11987541.700000001,-553.1152749999346,11986988.584725002,11987541.700000001,"[{'amount': 778, 'dt': Timestamp('2021-11-23 21:00:00+0000', tz='UTC'), 'price': 50.60529, 'order_id': '53b9fe16e92642d8928c85b15409f260', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -61, 'dt': Timestamp('2021-11-23 21:00:00+0000', tz='UTC'), 'price': 467.955905, 'order_id': '82c3ac1c6f594fbf89ced3c7f17a8f8f', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 54, 'dt': Timestamp('2021-11-23 21:00:00+0000', tz='UTC'), 'price': 109.81488, 'order_id': '100349e6101849a6a2bb8fa88c5f861b', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -205, 'dt': Timestamp('2021-11-23 21:00:00+0000', tz='UTC'), 'price': 130.91450999999998, 'order_id': 'e36663fda47f4d5aa908e6a9d7adc35a', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 495, 'dt': Timestamp('2021-11-23 21:00:00+0000', tz='UTC'), 'price': 21.39069, 'order_id': '1104e5fd4366465ca0cc0fa56c4f876c', 'sid': Equity(0 [DBC]), 'commission': None}]",0.0,0.09072689508247768,238,0.1986988584724998,,,1.0001668991840218,3.252675786098504,0.0,0.0,-0.033167285319909784,2021-11,0.0,2.161117966791461,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2021-11-24 21:00:00+00:00,2021-11-24 14:31:00+00:00,2021-11-24 21:00:00+00:00,-553.1152749999346,5,0.0029210639313212994,1.0000460085777003,1.0000460085777003,[],12022556.46,11987541.700000001,0.0,"[{'sid': Equity(4 [VWO]), 'amount': 47245, 'cost_basis': 49.70743886699331, 'last_sale_price': 50.52}, {'sid': Equity(2 [SPY]), 'amount': 5106, 'cost_basis': 375.14926976298364, 'last_sale_price': 469.44}, {'sid': Equity(3 [VNQ]), 'amount': 21925, 'cost_basis': 87.1136920154171, 'last_sale_price': 111.09}, {'sid': Equity(1 [LQD]), 'amount': 18097, 'cost_basis': 136.0746940538501, 'last_sale_price': 131.61}, {'sid': Equity(0 [DBC]), 'amount': 113680, 'cost_basis': 15.222094034666664, 'last_sale_price': 21.3}]",0,11987541.700000001,35014.75999999978,0.0,12022556.46,12022556.46,-553.1152749999346,12022003.344725002,12022556.46,[],0.0,0.09056282992060638,239,0.20220033447249985,,,1.0001668991840218,3.29706512619087,0.0,0.0,-0.033167285319909784,2021-11,0.0,2.189983357633567,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2021-11-26 18:00:00+00:00,2021-11-26 14:31:00+00:00,2021-11-26 18:00:00+00:00,-553.1152749999346,5,-0.02629682183034121,1.000047251132308,1.000047251132308,[],11706415.98,12022556.46,0.0,"[{'sid': Equity(4 [VWO]), 'amount': 47245, 'cost_basis': 49.70743886699331, 'last_sale_price': 49.04}, {'sid': Equity(2 [SPY]), 'amount': 5106, 'cost_basis': 375.14926976298364, 'last_sale_price': 458.97}, {'sid': Equity(3 [VNQ]), 'amount': 21925, 'cost_basis': 87.1136920154171, 'last_sale_price': 108.0}, {'sid': Equity(1 [LQD]), 'amount': 18097, 'cost_basis': 136.0746940538501, 'last_sale_price': 132.68}, {'sid': Equity(0 [DBC]), 'amount': 113680, 'cost_basis': 15.222094034666664, 'last_sale_price': 20.03}]",0,12022556.46,-316140.48000000045,0.0,11706415.98,11706415.98,-553.1152749999346,11705862.864725001,11706415.98,[],0.0,0.09453846524686915,240,0.17058628647249985,,,1.0001668991840218,2.5820014510766147,0.0,0.0,-0.033167285319909784,2021-11,0.0,1.7970785482683265,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]"
2021-11-29 21:00:00+00:00,2021-11-29 14:31:00+00:00,2021-11-29 21:00:00+00:00,-553.1152749999346,5,0.004375812410579272,1.000047045271027,1.000047045271027,"[{'id': '06ca554f4b6749fcbec288e8d2fa504c', 'dt': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'amount': 635, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'e78f00af479e4a2db8c1963f5d6841b7', 'dt': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'amount': -44, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'ca5f1dcfed50464e8da09cddd832bb7b', 'dt': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'amount': -312, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'd9551f402521477d98df777460d10f06', 'dt': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'amount': -386, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '8af0d7b66c2a4909a25bef4744695808', 'dt': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'amount': 3714, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",11757638.640000002,11706415.98,0.0,"[{'sid': Equity(4 [VWO]), 'amount': 47245, 'cost_basis': 49.70743886699331, 'last_sale_price': 49.11}, {'sid': Equity(2 [SPY]), 'amount': 5106, 'cost_basis': 375.14926976298364, 'last_sale_price': 464.6}, {'sid': Equity(3 [VNQ]), 'amount': 21925, 'cost_basis': 87.1136920154171, 'last_sale_price': 108.8}, {'sid': Equity(1 [LQD]), 'amount': 18097, 'cost_basis': 136.0746940538501, 'last_sale_price': 132.77}, {'sid': Equity(0 [DBC]), 'amount': 113680, 'cost_basis': 15.222094034666664, 'last_sale_price': 20.03}]",0,11706415.98,51222.66000000201,0.0,11757638.640000002,11757638.640000002,-553.1152749999346,11757085.524725003,11757638.640000002,[],0.0,0.09441720837343691,241,0.17570855247250017,,,1.0001668991840218,2.6463218933791133,0.0,0.0,-0.033167285319909784,2021-11,0.0,1.8403809936445792,0.0,"[0.2, 0.2, 0.2, 0.2, 0.2]"
