,period_open,period_close,pnl,long_value,positions,shorts_count,transactions,returns,ending_cash,starting_exposure,starting_value,orders,longs_count,long_exposure,portfolio_value,short_value,starting_cash,short_exposure,ending_exposure,ending_value,capital_used,gross_leverage,net_leverage,period_label,max_leverage,benchmark_period_return,benchmark_volatility,treasury_period_return,algorithm_period_return,trading_days,algo_volatility,sharpe,max_drawdown,alpha,beta,excess_return,sortino,weights
2021-09-08 20:00:00+00:00,2021-09-08 13:31:00+00:00,2021-09-08 20:00:00+00:00,-14968.800000000745,12271966.56,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 450.91}]",0,[],-0.0012182633031171397,63.65055999870674,12286935.360000001,12286935.360000001,[],1,12271966.56,12272030.21056,0.0,63.65055999870674,0.0,12271966.56,12271966.56,0.0,0.9999948133634854,0.9999948133634854,2021-09,0.9999948394573317,0.0,0.0,0.0,0.22720302105599743,184,0.12165499034126616,2.3667266478954847,-0.04059674270489745,,,0.0,3.580693842594086,"[0, 1, 0, 0, 0]"
2021-09-09 20:00:00+00:00,2021-09-09 13:31:00+00:00,2021-09-09 20:00:00+00:00,-52526.88000000082,12219439.68,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 448.98}]",0,[],-0.004280211105966991,63.65055999870674,12271966.56,12271966.56,[],1,12219439.68,12219503.330559999,0.0,63.65055999870674,0.0,12219439.68,12219439.68,0.0,0.9999947910681575,0.9999947910681575,2021-09,0.9999948394573317,0.0,0.0,0.0,0.22195033305599732,185,0.12148892346970108,2.309160467773174,-0.04059674270489745,,,0.0,3.491530933899457,"[0, 1, 0, 0, 0]"
2021-09-10 20:00:00+00:00,2021-09-10 13:31:00+00:00,2021-09-10 20:00:00+00:00,-96344.6400000006,12123095.04,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 445.44}]",0,[],-0.007884497216760988,63.65055999870674,12219439.68,12219439.68,[],1,12123095.04,12123158.690559998,0.0,63.65055999870674,0.0,12123095.04,12123095.04,0.0,0.9999947496719606,0.9999947496719606,2021-09,0.9999948394573317,0.0,0.0,0.0,0.2123158690559972,186,0.12161194011682784,2.206583756165142,-0.04059674270489745,,,0.0,3.3270749566590228,"[0, 1, 0, 0, 0]"
2021-09-13 20:00:00+00:00,2021-09-13 13:31:00+00:00,2021-09-13 20:00:00+00:00,31026.240000000224,12154121.28,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 446.58}]",0,[],0.0025592538043868185,63.65055999870674,12123095.04,12123095.04,[],1,12154121.28,12154184.930559998,0.0,63.65055999870674,0.0,12154121.28,12154121.28,0.0,0.9999947630745819,0.9999947630745819,2021-09,0.9999948394573317,0.0,0.0,0.0,0.21541849305599725,187,0.12129699155266886,2.228915588350705,-0.04059674270489745,,,0.0,3.361041955601584,"[0, 1, 0, 0, 0]"
2021-09-14 20:00:00+00:00,2021-09-14 13:31:00+00:00,2021-09-14 20:00:00+00:00,-65590.55999999866,12088530.72,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 444.17}]",0,[],-0.005396541222199014,63.65055999870674,12154121.28,12154121.28,[],1,12088530.72,12088594.37056,0.0,63.65055999870674,0.0,12088530.72,12088530.72,0.0,0.9999947346599574,0.9999947346599574,2021-09,0.9999948394573317,0.0,0.0,0.0,0.20885943705599752,188,0.12120388716780718,2.159080955607627,-0.04059674270489745,,,0.0,3.2520768476944286,"[0, 1, 0, 0, 0]"
2021-09-15 20:00:00+00:00,2021-09-15 13:31:00+00:00,2021-09-15 20:00:00+00:00,100971.3599999994,12189502.08,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 447.88}]",0,[],0.008352613786587249,63.65055999870674,12088530.72,12088530.72,[],1,12189502.08,12189565.73056,0.0,63.65055999870674,0.0,12189502.08,12189502.08,0.0,0.9999947782750095,0.9999947782750095,2021-09,0.9999948394573317,0.0,0.0,0.0,0.21895657305599747,189,0.12117578671719097,2.240061586211856,-0.04059674270489745,,,0.0,3.382229775123559,"[0, 1, 0, 0, 0]"
2021-09-16 20:00:00+00:00,2021-09-16 13:31:00+00:00,2021-09-16 20:00:00+00:00,-19323.359999999404,12170178.72,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 447.17}]",0,[],-0.001585237770329595,63.65055999870674,12189502.08,12189502.08,[],1,12170178.72,12170242.37056,0.0,63.65055999870674,0.0,12170178.72,12170178.72,0.0,0.9999947699841909,0.9999947699841909,2021-09,0.9999948394573317,0.0,0.0,0.0,0.2170242370559976,190,0.12089367953998792,2.216079964745948,-0.04059674270489745,,,0.0,3.3461799296828305,"[0, 1, 0, 0, 0]"
2021-09-17 20:00:00+00:00,2021-09-17 13:31:00+00:00,2021-09-17 20:00:00+00:00,-157036.3200000003,12013142.4,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 441.40000000000003}]",0,[],-0.012903302598136657,63.65055999870674,12170178.72,12170178.72,[],1,12013142.4,12013206.05056,0.0,63.65055999870674,0.0,12013142.4,12013142.4,0.0,0.999994701617559,0.999994701617559,2021-09,0.9999948394573317,0.0,0.0,0.0,0.2013206050559977,191,0.12163764915541399,2.0510355116673646,-0.04059674270489745,,,0.0,3.071757508512262,"[0, 1, 0, 0, 0]"
2021-09-20 20:00:00+00:00,2021-09-20 13:31:00+00:00,2021-09-20 20:00:00+00:00,-200309.75999999978,11812832.64,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 434.04}]",0,[],-0.0166741300496267,63.65055999870674,12013142.4,12013142.4,[],1,11812832.64,11812896.29056,0.0,63.65055999870674,0.0,11812832.64,11812832.64,0.0,0.9999946117735707,0.9999946117735707,2021-09,0.9999948394573317,0.0,0.0,0.0,0.18128962905599777,192,0.1229950486201625,1.8399029349433988,-0.0422557893501793,,,0.0,2.7190091057828965,"[0, 1, 0, 0, 0]"
2021-09-21 20:00:00+00:00,2021-09-21 13:31:00+00:00,2021-09-21 20:00:00+00:00,-11158.560000000522,11801674.08,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 433.63}]",0,[],-0.0009446083098957336,63.65055999870674,11812832.64,11812832.64,[],1,11801674.08,11801737.73056,0.0,63.65055999870674,0.0,11801674.08,11801674.08,0.0,0.9999946066789949,0.9999946066789949,2021-09,0.9999948394573317,0.0,0.0,0.0,0.1801737730559978,193,0.12269239841229264,1.8248322294754022,-0.04316048249031367,,,0.0,2.696870240931738,"[0, 1, 0, 0, 0]"
2021-09-22 20:00:00+00:00,2021-09-22 13:31:00+00:00,2021-09-22 20:00:00+00:00,115123.6799999997,11916797.76,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 437.86}]",0,[],0.009754807523123743,63.65055999870674,11801674.08,11801674.08,[],1,11916797.76,11916861.410559999,0.0,63.65055999870674,0.0,11916797.76,11916797.76,0.0,0.9999946587815528,0.9999946587815528,2021-09,0.9999948394573317,0.0,0.0,0.0,0.1916861410559978,194,0.1227906438504965,1.9171668213442536,-0.04316048249031367,,,0.0,2.8429344330745048,"[0, 1, 0, 0, 0]"
2021-09-23 20:00:00+00:00,2021-09-23 13:31:00+00:00,2021-09-23 20:00:00+00:00,144789.12000000104,12061586.88,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 443.18}]",0,[],0.012149937388018728,63.65055999870674,11916797.76,11916797.76,[],1,12061586.88,12061650.53056,0.0,63.65055999870674,0.0,12061586.88,12061586.88,0.0,0.9999947228980115,0.9999947228980115,2021-09,0.9999948394573317,0.0,0.0,0.0,0.20616505305599775,195,0.12313564404632325,2.0295047491300813,-0.04316048249031367,,,0.0,3.025742472261552,"[0, 1, 0, 0, 0]"
2021-09-24 20:00:00+00:00,2021-09-24 13:31:00+00:00,2021-09-24 20:00:00+00:00,19867.679999999702,12081454.56,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 443.91}]",0,[],0.0016471775524968812,63.65055999870674,12061586.88,12061586.88,[],1,12081454.56,12081518.21056,0.0,63.65055999870674,0.0,12081454.56,12081454.56,0.0,0.9999947315760412,0.9999947315760412,2021-09,0.9999948394573317,0.0,0.0,0.0,0.20815182105599783,196,0.12282175475015263,2.0415532434084893,-0.04316048249031367,,,0.0,3.043721008295327,"[0, 1, 0, 0, 0]"
2021-09-27 20:00:00+00:00,2021-09-27 13:31:00+00:00,2021-09-27 20:00:00+00:00,-34564.3200000003,12046890.24,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 442.64}]",0,[],-0.002860925208041265,63.65055999870674,12081454.56,12081454.56,[],1,12046890.24,12046953.89056,0.0,63.65055999870674,0.0,12046890.24,12046890.24,0.0,0.9999947164602291,0.9999947164602291,2021-09,0.9999948394573317,0.0,0.0,0.0,0.2046953890559977,197,0.122585634012997,2.005248534191523,-0.04316048249031367,,,0.0,2.9891330859726173,"[0, 1, 0, 0, 0]"
2021-09-28 20:00:00+00:00,2021-09-28 13:31:00+00:00,2021-09-28 20:00:00+00:00,-242766.7199999988,11804123.520000001,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 433.72}]",0,[],-0.020151709901557013,63.65055999870674,12046890.24,12046890.24,[],1,11804123.520000001,11804187.17056,0.0,63.65055999870674,0.0,11804123.520000001,11804123.520000001,0.0,0.9999946077981415,0.9999946077981415,2021-09,0.9999948394573317,0.0,0.0,0.0,0.18041871705599788,198,0.12457547159529339,1.7573727888293151,-0.04316048249031367,,,0.0,2.57195461522037,"[0, 1, 0, 0, 0]"
2021-09-29 20:00:00+00:00,2021-09-29 13:31:00+00:00,2021-09-29 20:00:00+00:00,19867.67999999784,11823991.2,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 434.45}]",0,[],0.0016831044537779505,63.65055999870674,11804123.520000001,11804123.520000001,[],1,11823991.2,11824054.850559998,0.0,63.65055999870674,0.0,11823991.2,11823991.2,0.0,0.9999946168585309,0.9999946168585309,2021-09,0.9999948394573317,0.0,0.0,0.0,0.18240548505599774,199,0.12426386797859185,1.7700783631455859,-0.04316048249031367,,,0.0,2.5905869155486223,"[0, 1, 0, 0, 0]"
2021-09-30 20:00:00+00:00,2021-09-30 13:31:00+00:00,2021-09-30 20:00:00+00:00,-144516.95999999903,11679474.24,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 429.14}]",0,[],-0.01222228430318506,63.65055999870674,11823991.2,11823991.2,[],1,11679474.24,11679537.89056,0.0,63.65055999870674,0.0,11679474.24,11679474.24,0.0,0.9999945502501387,0.9999945502501387,2021-09,0.9999948394573317,0.0,0.0,0.0,0.1679537890559979,200,0.12481979482834359,1.630005258118909,-0.05306797565910246,,,0.0,2.371358082063667,"[0, 1, 0, 0, 0]"
2021-10-01 20:00:00+00:00,2021-10-01 13:31:00+00:00,2021-10-01 20:00:00+00:00,138801.59999999963,11818275.84,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 434.24}]",0,[],0.011884168817345664,63.65055999870674,11679474.24,11679474.24,[],1,11818275.84,11818339.490559999,0.0,63.65055999870674,0.0,11818275.84,11818275.84,0.0,0.9999946142552386,0.9999946142552386,2021-10,0.9999948394573317,0.0,0.0,0.0,0.18183394905599792,201,0.12512357279554348,1.7370368226766817,-0.05306797565910246,,,0.0,2.5395447004089027,"[0, 1, 0, 0, 0]"
2021-10-04 20:00:00+00:00,2021-10-04 13:31:00+00:00,2021-10-04 20:00:00+00:00,-152409.59999999963,11665866.24,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 428.64}]",0,[],-0.012896024870645895,63.65055999870674,11818275.84,11818275.84,[],1,11665866.24,11665929.89056,0.0,63.65055999870674,0.0,11665866.24,11665866.24,0.0,0.999994543893149,0.999994543893149,2021-10,0.9999948394573317,0.0,0.0,0.0,0.16659298905599806,202,0.1257544046772544,1.5918343533148094,-0.054171259976339356,,,0.0,2.3121254467186234,"[0, 1, 0, 0, 0]"
2021-10-05 20:00:00+00:00,2021-10-05 13:31:00+00:00,2021-10-05 20:00:00+00:00,121383.36000000127,11787249.600000001,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 433.1}]",0,[],0.01040494509556611,63.65055999870674,11665866.24,11665866.24,[],1,11787249.600000001,11787313.25056,0.0,63.65055999870674,0.0,11787249.600000001,11787249.600000001,0.0,0.9999946000790302,0.9999946000790302,2021-10,0.9999948394573317,0.0,0.0,0.0,0.1787313250559981,203,0.1258989282408726,1.6847685576702824,-0.054171259976339356,,,0.0,2.4559805945716393,"[0, 1, 0, 0, 0]"
2021-10-06 20:00:00+00:00,2021-10-06 13:31:00+00:00,2021-10-06 20:00:00+00:00,48988.79999999888,11836238.4,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 434.90000000000003}]",0,[],0.004156061602729633,63.65055999870674,11787249.600000001,11787249.600000001,[],1,11836238.4,11836302.05056,0.0,63.65055999870674,0.0,11836238.4,11836238.4,0.0,0.9999946224285484,0.9999946224285484,2021-10,0.9999948394573317,0.0,0.0,0.0,0.18363020505599792,204,0.1256424620926315,1.720793694805513,-0.054171259976339356,,,0.0,2.509544829977889,"[0, 1, 0, 0, 0]"
2021-10-07 20:00:00+00:00,2021-10-07 13:31:00+00:00,2021-10-07 20:00:00+00:00,102332.16000000015,11938570.56,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 438.66}]",0,[],0.008645619177584107,63.65055999870674,11836238.4,11836238.4,[],1,11938570.56,11938634.21056,0.0,63.65055999870674,0.0,11938570.56,11938570.56,0.0,0.9999946685224728,0.9999946685224728,2021-10,0.9999948394573317,0.0,0.0,0.0,0.19386342105599796,205,0.12563119872398462,1.7971482166733186,-0.054171259976339356,,,0.0,2.627077958422487,"[0, 1, 0, 0, 0]"
2021-10-08 20:00:00+00:00,2021-10-08 13:31:00+00:00,2021-10-08 20:00:00+00:00,-21772.800000000745,11916797.76,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 437.86}]",0,[],-0.0018237261998311771,63.65055999870674,11938570.56,11938570.56,[],1,11916797.76,11916861.410559999,0.0,63.65055999870674,0.0,11916797.76,11916797.76,0.0,0.9999946587815528,0.9999946587815528,2021-10,0.9999948394573317,0.0,0.0,0.0,0.19168614105599802,206,0.12536050078803276,1.7744896372212429,-0.054171259976339356,,,0.0,2.5939539375124316,"[0, 1, 0, 0, 0]"
2021-10-11 20:00:00+00:00,2021-10-11 13:31:00+00:00,2021-10-11 20:00:00+00:00,-86274.72000000067,11830523.04,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 434.69}]",0,[],-0.007239718330830591,63.65055999870674,11916797.76,11916797.76,[],1,11830523.04,11830586.690559998,0.0,63.65055999870674,0.0,11830523.04,11830523.04,0.0,0.9999946198306421,0.9999946198306421,2021-10,0.9999948394573317,0.0,0.0,0.0,0.1830586690559981,207,0.12537656926230054,1.6953941123038048,-0.054171259976339356,,,0.0,2.4738976881205006,"[0, 1, 0, 0, 0]"
2021-10-12 20:00:00+00:00,2021-10-12 13:31:00+00:00,2021-10-12 20:00:00+00:00,-29121.11999999918,11801401.92,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 433.62}]",0,[],-0.002461511061259025,63.65055999870674,11830523.04,11830523.04,[],1,11801401.92,11801465.570559999,0.0,63.65055999870674,0.0,11801401.92,11801401.92,0.0,0.9999946065546166,0.9999946065546166,2021-10,0.9999948394573317,0.0,0.0,0.0,0.18014655705599836,208,0.12512625354018647,1.6667848679095278,-0.054171259976339356,,,0.0,2.431936980803921,"[0, 1, 0, 0, 0]"
2021-10-13 20:00:00+00:00,2021-10-13 13:31:00+00:00,2021-10-13 20:00:00+00:00,42456.960000000894,11843858.88,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 435.18}]",0,[],0.0035976006324089926,63.65055999870674,11801401.92,11801401.92,[],1,11843858.88,11843922.53056,0.0,63.65055999870674,0.0,11843858.88,11843858.88,0.0,0.9999946258885234,0.9999946258885234,2021-10,0.9999948394573317,0.0,0.0,0.0,0.18439225305599827,209,0.1248621590373872,1.6970588741367079,-0.054171259976339356,,,0.0,2.4768148979256663,"[0, 1, 0, 0, 0]"
2021-10-14 20:00:00+00:00,2021-10-14 13:31:00+00:00,2021-10-14 20:00:00+00:00,199221.11999999918,12043080.0,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 442.5}]",0,[],0.01682053555196461,63.65055999870674,11843858.88,11843858.88,[],1,12043080.0,12043143.650559999,0.0,63.65055999870674,0.0,12043080.0,12043080.0,0.0,0.9999947147886096,0.9999947147886096,2021-10,0.9999948394573317,0.0,0.0,0.0,0.2043143650559982,210,0.12578705243561508,1.8370256163849,-0.054171259976339356,,,0.0,2.707406449297171,"[0, 1, 0, 0, 0]"
2021-10-15 20:00:00+00:00,2021-10-15 13:31:00+00:00,2021-10-15 20:00:00+00:00,91717.91999999993,12134797.92,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 445.87}]",0,[],0.007615778957825059,63.65055999870674,12043080.0,12043080.0,[],1,12134797.92,12134861.570559999,0.0,63.65055999870674,0.0,12134797.92,12134797.92,0.0,0.9999947547353855,0.9999947547353855,2021-10,0.9999948394573317,0.0,0.0,0.0,0.21348615705599805,211,0.12570056354707818,1.9019367569344146,-0.054171259976339356,,,0.0,2.8078065515030723,"[0, 1, 0, 0, 0]"
2021-10-18 20:00:00+00:00,2021-10-18 13:31:00+00:00,2021-10-18 20:00:00+00:00,35925.11999999918,12170723.04,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 447.19}]",0,[],0.0029604886542056175,63.65055999870674,12134797.92,12134797.92,[],1,12170723.04,12170786.690559998,0.0,63.65055999870674,0.0,12170723.04,12170723.04,0.0,0.9999947702180954,0.9999947702180954,2021-10,0.9999948394573317,0.0,0.0,0.0,0.21707866905599782,212,0.12542152151585473,1.9252348454081913,-0.054171259976339356,,,0.0,2.8426040332743647,"[0, 1, 0, 0, 0]"
2021-10-19 20:00:00+00:00,2021-10-19 13:31:00+00:00,2021-10-19 20:00:00+00:00,93895.20000000112,12264618.24,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 450.64}]",0,[],0.007714801219286027,63.65055999870674,12170723.04,12170723.04,[],1,12264618.24,12264681.89056,0.0,63.65055999870674,0.0,12264618.24,12264618.24,0.0,0.9999948102559392,0.9999948102559392,2021-10,0.9999948394573317,0.0,0.0,0.0,0.22646818905599808,213,0.12534100590486144,1.9902474022464791,-0.054171259976339356,,,0.0,2.9436264873331397,"[0, 1, 0, 0, 0]"
2021-10-20 20:00:00+00:00,2021-10-20 13:31:00+00:00,2021-10-20 20:00:00+00:00,48172.3200000003,12312790.56,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 452.41}]",0,[],0.003927726819973776,63.65055999870674,12264618.24,12264618.24,[],1,12312790.56,12312854.21056,0.0,63.65055999870674,0.0,12312790.56,12312790.56,0.0,0.999994830560087,0.999994830560087,2021-10,0.9999948394573317,0.0,0.0,0.0,0.23128542105599803,214,0.12508706342821924,2.0219443880545134,-0.054171259976339356,,,0.0,2.9914458730700577,"[0, 1, 0, 0, 0]"
2021-10-21 20:00:00+00:00,2021-10-21 13:31:00+00:00,2021-10-21 20:00:00+00:00,32114.88000000082,12344905.440000001,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 453.59000000000003}]",0,[],0.0026082400920866,63.65055999870674,12312790.56,12312790.56,[],1,12344905.440000001,12344969.09056,0.0,63.65055999870674,0.0,12344905.440000001,12344905.440000001,0.0,0.9999948440081516,0.9999948440081516,2021-10,0.9999948440081516,0.0,0.0,0.0,0.23449690905599807,215,0.12480655224350738,2.04155802327757,-0.054171259976339356,,,0.0,3.0207236967494944,"[0, 1, 0, 0, 0]"
2021-10-22 20:00:00+00:00,2021-10-22 13:31:00+00:00,2021-10-22 20:00:00+00:00,-12791.520000001416,12332113.92,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 453.12}]",0,[],-0.0010361727037278001,63.65055999870674,12344905.440000001,12344905.440000001,[],1,12332113.92,12332177.570559999,0.0,63.65055999870674,0.0,12332113.92,12332113.92,0.0,0.9999948386601122,0.9999948386601122,2021-10,0.9999948440081516,0.0,0.0,0.0,0.2332177570559979,216,0.12453560036756169,2.0268206071481383,-0.054171259976339356,,,0.0,2.9990931950872914,"[0, 1, 0, 0, 0]"
2021-10-25 20:00:00+00:00,2021-10-25 13:31:00+00:00,2021-10-25 20:00:00+00:00,66134.88000000082,12398248.8,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 455.55}]",0,[],0.005362790117284799,63.65055999870674,12332113.92,12332113.92,[],1,12398248.8,12398312.45056,0.0,63.65055999870674,0.0,12398248.8,12398248.8,0.0,0.9999948661916488,0.9999948661916488,2021-10,0.9999948661916488,0.0,0.0,0.0,0.23983124505599784,217,0.12433584233219913,2.0708098869359617,-0.054171259976339356,,,0.0,3.0663427193637207,"[0, 1, 0, 0, 0]"
2021-10-26 20:00:00+00:00,2021-10-26 13:31:00+00:00,2021-10-26 20:00:00+00:00,11158.560000000522,12409407.360000001,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 455.96000000000004}]",0,[],0.0009000063552597748,63.65055999870674,12398248.8,12398248.8,[],1,12409407.360000001,12409471.01056,0.0,63.65055999870674,0.0,12409407.360000001,12409407.360000001,0.0,0.9999948708079542,0.9999948708079542,2021-10,0.9999948708079542,0.0,0.0,0.0,0.24094710105599781,218,0.12404909243297389,2.074462447102764,-0.054171259976339356,,,0.0,3.0717203247558325,"[0, 1, 0, 0, 0]"
2021-10-27 20:00:00+00:00,2021-10-27 13:31:00+00:00,2021-10-27 20:00:00+00:00,-54976.32000000216,12354431.04,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 453.94}]",0,[],-0.004430190453180383,63.65055999870674,12409407.360000001,12409407.360000001,[],1,12354431.04,12354494.690559998,0.0,63.65055999870674,0.0,12354431.04,12354431.04,0.0,0.9999948479835401,0.9999948479835401,2021-10,0.9999948708079542,0.0,0.0,0.0,0.23544946905599762,219,0.1239023190496792,2.0262928561405205,-0.054171259976339356,,,0.0,2.998866553587295,"[0, 1, 0, 0, 0]"
2021-10-28 20:00:00+00:00,2021-10-28 13:31:00+00:00,2021-10-28 20:00:00+00:00,119206.08000000007,12473637.12,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 458.32}]",0,[],0.009648802560179526,63.65055999870674,12354431.04,12354431.04,[],1,12473637.12,12473700.770559998,0.0,63.65055999870674,0.0,12473637.12,12473637.12,0.0,0.9999948972192639,0.9999948972192639,2021-10,0.9999948972192639,0.0,0.0,0.0,0.24737007705599767,220,0.12396548299572044,2.105210658155969,-0.054171259976339356,,,0.0,3.124360309800177,"[0, 1, 0, 0, 0]"
2021-10-29 20:00:00+00:00,2021-10-29 13:31:00+00:00,2021-10-29 20:00:00+00:00,25310.88000000082,12498948.0,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 459.25}]",0,[],0.002029139584600159,63.65055999870674,12473637.12,12473637.12,[],1,12498948.0,12499011.650559999,0.0,63.65055999870674,0.0,12498948.0,12498948.0,0.0,0.9999949075525507,0.9999949075525507,2021-10,0.9999949075525507,0.0,0.0,0.0,0.2499011650559977,221,0.12368797247702892,2.1190932752339022,-0.054171259976339356,,,0.0,3.1450468222796784,"[0, 1, 0, 0, 0]"
2021-11-01 20:00:00+00:00,2021-11-01 13:31:00+00:00,2021-11-01 20:00:00+00:00,21500.640000000596,12520448.64,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 460.04}]",0,[],0.001720187211685431,63.65055999870674,12498948.0,12498948.0,[],1,12520448.64,12520512.29056,0.0,63.65055999870674,0.0,12520448.64,12520448.64,0.0,0.9999949162974707,0.9999949162974707,2021-11,0.9999949162974707,0.0,0.0,0.0,0.25205122905599775,222,0.1234099452917386,2.1301227853844398,-0.054171259976339356,,,0.0,3.1614383683479974,"[0, 1, 0, 0, 0]"
2021-11-02 20:00:00+00:00,2021-11-02 13:31:00+00:00,2021-11-02 20:00:00+00:00,50621.75999999978,12571070.4,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 461.90000000000003}]",0,[],0.004043106130582785,63.65055999870674,12520448.64,12520448.64,[],1,12571070.4,12571134.05056,0.0,63.65055999870674,0.0,12571070.4,12571070.4,0.0,0.9999949367686525,0.9999949367686525,2021-11,0.9999949367686525,0.0,0.0,0.0,0.2571134050559978,223,0.12317297151422439,2.16174374741238,-0.054171259976339356,,,0.0,3.2094121810283047,"[0, 1, 0, 0, 0]"
2021-11-03 20:00:00+00:00,2021-11-03 13:31:00+00:00,2021-11-03 20:00:00+00:00,76749.12000000104,12647819.520000001,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 464.72}]",0,[],0.00610518666743376,63.65055999870674,12571070.4,12571070.4,[],1,12647819.520000001,12647883.17056,0.0,63.65055999870674,0.0,12647819.520000001,12647819.520000001,0.0,0.9999949674930468,0.9999949674930468,2021-11,0.9999949674930468,0.0,0.0,0.0,0.2647883170559979,224,0.12301309254642842,2.210724339772664,-0.054171259976339356,,,0.0,3.2852117959174305,"[0, 1, 0, 0, 0]"
2021-11-04 20:00:00+00:00,2021-11-04 13:31:00+00:00,2021-11-04 20:00:00+00:00,59603.039999999106,12707422.56,"[{'sid': Equity(2 [SPY]), 'amount': 27216, 'cost_basis': 367.42858426807766, 'last_sale_price': 466.91}]",0,[],0.004712491347068637,63.65055999870674,12647819.520000001,12647819.520000001,[],1,12707422.56,12707486.21056,0.0,63.65055999870674,0.0,12707422.56,12707422.56,0.0,0.9999949910974567,0.9999949910974567,2021-11,0.9999949910974567,0.0,0.0,0.0,0.27074862105599773,225,0.12279841862772818,2.247727399509822,-0.054171259976339356,,,0.0,3.3418050236034516,"[0, 1, 0, 0, 0]"
