,period_open,period_close,returns,starting_cash,pnl,starting_value,gross_leverage,shorts_count,starting_exposure,capital_used,short_exposure,transactions,net_leverage,ending_cash,ending_value,long_exposure,longs_count,short_value,orders,positions,portfolio_value,ending_exposure,long_value,algorithm_period_return,trading_days,max_leverage,algo_volatility,max_drawdown,excess_return,alpha,beta,sharpe,benchmark_period_return,benchmark_volatility,treasury_period_return,period_label,sortino,weights
2018-06-06 20:00:00+00:00,2018-06-06 13:31:00+00:00,2018-06-06 20:00:00+00:00,0.008956094901544143,-18228.74085897713,83836.70000000112,9379083.1,1.4369694143531173,1,9379083.1,0.0,-2054406.19,[],1.0019300515755183,-18228.74085897713,9462919.8,11517325.99,4,-2054406.19,[],"[{'sid': Equity(4 [VWO]), 'amount': 73411, 'cost_basis': 44.83438354827355, 'last_sale_price': 45.83}, {'sid': Equity(2 [SPY]), 'amount': 21157, 'cost_basis': 275.2044132819694, 'last_sale_price': 277.40000000000003}, {'sid': Equity(3 [VNQ]), 'amount': -25709, 'cost_basis': 79.54496982823837, 'last_sale_price': 79.91}, {'sid': Equity(1 [LQD]), 'amount': 19068, 'cost_basis': 116.00448390173824, 'last_sale_price': 114.31}, {'sid': Equity(0 [DBC]), 'amount': 5862, 'cost_basis': 18.360095182267113, 'last_sale_price': 17.79}]",9444691.059141023,9462919.8,11517325.99,-0.05553089408589795,118,4.001343964603001,0.10558621711400355,-0.10611176646655321,0.0,,,-1.1025217637003368,0.0,0.0,0.0,2018-06,-1.3147455849098597,"[0.35607701539993286, 0.6189343929290771, -0.2186814546585083, 0.23263013362884521, 0.011039907112717628]"
2018-06-07 20:00:00+00:00,2018-06-07 13:31:00+00:00,2018-06-07 20:00:00+00:00,-0.004697478162301594,-18228.74085897713,-44366.23000000045,9462919.8,1.4390317564415585,1,9462919.8,0.0,-2054406.19,[],1.001939160740751,-18228.74085897713,9418553.57,11472959.76,4,-2054406.19,[],"[{'sid': Equity(4 [VWO]), 'amount': 73411, 'cost_basis': 44.83438354827355, 'last_sale_price': 45.13}, {'sid': Equity(2 [SPY]), 'amount': 21157, 'cost_basis': 275.2044132819694, 'last_sale_price': 277.37}, {'sid': Equity(3 [VNQ]), 'amount': -25709, 'cost_basis': 79.54496982823837, 'last_sale_price': 79.91}, {'sid': Equity(1 [LQD]), 'amount': 19068, 'cost_basis': 116.00448390173824, 'last_sale_price': 114.69}, {'sid': Equity(0 [DBC]), 'amount': 5862, 'cost_basis': 18.360095182267113, 'last_sale_price': 17.86}]",9400324.829141023,9418553.57,11472959.76,-0.05996751708589798,119,4.001343964603001,0.10531837841819303,-0.10611176646655321,0.0,,,-1.1904898314531616,0.0,0.0,0.0,2018-06,-1.4177782109912946,"[0.35607701539993286, 0.6189343929290771, -0.2186814546585083, 0.23263013362884521, 0.011039907112717628]"
2018-06-08 20:00:00+00:00,2018-06-08 13:31:00+00:00,2018-06-08 20:00:00+00:00,0.00042650228293905634,-18228.74085897713,4009.259999997914,9418553.57,1.440430157159304,1,9418553.57,0.0,-2061861.8,[],1.0019383340368593,-18228.74085897713,9422562.829999998,11484424.629999999,4,-2061861.8,[],"[{'sid': Equity(4 [VWO]), 'amount': 73411, 'cost_basis': 44.83438354827355, 'last_sale_price': 45.1}, {'sid': Equity(2 [SPY]), 'amount': 21157, 'cost_basis': 275.2044132819694, 'last_sale_price': 278.19}, {'sid': Equity(3 [VNQ]), 'amount': -25709, 'cost_basis': 79.54496982823837, 'last_sale_price': 80.2}, {'sid': Equity(1 [LQD]), 'amount': 19068, 'cost_basis': 116.00448390173824, 'last_sale_price': 114.5}, {'sid': Equity(0 [DBC]), 'amount': 5862, 'cost_basis': 18.360095182267113, 'last_sale_price': 17.85}]",9404334.08914102,9422562.829999998,11484424.629999999,-0.059566591085898235,120,4.001343964603001,0.10488347904826226,-0.10611176646655321,0.0,,,-1.17692479066465,0.0,0.0,0.0,2018-06,-1.4016880851174922,"[0.35607701539993286, 0.6189343929290771, -0.2186814546585083, 0.23263013362884521, 0.011039907112717628]"
2018-06-11 20:00:00+00:00,2018-06-11 13:31:00+00:00,2018-06-11 20:00:00+00:00,0.000462808951569027,-18228.74085897713,4352.410000000149,9422562.829999998,1.4395706224494313,1,9422562.829999998,0.0,-2058776.72,[],1.0019374373734997,-18228.74085897713,9426915.239999998,11485691.959999999,4,-2058776.72,"[{'id': '9d3069e6cc4843a0bace03420eb6e0fd', 'dt': Timestamp('2018-06-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-11 20:00:00+0000', tz='UTC'), 'amount': -94122, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'f3b8b0e0fb3d4297ad49fc1f529b3c5d', 'dt': Timestamp('2018-06-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-11 20:00:00+0000', tz='UTC'), 'amount': 9225, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'a7d84f775c8d44649126449689eee20b', 'dt': Timestamp('2018-06-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-11 20:00:00+0000', tz='UTC'), 'amount': -8015, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '5c140826aba74987839c14504e2d127e', 'dt': Timestamp('2018-06-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-11 20:00:00+0000', tz='UTC'), 'amount': 49885, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'f13eba3a8d87469db64c45d3730031c5', 'dt': Timestamp('2018-06-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-11 20:00:00+0000', tz='UTC'), 'amount': -191330, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]","[{'sid': Equity(4 [VWO]), 'amount': 73411, 'cost_basis': 44.83438354827355, 'last_sale_price': 45.04}, {'sid': Equity(2 [SPY]), 'amount': 21157, 'cost_basis': 275.2044132819694, 'last_sale_price': 278.56}, {'sid': Equity(3 [VNQ]), 'amount': -25709, 'cost_basis': 79.54496982823837, 'last_sale_price': 80.08}, {'sid': Equity(1 [LQD]), 'amount': 19068, 'cost_basis': 116.00448390173824, 'last_sale_price': 114.39}, {'sid': Equity(0 [DBC]), 'amount': 5862, 'cost_basis': 18.360095182267113, 'last_sale_price': 17.84}]",9408686.49914102,9426915.239999998,11485691.959999999,-0.059131350085898204,121,4.001343964603001,0.10445459809726414,-0.10611176646655321,0.0,,,-1.1627629347606698,0.0,0.0,0.0,2018-06,-1.384893541657743,"[-0.09914949536323547, 0.8995295166969299, -0.28703808784484863, 0.8383291363716125, -0.3516710698604584]"
2018-06-12 20:00:00+00:00,2018-06-12 13:31:00+00:00,2018-06-12 20:00:00+00:00,-0.003131115815116825,-18228.74085897713,-29459.68709693663,9426915.239999998,2.3301266370843874,3,9426915.239999998,-1472499.497096939,-5492415.59,"[{'amount': -94122, 'dt': Timestamp('2018-06-12 20:00:00+0000', tz='UTC'), 'price': 44.987494999999996, 'order_id': '9d3069e6cc4843a0bace03420eb6e0fd', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 9225, 'dt': Timestamp('2018-06-12 20:00:00+0000', tz='UTC'), 'price': 279.05946, 'order_id': 'f3b8b0e0fb3d4297ad49fc1f529b3c5d', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -8015, 'dt': Timestamp('2018-06-12 20:00:00+0000', tz='UTC'), 'price': 80.51972, 'order_id': 'a7d84f775c8d44649126449689eee20b', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 49885, 'dt': Timestamp('2018-06-12 20:00:00+0000', tz='UTC'), 'price': 114.4572, 'order_id': '5c140826aba74987839c14504e2d127e', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -109250, 'dt': Timestamp('2018-06-12 20:00:00+0000', tz='UTC'), 'price': 17.821085000000004, 'order_id': 'f13eba3a8d87469db64c45d3730031c5', 'sid': Equity(0 [DBC]), 'commission': None}]",1.1589393526598204,-1490728.2379559174,10869955.05,16362370.64,2,-5492415.59,"[{'id': '9d3069e6cc4843a0bace03420eb6e0fd', 'dt': Timestamp('2018-06-12 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-11 20:00:00+0000', tz='UTC'), 'amount': -94122, 'filled': -94122, 'commission': 4234.313004389999, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'f3b8b0e0fb3d4297ad49fc1f529b3c5d', 'dt': Timestamp('2018-06-12 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-11 20:00:00+0000', tz='UTC'), 'amount': 9225, 'filled': 9225, 'commission': 2574.3235185, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'a7d84f775c8d44649126449689eee20b', 'dt': Timestamp('2018-06-12 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-11 20:00:00+0000', tz='UTC'), 'amount': -8015, 'filled': -8015, 'commission': 645.3655558, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '5c140826aba74987839c14504e2d127e', 'dt': Timestamp('2018-06-12 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-11 20:00:00+0000', tz='UTC'), 'amount': 49885, 'filled': 49885, 'commission': 5709.697422, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'f13eba3a8d87469db64c45d3730031c5', 'dt': Timestamp('2018-06-12 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-11 20:00:00+0000', tz='UTC'), 'amount': -191330, 'filled': -109250, 'commission': 1946.9535362500005, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]","[{'sid': Equity(4 [VWO]), 'amount': -20711, 'cost_basis': 44.78304745983342, 'last_sale_price': 45.01}, {'sid': Equity(2 [SPY]), 'amount': 30382, 'cost_basis': 276.459667363081, 'last_sale_price': 278.92}, {'sid': Equity(3 [VNQ]), 'amount': -33724, 'cost_basis': 79.75749672513285, 'last_sale_price': 80.56}, {'sid': Equity(1 [LQD]), 'amount': 68953, 'cost_basis': 114.96788563891846, 'last_sale_price': 114.4}, {'sid': Equity(0 [DBC]), 'amount': -103388, 'cost_basis': 17.802253476648648, 'last_sale_price': 17.830000000000002}]",9379226.812044084,10869955.05,16362370.64,-0.06207731879559186,122,4.001343964603001,0.10409172701089144,-0.10611176646655321,0.0,,,-1.2193855258884212,0.0,0.0,0.0,2018-06,-1.4513308939345844,"[-0.09914949536323547, 0.8995295166969299, -0.28703808784484863, 0.8383291363716125, -0.3516710698604584]"
2018-06-13 20:00:00+00:00,2018-06-13 13:31:00+00:00,2018-06-13 20:00:00+00:00,0.0016756420258243754,-1490728.2379559174,15716.226616000757,10869955.05,2.4733358333712756,3,10869955.05,1467028.886615999,-6909103.4399999995,"[{'amount': -82080, 'dt': Timestamp('2018-06-13 20:00:00+0000', tz='UTC'), 'price': 17.891050000000003, 'order_id': 'f13eba3a8d87469db64c45d3730031c5', 'sid': Equity(0 [DBC]), 'commission': None}]",1.0025225646650964,-23699.351339917062,9418642.390000002,16327745.830000002,2,-6909103.4399999995,"[{'id': 'f13eba3a8d87469db64c45d3730031c5', 'dt': Timestamp('2018-06-13 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-11 20:00:00+0000', tz='UTC'), 'amount': -191330, 'filled': -191330, 'commission': 3415.4509202500008, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]","[{'sid': Equity(4 [VWO]), 'amount': -20711, 'cost_basis': 44.78304745983342, 'last_sale_price': 44.68}, {'sid': Equity(2 [SPY]), 'amount': 30382, 'cost_basis': 276.459667363081, 'last_sale_price': 278.03000000000003}, {'sid': Equity(3 [VNQ]), 'amount': -33724, 'cost_basis': 79.75749672513285, 'last_sale_price': 78.99}, {'sid': Equity(1 [LQD]), 'amount': 68953, 'cost_basis': 114.96788563891846, 'last_sale_price': 114.29}, {'sid': Equity(0 [DBC]), 'amount': -185468, 'cost_basis': 17.833633128408948, 'last_sale_price': 17.900000000000002}]",9394943.038660085,9418642.390000002,16327745.830000002,-0.060505696133991926,123,4.001343964603001,0.10371116636287471,-0.10611176646655321,0.0,,,-1.1808081267911241,0.0,0.0,0.0,2018-06,-1.406004409256495,"[-0.09914949536323547, 0.8995295166969299, -0.28703808784484863, 0.8383291363716125, -0.3516710698604584]"
2018-06-14 20:00:00+00:00,2018-06-14 13:31:00+00:00,2018-06-14 20:00:00+00:00,0.007865316446936,-23699.351339917062,73894.19999999925,9418642.390000002,2.4582956072961193,3,9418642.390000002,0.0,-6892332.199999999,[],1.0025028787318422,-23699.351339917062,9492536.590000002,16384868.790000001,2,-6892332.199999999,[],"[{'sid': Equity(4 [VWO]), 'amount': -20711, 'cost_basis': 44.78304745983342, 'last_sale_price': 44.44}, {'sid': Equity(2 [SPY]), 'amount': 30382, 'cost_basis': 276.459667363081, 'last_sale_price': 278.73}, {'sid': Equity(3 [VNQ]), 'amount': -33724, 'cost_basis': 79.75749672513285, 'last_sale_price': 79.74}, {'sid': Equity(1 [LQD]), 'amount': 68953, 'cost_basis': 114.96788563891846, 'last_sale_price': 114.81}, {'sid': Equity(0 [DBC]), 'amount': -185468, 'cost_basis': 17.833633128408948, 'last_sale_price': 17.7}]",9468837.238660084,9492536.590000002,16384868.790000001,-0.053116276133991946,124,4.001343964603001,0.10397257525862329,-0.10611176646655321,0.0,,,-1.0146043828964377,0.0,0.0,0.0,2018-06,-1.2160618177477038,"[-0.09914949536323547, 0.8995295166969299, -0.28703808784484863, 0.8383291363716125, -0.3516710698604584]"
2018-06-15 20:00:00+00:00,2018-06-15 13:31:00+00:00,2018-06-15 20:00:00+00:00,0.0028265772581581583,-23699.351339917062,26764.399999996647,9492536.590000002,2.4359856394801356,3,9492536.590000002,0.0,-6805924.12,[],1.0024958240922228,-23699.351339917062,9519300.989999998,16325225.11,2,-6805924.12,[],"[{'sid': Equity(4 [VWO]), 'amount': -20711, 'cost_basis': 44.78304745983342, 'last_sale_price': 44.2}, {'sid': Equity(2 [SPY]), 'amount': 30382, 'cost_basis': 276.459667363081, 'last_sale_price': 277.13}, {'sid': Equity(3 [VNQ]), 'amount': -33724, 'cost_basis': 79.75749672513285, 'last_sale_price': 79.69}, {'sid': Equity(1 [LQD]), 'amount': 68953, 'cost_basis': 114.96788563891846, 'last_sale_price': 114.65}, {'sid': Equity(0 [DBC]), 'amount': -185468, 'cost_basis': 17.833633128408948, 'last_sale_price': 17.27}]",9495601.63866008,9519300.989999998,16325225.11,-0.050439836133992166,125,4.001343964603001,0.10365494510518858,-0.10611176646655321,0.0,,,-0.9545972212044672,0.0,0.0,0.0,2018-06,-1.1452346336047086,"[-0.09914949536323547, 0.8995295166969299, -0.28703808784484863, 0.8383291363716125, -0.3516710698604584]"
2018-06-18 20:00:00+00:00,2018-06-18 13:31:00+00:00,2018-06-18 20:00:00+00:00,-0.0019909902204644503,-23699.351339917062,-18905.64999999851,9519300.989999998,2.4374392412334807,3,9519300.989999998,0.0,-6799237.67,[],1.0025008031668714,-23699.351339917062,9500395.34,16299633.01,2,-6799237.67,"[{'id': '9d4e820e322847a696a410f8f6a23bf1', 'dt': Timestamp('2018-06-18 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-18 20:00:00+0000', tz='UTC'), 'amount': 30482, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '195a33f7d6e649018791dc1da4e11d0f', 'dt': Timestamp('2018-06-18 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-18 20:00:00+0000', tz='UTC'), 'amount': -9796, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '4de8b6970add4a2c9a432cf558de105c', 'dt': Timestamp('2018-06-18 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-18 20:00:00+0000', tz='UTC'), 'amount': 3123, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'bc4867d98cf34793ab5c96d1bb9c01ff', 'dt': Timestamp('2018-06-18 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-18 20:00:00+0000', tz='UTC'), 'amount': -20798, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'ce4fa7049b134a8b92b5b0916003c420', 'dt': Timestamp('2018-06-18 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-18 20:00:00+0000', tz='UTC'), 'amount': 200299, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]","[{'sid': Equity(4 [VWO]), 'amount': -20711, 'cost_basis': 44.78304745983342, 'last_sale_price': 43.69}, {'sid': Equity(2 [SPY]), 'amount': 30382, 'cost_basis': 276.459667363081, 'last_sale_price': 276.56}, {'sid': Equity(3 [VNQ]), 'amount': -33724, 'cost_basis': 79.75749672513285, 'last_sale_price': 78.98}, {'sid': Equity(1 [LQD]), 'amount': 68953, 'cost_basis': 114.96788563891846, 'last_sale_price': 114.53}, {'sid': Equity(0 [DBC]), 'amount': -185468, 'cost_basis': 17.833633128408948, 'last_sale_price': 17.42}]",9476695.988660082,9500395.34,16299633.01,-0.05233040113399201,126,4.001343964603001,0.10326423496601561,-0.10611176646655321,0.0,,,-0.9891652779313468,0.0,0.0,0.0,2018-06,-1.1863176862040687,"[0.04504866898059845, 0.6007435321807861, -0.2550261616706848, 0.5819711685180664, 0.02726280316710472]"
2018-06-19 20:00:00+00:00,2018-06-19 13:31:00+00:00,2018-06-19 20:00:00+00:00,0.0003400738185277419,-23699.351339917062,3222.7761918902397,9500395.34,1.506514943245192,1,9500395.34,50816.636191889644,-2414418.9000000004,"[{'amount': 30482, 'dt': Timestamp('2018-06-19 20:00:00+0000', tz='UTC'), 'price': 43.211594999999996, 'order_id': '9d4e820e322847a696a410f8f6a23bf1', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -9796, 'dt': Timestamp('2018-06-19 20:00:00+0000', tz='UTC'), 'price': 275.36225, 'order_id': '195a33f7d6e649018791dc1da4e11d0f', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 3123, 'dt': Timestamp('2018-06-19 20:00:00+0000', tz='UTC'), 'price': 78.93945000000001, 'order_id': '4de8b6970add4a2c9a432cf558de105c', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -20798, 'dt': Timestamp('2018-06-19 20:00:00+0000', tz='UTC'), 'price': 114.532705, 'order_id': 'bc4867d98cf34793ab5c96d1bb9c01ff', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 200299, 'dt': Timestamp('2018-06-19 20:00:00+0000', tz='UTC'), 'price': 17.248620000000003, 'order_id': 'ce4fa7049b134a8b92b5b0916003c420', 'sid': Equity(0 [DBC]), 'commission': None}]",0.9971395024024349,27117.284851972807,9452801.48,11867220.38,4,-2414418.9000000004,"[{'id': '9d4e820e322847a696a410f8f6a23bf1', 'dt': Timestamp('2018-06-19 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-18 20:00:00+0000', tz='UTC'), 'amount': 30482, 'filled': 30482, 'commission': 1317.17583879, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '195a33f7d6e649018791dc1da4e11d0f', 'dt': Timestamp('2018-06-19 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-18 20:00:00+0000', tz='UTC'), 'amount': -9796, 'filled': -9796, 'commission': 2697.4486010000005, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '4de8b6970add4a2c9a432cf558de105c', 'dt': Timestamp('2018-06-19 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-18 20:00:00+0000', tz='UTC'), 'amount': 3123, 'filled': 3123, 'commission': 246.52790235000003, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'bc4867d98cf34793ab5c96d1bb9c01ff', 'dt': Timestamp('2018-06-19 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-18 20:00:00+0000', tz='UTC'), 'amount': -20798, 'filled': -20798, 'commission': 2382.0511985900002, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'ce4fa7049b134a8b92b5b0916003c420', 'dt': Timestamp('2018-06-19 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-18 20:00:00+0000', tz='UTC'), 'amount': 200299, 'filled': 200299, 'commission': 3454.8813373800003, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]","[{'sid': Equity(4 [VWO]), 'amount': 9771, 'cost_basis': 43.34639960943506, 'last_sale_price': 43.19}, {'sid': Equity(2 [SPY]), 'amount': 20586, 'cost_basis': 276.59070052158677, 'last_sale_price': 275.5}, {'sid': Equity(3 [VNQ]), 'amount': -30601, 'cost_basis': 79.74944052101044, 'last_sale_price': 78.9}, {'sid': Equity(1 [LQD]), 'amount': 48155, 'cost_basis': 115.01735197052659, 'last_sale_price': 114.59}, {'sid': Equity(0 [DBC]), 'amount': 14831, 'cost_basis': 17.48156999240645, 'last_sale_price': 17.240000000000002}]",9479918.764851972,9452801.48,11867220.38,-0.052008123514802995,127,4.001343964603001,0.10285899952367773,-0.10611176646655321,0.0,,,-0.9786825610658021,0.0,0.0,0.0,2018-06,-1.1737698328943256,"[0.04504866898059845, 0.6007435321807861, -0.2550261616706848, 0.5819711685180664, 0.02726280316710472]"
2018-06-20 20:00:00+00:00,2018-06-20 13:31:00+00:00,2018-06-20 20:00:00+00:00,-0.004957989742935709,27117.284851972807,-47001.33999999985,9452801.48,1.5147483070672834,1,9452801.48,0.0,-2441347.7800000003,[],0.9971252494185384,27117.284851972807,9405800.14,11847147.920000002,4,-2441347.7800000003,[],"[{'sid': Equity(4 [VWO]), 'amount': 9771, 'cost_basis': 43.34639960943506, 'last_sale_price': 43.33}, {'sid': Equity(2 [SPY]), 'amount': 20586, 'cost_basis': 276.59070052158677, 'last_sale_price': 275.97}, {'sid': Equity(3 [VNQ]), 'amount': -30601, 'cost_basis': 79.74944052101044, 'last_sale_price': 79.78}, {'sid': Equity(1 [LQD]), 'amount': 48155, 'cost_basis': 115.01735197052659, 'last_sale_price': 113.95}, {'sid': Equity(0 [DBC]), 'amount': 14831, 'cost_basis': 17.48156999240645, 'last_sale_price': 17.22}]",9432917.424851973,9405800.14,11847147.920000002,-0.05670825751480302,128,4.001343964603001,0.10265270448679778,-0.10611176646655321,0.0,,,-1.0680760570053724,0.0,0.0,0.0,2018-06,-1.2792023824960395,"[0.04504866898059845, 0.6007435321807861, -0.2550261616706848, 0.5819711685180664, 0.02726280316710472]"
2018-06-21 20:00:00+00:00,2018-06-21 13:31:00+00:00,2018-06-21 20:00:00+00:00,-0.006303929878929693,27117.284851972807,-59464.45000000112,9405800.14,1.5204949604203968,1,9405800.14,0.0,-2452976.1599999997,[],0.9971070122264736,27117.284851972807,9346335.69,11799311.85,4,-2452976.1599999997,[],"[{'sid': Equity(4 [VWO]), 'amount': 9771, 'cost_basis': 43.34639960943506, 'last_sale_price': 42.72}, {'sid': Equity(2 [SPY]), 'amount': 20586, 'cost_basis': 276.59070052158677, 'last_sale_price': 274.24}, {'sid': Equity(3 [VNQ]), 'amount': -30601, 'cost_basis': 79.74944052101044, 'last_sale_price': 80.16}, {'sid': Equity(1 [LQD]), 'amount': 48155, 'cost_basis': 115.01735197052659, 'last_sale_price': 113.86}, {'sid': Equity(0 [DBC]), 'amount': 14831, 'cost_basis': 17.48156999240645, 'last_sale_price': 17.09}]",9373452.974851971,9346335.69,11799311.85,-0.0626547025148031,129,4.001343964603001,0.1025794210583517,-0.10611176646655321,0.0,,,-1.1806034669672958,0.0,0.0,0.0,2018-06,-1.410978764685776,"[0.04504866898059845, 0.6007435321807861, -0.2550261616706848, 0.5819711685180664, 0.02726280316710472]"
2018-06-22 20:00:00+00:00,2018-06-22 13:31:00+00:00,2018-06-22 20:00:00+00:00,0.00037153650947452377,27117.284851972807,3482.5800000000745,9346335.69,1.5244135748169443,1,9346335.69,0.0,-2472254.79,[],0.997108086677855,27117.284851972807,9349818.27,11822073.06,4,-2472254.79,[],"[{'sid': Equity(4 [VWO]), 'amount': 9771, 'cost_basis': 43.34639960943506, 'last_sale_price': 42.79}, {'sid': Equity(2 [SPY]), 'amount': 20586, 'cost_basis': 276.59070052158677, 'last_sale_price': 274.74}, {'sid': Equity(3 [VNQ]), 'amount': -30601, 'cost_basis': 79.74944052101044, 'last_sale_price': 80.79}, {'sid': Equity(1 [LQD]), 'amount': 48155, 'cost_basis': 115.01735197052659, 'last_sale_price': 114.0}, {'sid': Equity(0 [DBC]), 'amount': 14831, 'cost_basis': 17.48156999240645, 'last_sale_price': 17.43}]",9376935.554851972,9349818.27,11822073.06,-0.06230644451480305,130,4.001343964603001,0.10218793999460621,-0.10611176646655321,0.0,,,-1.1689621027701542,0.0,0.0,0.0,2018-06,-1.3971179640621245,"[0.04504866898059845, 0.6007435321807861, -0.2550261616706848, 0.5819711685180664, 0.02726280316710472]"
