,period_open,period_close,starting_exposure,ending_cash,long_value,portfolio_value,short_value,pnl,ending_value,shorts_count,net_leverage,ending_exposure,longs_count,starting_value,transactions,gross_leverage,short_exposure,long_exposure,orders,positions,capital_used,returns,starting_cash,trading_days,sharpe,alpha,beta,algo_volatility,max_leverage,excess_return,benchmark_period_return,benchmark_volatility,sortino,period_label,max_drawdown,treasury_period_return,algorithm_period_return,weights
2018-08-08 20:00:00+00:00,2018-08-08 13:31:00+00:00,2018-08-08 20:00:00+00:00,9789914.52,29654.48875541419,12595529.12,9819329.478755413,-2805854.13,-239.5300000011921,9789674.989999998,2,0.9969799884177862,9789674.989999998,3,9789914.52,[],1.5684760638006523,-2805854.13,12595529.12,[],"[{'sid': Equity(4 [VWO]), 'amount': -40679, 'cost_basis': 43.271455040597495, 'last_sale_price': 43.28}, {'sid': Equity(2 [SPY]), 'amount': 15634, 'cost_basis': 278.97736427324963, 'last_sale_price': 285.46}, {'sid': Equity(3 [VNQ]), 'amount': 7232, 'cost_basis': 83.23278539855227, 'last_sale_price': 82.34}, {'sid': Equity(1 [LQD]), 'amount': 65495, 'cost_basis': 115.99646159027047, 'last_sale_price': 115.08}, {'sid': Equity(0 [DBC]), 'amount': -61091, 'cost_basis': 17.24652172524693, 'last_sale_price': 17.11}]",0.0,-2.4393127619704025e-05,29654.48875541419,162,-0.37326770976367585,,,0.069524795332728,1.97695795221656,0.0,0.0,0.0,-0.4710142052220574,2018-08,-0.09186909316187354,0.0,-0.01806705212445958,"[-0.178018718957901, 0.4529857337474823, 0.06108255684375763, 0.7708508968353271, -0.10690054297447205]"
2018-08-09 20:00:00+00:00,2018-08-09 13:31:00+00:00,2018-08-09 20:00:00+00:00,9789674.989999998,29654.48875541419,12595615.690000001,9826133.158755416,-2799137.0199999996,6803.680000003427,9796478.670000002,2,0.9969820794939064,9796478.670000002,3,9789674.989999998,[],1.566715254238414,-2799137.0199999996,12595615.690000001,[],"[{'sid': Equity(4 [VWO]), 'amount': -40679, 'cost_basis': 43.271455040597495, 'last_sale_price': 43.22}, {'sid': Equity(2 [SPY]), 'amount': 15634, 'cost_basis': 278.97736427324963, 'last_sale_price': 285.07}, {'sid': Equity(3 [VNQ]), 'amount': 7232, 'cost_basis': 83.23278539855227, 'last_sale_price': 82.38}, {'sid': Equity(1 [LQD]), 'amount': 65495, 'cost_basis': 115.99646159027047, 'last_sale_price': 115.17}, {'sid': Equity(0 [DBC]), 'amount': -61091, 'cost_basis': 17.24652172524693, 'last_sale_price': 17.04}]",0.0,0.0006928864149760017,29654.48875541419,163,-0.3566363121161965,,,0.0693169444111536,1.97695795221656,0.0,0.0,0.0,-0.45006488458566635,2018-08,-0.09186909316187354,0.0,-0.017386684124459317,"[-0.178018718957901, 0.4529857337474823, 0.06108255684375763, 0.7708508968353271, -0.10690054297447205]"
2018-08-10 20:00:00+00:00,2018-08-10 13:31:00+00:00,2018-08-10 20:00:00+00:00,9796478.670000002,29654.48875541419,12573642.64,9839144.048755415,-2764153.08,13010.889999998733,9809489.56,2,0.996986070271106,9809489.56,3,9796478.670000002,[],1.558854677195231,-2764153.08,12573642.64,[],"[{'sid': Equity(4 [VWO]), 'amount': -40679, 'cost_basis': 43.271455040597495, 'last_sale_price': 42.36}, {'sid': Equity(2 [SPY]), 'amount': 15634, 'cost_basis': 278.97736427324963, 'last_sale_price': 283.16}, {'sid': Equity(3 [VNQ]), 'amount': 7232, 'cost_basis': 83.23278539855227, 'last_sale_price': 81.75}, {'sid': Equity(1 [LQD]), 'amount': 65495, 'cost_basis': 115.99646159027047, 'last_sale_price': 115.36}, {'sid': Equity(0 [DBC]), 'amount': -61091, 'cost_basis': 17.24652172524693, 'last_sale_price': 17.04}]",0.0,0.0013241108979278327,29654.48875541419,164,-0.3260052421077185,,,0.06912647297397762,1.97695795221656,0.0,0.0,0.0,-0.41153546054781487,2018-08,-0.09186909316187354,0.0,-0.016085595124459506,"[-0.178018718957901, 0.4529857337474823, 0.06108255684375763, 0.7708508968353271, -0.10690054297447205]"
2018-08-13 20:00:00+00:00,2018-08-13 13:31:00+00:00,2018-08-13 20:00:00+00:00,9809489.56,29654.48875541419,12553948.629999999,9852609.948755413,-2730993.17,13465.89999999851,9822955.459999999,2,0.996990189512256,9822955.459999999,3,9809489.56,[],1.5513596782475694,-2730993.17,12553948.629999999,"[{'id': 'f36f99d4b17b457e8f7e59cc38accfc9', 'dt': Timestamp('2018-08-13 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-13 20:00:00+0000', tz='UTC'), 'amount': 22066, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'd9edf95ac03348b08b8bca56007d2a2e', 'dt': Timestamp('2018-08-13 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-13 20:00:00+0000', tz='UTC'), 'amount': -1340, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '2c3865871326438e88f05d06a76d0303', 'dt': Timestamp('2018-08-13 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-13 20:00:00+0000', tz='UTC'), 'amount': -6968, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '7fe7d93600a24ad7af1d31da0d6d1b48', 'dt': Timestamp('2018-08-13 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-13 20:00:00+0000', tz='UTC'), 'amount': -5412, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '3757b43797c44e2390d28e751338c6da', 'dt': Timestamp('2018-08-13 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-13 20:00:00+0000', tz='UTC'), 'amount': 40166, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]","[{'sid': Equity(4 [VWO]), 'amount': -40679, 'cost_basis': 43.271455040597495, 'last_sale_price': 41.68}, {'sid': Equity(2 [SPY]), 'amount': 15634, 'cost_basis': 278.97736427324963, 'last_sale_price': 282.1}, {'sid': Equity(3 [VNQ]), 'amount': 7232, 'cost_basis': 83.23278539855227, 'last_sale_price': 81.59}, {'sid': Equity(1 [LQD]), 'amount': 65495, 'cost_basis': 115.99646159027047, 'last_sale_price': 115.33}, {'sid': Equity(0 [DBC]), 'amount': -61091, 'cost_basis': 17.24652172524693, 'last_sale_price': 16.95}]",0.0,0.0013686048230692194,29654.48875541419,165,-0.2945907933629309,,,0.0689389514063688,1.97695795221656,0.0,0.0,0.0,-0.3719993423864955,2018-08,-0.09186909316187354,0.0,-0.014739005124459581,"[-0.07873597741127014, 0.4092518389225006, 0.002184127690270543, 0.70329749584198, -0.03599753603339195]"
2018-08-14 20:00:00+00:00,2018-08-14 13:31:00+00:00,2018-08-14 20:00:00+00:00,9822955.459999999,-5657.440722575673,11018096.8,9876689.769277425,-1135749.5899999999,24079.82052201219,9882347.21,2,1.0005728073731923,9882347.21,3,9822955.459999999,"[{'amount': 22066, 'dt': Timestamp('2018-08-14 20:00:00+0000', tz='UTC'), 'price': 41.950965, 'order_id': 'f36f99d4b17b457e8f7e59cc38accfc9', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -1340, 'dt': Timestamp('2018-08-14 20:00:00+0000', tz='UTC'), 'price': 283.75805, 'order_id': 'd9edf95ac03348b08b8bca56007d2a2e', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -6968, 'dt': Timestamp('2018-08-14 20:00:00+0000', tz='UTC'), 'price': 81.949005, 'order_id': '2c3865871326438e88f05d06a76d0303', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -5412, 'dt': Timestamp('2018-08-14 20:00:00+0000', tz='UTC'), 'price': 115.42226000000001, 'order_id': '7fe7d93600a24ad7af1d31da0d6d1b48', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 40166, 'dt': Timestamp('2018-08-14 20:00:00+0000', tz='UTC'), 'price': 16.98849, 'order_id': '3757b43797c44e2390d28e751338c6da', 'sid': Equity(0 [DBC]), 'commission': None}]",1.230558686555685,-1135749.5899999999,11018096.8,"[{'id': 'f36f99d4b17b457e8f7e59cc38accfc9', 'dt': Timestamp('2018-08-14 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-13 20:00:00+0000', tz='UTC'), 'amount': 22066, 'filled': 22066, 'commission': 925.68999369, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'd9edf95ac03348b08b8bca56007d2a2e', 'dt': Timestamp('2018-08-14 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-13 20:00:00+0000', tz='UTC'), 'amount': -1340, 'filled': -1340, 'commission': 380.2357870000001, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '2c3865871326438e88f05d06a76d0303', 'dt': Timestamp('2018-08-14 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-13 20:00:00+0000', tz='UTC'), 'amount': -6968, 'filled': -6968, 'commission': 571.02066684, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '7fe7d93600a24ad7af1d31da0d6d1b48', 'dt': Timestamp('2018-08-14 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-13 20:00:00+0000', tz='UTC'), 'amount': -5412, 'filled': -5412, 'commission': 624.66527112, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '3757b43797c44e2390d28e751338c6da', 'dt': Timestamp('2018-08-14 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-13 20:00:00+0000', tz='UTC'), 'amount': 40166, 'filled': 40166, 'commission': 682.3596893399999, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]","[{'sid': Equity(4 [VWO]), 'amount': -18613, 'cost_basis': 43.221721521353416, 'last_sale_price': 41.93}, {'sid': Equity(2 [SPY]), 'amount': 14294, 'cost_basis': 279.00396534971526, 'last_sale_price': 283.90000000000003}, {'sid': Equity(3 [VNQ]), 'amount': 264, 'cost_basis': 85.39574246991589, 'last_sale_price': 81.99}, {'sid': Equity(1 [LQD]), 'amount': 60083, 'cost_basis': 116.00685829601285, 'last_sale_price': 115.48}, {'sid': Equity(0 [DBC]), 'amount': -20925, 'cost_basis': 17.213911943199616, 'last_sale_price': 16.98}]",-35311.92947798781,0.0024440042432669618,29654.48875541419,166,-0.2394802901969995,,,0.06880008040761837,1.97695795221656,0.0,0.0,0.0,-0.3027116409215761,2018-08,-0.09186909316187354,0.0,-0.012331023072258307,"[-0.07873597741127014, 0.4092518389225006, 0.002184127690270543, 0.70329749584198, -0.03599753603339195]"
2018-08-15 20:00:00+00:00,2018-08-15 13:31:00+00:00,2018-08-15 20:00:00+00:00,9882347.21,-5657.440722575673,11002379.76,9891608.969277425,-1105113.35,14919.199999999255,9897266.41,2,1.0005719434260034,9897266.41,3,9882347.21,[],1.2240165525755153,-1105113.35,11002379.76,[],"[{'sid': Equity(4 [VWO]), 'amount': -18613, 'cost_basis': 43.221721521353416, 'last_sale_price': 40.7}, {'sid': Equity(2 [SPY]), 'amount': 14294, 'cost_basis': 279.00396534971526, 'last_sale_price': 281.78000000000003}, {'sid': Equity(3 [VNQ]), 'amount': 264, 'cost_basis': 85.39574246991589, 'last_sale_price': 82.62}, {'sid': Equity(1 [LQD]), 'amount': 60083, 'cost_basis': 116.00685829601285, 'last_sale_price': 115.72}, {'sid': Equity(0 [DBC]), 'amount': -20925, 'cost_basis': 17.213911943199616, 'last_sale_price': 16.61}]",0.0,0.0015105465847886634,-5657.440722575673,167,-0.20545389016131088,,,0.06861985086207703,1.97695795221656,0.0,0.0,0.0,-0.2597997512605651,2018-08,-0.09186909316187354,0.0,-0.010839103072258438,"[-0.07873597741127014, 0.4092518389225006, 0.002184127690270543, 0.70329749584198, -0.03599753603339195]"
2018-08-16 20:00:00+00:00,2018-08-16 13:31:00+00:00,2018-08-16 20:00:00+00:00,9897266.41,-5657.440722575673,11044159.41,9925270.599277424,-1113231.37,33661.62999999896,9930928.04,2,1.000570003675566,9930928.04,3,9897266.41,[],1.224892627198001,-1113231.37,11044159.41,[],"[{'sid': Equity(4 [VWO]), 'amount': -18613, 'cost_basis': 43.221721521353416, 'last_sale_price': 40.99}, {'sid': Equity(2 [SPY]), 'amount': 14294, 'cost_basis': 279.00396534971526, 'last_sale_price': 284.06}, {'sid': Equity(3 [VNQ]), 'amount': 264, 'cost_basis': 85.39574246991589, 'last_sale_price': 83.29}, {'sid': Equity(1 [LQD]), 'amount': 60083, 'cost_basis': 116.00685829601285, 'last_sale_price': 115.87}, {'sid': Equity(0 [DBC]), 'amount': -20925, 'cost_basis': 17.213911943199616, 'last_sale_price': 16.740000000000002}]",0.0,0.003403048998858571,-5657.440722575673,168,-0.12998331955927522,,,0.06854513244929254,1.97695795221656,0.0,0.0,0.0,-0.16467787015833957,2018-08,-0.09186909316187354,0.0,-0.007472940072258405,"[-0.07873597741127014, 0.4092518389225006, 0.002184127690270543, 0.70329749584198, -0.03599753603339195]"
2018-08-17 20:00:00+00:00,2018-08-17 13:31:00+00:00,2018-08-17 20:00:00+00:00,9930928.04,-5657.440722575673,11064664.99,9937796.879277425,-1121210.67,12526.280000001192,9943454.32,2,1.0005692852038839,9943454.32,3,9930928.04,[],1.2262150060050365,-1121210.67,11064664.99,[],"[{'sid': Equity(4 [VWO]), 'amount': -18613, 'cost_basis': 43.221721521353416, 'last_sale_price': 41.34}, {'sid': Equity(2 [SPY]), 'amount': 14294, 'cost_basis': 279.00396534971526, 'last_sale_price': 285.06}, {'sid': Equity(3 [VNQ]), 'amount': 264, 'cost_basis': 85.39574246991589, 'last_sale_price': 84.06}, {'sid': Equity(1 [LQD]), 'amount': 60083, 'cost_basis': 116.00685829601285, 'last_sale_price': 115.97}, {'sid': Equity(0 [DBC]), 'amount': -20925, 'cost_basis': 17.213911943199616, 'last_sale_price': 16.81}]",0.0,0.0012620592934677877,-5657.440722575673,169,-0.10203627024458958,,,0.06835918589216958,1.97695795221656,0.0,0.0,0.0,-0.1293037637222554,2018-08,-0.09186909316187354,0.0,-0.006220312072258372,"[-0.07873597741127014, 0.4092518389225006, 0.002184127690270543, 0.70329749584198, -0.03599753603339195]"
2018-08-20 20:00:00+00:00,2018-08-20 13:31:00+00:00,2018-08-20 20:00:00+00:00,9943454.32,-5657.440722575673,11091425.07,9960578.869277425,-1125188.76,22781.990000000224,9966236.31,2,1.0005679831259633,9966236.31,3,9943454.32,[],1.2264963703747307,-1125188.76,11091425.07,"[{'id': '6a8cfa4b099d488d91b6f8e84300ad19', 'dt': Timestamp('2018-08-20 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-20 20:00:00+0000', tz='UTC'), 'amount': 10856, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '1875ff4396dd4fa0a18e110336c070d3', 'dt': Timestamp('2018-08-20 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-20 20:00:00+0000', tz='UTC'), 'amount': -4767, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '3674457d66234d92a36160a040cdbb41', 'dt': Timestamp('2018-08-20 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-20 20:00:00+0000', tz='UTC'), 'amount': 25312, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '3af09018e3ab4c21bf769126376292e7', 'dt': Timestamp('2018-08-20 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-20 20:00:00+0000', tz='UTC'), 'amount': -17728, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'd9dfc60567f24b0d8f4952969e9b8769', 'dt': Timestamp('2018-08-20 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-20 20:00:00+0000', tz='UTC'), 'amount': 49734, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]","[{'sid': Equity(4 [VWO]), 'amount': -18613, 'cost_basis': 43.221721521353416, 'last_sale_price': 41.52}, {'sid': Equity(2 [SPY]), 'amount': 14294, 'cost_basis': 279.00396534971526, 'last_sale_price': 285.67}, {'sid': Equity(3 [VNQ]), 'amount': 264, 'cost_basis': 85.39574246991589, 'last_sale_price': 84.12}, {'sid': Equity(1 [LQD]), 'amount': 60083, 'cost_basis': 116.00685829601285, 'last_sale_price': 116.27}, {'sid': Equity(0 [DBC]), 'amount': -20925, 'cost_basis': 17.213911943199616, 'last_sale_price': 16.84}]",0.0,0.0022924588092061438,-5657.440722575673,170,-0.051833838294456924,,,0.06821515301813977,1.97695795221656,0.0,0.0,0.0,-0.06574080906544001,2018-08,-0.09186909316187354,0.0,-0.003942113072258335,"[-0.03233080729842186, 0.27321308851242065, 0.2160032093524933, 0.4944075047969818, 0.04870693013072014]"
2018-08-21 20:00:00+00:00,2018-08-21 13:31:00+00:00,2018-08-21 20:00:00+00:00,9966236.31,-5804.512832075214,10264711.270000001,9933345.467167927,-325561.29,-27233.402109498158,9939149.980000002,1,1.000584346215609,9939149.980000002,4,9966236.31,"[{'amount': 10856, 'dt': Timestamp('2018-08-21 20:00:00+0000', tz='UTC'), 'price': 41.990985, 'order_id': '6a8cfa4b099d488d91b6f8e84300ad19', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -4767, 'dt': Timestamp('2018-08-21 20:00:00+0000', tz='UTC'), 'price': 286.19683000000003, 'order_id': '1875ff4396dd4fa0a18e110336c070d3', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 25312, 'dt': Timestamp('2018-08-21 20:00:00+0000', tz='UTC'), 'price': 83.651805, 'order_id': '3674457d66234d92a36160a040cdbb41', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -17728, 'dt': Timestamp('2018-08-21 20:00:00+0000', tz='UTC'), 'price': 115.92201, 'order_id': '3af09018e3ab4c21bf769126376292e7', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 49734, 'dt': Timestamp('2018-08-21 20:00:00+0000', tz='UTC'), 'price': 16.878435, 'order_id': 'd9dfc60567f24b0d8f4952969e9b8769', 'sid': Equity(0 [DBC]), 'commission': None}]",1.0661335191656602,-325561.29,10264711.270000001,"[{'id': '6a8cfa4b099d488d91b6f8e84300ad19', 'dt': Timestamp('2018-08-21 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-20 20:00:00+0000', tz='UTC'), 'amount': 10856, 'filled': 10856, 'commission': 455.85413316, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '1875ff4396dd4fa0a18e110336c070d3', 'dt': Timestamp('2018-08-21 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-20 20:00:00+0000', tz='UTC'), 'amount': -4767, 'filled': -4767, 'commission': 1364.30028861, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '3674457d66234d92a36160a040cdbb41', 'dt': Timestamp('2018-08-21 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-20 20:00:00+0000', tz='UTC'), 'amount': 25312, 'filled': 25312, 'commission': 2117.39448816, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '3af09018e3ab4c21bf769126376292e7', 'dt': Timestamp('2018-08-21 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-20 20:00:00+0000', tz='UTC'), 'amount': -17728, 'filled': -17728, 'commission': 2055.06539328, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'd9dfc60567f24b0d8f4952969e9b8769', 'dt': Timestamp('2018-08-21 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-20 20:00:00+0000', tz='UTC'), 'amount': 49734, 'filled': 49734, 'commission': 839.43208629, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]","[{'sid': Equity(4 [VWO]), 'amount': -7757, 'cost_basis': 43.162954712901694, 'last_sale_price': 41.97}, {'sid': Equity(2 [SPY]), 'amount': 9527, 'cost_basis': 279.1471689068277, 'last_sale_price': 286.34000000000003}, {'sid': Equity(3 [VNQ]), 'amount': 25576, 'cost_basis': 83.75259456757183, 'last_sale_price': 83.61}, {'sid': Equity(1 [LQD]), 'amount': 42355, 'cost_basis': 116.05537831474219, 'last_sale_price': 115.98}, {'sid': Equity(0 [DBC]), 'amount': 28809, 'cost_basis': 16.90757284186504, 'last_sale_price': 16.87}]",-147.07210950180888,-0.0027341184148942377,-5657.440722575673,171,-0.11079340101589095,,,0.0680943339150146,1.97695795221656,0.0,0.0,0.0,-0.1404135646537656,2018-08,-0.09186909316187354,0.0,-0.0066654532832081115,"[-0.03233080729842186, 0.27321308851242065, 0.2160032093524933, 0.4944075047969818, 0.04870693013072014]"
2018-08-22 20:00:00+00:00,2018-08-22 13:31:00+00:00,2018-08-22 20:00:00+00:00,9939149.980000002,-5804.512832075214,10257561.57,9924256.517167926,-327500.54,-9088.950000001118,9930061.030000001,1,1.0005848813784723,9930061.030000001,4,9939149.980000002,[],1.0665848964795448,-327500.54,10257561.57,[],"[{'sid': Equity(4 [VWO]), 'amount': -7757, 'cost_basis': 43.162954712901694, 'last_sale_price': 42.22}, {'sid': Equity(2 [SPY]), 'amount': 9527, 'cost_basis': 279.1471689068277, 'last_sale_price': 286.17}, {'sid': Equity(3 [VNQ]), 'amount': 25576, 'cost_basis': 83.75259456757183, 'last_sale_price': 83.14}, {'sid': Equity(1 [LQD]), 'amount': 42355, 'cost_basis': 116.05537831474219, 'last_sale_price': 115.97}, {'sid': Equity(0 [DBC]), 'amount': 28809, 'cost_basis': 16.90757284186504, 'last_sale_price': 17.11}]",0.0,-0.000914993848753376,-5804.512832075214,172,-0.13020134662577657,,,0.06790338694107273,1.97695795221656,0.0,0.0,0.0,-0.16499260990689255,2018-08,-0.09186909316187354,0.0,-0.007574348283208243,"[-0.03233080729842186, 0.27321308851242065, 0.2160032093524933, 0.4944075047969818, 0.04870693013072014]"
2018-08-23 20:00:00+00:00,2018-08-23 13:31:00+00:00,2018-08-23 20:00:00+00:00,9930061.030000001,-5804.512832075214,10249400.28,9921214.847167924,-322380.92000000004,-3041.670000001788,9927019.36,1,1.0005850606928175,9927019.36,4,9930061.030000001,[],1.0655732551762835,-322380.92000000004,10249400.28,[],"[{'sid': Equity(4 [VWO]), 'amount': -7757, 'cost_basis': 43.162954712901694, 'last_sale_price': 41.56}, {'sid': Equity(2 [SPY]), 'amount': 9527, 'cost_basis': 279.1471689068277, 'last_sale_price': 285.79}, {'sid': Equity(3 [VNQ]), 'amount': 25576, 'cost_basis': 83.75259456757183, 'last_sale_price': 82.93}, {'sid': Equity(1 [LQD]), 'amount': 42355, 'cost_basis': 116.05537831474219, 'last_sale_price': 116.01}, {'sid': Equity(0 [DBC]), 'amount': 28809, 'cost_basis': 16.90757284186504, 'last_sale_price': 17.080000000000002}]",0.0,-0.00030648845026726157,-5804.512832075214,173,-0.13641900851857858,,,0.0677064980039645,1.97695795221656,0.0,0.0,0.0,-0.1728666595575132,2018-08,-0.09186909316187354,0.0,-0.007878515283208376,"[-0.03233080729842186, 0.27321308851242065, 0.2160032093524933, 0.4944075047969818, 0.04870693013072014]"
2018-08-24 20:00:00+00:00,2018-08-24 13:31:00+00:00,2018-08-24 20:00:00+00:00,9927019.36,-5804.512832075214,10291805.780000001,9958811.007167926,-327190.26,37596.16000000201,9964615.520000001,1,1.000582851991859,9964615.520000001,4,9927019.36,[],1.0662915515071931,-327190.26,10291805.780000001,[],"[{'sid': Equity(4 [VWO]), 'amount': -7757, 'cost_basis': 43.162954712901694, 'last_sale_price': 42.18}, {'sid': Equity(2 [SPY]), 'amount': 9527, 'cost_basis': 279.1471689068277, 'last_sale_price': 287.51}, {'sid': Equity(3 [VNQ]), 'amount': 25576, 'cost_basis': 83.75259456757183, 'last_sale_price': 83.42}, {'sid': Equity(1 [LQD]), 'amount': 42355, 'cost_basis': 116.05537831474219, 'last_sale_price': 116.24000000000001}, {'sid': Equity(0 [DBC]), 'amount': 28809, 'cost_basis': 16.90757284186504, 'last_sale_price': 17.21}]",0.0,0.003789471408406575,-5804.512832075214,174,-0.054607857658297385,,,0.06766737335108605,1.97695795221656,0.0,0.0,0.0,-0.06935727633446545,2018-08,-0.09186909316187354,0.0,-0.004118899283208188,"[-0.03233080729842186, 0.27321308851242065, 0.2160032093524933, 0.4944075047969818, 0.04870693013072014]"
