,period_open,period_close,short_exposure,ending_value,ending_exposure,ending_cash,portfolio_value,net_leverage,starting_value,starting_cash,long_exposure,starting_exposure,positions,capital_used,short_value,transactions,pnl,returns,long_value,orders,shorts_count,longs_count,gross_leverage,sortino,period_label,sharpe,treasury_period_return,algo_volatility,excess_return,algorithm_period_return,max_drawdown,alpha,beta,max_leverage,benchmark_period_return,benchmark_volatility,trading_days,weights
2017-12-15 21:00:00+00:00,2017-12-15 14:31:00+00:00,2017-12-15 21:00:00+00:00,0.0,0.0,0.0,10000000.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,[],0.0,0.0,[],0.0,0.0,0.0,[],0,0,0.0,,2017-12,,0.0,,0.0,0.0,0.0,,,0.0,0.0,,1,
2017-12-18 21:00:00+00:00,2017-12-18 14:31:00+00:00,2017-12-18 21:00:00+00:00,0.0,0.0,0.0,10000000.0,10000000.0,0.0,0.0,10000000.0,0.0,0.0,[],0.0,0.0,[],0.0,0.0,0.0,"[{'id': '76de6f031d514b36808b6b8f07d75043', 'dt': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'amount': -29506, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '8abf88522d314c1a8ead8454830ad532', 'dt': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'amount': 12003, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '465af684f82f4a65b639beeca813cad5', 'dt': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'amount': 16346, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'ed6428f6bdec43bf97a99fec1691be45', 'dt': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'amount': 47526, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '441e76b484184ebb8ba920a81aba8ffb', 'dt': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'amount': 58714, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",0,0,0.0,,2017-12,,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,2,"[-0.13245245814323425, 0.32193106412887573, 0.1399938315153122, 0.577113151550293, 0.09341443330049515]"
2017-12-19 21:00:00+00:00,2017-12-19 14:31:00+00:00,2017-12-19 21:00:00+00:00,-1320983.62,9938781.09,9938781.09,42342.818114453235,9981123.908114454,0.9957577104037322,0.0,10000000.0,11259764.71,0.0,"[{'sid': Equity(4 [VWO]), 'amount': -29506, 'cost_basis': 44.702867385000005, 'last_sale_price': 44.77}, {'sid': Equity(2 [SPY]), 'amount': 12003, 'cost_basis': 267.57088858500003, 'last_sale_price': 267.17}, {'sid': Equity(3 [VNQ]), 'amount': 16346, 'cost_basis': 83.94577191, 'last_sale_price': 83.82000000000001}, {'sid': Equity(1 [LQD]), 'amount': 47526, 'cost_basis': 120.99127540500002, 'last_sale_price': 120.81}, {'sid': Equity(0 [DBC]), 'amount': 58714, 'cost_basis': 16.054053015, 'last_sale_price': 16.03}]",-9957657.181885544,-1320983.62,"[{'amount': -29506, 'dt': Timestamp('2017-12-19 21:00:00+0000', tz='UTC'), 'price': 44.747615, 'order_id': '76de6f031d514b36808b6b8f07d75043', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 12003, 'dt': Timestamp('2017-12-19 21:00:00+0000', tz='UTC'), 'price': 267.303585, 'order_id': '8abf88522d314c1a8ead8454830ad532', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 16346, 'dt': Timestamp('2017-12-19 21:00:00+0000', tz='UTC'), 'price': 83.86191000000001, 'order_id': '465af684f82f4a65b639beeca813cad5', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 47526, 'dt': Timestamp('2017-12-19 21:00:00+0000', tz='UTC'), 'price': 120.870405, 'order_id': 'ed6428f6bdec43bf97a99fec1691be45', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 58714, 'dt': Timestamp('2017-12-19 21:00:00+0000', tz='UTC'), 'price': 16.038015, 'order_id': '441e76b484184ebb8ba920a81aba8ffb', 'sid': Equity(0 [DBC]), 'commission': None}]",-18876.091885546222,-0.0018876091885545732,11259764.71,"[{'id': '76de6f031d514b36808b6b8f07d75043', 'dt': Timestamp('2017-12-19 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'amount': -29506, 'filled': -29506, 'commission': 1320.32312819, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '8abf88522d314c1a8ead8454830ad532', 'dt': Timestamp('2017-12-19 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'amount': 12003, 'filled': 12003, 'commission': 3208.4449307550003, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '465af684f82f4a65b639beeca813cad5', 'dt': Timestamp('2017-12-19 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'amount': 16346, 'filled': 16346, 'commission': 1370.8067808600001, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'ed6428f6bdec43bf97a99fec1691be45', 'dt': Timestamp('2017-12-19 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'amount': 47526, 'filled': 47526, 'commission': 5744.486868030001, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '441e76b484184ebb8ba920a81aba8ffb', 'dt': Timestamp('2017-12-19 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-18 21:00:00+0000', tz='UTC'), 'amount': 58714, 'filled': 58714, 'commission': 941.6560127100001, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",1,4,1.2604540776988156,-9.165151389911678,2017-12,-9.16515138991168,0.0,0.017300223978091007,0.0,-0.0018876091885545732,-0.0018876091885545066,,,1.2604540776988156,0.0,0.0,3,"[-0.13245245814323425, 0.32193106412887573, 0.1399938315153122, 0.577113151550293, 0.09341443330049515]"
2017-12-20 21:00:00+00:00,2017-12-20 14:31:00+00:00,2017-12-20 21:00:00+00:00,-1322753.98,9909550.629999999,9909550.629999999,42342.818114453235,9951893.448114453,0.9957452500536492,9938781.09,42342.818114453235,11232304.61,9938781.09,"[{'sid': Equity(4 [VWO]), 'amount': -29506, 'cost_basis': 44.702867385000005, 'last_sale_price': 44.83}, {'sid': Equity(2 [SPY]), 'amount': 12003, 'cost_basis': 267.57088858500003, 'last_sale_price': 267.03000000000003}, {'sid': Equity(3 [VNQ]), 'amount': 16346, 'cost_basis': 83.94577191, 'last_sale_price': 82.85000000000001}, {'sid': Equity(1 [LQD]), 'amount': 47526, 'cost_basis': 120.99127540500002, 'last_sale_price': 120.49000000000001}, {'sid': Equity(0 [DBC]), 'amount': 58714, 'cost_basis': 16.054053015, 'last_sale_price': 16.12}]",0.0,-1322753.98,[],-29230.460000000894,-0.0029285740031979035,11232304.61,[],1,4,1.261574860649132,-10.971621857076649,2017-12,-13.147252164936601,0.0,0.023078551873342668,0.0,-0.004810655188554724,-0.004810655188554733,,,1.261574860649132,0.0,0.0,4,"[-0.13245245814323425, 0.32193106412887573, 0.1399938315153122, 0.577113151550293, 0.09341443330049515]"
2017-12-21 21:00:00+00:00,2017-12-21 14:31:00+00:00,2017-12-21 21:00:00+00:00,-1329540.36,9887453.180000002,9887453.180000002,42342.818114453235,9929795.998114455,0.9957357816693823,9909550.629999999,42342.818114453235,11216993.540000001,9909550.629999999,"[{'sid': Equity(4 [VWO]), 'amount': -29506, 'cost_basis': 44.702867385000005, 'last_sale_price': 45.06}, {'sid': Equity(2 [SPY]), 'amount': 12003, 'cost_basis': 267.57088858500003, 'last_sale_price': 267.58}, {'sid': Equity(3 [VNQ]), 'amount': 16346, 'cost_basis': 83.94577191, 'last_sale_price': 81.27}, {'sid': Equity(1 [LQD]), 'amount': 47526, 'cost_basis': 120.99127540500002, 'last_sale_price': 120.56}, {'sid': Equity(0 [DBC]), 'amount': 58714, 'cost_basis': 16.054053015, 'last_sale_price': 16.13}]",0.0,-1329540.36,[],-22097.449999997392,-0.0022204267072598594,11216993.540000001,[],1,4,1.2635238329551213,-12.091025621247809,2017-12,-16.68979494623014,0.0,0.0212492208593808,0.0,-0.007020400188554543,-0.00702040018855456,,,1.2635238329551213,0.0,0.0,5,"[-0.13245245814323425, 0.32193106412887573, 0.1399938315153122, 0.577113151550293, 0.09341443330049515]"
2017-12-22 21:00:00+00:00,2017-12-22 14:31:00+00:00,2017-12-22 21:00:00+00:00,-1340457.58,9893236.83,9893236.83,42342.818114453235,9935579.648114454,0.9957382639348586,9887453.180000002,42342.818114453235,11233694.41,9887453.180000002,"[{'sid': Equity(4 [VWO]), 'amount': -29506, 'cost_basis': 44.702867385000005, 'last_sale_price': 45.43}, {'sid': Equity(2 [SPY]), 'amount': 12003, 'cost_basis': 267.57088858500003, 'last_sale_price': 267.51}, {'sid': Equity(3 [VNQ]), 'amount': 16346, 'cost_basis': 83.94577191, 'last_sale_price': 81.83}, {'sid': Equity(1 [LQD]), 'amount': 47526, 'cost_basis': 120.99127540500002, 'last_sale_price': 120.65}, {'sid': Equity(0 [DBC]), 'amount': 58714, 'cost_basis': 16.054053015, 'last_sale_price': 16.2}]",0.0,-1340457.58,[],5783.64999999851,0.0005824540605967599,11233694.41,[],1,4,1.2655680328008128,-10.123915016977522,2017-12,-11.802480083867206,0.0,0.022967591835548674,0.0,-0.0064420351885545735,-0.00702040018855456,,,1.2655680328008128,0.0,0.0,6,"[-0.13245245814323425, 0.32193106412887573, 0.1399938315153122, 0.577113151550293, 0.09341443330049515]"
2017-12-26 21:00:00+00:00,2017-12-26 14:31:00+00:00,2017-12-26 21:00:00+00:00,-1341932.8800000001,9916317.95,9916317.95,42342.818114453235,9958660.768114453,0.9957481413314101,9893236.83,42342.818114453235,11258250.83,9893236.83,"[{'sid': Equity(4 [VWO]), 'amount': -29506, 'cost_basis': 44.702867385000005, 'last_sale_price': 45.480000000000004}, {'sid': Equity(2 [SPY]), 'amount': 12003, 'cost_basis': 267.57088858500003, 'last_sale_price': 267.19}, {'sid': Equity(3 [VNQ]), 'amount': 16346, 'cost_basis': 83.94577191, 'last_sale_price': 82.24}, {'sid': Equity(1 [LQD]), 'amount': 47526, 'cost_basis': 120.99127540500002, 'last_sale_price': 120.81}, {'sid': Equity(0 [DBC]), 'amount': 58714, 'cost_basis': 16.054053015, 'last_sale_price': 16.44}]",0.0,-1341932.8800000001,[],23081.11999999918,0.002323077346008562,11258250.83,"[{'id': 'a0ed7ab4a7574b21b42377f412bd5302', 'dt': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'amount': -3146, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'bc6340ae53d243c685d07a3c1d1d6357', 'dt': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'amount': -12197, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'bd11b1c9f7d54b729f0422fa2b20342e', 'dt': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'amount': 8049, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '1587cf01cb6a45bb8c1da8bdbe497340', 'dt': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'amount': 34905, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '832a838bded04be38c720f788968b239', 'dt': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'amount': -87248, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",1,4,1.265248812404892,-5.999279497216889,2017-12,-5.08473610756181,0.0,0.029248091263867956,0.0,-0.004133923188554767,-0.00702040018855456,,,1.2655680328008128,0.0,0.0,7,"[-0.14912016689777374, -0.005225165281444788, 0.2014600932598114, 0.9999914765357971, -0.04710622504353523]"
2017-12-27 21:00:00+00:00,2017-12-27 14:31:00+00:00,2017-12-27 21:00:00+00:00,-2006786.84,10019762.490000002,10019762.490000002,-35260.573512891955,9984501.91648711,1.0035315305468235,9916317.95,42342.818114453235,12026549.330000002,9916317.95,"[{'sid': Equity(4 [VWO]), 'amount': -32652, 'cost_basis': 44.770210818820296, 'last_sale_price': 45.47}, {'sid': Equity(2 [SPY]), 'amount': -194, 'cost_basis': 250.3880318093814, 'last_sale_price': 267.32}, {'sid': Equity(3 [VNQ]), 'amount': 24395, 'cost_basis': 83.51289584699141, 'last_sale_price': 82.51}, {'sid': Equity(1 [LQD]), 'amount': 82431, 'cost_basis': 121.27540930144886, 'last_sale_price': 121.48}, {'sid': Equity(0 [DBC]), 'amount': -28534, 'cost_basis': 16.42139453716689, 'last_sale_price': 16.48}]",-77603.39162734337,-2006786.84,"[{'amount': -3146, 'dt': Timestamp('2017-12-27 21:00:00+0000', tz='UTC'), 'price': 45.447265, 'order_id': 'a0ed7ab4a7574b21b42377f412bd5302', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -12197, 'dt': Timestamp('2017-12-27 21:00:00+0000', tz='UTC'), 'price': 267.18634, 'order_id': 'bc6340ae53d243c685d07a3c1d1d6357', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 8049, 'dt': Timestamp('2017-12-27 21:00:00+0000', tz='UTC'), 'price': 82.55125500000001, 'order_id': 'bd11b1c9f7d54b729f0422fa2b20342e', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 34905, 'dt': Timestamp('2017-12-27 21:00:00+0000', tz='UTC'), 'price': 121.54074, 'order_id': '1587cf01cb6a45bb8c1da8bdbe497340', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -87248, 'dt': Timestamp('2017-12-27 21:00:00+0000', tz='UTC'), 'price': 16.47176, 'order_id': '832a838bded04be38c720f788968b239', 'sid': Equity(0 [DBC]), 'commission': None}]",25841.148372657597,0.002594841713596141,12026549.330000002,"[{'id': 'a0ed7ab4a7574b21b42377f412bd5302', 'dt': Timestamp('2017-12-27 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'amount': -3146, 'filled': -3146, 'commission': 142.97709569, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'bc6340ae53d243c685d07a3c1d1d6357', 'dt': Timestamp('2017-12-27 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'amount': -12197, 'filled': -12197, 'commission': 3258.8717889799996, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'bd11b1c9f7d54b729f0422fa2b20342e', 'dt': Timestamp('2017-12-27 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'amount': 8049, 'filled': 8049, 'commission': 664.4550514950001, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '1587cf01cb6a45bb8c1da8bdbe497340', 'dt': Timestamp('2017-12-27 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'amount': 34905, 'filled': 34905, 'commission': 4242.379529700001, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '832a838bded04be38c720f788968b239', 'dt': Timestamp('2017-12-27 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-12-26 21:00:00+0000', tz='UTC'), 'amount': -87248, 'filled': -87248, 'commission': 1437.1281164799998, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",3,2,1.4055118910666111,-2.086881713174939,2017-12,-1.4914156585663723,0.0,0.032446661166920396,0.0,-0.0015498083512890393,-0.00702040018855456,,,1.4055118910666111,0.0,0.0,8,"[-0.14912016689777374, -0.005225165281444788, 0.2014600932598114, 0.9999914765357971, -0.04710622504353523]"
2017-12-28 21:00:00+00:00,2017-12-28 14:31:00+00:00,2017-12-28 21:00:00+00:00,-2016359.7,10014328.950000001,10014328.950000001,-35260.573512891955,9979068.37648711,1.003533453443006,10019762.490000002,-35260.573512891955,12030688.65,10019762.490000002,"[{'sid': Equity(4 [VWO]), 'amount': -32652, 'cost_basis': 44.770210818820296, 'last_sale_price': 45.69}, {'sid': Equity(2 [SPY]), 'amount': -194, 'cost_basis': 250.3880318093814, 'last_sale_price': 267.87}, {'sid': Equity(3 [VNQ]), 'amount': 24395, 'cost_basis': 83.51289584699141, 'last_sale_price': 82.95}, {'sid': Equity(1 [LQD]), 'amount': 82431, 'cost_basis': 121.27540930144886, 'last_sale_price': 121.4}, {'sid': Equity(0 [DBC]), 'amount': -28534, 'cost_basis': 16.42139453716689, 'last_sale_price': 16.56}]",0.0,-2016359.7,[],-5433.540000000969,-0.0005441974016779927,12030688.65,[],3,2,1.4076512776581378,-2.6416930343596867,2017-12,-1.9156710057710653,0.0,0.03040822608798713,0.0,-0.0020931623512892017,-0.00702040018855456,,,1.4076512776581378,0.0,0.0,9,"[-0.14912016689777374, -0.005225165281444788, 0.2014600932598114, 0.9999914765357971, -0.04710622504353523]"
2017-12-29 21:00:00+00:00,2017-12-29 14:31:00+00:00,2017-12-29 21:00:00+00:00,-2024773.9000000001,10019835.559999999,10019835.559999999,-35260.573512891955,9984574.986487107,1.003531504702064,10014328.950000001,-35260.573512891955,12044609.459999999,10014328.950000001,"[{'sid': Equity(4 [VWO]), 'amount': -32652, 'cost_basis': 44.770210818820296, 'last_sale_price': 45.910000000000004}, {'sid': Equity(2 [SPY]), 'amount': -194, 'cost_basis': 250.3880318093814, 'last_sale_price': 266.86}, {'sid': Equity(3 [VNQ]), 'amount': 24395, 'cost_basis': 83.51289584699141, 'last_sale_price': 82.98}, {'sid': Equity(1 [LQD]), 'amount': 82431, 'cost_basis': 121.27540930144886, 'last_sale_price': 121.56}, {'sid': Equity(0 [DBC]), 'amount': -28534, 'cost_basis': 16.42139453716689, 'last_sale_price': 16.61}]",0.0,-2024773.9000000001,[],5506.609999997541,0.0005518160405606487,12044609.459999999,[],3,2,1.4091118929990687,-1.8414021011004262,2017-12,-1.331193211571027,0.0,0.02893732990174263,0.0,-0.001542501351289527,-0.00702040018855456,,,1.4091118929990687,0.0,0.0,10,"[-0.14912016689777374, -0.005225165281444788, 0.2014600932598114, 0.9999914765357971, -0.04710622504353523]"
