,period_open,period_close,long_exposure,positions,ending_cash,shorts_count,portfolio_value,net_leverage,capital_used,starting_cash,gross_leverage,ending_exposure,short_exposure,orders,short_value,starting_value,returns,longs_count,pnl,transactions,starting_exposure,ending_value,long_value,algo_volatility,benchmark_period_return,benchmark_volatility,period_label,max_drawdown,algorithm_period_return,excess_return,sortino,max_leverage,sharpe,alpha,beta,treasury_period_return,trading_days,weights
2018-02-21 21:00:00+00:00,2018-02-21 14:31:00+00:00,2018-02-21 21:00:00+00:00,9800539.780000001,"[{'sid': Equity(4 [VWO]), 'amount': -7793, 'cost_basis': 47.6587900958174, 'last_sale_price': 47.81}, {'sid': Equity(2 [SPY]), 'amount': 19850, 'cost_basis': 272.33338948910387, 'last_sale_price': 270.05}, {'sid': Equity(3 [VNQ]), 'amount': 42969, 'cost_basis': 74.30804334894158, 'last_sale_price': 72.93}, {'sid': Equity(1 [LQD]), 'amount': 8721, 'cost_basis': 119.90259570127981, 'last_sale_price': 116.51}, {'sid': Equity(0 [DBC]), 'amount': 17484, 'cost_basis': 16.698006098078245, 'last_sale_price': 16.6}]",-6995.110904150643,1,9420961.33909585,1.0007425050005379,-5337.19933126308,-1657.9115728851034,1.0798391739262077,9427956.450000001,-372583.33,"[{'id': '77f26ce6b62c431089fd7ea0b80043a8', 'dt': Timestamp('2018-02-21 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-20 21:00:00+0000', tz='UTC'), 'amount': -20761, 'filled': -20761, 'commission': 992.087118295, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'cb79b42ae5094d84a1cead136dd59361', 'dt': Timestamp('2018-02-21 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-20 21:00:00+0000', tz='UTC'), 'amount': 12682, 'filled': 12682, 'commission': 3426.4864870500005, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'eddc9e6d56354f2f8b068b5ad9893e6f', 'dt': Timestamp('2018-02-21 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-20 21:00:00+0000', tz='UTC'), 'amount': 14298, 'filled': 14298, 'commission': 1043.2745165700003, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '7097b5c8c51948b2a88ac421fbbecaaa', 'dt': Timestamp('2018-02-21 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-20 21:00:00+0000', tz='UTC'), 'amount': -43390, 'filled': -43390, 'commission': 5052.84121555, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '30cd845aee344a55a6c5decbe7d15b9e', 'dt': Timestamp('2018-02-21 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-20 21:00:00+0000', tz='UTC'), 'amount': 94436, 'filled': 94436, 'commission': 1568.4214187999999, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",-372583.33,9525157.17,-0.010766832290193373,4,-102537.91933126561,"[{'amount': -20761, 'dt': Timestamp('2018-02-21 21:00:00+0000', tz='UTC'), 'price': 47.786095, 'order_id': '77f26ce6b62c431089fd7ea0b80043a8', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 12682, 'dt': Timestamp('2018-02-21 21:00:00+0000', tz='UTC'), 'price': 270.185025, 'order_id': 'cb79b42ae5094d84a1cead136dd59361', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 14298, 'dt': Timestamp('2018-02-21 21:00:00+0000', tz='UTC'), 'price': 72.96646500000001, 'order_id': 'eddc9e6d56354f2f8b068b5ad9893e6f', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -43390, 'dt': Timestamp('2018-02-21 21:00:00+0000', tz='UTC'), 'price': 116.451745, 'order_id': '7097b5c8c51948b2a88ac421fbbecaaa', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 94436, 'dt': Timestamp('2018-02-21 21:00:00+0000', tz='UTC'), 'price': 16.6083, 'order_id': '30cd845aee344a55a6c5decbe7d15b9e', 'sid': Equity(0 [DBC]), 'commission': None}]",9525157.17,9427956.450000001,9800539.780000001,0.10244933482438887,0.0,0.0,2018-02,-0.07714587251770418,-0.057903866090415534,0.0,-3.736605909396923,2.5117038583081435,-3.208001266988697,,,0.0,45,"[-0.03917659819126129, 0.5657002925872803, 0.3356913924217224, 0.10727231204509735, 0.030512701719999313]"
2018-02-22 21:00:00+00:00,2018-02-22 14:31:00+00:00,2018-02-22 21:00:00+00:00,9847169.510000002,"[{'sid': Equity(4 [VWO]), 'amount': -7793, 'cost_basis': 47.6587900958174, 'last_sale_price': 47.870000000000005}, {'sid': Equity(2 [SPY]), 'amount': 19850, 'cost_basis': 272.33338948910387, 'last_sale_price': 270.4}, {'sid': Equity(3 [VNQ]), 'amount': 42969, 'cost_basis': 74.30804334894158, 'last_sale_price': 73.76}, {'sid': Equity(1 [LQD]), 'amount': 8721, 'cost_basis': 119.90259570127981, 'last_sale_price': 116.67}, {'sid': Equity(0 [DBC]), 'amount': 17484, 'cost_basis': 16.698006098078245, 'last_sale_price': 16.75}]",-6995.110904150643,1,9467123.48909585,1.0007388845104015,0.0,-6995.110904150643,1.079548654010013,9474118.600000001,-373050.91000000003,[],-373050.91000000003,9427956.450000001,0.004899940498474642,4,46162.15000000037,[],9427956.450000001,9474118.600000001,9847169.510000002,0.10234007145504963,0.0,0.0,2018-02,-0.07714587251770418,-0.053287651090415555,0.0,-3.387207338901339,2.5117038583081435,-2.8793190105027726,,,0.0,46,"[-0.03917659819126129, 0.5657002925872803, 0.3356913924217224, 0.10727231204509735, 0.030512701719999313]"
2018-02-23 21:00:00+00:00,2018-02-23 14:31:00+00:00,2018-02-23 21:00:00+00:00,9990059.01,"[{'sid': Equity(4 [VWO]), 'amount': -7793, 'cost_basis': 47.6587900958174, 'last_sale_price': 48.65}, {'sid': Equity(2 [SPY]), 'amount': 19850, 'cost_basis': 272.33338948910387, 'last_sale_price': 274.71}, {'sid': Equity(3 [VNQ]), 'amount': 42969, 'cost_basis': 74.30804334894158, 'last_sale_price': 74.94}, {'sid': Equity(1 [LQD]), 'amount': 8721, 'cost_basis': 119.90259570127981, 'last_sale_price': 117.21000000000001}, {'sid': Equity(0 [DBC]), 'amount': 17484, 'cost_basis': 16.698006098078245, 'last_sale_price': 16.86}]",-6995.110904150643,1,9603934.449095849,1.000728358876378,0.0,-6995.110904150643,1.0796813030076642,9610929.56,-379129.45,[],-379129.45,9474118.600000001,0.014451164618014767,4,136810.95999999903,[],9474118.600000001,9610929.56,9990059.01,0.10748980984205748,0.0,0.0,2018-02,-0.07714587251770418,-0.03960655509041566,0.0,-2.4506907264603823,2.5117038583081435,-1.9622074421705074,,,0.0,47,"[-0.03917659819126129, 0.5657002925872803, 0.3356913924217224, 0.10727231204509735, 0.030512701719999313]"
2018-02-26 21:00:00+00:00,2018-02-26 14:31:00+00:00,2018-02-26 21:00:00+00:00,10065285.710000003,"[{'sid': Equity(4 [VWO]), 'amount': -7793, 'cost_basis': 47.6587900958174, 'last_sale_price': 49.11}, {'sid': Equity(2 [SPY]), 'amount': 19850, 'cost_basis': 272.33338948910387, 'last_sale_price': 277.90000000000003}, {'sid': Equity(3 [VNQ]), 'amount': 42969, 'cost_basis': 74.30804334894158, 'last_sale_price': 75.15}, {'sid': Equity(1 [LQD]), 'amount': 8721, 'cost_basis': 119.90259570127981, 'last_sale_price': 117.36}, {'sid': Equity(0 [DBC]), 'amount': 17484, 'cost_basis': 16.698006098078245, 'last_sale_price': 16.95}]",-6995.110904150643,1,9675576.36909585,1.0007229658097159,0.0,-6995.110904150643,1.0798323057395631,9682571.480000002,-382714.23,"[{'id': '672cceb44c0d4dde929855a0939d7055', 'dt': Timestamp('2018-02-26 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-26 21:00:00+0000', tz='UTC'), 'amount': 30730, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '8897f150c7c04258afe3a39de7d588a4', 'dt': Timestamp('2018-02-26 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-26 21:00:00+0000', tz='UTC'), 'amount': -12249, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '952c35538a9a4e40a5ac125d1a6d2702', 'dt': Timestamp('2018-02-26 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-26 21:00:00+0000', tz='UTC'), 'amount': -58413, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '7fc57d8d09db4d7890cf664d0bdcbc88', 'dt': Timestamp('2018-02-26 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-26 21:00:00+0000', tz='UTC'), 'amount': 45895, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '0a240ab97e594efe8e4805d20fce99a9', 'dt': Timestamp('2018-02-26 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-26 21:00:00+0000', tz='UTC'), 'amount': 52585, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",-382714.23,9610929.56,0.007459642751596052,4,71641.92000000179,[],9610929.56,9682571.480000002,10065285.710000003,0.10802594981370112,0.0,0.0,2018-02,-0.07714587251770418,-0.03244236309041548,0.0,-1.9651686733859361,2.5117038583081435,-1.5492580269374234,,,0.0,48,"[0.11642418801784515, 0.21830865740776062, -0.11995726078748703, 0.6624737977981567, 0.12275043874979019]"
2018-02-27 21:00:00+00:00,2018-02-27 14:31:00+00:00,2018-02-27 21:00:00+00:00,10739739.080000002,"[{'sid': Equity(4 [VWO]), 'amount': 22937, 'cost_basis': 47.87795398737193, 'last_sale_price': 47.79}, {'sid': Equity(2 [SPY]), 'amount': 7601, 'cost_basis': 272.7754118971377, 'last_sale_price': 274.43}, {'sid': Equity(3 [VNQ]), 'amount': -15444, 'cost_basis': 73.08582198634421, 'last_sale_price': 73.4}, {'sid': Equity(1 [LQD]), 'amount': 54616, 'cost_basis': 117.48477029901929, 'last_sale_price': 116.85000000000001}, {'sid': Equity(0 [DBC]), 'amount': 70069, 'cost_basis': 16.77843617372804, 'last_sale_price': 16.78}]",-94825.82482739151,1,9511323.65517261,1.0099697821528575,-87830.71392324194,-6995.110904150643,1.248336100259068,9606149.480000002,-1133589.6,"[{'id': '672cceb44c0d4dde929855a0939d7055', 'dt': Timestamp('2018-02-27 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-26 21:00:00+0000', tz='UTC'), 'amount': 30730, 'filled': 30730, 'commission': 1469.32099335, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '8897f150c7c04258afe3a39de7d588a4', 'dt': Timestamp('2018-02-27 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-26 21:00:00+0000', tz='UTC'), 'amount': -12249, 'filled': -12249, 'commission': 3359.8123234649997, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '952c35538a9a4e40a5ac125d1a6d2702', 'dt': Timestamp('2018-02-27 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-26 21:00:00+0000', tz='UTC'), 'amount': -58413, 'filled': -58413, 'commission': 4285.3704429, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '7fc57d8d09db4d7890cf664d0bdcbc88', 'dt': Timestamp('2018-02-27 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-26 21:00:00+0000', tz='UTC'), 'amount': 45895, 'filled': 45895, 'commission': 5365.512165375, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '0a240ab97e594efe8e4805d20fce99a9', 'dt': Timestamp('2018-02-27 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-02-26 21:00:00+0000', tz='UTC'), 'amount': 52585, 'filled': 52585, 'commission': 882.81748815, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",-1133589.6,9682571.480000002,-0.01697601338230037,4,-164252.71392324008,"[{'amount': 30730, 'dt': Timestamp('2018-02-27 21:00:00+0000', tz='UTC'), 'price': 47.813895, 'order_id': '672cceb44c0d4dde929855a0939d7055', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -12249, 'dt': Timestamp('2018-02-27 21:00:00+0000', tz='UTC'), 'price': 274.292785, 'order_id': '8897f150c7c04258afe3a39de7d588a4', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -58413, 'dt': Timestamp('2018-02-27 21:00:00+0000', tz='UTC'), 'price': 73.36330000000001, 'order_id': '952c35538a9a4e40a5ac125d1a6d2702', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 45895, 'dt': Timestamp('2018-02-27 21:00:00+0000', tz='UTC'), 'price': 116.90842500000001, 'order_id': '7fc57d8d09db4d7890cf664d0bdcbc88', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 52585, 'dt': Timestamp('2018-02-27 21:00:00+0000', tz='UTC'), 'price': 16.78839, 'order_id': '0a240ab97e594efe8e4805d20fce99a9', 'sid': Equity(0 [DBC]), 'commission': None}]",9682571.480000002,9606149.480000002,10739739.080000002,0.11311449190489943,0.0,0.0,2018-02,-0.07714587251770418,-0.048867634482739564,0.0,-2.711369548980186,2.5117038583081435,-2.2211987667161877,,,0.0,49,"[0.11642418801784515, 0.21830865740776062, -0.11995726078748703, 0.6624737977981567, 0.12275043874979019]"
2018-02-28 21:00:00+00:00,2018-02-28 14:31:00+00:00,2018-02-28 21:00:00+00:00,10703790.46,"[{'sid': Equity(4 [VWO]), 'amount': 22937, 'cost_basis': 47.87795398737193, 'last_sale_price': 47.17}, {'sid': Equity(2 [SPY]), 'amount': 7601, 'cost_basis': 272.7754118971377, 'last_sale_price': 271.65}, {'sid': Equity(3 [VNQ]), 'amount': -15444, 'cost_basis': 73.08582198634421, 'last_sale_price': 73.35000000000001}, {'sid': Equity(1 [LQD]), 'amount': 54616, 'cost_basis': 117.48477029901929, 'last_sale_price': 117.07000000000001}, {'sid': Equity(0 [DBC]), 'amount': 70069, 'cost_basis': 16.77843617372804, 'last_sale_price': 16.6}]",-94825.82482739151,1,9476147.235172609,1.0100067909957569,0.0,-94825.82482739151,1.249094971431646,9570973.06,-1132817.4000000001,[],-1132817.4000000001,9606149.480000002,-0.0036983727265837985,4,-35176.42000000179,[],9606149.480000002,9570973.06,10703790.46,0.11211844833079486,0.0,0.0,2018-02,-0.07714587251770418,-0.05238527648273972,0.0,-2.875558752497199,2.5117038583081435,-2.3623638839442145,,,0.0,50,"[0.11642418801784515, 0.21830865740776062, -0.11995726078748703, 0.6624737977981567, 0.12275043874979019]"
2018-03-01 21:00:00+00:00,2018-03-01 14:31:00+00:00,2018-03-01 21:00:00+00:00,10651062.01,"[{'sid': Equity(4 [VWO]), 'amount': 22937, 'cost_basis': 47.87795398737193, 'last_sale_price': 47.160000000000004}, {'sid': Equity(2 [SPY]), 'amount': 7601, 'cost_basis': 272.7754118971377, 'last_sale_price': 267.7}, {'sid': Equity(3 [VNQ]), 'amount': -15444, 'cost_basis': 73.08582198634421, 'last_sale_price': 73.42}, {'sid': Equity(1 [LQD]), 'amount': 54616, 'cost_basis': 117.48477029901929, 'last_sale_price': 116.62}, {'sid': Equity(0 [DBC]), 'amount': 70069, 'cost_basis': 16.77843617372804, 'last_sale_price': 16.63}]",-94825.82482739151,1,9422337.705172608,1.010063938249139,0.0,-94825.82482739151,1.2507469864437544,9517163.53,-1133898.48,[],-1133898.48,9570973.06,-0.005678418524384665,4,-53809.53000000119,[],9570973.06,9517163.53,10651062.01,0.11146720893621224,0.0,0.0,2018-03,-0.07714587251770418,-0.057766229482739795,0.0,-3.125088383761436,2.5117038583081435,-2.5812902360087344,,,0.0,51,"[0.11642418801784515, 0.21830865740776062, -0.11995726078748703, 0.6624737977981567, 0.12275043874979019]"
2018-03-02 21:00:00+00:00,2018-03-02 14:31:00+00:00,2018-03-02 21:00:00+00:00,10644095.91,"[{'sid': Equity(4 [VWO]), 'amount': 22937, 'cost_basis': 47.87795398737193, 'last_sale_price': 47.28}, {'sid': Equity(2 [SPY]), 'amount': 7601, 'cost_basis': 272.7754118971377, 'last_sale_price': 269.08}, {'sid': Equity(3 [VNQ]), 'amount': -15444, 'cost_basis': 73.08582198634421, 'last_sale_price': 73.39}, {'sid': Equity(1 [LQD]), 'amount': 54616, 'cost_basis': 117.48477029901929, 'last_sale_price': 116.25}, {'sid': Equity(0 [DBC]), 'amount': 70069, 'cost_basis': 16.77843617372804, 'last_sale_price': 16.63}]",-94825.82482739151,1,9415834.925172608,1.0100708886233638,0.0,-94825.82482739151,1.250821744815593,9510660.75,-1133435.16,[],-1133435.16,9517163.53,-0.0006901450790104402,4,-6502.779999999329,[],9517163.53,9510660.75,10644095.91,0.11037346112605896,0.0,0.0,2018-03,-0.07714587251770418,-0.058416507482739743,0.0,-3.1311392339219233,2.5117038583081435,-2.5870395852823496,,,0.0,52,"[0.11642418801784515, 0.21830865740776062, -0.11995726078748703, 0.6624737977981567, 0.12275043874979019]"
2018-03-05 21:00:00+00:00,2018-03-05 14:31:00+00:00,2018-03-05 21:00:00+00:00,10675768.46,"[{'sid': Equity(4 [VWO]), 'amount': 22937, 'cost_basis': 47.87795398737193, 'last_sale_price': 47.42}, {'sid': Equity(2 [SPY]), 'amount': 7601, 'cost_basis': 272.7754118971377, 'last_sale_price': 272.19}, {'sid': Equity(3 [VNQ]), 'amount': -15444, 'cost_basis': 73.08582198634421, 'last_sale_price': 74.22}, {'sid': Equity(1 [LQD]), 'amount': 54616, 'cost_basis': 117.48477029901929, 'last_sale_price': 116.21000000000001}, {'sid': Equity(0 [DBC]), 'amount': 70069, 'cost_basis': 16.77843617372804, 'last_sale_price': 16.73}]",-94825.82482739151,1,9434688.95517261,1.0100507632289673,0.0,-94825.82482739151,1.2530378262781547,9529514.780000001,-1146253.68,"[{'id': 'e6c1bc24c0074e3c93805e37f76b97c7', 'dt': Timestamp('2018-03-05 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-03-05 21:00:00+0000', tz='UTC'), 'amount': -45111, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'e795ece9ccca4c5ea66bd7975dc107d2', 'dt': Timestamp('2018-03-05 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-03-05 21:00:00+0000', tz='UTC'), 'amount': 782, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'e68a8960136b435e84b70e99a456713f', 'dt': Timestamp('2018-03-05 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-03-05 21:00:00+0000', tz='UTC'), 'amount': 55021, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '39652c5da7164ba58ae47e6dc98a6f6b', 'dt': Timestamp('2018-03-05 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-03-05 21:00:00+0000', tz='UTC'), 'amount': -17591, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'd29c1c4198a24f97b990aa99ae1a8745', 'dt': Timestamp('2018-03-05 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-03-05 21:00:00+0000', tz='UTC'), 'amount': -12434, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",-1146253.68,9510660.75,0.00200237473891951,4,18854.030000001192,[],9510660.75,9529514.780000001,10675768.46,0.10952063917037298,0.0,0.0,2018-03,-0.07714587251770418,-0.05653110448273957,0.0,-2.996059440217783,2.5117038583081435,-2.4710614649728613,,,0.0,53,"[-0.11145331710577011, 0.24186423420906067, 0.3113466799259186, 0.4560422897338867, 0.10220009833574295]"
2018-03-06 21:00:00+00:00,2018-03-06 14:31:00+00:00,2018-03-06 21:00:00+00:00,10512879.33,"[{'sid': Equity(4 [VWO]), 'amount': -22174, 'cost_basis': 47.43951185440516, 'last_sale_price': 47.56}, {'sid': Equity(2 [SPY]), 'amount': 8383, 'cost_basis': 272.82336404225504, 'last_sale_price': 272.88}, {'sid': Equity(3 [VNQ]), 'amount': 39577, 'cost_basis': 74.71100603565164, 'last_sale_price': 74.57000000000001}, {'sid': Equity(1 [LQD]), 'amount': 37025, 'cost_basis': 117.54000287715286, 'last_sale_price': 116.31}, {'sid': Equity(0 [DBC]), 'amount': 57635, 'cost_basis': 16.78205658626504, 'last_sale_price': 16.79}]",-23953.527893841983,1,9434330.36210616,1.002538974890052,70872.29693354852,-94825.82482739151,1.226104485005296,9458283.89,-1054595.44,"[{'id': 'e6c1bc24c0074e3c93805e37f76b97c7', 'dt': Timestamp('2018-03-06 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-03-05 21:00:00+0000', tz='UTC'), 'amount': -45111, 'filled': -45111, 'commission': 2144.4064204200004, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'e795ece9ccca4c5ea66bd7975dc107d2', 'dt': Timestamp('2018-03-06 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-03-05 21:00:00+0000', tz='UTC'), 'amount': 782, 'filled': 782, 'commission': 213.49885607999997, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'e68a8960136b435e84b70e99a456713f', 'dt': Timestamp('2018-03-06 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-03-05 21:00:00+0000', tz='UTC'), 'amount': 55021, 'filled': 55021, 'commission': 4104.9674279850005, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '39652c5da7164ba58ae47e6dc98a6f6b', 'dt': Timestamp('2018-03-06 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-03-05 21:00:00+0000', tz='UTC'), 'amount': -17591, 'filled': -17591, 'commission': 2044.986205395, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'd29c1c4198a24f97b990aa99ae1a8745', 'dt': Timestamp('2018-03-06 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-03-05 21:00:00+0000', tz='UTC'), 'amount': -12434, 'filled': -12434, 'commission': 208.66247656999997, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",-1054595.44,9529514.780000001,-3.8007937320894136e-05,4,-358.5930664502084,"[{'amount': -45111, 'dt': Timestamp('2018-03-06 21:00:00+0000', tz='UTC'), 'price': 47.53622, 'order_id': 'e6c1bc24c0074e3c93805e37f76b97c7', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 782, 'dt': Timestamp('2018-03-06 21:00:00+0000', tz='UTC'), 'price': 273.01644, 'order_id': 'e795ece9ccca4c5ea66bd7975dc107d2', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 55021, 'dt': Timestamp('2018-03-06 21:00:00+0000', tz='UTC'), 'price': 74.607285, 'order_id': 'e68a8960136b435e84b70e99a456713f', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -17591, 'dt': Timestamp('2018-03-06 21:00:00+0000', tz='UTC'), 'price': 116.251845, 'order_id': '39652c5da7164ba58ae47e6dc98a6f6b', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -12434, 'dt': Timestamp('2018-03-06 21:00:00+0000', tz='UTC'), 'price': 16.781605, 'order_id': 'd29c1c4198a24f97b990aa99ae1a8745', 'sid': Equity(0 [DBC]), 'commission': None}]",9529514.780000001,9458283.89,10512879.33,0.10850558517627719,0.0,0.0,2018-03,-0.07714587251770418,-0.05656696378938464,0.0,-2.970169297155721,2.5117038583081435,-2.4496240726467855,,,0.0,54,"[-0.11145331710577011, 0.24186423420906067, 0.3113466799259186, 0.4560422897338867, 0.10220009833574295]"
2018-03-07 21:00:00+00:00,2018-03-07 14:31:00+00:00,2018-03-07 21:00:00+00:00,10518391.15,"[{'sid': Equity(4 [VWO]), 'amount': -22174, 'cost_basis': 47.43951185440516, 'last_sale_price': 47.550000000000004}, {'sid': Equity(2 [SPY]), 'amount': 8383, 'cost_basis': 272.82336404225504, 'last_sale_price': 272.78000000000003}, {'sid': Equity(3 [VNQ]), 'amount': 39577, 'cost_basis': 74.71100603565164, 'last_sale_price': 75.03}, {'sid': Equity(1 [LQD]), 'amount': 37025, 'cost_basis': 117.54000287715286, 'last_sale_price': 116.27}, {'sid': Equity(0 [DBC]), 'amount': 57635, 'cost_basis': 16.78205658626504, 'last_sale_price': 16.61}]",-23953.527893841983,1,9440063.922106158,1.0025374328067576,0.0,-23953.527893841983,1.2259201786652754,9464017.45,-1054373.7000000002,[],-1054373.7000000002,9458283.89,0.0006077336472154471,4,5733.559999998659,[],9458283.89,9464017.45,10518391.15,0.10755509500205619,0.0,0.0,2018-03,-0.07714587251770418,-0.05599360778938478,0.0,-2.91164131977208,2.5117038583081435,-2.4004504799415036,,,0.0,55,"[-0.11145331710577011, 0.24186423420906067, 0.3113466799259186, 0.4560422897338867, 0.10220009833574295]"
