,period_open,period_close,pnl,short_value,orders,starting_value,shorts_count,long_value,longs_count,short_exposure,net_leverage,ending_value,returns,positions,transactions,capital_used,ending_exposure,starting_cash,gross_leverage,starting_exposure,portfolio_value,long_exposure,ending_cash,alpha,beta,sortino,excess_return,benchmark_period_return,benchmark_volatility,trading_days,treasury_period_return,algo_volatility,sharpe,algorithm_period_return,max_leverage,period_label,max_drawdown,weights
2018-08-08 20:00:00+00:00,2018-08-08 13:31:00+00:00,2018-08-08 20:00:00+00:00,11700.64999999851,-3089505.7300000004,[],9320624.72,3,12421831.1,2,-3089505.7300000004,1.0013824090432357,9332325.37,0.0012570879924747036,"[{'sid': Equity(4 [VWO]), 'amount': -12395, 'cost_basis': 43.14295964594353, 'last_sale_price': 43.28}, {'sid': Equity(2 [SPY]), 'amount': 19043, 'cost_basis': 284.98700554766504, 'last_sale_price': 285.46}, {'sid': Equity(3 [VNQ]), 'amount': -14440, 'cost_basis': 82.57580538485735, 'last_sale_price': 82.34}, {'sid': Equity(1 [LQD]), 'amount': 60704, 'cost_basis': 115.4772319276287, 'last_sale_price': 115.08}, {'sid': Equity(0 [DBC]), 'amount': -79723, 'cost_basis': 17.197680704956053, 'last_sale_price': 17.11}]",[],0.0,9332325.37,-12883.281021713607,1.6644061610023426,9320624.72,9319442.088978285,12421831.1,-12883.281021713607,,,-1.6647743288532293,0.0,0.0,0.0,162,0.0,0.07785250276759471,-1.3691658386135979,-0.06805579110217141,2.1548672889433944,2018-08,-0.09936425535307607,"[-0.057067930698394775, 0.5805018544197083, -0.12831570208072662, 0.7516449689865112, -0.14676330983638763]"
2018-08-09 20:00:00+00:00,2018-08-09 13:31:00+00:00,2018-08-09 20:00:00+00:00,3783.300000000745,-3083759.02,[],9332325.37,3,12419867.69,2,-3083759.02,1.0013818480712635,9336108.67,0.0004059577777166812,"[{'sid': Equity(4 [VWO]), 'amount': -12395, 'cost_basis': 43.14295964594353, 'last_sale_price': 43.22}, {'sid': Equity(2 [SPY]), 'amount': 19043, 'cost_basis': 284.98700554766504, 'last_sale_price': 285.07}, {'sid': Equity(3 [VNQ]), 'amount': -14440, 'cost_basis': 82.57580538485735, 'last_sale_price': 82.38}, {'sid': Equity(1 [LQD]), 'amount': 60704, 'cost_basis': 115.4772319276287, 'last_sale_price': 115.17}, {'sid': Equity(0 [DBC]), 'amount': -79723, 'cost_basis': 17.197680704956053, 'last_sale_price': 17.04}]",[],0.0,9336108.67,-12883.281021713607,1.6629037766616743,9332325.37,9323225.388978286,12419867.69,-12883.281021713607,,,-1.6498274639039134,0.0,0.0,0.0,163,0.0,0.07761868895988813,-1.3567792530219567,-0.06767746110217132,2.1548672889433944,2018-08,-0.09936425535307607,"[-0.057067930698394775, 0.5805018544197083, -0.12831570208072662, 0.7516449689865112, -0.14676330983638763]"
2018-08-10 20:00:00+00:00,2018-08-10 13:31:00+00:00,2018-08-10 20:00:00+00:00,-5081.470000000671,-3064002.12,[],9336108.67,3,12395029.32,2,-3064002.12,1.0013826016354475,9331027.2,-0.0005450334822976188,"[{'sid': Equity(4 [VWO]), 'amount': -12395, 'cost_basis': 43.14295964594353, 'last_sale_price': 42.36}, {'sid': Equity(2 [SPY]), 'amount': 19043, 'cost_basis': 284.98700554766504, 'last_sale_price': 283.16}, {'sid': Equity(3 [VNQ]), 'amount': -14440, 'cost_basis': 82.57580538485735, 'last_sale_price': 81.75}, {'sid': Equity(1 [LQD]), 'amount': 60704, 'cost_basis': 115.4772319276287, 'last_sale_price': 115.36}, {'sid': Equity(0 [DBC]), 'amount': -79723, 'cost_basis': 17.197680704956053, 'last_sale_price': 17.04}]",[],0.0,9331027.2,-12883.281021713607,1.659024755833032,9336108.67,9318143.918978285,12395029.32,-12883.281021713607,,,-1.6578568389850696,0.0,0.0,0.0,164,0.0,0.07738038899438367,-1.3634820892602102,-0.06818560810217134,2.1548672889433944,2018-08,-0.09936425535307607,"[-0.057067930698394775, 0.5805018544197083, -0.12831570208072662, 0.7516449689865112, -0.14676330983638763]"
2018-08-13 20:00:00+00:00,2018-08-13 13:31:00+00:00,2018-08-13 20:00:00+00:00,-4092.629999998957,-3046088.05,"[{'id': 'e4f24db9e081452db871a2bd1bc61621', 'dt': Timestamp('2018-08-13 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-13 20:00:00+0000', tz='UTC'), 'amount': 33142, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '35111df162244e46895bc0010183ba7e', 'dt': Timestamp('2018-08-13 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-13 20:00:00+0000', tz='UTC'), 'amount': -11400, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '0fe9418c376c4325a34d7e96e0015fd8', 'dt': Timestamp('2018-08-13 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-13 20:00:00+0000', tz='UTC'), 'amount': 449, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '9069eb5ec2714909bbf21d58c7ea8e80', 'dt': Timestamp('2018-08-13 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-13 20:00:00+0000', tz='UTC'), 'amount': 8009, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '46a7e1fc7fef4a08b661e6fada84b2de', 'dt': Timestamp('2018-08-13 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-13 20:00:00+0000', tz='UTC'), 'amount': 50819, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",9331027.2,3,12373022.620000001,2,-3046088.05,1.0013832091559298,9326934.57,-0.0004392108595429045,"[{'sid': Equity(4 [VWO]), 'amount': -12395, 'cost_basis': 43.14295964594353, 'last_sale_price': 41.68}, {'sid': Equity(2 [SPY]), 'amount': 19043, 'cost_basis': 284.98700554766504, 'last_sale_price': 282.1}, {'sid': Equity(3 [VNQ]), 'amount': -14440, 'cost_basis': 82.57580538485735, 'last_sale_price': 81.59}, {'sid': Equity(1 [LQD]), 'amount': 60704, 'cost_basis': 115.4772319276287, 'last_sale_price': 115.33}, {'sid': Equity(0 [DBC]), 'amount': -79723, 'cost_basis': 17.197680704956053, 'last_sale_price': 16.95}]",[],0.0,9326934.57,-12883.281021713607,1.65546765758592,9331027.2,9314051.288978286,12373022.620000001,-12883.281021713607,,,-1.6633369972153638,0.0,0.0,0.0,165,0.0,0.07714411661934283,-1.3680645893607886,-0.06859487110217122,2.1548672889433944,2018-08,-0.09936425535307607,"[0.09284352511167526, 0.2314774990081787, -0.12255086749792099, 0.8508296608924866, -0.052599623799324036]"
2018-08-14 20:00:00+00:00,2018-08-14 13:31:00+00:00,2018-08-14 20:00:00+00:00,22440.515843246132,-1637912.0099999998,"[{'id': 'e4f24db9e081452db871a2bd1bc61621', 'dt': Timestamp('2018-08-14 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-13 20:00:00+0000', tz='UTC'), 'amount': 33142, 'filled': 33142, 'commission': 1390.33888203, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '35111df162244e46895bc0010183ba7e', 'dt': Timestamp('2018-08-14 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-13 20:00:00+0000', tz='UTC'), 'amount': -11400, 'filled': -11400, 'commission': 3234.8417700000005, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '0fe9418c376c4325a34d7e96e0015fd8', 'dt': Timestamp('2018-08-14 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-13 20:00:00+0000', tz='UTC'), 'amount': 449, 'filled': 449, 'commission': 36.831916754999995, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '9069eb5ec2714909bbf21d58c7ea8e80', 'dt': Timestamp('2018-08-14 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-13 20:00:00+0000', tz='UTC'), 'amount': 8009, 'filled': 8009, 'commission': 925.34175966, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '46a7e1fc7fef4a08b661e6fada84b2de', 'dt': Timestamp('2018-08-14 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-13 20:00:00+0000', tz='UTC'), 'amount': 50819, 'filled': 50819, 'commission': 863.3380733099999, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",9326934.57,2,10974746.65,3,-1637912.0099999998,1.00003671991425,9336834.64,0.0024093184745290763,"[{'sid': Equity(4 [VWO]), 'amount': 20747, 'cost_basis': 42.01797897223839, 'last_sale_price': 41.93}, {'sid': Equity(2 [SPY]), 'amount': 7643, 'cost_basis': 285.41024796163856, 'last_sale_price': 283.90000000000003}, {'sid': Equity(3 [VNQ]), 'amount': -13991, 'cost_basis': 82.57317284131113, 'last_sale_price': 81.99}, {'sid': Equity(1 [LQD]), 'amount': 68713, 'cost_basis': 115.49775134769887, 'last_sale_price': 115.48}, {'sid': Equity(0 [DBC]), 'amount': -28904, 'cost_basis': 17.167811549361325, 'last_sale_price': 16.98}]","[{'amount': 33142, 'dt': Timestamp('2018-08-14 20:00:00+0000', tz='UTC'), 'price': 41.950965, 'order_id': 'e4f24db9e081452db871a2bd1bc61621', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -11400, 'dt': Timestamp('2018-08-14 20:00:00+0000', tz='UTC'), 'price': 283.75805, 'order_id': '35111df162244e46895bc0010183ba7e', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 449, 'dt': Timestamp('2018-08-14 20:00:00+0000', tz='UTC'), 'price': 82.03099499999999, 'order_id': '0fe9418c376c4325a34d7e96e0015fd8', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 8009, 'dt': Timestamp('2018-08-14 20:00:00+0000', tz='UTC'), 'price': 115.53774, 'order_id': '9069eb5ec2714909bbf21d58c7ea8e80', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 50819, 'dt': Timestamp('2018-08-14 20:00:00+0000', tz='UTC'), 'price': 16.98849, 'order_id': '46a7e1fc7fef4a08b661e6fada84b2de', 'sid': Equity(0 [DBC]), 'commission': None}]",12540.445843243971,9336834.64,-12883.281021713607,1.3508991303871327,9326934.57,9336491.804821532,10974746.65,-342.83517846777534,,,-1.6005005117867286,0.0,0.0,0.0,166,0.0,0.07698888690614561,-1.3150578841724512,-0.0663508195178465,2.1548672889433944,2018-08,-0.09936425535307607,"[0.09284352511167526, 0.2314774990081787, -0.12255086749792099, 0.8508296608924866, -0.052599623799324036]"
2018-08-15 20:00:00+00:00,2018-08-15 13:31:00+00:00,2018-08-15 20:00:00+00:00,-23350.699999999255,-1636031.86,[],9336834.64,2,10949515.8,3,-1636031.86,1.0000368119815441,9313483.940000001,-0.0025010143518725547,"[{'sid': Equity(4 [VWO]), 'amount': 20747, 'cost_basis': 42.01797897223839, 'last_sale_price': 40.7}, {'sid': Equity(2 [SPY]), 'amount': 7643, 'cost_basis': 285.41024796163856, 'last_sale_price': 281.78000000000003}, {'sid': Equity(3 [VNQ]), 'amount': -13991, 'cost_basis': 82.57317284131113, 'last_sale_price': 82.62}, {'sid': Equity(1 [LQD]), 'amount': 68713, 'cost_basis': 115.49775134769887, 'last_sale_price': 115.72}, {'sid': Equity(0 [DBC]), 'amount': -28904, 'cost_basis': 17.167811549361325, 'last_sale_price': 16.61}]",[],0.0,9313483.940000001,-342.83517846777534,1.3513751717435378,9336834.64,9313141.104821533,10949515.8,-342.83517846777534,,,-1.6535800377211822,0.0,0.0,0.0,167,0.0,0.07679994792460423,-1.3595396185350883,-0.06868588951784638,2.1548672889433944,2018-08,-0.09936425535307607,"[0.09284352511167526, 0.2314774990081787, -0.12255086749792099, 0.8508296608924866, -0.052599623799324036]"
2018-08-16 20:00:00+00:00,2018-08-16 13:31:00+00:00,2018-08-16 20:00:00+00:00,20618.13000000082,-1649163.35,[],9313483.940000001,2,10983265.420000002,3,-1649163.35,1.0000367306644453,9334102.070000002,0.0022138749717135475,"[{'sid': Equity(4 [VWO]), 'amount': 20747, 'cost_basis': 42.01797897223839, 'last_sale_price': 40.99}, {'sid': Equity(2 [SPY]), 'amount': 7643, 'cost_basis': 285.41024796163856, 'last_sale_price': 284.06}, {'sid': Equity(3 [VNQ]), 'amount': -13991, 'cost_basis': 82.57317284131113, 'last_sale_price': 83.29}, {'sid': Equity(1 [LQD]), 'amount': 68713, 'cost_basis': 115.49775134769887, 'last_sale_price': 115.87}, {'sid': Equity(0 [DBC]), 'amount': -28904, 'cost_basis': 17.167811549361325, 'last_sale_price': 16.740000000000002}]",[],0.0,9334102.070000002,-342.83517846777534,1.3534127517315953,9313483.940000001,9333759.234821534,10983265.420000002,-342.83517846777534,,,-1.5959024505892305,0.0,0.0,0.0,168,0.0,0.07663729172510958,-1.3109839058971664,-0.0666240765178463,2.1548672889433944,2018-08,-0.09936425535307607,"[0.09284352511167526, 0.2314774990081787, -0.12255086749792099, 0.8508296608924866, -0.052599623799324036]"
2018-08-17 20:00:00+00:00,2018-08-17 13:31:00+00:00,2018-08-17 20:00:00+00:00,8979.39999999851,-1661959.7,[],9334102.070000002,2,11005041.17,3,-1661959.7,1.0000366953622346,9343081.47,0.0009620346715715211,"[{'sid': Equity(4 [VWO]), 'amount': 20747, 'cost_basis': 42.01797897223839, 'last_sale_price': 41.34}, {'sid': Equity(2 [SPY]), 'amount': 7643, 'cost_basis': 285.41024796163856, 'last_sale_price': 285.06}, {'sid': Equity(3 [VNQ]), 'amount': -13991, 'cost_basis': 82.57317284131113, 'last_sale_price': 84.06}, {'sid': Equity(1 [LQD]), 'amount': 68713, 'cost_basis': 115.49775134769887, 'last_sale_price': 115.97}, {'sid': Equity(0 [DBC]), 'amount': -28904, 'cost_basis': 17.167811549361325, 'last_sale_price': 16.81}]",[],0.0,9343081.47,-342.83517846777534,1.3558123977469019,9334102.070000002,9342738.634821532,11005041.17,-342.83517846777534,,,-1.568319846585066,0.0,0.0,0.0,169,0.0,0.07642692879629923,-1.2880439630249814,-0.06572613651784642,2.1548672889433944,2018-08,-0.09936425535307607,"[0.09284352511167526, 0.2314774990081787, -0.12255086749792099, 0.8508296608924866, -0.052599623799324036]"
2018-08-20 20:00:00+00:00,2018-08-20 13:31:00+00:00,2018-08-20 20:00:00+00:00,27304.009999999776,-1663666.2800000003,"[{'id': '7eb2f5b0b33043dfbd452c0897cf2ebb', 'dt': Timestamp('2018-08-20 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-20 20:00:00+0000', tz='UTC'), 'amount': -132247, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'd11b8527d0934b5187e81094e12e6e71', 'dt': Timestamp('2018-08-20 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-20 20:00:00+0000', tz='UTC'), 'amount': 22600, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'e8ee03b5ae934a6587e47c227f460491', 'dt': Timestamp('2018-08-20 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-20 20:00:00+0000', tz='UTC'), 'amount': -9690, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '151f9ea23b664f85af342ece186f7448', 'dt': Timestamp('2018-08-20 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-20 20:00:00+0000', tz='UTC'), 'amount': -31046, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'c4ad3a7483d1493696bfa4af0f619b77', 'dt': Timestamp('2018-08-20 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-20 20:00:00+0000', tz='UTC'), 'amount': 205416, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",9343081.47,2,11034051.76,3,-1663666.2800000003,1.0000365884331015,9370385.48,0.0029224846233237844,"[{'sid': Equity(4 [VWO]), 'amount': 20747, 'cost_basis': 42.01797897223839, 'last_sale_price': 41.52}, {'sid': Equity(2 [SPY]), 'amount': 7643, 'cost_basis': 285.41024796163856, 'last_sale_price': 285.67}, {'sid': Equity(3 [VNQ]), 'amount': -13991, 'cost_basis': 82.57317284131113, 'last_sale_price': 84.12}, {'sid': Equity(1 [LQD]), 'amount': 68713, 'cost_basis': 115.49775134769887, 'last_sale_price': 116.27}, {'sid': Equity(0 [DBC]), 'amount': -28904, 'cost_basis': 17.167811549361325, 'last_sale_price': 16.84}]",[],0.0,9370385.48,-342.83517846777534,1.3551398346108432,9343081.47,9370042.644821532,11034051.76,-342.83517846777534,,,-1.4944785985658564,0.0,0.0,0.0,170,0.0,0.07630717103427152,-1.2257042576908093,-0.06299573551784654,2.1548672889433944,2018-08,-0.09936425535307607,"[-0.49407461285591125, 0.9220578074455261, -0.2126016914844513, 0.46738648414611816, 0.3172319829463959]"
2018-08-21 20:00:00+00:00,2018-08-21 13:31:00+00:00,2018-08-21 20:00:00+00:00,-26490.11178796552,-6659623.41,"[{'id': '7eb2f5b0b33043dfbd452c0897cf2ebb', 'dt': Timestamp('2018-08-21 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-20 20:00:00+0000', tz='UTC'), 'amount': -132247, 'filled': -132247, 'commission': 5547.631386705, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'd11b8527d0934b5187e81094e12e6e71', 'dt': Timestamp('2018-08-21 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-20 20:00:00+0000', tz='UTC'), 'amount': 22600, 'filled': 22600, 'commission': 6474.519642, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'e8ee03b5ae934a6587e47c227f460491', 'dt': Timestamp('2018-08-21 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-20 20:00:00+0000', tz='UTC'), 'amount': -9690, 'filled': -9690, 'commission': 809.77580955, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '151f9ea23b664f85af342ece186f7448', 'dt': Timestamp('2018-08-21 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-20 20:00:00+0000', tz='UTC'), 'amount': -31046, 'filled': -31046, 'commission': 3598.91472246, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'c4ad3a7483d1493696bfa4af0f619b77', 'dt': Timestamp('2018-08-21 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-20 20:00:00+0000', tz='UTC'), 'amount': 205416, 'filled': 104350, 'commission': 1761.26469225, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",9370385.48,2,14301173.3,3,-6659623.41,0.8178420213279437,7641549.890000001,-0.0028271068544821754,"[{'sid': Equity(4 [VWO]), 'amount': -111500, 'cost_basis': 41.8992604584152, 'last_sale_price': 41.97}, {'sid': Equity(2 [SPY]), 'amount': 30243, 'cost_basis': 286.4261047783885, 'last_sale_price': 286.34000000000003}, {'sid': Equity(3 [VNQ]), 'amount': -23681, 'cost_basis': 82.94612959601513, 'last_sale_price': 83.61}, {'sid': Equity(1 [LQD]), 'amount': 37667, 'cost_basis': 115.59329691072381, 'last_sale_price': 115.98}, {'sid': Equity(0 [DBC]), 'amount': 75446, 'cost_basis': 16.90177970604472, 'last_sale_price': 16.87}]","[{'amount': -132247, 'dt': Timestamp('2018-08-21 20:00:00+0000', tz='UTC'), 'price': 41.949014999999996, 'order_id': '7eb2f5b0b33043dfbd452c0897cf2ebb', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 22600, 'dt': Timestamp('2018-08-21 20:00:00+0000', tz='UTC'), 'price': 286.48317000000003, 'order_id': 'd11b8527d0934b5187e81094e12e6e71', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -9690, 'dt': Timestamp('2018-08-21 20:00:00+0000', tz='UTC'), 'price': 83.568195, 'order_id': 'e8ee03b5ae934a6587e47c227f460491', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -31046, 'dt': Timestamp('2018-08-21 20:00:00+0000', tz='UTC'), 'price': 115.92201, 'order_id': '151f9ea23b664f85af342ece186f7448', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 104350, 'dt': Timestamp('2018-08-21 20:00:00+0000', tz='UTC'), 'price': 16.878435, 'order_id': 'c4ad3a7483d1493696bfa4af0f619b77', 'sid': Equity(0 [DBC]), 'commission': None}]",1702345.4782120343,7641549.890000001,-342.83517846777534,2.2433433788587767,9370385.48,9343552.533033567,14301173.3,1702002.6430335655,,,-1.5545195448883884,0.0,0.0,0.0,171,0.0,0.07614080068319674,-1.2759168157292657,-0.06564474669664311,2.2433433788587767,2018-08,-0.09936425535307607,"[-0.49407461285591125, 0.9220578074455261, -0.2126016914844513, 0.46738648414611816, 0.3172319829463959]"
2018-08-22 20:00:00+00:00,2018-08-22 13:31:00+00:00,2018-08-22 20:00:00+00:00,-6750.593509629369,-6676368.34,"[{'id': 'c4ad3a7483d1493696bfa4af0f619b77', 'dt': Timestamp('2018-08-22 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-08-20 20:00:00+0000', tz='UTC'), 'amount': 205416, 'filled': 205416, 'commission': 3491.36857188, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",7641549.890000001,2,16043001.620000001,3,-6676368.34,1.0031950276625001,9366633.280000001,-0.0007224868149200425,"[{'sid': Equity(4 [VWO]), 'amount': -111500, 'cost_basis': 41.8992604584152, 'last_sale_price': 42.22}, {'sid': Equity(2 [SPY]), 'amount': 30243, 'cost_basis': 286.4261047783885, 'last_sale_price': 286.17}, {'sid': Equity(3 [VNQ]), 'amount': -23681, 'cost_basis': 82.94612959601513, 'last_sale_price': 83.14}, {'sid': Equity(1 [LQD]), 'amount': 37667, 'cost_basis': 115.59329691072381, 'last_sale_price': 115.97}, {'sid': Equity(0 [DBC]), 'amount': 176512, 'cost_basis': 17.035701001698925, 'last_sale_price': 17.11}]","[{'amount': 101066, 'dt': Timestamp('2018-08-22 20:00:00+0000', tz='UTC'), 'price': 17.118555, 'order_id': 'c4ad3a7483d1493696bfa4af0f619b77', 'sid': Equity(0 [DBC]), 'commission': None}]",-1731833.98350963,9366633.280000001,1702002.6430335655,2.4333139020359695,7641549.890000001,9336801.939523937,16043001.620000001,-29831.34047606461,,,-1.5668270206418695,0.0,0.0,0.0,172,0.0,0.07591893600764994,-1.2861486028299849,-0.06631980604760601,2.4333139020359695,2018-08,-0.09936425535307607,"[-0.49407461285591125, 0.9220578074455261, -0.2126016914844513, 0.46738648414611816, 0.3172319829463959]"
2018-08-23 20:00:00+00:00,2018-08-23 13:31:00+00:00,2018-08-23 20:00:00+00:00,63281.99000000022,-6597805.33,[],9366633.280000001,2,16027720.600000001,3,-6597805.33,1.0031735185238473,9429915.270000001,0.0067776943764994435,"[{'sid': Equity(4 [VWO]), 'amount': -111500, 'cost_basis': 41.8992604584152, 'last_sale_price': 41.56}, {'sid': Equity(2 [SPY]), 'amount': 30243, 'cost_basis': 286.4261047783885, 'last_sale_price': 285.79}, {'sid': Equity(3 [VNQ]), 'amount': -23681, 'cost_basis': 82.94612959601513, 'last_sale_price': 82.93}, {'sid': Equity(1 [LQD]), 'amount': 37667, 'cost_basis': 115.59329691072381, 'last_sale_price': 116.01}, {'sid': Equity(0 [DBC]), 'amount': 176512, 'cost_basis': 17.035701001698925, 'last_sale_price': 17.080000000000002}]",[],0.0,9429915.270000001,-29831.34047606461,2.406949352753902,9366633.280000001,9400083.929523937,16027720.600000001,-29831.34047606461,,,-1.4034099320722089,0.0,0.0,0.0,173,0.0,0.07619027998728287,-1.1445805423910742,-0.05999160704760598,2.4333139020359695,2018-08,-0.09936425535307607,"[-0.49407461285591125, 0.9220578074455261, -0.2126016914844513, 0.46738648414611816, 0.3172319829463959]"
2018-08-24 20:00:00+00:00,2018-08-24 13:31:00+00:00,2018-08-24 20:00:00+00:00,2894.239999998361,-6678539.02,[],9429915.270000001,2,16111348.53,3,-6678539.02,1.0031725417137254,9432809.51,0.00030789512324536084,"[{'sid': Equity(4 [VWO]), 'amount': -111500, 'cost_basis': 41.8992604584152, 'last_sale_price': 42.18}, {'sid': Equity(2 [SPY]), 'amount': 30243, 'cost_basis': 286.4261047783885, 'last_sale_price': 287.51}, {'sid': Equity(3 [VNQ]), 'amount': -23681, 'cost_basis': 82.94612959601513, 'last_sale_price': 83.42}, {'sid': Equity(1 [LQD]), 'amount': 37667, 'cost_basis': 115.59329691072381, 'last_sale_price': 116.24000000000001}, {'sid': Equity(0 [DBC]), 'amount': 176512, 'cost_basis': 17.035701001698925, 'last_sale_price': 17.21}]",[],0.0,9432809.51,-29831.34047606461,2.4236882335709846,9429915.270000001,9402978.169523936,16111348.53,-29831.34047606461,,,-1.3921744534469784,0.0,0.0,0.0,174,0.0,0.07597383395795079,-1.135375260424679,-0.059702183047606217,2.4333139020359695,2018-08,-0.09936425535307607,"[-0.49407461285591125, 0.9220578074455261, -0.2126016914844513, 0.46738648414611816, 0.3172319829463959]"
