,period_open,period_close,starting_cash,shorts_count,long_exposure,ending_cash,longs_count,ending_value,capital_used,positions,orders,pnl,transactions,long_value,short_exposure,starting_value,short_value,ending_exposure,starting_exposure,returns,portfolio_value,net_leverage,gross_leverage,period_label,sortino,treasury_period_return,max_leverage,max_drawdown,algo_volatility,alpha,beta,sharpe,excess_return,trading_days,algorithm_period_return,benchmark_period_return,benchmark_volatility,weights
2018-06-26 20:00:00+00:00,2018-06-26 13:31:00+00:00,2018-06-26 20:00:00+00:00,-13851.412064537713,2,12058906.51,-40265.71171584382,3,9113968.309999999,-26414.299651306123,"[{'sid': Equity(4 [VWO]), 'amount': -30178, 'cost_basis': 41.96907453576281, 'last_sale_price': 42.06}, {'sid': Equity(2 [SPY]), 'amount': 25012, 'cost_basis': 273.08118827188645, 'last_sale_price': 271.6}, {'sid': Equity(3 [VNQ]), 'amount': -20728, 'cost_basis': 80.67472422291587, 'last_sale_price': 80.84}, {'sid': Equity(1 [LQD]), 'amount': 41253, 'cost_basis': 115.51147920873446, 'last_sale_price': 114.27}, {'sid': Equity(0 [DBC]), 'amount': 31705, 'cost_basis': 17.467668299252487, 'last_sale_price': 17.400000000000002}]","[{'id': '0516edbc54624a29b56ff281f05ae181', 'dt': Timestamp('2018-06-26 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-25 20:00:00+0000', tz='UTC'), 'amount': -50175, 'filled': -50175, 'commission': 2109.3053197500003, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'a2f0d8f0b59c4b6d920ec24280ad75d8', 'dt': Timestamp('2018-06-26 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-25 20:00:00+0000', tz='UTC'), 'amount': 13366, 'filled': 13366, 'commission': 3632.0207028000004, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '6bc26164d45b42678b6b24439775801e', 'dt': Timestamp('2018-06-26 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-25 20:00:00+0000', tz='UTC'), 'amount': -32030, 'filled': -32030, 'commission': 2588.0105474, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '74d2a5a2824340b99d426aec68d50f1d', 'dt': Timestamp('2018-06-26 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-25 20:00:00+0000', tz='UTC'), 'amount': -6907, 'filled': -6907, 'commission': 788.868258555, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'da9be27d3dd6444dac7d49c9f6d49af0', 'dt': Timestamp('2018-06-26 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-06-25 20:00:00+0000', tz='UTC'), 'amount': 107394, 'filled': 107394, 'commission': 1869.5899278000004, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",-4521.389651307836,"[{'amount': -50175, 'dt': Timestamp('2018-06-26 20:00:00+0000', tz='UTC'), 'price': 42.03897, 'order_id': '0516edbc54624a29b56ff281f05ae181', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 13366, 'dt': Timestamp('2018-06-26 20:00:00+0000', tz='UTC'), 'price': 271.73580000000004, 'order_id': 'a2f0d8f0b59c4b6d920ec24280ad75d8', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -32030, 'dt': Timestamp('2018-06-26 20:00:00+0000', tz='UTC'), 'price': 80.79958, 'order_id': '6bc26164d45b42678b6b24439775801e', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -6907, 'dt': Timestamp('2018-06-26 20:00:00+0000', tz='UTC'), 'price': 114.212865, 'order_id': '74d2a5a2824340b99d426aec68d50f1d', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 107394, 'dt': Timestamp('2018-06-26 20:00:00+0000', tz='UTC'), 'price': 17.408700000000003, 'order_id': 'da9be27d3dd6444dac7d49c9f6d49af0', 'sid': Equity(0 [DBC]), 'commission': None}]",12058906.51,-2944938.2,9092075.4,-2944938.2,9113968.309999999,9092075.4,-0.0004980478183085335,9073702.598284155,1.0044376274491802,1.6535526206068558,2018-06,-2.165147200844683,0.0,2.8509046072081246,-0.11997912733262897,0.1040158351258399,,,-1.7316690019825234,0.0,132,-0.09262974017158543,0.0,0.0,"[-0.1403828114271164, 0.746665894985199, -0.18398895859718323, 0.5175309777259827, 0.06017487123608589]"
2018-06-27 20:00:00+00:00,2018-06-27 13:31:00+00:00,2018-06-27 20:00:00+00:00,-40265.71171584382,2,12021571.629999999,-40265.71171584382,3,9111124.649999999,0.0,"[{'sid': Equity(4 [VWO]), 'amount': -30178, 'cost_basis': 41.96907453576281, 'last_sale_price': 41.13}, {'sid': Equity(2 [SPY]), 'amount': 25012, 'cost_basis': 273.08118827188645, 'last_sale_price': 269.35}, {'sid': Equity(3 [VNQ]), 'amount': -20728, 'cost_basis': 80.67472422291587, 'last_sale_price': 80.53}, {'sid': Equity(1 [LQD]), 'amount': 41253, 'cost_basis': 115.51147920873446, 'last_sale_price': 114.66}, {'sid': Equity(0 [DBC]), 'amount': 31705, 'cost_basis': 17.467668299252487, 'last_sale_price': 17.490000000000002}]",[],-2843.660000000149,[],12021571.629999999,-2910446.9800000004,9113968.309999999,-2910446.9800000004,9111124.649999999,9113968.309999999,-0.00031339576861799667,9070858.938284155,1.0044390186188321,1.6461526644382525,2018-06,-2.164127673822303,0.0,2.8509046072081246,-0.11997912733262897,0.10362255954662106,,,-1.7309021074455448,0.0,133,-0.09291410617158546,0.0,0.0,"[-0.1403828114271164, 0.746665894985199, -0.18398895859718323, 0.5175309777259827, 0.06017487123608589]"
2018-06-28 20:00:00+00:00,2018-06-28 13:31:00+00:00,2018-06-28 20:00:00+00:00,-40265.71171584382,2,12053585.110000001,-40265.71171584382,3,9116444.55,0.0,"[{'sid': Equity(4 [VWO]), 'amount': -30178, 'cost_basis': 41.96907453576281, 'last_sale_price': 41.52}, {'sid': Equity(2 [SPY]), 'amount': 25012, 'cost_basis': 273.08118827188645, 'last_sale_price': 270.89}, {'sid': Equity(3 [VNQ]), 'amount': -20728, 'cost_basis': 80.67472422291587, 'last_sale_price': 81.25}, {'sid': Equity(1 [LQD]), 'amount': 41253, 'cost_basis': 115.51147920873446, 'last_sale_price': 114.51}, {'sid': Equity(0 [DBC]), 'amount': 31705, 'cost_basis': 17.467668299252487, 'last_sale_price': 17.48}]",[],5319.900000002235,[],12053585.110000001,-2937140.56,9111124.649999999,-2937140.56,9116444.55,9111124.649999999,0.0005864824969936677,9076178.838284157,1.004436416738066,1.6516560478918443,2018-06,-2.142679694838235,0.0,2.8509046072081246,-0.11997912733262897,0.1032476165021384,,,-1.7135413311678271,0.0,134,-0.0923821161715852,0.0,0.0,"[-0.1403828114271164, 0.746665894985199, -0.18398895859718323, 0.5175309777259827, 0.06017487123608589]"
2018-06-29 20:00:00+00:00,2018-06-29 13:31:00+00:00,2018-06-29 20:00:00+00:00,-40265.71171584382,2,12072155.97,-40265.71171584382,3,9110348.77,0.0,"[{'sid': Equity(4 [VWO]), 'amount': -30178, 'cost_basis': 41.96907453576281, 'last_sale_price': 42.2}, {'sid': Equity(2 [SPY]), 'amount': 25012, 'cost_basis': 273.08118827188645, 'last_sale_price': 271.28000000000003}, {'sid': Equity(3 [VNQ]), 'amount': -20728, 'cost_basis': 80.67472422291587, 'last_sale_price': 81.45}, {'sid': Equity(1 [LQD]), 'amount': 41253, 'cost_basis': 115.51147920873446, 'last_sale_price': 114.57000000000001}, {'sid': Equity(0 [DBC]), 'amount': 31705, 'cost_basis': 17.467668299252487, 'last_sale_price': 17.68}]",[],-6095.780000001192,[],12072155.97,-2961807.2,9116444.55,-2961807.2,9110348.77,9116444.55,-0.0006716240511137617,9070083.058284156,1.0044393983447668,1.6575331309969359,2018-06,-2.14983553039762,0.0,2.8509046072081246,-0.11997912733262897,0.10286165115820953,,,-1.7194186843775159,0.0,135,-0.09299169417158537,0.0,0.0,"[-0.1403828114271164, 0.746665894985199, -0.18398895859718323, 0.5175309777259827, 0.06017487123608589]"
2018-07-02 20:00:00+00:00,2018-07-02 13:31:00+00:00,2018-07-02 20:00:00+00:00,-40265.71171584382,2,12061318.590000002,-40265.71171584382,3,9122720.870000001,0.0,"[{'sid': Equity(4 [VWO]), 'amount': -30178, 'cost_basis': 41.96907453576281, 'last_sale_price': 41.74}, {'sid': Equity(2 [SPY]), 'amount': 25012, 'cost_basis': 273.08118827188645, 'last_sale_price': 271.86}, {'sid': Equity(3 [VNQ]), 'amount': -20728, 'cost_basis': 80.67472422291587, 'last_sale_price': 81.0}, {'sid': Equity(1 [LQD]), 'amount': 41253, 'cost_basis': 115.51147920873446, 'last_sale_price': 114.24000000000001}, {'sid': Equity(0 [DBC]), 'amount': 31705, 'cost_basis': 17.467668299252487, 'last_sale_price': 17.31}]","[{'id': '0f9ec75595c641de982f70d9f85561a2', 'dt': Timestamp('2018-07-02 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-07-02 20:00:00+0000', tz='UTC'), 'amount': 10594, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'e26df0bf0ac745e7b9bbcbe1f1b585d5', 'dt': Timestamp('2018-07-02 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-07-02 20:00:00+0000', tz='UTC'), 'amount': -15584, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'fce1f81a3bbd4f209064e2b012fe6c22', 'dt': Timestamp('2018-07-02 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-07-02 20:00:00+0000', tz='UTC'), 'amount': 28138, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '64668e44459b4934b5a0d3b7a3403eb3', 'dt': Timestamp('2018-07-02 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-07-02 20:00:00+0000', tz='UTC'), 'amount': 19104, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'a61cd41a905d4cc58bf727510c31ce77', 'dt': Timestamp('2018-07-02 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-07-02 20:00:00+0000', tz='UTC'), 'amount': -40868, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",12372.10000000149,[],12061318.590000002,-2938597.7199999997,9110348.77,-2938597.7199999997,9122720.870000001,9110348.77,0.0013640558659164803,9082455.158284158,1.0044333510063208,1.6515266025088486,2018-07,-2.111080542315686,0.0,2.8509046072081246,-0.11997912733262897,0.1025185506814916,,,-1.6878337705029762,0.0,136,-0.09175448417158516,0.0,0.0,"[-0.09000048786401749, 0.28219905495643616, 0.06608841568231583, 0.7591780424118042, -0.01746504195034504]"
2018-07-03 17:00:00+00:00,2018-07-03 13:31:00+00:00,2018-07-03 17:00:00+00:00,-40265.71171584382,2,10079308.92,-56163.138461253584,3,9102661.129999999,-15897.426745412871,"[{'sid': Equity(4 [VWO]), 'amount': -19584, 'cost_basis': 41.94646226918499, 'last_sale_price': 41.78}, {'sid': Equity(2 [SPY]), 'amount': 9428, 'cost_basis': 273.52874817294713, 'last_sale_price': 270.9}, {'sid': Equity(3 [VNQ]), 'amount': 7410, 'cost_basis': 81.96085767895951, 'last_sale_price': 81.61}, {'sid': Equity(1 [LQD]), 'amount': 60357, 'cost_basis': 115.29642765528841, 'last_sale_price': 114.66}, {'sid': Equity(0 [DBC]), 'amount': -9163, 'cost_basis': 17.20427823298701, 'last_sale_price': 17.29}]","[{'id': '0f9ec75595c641de982f70d9f85561a2', 'dt': Timestamp('2018-07-03 17:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-07-02 20:00:00+0000', tz='UTC'), 'amount': 10594, 'filled': 10594, 'commission': 442.83862866, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'e26df0bf0ac745e7b9bbcbe1f1b585d5', 'dt': Timestamp('2018-07-03 17:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-07-02 20:00:00+0000', tz='UTC'), 'amount': -15584, 'filled': -15584, 'commission': 4219.5947472, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'fce1f81a3bbd4f209064e2b012fe6c22', 'dt': Timestamp('2018-07-03 17:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-07-02 20:00:00+0000', tz='UTC'), 'amount': 28138, 'filled': 28138, 'commission': 2297.4903510900003, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '64668e44459b4934b5a0d3b7a3403eb3', 'dt': Timestamp('2018-07-03 17:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-07-02 20:00:00+0000', tz='UTC'), 'amount': 19104, 'filled': 19104, 'commission': 2191.55987232, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'a61cd41a905d4cc58bf727510c31ce77', 'dt': Timestamp('2018-07-03 17:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-07-02 20:00:00+0000', tz='UTC'), 'amount': -40868, 'filled': -40868, 'commission': 706.2544161399999, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",-35957.16674541123,"[{'amount': 10594, 'dt': Timestamp('2018-07-03 17:00:00+0000', tz='UTC'), 'price': 41.80089, 'order_id': '0f9ec75595c641de982f70d9f85561a2', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -15584, 'dt': Timestamp('2018-07-03 17:00:00+0000', tz='UTC'), 'price': 270.76455, 'order_id': 'e26df0bf0ac745e7b9bbcbe1f1b585d5', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 28138, 'dt': Timestamp('2018-07-03 17:00:00+0000', tz='UTC'), 'price': 81.650805, 'order_id': 'fce1f81a3bbd4f209064e2b012fe6c22', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 19104, 'dt': Timestamp('2018-07-03 17:00:00+0000', tz='UTC'), 'price': 114.71732999999999, 'order_id': '64668e44459b4934b5a0d3b7a3403eb3', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -40868, 'dt': Timestamp('2018-07-03 17:00:00+0000', tz='UTC'), 'price': 17.281354999999998, 'order_id': 'a61cd41a905d4cc58bf727510c31ce77', 'sid': Equity(0 [DBC]), 'commission': None}]",10079308.92,-976647.79,9122720.870000001,-976647.79,9102661.129999999,9122720.870000001,-0.003958969917139066,9046497.991538746,1.0062082740209286,1.2221255916201734,2018-07,-2.1878094767626397,0.0,2.8509046072081246,-0.11997912733262897,0.10223732250800761,,,-1.7513510380390285,0.0,137,-0.09535020084612633,0.0,0.0,"[-0.09000048786401749, 0.28219905495643616, 0.06608841568231583, 0.7591780424118042, -0.01746504195034504]"
2018-07-05 20:00:00+00:00,2018-07-05 13:31:00+00:00,2018-07-05 20:00:00+00:00,-56163.138461253584,2,10129061.02,-56163.138461253584,3,9152280.29,0.0,"[{'sid': Equity(4 [VWO]), 'amount': -19584, 'cost_basis': 41.94646226918499, 'last_sale_price': 41.74}, {'sid': Equity(2 [SPY]), 'amount': 9428, 'cost_basis': 273.52874817294713, 'last_sale_price': 273.11}, {'sid': Equity(3 [VNQ]), 'amount': 7410, 'cost_basis': 81.96085767895951, 'last_sale_price': 82.58}, {'sid': Equity(1 [LQD]), 'amount': 60357, 'cost_basis': 115.29642765528841, 'last_sale_price': 115.02}, {'sid': Equity(0 [DBC]), 'amount': -9163, 'cost_basis': 17.20427823298701, 'last_sale_price': 17.39}]",[],49619.16000000015,[],10129061.02,-976780.73,9102661.129999999,-976780.73,9152280.29,9102661.129999999,0.005484902560793037,9096117.151538746,1.006174407994707,1.2209431304566343,2018-07,-2.0570404790171004,0.0,2.8509046072081246,-0.11997912733262897,0.10220697676096618,,,-1.641179971175466,0.0,138,-0.09038828484612638,0.0,0.0,"[-0.09000048786401749, 0.28219905495643616, 0.06608841568231583, 0.7591780424118042, -0.01746504195034504]"
2018-07-06 20:00:00+00:00,2018-07-06 13:31:00+00:00,2018-07-06 20:00:00+00:00,-56163.138461253584,2,10163757.22,-56163.138461253584,3,9176255.610000001,0.0,"[{'sid': Equity(4 [VWO]), 'amount': -19584, 'cost_basis': 41.94646226918499, 'last_sale_price': 42.25}, {'sid': Equity(2 [SPY]), 'amount': 9428, 'cost_basis': 273.52874817294713, 'last_sale_price': 275.42}, {'sid': Equity(3 [VNQ]), 'amount': 7410, 'cost_basis': 81.96085767895951, 'last_sale_price': 83.02}, {'sid': Equity(1 [LQD]), 'amount': 60357, 'cost_basis': 115.29642765528841, 'last_sale_price': 115.18}, {'sid': Equity(0 [DBC]), 'amount': -9163, 'cost_basis': 17.20427823298701, 'last_sale_price': 17.47}]",[],23975.32000000216,[],10163757.22,-987501.61,9152280.29,-987501.61,9176255.610000001,9152280.29,0.002635775199525181,9120092.471538749,1.006158176426009,1.2227133512954997,2018-07,-1.9908154115433627,0.0,2.8509046072081246,-0.11997912733262897,0.10193296041113303,,,-1.5868738818305992,0.0,139,-0.08799075284612623,0.0,0.0,"[-0.09000048786401749, 0.28219905495643616, 0.06608841568231583, 0.7591780424118042, -0.01746504195034504]"
2018-07-09 20:00:00+00:00,2018-07-09 13:31:00+00:00,2018-07-09 20:00:00+00:00,-56163.138461253584,2,10187076.620000001,-56163.138461253584,3,9183670.66,0.0,"[{'sid': Equity(4 [VWO]), 'amount': -19584, 'cost_basis': 41.94646226918499, 'last_sale_price': 43.02}, {'sid': Equity(2 [SPY]), 'amount': 9428, 'cost_basis': 273.52874817294713, 'last_sale_price': 277.90000000000003}, {'sid': Equity(3 [VNQ]), 'amount': 7410, 'cost_basis': 81.96085767895951, 'last_sale_price': 82.36}, {'sid': Equity(1 [LQD]), 'amount': 60357, 'cost_basis': 115.29642765528841, 'last_sale_price': 115.26}, {'sid': Equity(0 [DBC]), 'amount': -9163, 'cost_basis': 17.20427823298701, 'last_sale_price': 17.56}]","[{'id': '389701a9f60f41b6a029d7a61d534464', 'dt': Timestamp('2018-07-09 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-07-09 20:00:00+0000', tz='UTC'), 'amount': 37139, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '82aeae413ca64912a349506e86d65097', 'dt': Timestamp('2018-07-09 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-07-09 20:00:00+0000', tz='UTC'), 'amount': -8346, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '62ee3688b3044668b85e9b99436d22e7', 'dt': Timestamp('2018-07-09 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-07-09 20:00:00+0000', tz='UTC'), 'amount': 57204, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'f9ce666167e2478cb7204ba02f3ccf46', 'dt': Timestamp('2018-07-09 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-07-09 20:00:00+0000', tz='UTC'), 'amount': 1275, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'cc419810a88b445f8aabc27af32b9bfc', 'dt': Timestamp('2018-07-09 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-07-09 20:00:00+0000', tz='UTC'), 'amount': -238766, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",7415.049999998882,[],10187076.620000001,-1003405.9600000001,9176255.610000001,-1003405.9600000001,9183670.66,9176255.610000001,0.0008130454842578683,9127507.521538747,1.0061531736159868,1.2260173495987952,2018-07,-1.9656159660933892,0.0,2.8509046072081246,-0.11997912733262897,0.10158438920102304,,,-1.5665387257259569,0.0,140,-0.08724924784612631,0.0,0.0,"[0.08274373412132263, 0.032920364290475845, 0.583037257194519, 0.7782796025276184, -0.4769810438156128]"
2018-07-10 20:00:00+00:00,2018-07-10 13:31:00+00:00,2018-07-10 20:00:00+00:00,-56163.138461253584,1,13484569.280000001,-1857541.340927298,4,10972323.920000002,-1801378.2024660446,"[{'sid': Equity(4 [VWO]), 'amount': 17555, 'cost_basis': 43.09246307531245, 'last_sale_price': 42.980000000000004}, {'sid': Equity(2 [SPY]), 'amount': 1082, 'cost_basis': 275.6789658719305, 'last_sale_price': 278.90000000000003}, {'sid': Equity(3 [VNQ]), 'amount': 64614, 'cost_basis': 82.57436476776162, 'last_sale_price': 82.53}, {'sid': Equity(1 [LQD]), 'amount': 61632, 'cost_basis': 115.29655850062659, 'last_sale_price': 115.13}, {'sid': Equity(0 [DBC]), 'amount': -143393, 'cost_basis': 17.475232493243464, 'last_sale_price': 17.52}]","[{'id': '389701a9f60f41b6a029d7a61d534464', 'dt': Timestamp('2018-07-10 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-07-09 20:00:00+0000', tz='UTC'), 'amount': 37139, 'filled': 37139, 'commission': 1597.03233711, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '82aeae413ca64912a349506e86d65097', 'dt': Timestamp('2018-07-10 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-07-09 20:00:00+0000', tz='UTC'), 'amount': -8346, 'filled': -8346, 'commission': 2326.5355503000005, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '62ee3688b3044668b85e9b99436d22e7', 'dt': Timestamp('2018-07-10 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-07-09 20:00:00+0000', tz='UTC'), 'amount': 57204, 'filled': 57204, 'commission': 4723.4066430600005, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'f9ce666167e2478cb7204ba02f3ccf46', 'dt': Timestamp('2018-07-10 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-07-09 20:00:00+0000', tz='UTC'), 'amount': 1275, 'filled': 1275, 'commission': 146.864145375, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'cc419810a88b445f8aabc27af32b9bfc', 'dt': Timestamp('2018-07-10 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2018-07-09 20:00:00+0000', tz='UTC'), 'amount': -238766, 'filled': -134230, 'commission': 2350.5337452, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",-12724.942466042936,"[{'amount': 37139, 'dt': Timestamp('2018-07-10 20:00:00+0000', tz='UTC'), 'price': 43.001490000000004, 'order_id': '389701a9f60f41b6a029d7a61d534464', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -8346, 'dt': Timestamp('2018-07-10 20:00:00+0000', tz='UTC'), 'price': 278.76055, 'order_id': '82aeae413ca64912a349506e86d65097', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 57204, 'dt': Timestamp('2018-07-10 20:00:00+0000', tz='UTC'), 'price': 82.571265, 'order_id': '62ee3688b3044668b85e9b99436d22e7', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 1275, 'dt': Timestamp('2018-07-10 20:00:00+0000', tz='UTC'), 'price': 115.18756499999999, 'order_id': 'f9ce666167e2478cb7204ba02f3ccf46', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -134230, 'dt': Timestamp('2018-07-10 20:00:00+0000', tz='UTC'), 'price': 17.51124, 'order_id': 'cc419810a88b445f8aabc27af32b9bfc', 'sid': Equity(0 [DBC]), 'commission': None}]",13484569.280000001,-2512245.36,9183670.66,-2512245.36,10972323.920000002,9183670.66,-0.0013941311399651157,9114782.579072705,1.2037943664385546,1.7550407265586627,2018-07,-1.9889885135928225,0.0,2.8509046072081246,-0.11997912733262897,0.10122607225202469,,,-1.5855489738502153,0.0,141,-0.08852174209273056,0.0,0.0,"[0.08274373412132263, 0.032920364290475845, 0.583037257194519, 0.7782796025276184, -0.4769810438156128]"
