,period_open,period_close,capital_used,starting_cash,starting_exposure,ending_value,ending_cash,portfolio_value,longs_count,orders,net_leverage,pnl,gross_leverage,shorts_count,short_exposure,transactions,ending_exposure,positions,long_exposure,starting_value,long_value,returns,short_value,benchmark_period_return,benchmark_volatility,alpha,beta,max_leverage,algo_volatility,max_drawdown,trading_days,sharpe,algorithm_period_return,period_label,excess_return,treasury_period_return,sortino,weights
2020-12-15 21:00:00+00:00,2020-12-15 14:31:00+00:00,2020-12-15 21:00:00+00:00,0.0,10000000.0,0.0,0.0,10000000.0,10000000.0,0,[],0.0,0.0,0.0,0,0.0,[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,0.0,1,,0.0,2020-12,0.0,0.0,,
2020-12-16 21:00:00+00:00,2020-12-16 14:31:00+00:00,2020-12-16 21:00:00+00:00,0.0,10000000.0,0.0,0.0,10000000.0,10000000.0,0,[],0.0,0.0,0.0,0,0.0,[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,2,,0.0,2020-12,0.0,0.0,,
2020-12-17 21:00:00+00:00,2020-12-17 14:31:00+00:00,2020-12-17 21:00:00+00:00,0.0,10000000.0,0.0,0.0,10000000.0,10000000.0,0,[],0.0,0.0,0.0,0,0.0,[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,3,,0.0,2020-12,0.0,0.0,,
2020-12-18 21:00:00+00:00,2020-12-18 14:31:00+00:00,2020-12-18 21:00:00+00:00,0.0,10000000.0,0.0,0.0,10000000.0,10000000.0,0,[],0.0,0.0,0.0,0,0.0,[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,4,,0.0,2020-12,0.0,0.0,,
2020-12-21 21:00:00+00:00,2020-12-21 14:31:00+00:00,2020-12-21 21:00:00+00:00,0.0,10000000.0,0.0,0.0,10000000.0,10000000.0,0,"[{'id': '1abca6855a3540ca962a2e78600b0f9b', 'dt': Timestamp('2020-12-21 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-12-21 21:00:00+0000', tz='UTC'), 'amount': 47648, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '2f2247417749441dac0c7bf99ee5b26f', 'dt': Timestamp('2020-12-21 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-12-21 21:00:00+0000', tz='UTC'), 'amount': 5565, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'fe748194ba84402f8e7ab8509910caaa', 'dt': Timestamp('2020-12-21 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-12-21 21:00:00+0000', tz='UTC'), 'amount': 19471, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '0005a5b9a90748d8803657a426b5212a', 'dt': Timestamp('2020-12-21 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-12-21 21:00:00+0000', tz='UTC'), 'amount': 12419, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'be28f37c3dda4bf283e588639c3200f8', 'dt': Timestamp('2020-12-21 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-12-21 21:00:00+0000', tz='UTC'), 'amount': 156160, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",0.0,0.0,0.0,0,0.0,[],0.0,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,5,,0.0,2020-12,0.0,0.0,,[0.23376465 0.20472644 0.16443518 0.17001651 0.22705721]
2020-12-22 21:00:00+00:00,2020-12-22 14:31:00+00:00,2020-12-22 21:00:00+00:00,-9945799.082103886,10000000.0,0.0,9930897.77,54200.91789611467,9985098.687896114,5,"[{'id': '1abca6855a3540ca962a2e78600b0f9b', 'dt': Timestamp('2020-12-22 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-12-21 21:00:00+0000', tz='UTC'), 'amount': 47648, 'filled': 47648, 'commission': 2321.6178288, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '2f2247417749441dac0c7bf99ee5b26f', 'dt': Timestamp('2020-12-22 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-12-21 21:00:00+0000', tz='UTC'), 'amount': 5565, 'filled': 5565, 'commission': 2044.7124453000004, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'fe748194ba84402f8e7ab8509910caaa', 'dt': Timestamp('2020-12-22 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-12-21 21:00:00+0000', tz='UTC'), 'amount': 19471, 'filled': 19471, 'commission': 1656.64174692, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '0005a5b9a90748d8803657a426b5212a', 'dt': Timestamp('2020-12-22 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-12-21 21:00:00+0000', tz='UTC'), 'amount': 12419, 'filled': 12419, 'commission': 1705.6085080650003, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'be28f37c3dda4bf283e588639c3200f8', 'dt': Timestamp('2020-12-22 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-12-21 21:00:00+0000', tz='UTC'), 'amount': 156160, 'filled': 153420, 'commission': 2207.2826898000003, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",0.9945718195092237,-14901.312103886157,0.9945718195092237,0,0.0,"[{'amount': 47648, 'dt': Timestamp('2020-12-22 21:00:00+0000', tz='UTC'), 'price': 48.72435, 'order_id': '1abca6855a3540ca962a2e78600b0f9b', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 5565, 'dt': Timestamp('2020-12-22 21:00:00+0000', tz='UTC'), 'price': 367.42362, 'order_id': '2f2247417749441dac0c7bf99ee5b26f', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 19471, 'dt': Timestamp('2020-12-22 21:00:00+0000', tz='UTC'), 'price': 85.08252, 'order_id': 'fe748194ba84402f8e7ab8509910caaa', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 12419, 'dt': Timestamp('2020-12-22 21:00:00+0000', tz='UTC'), 'price': 137.338635, 'order_id': '0005a5b9a90748d8803657a426b5212a', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 153420, 'dt': Timestamp('2020-12-22 21:00:00+0000', tz='UTC'), 'price': 14.38719, 'order_id': 'be28f37c3dda4bf283e588639c3200f8', 'sid': Equity(0 [DBC]), 'commission': None}]",9930897.77,"[{'sid': Equity(4 [VWO]), 'amount': 47648, 'cost_basis': 48.77307435, 'last_sale_price': 48.7}, {'sid': Equity(2 [SPY]), 'amount': 5565, 'cost_basis': 367.79104362000004, 'last_sale_price': 367.24}, {'sid': Equity(3 [VNQ]), 'amount': 19471, 'cost_basis': 85.16760252, 'last_sale_price': 85.04}, {'sid': Equity(1 [LQD]), 'amount': 12419, 'cost_basis': 137.47597363500003, 'last_sale_price': 137.27}, {'sid': Equity(0 [DBC]), 'amount': 153420, 'cost_basis': 14.401577190000001, 'last_sale_price': 14.38}]",9930897.77,0.0,9930897.77,-0.0014901312103886566,0.0,0.0,0.0,,,0.9945718195092237,0.009657153981133532,-0.0014901312103886256,6,-6.480740698407861,-0.0014901312103886566,2020-12,0.0,0.0,-6.4807406984078595,[0.23376465 0.20472644 0.16443518 0.17001651 0.22705721]
2020-12-23 21:00:00+00:00,2020-12-23 14:31:00+00:00,2020-12-23 21:00:00+00:00,-39954.26154720038,54200.91789611467,9930897.77,10013731.74,14246.656348914665,10027978.396348914,5,"[{'id': 'be28f37c3dda4bf283e588639c3200f8', 'dt': Timestamp('2020-12-23 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-12-21 21:00:00+0000', tz='UTC'), 'amount': 156160, 'filled': 156160, 'commission': 2247.1970370000004, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",0.9985793092300537,42879.70845280029,0.9985793092300537,0,0.0,"[{'amount': 2740, 'dt': Timestamp('2020-12-23 21:00:00+0000', tz='UTC'), 'price': 14.56728, 'order_id': 'be28f37c3dda4bf283e588639c3200f8', 'sid': Equity(0 [DBC]), 'commission': None}]",10013731.74,"[{'sid': Equity(4 [VWO]), 'amount': 47648, 'cost_basis': 48.77307435, 'last_sale_price': 49.2}, {'sid': Equity(2 [SPY]), 'amount': 5565, 'cost_basis': 367.79104362000004, 'last_sale_price': 367.57}, {'sid': Equity(3 [VNQ]), 'amount': 19471, 'cost_basis': 85.16760252, 'last_sale_price': 84.49}, {'sid': Equity(1 [LQD]), 'amount': 12419, 'cost_basis': 137.47597363500003, 'last_sale_price': 137.3}, {'sid': Equity(0 [DBC]), 'amount': 156160, 'cost_basis': 14.404740228208253, 'last_sale_price': 14.56}]",10013731.74,9930897.77,10013731.74,0.004294370020075933,0.0,0.0,0.0,,,0.9985793092300537,0.02864656827119992,-0.0014901312103886256,7,3.52407297771285,0.0027978396348913304,2020-12,0.0,0.0,11.291242503225767,[0.23376465 0.20472644 0.16443518 0.17001651 0.22705721]
2020-12-24 18:00:00+00:00,2020-12-24 14:31:00+00:00,2020-12-24 18:00:00+00:00,0.0,14246.656348914665,10013731.74,10008554.27,14246.656348914665,10022800.926348913,5,[],0.9985785753449955,-5177.470000000671,0.9985785753449955,0,0.0,[],10008554.27,"[{'sid': Equity(4 [VWO]), 'amount': 47648, 'cost_basis': 48.77307435, 'last_sale_price': 48.92}, {'sid': Equity(2 [SPY]), 'amount': 5565, 'cost_basis': 367.79104362000004, 'last_sale_price': 369.0}, {'sid': Equity(3 [VNQ]), 'amount': 19471, 'cost_basis': 85.16760252, 'last_sale_price': 83.88}, {'sid': Equity(1 [LQD]), 'amount': 12419, 'cost_basis': 137.47597363500003, 'last_sale_price': 137.77}, {'sid': Equity(0 [DBC]), 'amount': 156160, 'cost_basis': 14.404740228208253, 'last_sale_price': 14.6}]",10008554.27,10013731.74,10008554.27,-0.0005163024684899931,0.0,0.0,0.0,,,0.9985793092300537,0.027016222822829183,-0.0014901312103886256,8,2.6676562160574875,0.002280092634891373,2020-12,0.0,0.0,8.142469613236676,[0.23376465 0.20472644 0.16443518 0.17001651 0.22705721]
2020-12-28 21:00:00+00:00,2020-12-28 14:31:00+00:00,2020-12-28 21:00:00+00:00,0.0,14246.656348914665,10008554.27,10027758.93,14246.656348914665,10042005.586348914,5,"[{'id': 'd252a49c1cea4a89b9c9b5fa12a6979e', 'dt': Timestamp('2020-12-28 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-12-28 21:00:00+0000', tz='UTC'), 'amount': -427, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'c836a997ba6c4371b4b7ed6b3babe406', 'dt': Timestamp('2020-12-28 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-12-28 21:00:00+0000', tz='UTC'), 'amount': -45, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '004c5c4c78b249909c9069e32f65ec47', 'dt': Timestamp('2020-12-28 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-12-28 21:00:00+0000', tz='UTC'), 'amount': 2755, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '69836a74493c46eaad8fe7e98f62d716', 'dt': Timestamp('2020-12-28 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-12-28 21:00:00+0000', tz='UTC'), 'amount': -515, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'c29ddd6e4dfd4fea8477a50ffe0dcd23', 'dt': Timestamp('2020-12-28 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-12-28 21:00:00+0000', tz='UTC'), 'amount': -7539, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",0.9985812937240066,19204.66000000015,0.9985812937240066,0,0.0,[],10027758.93,"[{'sid': Equity(4 [VWO]), 'amount': 47648, 'cost_basis': 48.77307435, 'last_sale_price': 49.02}, {'sid': Equity(2 [SPY]), 'amount': 5565, 'cost_basis': 367.79104362000004, 'last_sale_price': 372.17}, {'sid': Equity(3 [VNQ]), 'amount': 19471, 'cost_basis': 85.16760252, 'last_sale_price': 84.38}, {'sid': Equity(1 [LQD]), 'amount': 12419, 'cost_basis': 137.47597363500003, 'last_sale_price': 137.86}, {'sid': Equity(0 [DBC]), 'amount': 156160, 'cost_basis': 14.404740228208253, 'last_sale_price': 14.51}]",10027758.93,10008554.27,10027758.93,0.0019160971210665512,0.0,0.0,0.0,,,0.9985812937240066,0.02670289404780345,-0.0014901312103886256,9,4.408246414514396,0.004200558634891438,2020-12,0.0,0.0,14.105942617706528,[0.23050782 0.20457116 0.18676309 0.16341199 0.21474593]
2020-12-29 21:00:00+00:00,2020-12-29 14:31:00+00:00,2020-12-29 21:00:00+00:00,-12562.123094249517,14246.656348914665,10027758.93,10053922.14,1684.5332546646873,10055606.673254665,5,"[{'id': 'd252a49c1cea4a89b9c9b5fa12a6979e', 'dt': Timestamp('2020-12-29 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-12-28 21:00:00+0000', tz='UTC'), 'amount': -427, 'filled': -427, 'commission': 21.147271075000003, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'c836a997ba6c4371b4b7ed6b3babe406', 'dt': Timestamp('2020-12-29 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-12-28 21:00:00+0000', tz='UTC'), 'amount': -45, 'filled': -45, 'commission': 16.707342150000002, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '004c5c4c78b249909c9069e32f65ec47', 'dt': Timestamp('2020-12-29 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-12-28 21:00:00+0000', tz='UTC'), 'amount': 2755, 'filled': 2755, 'commission': 230.59854165000002, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '69836a74493c46eaad8fe7e98f62d716', 'dt': Timestamp('2020-12-29 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-12-28 21:00:00+0000', tz='UTC'), 'amount': -515, 'filled': -515, 'commission': 70.99328560000001, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'c29ddd6e4dfd4fea8477a50ffe0dcd23', 'dt': Timestamp('2020-12-29 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2020-12-28 21:00:00+0000', tz='UTC'), 'amount': -7539, 'filled': -7539, 'commission': 109.637603775, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",0.9998324782074914,13601.086905751377,0.9998324782074914,0,0.0,"[{'amount': -427, 'dt': Timestamp('2020-12-29 21:00:00+0000', tz='UTC'), 'price': 49.525225000000006, 'order_id': 'd252a49c1cea4a89b9c9b5fa12a6979e', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -45, 'dt': Timestamp('2020-12-29 21:00:00+0000', tz='UTC'), 'price': 371.27427, 'order_id': 'c836a997ba6c4371b4b7ed6b3babe406', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 2755, 'dt': Timestamp('2020-12-29 21:00:00+0000', tz='UTC'), 'price': 83.70183, 'order_id': '004c5c4c78b249909c9069e32f65ec47', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -515, 'dt': Timestamp('2020-12-29 21:00:00+0000', tz='UTC'), 'price': 137.85104, 'order_id': '69836a74493c46eaad8fe7e98f62d716', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -7539, 'dt': Timestamp('2020-12-29 21:00:00+0000', tz='UTC'), 'price': 14.542725, 'order_id': 'c29ddd6e4dfd4fea8477a50ffe0dcd23', 'sid': Equity(0 [DBC]), 'commission': None}]",10053922.14,"[{'sid': Equity(4 [VWO]), 'amount': 47221, 'cost_basis': 48.77352218615499, 'last_sale_price': 49.550000000000004}, {'sid': Equity(2 [SPY]), 'amount': 5520, 'cost_basis': 367.7940703124185, 'last_sale_price': 371.46}, {'sid': Equity(3 [VNQ]), 'amount': 22226, 'cost_basis': 84.99628942943266, 'last_sale_price': 83.66}, {'sid': Equity(1 [LQD]), 'amount': 11904, 'cost_basis': 137.48193745267477, 'last_sale_price': 137.92000000000002}, {'sid': Equity(0 [DBC]), 'amount': 148621, 'cost_basis': 14.405477927482078, 'last_sale_price': 14.55}]",10053922.14,10027758.93,10053922.14,0.0013544193725842923,0.0,0.0,0.0,,,0.9998324782074914,0.02556672786921061,-0.0014901312103886256,10,5.478722664657425,0.005560667325466451,2020-12,0.0,0.0,17.693393172907065,[0.23050782 0.20457116 0.18676309 0.16341199 0.21474593]
