,period_open,period_close,shorts_count,ending_exposure,orders,long_value,starting_exposure,short_exposure,returns,longs_count,ending_cash,capital_used,transactions,long_exposure,ending_value,short_value,net_leverage,starting_cash,portfolio_value,starting_value,gross_leverage,positions,pnl,algo_volatility,period_label,treasury_period_return,algorithm_period_return,sharpe,alpha,beta,trading_days,benchmark_period_return,benchmark_volatility,sortino,max_drawdown,excess_return,max_leverage,weights
2021-08-30 20:00:00+00:00,2021-08-30 13:31:00+00:00,2021-08-30 20:00:00+00:00,2,11126952.23,"[{'id': '7776c00ef4b645bbbc89ad6f3b64610d', 'dt': Timestamp('2021-08-30 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-30 20:00:00+0000', tz='UTC'), 'amount': 25697, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'b7e6e6e22fbb4fad80502103d99128a3', 'dt': Timestamp('2021-08-30 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-30 20:00:00+0000', tz='UTC'), 'amount': -7923, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '92f0d098eebf4fedbe31dbb8a6ae70c4', 'dt': Timestamp('2021-08-30 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-30 20:00:00+0000', tz='UTC'), 'amount': -21695, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '650f576b4ab24750b940d6cc8a8829d3', 'dt': Timestamp('2021-08-30 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-30 20:00:00+0000', tz='UTC'), 'amount': 28889, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '6c238685781c4f4ca546d2027f5af2c1', 'dt': Timestamp('2021-08-30 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-30 20:00:00+0000', tz='UTC'), 'amount': 35796, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",12730477.370000001,11066936.31,-1603525.1400000001,0.005420226290391517,3,5649.369013268934,0.0,[],12730477.370000001,11126952.23,-1603525.1400000001,0.9994925382927771,5649.369013268934,11132601.599013269,11066936.31,1.28756988045548,"[{'sid': Equity(4 [VWO]), 'amount': -27901, 'cost_basis': 51.17430885547561, 'last_sale_price': 51.6}, {'sid': Equity(2 [SPY]), 'amount': 8560, 'cost_basis': 441.94708719429326, 'last_sale_price': 452.23}, {'sid': Equity(3 [VNQ]), 'amount': 37015, 'cost_basis': 106.13594048612508, 'last_sale_price': 108.07000000000001}, {'sid': Equity(1 [LQD]), 'amount': 35832, 'cost_basis': 135.2319236331233, 'last_sale_price': 135.61}, {'sid': Equity(0 [DBC]), 'amount': -8502, 'cost_basis': 18.81432609966569, 'last_sale_price': 19.27}]",60015.919999999925,0.0816338486898456,2021-08,0.0,0.11326015990132743,1.901926080061718,,,178,0.0,0.0,2.763797657652819,-0.030919373579847777,0.0,1.940635682807556,"[-0.010213854722678661, 0.025859162211418152, 0.14871323108673096, 0.7883951663970947, 0.04724610596895218]"
2021-08-31 20:00:00+00:00,2021-08-31 13:31:00+00:00,2021-08-31 20:00:00+00:00,1,11116224.620000001,"[{'id': '7776c00ef4b645bbbc89ad6f3b64610d', 'dt': Timestamp('2021-08-31 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-30 20:00:00+0000', tz='UTC'), 'amount': 25697, 'filled': 25697, 'commission': 1342.825387155, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'b7e6e6e22fbb4fad80502103d99128a3', 'dt': Timestamp('2021-08-31 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-30 20:00:00+0000', tz='UTC'), 'amount': -7923, 'filled': -7923, 'commission': 3575.92102506, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '92f0d098eebf4fedbe31dbb8a6ae70c4', 'dt': Timestamp('2021-08-31 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-30 20:00:00+0000', tz='UTC'), 'amount': -21695, 'filled': -21695, 'commission': 2354.4652784500004, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '650f576b4ab24750b940d6cc8a8829d3', 'dt': Timestamp('2021-08-31 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-30 20:00:00+0000', tz='UTC'), 'amount': 28889, 'filled': 28889, 'commission': 3910.63604085, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '6c238685781c4f4ca546d2027f5af2c1', 'dt': Timestamp('2021-08-31 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-08-30 20:00:00+0000', tz='UTC'), 'amount': 35796, 'filled': 35796, 'commission': 686.91056364, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",11231339.540000001,11126952.23,-115114.92000000001,-0.0029269040251149736,4,-16207.077416885631,-21856.446430156007,"[{'amount': 25697, 'dt': Timestamp('2021-08-31 20:00:00+0000', tz='UTC'), 'price': 52.256115, 'order_id': '7776c00ef4b645bbbc89ad6f3b64610d', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -7923, 'dt': Timestamp('2021-08-31 20:00:00+0000', tz='UTC'), 'price': 451.33422, 'order_id': 'b7e6e6e22fbb4fad80502103d99128a3', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -21695, 'dt': Timestamp('2021-08-31 20:00:00+0000', tz='UTC'), 'price': 108.52571, 'order_id': '92f0d098eebf4fedbe31dbb8a6ae70c4', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 28889, 'dt': Timestamp('2021-08-31 20:00:00+0000', tz='UTC'), 'price': 135.36765, 'order_id': '650f576b4ab24750b940d6cc8a8829d3', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 35796, 'dt': Timestamp('2021-08-31 20:00:00+0000', tz='UTC'), 'price': 19.18959, 'order_id': '6c238685781c4f4ca546d2027f5af2c1', 'sid': Equity(0 [DBC]), 'commission': None}]",11231339.540000001,11116224.620000001,-115114.92000000001,1.0014600947570318,5649.369013268934,11100017.542583115,11126952.23,1.0222014890040918,"[{'sid': Equity(4 [VWO]), 'amount': -2204, 'cost_basis': 50.56504143843614, 'last_sale_price': 52.230000000000004}, {'sid': Equity(2 [SPY]), 'amount': 637, 'cost_basis': 447.5607779714675, 'last_sale_price': 451.56}, {'sid': Equity(3 [VNQ]), 'amount': 15320, 'cost_basis': 106.28962620926148, 'last_sale_price': 108.58}, {'sid': Equity(1 [LQD]), 'amount': 64721, 'cost_basis': 135.35292972161932, 'last_sale_price': 135.3}, {'sid': Equity(0 [DBC]), 'amount': 27294, 'cost_basis': 19.214757090336334, 'last_sale_price': 19.18}]",-32584.05643015355,0.08151269195790767,2021-08,0.0,0.11000175425831205,1.8435608206514817,,,179,0.0,0.0,2.677371516373961,-0.030919373579847777,0.0,1.940635682807556,"[-0.010213854722678661, 0.025859162211418152, 0.14871323108673096, 0.7883951663970947, 0.04724610596895218]"
2021-09-01 20:00:00+00:00,2021-09-01 13:31:00+00:00,2021-09-01 20:00:00+00:00,1,11135306.060000002,[],11251809.500000002,11116224.620000001,-116503.44,0.0017190459318463525,4,-16207.077416885631,0.0,[],11251809.500000002,11135306.060000002,-116503.44,1.0014575890944286,-16207.077416885631,11119098.982583117,11116224.620000001,1.0224131431698964,"[{'sid': Equity(4 [VWO]), 'amount': -2204, 'cost_basis': 50.56504143843614, 'last_sale_price': 52.86}, {'sid': Equity(2 [SPY]), 'amount': 637, 'cost_basis': 447.5607779714675, 'last_sale_price': 451.8}, {'sid': Equity(3 [VNQ]), 'amount': 15320, 'cost_basis': 106.28962620926148, 'last_sale_price': 110.32000000000001}, {'sid': Equity(1 [LQD]), 'amount': 64721, 'cost_basis': 135.35292972161932, 'last_sale_price': 135.24}, {'sid': Equity(0 [DBC]), 'amount': 27294, 'cost_basis': 19.214757090336334, 'last_sale_price': 19.09}]",19081.44000000134,0.08129553835745129,2021-09,0.0,0.11190989825831221,1.8678198003154673,,,180,0.0,0.0,2.7129223053220852,-0.030919373579847777,0.0,1.940635682807556,"[-0.010213854722678661, 0.025859162211418152, 0.14871323108673096, 0.7883951663970947, 0.04724610596895218]"
2021-09-02 20:00:00+00:00,2021-09-02 13:31:00+00:00,2021-09-02 20:00:00+00:00,1,11167077.65,[],11283118.25,11135306.060000002,-116040.59999999999,0.002857388899025537,4,-16207.077416885631,0.0,[],11283118.25,11167077.65,-116040.59999999999,1.0014534360623586,-16207.077416885631,11150870.572583115,11135306.060000002,1.0222662684317543,"[{'sid': Equity(4 [VWO]), 'amount': -2204, 'cost_basis': 50.56504143843614, 'last_sale_price': 52.65}, {'sid': Equity(2 [SPY]), 'amount': 637, 'cost_basis': 447.5607779714675, 'last_sale_price': 453.19}, {'sid': Equity(3 [VNQ]), 'amount': 15320, 'cost_basis': 106.28962620926148, 'last_sale_price': 110.9}, {'sid': Equity(1 [LQD]), 'amount': 64721, 'cost_basis': 135.35292972161932, 'last_sale_price': 135.48}, {'sid': Equity(0 [DBC]), 'amount': 27294, 'cost_basis': 19.214757090336334, 'last_sale_price': 19.31}]",31771.58999999799,0.08111304894207876,2021-09,0.0,0.11508705725831203,1.910725048549969,,,181,0.0,0.0,2.776691482956315,-0.030919373579847777,0.0,1.940635682807556,"[-0.010213854722678661, 0.025859162211418152, 0.14871323108673096, 0.7883951663970947, 0.04724610596895218]"
2021-09-03 20:00:00+00:00,2021-09-03 13:31:00+00:00,2021-09-03 20:00:00+00:00,1,11135617.61,[],11252187.17,11167077.65,-116569.56,-0.00282130796830804,4,-16207.077416885631,0.0,[],11252187.17,11135617.61,-116569.56,1.0014575482548642,-16207.077416885631,11119410.532583114,11167077.65,1.0224244079024,"[{'sid': Equity(4 [VWO]), 'amount': -2204, 'cost_basis': 50.56504143843614, 'last_sale_price': 52.89}, {'sid': Equity(2 [SPY]), 'amount': 637, 'cost_basis': 447.5607779714675, 'last_sale_price': 453.08}, {'sid': Equity(3 [VNQ]), 'amount': 15320, 'cost_basis': 106.28962620926148, 'last_sale_price': 110.92}, {'sid': Equity(1 [LQD]), 'amount': 64721, 'cost_basis': 135.35292972161932, 'last_sale_price': 134.99}, {'sid': Equity(0 [DBC]), 'amount': 27294, 'cost_basis': 19.214757090336334, 'last_sale_price': 19.330000000000002}]",-31460.04000000097,0.08098967124743126,2021-09,0.0,0.11194105325831205,1.8548876810065225,,,182,0.0,0.0,2.694085117921133,-0.030919373579847777,0.0,1.940635682807556,"[-0.010213854722678661, 0.025859162211418152, 0.14871323108673096, 0.7883951663970947, 0.04724610596895218]"
2021-09-07 20:00:00+00:00,2021-09-07 13:31:00+00:00,2021-09-07 20:00:00+00:00,1,11067039.79,"[{'id': 'ffb26307cea04383954d62361cbb148a', 'dt': Timestamp('2021-09-07 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-09-07 20:00:00+0000', tz='UTC'), 'amount': 12277, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '0e491c450a7f4748abd0a4ab6a4c6b09', 'dt': Timestamp('2021-09-07 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-09-07 20:00:00+0000', tz='UTC'), 'amount': -2318, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '3a0dc42c832b447f9952c60cbab62792', 'dt': Timestamp('2021-09-07 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-09-07 20:00:00+0000', tz='UTC'), 'amount': 5380, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '0c6e02286e8848439189fecd7a305662', 'dt': Timestamp('2021-09-07 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-09-07 20:00:00+0000', tz='UTC'), 'amount': 17529, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '6b46583670654594b98867547c71f0a8', 'dt': Timestamp('2021-09-07 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-09-07 20:00:00+0000', tz='UTC'), 'amount': -134454, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",11184579.11,11135617.61,-117539.31999999999,-0.006167397075505621,4,-16207.077416885631,0.0,[],11184579.11,11067039.79,-117539.31999999999,1.0014665933182059,-16207.077416885631,11050832.712583113,11135617.61,1.0227390753215146,"[{'sid': Equity(4 [VWO]), 'amount': -2204, 'cost_basis': 50.56504143843614, 'last_sale_price': 53.33}, {'sid': Equity(2 [SPY]), 'amount': 637, 'cost_basis': 447.5607779714675, 'last_sale_price': 451.46000000000004}, {'sid': Equity(3 [VNQ]), 'amount': 15320, 'cost_basis': 106.28962620926148, 'last_sale_price': 109.67}, {'sid': Equity(1 [LQD]), 'amount': 64721, 'cost_basis': 135.35292972161932, 'last_sale_price': 134.35}, {'sid': Equity(0 [DBC]), 'amount': 27294, 'cost_basis': 19.214757090336334, 'last_sale_price': 19.11}]",-68577.8200000003,0.08115590097939278,2021-09,0.0,0.10508327125831207,1.7363250426760655,,,183,0.0,0.0,2.512799367018467,-0.030919373579847777,0.0,1.940635682807556,"[0.04861423000693321, -0.06869436055421829, 0.20543062686920166, 0.9999595880508423, -0.18531008064746857]"
2021-09-08 20:00:00+00:00,2021-09-08 13:31:00+00:00,2021-09-08 20:00:00+00:00,2,11075634.71,"[{'id': 'ffb26307cea04383954d62361cbb148a', 'dt': Timestamp('2021-09-08 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-09-07 20:00:00+0000', tz='UTC'), 'amount': 12277, 'filled': 12277, 'commission': 645.3560967899999, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '0e491c450a7f4748abd0a4ab6a4c6b09', 'dt': Timestamp('2021-09-08 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-09-07 20:00:00+0000', tz='UTC'), 'amount': -2318, 'filled': -2318, 'commission': 1044.68677531, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '3a0dc42c832b447f9952c60cbab62792', 'dt': Timestamp('2021-09-08 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-09-07 20:00:00+0000', tz='UTC'), 'amount': 5380, 'filled': 5380, 'commission': 593.2800917999999, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '0c6e02286e8848439189fecd7a305662', 'dt': Timestamp('2021-09-08 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-09-07 20:00:00+0000', tz='UTC'), 'amount': 17529, 'filled': 17529, 'commission': 2363.7398993099996, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '6b46583670654594b98867547c71f0a8', 'dt': Timestamp('2021-09-08 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-09-07 20:00:00+0000', tz='UTC'), 'amount': -134454, 'filled': -134454, 'commission': 2586.94538025, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",13896444.42,11067039.79,-2820809.71,0.00277055858258346,3,5814.981999654533,22022.059416539967,"[{'amount': 12277, 'dt': Timestamp('2021-09-08 20:00:00+0000', tz='UTC'), 'price': 52.566269999999996, 'order_id': 'ffb26307cea04383954d62361cbb148a', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -2318, 'dt': Timestamp('2021-09-08 20:00:00+0000', tz='UTC'), 'price': 450.684545, 'order_id': '0e491c450a7f4748abd0a4ab6a4c6b09', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 5380, 'dt': Timestamp('2021-09-08 20:00:00+0000', tz='UTC'), 'price': 110.27511, 'order_id': '3a0dc42c832b447f9952c60cbab62792', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 17529, 'dt': Timestamp('2021-09-08 20:00:00+0000', tz='UTC'), 'price': 134.84739, 'order_id': '0c6e02286e8848439189fecd7a305662', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -134454, 'dt': Timestamp('2021-09-08 20:00:00+0000', tz='UTC'), 'price': 19.240375, 'order_id': '6b46583670654594b98867547c71f0a8', 'sid': Equity(0 [DBC]), 'commission': None}]",13896444.42,11075634.71,-2820809.71,0.9994752507874621,-16207.077416885631,11081449.691999655,11067039.79,1.5085800680094374,"[{'sid': Equity(4 [VWO]), 'amount': 10073, 'cost_basis': 52.630337913907475, 'last_sale_price': 52.54}, {'sid': Equity(2 [SPY]), 'amount': -1681, 'cost_basis': 450.0630775548424, 'last_sale_price': 450.91}, {'sid': Equity(3 [VNQ]), 'amount': 20700, 'cost_basis': 107.35412779795584, 'last_sale_price': 110.22}, {'sid': Equity(1 [LQD]), 'amount': 82250, 'cost_basis': 135.27392831273232, 'last_sale_price': 134.78}, {'sid': Equity(0 [DBC]), 'amount': -107160, 'cost_basis': 19.21623403900476, 'last_sale_price': 19.25}]",30616.979416541755,0.08097522528921001,2021-09,0.0,0.1081449691999663,1.7776011333937372,,,184,0.0,0.0,2.5738102820364532,-0.030919373579847777,0.0,1.940635682807556,"[0.04861423000693321, -0.06869436055421829, 0.20543062686920166, 0.9999595880508423, -0.18531008064746857]"
2021-09-09 20:00:00+00:00,2021-09-09 13:31:00+00:00,2021-09-09 20:00:00+00:00,2,11120598.55,[],13923161.530000001,11075634.71,-2802562.98,0.004057577415386593,3,5814.981999654533,0.0,[],13923161.530000001,11120598.55,-2802562.98,0.9994773713934926,5814.981999654533,11126413.531999655,11075634.71,1.5032449101317944,"[{'sid': Equity(4 [VWO]), 'amount': 10073, 'cost_basis': 52.630337913907475, 'last_sale_price': 52.61}, {'sid': Equity(2 [SPY]), 'amount': -1681, 'cost_basis': 450.0630775548424, 'last_sale_price': 448.98}, {'sid': Equity(3 [VNQ]), 'amount': 20700, 'cost_basis': 107.35412779795584, 'last_sale_price': 107.98}, {'sid': Equity(1 [LQD]), 'amount': 82250, 'cost_basis': 135.27392831273232, 'last_sale_price': 135.66}, {'sid': Equity(0 [DBC]), 'amount': -107160, 'cost_basis': 19.21623403900476, 'last_sale_price': 19.11}]",44963.83999999985,0.0808573322920771,2021-09,0.0,0.11264135319996638,1.8389262108468774,,,185,0.0,0.0,2.6659420960728726,-0.030919373579847777,0.0,1.940635682807556,"[0.04861423000693321, -0.06869436055421829, 0.20543062686920166, 0.9999595880508423, -0.18531008064746857]"
2021-09-10 20:00:00+00:00,2021-09-10 13:31:00+00:00,2021-09-10 20:00:00+00:00,2,11034169.95,[],13857572.19,11120598.55,-2823402.2399999998,-0.007767875942362945,3,5814.981999654533,0.0,[],13857572.19,11034169.95,-2823402.2399999998,0.9994732798970767,5814.981999654533,11039984.931999654,11120598.55,1.5109598910456667,"[{'sid': Equity(4 [VWO]), 'amount': 10073, 'cost_basis': 52.630337913907475, 'last_sale_price': 52.53}, {'sid': Equity(2 [SPY]), 'amount': -1681, 'cost_basis': 450.0630775548424, 'last_sale_price': 445.44}, {'sid': Equity(3 [VNQ]), 'amount': 20700, 'cost_basis': 107.35412779795584, 'last_sale_price': 106.4}, {'sid': Equity(1 [LQD]), 'amount': 82250, 'cost_basis': 135.27392831273232, 'last_sale_price': 135.27}, {'sid': Equity(0 [DBC]), 'amount': -107160, 'cost_basis': 19.21623403900476, 'last_sale_price': 19.36}]",-86428.60000000149,0.0812232117400822,2021-09,0.0,0.10399849319996624,1.6912288191713474,,,186,0.0,0.0,2.4375702450478163,-0.030919373579847777,0.0,1.940635682807556,"[0.04861423000693321, -0.06869436055421829, 0.20543062686920166, 0.9999595880508423, -0.18531008064746857]"
2021-09-13 20:00:00+00:00,2021-09-13 13:31:00+00:00,2021-09-13 20:00:00+00:00,2,11059938.52,"[{'id': 'c8377c959fdd446c869e1feb15d29a91', 'dt': Timestamp('2021-09-13 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-09-13 20:00:00+0000', tz='UTC'), 'amount': 24323, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'd671add36d064626af99004860ef24cf', 'dt': Timestamp('2021-09-13 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-09-13 20:00:00+0000', tz='UTC'), 'amount': 12501, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'f75759bbf94a4467891a8d608825debc', 'dt': Timestamp('2021-09-13 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-09-13 20:00:00+0000', tz='UTC'), 'amount': -16162, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '2bdd656654954e169f75e21f72031243', 'dt': Timestamp('2021-09-13 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-09-13 20:00:00+0000', tz='UTC'), 'amount': -54250, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '5f61a45d4f494edd8177feb1100bdbee', 'dt': Timestamp('2021-09-13 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-09-13 20:00:00+0000', tz='UTC'), 'amount': 114238, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",13901331.1,11034169.95,-2841392.58,0.002334112787174991,3,5814.981999654533,0.0,[],13901331.1,11059938.52,-2841392.58,0.9994745064582721,5814.981999654533,11065753.501999654,11034169.95,1.5130215648644696,"[{'sid': Equity(4 [VWO]), 'amount': 10073, 'cost_basis': 52.630337913907475, 'last_sale_price': 52.7}, {'sid': Equity(2 [SPY]), 'amount': -1681, 'cost_basis': 450.0630775548424, 'last_sale_price': 446.58}, {'sid': Equity(3 [VNQ]), 'amount': 20700, 'cost_basis': 107.35412779795584, 'last_sale_price': 107.12}, {'sid': Equity(1 [LQD]), 'amount': 82250, 'cost_basis': 135.27392831273232, 'last_sale_price': 135.6}, {'sid': Equity(0 [DBC]), 'amount': -107160, 'cost_basis': 19.21623403900476, 'last_sale_price': 19.51}]",25768.570000000298,0.08103119326414437,2021-09,0.0,0.10657535019996622,1.7249886516639001,,,187,0.0,0.0,2.4870093539947153,-0.030919373579847777,0.0,1.940635682807556,"[0.16381001472473145, 0.4366798996925354, 0.04392589256167412, 0.3431045711040497, 0.012479630298912525]"
