,period_open,period_close,ending_cash,long_value,starting_exposure,long_exposure,orders,short_exposure,shorts_count,pnl,longs_count,portfolio_value,ending_value,capital_used,returns,ending_exposure,gross_leverage,positions,net_leverage,starting_cash,starting_value,short_value,transactions,excess_return,max_leverage,treasury_period_return,sortino,alpha,beta,period_label,algo_volatility,max_drawdown,sharpe,trading_days,algorithm_period_return,benchmark_period_return,benchmark_volatility,weights
2021-11-23 21:00:00+00:00,2021-11-23 14:31:00+00:00,2021-11-23 21:00:00+00:00,-8128.797880531591,17955872.06,9789514.500000002,17955872.06,"[{'id': '5daadc57015c4dea9503a93a419f3841', 'dt': Timestamp('2021-11-23 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'amount': -187650, 'filled': -187650, 'commission': 9486.5913315, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'df7a3dfd553c4377bad0d72898569e26', 'dt': Timestamp('2021-11-23 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'amount': 23661, 'filled': 23661, 'commission': 11083.382511795002, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'f36e99347b5c4997aa26bf43228e799e', 'dt': Timestamp('2021-11-23 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'amount': -31413, 'filled': -31413, 'commission': 3446.1669345600008, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'ff446f4dd98f4216b982c8cc41cd7804', 'dt': Timestamp('2021-11-23 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'amount': 12636, 'filled': 12636, 'commission': 1655.8908116400003, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '0ce434c79b4a46e7995a725fd89db1e2', 'dt': Timestamp('2021-11-23 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-22 21:00:00+0000', tz='UTC'), 'amount': 9764, 'filled': 9764, 'commission': 208.85869716, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",-8236286.62,3,-111183.70482166111,2,9711456.642119465,9719585.439999998,-41254.644821655005,-0.011319126110148625,9719585.439999998,2.697037081584882,"[{'sid': Equity(4 [VWO]), 'amount': -72805, 'cost_basis': 50.42440862878236, 'last_sale_price': 50.58}, {'sid': Equity(2 [SPY]), 'amount': 17522, 'cost_basis': 469.056635949195, 'last_sale_price': 468.19}, {'sid': Equity(3 [VNQ]), 'amount': -38117, 'cost_basis': 109.55669201427065, 'last_sale_price': 109.76}, {'sid': Equity(1 [LQD]), 'amount': 74456, 'cost_basis': 134.0978911414115, 'last_sale_price': 130.98}, {'sid': Equity(0 [DBC]), 'amount': -17310, 'cost_basis': 21.339025116162457, 'last_sale_price': 21.38}]",1.0008370317842203,33125.84694112519,9789514.500000002,-8236286.62,"[{'amount': -187650, 'dt': Timestamp('2021-11-23 21:00:00+0000', tz='UTC'), 'price': 50.55471, 'order_id': '5daadc57015c4dea9503a93a419f3841', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 23661, 'dt': Timestamp('2021-11-23 21:00:00+0000', tz='UTC'), 'price': 468.424095, 'order_id': 'df7a3dfd553c4377bad0d72898569e26', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -31413, 'dt': Timestamp('2021-11-23 21:00:00+0000', tz='UTC'), 'price': 109.70512000000001, 'order_id': 'f36e99347b5c4997aa26bf43228e799e', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': 12636, 'dt': Timestamp('2021-11-23 21:00:00+0000', tz='UTC'), 'price': 131.04549, 'order_id': 'ff446f4dd98f4216b982c8cc41cd7804', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 9764, 'dt': Timestamp('2021-11-23 21:00:00+0000', tz='UTC'), 'price': 21.39069, 'order_id': '0ce434c79b4a46e7995a725fd89db1e2', 'sid': Equity(0 [DBC]), 'commission': None}]",0.0,3.4675341110552167,0.0,-0.36475665024689174,,,2021-11,0.09992186149482768,-0.07511089229909616,-0.26046092471328103,238,-0.028854335788053076,0.0,0.0,"[-0.3745284676551819, 0.8340891003608704, -0.422521710395813, 0.9999664425849915, -0.037005361169576645]"
2021-11-24 21:00:00+00:00,2021-11-24 14:31:00+00:00,2021-11-24 21:00:00+00:00,-8128.797880531591,18024681.84,9719585.439999998,18024681.84,[],-8281229.130000001,3,23867.270000001416,2,9735323.912119467,9743452.709999999,0.0,0.002457640586736254,9743452.709999999,2.702109473445652,"[{'sid': Equity(4 [VWO]), 'amount': -72805, 'cost_basis': 50.42440862878236, 'last_sale_price': 50.52}, {'sid': Equity(2 [SPY]), 'amount': 17522, 'cost_basis': 469.056635949195, 'last_sale_price': 469.44}, {'sid': Equity(3 [VNQ]), 'amount': -38117, 'cost_basis': 109.55669201427065, 'last_sale_price': 111.09}, {'sid': Equity(1 [LQD]), 'amount': 74456, 'cost_basis': 134.0978911414115, 'last_sale_price': 131.61}, {'sid': Equity(0 [DBC]), 'amount': -17310, 'cost_basis': 21.339025116162457, 'last_sale_price': 21.3}]",1.0008349797042102,-8128.797880531591,9719585.439999998,-8281229.130000001,[],0.0,3.4675341110552167,0.0,-0.32759860894791604,,,2021-11,0.09974638970861471,-0.07511089229909616,-0.23384832693036048,239,-0.026467608788052877,0.0,0.0,"[-0.3745284676551819, 0.8340891003608704, -0.422521710395813, 0.9999664425849915, -0.037005361169576645]"
2021-11-26 18:00:00+00:00,2021-11-26 14:31:00+00:00,2021-11-26 18:00:00+00:00,-8128.797880531591,17920894.42,9743452.709999999,17920894.42,[],-8033712.499999999,3,143729.21000000276,2,9879053.12211947,9887181.920000002,0.0,0.014763680314845429,9887181.920000002,2.6272362947302033,"[{'sid': Equity(4 [VWO]), 'amount': -72805, 'cost_basis': 50.42440862878236, 'last_sale_price': 49.04}, {'sid': Equity(2 [SPY]), 'amount': 17522, 'cost_basis': 469.056635949195, 'last_sale_price': 458.97}, {'sid': Equity(3 [VNQ]), 'amount': -38117, 'cost_basis': 109.55669201427065, 'last_sale_price': 108.0}, {'sid': Equity(1 [LQD]), 'amount': 74456, 'cost_basis': 134.0978911414115, 'last_sale_price': 132.68}, {'sid': Equity(0 [DBC]), 'amount': -17310, 'cost_basis': 21.339025116162457, 'last_sale_price': 20.03}]",1.000822831680329,-8128.797880531591,9743452.709999999,-8033712.499999999,[],0.0,3.4675341110552167,0.0,-0.10874230144718673,,,2021-11,0.10069486845517191,-0.07511089229909616,-0.0767315400032264,240,-0.012094687788052672,0.0,0.0,"[-0.3745284676551819, 0.8340891003608704, -0.422521710395813, 0.9999664425849915, -0.037005361169576645]"
2021-11-29 21:00:00+00:00,2021-11-29 14:31:00+00:00,2021-11-29 21:00:00+00:00,-8128.797880531591,18026244.32,9887181.920000002,18026244.32,"[{'id': '62d823b57cd2439e98f54d7116b86aca', 'dt': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'amount': 44629, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'cb3cf9d01a954f5e94a759761d176825', 'dt': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'amount': -15530, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'b06c689862ab45f790e345ebf8c9a3fb', 'dt': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'amount': 50963, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'a4d4e25fcecd44bcbcf60a219da2c254', 'dt': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'amount': -23610, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '6e7b0712eea84ccda94d0ec190d87507', 'dt': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'amount': 130073, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",-8069302.45,3,69759.94999999925,2,9948813.072119469,9956941.870000001,0.0,0.007061400433590714,9956941.870000001,2.622980910469622,"[{'sid': Equity(4 [VWO]), 'amount': -72805, 'cost_basis': 50.42440862878236, 'last_sale_price': 49.11}, {'sid': Equity(2 [SPY]), 'amount': 17522, 'cost_basis': 469.056635949195, 'last_sale_price': 464.6}, {'sid': Equity(3 [VNQ]), 'amount': -38117, 'cost_basis': 109.55669201427065, 'last_sale_price': 108.8}, {'sid': Equity(1 [LQD]), 'amount': 74456, 'cost_basis': 134.0978911414115, 'last_sale_price': 132.77}, {'sid': Equity(0 [DBC]), 'amount': -17310, 'cost_basis': 21.339025116162457, 'last_sale_price': 20.03}]",1.0008170620778183,-8128.797880531591,9887181.920000002,-8069302.45,[],0.0,3.4675341110552167,0.0,-0.004381991852620751,,,2021-11,0.10074622502189119,-0.07511089229909616,-0.0030840585647183187,241,-0.005118692788052659,0.0,0.0,"[-0.13908357918262482, 0.09301843494176865, 0.14048515260219574, 0.6785523891448975, 0.22702766954898834]"
2021-11-30 21:00:00+00:00,2021-11-30 14:31:00+00:00,2021-11-30 21:00:00+00:00,8773.49600458322,11240849.56,9956941.870000001,11240849.56,"[{'id': '62d823b57cd2439e98f54d7116b86aca', 'dt': Timestamp('2021-11-30 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'amount': 44629, 'filled': 44629, 'commission': 2196.398160255, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'cb3cf9d01a954f5e94a759761d176825', 'dt': Timestamp('2021-11-30 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'amount': -15530, 'filled': -15530, 'commission': 7071.3093766, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'b06c689862ab45f790e345ebf8c9a3fb', 'dt': Timestamp('2021-11-30 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'amount': 50963, 'filled': 50963, 'commission': 5442.51051531, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'a4d4e25fcecd44bcbcf60a219da2c254', 'dt': Timestamp('2021-11-30 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'amount': -23610, 'filled': -23610, 'commission': 3139.9758267, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '6e7b0712eea84ccda94d0ec190d87507', 'dt': Timestamp('2021-11-30 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-11-29 21:00:00+0000', tz='UTC'), 'amount': 130073, 'filled': 130073, 'commission': 2535.0889510200004, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",-1385977.44,1,-85167.45611488447,4,9863645.616004584,9854872.120000001,16902.293885117397,-0.00856056451131415,9854872.120000001,1.2801379420517627,"[{'sid': Equity(4 [VWO]), 'amount': -28176, 'cost_basis': 50.3464558263883, 'last_sale_price': 49.19}, {'sid': Equity(2 [SPY]), 'amount': 1992, 'cost_basis': 472.6064900539139, 'last_sale_price': 455.56}, {'sid': Equity(3 [VNQ]), 'amount': 12846, 'cost_basis': 107.21704355716257, 'last_sale_price': 106.74000000000001}, {'sid': Equity(1 [LQD]), 'amount': 50846, 'cost_basis': 134.15964576963597, 'last_sale_price': 133.06}, {'sid': Equity(0 [DBC]), 'amount': 112763, 'cost_basis': 19.51222156710109, 'last_sale_price': 19.48}]",0.9991105219767479,-8128.797880531591,9956941.870000001,-1385977.44,"[{'amount': 44629, 'dt': Timestamp('2021-11-30 21:00:00+0000', tz='UTC'), 'price': 49.214594999999996, 'order_id': '62d823b57cd2439e98f54d7116b86aca', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': -15530, 'dt': Timestamp('2021-11-30 21:00:00+0000', tz='UTC'), 'price': 455.33222, 'order_id': 'cb3cf9d01a954f5e94a759761d176825', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 50963, 'dt': Timestamp('2021-11-30 21:00:00+0000', tz='UTC'), 'price': 106.79337000000001, 'order_id': 'b06c689862ab45f790e345ebf8c9a3fb', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -23610, 'dt': Timestamp('2021-11-30 21:00:00+0000', tz='UTC'), 'price': 132.99347, 'order_id': 'a4d4e25fcecd44bcbcf60a219da2c254', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': 130073, 'dt': Timestamp('2021-11-30 21:00:00+0000', tz='UTC'), 'price': 19.48974, 'order_id': '6e7b0712eea84ccda94d0ec190d87507', 'sid': Equity(0 [DBC]), 'commission': None}]",0.0,3.4675341110552167,0.0,-0.12937227984805572,,,2021-11,0.10091568765120905,-0.07511089229909616,-0.09140036009291243,242,-0.013635438399541067,0.0,0.0,"[-0.13908357918262482, 0.09301843494176865, 0.14048515260219574, 0.6785523891448975, 0.22702766954898834]"
2021-12-01 21:00:00+00:00,2021-12-01 14:31:00+00:00,2021-12-01 21:00:00+00:00,8773.49600458322,11177805.25,9854872.120000001,11177805.25,[],-1385132.1600000001,1,-62199.03000000119,4,9801446.586004583,9792673.09,0.0,-0.006305886527297577,9792673.09,1.2817431896163705,"[{'sid': Equity(4 [VWO]), 'amount': -28176, 'cost_basis': 50.3464558263883, 'last_sale_price': 49.160000000000004}, {'sid': Equity(2 [SPY]), 'amount': 1992, 'cost_basis': 472.6064900539139, 'last_sale_price': 450.5}, {'sid': Equity(3 [VNQ]), 'amount': 12846, 'cost_basis': 107.21704355716257, 'last_sale_price': 104.98}, {'sid': Equity(1 [LQD]), 'amount': 50846, 'cost_basis': 134.15964576963597, 'last_sale_price': 132.84}, {'sid': Equity(0 [DBC]), 'amount': 112763, 'cost_basis': 19.51222156710109, 'last_sale_price': 19.31}]",0.9991048774354276,8773.49600458322,9854872.120000001,-1385132.1600000001,[],0.0,3.4675341110552167,0.0,-0.22012270072604492,,,2021-12,0.10090913287107016,-0.07511089229909616,-0.1558353529128809,243,-0.01985534139954115,0.0,0.0,"[-0.13908357918262482, 0.09301843494176865, 0.14048515260219574, 0.6785523891448975, 0.22702766954898834]"
2021-12-02 21:00:00+00:00,2021-12-02 14:31:00+00:00,2021-12-02 21:00:00+00:00,8773.49600458322,11266946.92,9792673.09,11266946.92,[],-1401474.24,1,72799.58999999985,4,9874246.176004583,9865472.68,0.0,0.0074274332223520645,9865472.68,1.2829760301890736,"[{'sid': Equity(4 [VWO]), 'amount': -28176, 'cost_basis': 50.3464558263883, 'last_sale_price': 49.74}, {'sid': Equity(2 [SPY]), 'amount': 1992, 'cost_basis': 472.6064900539139, 'last_sale_price': 457.40000000000003}, {'sid': Equity(3 [VNQ]), 'amount': 12846, 'cost_basis': 107.21704355716257, 'last_sale_price': 108.13}, {'sid': Equity(1 [LQD]), 'amount': 50846, 'cost_basis': 134.15964576963597, 'last_sale_price': 133.15}, {'sid': Equity(0 [DBC]), 'amount': 112763, 'cost_basis': 19.51222156710109, 'last_sale_price': 19.48}]",0.9991114768815564,8773.49600458322,9792673.09,-1401474.24,[],0.0,3.4675341110552167,0.0,-0.112071824324003,,,2021-12,0.1009885442369658,-0.07511089229909616,-0.07911597485682088,244,-0.012575382399541146,0.0,0.0,"[-0.13908357918262482, 0.09301843494176865, 0.14048515260219574, 0.6785523891448975, 0.22702766954898834]"
2021-12-03 21:00:00+00:00,2021-12-03 14:31:00+00:00,2021-12-03 21:00:00+00:00,8773.49600458322,11313088.52,9865472.68,11313088.52,[],-1382032.8,1,65583.0399999991,4,9939829.216004582,9931055.719999999,0.0,0.006641827520907029,9931055.719999999,1.2771971272463107,"[{'sid': Equity(4 [VWO]), 'amount': -28176, 'cost_basis': 50.3464558263883, 'last_sale_price': 49.050000000000004}, {'sid': Equity(2 [SPY]), 'amount': 1992, 'cost_basis': 472.6064900539139, 'last_sale_price': 453.42}, {'sid': Equity(3 [VNQ]), 'amount': 12846, 'cost_basis': 107.21704355716257, 'last_sale_price': 107.77}, {'sid': Equity(1 [LQD]), 'amount': 50846, 'cost_basis': 134.15964576963597, 'last_sale_price': 134.26}, {'sid': Equity(0 [DBC]), 'amount': 112763, 'cost_basis': 19.51222156710109, 'last_sale_price': 19.5}]",0.9991173393612783,8773.49600458322,9865472.68,-1382032.8,[],0.0,3.4675341110552167,0.0,-0.01582096591953906,,,2021-12,0.10100839903635203,-0.07511089229909616,-0.011143644075670854,245,-0.0060170783995413535,0.0,0.0,"[-0.13908357918262482, 0.09301843494176865, 0.14048515260219574, 0.6785523891448975, 0.22702766954898834]"
2021-12-06 21:00:00+00:00,2021-12-06 14:31:00+00:00,2021-12-06 21:00:00+00:00,8773.49600458322,11351828.64,9931055.719999999,11351828.64,"[{'id': '0ba575755c574a46be48f576e1f4eae8', 'dt': Timestamp('2021-12-06 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-12-06 21:00:00+0000', tz='UTC'), 'amount': -3598, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '3de8eecd2d8146b78eea8c8068fe2379', 'dt': Timestamp('2021-12-06 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-12-06 21:00:00+0000', tz='UTC'), 'amount': 3018, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '00df607af83542b7917700beaf8c1d53', 'dt': Timestamp('2021-12-06 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-12-06 21:00:00+0000', tz='UTC'), 'amount': 65938, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '21996cec48694e0e816672adb9a059f6', 'dt': Timestamp('2021-12-06 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-12-06 21:00:00+0000', tz='UTC'), 'amount': -51035, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'eef315a5ced642cfb95971ea45f859b4', 'dt': Timestamp('2021-12-06 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-12-06 21:00:00+0000', tz='UTC'), 'amount': -81242, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",-1391049.12,1,29723.800000000745,4,9969553.016004583,9960779.52,0.0,0.002990373310654215,9960779.52,1.2781794469163534,"[{'sid': Equity(4 [VWO]), 'amount': -28176, 'cost_basis': 50.3464558263883, 'last_sale_price': 49.370000000000005}, {'sid': Equity(2 [SPY]), 'amount': 1992, 'cost_basis': 472.6064900539139, 'last_sale_price': 458.79}, {'sid': Equity(3 [VNQ]), 'amount': 12846, 'cost_basis': 107.21704355716257, 'last_sale_price': 109.66}, {'sid': Equity(1 [LQD]), 'amount': 50846, 'cost_basis': 134.15964576963597, 'last_sale_price': 133.58}, {'sid': Equity(0 [DBC]), 'amount': 112763, 'cost_basis': 19.51222156710109, 'last_sale_price': 19.84}]",0.9991199709765826,8773.49600458322,9931055.719999999,-1391049.12,[],0.0,3.4675341110552167,0.0,0.027355543207521215,,,2021-12,0.10084761197090633,-0.07511089229909616,0.019259585587010394,246,-0.0030446983995412458,0.0,0.0,"[-0.1573486030101776, 0.23056745529174805, 0.8665859699249268, -0.002532889135181904, 0.06272811442613602]"
2021-12-07 21:00:00+00:00,2021-12-07 14:31:00+00:00,2021-12-07 21:00:00+00:00,-128761.07061394735,11744847.9,9960779.52,11744847.9,"[{'id': '0ba575755c574a46be48f576e1f4eae8', 'dt': Timestamp('2021-12-07 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-12-06 21:00:00+0000', tz='UTC'), 'amount': -3598, 'filled': -3598, 'commission': 180.13370809000003, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '3de8eecd2d8146b78eea8c8068fe2379', 'dt': Timestamp('2021-12-07 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-12-06 21:00:00+0000', tz='UTC'), 'amount': 3018, 'filled': 3018, 'commission': 1413.9756745200002, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '00df607af83542b7917700beaf8c1d53', 'dt': Timestamp('2021-12-07 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-12-06 21:00:00+0000', tz='UTC'), 'amount': 65938, 'filled': 65938, 'commission': 7338.610591560001, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '21996cec48694e0e816672adb9a059f6', 'dt': Timestamp('2021-12-07 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-12-06 21:00:00+0000', tz='UTC'), 'amount': -51035, 'filled': -51035, 'commission': 6816.9072413, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'eef315a5ced642cfb95971ea45f859b4', 'dt': Timestamp('2021-12-07 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-12-06 21:00:00+0000', tz='UTC'), 'amount': -81242, 'filled': -81242, 'commission': 1635.39577306, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",-1616817.62,2,29716.19338147156,3,9999269.209386054,10128030.280000001,-137534.56661853008,0.0029806946543908808,10128030.280000001,1.3362642049338718,"[{'sid': Equity(4 [VWO]), 'amount': -31774, 'cost_basis': 50.30891023309079, 'last_sale_price': 50.09}, {'sid': Equity(2 [SPY]), 'amount': 5010, 'cost_basis': 470.42350865906513, 'last_sale_price': 468.28000000000003}, {'sid': Equity(3 [VNQ]), 'amount': 78784, 'cost_basis': 110.72374268489631, 'last_sale_price': 111.24000000000001}, {'sid': Equity(1 [LQD]), 'amount': -189, 'cost_basis': 97.50488771798943, 'last_sale_price': 133.64000000000001}, {'sid': Equity(0 [DBC]), 'amount': 31521, 'cost_basis': 19.56410430473822, 'last_sale_price': 20.14}]",1.0128770481039837,8773.49600458322,9960779.52,-1616817.62,"[{'amount': -3598, 'dt': Timestamp('2021-12-07 21:00:00+0000', tz='UTC'), 'price': 50.064955000000005, 'order_id': '0ba575755c574a46be48f576e1f4eae8', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 3018, 'dt': Timestamp('2021-12-07 21:00:00+0000', tz='UTC'), 'price': 468.51414000000005, 'order_id': '3de8eecd2d8146b78eea8c8068fe2379', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 65938, 'dt': Timestamp('2021-12-07 21:00:00+0000', tz='UTC'), 'price': 111.29562000000001, 'order_id': '00df607af83542b7917700beaf8c1d53', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -51035, 'dt': Timestamp('2021-12-07 21:00:00+0000', tz='UTC'), 'price': 133.57318, 'order_id': '21996cec48694e0e816672adb9a059f6', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -81242, 'dt': Timestamp('2021-12-07 21:00:00+0000', tz='UTC'), 'price': 20.12993, 'order_id': 'eef315a5ced642cfb95971ea45f859b4', 'sid': Equity(0 [DBC]), 'commission': None}]",0.0,3.4675341110552167,0.0,0.07021764799451911,,,2021-12,0.10068721850697614,-0.07511089229909616,0.0494149346445733,247,-7.307906139408793e-05,0.0,0.0,"[-0.1573486030101776, 0.23056745529174805, 0.8665859699249268, -0.002532889135181904, 0.06272811442613602]"
2021-12-08 21:00:00+00:00,2021-12-08 14:31:00+00:00,2021-12-08 21:00:00+00:00,-128761.07061394735,11822598.17,10128030.280000001,11822598.17,[],-1626181.61,2,68386.27999999933,3,10067655.489386054,10196416.56,0.0,0.006839127797040101,10196416.56,1.335840285176478,"[{'sid': Equity(4 [VWO]), 'amount': -31774, 'cost_basis': 50.30891023309079, 'last_sale_price': 50.39}, {'sid': Equity(2 [SPY]), 'amount': 5010, 'cost_basis': 470.42350865906513, 'last_sale_price': 469.52}, {'sid': Equity(3 [VNQ]), 'amount': 78784, 'cost_basis': 110.72374268489631, 'last_sale_price': 112.04}, {'sid': Equity(1 [LQD]), 'amount': -189, 'cost_basis': 97.50488771798943, 'last_sale_price': 132.75}, {'sid': Equity(0 [DBC]), 'amount': 31521, 'cost_basis': 19.56410430473822, 'last_sale_price': 20.41}]",1.0127895785418655,-128761.07061394735,10128030.280000001,-1626181.61,[],0.0,3.4675341110552167,0.0,0.16835039400744925,,,2021-12,0.10071805120351181,-0.07511089229909616,0.11819953009373084,248,0.006765548938605814,0.0,0.0,"[-0.1573486030101776, 0.23056745529174805, 0.8665859699249268, -0.002532889135181904, 0.06272811442613602]"
