,period_open,period_close,short_exposure,starting_cash,net_leverage,portfolio_value,ending_cash,starting_value,ending_value,orders,short_value,capital_used,pnl,long_value,ending_exposure,shorts_count,positions,long_exposure,starting_exposure,gross_leverage,returns,transactions,longs_count,alpha,beta,treasury_period_return,max_leverage,benchmark_period_return,benchmark_volatility,sortino,sharpe,max_drawdown,period_label,trading_days,excess_return,algorithm_period_return,algo_volatility,weights
2021-09-30 20:00:00+00:00,2021-09-30 13:31:00+00:00,2021-09-30 20:00:00+00:00,-4364272.68,-12793.767641288388,1.0012083530224458,10587773.112358712,-12793.767641288388,10739376.719999997,10600566.88,[],-4364272.68,0.0,-138809.83999999613,14964839.56,10600566.88,1,"[{'sid': Equity(4 [VWO]), 'amount': -87268, 'cost_basis': 49.99180096999754, 'last_sale_price': 50.01}, {'sid': Equity(2 [SPY]), 'amount': 11347, 'cost_basis': 440.6049721877912, 'last_sale_price': 429.14}, {'sid': Equity(3 [VNQ]), 'amount': 18472, 'cost_basis': 102.95260078731918, 'last_sale_price': 101.78}, {'sid': Equity(1 [LQD]), 'amount': 58180, 'cost_basis': 135.59391907643354, 'last_sale_price': 133.03}, {'sid': Equity(0 [DBC]), 'amount': 23569, 'cost_basis': 19.526149500332213, 'last_sale_price': 20.18}]",14964839.56,10739376.719999997,1.825606955766539,-0.012940732441683367,[],4,,,0.0,2.336008229613195,0.0,0.0,1.1411748028364466,0.7913283792257005,-0.05869306437778063,2021-09,200,0.0,0.0587773112358716,0.09685560132667449,"[-0.4080777168273926, 0.4636417329311371, 0.17634029686450958, 0.7241705656051636, 0.04392509162425995]"
2021-10-01 20:00:00+00:00,2021-10-01 13:31:00+00:00,2021-10-01 20:00:00+00:00,-4366890.72,-12793.767641288388,1.001193749597074,10717295.882358713,-12793.767641288388,10600566.88,10730089.650000002,[],-4366890.72,0.0,129522.77000000142,15096980.370000001,10730089.650000002,1,"[{'sid': Equity(4 [VWO]), 'amount': -87268, 'cost_basis': 49.99180096999754, 'last_sale_price': 50.04}, {'sid': Equity(2 [SPY]), 'amount': 11347, 'cost_basis': 440.6049721877912, 'last_sale_price': 434.24}, {'sid': Equity(3 [VNQ]), 'amount': 18472, 'cost_basis': 102.95260078731918, 'last_sale_price': 103.22}, {'sid': Equity(1 [LQD]), 'amount': 58180, 'cost_basis': 135.59391907643354, 'last_sale_price': 133.74}, {'sid': Equity(0 [DBC]), 'amount': 23569, 'cost_basis': 19.526149500332213, 'last_sale_price': 20.45}]",15096980.370000001,10600566.88,1.816117731902751,0.012233240042593518,[],4,,,0.0,2.336008229613195,0.0,0.0,1.367260935752153,0.9391826511947952,-0.05869306437778063,2021-10,201,0.0,0.07172958823587172,0.09753211052525958,"[-0.4080777168273926, 0.4636417329311371, 0.17634029686450958, 0.7241705656051636, 0.04392509162425995]"
2021-10-04 20:00:00+00:00,2021-10-04 13:31:00+00:00,2021-10-04 20:00:00+00:00,-4306675.8,-12793.767641288388,1.0011946391891169,10709315.212358711,-12793.767641288388,10730089.650000002,10722108.98,"[{'id': '321e092f40f0413d92b7149b61b4cb28', 'dt': Timestamp('2021-10-04 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-10-04 20:00:00+0000', tz='UTC'), 'amount': 33015, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '48f67959f1f542f2bcc64303a0c18286', 'dt': Timestamp('2021-10-04 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-10-04 20:00:00+0000', tz='UTC'), 'amount': 3004, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'a262736afcfb41239a56d89087405003', 'dt': Timestamp('2021-10-04 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-10-04 20:00:00+0000', tz='UTC'), 'amount': -26338, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '70bec7abef7e4422ab8030410c975c16', 'dt': Timestamp('2021-10-04 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-10-04 20:00:00+0000', tz='UTC'), 'amount': -1014, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '43ad9f181f3c4cbab5462b6b669b648a', 'dt': Timestamp('2021-10-04 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-10-04 20:00:00+0000', tz='UTC'), 'amount': -3627, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",-4306675.8,0.0,-7980.670000001788,15028784.780000001,10722108.98,1,"[{'sid': Equity(4 [VWO]), 'amount': -87268, 'cost_basis': 49.99180096999754, 'last_sale_price': 49.35}, {'sid': Equity(2 [SPY]), 'amount': 11347, 'cost_basis': 440.6049721877912, 'last_sale_price': 428.64}, {'sid': Equity(3 [VNQ]), 'amount': 18472, 'cost_basis': 102.95260078731918, 'last_sale_price': 103.24000000000001}, {'sid': Equity(1 [LQD]), 'amount': 58180, 'cost_basis': 135.59391907643354, 'last_sale_price': 133.52}, {'sid': Equity(0 [DBC]), 'amount': 23569, 'cost_basis': 19.526149500332213, 'last_sale_price': 20.78}]",15028784.780000001,10730089.650000002,1.8054805743028826,-0.0007446533237119857,[],4,,,0.0,2.336008229613195,0.0,0.0,1.3498672556142068,0.9272430393112315,-0.05869306437778063,2021-10,202,0.0,0.07093152123587143,0.09729706366871349,"[-0.25000470876693726, 0.5744198560714722, -0.07583333551883698, 0.712723970413208, 0.03869415819644928]"
2021-10-05 20:00:00+00:00,2021-10-05 13:31:00+00:00,2021-10-05 20:00:00+00:00,-3509385.44,-12793.767641288388,1.0052328843079703,10671134.547478262,-55840.8125217388,10722108.98,10726975.360000001,"[{'id': '321e092f40f0413d92b7149b61b4cb28', 'dt': Timestamp('2021-10-05 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-10-04 20:00:00+0000', tz='UTC'), 'amount': 33015, 'filled': 33015, 'commission': 1645.62970365, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '48f67959f1f542f2bcc64303a0c18286', 'dt': Timestamp('2021-10-05 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-10-04 20:00:00+0000', tz='UTC'), 'amount': 3004, 'filled': 3004, 'commission': 1301.6829162000001, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'a262736afcfb41239a56d89087405003', 'dt': Timestamp('2021-10-05 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-10-04 20:00:00+0000', tz='UTC'), 'amount': -26338, 'filled': -26338, 'commission': 2699.08492243, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '70bec7abef7e4422ab8030410c975c16', 'dt': Timestamp('2021-10-05 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-10-04 20:00:00+0000', tz='UTC'), 'amount': -1014, 'filled': -1014, 'commission': 134.76416421, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '43ad9f181f3c4cbab5462b6b669b648a', 'dt': Timestamp('2021-10-05 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-10-04 20:00:00+0000', tz='UTC'), 'amount': -3627, 'filled': -3627, 'commission': 76.27392396, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",-3509385.44,-43047.04488044977,-38180.66488044895,14236360.8,10726975.360000001,2,"[{'sid': Equity(4 [VWO]), 'amount': -54253, 'cost_basis': 49.96146845928569, 'last_sale_price': 49.82}, {'sid': Equity(2 [SPY]), 'amount': 14351, 'cost_basis': 439.17003822249785, 'last_sale_price': 433.1}, {'sid': Equity(3 [VNQ]), 'amount': -7866, 'cost_basis': 102.13560190536104, 'last_sale_price': 102.53}, {'sid': Equity(1 [LQD]), 'amount': 57166, 'cost_basis': 135.59627649455288, 'last_sale_price': 132.97}, {'sid': Equity(0 [DBC]), 'amount': 19942, 'cost_basis': 19.529974288415655, 'last_sale_price': 21.04}]",14236360.8,10722108.98,1.6629671532155472,-0.003565182658587629,"[{'amount': 33015, 'dt': Timestamp('2021-10-05 20:00:00+0000', tz='UTC'), 'price': 49.84491, 'order_id': '321e092f40f0413d92b7149b61b4cb28', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 3004, 'dt': Timestamp('2021-10-05 20:00:00+0000', tz='UTC'), 'price': 433.31655, 'order_id': '48f67959f1f542f2bcc64303a0c18286', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': -26338, 'dt': Timestamp('2021-10-05 20:00:00+0000', tz='UTC'), 'price': 102.478735, 'order_id': 'a262736afcfb41239a56d89087405003', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -1014, 'dt': Timestamp('2021-10-05 20:00:00+0000', tz='UTC'), 'price': 132.903515, 'order_id': '70bec7abef7e4422ab8030410c975c16', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -3627, 'dt': Timestamp('2021-10-05 20:00:00+0000', tz='UTC'), 'price': 21.02948, 'order_id': '43ad9f181f3c4cbab5462b6b669b648a', 'sid': Equity(0 [DBC]), 'commission': None}]",3,,,0.0,2.336008229613195,0.0,0.0,1.2778892929480683,0.8784772998355443,-0.05869306437778063,2021-10,203,0.0,0.06711345474782648,0.09715431154522869,"[-0.25000470876693726, 0.5744198560714722, -0.07583333551883698, 0.712723970413208, 0.03869415819644928]"
2021-10-06 20:00:00+00:00,2021-10-06 13:31:00+00:00,2021-10-06 20:00:00+00:00,-3506786.0500000003,-55840.8125217388,1.005221269500415,10694872.67747826,-55840.8125217388,10726975.360000001,10750713.489999998,[],-3506786.0500000003,0.0,23738.129999997094,14257499.54,10750713.489999998,2,"[{'sid': Equity(4 [VWO]), 'amount': -54253, 'cost_basis': 49.96146845928569, 'last_sale_price': 49.63}, {'sid': Equity(2 [SPY]), 'amount': 14351, 'cost_basis': 439.17003822249785, 'last_sale_price': 434.90000000000003}, {'sid': Equity(3 [VNQ]), 'amount': -7866, 'cost_basis': 102.13560190536104, 'last_sale_price': 103.51}, {'sid': Equity(1 [LQD]), 'amount': 57166, 'cost_basis': 135.59627649455288, 'last_sale_price': 133.01}, {'sid': Equity(0 [DBC]), 'amount': 19942, 'cost_basis': 19.529974288415655, 'last_sale_price': 20.69}]",14257499.54,10726975.360000001,1.6610095440788955,0.0022245179174136265,[],3,,,0.0,2.336008229613195,0.0,0.0,1.315998614996292,0.9044747987166168,-0.05869306437778063,2021-10,204,0.0,0.06948726774782621,0.09693738227603747,"[-0.25000470876693726, 0.5744198560714722, -0.07583333551883698, 0.712723970413208, 0.03869415819644928]"
2021-10-07 20:00:00+00:00,2021-10-07 13:31:00+00:00,2021-10-07 20:00:00+00:00,-3561613.9400000004,-55840.8125217388,1.0052356677090692,10665461.52747826,-55840.8125217388,10750713.489999998,10721302.34,[],-3561613.9400000004,0.0,-29411.14999999851,14282916.280000001,10721302.34,2,"[{'sid': Equity(4 [VWO]), 'amount': -54253, 'cost_basis': 49.96146845928569, 'last_sale_price': 50.6}, {'sid': Equity(2 [SPY]), 'amount': 14351, 'cost_basis': 439.17003822249785, 'last_sale_price': 438.66}, {'sid': Equity(3 [VNQ]), 'amount': -7866, 'cost_basis': 102.13560190536104, 'last_sale_price': 103.79}, {'sid': Equity(1 [LQD]), 'amount': 57166, 'cost_basis': 135.59627649455288, 'last_sale_price': 132.42000000000002}, {'sid': Equity(0 [DBC]), 'amount': 19942, 'cost_basis': 19.529974288415655, 'last_sale_price': 20.95}]",14282916.280000001,10750713.489999998,1.673113739525078,-0.002750023388490952,[],3,,,0.0,2.336008229613195,0.0,0.0,1.2605948411036068,0.8667713001732599,-0.05869306437778063,2021-10,205,0.0,0.06654615274782638,0.09676048113436668,"[-0.25000470876693726, 0.5744198560714722, -0.07583333551883698, 0.712723970413208, 0.03869415819644928]"
2021-10-08 20:00:00+00:00,2021-10-08 13:31:00+00:00,2021-10-08 20:00:00+00:00,-3564213.33,-55840.8125217388,1.0052591172336447,10617906.017478261,-55840.8125217388,10721302.34,10673746.83,[],-3564213.33,0.0,-47555.50999999978,14237960.16,10673746.83,2,"[{'sid': Equity(4 [VWO]), 'amount': -54253, 'cost_basis': 49.96146845928569, 'last_sale_price': 50.79}, {'sid': Equity(2 [SPY]), 'amount': 14351, 'cost_basis': 439.17003822249785, 'last_sale_price': 437.86}, {'sid': Equity(3 [VNQ]), 'amount': -7866, 'cost_basis': 102.13560190536104, 'last_sale_price': 102.81}, {'sid': Equity(1 [LQD]), 'amount': 57166, 'cost_basis': 135.59627649455288, 'last_sale_price': 131.81}, {'sid': Equity(0 [DBC]), 'amount': 19942, 'cost_basis': 19.529974288415655, 'last_sale_price': 21.02}]",14237960.16,10721302.34,1.6766181072516213,-0.004458832829454029,[],3,,,0.0,2.336008229613195,0.0,0.0,1.1721167066794653,0.8069507173092759,-0.05869306437778063,2021-10,206,0.0,0.06179060174782647,0.09666957319431584,"[-0.25000470876693726, 0.5744198560714722, -0.07583333551883698, 0.712723970413208, 0.03869415819644928]"
2021-10-11 20:00:00+00:00,2021-10-11 13:31:00+00:00,2021-10-11 20:00:00+00:00,-3558663.07,-55840.8125217388,1.0052847208477607,10566463.987478262,-55840.8125217388,10673746.83,10622304.8,"[{'id': '7771a50bfae041ae91111fc41ff64f05', 'dt': Timestamp('2021-10-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-10-11 20:00:00+0000', tz='UTC'), 'amount': 23339, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '44362a123bf34b2684dc3c8634598185', 'dt': Timestamp('2021-10-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-10-11 20:00:00+0000', tz='UTC'), 'amount': 3424, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': '2db1223e95444925bfc1e5a2c80ed298', 'dt': Timestamp('2021-10-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-10-11 20:00:00+0000', tz='UTC'), 'amount': 489, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'fff538f01b58482f9da5a79edafa5556', 'dt': Timestamp('2021-10-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-10-11 20:00:00+0000', tz='UTC'), 'amount': -3245, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.OPEN: 0>}, {'id': 'a3a17cad2f8f4cbc8b894fc83208c662', 'dt': Timestamp('2021-10-11 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-10-11 20:00:00+0000', tz='UTC'), 'amount': -111054, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.OPEN: 0>}]",-3558663.07,0.0,-51442.02999999933,14180967.870000001,10622304.8,2,"[{'sid': Equity(4 [VWO]), 'amount': -54253, 'cost_basis': 49.96146845928569, 'last_sale_price': 50.65}, {'sid': Equity(2 [SPY]), 'amount': 14351, 'cost_basis': 439.17003822249785, 'last_sale_price': 434.69}, {'sid': Equity(3 [VNQ]), 'amount': -7866, 'cost_basis': 102.13560190536104, 'last_sale_price': 103.07000000000001}, {'sid': Equity(1 [LQD]), 'amount': 57166, 'cost_basis': 135.59627649455288, 'last_sale_price': 131.56}, {'sid': Equity(0 [DBC]), 'amount': 19942, 'cost_basis': 19.529974288415655, 'last_sale_price': 21.16}]",14180967.870000001,10673746.83,1.6788616287361853,-0.0048448375711105385,[],3,,,0.0,2.336008229613195,0.0,0.0,1.076959651055318,0.7425572902243901,-0.05869306437778063,2021-10,207,0.0,0.05664639874782651,0.09660220298953154,"[-0.14818455278873444, 0.7312478423118591, -0.07195818424224854, 0.6713536977767944, -0.1824588030576706]"
2021-10-12 20:00:00+00:00,2021-10-12 13:31:00+00:00,2021-10-12 20:00:00+00:00,-4259702.4,-55840.8125217388,0.9999216598049567,10587862.955249006,829.4552490064302,10622304.8,10587033.5,"[{'id': '7771a50bfae041ae91111fc41ff64f05', 'dt': Timestamp('2021-10-12 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-10-11 20:00:00+0000', tz='UTC'), 'amount': 23339, 'filled': 23339, 'commission': 1179.442316445, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(4 [VWO]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '44362a123bf34b2684dc3c8634598185', 'dt': Timestamp('2021-10-12 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-10-11 20:00:00+0000', tz='UTC'), 'amount': 3424, 'filled': 3424, 'commission': 1485.45723744, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2 [SPY]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': '2db1223e95444925bfc1e5a2c80ed298', 'dt': Timestamp('2021-10-12 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-10-11 20:00:00+0000', tz='UTC'), 'amount': 489, 'filled': 489, 'commission': 51.08691069, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(3 [VNQ]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'fff538f01b58482f9da5a79edafa5556', 'dt': Timestamp('2021-10-12 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-10-11 20:00:00+0000', tz='UTC'), 'amount': -3245, 'filled': -3245, 'commission': 429.423181, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1 [LQD]), 'status': <ORDER_STATUS.FILLED: 1>}, {'id': 'a3a17cad2f8f4cbc8b894fc83208c662', 'dt': Timestamp('2021-10-12 20:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2021-10-11 20:00:00+0000', tz='UTC'), 'amount': -111054, 'filled': -111054, 'commission': 2348.72768868, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(0 [DBC]), 'status': <ORDER_STATUS.FILLED: 1>}]",-4259702.4,56670.267770748585,21398.967770744115,14846735.9,10587033.5,3,"[{'sid': Equity(4 [VWO]), 'amount': -30914, 'cost_basis': 49.92331609089451, 'last_sale_price': 50.51}, {'sid': Equity(2 [SPY]), 'amount': 17775, 'cost_basis': 438.2262679723492, 'last_sale_price': 433.62}, {'sid': Equity(3 [VNQ]), 'amount': -7377, 'cost_basis': 102.12867674463311, 'last_sale_price': 104.42}, {'sid': Equity(1 [LQD]), 'amount': 53921, 'cost_basis': 135.60424042662015, 'last_sale_price': 132.4}, {'sid': Equity(0 [DBC]), 'amount': -91112, 'cost_basis': 21.123641532962946, 'last_sale_price': 21.16}]",14846735.9,10622304.8,1.80456040853153,0.002025177750674567,"[{'amount': 23339, 'dt': Timestamp('2021-10-12 20:00:00+0000', tz='UTC'), 'price': 50.535255, 'order_id': '7771a50bfae041ae91111fc41ff64f05', 'sid': Equity(4 [VWO]), 'commission': None}, {'amount': 3424, 'dt': Timestamp('2021-10-12 20:00:00+0000', tz='UTC'), 'price': 433.83681, 'order_id': '44362a123bf34b2684dc3c8634598185', 'sid': Equity(2 [SPY]), 'commission': None}, {'amount': 489, 'dt': Timestamp('2021-10-12 20:00:00+0000', tz='UTC'), 'price': 104.47221, 'order_id': '2db1223e95444925bfc1e5a2c80ed298', 'sid': Equity(3 [VNQ]), 'commission': None}, {'amount': -3245, 'dt': Timestamp('2021-10-12 20:00:00+0000', tz='UTC'), 'price': 132.3338, 'order_id': 'fff538f01b58482f9da5a79edafa5556', 'sid': Equity(1 [LQD]), 'commission': None}, {'amount': -111054, 'dt': Timestamp('2021-10-12 20:00:00+0000', tz='UTC'), 'price': 21.14942, 'order_id': 'a3a17cad2f8f4cbc8b894fc83208c662', 'sid': Equity(0 [DBC]), 'commission': None}]",2,,,0.0,2.336008229613195,0.0,0.0,1.111293433134951,0.7660878031748869,-0.05869306437778063,2021-10,208,0.0,0.058786295524901,0.09638762281010843,"[-0.14818455278873444, 0.7312478423118591, -0.07195818424224854, 0.6713536977767944, -0.1824588030576706]"
2021-10-13 20:00:00+00:00,2021-10-13 13:31:00+00:00,2021-10-13 20:00:00+00:00,-4296645.600000001,829.4552490064302,0.9999218584299224,10614775.825249003,829.4552490064302,10587033.5,10613946.369999997,[],-4296645.600000001,0.0,26912.869999997318,14910591.969999999,10613946.369999997,3,"[{'sid': Equity(4 [VWO]), 'amount': -30914, 'cost_basis': 49.92331609089451, 'last_sale_price': 51.17}, {'sid': Equity(2 [SPY]), 'amount': 17775, 'cost_basis': 438.2262679723492, 'last_sale_price': 435.18}, {'sid': Equity(3 [VNQ]), 'amount': -7377, 'cost_basis': 102.12867674463311, 'last_sale_price': 105.18}, {'sid': Equity(1 [LQD]), 'amount': 53921, 'cost_basis': 135.60424042662015, 'last_sale_price': 133.07}, {'sid': Equity(0 [DBC]), 'amount': -91112, 'cost_basis': 21.123641532962946, 'last_sale_price': 21.28}]",14910591.969999999,10587033.5,1.809481225624417,0.0025418604409357393,[],2,,,0.0,2.336008229613195,0.0,0.0,1.1548672342781774,0.7958728971229535,-0.05869306437778063,2021-10,209,0.0,0.06147758252490054,0.09618734521914037,"[-0.14818455278873444, 0.7312478423118591, -0.07195818424224854, 0.6713536977767944, -0.1824588030576706]"
2021-10-14 20:00:00+00:00,2021-10-14 13:31:00+00:00,2021-10-14 20:00:00+00:00,-4328605.92,829.4552490064302,0.9999228191062892,10746898.735249005,829.4552490064302,10613946.369999997,10746069.28,[],-4328605.92,0.0,132122.910000002,15074675.2,10746069.28,3,"[{'sid': Equity(4 [VWO]), 'amount': -30914, 'cost_basis': 49.92331609089451, 'last_sale_price': 51.25}, {'sid': Equity(2 [SPY]), 'amount': 17775, 'cost_basis': 438.2262679723492, 'last_sale_price': 442.5}, {'sid': Equity(3 [VNQ]), 'amount': -7377, 'cost_basis': 102.12867674463311, 'last_sale_price': 106.46000000000001}, {'sid': Equity(1 [LQD]), 'amount': 53921, 'cost_basis': 135.60424042662015, 'last_sale_price': 133.7}, {'sid': Equity(0 [DBC]), 'amount': -91112, 'cost_basis': 21.123641532962946, 'last_sale_price': 21.5}]",15074675.2,10613946.369999997,1.8054772449245027,0.012447074924156754,[],2,,,0.0,2.336008229613195,0.0,0.0,1.377982661218229,0.9406474927128918,-0.05869306437778063,2021-10,210,0.0,0.07468987352490086,0.0968746040325753,"[-0.14818455278873444, 0.7312478423118591, -0.07195818424224854, 0.6713536977767944, -0.1824588030576706]"
2021-10-15 20:00:00+00:00,2021-10-15 13:31:00+00:00,2021-10-15 20:00:00+00:00,-4361418.62,829.4552490064302,0.9999228277734,10748105.705249006,829.4552490064302,10746069.28,10747276.25,[],-4361418.62,0.0,1206.9700000006706,15108694.870000001,10747276.25,3,"[{'sid': Equity(4 [VWO]), 'amount': -30914, 'cost_basis': 49.92331609089451, 'last_sale_price': 51.800000000000004}, {'sid': Equity(2 [SPY]), 'amount': 17775, 'cost_basis': 438.2262679723492, 'last_sale_price': 445.87}, {'sid': Equity(3 [VNQ]), 'amount': -7377, 'cost_basis': 102.12867674463311, 'last_sale_price': 106.38}, {'sid': Equity(1 [LQD]), 'amount': 53921, 'cost_basis': 135.60424042662015, 'last_sale_price': 133.22}, {'sid': Equity(0 [DBC]), 'amount': -91112, 'cost_basis': 21.123641532962946, 'last_sale_price': 21.68}]",15108694.870000001,10746069.28,1.8114925572876965,0.00011230867897182861,[],2,,,0.0,2.336008229613195,0.0,0.0,1.3767465735745998,0.9398106276980032,-0.05869306437778063,2021-10,211,0.0,0.07481057052490092,0.09664405898729563,"[-0.14818455278873444, 0.7312478423118591, -0.07195818424224854, 0.6713536977767944, -0.1824588030576706]"
